chr	start	end	interval_id	num_peaks	num_samples	DFAM71927V3_1_750_R1.bool	MV411_1_590_R1.bool	MV411_4_717_R1.bool	DFAM71927V3_1_750_R1.fc	MV411_1_590_R1.fc	MV411_4_717_R1.fc	DFAM71927V3_1_750_R1.qval	MV411_1_590_R1.qval	MV411_4_717_R1.qval	DFAM71927V3_1_750_R1.pval	MV411_1_590_R1.pval	MV411_4_717_R1.pval	DFAM71927V3_1_750_R1.start	MV411_1_590_R1.start	MV411_4_717_R1.start	DFAM71927V3_1_750_R1.end	MV411_1_590_R1.end	MV411_4_717_R1.end	DFAM71927V3_1_750_R1.summit	MV411_1_590_R1.summit	MV411_4_717_R1.summit
chr22	23216407	23216799	Interval_12768	2	2	TRUE	FALSE	TRUE	8.62148	NA	13.34888	9.63618	NA	20.55982	13.86292	NA	24.19159	23216407	NA	23216556	23216799	NA	23216781	230	NA	107
chr22	23222835	23223078	Interval_12769	1	1	FALSE	FALSE	TRUE	NA	NA	16.08184	NA	NA	27.00844	NA	NA	30.75486	NA	NA	23222835	NA	NA	23223078	NA	NA	127
chr22	23536478	23536650	Interval_12770	1	1	FALSE	FALSE	TRUE	NA	NA	6.1593	NA	NA	5.74806	NA	NA	8.91708	NA	NA	23536478	NA	NA	23536650	NA	NA	95
chr22	23610195	23610621	Interval_12771	1	1	FALSE	FALSE	TRUE	NA	NA	18.75795	NA	NA	33.43651	NA	NA	37.27602	NA	NA	23610195	NA	NA	23610621	NA	NA	128
chr22	23638336	23638570	Interval_12772	1	1	FALSE	FALSE	TRUE	NA	NA	11.95724	NA	NA	17.56891	NA	NA	21.13551	NA	NA	23638336	NA	NA	23638570	NA	NA	105
chr22	23839033	23839293	Interval_12773	1	1	FALSE	TRUE	FALSE	NA	11.11561	NA	NA	18.45522	NA	NA	23.29694	NA	NA	23839033	NA	NA	23839293	NA	NA	92	NA
chr22	23857622	23857911	Interval_12774	1	1	FALSE	TRUE	FALSE	NA	15.7025	NA	NA	28.18154	NA	NA	33.39565	NA	NA	23857622	NA	NA	23857911	NA	NA	216	NA
chr22	24011046	24011330	Interval_12775	1	1	FALSE	TRUE	FALSE	NA	8.84066	NA	NA	11.88515	NA	NA	16.4113	NA	NA	24011046	NA	NA	24011330	NA	NA	90	NA
chr22	24078596	24078727	Interval_12776	1	1	FALSE	FALSE	TRUE	NA	NA	5.52382	NA	NA	4.47664	NA	NA	7.56579	NA	NA	24078596	NA	NA	24078727	NA	NA	60
chr22	24198138	24198344	Interval_12777	1	1	FALSE	FALSE	TRUE	NA	NA	13.76981	NA	NA	22.54807	NA	NA	26.21632	NA	NA	24198138	NA	NA	24198344	NA	NA	109
chr22	24270590	24270911	Interval_12778	1	1	FALSE	TRUE	FALSE	NA	5.7746	NA	NA	6.59692	NA	NA	10.81147	NA	NA	24270590	NA	NA	24270911	NA	NA	46	NA
chr22	24300600	24300795	Interval_12779	1	1	FALSE	FALSE	TRUE	NA	NA	11.19756	NA	NA	15.92985	NA	NA	19.46403	NA	NA	24300600	NA	NA	24300795	NA	NA	108
chr22	24305239	24305695	Interval_12780	2	2	TRUE	FALSE	TRUE	12.3595	NA	18.15111	17.65893	NA	33.83226	22.25816	NA	37.6794	24305239	NA	24305354	24305695	NA	24305605	251	NA	108
chr22	24326341	24326494	Interval_12781	1	1	FALSE	FALSE	TRUE	NA	NA	6.31804	NA	NA	6.12052	NA	NA	9.30628	NA	NA	24326341	NA	NA	24326494	NA	NA	55
chr22	24404953	24405132	Interval_12782	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	24404953	NA	NA	24405132	NA	NA	101
chr22	24434491	24434912	Interval_12783	2	2	TRUE	FALSE	TRUE	8.12054	NA	6.21429	8.83511	NA	5.71321	13.00658	NA	8.87072	24434491	NA	24434619	24434912	NA	24434799	192	NA	75
chr22	24448407	24448705	Interval_12784	1	1	TRUE	FALSE	FALSE	6.1716	NA	NA	5.92644	NA	NA	9.8585	NA	NA	24448407	NA	NA	24448705	NA	NA	162	NA	NA
chr22	24473307	24473546	Interval_12785	1	1	FALSE	FALSE	TRUE	NA	NA	13.14391	NA	NA	21.01089	NA	NA	24.64985	NA	NA	24473307	NA	NA	24473546	NA	NA	117
chr22	24486395	24486718	Interval_12786	1	1	FALSE	FALSE	TRUE	NA	NA	16.16816	NA	NA	27.0971	NA	NA	30.8477	NA	NA	24486395	NA	NA	24486718	NA	NA	197
chr22	24498252	24498383	Interval_12787	1	1	FALSE	FALSE	TRUE	NA	NA	3.64453	NA	NA	1.60015	NA	NA	4.36094	NA	NA	24498252	NA	NA	24498383	NA	NA	32
chr22	24503153	24503376	Interval_12788	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	24503153	NA	NA	24503376	NA	NA	104
chr22	24510862	24511122	Interval_12789	1	1	FALSE	FALSE	TRUE	NA	NA	9.78582	NA	NA	12.78732	NA	NA	16.23718	NA	NA	24510862	NA	NA	24511122	NA	NA	139
chr22	24555206	24555405	Interval_12790	1	1	FALSE	TRUE	FALSE	NA	6.68231	NA	NA	8.06229	NA	NA	12.38259	NA	NA	24555206	NA	NA	24555405	NA	NA	114	NA
chr22	24622485	24622994	Interval_12791	1	1	TRUE	FALSE	FALSE	9.71154	NA	NA	12.90569	NA	NA	17.30335	NA	NA	24622485	NA	NA	24622994	NA	NA	236	NA	NA
chr22	24630827	24631032	Interval_12792	1	1	FALSE	FALSE	TRUE	NA	NA	13.85842	NA	NA	21.71756	NA	NA	25.37111	NA	NA	24630827	NA	NA	24631032	NA	NA	117
chr22	24728986	24729286	Interval_12793	1	1	FALSE	FALSE	TRUE	NA	NA	31.76195	NA	NA	69.74979	NA	NA	73.9601	NA	NA	24728986	NA	NA	24729286	NA	NA	170
chr22	24871744	24872058	Interval_12794	1	1	FALSE	FALSE	TRUE	NA	NA	39.5924	NA	NA	90.34009	NA	NA	94.69907	NA	NA	24871744	NA	NA	24872058	NA	NA	143
chr22	24880468	24880619	Interval_12795	1	1	FALSE	FALSE	TRUE	NA	NA	6.25998	NA	NA	5.98169	NA	NA	9.1608	NA	NA	24880468	NA	NA	24880619	NA	NA	33
chr22	24894321	24894492	Interval_12796	1	1	FALSE	FALSE	TRUE	NA	NA	5.10235	NA	NA	3.80907	NA	NA	6.85026	NA	NA	24894321	NA	NA	24894492	NA	NA	85
chr22	24952570	24952707	Interval_12797	1	1	FALSE	TRUE	FALSE	NA	5.28574	NA	NA	3.92029	NA	NA	7.94099	NA	NA	24952570	NA	NA	24952707	NA	NA	37	NA
chr22	25093687	25093850	Interval_12798	1	1	FALSE	FALSE	TRUE	NA	NA	6.05591	NA	NA	5.53542	NA	NA	8.67693	NA	NA	25093687	NA	NA	25093850	NA	NA	59
chr22	25356960	25357430	Interval_12799	1	1	FALSE	FALSE	TRUE	NA	NA	7.42682	NA	NA	8.02333	NA	NA	11.29971	NA	NA	25356960	NA	NA	25357430	NA	NA	354
chr22	25417861	25418120	Interval_12800	1	1	FALSE	FALSE	TRUE	NA	NA	24.63475	NA	NA	48.22713	NA	NA	52.24343	NA	NA	25417861	NA	NA	25418120	NA	NA	129
chr22	25419273	25419546	Interval_12801	1	1	FALSE	FALSE	TRUE	NA	NA	15.1905	NA	NA	25.18618	NA	NA	28.90296	NA	NA	25419273	NA	NA	25419546	NA	NA	125
chr22	25544073	25544355	Interval_12802	1	1	FALSE	FALSE	TRUE	NA	NA	21.38582	NA	NA	39.96045	NA	NA	43.88399	NA	NA	25544073	NA	NA	25544355	NA	NA	142
chr22	25548851	25549110	Interval_12803	1	1	FALSE	FALSE	TRUE	NA	NA	12.4248	NA	NA	18.50518	NA	NA	22.09401	NA	NA	25548851	NA	NA	25549110	NA	NA	123
chr22	25567135	25567604	Interval_12804	1	1	TRUE	FALSE	FALSE	5.65088	NA	NA	4.37549	NA	NA	8.14747	NA	NA	25567135	NA	NA	25567604	NA	NA	259	NA	NA
chr22	25585288	25585419	Interval_12805	1	1	FALSE	FALSE	TRUE	NA	NA	4.79896	NA	NA	3.53023	NA	NA	6.55981	NA	NA	25585288	NA	NA	25585419	NA	NA	47
chr22	25656953	25657203	Interval_12806	1	1	FALSE	FALSE	TRUE	NA	NA	25.54766	NA	NA	52.16373	NA	NA	56.22117	NA	NA	25656953	NA	NA	25657203	NA	NA	130
chr22	26481431	26481590	Interval_12807	1	1	FALSE	FALSE	TRUE	NA	NA	7.61502	NA	NA	8.42969	NA	NA	11.72513	NA	NA	26481431	NA	NA	26481590	NA	NA	66
chr22	26482361	26482571	Interval_12808	1	1	FALSE	FALSE	TRUE	NA	NA	6.86843	NA	NA	7.25018	NA	NA	10.49851	NA	NA	26482361	NA	NA	26482571	NA	NA	100
chr22	26573249	26573439	Interval_12809	1	1	FALSE	FALSE	TRUE	NA	NA	9.66668	NA	NA	12.55348	NA	NA	16.00033	NA	NA	26573249	NA	NA	26573439	NA	NA	101
chr22	26596973	26597419	Interval_12810	1	1	TRUE	FALSE	FALSE	8.51378	NA	NA	9.29634	NA	NA	13.49751	NA	NA	26596973	NA	NA	26597419	NA	NA	261	NA	NA
chr22	26611264	26611395	Interval_12811	1	1	FALSE	FALSE	TRUE	NA	NA	6.84332	NA	NA	6.97905	NA	NA	10.19609	NA	NA	26611264	NA	NA	26611395	NA	NA	67
chr22	26613474	26613661	Interval_12812	1	1	FALSE	FALSE	TRUE	NA	NA	7.6607	NA	NA	8.53351	NA	NA	11.832	NA	NA	26613474	NA	NA	26613661	NA	NA	62
chr22	26713310	26713690	Interval_12813	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	26713310	NA	NA	26713690	NA	NA	226	NA	NA
chr22	26725247	26725753	Interval_12814	1	1	FALSE	FALSE	TRUE	NA	NA	92.52394	NA	NA	269.83511	NA	NA	275.18594	NA	NA	26725247	NA	NA	26725753	NA	NA	231
chr22	27129276	27129436	Interval_12815	1	1	FALSE	FALSE	TRUE	NA	NA	8.01317	NA	NA	9.67365	NA	NA	13.01528	NA	NA	27129276	NA	NA	27129436	NA	NA	69
chr22	27252948	27253226	Interval_12816	1	1	FALSE	FALSE	TRUE	NA	NA	15.39825	NA	NA	25.27956	NA	NA	29.00065	NA	NA	27252948	NA	NA	27253226	NA	NA	116
chr22	27343701	27343967	Interval_12817	1	1	FALSE	FALSE	TRUE	NA	NA	15.69804	NA	NA	26.01367	NA	NA	29.74301	NA	NA	27343701	NA	NA	27343967	NA	NA	129
chr22	27478147	27478445	Interval_12818	1	1	TRUE	FALSE	FALSE	5.2972	NA	NA	4.37549	NA	NA	8.16997	NA	NA	27478147	NA	NA	27478445	NA	NA	104	NA	NA
chr22	27507919	27508155	Interval_12819	1	1	FALSE	FALSE	TRUE	NA	NA	8.9762	NA	NA	11.10633	NA	NA	14.5048	NA	NA	27507919	NA	NA	27508155	NA	NA	128
chr22	27919211	27919606	Interval_12820	1	1	FALSE	TRUE	FALSE	NA	24.12489	NA	NA	50.34085	NA	NA	56.18489	NA	NA	27919211	NA	NA	27919606	NA	NA	213	NA
chr22	28105439	28105737	Interval_12821	1	1	TRUE	FALSE	FALSE	5.2972	NA	NA	4.37549	NA	NA	8.16997	NA	NA	28105439	NA	NA	28105737	NA	NA	71	NA	NA
chr22	28115552	28115684	Interval_12822	1	1	FALSE	FALSE	TRUE	NA	NA	6.1593	NA	NA	5.74806	NA	NA	8.91708	NA	NA	28115552	NA	NA	28115684	NA	NA	43
chr22	28275916	28276061	Interval_12823	1	1	FALSE	FALSE	TRUE	NA	NA	7.19843	NA	NA	7.79845	NA	NA	11.07176	NA	NA	28275916	NA	NA	28276061	NA	NA	54
chr22	28329677	28329944	Interval_12824	1	1	FALSE	FALSE	TRUE	NA	NA	29.69858	NA	NA	61.95726	NA	NA	66.10547	NA	NA	28329677	NA	NA	28329944	NA	NA	130
chr22	28485522	28485656	Interval_12825	1	1	FALSE	FALSE	TRUE	NA	NA	7.99826	NA	NA	9.34254	NA	NA	12.67435	NA	NA	28485522	NA	NA	28485656	NA	NA	62
chr22	28706307	28706605	Interval_12826	1	1	TRUE	FALSE	FALSE	5.2972	NA	NA	4.37549	NA	NA	8.16997	NA	NA	28706307	NA	NA	28706605	NA	NA	60	NA	NA
chr22	28741821	28741939	Interval_12827	1	1	FALSE	TRUE	FALSE	NA	5.28574	NA	NA	3.92029	NA	NA	7.94099	NA	NA	28741821	NA	NA	28741939	NA	NA	44	NA
chr22	28808770	28809033	Interval_12828	1	1	FALSE	FALSE	TRUE	NA	NA	6.90477	NA	NA	6.99264	NA	NA	10.22101	NA	NA	28808770	NA	NA	28809033	NA	NA	129
chr22	28822907	28823349	Interval_12829	1	1	TRUE	FALSE	FALSE	10.23157	NA	NA	12.89453	NA	NA	17.28354	NA	NA	28822907	NA	NA	28823349	NA	NA	212	NA	NA
chr22	28827113	28827277	Interval_12830	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	28827113	NA	NA	28827277	NA	NA	70
chr22	28883274	28883475	Interval_12831	1	1	FALSE	TRUE	FALSE	NA	5.95612	NA	NA	4.65504	NA	NA	8.73152	NA	NA	28883274	NA	NA	28883475	NA	NA	108	NA
chr22	28955821	28956103	Interval_12832	1	1	FALSE	FALSE	TRUE	NA	NA	19.33336	NA	NA	35.5579	NA	NA	39.42885	NA	NA	28955821	NA	NA	28956103	NA	NA	121
chr22	28986406	28986583	Interval_12833	1	1	FALSE	FALSE	TRUE	NA	NA	13.48591	NA	NA	20.8652	NA	NA	24.49959	NA	NA	28986406	NA	NA	28986583	NA	NA	86
chr22	29072821	29072955	Interval_12834	1	1	FALSE	TRUE	FALSE	NA	8.12198	NA	NA	9.15876	NA	NA	13.54372	NA	NA	29072821	NA	NA	29072955	NA	NA	63	NA
chr22	29084041	29084375	Interval_12835	1	1	FALSE	FALSE	TRUE	NA	NA	20.12228	NA	NA	37.16424	NA	NA	41.05201	NA	NA	29084041	NA	NA	29084375	NA	NA	211
chr22	29132762	29133059	Interval_12836	1	1	FALSE	FALSE	TRUE	NA	NA	33.83338	NA	NA	75.79153	NA	NA	80.04926	NA	NA	29132762	NA	NA	29133059	NA	NA	177
chr22	29270511	29270683	Interval_12837	1	1	FALSE	FALSE	TRUE	NA	NA	6.69387	NA	NA	6.64795	NA	NA	9.85935	NA	NA	29270511	NA	NA	29270683	NA	NA	78
chr22	29406115	29406420	Interval_12838	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	29406115	NA	NA	29406420	NA	NA	28	NA	NA
chr22	29481061	29481179	Interval_12839	1	1	FALSE	TRUE	FALSE	NA	6.28768	NA	NA	5.16144	NA	NA	9.27659	NA	NA	29481061	NA	NA	29481179	NA	NA	83	NA
chr22	29582748	29583047	Interval_12840	1	1	FALSE	FALSE	TRUE	NA	NA	29.00006	NA	NA	71.86713	NA	NA	76.09451	NA	NA	29582748	NA	NA	29583047	NA	NA	135
chr22	29597582	29597713	Interval_12841	1	1	FALSE	FALSE	TRUE	NA	NA	5.55405	NA	NA	4.78748	NA	NA	7.89237	NA	NA	29597582	NA	NA	29597713	NA	NA	97
chr22	29604817	29604983	Interval_12842	1	1	FALSE	FALSE	TRUE	NA	NA	6.34748	NA	NA	6.19335	NA	NA	9.38152	NA	NA	29604817	NA	NA	29604983	NA	NA	81
chr22	29799180	29799487	Interval_12843	1	1	FALSE	FALSE	TRUE	NA	NA	20.25858	NA	NA	37.18977	NA	NA	41.07847	NA	NA	29799180	NA	NA	29799487	NA	NA	161
chr22	29875406	29875626	Interval_12844	1	1	FALSE	FALSE	TRUE	NA	NA	7.03171	NA	NA	7.39495	NA	NA	10.64577	NA	NA	29875406	NA	NA	29875626	NA	NA	117
chr22	29881936	29882108	Interval_12845	1	1	FALSE	FALSE	TRUE	NA	NA	9.82629	NA	NA	12.8548	NA	NA	16.30512	NA	NA	29881936	NA	NA	29882108	NA	NA	101
chr22	29901387	29901669	Interval_12846	1	1	FALSE	FALSE	TRUE	NA	NA	16.57145	NA	NA	28.5737	NA	NA	32.3425	NA	NA	29901387	NA	NA	29901669	NA	NA	161
chr22	29937180	29937311	Interval_12847	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	29937180	NA	NA	29937311	NA	NA	24
chr22	30014435	30014587	Interval_12848	1	1	FALSE	FALSE	TRUE	NA	NA	6.29607	NA	NA	6.10523	NA	NA	9.29054	NA	NA	30014435	NA	NA	30014587	NA	NA	111
chr22	30100795	30100972	Interval_12849	1	1	FALSE	FALSE	TRUE	NA	NA	13.59704	NA	NA	21.23537	NA	NA	24.88067	NA	NA	30100795	NA	NA	30100972	NA	NA	85
chr22	30127755	30127916	Interval_12850	1	1	FALSE	FALSE	TRUE	NA	NA	9.23895	NA	NA	11.68062	NA	NA	15.09462	NA	NA	30127755	NA	NA	30127916	NA	NA	63
chr22	30168958	30169366	Interval_12851	2	2	TRUE	FALSE	TRUE	5.93561	NA	6.1593	5.14543	NA	5.74806	8.99503	NA	8.91708	30168958	NA	30169102	30169366	NA	30169251	226	NA	89
chr22	30181763	30182093	Interval_12852	1	1	FALSE	FALSE	TRUE	NA	NA	14.62833	NA	NA	23.48743	NA	NA	27.17476	NA	NA	30181763	NA	NA	30182093	NA	NA	124
chr22	30183936	30184175	Interval_12853	1	1	FALSE	FALSE	TRUE	NA	NA	12.3186	NA	NA	18.24969	NA	NA	21.83548	NA	NA	30183936	NA	NA	30184175	NA	NA	109
chr22	30267264	30267401	Interval_12854	1	1	FALSE	FALSE	TRUE	NA	NA	7.19665	NA	NA	7.55225	NA	NA	10.80786	NA	NA	30267264	NA	NA	30267401	NA	NA	86
chr22	30267613	30268139	Interval_12855	2	2	TRUE	FALSE	TRUE	22.97717	NA	95.13686	43.35996	NA	295.86343	48.54295	NA	301.35031	30267613	NA	30267648	30268124	NA	30268139	248	NA	219
chr22	30306198	30306715	Interval_12856	1	1	TRUE	FALSE	FALSE	13.5549	NA	NA	20.60486	NA	NA	25.29513	NA	NA	30306198	NA	NA	30306715	NA	NA	270	NA	NA
chr22	30326953	30327145	Interval_12857	1	1	FALSE	TRUE	FALSE	NA	7.93452	NA	NA	8.54113	NA	NA	12.88294	NA	NA	30326953	NA	NA	30327145	NA	NA	82	NA
chr22	30358943	30359131	Interval_12858	1	1	FALSE	FALSE	TRUE	NA	NA	10.9336	NA	NA	15.19818	NA	NA	18.71112	NA	NA	30358943	NA	NA	30359131	NA	NA	76
chr22	30441087	30441287	Interval_12859	1	1	FALSE	FALSE	TRUE	NA	NA	8.46904	NA	NA	10.12659	NA	NA	13.49004	NA	NA	30441087	NA	NA	30441287	NA	NA	92
chr22	30595130	30595262	Interval_12860	1	1	FALSE	FALSE	TRUE	NA	NA	6.80369	NA	NA	6.81054	NA	NA	10.02586	NA	NA	30595130	NA	NA	30595262	NA	NA	43
chr22	30785700	30785911	Interval_12861	1	1	FALSE	FALSE	TRUE	NA	NA	7.5108	NA	NA	8.31725	NA	NA	11.60176	NA	NA	30785700	NA	NA	30785911	NA	NA	87
chr22	30922191	30922345	Interval_12862	1	1	FALSE	TRUE	FALSE	NA	8.12198	NA	NA	9.15876	NA	NA	13.54372	NA	NA	30922191	NA	NA	30922345	NA	NA	52	NA
chr22	30978172	30978692	Interval_12863	1	1	FALSE	FALSE	TRUE	NA	NA	78.13911	NA	NA	209.6245	NA	NA	214.66283	NA	NA	30978172	NA	NA	30978692	NA	NA	267
chr22	30989671	30989834	Interval_12864	1	1	FALSE	FALSE	TRUE	NA	NA	6.88431	NA	NA	7.06209	NA	NA	10.29138	NA	NA	30989671	NA	NA	30989834	NA	NA	51
chr22	31086975	31087147	Interval_12865	1	1	FALSE	FALSE	TRUE	NA	NA	5.33051	NA	NA	4.29218	NA	NA	7.35049	NA	NA	31086975	NA	NA	31087147	NA	NA	83
chr22	31102467	31102630	Interval_12866	1	1	FALSE	FALSE	TRUE	NA	NA	6.8849	NA	NA	7.06424	NA	NA	10.29733	NA	NA	31102467	NA	NA	31102630	NA	NA	95
chr22	31227999	31228185	Interval_12867	1	1	FALSE	FALSE	TRUE	NA	NA	10.77979	NA	NA	14.88535	NA	NA	18.38493	NA	NA	31227999	NA	NA	31228185	NA	NA	109
chr22	31292173	31292348	Interval_12868	1	1	FALSE	FALSE	TRUE	NA	NA	7.90518	NA	NA	8.9227	NA	NA	12.23685	NA	NA	31292173	NA	NA	31292348	NA	NA	82
chr22	31345938	31346070	Interval_12869	1	1	FALSE	TRUE	FALSE	NA	5.13298	NA	NA	4.86998	NA	NA	8.97091	NA	NA	31345938	NA	NA	31346070	NA	NA	87	NA
chr22	31399679	31399810	Interval_12870	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	31399679	NA	NA	31399810	NA	NA	24
chr22	31489067	31489288	Interval_12871	1	1	FALSE	FALSE	TRUE	NA	NA	8.76864	NA	NA	10.86489	NA	NA	14.24037	NA	NA	31489067	NA	NA	31489288	NA	NA	104
chr22	31532049	31532237	Interval_12872	1	1	FALSE	FALSE	TRUE	NA	NA	8.42677	NA	NA	10.03483	NA	NA	13.3896	NA	NA	31532049	NA	NA	31532237	NA	NA	112
chr22	31585289	31585578	Interval_12873	1	1	FALSE	FALSE	TRUE	NA	NA	11.42253	NA	NA	16.26744	NA	NA	19.80674	NA	NA	31585289	NA	NA	31585578	NA	NA	122
chr22	31630410	31630622	Interval_12874	1	1	FALSE	FALSE	TRUE	NA	NA	9.73028	NA	NA	13.54364	NA	NA	17.00951	NA	NA	31630410	NA	NA	31630622	NA	NA	104
chr22	31639451	31639706	Interval_12875	1	1	FALSE	FALSE	TRUE	NA	NA	11.89211	NA	NA	17.99927	NA	NA	21.57836	NA	NA	31639451	NA	NA	31639706	NA	NA	118
chr22	31927132	31927312	Interval_12876	1	1	FALSE	FALSE	TRUE	NA	NA	10.41269	NA	NA	14.07618	NA	NA	17.55907	NA	NA	31927132	NA	NA	31927312	NA	NA	87
chr22	32018181	32018441	Interval_12877	1	1	FALSE	FALSE	TRUE	NA	NA	26.17702	NA	NA	52.37023	NA	NA	56.43086	NA	NA	32018181	NA	NA	32018441	NA	NA	129
chr22	32036714	32037288	Interval_12878	1	1	FALSE	FALSE	TRUE	NA	NA	31.22159	NA	NA	66.14465	NA	NA	70.32885	NA	NA	32036714	NA	NA	32037288	NA	NA	414
chr22	32040594	32040798	Interval_12879	1	1	FALSE	FALSE	TRUE	NA	NA	6.91537	NA	NA	7.13045	NA	NA	10.3645	NA	NA	32040594	NA	NA	32040798	NA	NA	81
chr22	32051331	32051597	Interval_12880	1	1	FALSE	FALSE	TRUE	NA	NA	8.97744	NA	NA	11.096	NA	NA	14.48852	NA	NA	32051331	NA	NA	32051597	NA	NA	106
chr22	32116231	32116456	Interval_12881	1	1	FALSE	FALSE	TRUE	NA	NA	11.41426	NA	NA	16.48685	NA	NA	20.02788	NA	NA	32116231	NA	NA	32116456	NA	NA	109
chr22	32146917	32147151	Interval_12882	1	1	FALSE	FALSE	TRUE	NA	NA	17.59617	NA	NA	30.58652	NA	NA	34.38964	NA	NA	32146917	NA	NA	32147151	NA	NA	107
chr22	32218536	32218939	Interval_12883	1	1	FALSE	FALSE	TRUE	NA	NA	50.40483	NA	NA	126.69779	NA	NA	131.27969	NA	NA	32218536	NA	NA	32218939	NA	NA	200
chr22	32242791	32243008	Interval_12884	1	1	FALSE	FALSE	TRUE	NA	NA	7.03171	NA	NA	7.39495	NA	NA	10.64577	NA	NA	32242791	NA	NA	32243008	NA	NA	110
chr22	32410439	32410737	Interval_12885	1	1	TRUE	FALSE	FALSE	5.2288	NA	NA	4.18347	NA	NA	7.89957	NA	NA	32410439	NA	NA	32410737	NA	NA	232	NA	NA
chr22	32539833	32540018	Interval_12886	1	1	FALSE	FALSE	TRUE	NA	NA	9.01706	NA	NA	11.17722	NA	NA	14.57787	NA	NA	32539833	NA	NA	32540018	NA	NA	103
chr22	32603891	32604022	Interval_12887	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	32603891	NA	NA	32604022	NA	NA	35
chr22	32604563	32604732	Interval_12888	1	1	FALSE	FALSE	TRUE	NA	NA	8.9762	NA	NA	11.10633	NA	NA	14.5048	NA	NA	32604563	NA	NA	32604732	NA	NA	69
chr22	32734140	32734527	Interval_12889	1	1	TRUE	FALSE	FALSE	6.91736	NA	NA	7.0671	NA	NA	11.10954	NA	NA	32734140	NA	NA	32734527	NA	NA	184	NA	NA
chr22	32737877	32738033	Interval_12890	1	1	FALSE	FALSE	TRUE	NA	NA	8.9762	NA	NA	11.10633	NA	NA	14.5048	NA	NA	32737877	NA	NA	32738033	NA	NA	88
chr22	32757174	32757322	Interval_12891	1	1	FALSE	FALSE	TRUE	NA	NA	7.69912	NA	NA	8.61557	NA	NA	11.9231	NA	NA	32757174	NA	NA	32757322	NA	NA	86
chr22	32836304	32836602	Interval_12892	1	1	TRUE	FALSE	FALSE	4.30949	NA	NA	2.64455	NA	NA	6.11332	NA	NA	32836304	NA	NA	32836602	NA	NA	173	NA	NA
chr22	33122521	33122735	Interval_12893	1	1	FALSE	FALSE	TRUE	NA	NA	3.23421	NA	NA	1.42011	NA	NA	4.17302	NA	NA	33122521	NA	NA	33122735	NA	NA	111
chr22	33709984	33710115	Interval_12894	1	1	FALSE	FALSE	TRUE	NA	NA	6.39716	NA	NA	6.30935	NA	NA	9.51088	NA	NA	33709984	NA	NA	33710115	NA	NA	95
chr22	33917857	33918017	Interval_12895	1	1	FALSE	FALSE	TRUE	NA	NA	7.61502	NA	NA	8.42969	NA	NA	11.72513	NA	NA	33917857	NA	NA	33918017	NA	NA	108
chr22	34080547	34080683	Interval_12896	1	1	FALSE	FALSE	TRUE	NA	NA	5.38939	NA	NA	4.41286	NA	NA	7.48759	NA	NA	34080547	NA	NA	34080683	NA	NA	42
chr22	34536645	34536776	Interval_12897	1	1	FALSE	FALSE	TRUE	NA	NA	6.92921	NA	NA	7.15315	NA	NA	10.39734	NA	NA	34536645	NA	NA	34536776	NA	NA	29
chr22	34669018	34669258	Interval_12898	1	1	FALSE	FALSE	TRUE	NA	NA	6.259	NA	NA	5.85352	NA	NA	9.03037	NA	NA	34669018	NA	NA	34669258	NA	NA	127
chr22	34674591	34674822	Interval_12899	1	1	FALSE	FALSE	TRUE	NA	NA	10.64031	NA	NA	15.08426	NA	NA	18.59581	NA	NA	34674591	NA	NA	34674822	NA	NA	97
chr22	34709711	34710030	Interval_12900	1	1	FALSE	FALSE	TRUE	NA	NA	41.9337	NA	NA	96.30495	NA	NA	100.69943	NA	NA	34709711	NA	NA	34710030	NA	NA	153
chr22	34822166	34822357	Interval_12901	1	1	FALSE	FALSE	TRUE	NA	NA	10.39774	NA	NA	14.22458	NA	NA	17.71579	NA	NA	34822166	NA	NA	34822357	NA	NA	71
chr22	34897195	34897334	Interval_12902	1	1	FALSE	FALSE	TRUE	NA	NA	6.23134	NA	NA	5.91258	NA	NA	9.09042	NA	NA	34897195	NA	NA	34897334	NA	NA	107
chr22	35397231	35397378	Interval_12903	1	1	FALSE	FALSE	TRUE	NA	NA	5.20634	NA	NA	4.02509	NA	NA	7.07259	NA	NA	35397231	NA	NA	35397378	NA	NA	77
chr22	35437659	35437863	Interval_12904	1	1	FALSE	FALSE	TRUE	NA	NA	8.13671	NA	NA	9.60253	NA	NA	12.9407	NA	NA	35437659	NA	NA	35437863	NA	NA	95
