chr	start	end	interval_id	num_peaks	num_samples	MV411_1_430_R1.bool	MV411_2_431_R1.bool	MV411_3_575_R1.bool	MV411_9_718_R1.bool	MV411_1_430_R1.fc	MV411_2_431_R1.fc	MV411_3_575_R1.fc	MV411_9_718_R1.fc	MV411_1_430_R1.qval	MV411_2_431_R1.qval	MV411_3_575_R1.qval	MV411_9_718_R1.qval	MV411_1_430_R1.pval	MV411_2_431_R1.pval	MV411_3_575_R1.pval	MV411_9_718_R1.pval	MV411_1_430_R1.start	MV411_2_431_R1.start	MV411_3_575_R1.start	MV411_9_718_R1.start	MV411_1_430_R1.end	MV411_2_431_R1.end	MV411_3_575_R1.end	MV411_9_718_R1.end	MV411_1_430_R1.summit	MV411_2_431_R1.summit	MV411_3_575_R1.summit	MV411_9_718_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr2	241315381	241315636	Interval_5728	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	9.85009	NA	NA	NA	13.75738	NA	NA	NA	19.04661	NA	NA	NA	241315381	NA	NA	NA	241315636	NA	NA	NA	126	NA	NA	promoter-TSS (SEPT2)	NA	191	HDLBP								
chr2	241315757	241315889	Interval_5729	1	1	TRUE	FALSE	FALSE	FALSE	3.95853	NA	NA	NA	3.04831	NA	NA	NA	6.82685	NA	NA	NA	241315757	NA	NA	NA	241315889	NA	NA	NA	109	NA	NA	NA	NA	promoter-TSS (SEPT2)	NA	-123	HDLBP								
chr2	241358503	241358708	Interval_5730	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.31816	NA	NA	NA	4.3873	NA	NA	NA	7.99258	NA	NA	NA	241358503	NA	NA	NA	241358708	NA	NA	NA	105	NA	intron (FARP2, intron 1 of 17)	NA	2357	FARP2								
chr2	241572696	241572838	Interval_5731	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.86816	NA	NA	NA	5.75734	NA	NA	NA	9.5168	NA	NA	NA	241572696	NA	NA	NA	241572838	NA	NA	NA	89	NA	exon (BOK, exon 5 of 5)	NA	13127	BOK								
chr2	241573003	241573331	Interval_5732	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.74996	NA	NA	NA	15.03763	NA	NA	NA	19.39113	NA	NA	NA	241573003	NA	NA	NA	241573331	NA	NA	NA	136	NA	exon (BOK, exon 5 of 5)	NA	13527	BOK								
chr2	241620322	241620720	Interval_5733	2	2	TRUE	TRUE	FALSE	FALSE	7.64716	9.39525	NA	NA	11.54772	15.30791	NA	NA	16.28477	20.37467	NA	NA	241620342	241620322	NA	NA	241620691	241620720	NA	NA	256	294	NA	NA	NA	intron (THAP4, intron 2 of 5)	NA	16817	THAP4								
chr2	241701649	241701833	Interval_5734	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3456	NA	NA	NA	2.58843	NA	NA	NA	5.92744	NA	NA	NA	241701649	NA	NA	NA	241701833	NA	NA	NA	12	NA	promoter-TSS (ING5)	NA	-300	ING5								
chr2	241734806	241734968	Interval_5735	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.82702	NA	NA	NA	4.143	NA	NA	NA	8.52229	NA	NA	NA	241734806	NA	NA	NA	241734968	NA	NA	NA	90	NA	NA	intron (D2HGDH, intron 1 of 8)	NA	308	D2HGDH								
chr2	241763057	241763394	Interval_5736	3	3	TRUE	TRUE	FALSE	TRUE	4.57118	6.01296	NA	3.72658	3.75439	6.19848	NA	1.95299	7.66809	10.472	NA	5.17818	241763138	241763183	NA	241763057	241763362	241763343	NA	241763394	113	58	NA	31	NA	intron (D2HGDH, intron 9 of 9)	NA	-13599	GAL3ST2								
chr2	241842800	241843059	Interval_5737	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	241842800	NA	NA	NA	241843059	NA	NA	NA	140	NA	Intergenic	NA	15976	PDCD1								
chr2	241844191	241844463	Interval_5738	3	3	TRUE	TRUE	FALSE	TRUE	7.00915	9.96546	NA	4.40414	10.46829	14.23743	NA	3.33867	15.12137	19.23746	NA	6.80188	241844196	241844191	NA	241844243	241844427	241844463	NA	241844391	115	170	NA	42	NA	Intergenic	NA	14579	PDCD1								
chr2	241965907	241966430	Interval_5739	3	3	TRUE	TRUE	FALSE	TRUE	6.19137	6.846	NA	10.50218	7.19123	7.81866	NA	21.11648	11.54156	12.24765	NA	25.7321	241965961	241965998	NA	241965907	241966267	241966263	NA	241966430	188	86	NA	158	NA	intron (AC131097.3, intron 3 of 3)	NA	-5106	LOC102723927								
chr2	242085953	242086139	Interval_5740	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.79396	NA	NA	NA	9.74532	NA	NA	NA	13.80533	NA	NA	NA	242085953	NA	NA	NA	242086139	NA	NA	NA	98	NA	Intergenic	NA	-2647	LOC728323								
chr20	297734	297878	Interval_5741	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.31173	NA	NA	NA	3.23349	NA	NA	NA	7.44925	NA	NA	NA	297734	NA	NA	NA	297878	NA	NA	NA	94	NA	NA	exon (ZCCHC3, exon 1 of 1)	NA	243	ZCCHC3								
chr20	297941	298105	Interval_5742	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.35552	NA	NA	NA	3.27901	NA	NA	NA	7.51964	NA	NA	NA	297941	NA	NA	NA	298105	NA	NA	NA	63	NA	NA	exon (ZCCHC3, exon 1 of 1)	NA	460	ZCCHC3								
chr20	324415	324585	Interval_5743	1	1	TRUE	FALSE	FALSE	FALSE	4.1827	NA	NA	NA	2.69472	NA	NA	NA	6.42937	NA	NA	NA	324415	NA	NA	NA	324585	NA	NA	NA	118	NA	NA	NA	NA	intron (RP5-1103G7.4, intron 1 of 2)	NA	752	RP5-1103G7.4								
chr20	371881	372119	Interval_5744	2	2	TRUE	TRUE	FALSE	FALSE	4.83559	3.98068	NA	NA	4.43161	2.80853	NA	NA	8.44632	6.60432	NA	NA	371946	371881	NA	NA	372119	372022	NA	NA	91	44	NA	NA	NA	Intergenic	NA	-8664	TRIB3								
chr20	373413	373882	Interval_5745	4	4	TRUE	TRUE	TRUE	TRUE	5.48542	7.0682	6.56673	4.71819	6.06245	8.13847	6.00456	3.79052	10.29428	12.61496	10.64448	7.32245	373491	373457	373461	373413	373817	373882	373683	373638	130	118	131	139	NA	Intergenic	NA	-7016	TRIB3								
chr20	380731	381008	Interval_5746	2	2	FALSE	TRUE	FALSE	TRUE	NA	9.01637	NA	4.3456	NA	11.88228	NA	2.58843	NA	16.70043	NA	5.92744	NA	380731	NA	380809	NA	381008	NA	380951	NA	153	NA	125	NA	promoter-TSS (TRIB3)	NA	206	TRIB3								
chr20	381104	381705	Interval_5747	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	14.69148	NA	NA	NA	23.79374	NA	NA	NA	29.88252	NA	NA	NA	381104	NA	NA	NA	381705	NA	NA	NA	298	NA	NA	exon (TRIB3, exon 1 of 4)	NA	741	TRIB3								
chr20	381947	382141	Interval_5748	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.152	NA	NA	NA	4.31452	NA	NA	NA	8.34573	NA	NA	NA	381947	NA	NA	NA	382141	NA	NA	NA	108	NA	NA	NA	intron (TRIB3, intron 1 of 3)	NA	1380	TRIB3								
chr20	408050	408500	Interval_5749	3	3	TRUE	TRUE	FALSE	TRUE	7.67423	7.14039	NA	8.4695	10.29972	9.01859	NA	14.41593	14.93366	13.58232	NA	18.74379	408156	408050	NA	408113	408500	408368	NA	408404	156	198	NA	130	NA	promoter-TSS (RBCK1)	NA	-30	RBCK1								
chr20	529277	529516	Interval_5750	1	1	TRUE	FALSE	FALSE	FALSE	7.67483	NA	NA	NA	9.8715	NA	NA	NA	14.48225	NA	NA	NA	529277	NA	NA	NA	529516	NA	NA	NA	119	NA	NA	NA	NA	intron (CSNK2A1, intron 1 of 13)	NA	14441	CSNK2A1								
chr20	615497	615818	Interval_5751	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.6623	NA	NA	NA	10.78251	NA	NA	NA	14.90657	NA	NA	NA	615497	NA	NA	NA	615818	NA	NA	NA	179	NA	Intergenic	NA	-5392	TCF15								
chr20	653320	653582	Interval_5752	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.57909	NA	NA	NA	7.50874	NA	NA	NA	11.40966	NA	NA	NA	653320	NA	NA	NA	653582	NA	NA	NA	139	NA	promoter-TSS (SRXN1)	NA	-81	SRXN1								
chr20	660423	660901	Interval_5753	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.6623	NA	NA	NA	10.78251	NA	NA	NA	14.90657	NA	NA	NA	660423	NA	NA	NA	660901	NA	NA	NA	338	NA	TTS (SCRT2)	NA	-7292	SRXN1								
chr20	991959	992223	Interval_5754	1	1	FALSE	TRUE	FALSE	FALSE	NA	9.53604	NA	NA	NA	13.58443	NA	NA	NA	18.52679	NA	NA	NA	991959	NA	NA	NA	992223	NA	NA	NA	125	NA	NA	NA	intron (RSPO4, intron 1 of 3)	NA	10173	RSPO4								
chr20	1118425	1118654	Interval_5755	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.14279	NA	6.48831	NA	5.43889	NA	7.02339	NA	9.62204	NA	10.88102	NA	1118469	NA	1118425	NA	1118640	NA	1118654	NA	92	NA	114	NA	promoter-TSS (PSMF1)	NA	5277	PSMF1								
chr20	1130990	1131134	Interval_5756	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.43881	NA	NA	NA	2.90941	NA	NA	NA	6.31978	NA	NA	NA	1130990	NA	NA	NA	1131134	NA	NA	NA	94	NA	intron (PSMF1, intron 3 of 6)	NA	17799	PSMF1								
chr20	1393075	1393396	Interval_5757	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.64317	NA	NA	NA	10.76158	NA	NA	NA	14.88093	NA	NA	NA	1393075	NA	NA	NA	1393396	NA	NA	NA	113	NA	promoter-TSS (FKBP1A-SDCBP2)	NA	-64	FKBP1A								
chr20	1466776	1467165	Interval_5758	3	3	TRUE	TRUE	FALSE	TRUE	8.82537	9.33744	NA	12.91291	13.47839	13.26847	NA	25.83685	18.34712	18.19758	NA	30.61135	1466823	1466817	NA	1466776	1467077	1467087	NA	1467165	79	79	NA	198	NA	promoter-TSS (NSFL1C)	NA	-61	NSFL1C								
chr20	1491603	1491795	Interval_5759	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.06536	NA	NA	NA	2.61611	NA	NA	NA	5.97311	NA	NA	NA	1491603	NA	NA	NA	1491795	NA	NA	NA	82	NA	promoter-TSS (SIRPB2)	NA	-146	SIRPB2								
chr20	1537120	1537304	Interval_5760	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	1537120	NA	NA	NA	1537304	NA	NA	NA	101	NA	exon (SIRPD, exon 3 of 4)	NA	21767	SIRPD								
chr20	1537781	1538038	Interval_5761	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.22169	NA	6.7756	NA	7.94874	NA	9.34428	NA	12.39402	NA	13.38304	NA	1537791	NA	1537781	NA	1538013	NA	1538038	NA	92	NA	80	NA	intron (SIRPD, intron 2 of 3)	NA	21069	SIRPD								
chr20	1702395	1702581	Interval_5762	2	2	TRUE	FALSE	FALSE	TRUE	5.91915	NA	NA	5.24587	5.45507	NA	NA	4.5639	9.59936	NA	NA	8.18186	1702395	NA	NA	1702398	1702527	NA	NA	1702581	53	NA	NA	99	NA	Intergenic	NA	-44709	SIRPG								
chr20	1823552	1823694	Interval_5763	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.91599	NA	NA	NA	4.0927	NA	NA	NA	7.64647	NA	NA	NA	1823552	NA	NA	NA	1823694	NA	NA	NA	81	NA	Intergenic	NA	-43877	LOC100289473								
chr20	1894179	1894537	Interval_5764	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.77988	4.5859	NA	NA	4.09134	3.35776	NA	NA	8.44625	6.82179	NA	NA	1894379	1894179	NA	NA	1894537	1894447	NA	NA	43	127	NA	promoter-TSS (SIRPA)	NA	88	LOC102724545								
chr20	1945275	1945646	Interval_5765	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.91396	NA	NA	NA	5.8286	NA	NA	NA	9.59097	NA	NA	NA	1945275	NA	NA	NA	1945646	NA	NA	NA	75	NA	Intergenic	NA	-1785	RP4-684O24.5								
chr20	1946698	1947049	Interval_5766	3	3	TRUE	TRUE	FALSE	TRUE	4.57118	6.16553	NA	5.89097	3.75439	5.47297	NA	5.79347	7.66809	9.65853	NA	9.55374	1946698	1946775	NA	1946731	1947049	1947037	NA	1946894	173	132	NA	77	NA	promoter-TSS (RP4-684O24.5)	NA	-372	RP4-684O24.5								
chr20	2084879	2085050	Interval_5767	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.63715	NA	4.16394	NA	5.31507	NA	3.45271	NA	9.48534	NA	6.94001	NA	2084883	NA	2084879	NA	2085036	NA	2085050	NA	42	NA	52	NA	Intergenic	NA	-16917	STK35								
chr20	2101885	2102123	Interval_5768	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.75926	NA	NA	NA	6.58048	NA	NA	NA	10.41191	NA	NA	NA	2101885	NA	NA	NA	2102123	NA	NA	NA	103	NA	exon (STK35, exon 1 of 4)	NA	122	STK35								
chr20	2102583	2102728	Interval_5769	2	2	TRUE	FALSE	FALSE	TRUE	3.65695	NA	NA	3.72658	1.76283	NA	NA	1.95299	5.29019	NA	NA	5.17818	2102583	NA	NA	2102583	2102728	NA	NA	2102725	61	NA	NA	65	NA	intron (STK35, intron 1 of 3)	NA	774	STK35								
chr20	2292670	2293012	Interval_5770	3	3	TRUE	TRUE	FALSE	TRUE	3.82239	5.76033	NA	6.22441	1.62422	4.89804	NA	6.96883	5.10881	9.009	NA	10.82412	2292862	2292842	NA	2292670	2293012	2293004	NA	2292989	110	137	NA	189	NA	Intergenic	NA	-3126	TGM3								
chr20	2301347	2301491	Interval_5771	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.50972	NA	NA	NA	2.88107	NA	NA	NA	6.69876	NA	NA	NA	2301347	NA	NA	NA	2301491	NA	NA	NA	18	NA	NA	NA	intron (TGM3, intron 1 of 12)	NA	5452	TGM3								
chr20	2315031	2315363	Interval_5772	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.38877	NA	6.95296	NA	7.1159	NA	8.08077	NA	11.48466	NA	12.0219	NA	2315031	NA	2315116	NA	2315318	NA	2315363	NA	116	NA	127	NA	intron (TGM3, intron 5 of 12)	NA	19230	TGM3								
chr20	2652311	2652529	Interval_5773	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.09804	NA	NA	NA	7.47949	NA	NA	NA	11.37947	NA	NA	NA	2652311	NA	NA	NA	2652529	NA	NA	NA	115	NA	promoter-TSS (NOP56)	NA	-112	NOP56								
chr20	3159842	3159999	Interval_5774	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.60417	NA	NA	NA	7.54652	NA	NA	NA	11.45087	NA	NA	NA	3159842	NA	NA	NA	3159999	NA	NA	NA	53	NA	promoter-TSS (UBOX5)	NA	-11	UBOX5								
chr20	3420297	3420728	Interval_5775	4	3	TRUE	TRUE	FALSE	TRUE	5.5422	4.35519	NA	4.84234;3.67082	5.20817	3.13422	NA	3.71656;3.31063	9.32738	6.99956	NA	7.23377;6.75687	3420376	3420303	NA	3420297;3420510	3420518	3420620	NA	3420439;3420728	76	293	NA	93;113	NA	Intergenic	NA	-50505	ATRN								
chr20	3430428	3431018	Interval_5776	3	3	TRUE	FALSE	TRUE	TRUE	3.46372	NA	6.09767	7.21749	1.836	NA	5.03406	12.65507	5.40068	NA	9.54968	16.89242	3430428	NA	3430444	3430471	3430579	NA	3430636	3431018	126	NA	81	158	NA	Intergenic	NA	-40295	ATRN								
chr20	3712483	3712752	Interval_5777	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.61665	NA	NA	NA	12.30468	NA	NA	NA	16.5131	NA	NA	NA	3712483	NA	NA	NA	3712752	NA	NA	NA	135	NA	promoter-TSS (SIGLEC1)	NA	-8531	SIGLEC1								
chr20	3786795	3786997	Interval_5778	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.70647	NA	NA	NA	7.69981	NA	NA	NA	11.61871	NA	NA	NA	3786795	NA	NA	NA	3786997	NA	NA	NA	84	NA	promoter-TSS (CENPB)	NA	124	CDC25B								
chr20	3820197	3820339	Interval_5779	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.06911	NA	NA	NA	4.04466	NA	NA	NA	7.596	NA	NA	NA	3820197	NA	NA	NA	3820339	NA	NA	NA	91	NA	promoter-TSS (AP5S1)	NA	-256	AP5S1								
chr20	4038027	4038301	Interval_5780	2	2	TRUE	FALSE	FALSE	TRUE	3.53991	NA	NA	5.17288	2.52415	NA	NA	7.25345	6.23997	NA	NA	11.12766	4038037	NA	NA	4038027	4038239	NA	NA	4038301	152	NA	NA	82	NA	Intergenic	NA	-22620	RNF24								
chr20	4320328	4320625	Interval_5781	3	3	FALSE	TRUE	TRUE	TRUE	NA	4.88553	6.09767	9.12575	NA	3.65017	5.03406	13.56495	NA	7.59674	9.54968	17.84595	NA	4320421	4320430	4320328	NA	4320578	4320566	4320625	NA	40	70	127	NA	Intergenic	NA	-71465	ADRA1D								
chr20	4666044	4666244	Interval_5782	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.25821	NA	NA	NA	5.6034	NA	NA	NA	9.80733	NA	NA	NA	4666044	NA	NA	NA	4666244	NA	NA	NA	101	NA	NA	NA	Intergenic	NA	-20007	PRNP								
chr20	4814792	4815024	Interval_5783	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.40749	NA	NA	NA	5.0875	NA	NA	NA	8.76651	NA	NA	NA	4814792	NA	NA	NA	4815024	NA	NA	NA	82	NA	intron (RASSF2, intron 2 of 11)	NA	215	RASSF2								
chr20	5066041	5066354	Interval_5784	4	4	TRUE	TRUE	TRUE	TRUE	8.83762	12.88908	9.88442	5.75926	16.46371	24.37821	12.49546	6.58048	21.51511	29.92651	17.68514	10.41191	5066080	5066041	5066059	5066106	5066299	5066354	5066266	5066324	154	130	102	108	NA	Intergenic	NA	46889	TMEM230								
chr20	5078525	5078850	Interval_5785	3	3	TRUE	TRUE	FALSE	TRUE	6.05653	5.91061	NA	6.61344	6.63854	7.08122	NA	7.93041	10.92229	11.43576	NA	11.86094	5078525	5078629	NA	5078557	5078752	5078810	NA	5078850	174	122	NA	133	NA	Intergenic	NA	34399	TMEM230								
chr20	5080364	5080699	Interval_5786	3	3	TRUE	TRUE	FALSE	TRUE	3.21631	6.42569	NA	5.0817	1.32547	6.16439	NA	4.88613	4.73015	10.41706	NA	8.55169	5080447	5080364	NA	5080443	5080628	5080647	NA	5080699	92	92	NA	81	NA	Intergenic	NA	32555	TMEM230								
chr20	5112954	5113353	Interval_5787	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.50625	NA	5.90644	NA	5.96446	NA	5.52543	NA	10.20664	NA	9.24315	NA	5113056	NA	5112954	NA	5113197	NA	5113353	NA	77	NA	124	NA	promoter-TSS (TMEM230)	NA	-67	TMEM230								
chr20	5119962	5120125	Interval_5788	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.94851	NA	NA	NA	6.9248	NA	NA	NA	11.2614	NA	NA	NA	5119962	NA	NA	NA	5120125	NA	NA	NA	64	NA	NA	NA	promoter-TSS (PCNA)	NA	-43	PCNA								
chr20	5120177	5120395	Interval_5789	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.85998	NA	NA	NA	8.31127	NA	NA	NA	12.27082	NA	NA	NA	5120177	NA	NA	NA	5120395	NA	NA	NA	117	NA	promoter-TSS (PCNA)	NA	-285	PCNA								
chr20	5610866	5611316	Interval_5790	3	3	TRUE	TRUE	FALSE	TRUE	4.26644	6.76458	NA	6.43682	3.05132	8.05687	NA	8.39874	6.84551	12.52187	NA	12.37024	5610888	5611007	NA	5610866	5611141	5611189	NA	5611316	174	74	NA	149	NA	promoter-TSS (GPCPD1)	NA	-65	GPCPD1								
chr20	5798042	5798406	Interval_5791	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	18.25151	NA	NA	NA	41.6543	NA	NA	NA	46.89727	NA	NA	NA	5798042	NA	NA	NA	5798406	NA	NA	NA	152	NA	intron (C20orf196, intron 2 of 2)	NA	41395	C20orf196								
chr20	6008217	6008474	Interval_5792	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78016	NA	NA	NA	3.3833	NA	NA	NA	6.85917	NA	NA	NA	6008217	NA	NA	NA	6008474	NA	NA	NA	133	NA	intron (CRLS1, intron 1 of 6)	NA	2113	CRLS1								
chr20	8019762	8019981	Interval_5793	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.96009	NA	NA	NA	5.60154	NA	NA	NA	9.32913	NA	NA	NA	8019762	NA	NA	NA	8019981	NA	NA	NA	107	NA	promoter-TSS (TMX4)	NA	-126	TMX4								
chr20	8400053	8400185	Interval_5794	1	1	TRUE	FALSE	FALSE	FALSE	5.15679	NA	NA	NA	4.06954	NA	NA	NA	8.0378	NA	NA	NA	8400053	NA	NA	NA	8400185	NA	NA	NA	71	NA	NA	NA	NA	intron (PLCB1, intron 3 of 32)	NA	267854	PLCB1								
chr20	8458005	8458275	Interval_5795	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	8458005	NA	NA	NA	8458275	NA	NA	NA	165	NA	intron (PLCB1, intron 3 of 32)	NA	325875	PLCB1								
chr20	8476024	8476262	Interval_5796	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.81198	NA	NA	NA	7.86538	NA	NA	NA	11.7915	NA	NA	NA	8476024	NA	NA	NA	8476262	NA	NA	NA	87	NA	intron (PLCB1, intron 3 of 32)	NA	343878	PLCB1								
chr20	8528049	8528300	Interval_5797	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.38752	NA	NA	NA	9.11954	NA	NA	NA	13.13998	NA	NA	NA	8528049	NA	NA	NA	8528300	NA	NA	NA	130	NA	intron (PLCB1, intron 3 of 32)	NA	-303010	RNU105B								
chr20	9051618	9051848	Interval_5798	3	3	TRUE	TRUE	TRUE	FALSE	5.50344	7.73504	6.58229	NA	5.46168	9.53362	5.74081	NA	9.61103	14.13925	10.32949	NA	9051618	9051676	9051631	NA	9051762	9051848	9051811	NA	66	114	74	NA	NA	Intergenic	NA	-114689	PLCB4								
chr20	9993295	9993440	Interval_5799	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.40414	NA	NA	NA	3.33867	NA	NA	NA	6.80188	NA	NA	NA	9993295	NA	NA	NA	9993440	NA	NA	NA	42	NA	intron (LOC101929371, intron 1 of 1)	NA	7035	LOC101929371								
chr20	10476274	10476767	Interval_5800	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	11.38143	NA	NA	NA	28.72032	NA	NA	NA	33.59683	NA	NA	NA	10476274	NA	NA	NA	10476767	NA	NA	NA	318	NA	intron (SLX4IP, intron 2 of 7)	NA	41218	SLX4IP								
chr20	10511552	10511875	Interval_5801	3	3	TRUE	TRUE	FALSE	TRUE	8.72687	9.21257	NA	6.70647	12.84988	12.62031	NA	7.69981	17.67515	17.49906	NA	11.61871	10511552	10511639	NA	10511657	10511801	10511858	NA	10511875	170	99	NA	77	NA	intron (SLX4IP, intron 2 of 7)	NA	76411	SLX4IP								
chr20	10849115	10849301	Interval_5802	1	1	TRUE	FALSE	FALSE	FALSE	4.20594	NA	NA	NA	3.6861	NA	NA	NA	7.57919	NA	NA	NA	10849115	NA	NA	NA	10849301	NA	NA	NA	95	NA	NA	NA	NA	Intergenic	NA	60064	RP4-697P8.3								
chr20	10857414	10857675	Interval_5803	3	3	TRUE	TRUE	FALSE	TRUE	5.05211	6.32957	NA	7.82207	3.68149	5.70785	NA	10.19635	7.5689	9.92202	NA	14.28267	10857450	10857466	NA	10857414	10857675	10857642	NA	10857613	29	83	NA	65	NA	Intergenic	NA	51727	RP4-697P8.3								
chr20	10857878	10858048	Interval_5804	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.19154	NA	NA	NA	2.38065	NA	NA	NA	5.68696	NA	NA	NA	10857878	NA	NA	NA	10858048	NA	NA	NA	47	NA	Intergenic	NA	51309	RP4-697P8.3								
chr20	11001854	11002136	Interval_5805	2	2	TRUE	TRUE	FALSE	FALSE	6.34681	4.50972	NA	NA	6.72421	2.88107	NA	NA	11.02684	6.69876	NA	NA	11001861	11001854	NA	NA	11002136	11002009	NA	NA	89	56	NA	NA	NA	Intergenic	NA	-92723	RP4-697P8.3								
chr20	11716223	11716495	Interval_5806	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.87827	NA	NA	NA	9.6855	NA	NA	NA	13.73873	NA	NA	NA	11716223	NA	NA	NA	11716495	NA	NA	NA	145	NA	Intergenic	NA	-29007	LOC102724924								
chr20	13009708	13009931	Interval_5807	2	2	TRUE	FALSE	FALSE	TRUE	6.65182	NA	NA	7.17906	7.18158	NA	NA	8.41806	11.52909	NA	NA	12.39065	13009749	NA	NA	13009708	13009916	NA	NA	13009931	95	NA	NA	103	NA	intron (SPTLC3, intron 1 of 9)	NA	609	SPTLC3								
chr20	13202650	13202792	Interval_5808	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.42931	NA	NA	NA	4.55569	NA	NA	NA	8.16941	NA	NA	NA	13202650	NA	NA	NA	13202792	NA	NA	NA	103	NA	Intergenic	NA	-19050	ISM1								
chr20	13430394	13430554	Interval_5809	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.87702	NA	NA	NA	7.59736	NA	NA	NA	11.51161	NA	NA	NA	13430394	NA	NA	NA	13430554	NA	NA	NA	80	NA	intron (TASP1, intron 9 of 10)	NA	-190787	ISM1-AS1								
chr20	13784830	13785031	Interval_5810	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.95296	NA	NA	NA	8.08077	NA	NA	NA	12.0219	NA	NA	NA	13784830	NA	NA	NA	13785031	NA	NA	NA	107	NA	promoter-TSS (NDUFAF5)	NA	-45	ESF1								
chr20	16573437	16573586	Interval_5811	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.21472	NA	NA	NA	4.23823	NA	NA	NA	7.82796	NA	NA	NA	16573437	NA	NA	NA	16573586	NA	NA	NA	74	NA	promoter-TSS (KIF16B)	NA	-78	KIF16B								
chr20	16729841	16730140	Interval_5812	3	3	TRUE	TRUE	FALSE	TRUE	3.95853	4.24606	NA	5.17288	3.04831	3.4665	NA	7.25345	6.82685	7.37136	NA	11.12766	16729841	16729925	NA	16729891	16729973	16730066	NA	16730140	106	63	NA	81	NA	promoter-TSS (SNRPB2)	NA	27	SNRPB2								
chr20	16864127	16864416	Interval_5813	3	3	TRUE	TRUE	FALSE	TRUE	4.94817	4.97736	NA	5.17288	5.78524	4.61212	NA	7.25345	9.9769	8.69771	NA	11.12766	16864127	16864132	NA	16864166	16864353	16864362	NA	16864416	145	97	NA	126	NA	Intergenic	NA	115908	OTOR								
