,DMSO,YLK
LCMT1,68.0,55.5
REV1,1904.75,1403.0
SFMBT1,226.5,150.25
GPR89B,35.0,29.0
UBE2J1,5892.75,4638.75
EVL,425.5,308.5
LIMA1,843.0,758.5
ISYNA1,794.0,522.5
HSD17B7,99.25,82.75
ANKFY1,2671.25,1676.75
SPOUT1,1912.25,1295.0
NOP16,5415.75,3685.0
RTCB,695.75,540.25
HACD3,4655.0,3838.25
CTDSPL2,2822.5,2100.75
NELFCD,953.5,686.5
TRIAP1,2389.25,1829.75
HIKESHI,64.75,62.75
CWC15,153.0,107.0
TRMT112,1048.5,756.0
UFC1,2151.75,1566.0
RTF2,2791.5,1964.75
CHMP5,416.75,278.0
GTSE1,549.75,375.0
DTL,1266.0,990.5
NCKIPSD,416.25,256.0
LARS1,1731.0,1350.75
TMEM14C,1579.5,1229.0
CXXC5,2965.0,1874.75
TMEM138,524.75,369.0
OSER1,220.25,164.5
GSKIP,503.25,385.5
JKAMP,1109.25,828.25
ANAPC11,442.25,336.25
ZC3HC1,223.75,162.25
TRMO,53.5,41.25
PHF7,56.75,37.25
VTA1,2040.0,1654.75
PPHLN1,1236.75,1004.75
MTFP1,583.75,396.5
ZCCHC17,1425.5,988.75
SCLY,664.25,438.0
VPS54,254.75,228.5
ZNF581,377.0,243.25
SIRT7,591.75,397.0
SIRT6,837.25,544.0
CINP,361.75,228.75
RAB14,5034.25,4079.5
PEX5L,8.0,6.75
NT5DC3,513.25,325.5
RAB6B,91.25,59.0
IL23A,11.0,14.0
MBIP,170.5,104.5
HDAC7,528.75,316.25
ARMCX3,428.75,402.25
TDP2,863.0,762.0
UFM1,2377.0,1935.75
FAM49B,13460.5,10362.5
GDE1,2370.0,1843.5
LARP7,152.5,91.75
ESF1,144.75,84.0
AZIN1,6815.5,5294.25
PCF11,269.5,184.0
MED15,794.5,540.5
PIAS4,1003.75,589.0
TRIM33,1599.0,1211.5
SRRT,447.75,345.0
NBAS,2425.0,1493.5
LSR,3.5,3.5
NOP58,1093.25,824.25
EEF1AKNMT,397.75,294.25
PIGT,394.5,285.0
TRMT6,517.25,483.0
ATP6V1H,121.0,97.75
GET4,438.25,300.5
DPH5,200.5,131.75
ERGIC3,571.5,405.5
TAF9B,693.0,562.25
UBE2D4,539.25,381.5
KLF13,891.75,534.25
CCZ1,150.0,124.25
DYNC2LI1,53.5,41.5
SLC25A39,1737.0,1192.75
LUC7L2,2097.25,1607.25
OTUD6B,1047.0,816.5
RBMX2,295.5,235.0
DHRS7,94.5,73.75
RTRAF,1081.5,789.5
SF3B6,680.75,491.25
MRPL48,303.75,251.75
TMBIM4,2272.5,1801.0
PPIL1,1794.5,1410.75
YPEL5,1017.75,806.25
CIAO2B,1497.25,1039.5
MRPS23,503.0,343.0
MRPS33,877.0,625.25
PTRH2,169.0,121.5
CHMP3,5006.75,3471.75
CDK5RAP1,80.75,62.25
RASD1,2.5,5.25
STYXL1,1453.5,1053.0
GINS2,942.5,709.75
MPC1,1942.0,1544.0
FKBP7,194.0,160.25
ZFR,12837.75,10766.75
ASB1,1494.75,873.5
NUB1,738.0,456.5
HSPB11,2323.75,1809.75
SARAF,4591.75,3976.75
TPPP3,7.75,4.25
MPP6,359.75,298.0
SUFU,478.0,247.5
OAZ3,6.75,4.75
LSM7,530.25,445.0
LSM8,1722.25,1292.75
CPSF3,154.5,121.75
TRAPPC2L,437.5,278.5
HECA,1074.25,719.75
VPS29,3509.5,2731.75
CYB5R2,12.5,8.25
NLK,238.0,205.75
ACSL5,289.5,248.5
CYB5R1,293.75,228.25
ZNF44,38.5,27.75
SELENOT,2054.75,1729.5
RAB23,247.5,166.25
CAB39,4867.5,3814.0
UIMC1,133.25,95.25
FBXO40,6.25,4.75
DNAJB11,675.5,516.75
CMPK1,10367.5,8381.75
POLR3K,681.25,475.0
WBP11,1141.75,832.75
UPB1,61.5,47.25
MSRB1,937.0,623.75
RAPGEF6,814.0,580.25
GHRL,38.25,30.25
WWOX,258.5,178.0
ARID4B,2578.25,1965.5
CD244,397.5,256.75
LUC7L3,1678.5,1511.25
RTEL1,96.75,65.25
HIGD1B,25.5,11.75
ERAP1,829.5,616.0
TMEM8B,11.5,9.5
CDK12,2360.75,1707.5
C9orf78,2196.0,1587.5
RAB8B,835.25,575.75
INPP5K,401.0,278.0
GNG13,19.75,17.0
STK26,3405.5,2759.0
TM7SF3,1356.0,997.75
RSF1,174.75,136.0
MAP3K20,5451.0,4061.0
KDM3B,2147.5,1631.25
COQ3,43.0,35.0
TUBA8,13.0,7.0
PHAX,1052.5,716.75
GALNT7,1090.0,946.0
ADA2,525.25,348.5
BCL11A,778.0,536.75
BTBD1,2946.25,2486.75
SPA17,55.0,40.0
IL17D,35.25,23.25
NUDT9,120.0,94.0
ZFYVE1,175.0,95.25
PANK1,300.0,186.5
SHC3,5.25,3.5
NUP54,2346.75,1827.5
TPCN1,713.75,459.5
STX18,394.5,294.75
MBD3,4646.5,3106.25
ADAM22,24.25,18.25
PTOV1,263.75,208.0
S1PR5,10.0,5.0
FXYD6,39.25,26.25
FXYD5,528.5,404.75
GPR84,13.75,9.0
IL20RB,15.75,9.5
FGFRL1,1091.75,691.0
C11orf24,206.75,152.0
TRIM34,141.25,109.0
CLDN22,15.5,14.75
RAB4B,489.0,347.0
RAB24,1087.75,844.25
PELO,42.0,21.75
PPIL3,371.0,296.25
CSNK1G1,1445.75,817.5
A4GALT,21.75,12.75
CPSF2,2553.25,2025.25
BRWD1,1311.75,915.75
SLC37A1,341.75,236.0
PCBP3,22.5,12.25
C21orf58,251.25,182.75
YBEY,86.5,51.25
SMIM11A,24.75,18.25
MIS18A,1090.0,828.25
LINC00158,10.75,7.0
TSPEAR-AS1,2.5,1.5
SETD4,372.75,262.5
GSAP,161.75,139.75
TLR9,5.5,3.75
POLE3,9810.25,6770.75
CHRAC1,3549.25,2802.5
GPR88,31.5,21.75
MRPL39,46.0,31.25
C21orf91,668.0,409.0
DCUN1D1,1286.0,965.5
NANS,82.75,70.25
CYCS,5661.25,4645.25
ERRFI1,30.0,24.75
KCNK10,295.25,219.25
TREM2,193.5,131.0
TREM1,212.5,578.25
GPR85,315.25,315.5
GNG2,132.25,99.75
GDAP1,468.0,356.75
DPM3,109.25,90.25
TERF2IP,1397.25,1075.75
SLC38A2,2938.25,2615.75
NLGN3,12.5,6.75
SIAE,433.75,348.0
DNAJC10,591.75,505.75
YIPF1,1087.5,783.75
GAR1,485.25,383.25
SSH1,569.25,385.25
SH3TC1,5.0,3.0
GFOD1,112.0,64.25
RBM27,1435.25,1051.25
SASH3,1239.75,806.25
KCTD5,2124.75,1565.75
ANLN,830.0,637.0
RIN2,4.0,6.75
ATAD2B,1876.25,1248.75
FBXO42,304.25,195.75
PRR13,3639.25,2806.5
MRPS21,885.5,652.75
FBXW5,745.5,542.25
CCSER2,760.5,499.5
RETREG1,46.0,43.75
XRN1,770.0,577.75
ETAA1,15.25,6.75
ANKIB1,478.25,411.5
MIOS,71.0,50.5
ZFAND6,600.75,440.5
ARMCX6,217.0,130.0
MIEF1,5346.75,3428.0
TOLLIP,1795.0,1143.75
NLE1,451.25,326.25
RNF216,1249.5,750.0
PIMREG,356.25,250.25
CHPF2,47.0,35.0
TRMT13,310.25,265.75
DGCR8,865.75,626.25
OTULINL,1050.0,778.75
NEURL1B,3.25,1.5
C11orf71,193.25,147.75
TMX3,2564.25,2144.5
PRMT7,160.75,124.5
HEATR5B,126.25,114.0
SMOX,76.25,92.25
TMCO1,7002.75,5289.75
RBM47,15.25,8.5
ZDHHC13,99.5,71.5
DHX29,70.25,43.5
ADAMTSL4,84.75,65.75
RHOF,954.25,530.75
EXOSC4,97.5,81.75
MTRF1L,232.25,175.5
PUS7,805.75,667.0
APBB1IP,478.0,345.0
CCDC93,928.0,612.75
WDR44,96.0,87.25
ANKRD16,69.0,57.75
ASNSD1,13.0,8.5
MIER2,249.75,188.0
USP53,18.5,14.5
MRPL50,649.25,425.25
EXOC6,412.25,310.75
SHLD2,313.75,270.0
NDUFB11,417.0,323.25
FAM193B,555.75,373.75
DDIT4,121.25,323.25
RC3H2,22.0,16.0
TOMM7,1521.0,1170.0
MTMR12,1128.75,711.0
SDK2,22.5,13.5
NECAB2,4.75,2.0
GNL3L,5443.5,3824.0
MIR4453HG,132.25,94.25
WDR5B,161.25,112.75
DDX49,616.0,426.0
ING3,298.75,236.25
SGTB,133.5,95.5
SPATA6,50.0,35.0
EGLN1,1266.75,915.25
GNB1L,59.75,47.0
LZTFL1,1584.0,1284.0
MXRA8,193.0,122.0
NDFIP2,1634.5,1351.0
DDX56,235.25,193.75
INO80,2487.75,1543.5
CCNJ,365.25,185.5
FBXL19,1971.25,1178.25
VSIG10,65.5,45.5
ARL15,154.0,111.5
PAF1,4360.25,3098.5
PARP14,961.5,716.0
HES2,4.75,2.5
MAP10,67.75,44.0
MINDY2,633.0,533.25
PCDHB18P,3.0,1.75
TBC1D13,1457.5,973.0
WDR74,62.75,55.75
TMEM106B,712.5,542.25
RSBN1,900.75,469.25
CRLS1,1155.5,923.25
GTPBP2,831.0,576.0
CROT,54.25,45.5
ZNHIT6,1430.0,1029.25
P4HTM,40.5,27.0
MANSC1,4.75,2.75
RRN3,16.25,11.5
PDP1,607.5,395.0
GPN2,171.75,116.5
MARCHF5,718.25,549.25
OTUD4,2208.5,1625.75
TMED9,3807.5,2467.75
SLC35F2,254.5,162.5
RAB39A,62.75,34.25
MPHOSPH8,707.5,593.75
XAF1,1494.0,1322.25
LEPROT,2026.75,1561.0
LY6K,5.5,5.5
EPDR1,681.25,464.5
FNDC8,33.5,18.75
ZNF853,4.25,1.75
FAM20A,2.75,1.5
KLHDC4,167.75,117.25
PCSK4,20.0,14.25
ZRANB1,633.5,501.0
TRIM44,5648.5,4244.5
PPP1R12C,1143.0,731.0
RNF111,133.75,89.0
NSMCE4A,155.5,114.25
ALKBH4,318.5,204.5
BORCS6,205.0,121.75
DNAJB12,1614.75,1082.5
TET2,516.75,378.5
KCTD9,1259.0,991.25
TRPM4,710.5,498.75
MED18,326.0,238.25
MBTD1,2024.5,1537.0
KLHL24,596.75,401.25
HAUS6,1017.75,816.0
TRIT1,898.75,650.25
CNNM2,108.75,58.5
AHI1,69.75,50.25
ZNF586,327.0,232.25
DYM,273.5,237.5
SAMD9,924.5,751.75
GIPC2,2.25,1.25
ZNF562,1671.25,1057.0
AFTPH,720.75,538.75
KLHL28,135.75,80.75
QPCTL,338.75,291.0
GATAD2A,4449.0,2789.25
ZNF280D,321.75,273.25
ZCCHC10,872.25,595.5
NDE1,7.25,5.25
ERCC6L,29.5,21.25
TRPM7,1189.25,974.75
SWT1,35.25,31.5
GIN1,213.25,130.25
BCAS3,89.5,58.25
VPS13C,1214.0,996.25
GDAP2,450.25,377.25
BSPRY,26.25,19.75
WBP1L,1415.25,1027.75
LRRC49,3.75,2.5
APTX,1970.5,1402.75
BIVM,349.25,258.25
MFSD6,118.25,92.75
SIDT1,131.75,163.75
ARHGEF38,15.25,24.0
DEF8,378.5,230.75
FBXL12,531.25,377.75
ANKRD49,259.5,200.5
PAQR5,3.5,3.25
WDR55,772.5,550.25
FAM83E,2.25,1.0
TENT5C,99.25,56.0
GON4L,100.5,62.25
PGPEP1,3400.5,2024.0
ELP6,338.0,228.0
SNRK,1351.5,998.25
CC2D1A,313.25,219.5
TOR4A,2003.25,1255.75
GPATCH4,1856.25,1279.25
TMEM214,1375.25,925.25
TMEM104,1499.25,924.5
EPS8L1,126.75,88.25
QRICH1,1015.0,754.75
PIGG,231.75,151.25
FNBP1L,3.5,3.5
CNTLN,559.25,491.75
DCAF16,1814.0,1341.0
ZCCHC2,273.75,175.0
DPP8,3365.75,2245.75
ST7L,50.5,42.75
BCOR,570.0,415.5
TEX10,42.75,28.25
ANKHD1,201.5,137.75
CWC25,9.0,4.25
RETSAT,502.5,356.75
UHRF1BP1,1562.75,1053.75
NSUN2,5692.25,4364.5
ALKBH5,4031.0,2601.75
INO80D,1733.5,1185.5
NCAPG2,6317.0,4496.5
MTMR10,114.0,72.25
RNF43,739.5,527.25
SLC66A1,773.0,565.5
CASZ1,33.5,17.0
PXK,1792.25,1338.0
LAX1,4.5,3.5
CDKAL1,357.5,251.25
TTC19,1346.25,1128.0
MKS1,119.25,79.5
NSD3,1404.75,994.75
TASOR2,214.25,194.75
SPDL1,267.75,212.0
SEMA4C,238.25,143.75
RPP25,633.5,441.75
FOCAD,164.0,121.75
YTHDF1,1202.0,814.0
TMEM260,546.0,426.75
CMTM6,5780.25,4588.5
DNAAF5,998.25,794.5
DUS2,86.0,54.75
CHTF8,4955.25,2914.0
RASIP1,3.5,7.0
LIME1,66.0,50.0
ZSCAN32,264.0,202.0
UBE2R2,2261.0,1580.5
CHCHD3,5082.75,3445.5
IMPAD1,6681.0,4971.75
TMEM161A,221.75,151.5
HAUS4,542.25,375.5
TRMT10C,267.25,207.5
EXD3,205.75,139.5
KANSL2,309.75,203.75
DUSP23,306.0,223.75
ADPRHL2,449.5,274.0
SOHLH2,10.0,7.5
SARS2,290.0,199.0
COMMD4,603.0,442.75
OCIAD1,1486.0,1197.25
RNF125,681.75,512.25
ABITRAM,1185.25,966.0
SLC41A3,316.5,231.25
LPCAT2,862.5,757.25
MRPL16,408.25,302.25
SDHAF2,547.0,409.25
COMMD8,916.25,677.25
TRNAU1AP,77.0,52.0
ODR4,336.0,304.75
FAM120C,302.25,190.5
C1orf109,464.5,368.25
PARP16,151.0,117.5
TXNL4B,415.25,311.0
TMEM160,147.5,132.5
GEMIN8,180.25,147.25
SSH3,447.5,284.5
TIPIN,72.75,47.0
UCKL1,804.75,546.75
C1orf56,925.5,642.0
PIGX,1292.0,1049.75
TMEM70,1813.0,1576.5
HPF1,33.75,27.25
TTC12,3.25,3.0
BANP,67.25,39.75
TMEM132A,10.5,7.25
INTS11,230.75,174.5
THG1L,353.5,267.25
C20orf27,6602.0,4361.0
SLC25A38,464.0,321.25
SLC35F6,740.75,491.0
C2orf42,53.5,34.25
NMRK1,285.25,229.0
CLN6,3602.25,2426.0
PINX1,689.0,471.5
HCFC1R1,254.0,178.75
ULK4,379.5,269.5
CZIB,1033.0,774.0
ZNF770,1411.0,1074.5
C1orf159,301.5,195.75
ZSCAN2,205.75,104.5
GID8,2675.75,1811.25
OXSM,3.5,6.5
TESC,3049.25,2115.75
AURKAIP1,363.0,266.75
TMCO3,258.5,186.25
PAK1IP1,128.25,87.75
LAMTOR1,2982.75,1895.75
RMND1,259.25,200.0
TRMT61B,85.75,73.25
FAM118A,533.75,394.25
HERC6,21.25,17.25
FAM174C,1483.75,998.0
PARPBP,744.25,627.25
PIH1D1,205.0,158.5
PPP2R3C,2297.5,1781.75
MCUB,7.5,4.5
STX17,805.75,565.5
PRPF39,207.5,170.0
MARCHF1,162.75,149.0
C14orf119,992.25,834.25
TTC38,660.25,426.75
PHIP,1996.75,1739.25
BANK1,16.75,19.75
TMEM255A,62.75,44.75
HEATR3,130.5,91.25
C17orf80,332.25,241.25
FBXO34,565.75,446.0
USP47,738.5,596.5
SLC35A5,759.25,570.75
FKBP14,504.25,368.0
NOL8,4651.25,3286.75
PTCD3,1499.5,1190.75
CDCA4,911.5,601.0
TRMT12,219.5,173.25
PLEKHB2,8690.75,6052.75
VPS37C,836.5,611.5
REX1BD,330.75,249.0
NRDE2,40.75,26.5
MRPL20,1762.75,1360.5
ATG16L1,469.5,323.25
ZWILCH,1202.25,952.75
GABPB1-IT1,1005.75,688.5
WIPI1,74.75,60.25
ZCWPW1,19.25,14.25
PDPR,3419.0,2219.75
TMEM248,2937.25,2117.0
DET1,386.75,250.5
C9orf40,851.5,641.25
RNF31,44.0,36.75
LRRC37A4P,34.25,29.5
OXR1,835.0,640.25
UACA,71.0,68.5
TMEM45A,7.5,5.25
TAPBPL,61.75,50.25
IFT57,57.5,45.0
ARGLU1,773.0,606.25
SOBP,19.25,11.75
CCDC186,588.25,394.75
MED9,436.5,277.0
TMEM51,7.25,7.0
WDYHV1,356.5,312.0
GPATCH1,42.5,23.75
SAMD4B,2213.5,1508.25
EBLN2,28.75,21.75
WDR70,39.75,28.0
DMAC2,4400.75,2754.5
ATG2B,400.75,310.5
GPATCH2,296.25,206.25
BSDC1,1224.75,804.75
AGGF1,793.25,594.5
MAGOHB,1507.0,1151.75
PLEKHJ1,1829.5,1240.5
WDR60,31.75,30.0
XKR8,113.5,84.0
ARHGAP17,1390.75,1015.0
TMEM39B,98.5,66.0
PRPF38B,981.0,772.25
FANCL,548.5,474.0
AKIRIN2,426.25,312.5
CEP192,22.5,15.5
HEATR1,1077.25,841.5
TRIM68,226.25,136.0
ANO10,70.25,44.75
RBM28,195.0,135.75
LARP1B,286.0,230.75
SRBD1,185.25,157.5
WRAP53,5.5,6.5
FAM90A1,8.75,3.0
ANKZF1,79.5,63.75
ELP3,1044.25,701.75
HAUS2,2167.5,1594.25
CDCA8,1937.0,1256.75
LRRC8D,375.0,281.5
THAP1,774.5,513.0
ZDHHC4,48.25,43.5
RBM23,1363.0,1000.0
MTPAP,523.0,389.25
C19orf73,33.25,19.5
TMEM38B,764.0,620.5
DALRD3,581.5,398.25
SDAD1,827.25,670.25
MSTO1,95.75,70.0
ARMC1,2244.0,1846.0
DARS2,1031.75,892.25
RFWD3,2847.0,1978.0
ARHGEF10L,43.75,29.75
TMEM33,3487.25,2777.5
PNPO,1727.5,1200.25
SHQ1,749.25,623.0
CEP55,719.5,617.5
CENPQ,78.25,51.5
MSL2,1102.25,700.0
MRPS18A,713.25,509.5
PRMT6,1303.75,870.0
TBCCD1,112.75,69.75
DNAAF2,33.75,21.75
MRPS10,2252.75,1726.0
INTS10,447.25,346.25
KLHL11,388.5,242.25
SEC61A2,227.75,187.5
RMDN3,442.5,355.0
MRM3,248.0,189.0
FAIM,20.25,14.0
SMG8,42.5,27.75
RNF220,2219.25,1426.25
RIF1,894.5,743.5
DZANK1,43.25,35.5
SLC25A36,1840.75,1495.25
VPS13D,443.5,323.5
RIC8B,201.75,146.25
NADSYN1,136.5,105.5
DNAJC17,18.25,14.5
PBRM1,2130.25,1723.25
EVA1B,62.75,37.75
RESF1,395.25,309.25
RPRD1A,1933.0,1472.0
APPL2,131.75,107.75
FAM86C1,199.5,134.0
PLEKHG6,3.25,0.75
MAP1S,63.5,47.0
LGI2,3.25,1.75
GOLPH3L,609.0,430.75
ZNF532,34.25,24.75
SBNO1,3019.0,2134.75
ARL8B,6576.75,5665.5
DCUN1D2,297.25,205.5
SETD5,1609.75,1124.25
ATAD3A,1010.5,741.25
BBS7,65.25,59.5
RCBTB1,465.75,351.25
FANCI,1118.5,802.75
NKAPD1,1817.0,1330.0
EXD2,303.75,204.75
MACO1,465.75,361.0
LRRC20,131.0,84.0
TRIM62,235.5,153.5
RAVER2,4.75,5.0
NAT10,1375.0,982.5
LRRC1,6.25,4.75
USP40,396.5,269.5
MOB1A,11597.75,8747.25
SMU1,1469.0,1101.5
UBA6,1311.5,1109.25
SLC38A7,423.75,283.75
OGFOD1,1310.25,1013.75
STEAP3,683.0,437.5
UQCC1,816.25,605.75
CCDC25,4000.5,2866.5
NEIL3,65.25,37.25
PACC1,421.75,319.0
YY1AP1,2773.0,1754.0
ELP2,66.25,43.75
PCMTD2,522.75,425.25
ASXL2,1432.75,866.75
TYW1,330.0,267.75
TMEM39A,1429.5,1002.0
WDR41,1662.5,1375.5
ADI1,65.25,50.0
MRGBP,998.25,704.5
CASC1,13.0,11.0
TMEM143,492.5,315.25
MAP11,156.75,117.5
TMEM19,642.5,477.5
ECHDC2,47.5,38.25
PSPC1,4928.5,3483.0
NUDT15,1985.0,1382.75
IMP3,2342.0,1658.75
PHF10,646.75,478.25
VPS53,1698.75,1131.75
PGM2,701.25,651.0
FGGY,6.5,6.0
QRSL1,535.0,380.5
ZNF654,461.5,303.25
CWF19L1,608.25,460.5
TMEM140,870.75,473.75
UBE2W,2770.25,1917.5
RBM41,617.75,504.75
C4orf19,3.75,1.5
RHOT1,517.25,437.5
BRF2,215.0,156.75
PPP6R3,2522.75,2037.0
UEVLD,201.75,169.75
FBXW7,502.75,327.75
KLHL26,347.5,210.75
TBC1D19,10.25,9.75
CCDC91,321.0,276.25
RNF121,484.25,345.25
BRIX1,207.0,189.5
PI4K2B,1266.0,1036.75
DDX19A,1534.75,1045.75
ZNF444,542.0,332.25
RFK,753.25,567.0
TMEM144,159.5,136.25
SLC29A3,258.0,139.5
RSAD1,922.75,651.75
AP5S1,449.0,302.75
TMA16,537.0,476.75
MIS18BP1,630.75,522.25
C5orf22,1096.75,831.75
ABCF3,159.75,113.25
UFSP2,620.0,513.75
AGPAT5,4393.75,3252.25
LIN7C,1921.25,1478.0
RNLS,29.25,29.25
MNS1,44.0,39.25
BLOC1S4,345.25,245.75
ACER3,2087.75,1692.25
DRAM1,232.75,203.75
SYNJ2BP,385.5,266.5
SLC39A9,5437.0,4078.25
NIPSNAP3B,101.5,102.5
FBXL8,32.5,18.75
SHFL,361.75,252.75
WDR33,916.0,626.0
GIMAP5,43.25,21.75
LSG1,1115.0,877.25
STRBP,2160.5,1605.5
SLC35C1,1014.75,610.5
PLCXD1,2396.25,1621.25
ZGRF1,5.0,5.5
TCP11L1,100.25,73.25
ABHD10,1201.75,979.75
COPRS,375.25,310.0
LAPTM4B,661.25,509.0
HJURP,151.25,98.75
SLC22A15,693.75,528.25
TBC1D2,164.5,83.75
STYK1,21.0,12.5
PI4K2A,498.75,333.25
TMEM63B,83.0,61.5
IMPACT,1520.75,1161.0
TMEM176A,3.75,1.25
LGR4,1132.25,852.75
PIDD1,32.75,27.0
PPP4R1L,23.5,12.25
TMCO6,100.25,70.5
LRRC59,9868.5,7317.75
MCM10,903.25,677.75
NCBP3,1994.75,1266.0
ZNF331,71.25,57.0
SIRPG,28.25,17.75
GPALPP1,398.5,290.75
YOD1,504.25,311.75
AP1AR,312.25,240.75
STRADB,318.25,260.0
DHRS4-AS1,1039.25,723.25
CSGALNACT2,938.0,674.5
DNAJA4,700.0,543.25
NDUFAF7,196.75,171.75
PARL,505.0,383.25
ETNK1,2464.25,2041.5
CHST12,10.75,9.75
HES6,2060.75,1391.0
NOP10,1748.75,1330.5
MACROH2A2,202.75,131.25
SLC35E3,159.75,117.75
BATF3,30.75,21.75
DDX43,3.75,2.5
SMPD3,145.75,97.75
ELAC1,80.5,60.0
TRIM36,50.75,30.75
DHTKD1,2025.75,1505.0
FEM1A,2390.5,1554.0
PIP4P2,103.25,67.25
MAML3,142.25,99.75
CDCA7L,3238.75,2571.75
IL17RB,30.0,28.75
RBM38,1781.0,1084.25
ENOSF1,8967.75,6936.75
PLXNA3,37.5,26.75
HAUS7,1009.5,673.5
CDC42BPG,2.5,1.0
ZNF821,40.75,22.25
GALNT10,954.5,637.25
CNOT11,1315.0,1093.5
FOXRED1,292.75,214.0
CDV3,9952.75,7512.75
NAGK,21.5,15.75
SUPT20H,277.0,242.5
KIF27,1.5,2.25
UBE2Q1,1361.5,1015.25
MED29,2961.25,2228.0
BMP2K,56.25,39.0
VEZT,194.5,134.25
GOLGA2P5,70.0,49.75
OTUD5,864.75,632.0
ZCCHC8,170.25,125.25
RNPC3,43.75,25.0
DDX60,3.0,3.25
CDKN2AIP,1347.5,906.75
TENT5A,662.0,310.5
CARMIL1,4.25,2.25
KIF21A,2.25,3.75
ANKRD10,1947.0,1479.5
ZNF280C,136.0,78.5
VPS50,118.0,100.5
OTUB1,916.0,650.5
FERMT1,127.25,82.0
MTMR8,10.5,5.25
KIF16B,96.75,65.5
PRR5,263.75,183.75
TASP1,146.5,104.0
DOCK10,339.0,258.0
TRMT1,25.5,33.0
TTC27,26.5,30.0
THUMPD1,1660.0,1258.5
POMGNT1,205.5,142.5
ZDHHC7,1304.75,846.75
AMBRA1,415.0,255.75
SMPD4,4832.0,3007.25
ZNF407,170.75,93.25
PNRC2,2230.25,1565.75
SLC39A4,501.5,400.25
LRRC40,322.5,265.5
G2E3,421.5,318.25
TBC1D22B,464.25,277.75
KRBOX4,138.0,110.25
DEPDC1,674.25,527.25
CHD7,273.0,197.0
FLVCR2,190.5,121.25
BTBD2,3092.75,1845.25
OSGEP,189.0,149.0
LYAR,68.5,51.5
RAB20,244.0,344.5
PIGV,216.5,154.0
NHP2,1666.25,1216.5
SLC48A1,747.75,466.25
TMEM127,2963.5,1910.5
INTS8,148.25,105.25
ZNF692,57.0,45.25
RNF126,1141.5,758.25
ZNF416,72.0,38.5
PRPF40A,4014.75,3324.5
DDX27,305.75,227.5
HIF1AN,2830.5,1801.75
ZNF446,59.25,36.25
CDC37L1,118.25,78.5
URGCP,201.0,136.5
NPLOC4,2998.25,1855.0
DENND4C,383.0,311.75
GPATCH2L,2682.5,1727.0
MFN1,398.75,311.0
PEX26,1890.0,1202.75
PPP4R3A,1363.25,986.75
SLC30A6,1367.0,1015.25
IWS1,149.25,104.0
RUFY2,984.0,755.5
SCYL2,1103.0,834.0
KANSL3,2321.0,1600.5
RABL6,1281.25,893.75
MREG,26.75,22.25
TRMU,115.5,92.5
YEATS2,521.25,353.75
PACS1,138.75,87.75
FRMD4A,123.5,94.0
LUC7L,182.0,143.0
KDM4D,4.0,3.25
NSUN5,122.75,84.75
RBM22,1688.0,1349.75
VAC14,222.25,157.75
RADIL,45.75,35.0
IARS2,946.25,695.25
MAP7D1,1010.5,629.5
ARHGEF40,96.75,63.75
YJU2,347.75,236.5
POLR3B,163.75,119.5
CCDC88A,2204.5,1971.25
IPO9,2383.25,1719.5
NDC1,6363.75,4545.5
NECAP2,1249.75,832.0
KBTBD4,514.0,358.0
FAR2,285.75,199.5
ZNF334,378.0,287.25
DOK4,110.25,85.5
LMBR1L,88.75,49.5
WDR11,362.25,291.75
POLR3E,493.0,390.75
SLF2,862.5,656.5
TSR1,2411.25,1821.25
IQCC,44.75,32.25
CEP72,65.5,43.25
ASF1B,2657.5,1715.75
INTS13,186.5,148.0
N4BP2,950.75,765.5
ATF7IP,1272.25,791.25
FAM222B,353.5,243.75
C1orf112,52.25,42.75
HHAT,103.25,59.5
ZFP64,161.5,101.0
DNAJC11,1575.5,1012.0
VPS35,2022.0,1681.75
ARFGAP1,1283.25,844.5
NAXD,946.5,722.75
ENAH,7.0,4.0
EDEM2,1522.0,1036.5
CHFR,991.5,751.5
COA1,1505.5,1045.75
AP5M1,644.0,454.0
NUP133,488.5,413.25
CNDP2,2809.5,2174.5
CCAR1,641.25,567.0
TMEM184C,570.25,444.5
SEPTIN11,5205.0,3775.0
OGDHL,3.75,2.0
TMEM30A,14196.0,11037.0
CDK5RAP2,4904.0,3144.0
INTS9,2260.0,1499.5
RCOR3,422.0,354.75
WDR12,262.5,197.5
DHX32,594.0,529.25
TTC17,1153.75,924.0
ZNF701,119.25,65.25
EXOC1,330.0,263.0
IFT122,17.25,15.0
INAVA,133.5,80.5
H2AJ,284.0,197.75
NGLY1,419.75,360.5
ZNF83,32.75,34.25
EXOC2,1906.75,1335.25
PRR11,6128.0,4511.75
TBC1D23,602.0,484.25
TDP1,751.0,529.5
SAYSD1,222.25,165.25
MBD5,3.75,2.5
ZNF839,89.75,59.75
CFAP44,93.0,80.0
RIOK2,342.25,255.75
CMTR2,371.5,260.75
FGD6,12.25,9.5
TXLNG,1099.75,835.75
LMBRD1,75.5,65.75
DEPDC1B,393.5,327.5
CSGALNACT1,124.0,81.5
LRIF1,331.75,249.25
MINDY1,78.75,48.75
DDX28,201.75,119.25
PCID2,562.0,421.75
MBNL3,2710.25,1987.0
METTL2B,613.5,419.5
CACNA2D3,97.75,68.25
DCP1A,876.5,634.25
ADAP2,10.75,6.25
TRERF1,831.25,640.5
FOXJ2,612.25,583.75
UTP6,347.0,282.5
KDM3A,379.75,320.75
RNF130,166.0,122.5
