,DMSO,YLK
PPP1R12C,14.5,9.5
RNF111,32.5,15.0
NSMCE4A,2.0,3.0
ALKBH4,43.0,33.0
BORCS6,31.0,21.0
DNAJB12,77.0,63.5
TET2,65.0,58.0
KCTD9,47.5,43.0
TRPM4,9.5,13.0
MED18,44.5,32.0
MBTD1,68.0,43.0
KLHL24,44.5,19.5
HAUS6,71.0,55.0
TRIT1,35.0,22.5
CNNM2,5.0,3.5
AHI1,5.0,2.0
ZNF586,66.5,44.0
DYM,6.5,6.5
SAMD9,35.0,22.5
GIPC2,0.0,0.0
ZNF562,287.5,185.5
AFTPH,46.5,33.5
KLHL28,36.0,23.5
QPCTL,14.5,12.5
GATAD2A,232.5,137.0
ZNF280D,28.5,26.0
ZCCHC10,79.5,52.5
NDE1,1.0,1.5
ERCC6L,2.5,1.5
TRPM7,34.0,25.5
SWT1,2.0,1.0
GIN1,19.0,14.5
BCAS3,1.0,1.0
VPS13C,15.0,9.0
GDAP2,32.5,23.0
BSPRY,0.5,0.0
WBP1L,132.0,95.0
LRRC49,0.0,0.0
APTX,60.5,53.0
BIVM,3.0,3.5
MFSD6,4.0,1.0
SIDT1,11.0,18.5
ARHGEF38,0.0,1.0
DEF8,5.0,6.0
FBXL12,86.5,55.0
ANKRD49,52.5,38.0
PAQR5,0.0,0.0
WDR55,35.0,25.5
FAM83E,0.0,0.0
TENT5C,17.5,6.5
GON4L,7.0,4.5
PGPEP1,136.0,59.5
ELP6,14.0,5.0
SNRK,248.0,207.5
CC2D1A,2.0,2.0
TOR4A,163.5,92.5
GPATCH4,63.5,47.0
TMEM214,36.5,21.0
TMEM104,54.5,36.5
EPS8L1,1.0,3.0
QRICH1,59.5,42.0
PIGG,9.5,5.0
FNBP1L,0.0,0.0
CNTLN,18.0,7.5
DCAF16,79.5,49.0
ZCCHC2,53.5,39.5
DPP8,197.0,135.5
ST7L,6.0,2.5
BCOR,86.0,56.5
TEX10,1.0,1.0
ANKHD1,7.0,5.0
CWC25,1.5,0.0
RETSAT,12.5,9.0
UHRF1BP1,141.0,84.0
NSUN2,116.0,102.5
ALKBH5,207.0,112.0
INO80D,270.5,159.5
NCAPG2,29.0,23.0
MTMR10,15.0,3.0
RNF43,0.0,0.0
SLC66A1,43.0,38.5
CASZ1,2.0,1.5
PXK,53.5,32.0
LAX1,1.5,1.0
CDKAL1,17.0,9.5
TTC19,36.0,29.5
MKS1,1.5,1.0
NSD3,55.0,35.5
TASOR2,8.0,7.0
SPDL1,7.5,5.5
SEMA4C,38.0,21.0
RPP25,51.0,36.0
FOCAD,2.5,3.0
YTHDF1,144.5,96.5
TMEM260,19.5,14.0
CMTM6,161.0,118.5
DNAAF5,27.0,18.0
DUS2,6.5,2.5
CHTF8,231.0,127.5
RASIP1,0.0,0.0
LIME1,2.0,3.0
ZSCAN32,35.5,21.5
UBE2R2,137.5,88.0
CHCHD3,84.5,47.5
IMPAD1,245.0,161.0
TMEM161A,1.0,2.5
HAUS4,4.0,3.0
TRMT10C,24.5,12.5
EXD3,4.0,1.5
KANSL2,69.0,50.5
DUSP23,6.0,5.0
ADPRHL2,70.0,45.5
SOHLH2,0.0,0.0
SARS2,3.5,3.5
COMMD4,5.0,5.5
OCIAD1,14.5,10.0
RNF125,46.0,22.0
ABITRAM,42.0,31.5
SLC41A3,8.5,2.5
LPCAT2,9.0,14.0
MRPL16,10.0,6.5
SDHAF2,35.5,28.0
COMMD8,10.5,12.0
TRNAU1AP,4.5,1.5
ODR4,29.0,31.5
FAM120C,32.0,15.0
C1orf109,72.5,71.5
PARP16,4.0,1.5
TXNL4B,65.5,48.0
TMEM160,0.0,0.0
GEMIN8,5.5,5.0
SSH3,13.0,9.0
TIPIN,5.0,2.5
UCKL1,8.5,8.5
C1orf56,0.0,0.0
PIGX,13.0,10.0
TMEM70,106.5,95.5
HPF1,0.0,0.0
TTC12,0.0,0.0
BANP,3.5,4.0
TMEM132A,0.0,0.0
INTS11,1.5,3.5
THG1L,14.5,11.5
C20orf27,38.5,22.5
SLC25A38,48.0,31.0
SLC35F6,43.0,24.5
C2orf42,11.0,6.5
NMRK1,2.0,1.5
CLN6,41.0,31.0
PINX1,31.5,29.5
HCFC1R1,1.0,2.0
ULK4,5.0,3.0
CZIB,9.5,5.5
ZNF770,96.0,69.0
C1orf159,5.0,2.5
ZSCAN2,35.0,18.0
GID8,133.0,93.0
OXSM,0.0,0.5
TESC,12.0,6.5
AURKAIP1,2.0,4.5
TMCO3,3.0,2.5
PAK1IP1,7.5,5.0
LAMTOR1,58.0,28.5
RMND1,13.0,10.0
TRMT61B,1.5,1.5
FAM118A,25.5,23.5
HERC6,1.0,0.0
FAM174C,31.0,20.0
PARPBP,13.5,5.5
PIH1D1,1.5,1.0
PPP2R3C,27.5,37.0
MCUB,0.0,0.0
STX17,16.0,13.0
PRPF39,14.5,9.0
MARCHF1,0.0,0.0
C14orf119,72.5,65.0
TTC38,17.5,13.0
PHIP,146.5,135.0
BANK1,0.0,0.0
TMEM255A,1.5,1.0
HEATR3,3.0,2.5
C17orf80,45.5,36.5
FBXO34,108.0,97.0
USP47,41.5,31.0
SLC35A5,25.0,21.5
FKBP14,22.0,14.0
NOL8,167.0,120.5
PTCD3,73.0,53.0
CDCA4,160.5,98.5
TRMT12,34.5,20.5
PLEKHB2,251.0,174.0
VPS37C,60.5,41.5
REX1BD,1.5,1.0
NRDE2,3.5,2.0
MRPL20,35.5,30.5
ATG16L1,118.0,74.5
ZWILCH,12.0,12.0
GABPB1-IT1,85.0,58.5
WIPI1,1.0,0.5
ZCWPW1,0.0,0.0
PDPR,217.5,141.0
TMEM248,117.0,79.5
DET1,17.5,13.0
C9orf40,69.0,44.5
RNF31,1.5,1.0
LRRC37A4P,1.5,0.5
OXR1,40.5,28.0
UACA,0.0,0.0
TMEM45A,0.0,0.0
TAPBPL,0.5,0.5
IFT57,1.5,1.0
ARGLU1,44.0,29.5
SOBP,2.0,0.0
CCDC186,49.0,36.5
MED9,132.0,83.5
TMEM51,0.0,0.0
WDYHV1,23.5,16.5
GPATCH1,5.0,3.0
SAMD4B,50.0,42.0
EBLN2,12.0,11.0
WDR70,1.0,0.0
DMAC2,121.0,69.0
ATG2B,12.5,13.0
GPATCH2,28.0,18.0
BSDC1,54.0,31.5
AGGF1,64.5,33.5
MAGOHB,25.0,18.5
PLEKHJ1,43.0,29.5
WDR60,1.0,0.5
XKR8,13.5,10.0
ARHGAP17,63.0,32.5
TMEM39B,1.5,2.0
PRPF38B,69.5,66.0
FANCL,5.0,8.0
AKIRIN2,79.0,60.5
CEP192,1.0,0.5
HEATR1,16.5,13.0
TRIM68,20.0,13.5
ANO10,1.5,0.5
RBM28,8.0,4.0
LARP1B,20.0,21.5
SRBD1,6.0,3.5
WRAP53,0.0,0.0
FAM90A1,1.0,0.0
ANKZF1,1.5,2.5
ELP3,80.5,41.0
HAUS2,111.5,89.0
CDCA8,112.5,70.0
LRRC8D,32.0,13.5
THAP1,70.0,58.5
ZDHHC4,1.0,0.5
RBM23,73.5,58.0
MTPAP,50.0,34.0
C19orf73,4.0,2.5
TMEM38B,7.5,4.5
DALRD3,2.0,1.5
SDAD1,40.0,33.5
MSTO1,9.0,5.0
ARMC1,73.5,60.5
DARS2,7.5,7.0
RFWD3,279.5,207.0
ARHGEF10L,3.0,0.5
TMEM33,144.0,100.0
PNPO,41.0,20.0
SHQ1,32.0,22.5
CEP55,11.5,11.5
CENPQ,15.0,11.5
MSL2,314.5,206.0
MRPS18A,23.5,18.0
PRMT6,102.0,71.0
TBCCD1,4.0,1.0
DNAAF2,5.0,3.5
MRPS10,56.5,45.5
INTS10,11.5,5.0
KLHL11,98.5,61.5
SEC61A2,10.5,9.0
RMDN3,17.0,11.0
MRM3,25.5,22.5
FAIM,0.0,0.0
SMG8,10.5,4.5
RNF220,105.0,67.0
RIF1,43.5,39.0
DZANK1,3.5,2.5
SLC25A36,134.0,89.5
VPS13D,23.5,11.5
RIC8B,19.0,14.0
NADSYN1,0.0,0.5
DNAJC17,1.0,0.0
PBRM1,63.5,40.5
EVA1B,1.0,0.0
RESF1,55.0,34.5
RPRD1A,68.5,55.0
APPL2,7.0,4.5
FAM86C1,13.5,8.0
PLEKHG6,0.0,0.0
MAP1S,2.5,2.0
LGI2,0.0,0.0
GOLPH3L,41.5,27.0
ZNF532,2.0,1.5
SBNO1,186.0,122.5
ARL8B,210.5,226.0
DCUN1D2,28.0,15.0
SETD5,150.5,105.5
ATAD3A,15.5,16.5
BBS7,0.5,0.0
RCBTB1,12.0,8.5
FANCI,10.0,3.5
NKAPD1,106.5,77.5
EXD2,11.0,9.0
MACO1,19.0,9.5
LRRC20,3.5,2.0
TRIM62,14.0,13.0
RAVER2,0.0,0.0
NAT10,31.5,21.0
LRRC1,1.5,0.0
USP40,6.0,3.5
MOB1A,256.0,187.5
SMU1,18.5,17.5
UBA6,25.5,29.5
SLC38A7,15.0,10.5
OGFOD1,36.0,31.0
STEAP3,13.0,8.5
UQCC1,13.0,10.5
CCDC25,87.5,56.0
NEIL3,3.0,1.5
PACC1,32.0,27.0
YY1AP1,120.5,96.5
ELP2,1.0,1.5
PCMTD2,6.5,3.0
ASXL2,82.0,53.5
TYW1,23.0,12.0
TMEM39A,123.0,107.5
WDR41,24.0,17.5
ADI1,0.5,1.5
MRGBP,60.0,39.5
CASC1,0.0,0.0
TMEM143,8.0,1.5
MAP11,14.5,12.5
TMEM19,8.5,5.0
ECHDC2,0.0,0.0
PSPC1,47.0,31.5
NUDT15,96.0,61.0
IMP3,281.0,192.5
PHF10,5.0,3.5
VPS53,41.0,34.5
PGM2,15.5,15.0
FGGY,0.0,0.0
QRSL1,19.5,10.5
ZNF654,55.5,41.0
CWF19L1,20.0,14.0
TMEM140,0.0,0.0
UBE2W,383.5,305.0
RBM41,29.0,28.5
C4orf19,0.0,0.0
RHOT1,13.0,7.0
BRF2,52.5,37.0
PPP6R3,67.0,38.5
UEVLD,6.0,4.0
FBXW7,88.5,67.5
KLHL26,66.0,36.0
TBC1D19,0.0,0.0
CCDC91,2.0,3.0
RNF121,10.5,8.5
BRIX1,21.0,18.5
PI4K2B,27.5,14.5
DDX19A,58.0,48.0
ZNF444,20.5,11.0
RFK,31.0,20.0
TMEM144,4.0,2.5
SLC29A3,23.5,11.5
RSAD1,32.5,23.5
AP5S1,32.0,21.0
TMA16,15.0,11.5
MIS18BP1,16.0,13.5
C5orf22,62.5,43.5
ABCF3,5.5,4.0
UFSP2,5.0,8.0
AGPAT5,172.0,126.5
LIN7C,112.5,89.0
RNLS,0.0,0.0
MNS1,0.5,0.0
BLOC1S4,56.0,41.0
ACER3,47.0,32.5
DRAM1,13.0,14.5
SYNJ2BP,11.0,6.5
SLC39A9,167.5,126.5
NIPSNAP3B,7.5,8.0
FBXL8,1.0,0.0
SHFL,6.5,4.0
WDR33,60.5,31.0
GIMAP5,9.0,6.0
LSG1,47.0,41.0
STRBP,4.5,6.0
SLC35C1,85.5,52.0
PLCXD1,95.5,59.0
ZGRF1,0.0,0.0
TCP11L1,3.5,3.0
ABHD10,42.5,42.5
COPRS,15.5,14.0
LAPTM4B,6.0,5.0
HJURP,15.0,9.0
SLC22A15,87.5,45.0
TBC1D2,6.5,1.0
STYK1,2.5,2.5
PI4K2A,38.0,31.5
TMEM63B,1.0,1.0
IMPACT,36.5,25.0
TMEM176A,0.0,0.0
LGR4,43.0,32.0
PIDD1,0.0,1.0
PPP4R1L,4.0,0.0
TMCO6,3.0,0.5
LRRC59,345.5,249.0
MCM10,48.5,37.5
NCBP3,92.0,48.0
ZNF331,2.0,1.0
SIRPG,0.0,0.0
GPALPP1,9.0,5.5
YOD1,145.0,91.5
AP1AR,14.5,10.0
STRADB,2.5,1.5
DHRS4-AS1,26.0,27.0
CSGALNACT2,93.0,64.5
DNAJA4,28.5,28.0
NDUFAF7,4.0,4.0
PARL,17.0,9.0
ETNK1,67.5,59.0
CHST12,0.0,0.0
HES6,70.5,38.0
NOP10,70.0,55.5
MACROH2A2,1.5,2.0
SLC35E3,2.0,3.0
BATF3,0.5,0.5
DDX43,0.0,0.0
SMPD3,1.5,1.0
ELAC1,8.5,4.5
TRIM36,5.5,2.0
DHTKD1,41.5,26.0
FEM1A,511.0,336.0
PIP4P2,3.5,1.5
MAML3,15.0,8.5
CDCA7L,50.0,40.5
IL17RB,0.0,0.0
RBM38,122.0,78.5
ENOSF1,61.0,56.5
PLXNA3,1.0,0.0
HAUS7,8.5,8.0
CDC42BPG,0.0,0.0
ZNF821,5.0,1.5
GALNT10,24.0,18.5
CNOT11,37.5,26.0
FOXRED1,3.5,4.0
CDV3,780.5,554.5
NAGK,0.0,0.0
SUPT20H,3.5,2.5
KIF27,0.0,0.0
UBE2Q1,86.0,67.0
MED29,133.0,90.0
BMP2K,2.5,4.0
VEZT,6.0,1.5
GOLGA2P5,3.5,2.0
OTUD5,22.0,14.5
ZCCHC8,23.0,13.5
RNPC3,3.5,4.0
DDX60,0.0,0.0
CDKN2AIP,274.0,198.0
TENT5A,153.5,67.0
CARMIL1,0.0,0.0
KIF21A,0.0,0.0
ANKRD10,66.0,59.5
ZNF280C,26.0,17.5
VPS50,4.5,2.0
OTUB1,7.5,12.5
FERMT1,3.5,2.0
MTMR8,0.0,0.0
KIF16B,4.0,2.0
PRR5,5.5,4.0
TASP1,6.0,3.5
DOCK10,16.5,9.5
TRMT1,0.5,0.0
TTC27,0.5,0.5
THUMPD1,210.5,179.0
POMGNT1,2.0,1.0
ZDHHC7,83.0,65.5
AMBRA1,43.5,31.0
SMPD4,78.5,54.0
ZNF407,22.5,12.5
PNRC2,291.5,221.5
SLC39A4,12.0,7.5
LRRC40,4.0,4.0
G2E3,24.0,19.0
TBC1D22B,35.0,10.5
KRBOX4,5.0,5.5
DEPDC1,50.5,32.5
CHD7,28.5,15.5
FLVCR2,9.0,7.0
BTBD2,39.5,25.0
OSGEP,4.5,1.5
LYAR,1.5,3.0
RAB20,34.0,70.0
PIGV,12.0,6.5
NHP2,15.5,11.0
SLC48A1,34.0,12.0
TMEM127,218.5,135.0
INTS8,1.0,2.0
ZNF692,4.5,1.0
RNF126,46.0,28.0
ZNF416,24.5,15.0
PRPF40A,116.0,75.0
DDX27,6.5,7.5
HIF1AN,82.5,44.0
ZNF446,4.0,1.5
CDC37L1,36.5,23.0
URGCP,23.5,20.5
NPLOC4,90.0,33.0
DENND4C,10.5,9.0
GPATCH2L,153.0,120.0
MFN1,9.5,6.5
PEX26,81.0,47.0
PPP4R3A,146.0,108.5
SLC30A6,27.5,26.0
IWS1,11.5,4.0
RUFY2,15.5,11.0
SCYL2,37.5,21.0
KANSL3,104.5,96.5
RABL6,15.5,9.5
MREG,0.5,2.5
TRMU,6.0,2.5
YEATS2,42.0,28.5
PACS1,1.5,0.0
FRMD4A,3.0,2.0
LUC7L,11.5,8.0
KDM4D,0.5,0.5
NSUN5,9.0,7.5
RBM22,112.5,94.5
VAC14,5.0,3.0
RADIL,1.0,0.0
IARS2,12.0,12.5
MAP7D1,51.0,26.5
ARHGEF40,3.0,1.0
YJU2,27.5,18.0
POLR3B,9.5,7.5
CCDC88A,36.5,36.0
IPO9,55.5,40.5
NDC1,99.5,82.5
NECAP2,49.5,26.5
KBTBD4,35.0,17.0
FAR2,2.0,0.0
ZNF334,19.5,20.0
DOK4,0.5,2.0
LMBR1L,3.0,1.5
WDR11,6.5,3.5
POLR3E,28.0,30.0
SLF2,51.0,31.5
TSR1,166.5,126.0
IQCC,9.5,8.0
CEP72,5.0,1.5
ASF1B,112.5,60.0
INTS13,3.0,6.5
N4BP2,29.5,37.5
ATF7IP,160.0,88.5
FAM222B,81.5,45.0
C1orf112,0.0,0.5
HHAT,1.0,0.0
ZFP64,15.5,9.5
DNAJC11,36.0,27.5
VPS35,29.5,31.5
ARFGAP1,37.0,20.5
NAXD,87.0,65.0
ENAH,0.0,0.0
EDEM2,28.0,21.0
CHFR,14.0,13.0
COA1,21.5,18.0
AP5M1,17.5,8.5
NUP133,8.5,8.5
CNDP2,61.5,46.5
CCAR1,10.0,5.5
TMEM184C,28.0,21.5
SEPTIN11,44.0,30.0
OGDHL,0.0,0.0
TMEM30A,163.5,113.5
CDK5RAP2,29.0,24.5
INTS9,34.5,21.0
RCOR3,20.0,9.5
WDR12,7.0,11.5
DHX32,8.0,6.5
TTC17,35.0,23.0
ZNF701,31.0,12.5
EXOC1,11.0,8.0
IFT122,0.0,0.0
INAVA,9.5,2.0
H2AJ,15.5,11.0
NGLY1,12.5,10.0
ZNF83,2.0,2.5
EXOC2,15.0,15.5
PRR11,106.5,63.5
TBC1D23,16.0,15.5
TDP1,32.0,24.0
SAYSD1,9.5,7.5
MBD5,0.0,0.0
ZNF839,1.0,1.5
CFAP44,8.0,7.5
RIOK2,29.0,20.5
CMTR2,49.5,39.0
FGD6,1.0,0.5
TXLNG,102.0,86.0
LMBRD1,4.0,1.5
DEPDC1B,7.0,6.5
CSGALNACT1,8.0,5.0
LRIF1,32.5,30.0
MINDY1,1.0,0.5
DDX28,54.0,34.5
PCID2,11.5,6.5
MBNL3,24.5,21.5
METTL2B,17.5,14.5
CACNA2D3,3.0,1.5
DCP1A,140.0,75.0
ADAP2,0.0,0.0
TRERF1,52.5,38.5
FOXJ2,62.0,70.5
UTP6,12.0,9.0
KDM3A,33.5,18.5
RNF130,0.5,0.5
VPS11,13.5,8.0
PAG1,280.5,197.0
PECR,0.0,0.5
DCAF6,3.5,4.0
SELENOS,29.5,21.5
GLT8D1,10.5,7.5
EMC3,2.0,2.0
CAND1,31.0,20.5
UBAP2,26.5,13.0
CENPJ,47.0,49.5
EAPP,49.0,23.0
CENPN,69.5,63.0
EAF2,1.0,0.5
WWC3,6.5,5.0
ARHGAP15,4.5,3.5
PPP2R2D,34.5,26.0
BRK1,67.0,40.5
ITFG2,9.0,7.0
CISD1,11.0,9.5
PLGRKT,0.0,0.5
USE1,1.5,0.0
PSENEN,9.5,8.5
TEX2,72.5,58.5
IDI2-AS1,1.0,1.0
ZC3H15,67.5,57.5
ACOT13,8.0,3.5
KIZ,0.0,0.0
TMEM165,11.5,13.0
BEX1,14.0,15.0
ACTR10,3.5,2.0
DBNDD2,8.0,4.5
ECHDC1,86.0,69.0
TMEM126B,3.0,3.0
HDAC8,10.0,7.5
ASH1L,101.0,57.0
CBWD1,1.5,1.0
PBK,15.5,9.5
GSDMB,0.0,0.0
WSB2,20.5,11.0
GPRC5C,0.0,2.0
MYNN,22.0,13.5
ZNF395,113.0,57.5
UNC45A,5.5,3.0
ZNF302,62.0,42.0
ACSS2,5.5,3.5
KMT2E,17.0,11.0
RNF114,132.5,104.5
CMAS,5.0,5.5
BIN3,38.0,35.5
APOBR,3.0,6.5
ERBIN,68.5,50.5
LANCL2,29.5,18.0
NXT2,19.0,13.0
CTTNBP2NL,10.5,5.5
RCC2,310.5,170.5
NKRF,30.5,24.5
INKA2,15.5,7.5
DMAP1,0.0,0.0
ZMAT5,0.5,0.5
LIN37,1.0,0.0
KLHL9,112.0,83.5
SULF2,0.0,0.0
SEPTIN3,1.5,1.5
NDUFA12,15.0,12.0
NSFL1C,77.0,52.5
RAB5IF,128.0,94.5
BAIAP2L1,0.0,0.0
SLC25A40,26.0,13.5
BCAP29,12.5,13.5
SLC50A1,7.0,6.5
KLHL7,5.0,2.5
NXF3,8.0,5.5
MYDGF,49.5,28.0
SMG9,27.0,22.0
BARX1,0.5,1.5
PDGFC,5.5,2.5
ALG1,13.5,6.5
UBFD1,36.0,25.0
TMEM234,2.0,4.5
PCDHGC5,84.0,43.5
PCDHGC4,84.0,43.5
PCDHGB7,84.0,43.5
PCDHGB6,84.0,43.5
PCDHGB5,84.0,43.5
PCDHGB3,84.0,43.5
PCDHGB2,84.0,43.5
PCDHGB1,84.0,43.5
PCDHGA11,84.0,43.5
PCDHGA10,84.0,43.5
PCDHGA9,84.0,43.5
PCDHGA7,84.0,43.5
PCDHGA6,84.0,43.5
PCDHGA5,84.0,43.5
PCDHGA4,84.0,43.5
PCDHGA3,84.0,43.5
PCDHGA2,84.0,43.5
PCDHGA1,84.0,43.5
PCDHGB8P,0.0,0.0
PCDHB9,0.0,0.5
TEX15,6.5,4.5
TEX12,0.0,0.0
ANKH,1.5,1.0
MOSPD1,7.5,5.0
MTFR1L,38.5,24.0
FAM214A,12.5,11.5
ZNF253,48.5,33.0
MRAP,0.0,0.0
YLPM1,11.0,7.5
CRTAM,0.0,0.5
RNF20,16.5,12.0
TMX4,61.0,35.5
MEPCE,169.0,96.5
CTNNBL1,1.5,1.0
C8orf44,7.5,6.0
GPCPD1,101.5,110.0
LRRC8A,58.5,44.0
CPXM1,0.0,0.0
KYAT3,7.5,4.5
WDR45B,126.0,95.5
SLC7A10,0.0,0.0
METTL3,1.0,1.5
PPAN,21.0,13.5
LTB4R2,6.5,4.5
CTPS2,4.0,5.5
EIF4ENIF1,12.0,5.0
KCNQ5,22.0,13.0
DNAJC12,1.0,0.0
CHST7,1.0,2.0
ERO1B,1.5,2.0
SLC2A9,1.0,1.0
DIABLO,36.5,30.5
INPP5E,12.0,10.5
BCCIP,35.0,36.5
EIF5A2,7.0,5.5
CLDND1,73.0,68.0
TWNK,172.0,107.0
NPDC1,0.0,0.0
POLE4,1.5,4.5
KCNK13,1.0,0.0
VTRNA1-3,2.5,1.0
VTRNA1-1,0.0,0.5
PANX2,0.0,0.0
SUCNR1,1.0,0.5
AKIP1,6.5,5.0
C11orf16,0.0,0.0
TMEM9B,35.5,31.5
NRIP3,42.0,28.5
SAR1A,163.0,138.0
CFAP298,38.0,29.5
JPH1,0.0,0.0
SLC2A4RG,39.0,21.0
ZC3HAV1,326.0,292.0
SLAMF8,8.0,6.0
GPR137,0.0,1.5
SPHK2,10.0,7.0
GRIPAP1,1.5,2.5
EMC7,26.0,18.5
RAD18,35.0,37.5
CDC42SE1,275.5,190.5
UGGT1,91.0,61.0
KCMF1,39.0,33.5
TM9SF3,149.0,133.5
MDM1,16.0,10.5
UBQLN4,33.0,22.5
AGPAT3,73.0,49.5
AGPAT4,6.5,7.5
WRNIP1,19.5,10.0
BDH2,3.5,2.0
ANKS1B,1.0,1.5
TMEM167B,148.5,78.5
NDUFA4L2,0.0,0.0
PNO1,56.5,46.5
SH3GLB2,1.0,0.5
C15orf39,158.5,112.5
THAP10,1.5,1.5
SPIRE1,4.0,6.5
STARD7,410.0,262.0
MAP3K7CL,2.5,3.0
IFT46,2.5,2.0
C1GALT1,52.0,26.0
EXOSC5,4.5,3.0
SMARCAD1,53.5,27.5
DHX33,109.5,63.5
SEMA3G,3.5,2.0
MCCC1,17.5,15.5
PAK6,2.0,0.5
LXN,0.5,0.0
NCLN,59.5,35.5
GPR108,4.0,4.5
SPPL2B,12.0,8.5
FEM1C,68.5,42.0
DUS3L,2.5,3.0
SMCO4,5.5,4.5
PMEPA1,5.0,4.0
ARNTL2,3.0,0.5
DUSP22,10.5,6.5
HMCES,4.0,3.0
CMC2,27.5,20.5
ENY2,36.5,25.0
OLFML3,0.0,0.0
MRPS22,0.5,2.0
EMSY,18.5,14.5
MFF,9.0,5.0
SDR39U1,3.5,2.5
XAB2,0.0,0.0
SMYD2,1.5,1.5
C5orf15,18.5,20.0
NT5M,1.5,1.0
NIT2,3.5,1.5
OTUD7B,25.5,10.0
WDR93,0.0,0.5
PARP6,9.5,5.5
ATXN7L3,174.5,98.5
CEACAM19,0.5,0.0
FAM20C,31.5,28.5
STOX2,38.5,23.5
PRDM8,221.5,137.0
PRDM10,25.0,27.0
PRDM11,2.5,1.5
POGLUT1,29.0,21.0
PSMG2,8.5,7.5
ADPRM,4.0,0.0
DTWD1,19.0,8.5
BBX,341.0,232.5
CDC42SE2,215.0,144.0
KIF15,12.5,9.5
TOMM22,112.0,81.0
CHPT1,0.5,0.0
TULP4,28.5,22.0
SLC12A9,4.5,2.5
COQ8A,56.5,44.0
CTNNBIP1,8.5,6.5
GSN-AS1,0.0,1.0
SDHAF3,4.5,4.5
YAE1,6.5,0.5
CCDC47,69.5,35.0
ACKR3,1.0,0.0
COQ9,17.0,15.0
CCNL1,66.0,50.0
CIAPIN1,37.5,30.5
VPS35L,1.0,1.0
PDXP,291.0,156.0
SLC17A7,0.5,1.0
RSRP1,353.0,249.0
ANKMY2,13.5,8.5
RARS2,10.0,6.5
TWSG1,27.0,27.5
PLSCR3,1.5,0.5
UTP3,23.5,14.5
CHRNA10,3.0,2.5
PCBP4,0.0,1.0
HYMAI,1.0,1.0
KNL1,12.0,5.0
AGTRAP,9.0,2.0
ENTPD7,43.5,18.0
CASS4,2.0,1.0
PCNP,38.0,26.5
PITHD1,49.5,47.0
RPGRIP1,0.0,0.0
PARP11,31.5,20.0
AVEN,7.0,2.5
C12orf4,43.0,30.0
TIGAR,60.5,42.0
PNPLA2,8.0,4.0
CYSLTR2,0.5,4.0
NAT14,15.5,18.0
PDSS2,27.0,15.5
REXO4,120.0,85.5
INTS12,3.0,1.0
CAMK1D,8.5,7.5
GOPC,86.0,67.0
LPAR5,10.5,13.5
NUP107,2.0,1.0
PLXDC1,0.0,0.0
LYRM4,13.5,9.0
MRPL47,2.0,2.5
ATP13A1,4.0,5.5
CHMP1B,124.0,97.0
MAN1C1,1.0,0.5
APMAP,17.5,16.0
RNPEPL1,14.0,7.0
RTN4,84.0,70.5
ADCK1,5.5,1.5
PAK5,1.5,0.5
TMEM159,11.5,4.0
SCYL3,8.5,10.5
RALGAPB,46.0,34.5
LYRM1,8.5,5.0
SMIM8,8.5,3.5
SLC44A2,1.5,1.0
SMURF1,198.5,105.0
PHTF2,14.5,16.5
PELI2,55.5,37.0
PELI1,12.5,10.5
GJC2,0.0,0.0
SALL4,0.5,0.0
ASPHD2,6.0,6.5
ZNFX1,114.5,81.5
DOLPP1,70.5,38.5
CORO1B,3.5,2.0
VARS2,0.0,0.0
ZMIZ1,415.5,304.0
KIAA1191,75.0,41.0
ACTR3B,4.0,1.5
SLC39A10,17.0,15.5
ANKRD50,15.0,5.0
FAM219B,47.5,29.5
NIPAL3,13.0,5.5
RALGAPA2,38.5,21.5
THOC2,6.5,4.5
DENND11,0.0,0.0
SELENON,17.0,5.5
VN1R1,0.0,0.0
MCOLN1,0.0,0.0
ATP10A,17.5,14.0
ATP8B2,0.0,0.0
ATP10D,1.0,1.5
ZNF248,5.5,3.0
SLC45A4,51.0,29.5
TP73-AS1,0.0,0.0
SPRYD7,13.0,10.0
THAP11,77.0,46.5
VANGL2,0.0,0.0
TTC7A,218.0,87.5
ERGIC1,22.5,11.0
PPP4R3B,71.5,74.0
NHSL1,5.5,5.5
LYRM2,194.0,150.5
SMAGP,0.0,0.0
SNX14,0.0,3.0
LINC00869,26.5,19.0
DANCR,182.0,104.5
KAT14,16.5,8.0
PBXIP1,6.0,4.5
CBX8,6.0,7.5
RCN3,0.5,0.5
ZNF286A,70.0,38.5
SENP7,5.0,4.0
JPH3,0.0,0.0
ZNF304,89.5,57.0
MRS2,28.5,17.5
CLK4,20.5,15.0
RAB22A,79.0,62.0
CYP20A1,54.5,30.0
SPC25,0.0,0.0
ABHD6,0.5,2.0
MIF4GD,18.0,11.0
SCYL1,3.5,2.0
TMIGD3,0.0,0.0
RHBDD2,10.0,10.5
C3orf14,12.0,13.0
WDR18,2.0,2.5
NDRG3,5.5,3.0
NDRG2,0.0,0.0
BIRC6,22.0,14.5
REXO1,30.0,14.5
KIAA1143,96.0,66.0
GATAD2B,2.0,1.0
PPM1H,2.5,1.0
ISY1,31.0,19.0
MYORG,4.5,2.0
STRIP2,6.5,2.5
TBC1D24,41.5,31.0
SCAF4,24.5,18.5
SLC12A5,0.5,0.0
LRRC47,45.0,29.5
ERMN,1.5,1.0
CNOT6,102.5,69.5
