,DMSO,YLK
BCAP29,823.5,736.0
SLC50A1,547.0,337.5
KLHL7,136.0,107.5
NXF3,361.0,239.5
MYDGF,2110.5,1288.0
SMG9,451.0,285.0
BARX1,56.5,35.0
PDGFC,112.5,76.0
ALG1,771.0,462.0
UBFD1,1382.0,929.0
TMEM234,139.5,89.5
PCDHGC5,1976.0,1097.0
PCDHGC4,1976.0,1097.0
PCDHGB7,1976.0,1097.0
PCDHGB6,1976.0,1097.0
PCDHGB5,1976.0,1097.0
PCDHGB3,1976.0,1097.0
PCDHGB2,1976.0,1097.0
PCDHGB1,1976.0,1097.0
PCDHGA11,1977.0,1098.5
PCDHGA10,1976.0,1097.0
PCDHGA9,1976.0,1097.0
PCDHGA7,1976.5,1097.5
PCDHGA6,1976.0,1097.0
PCDHGA5,1976.0,1097.0
PCDHGA4,1976.0,1097.0
PCDHGA3,1976.0,1097.0
PCDHGA2,1976.0,1097.0
PCDHGA1,1976.0,1097.0
PCDHGB8P,1.5,2.0
PCDHB9,8.5,3.5
TEX15,251.0,278.0
TEX12,1.5,2.0
ANKH,181.0,109.5
MOSPD1,243.5,193.5
MTFR1L,1038.5,761.0
FAM214A,210.5,173.0
ZNF253,266.5,169.5
MRAP,152.5,92.0
YLPM1,491.0,305.5
CRTAM,3.5,3.0
RNF20,554.0,441.0
TMX4,1811.5,1418.0
MEPCE,1198.5,619.0
CTNNBL1,73.5,60.5
C8orf44,75.5,51.5
GPCPD1,1515.0,1368.5
LRRC8A,388.0,238.5
CPXM1,1.5,1.0
KYAT3,439.0,371.5
WDR45B,1651.5,1084.0
SLC7A10,20.5,15.0
METTL3,103.0,95.0
PPAN,346.0,184.5
LTB4R2,148.5,85.0
CTPS2,325.0,222.0
EIF4ENIF1,139.5,70.5
KCNQ5,218.0,172.0
DNAJC12,20.5,18.0
CHST7,21.5,12.0
ERO1B,54.5,50.0
SLC2A9,49.5,39.0
DIABLO,1038.5,698.5
INPP5E,181.0,123.5
BCCIP,1241.5,965.0
EIF5A2,119.5,108.0
CLDND1,904.0,916.0
TWNK,1231.5,696.0
NPDC1,109.0,63.5
POLE4,567.5,403.0
KCNK13,9.5,2.0
VTRNA1-3,4.5,3.0
VTRNA1-1,3.0,2.5
PANX2,24.0,13.0
SUCNR1,15.0,15.0
AKIP1,342.5,230.5
C11orf16,5.5,2.0
TMEM9B,1003.0,864.5
NRIP3,1411.0,932.5
SAR1A,3372.5,2873.5
CFAP298,3068.0,2115.5
JPH1,2.5,1.5
SLC2A4RG,3327.0,1955.5
ZC3HAV1,3746.0,2822.5
SLAMF8,137.5,79.5
GPR137,97.5,50.0
SPHK2,343.0,213.0
GRIPAP1,414.5,231.5
EMC7,679.5,488.0
RAD18,1243.0,976.0
CDC42SE1,4574.5,3031.0
UGGT1,4039.0,2813.0
KCMF1,576.5,409.5
TM9SF3,6648.0,5838.5
MDM1,289.5,212.0
UBQLN4,1833.5,1041.5
AGPAT3,4648.0,2701.0
AGPAT4,74.5,58.0
WRNIP1,542.0,438.0
BDH2,106.5,97.0
ANKS1B,457.0,454.0
TMEM167B,1310.0,1039.0
NDUFA4L2,45.0,28.0
PNO1,852.0,726.0
SH3GLB2,293.0,179.0
C15orf39,680.0,399.0
THAP10,42.5,53.5
SPIRE1,175.0,130.5
STARD7,10311.5,7310.5
MAP3K7CL,31.5,30.5
IFT46,68.0,46.0
C1GALT1,358.0,263.0
EXOSC5,456.5,267.0
SMARCAD1,688.5,643.0
DHX33,2507.5,1584.0
SEMA3G,87.0,52.5
MCCC1,2382.0,1712.0
PAK6,17.0,9.0
LXN,45.0,24.0
NCLN,4347.5,2321.5
GPR108,591.5,337.5
SPPL2B,1005.0,516.5
FEM1C,293.5,237.5
DUS3L,64.0,46.5
SMCO4,162.0,106.0
PMEPA1,109.0,72.0
ARNTL2,134.5,113.0
DUSP22,615.0,441.5
HMCES,214.0,138.0
CMC2,466.0,322.0
ENY2,1328.0,1057.5
OLFML3,23.0,16.0
MRPS22,67.5,64.0
EMSY,284.0,237.5
MFF,493.5,415.5
SDR39U1,516.0,354.5
XAB2,43.5,32.5
SMYD2,157.0,118.0
C5orf15,1480.0,1513.5
NT5M,130.0,70.0
NIT2,147.5,115.5
OTUD7B,168.0,89.0
WDR93,7.0,5.5
PARP6,99.0,58.5
ATXN7L3,2906.0,1510.5
CEACAM19,8.5,4.0
FAM20C,614.0,385.0
STOX2,171.0,129.0
PRDM8,1666.0,1064.5
PRDM10,433.5,414.0
PRDM11,24.0,11.5
POGLUT1,774.0,648.5
PSMG2,366.0,261.0
ADPRM,17.0,9.0
DTWD1,300.5,240.0
BBX,4305.0,3556.0
CDC42SE2,4307.5,3459.5
KIF15,313.5,259.5
TOMM22,5073.5,3516.5
CHPT1,2.5,5.5
TULP4,457.5,315.0
SLC12A9,381.5,192.5
COQ8A,1748.0,1130.5
CTNNBIP1,804.5,468.5
GSN-AS1,73.5,40.5
SDHAF3,253.5,235.0
YAE1,19.0,10.5
CCDC47,2823.0,2312.0
ACKR3,2.0,2.0
COQ9,644.0,452.0
CCNL1,227.0,197.5
CIAPIN1,784.0,513.5
VPS35L,153.5,100.5
PDXP,2522.5,1397.5
SLC17A7,45.5,29.5
RSRP1,1493.0,1148.0
ANKMY2,418.0,366.0
RARS2,1628.0,1272.5
TWSG1,653.5,574.5
PLSCR3,229.0,142.5
UTP3,195.5,158.0
CHRNA10,9.0,9.0
PCBP4,55.5,34.5
HYMAI,11.0,7.0
KNL1,283.5,240.0
AGTRAP,1016.5,570.0
ENTPD7,797.5,548.0
CASS4,9.5,6.0
PCNP,4051.0,4027.0
PITHD1,1349.0,866.0
RPGRIP1,20.0,20.0
PARP11,848.5,679.0
AVEN,237.5,192.5
C12orf4,874.5,764.5
TIGAR,633.0,461.5
PNPLA2,517.0,281.0
CYSLTR2,13.5,16.5
NAT14,517.5,368.0
PDSS2,773.5,671.0
REXO4,2579.0,1600.0
INTS12,30.0,24.0
CAMK1D,550.5,323.0
GOPC,1034.0,917.0
LPAR5,80.5,59.5
NUP107,67.0,55.5
PLXDC1,1.5,1.0
LYRM4,1758.5,1141.5
MRPL47,184.5,164.0
ATP13A1,249.0,153.5
CHMP1B,1480.0,1168.5
MAN1C1,19.5,18.5
APMAP,1359.5,869.0
RNPEPL1,876.5,453.5
RTN4,4913.5,4269.5
ADCK1,144.0,82.5
PAK5,13.5,10.0
TMEM159,322.5,224.0
SCYL3,92.5,83.0
RALGAPB,1272.5,875.5
LYRM1,734.5,588.0
SMIM8,249.0,182.5
SLC44A2,84.5,49.5
SMURF1,872.5,476.0
PHTF2,691.0,714.0
PELI2,551.0,455.5
PELI1,43.5,35.5
GJC2,4.5,1.5
SALL4,17.0,13.5
ASPHD2,120.0,89.0
ZNFX1,524.0,319.5
DOLPP1,611.0,320.5
CORO1B,501.5,271.0
VARS2,4.0,3.5
ZMIZ1,4994.0,2882.5
KIAA1191,1738.5,1188.0
ACTR3B,107.5,73.5
SLC39A10,776.0,727.5
ANKRD50,91.5,76.5
FAM219B,651.5,416.0
NIPAL3,841.5,541.5
RALGAPA2,953.5,581.5
THOC2,440.0,410.5
DENND11,10.0,5.5
SELENON,2978.5,1590.0
VN1R1,3.5,4.5
MCOLN1,41.5,32.5
ATP10A,312.5,260.0
ATP8B2,12.0,10.0
ATP10D,82.0,75.0
ZNF248,96.0,76.5
SLC45A4,1082.5,564.5
TP73-AS1,12.0,5.5
SPRYD7,353.0,309.0
THAP11,736.5,413.0
VANGL2,1.0,0.5
TTC7A,3884.0,2192.5
ERGIC1,1899.5,1186.0
PPP4R3B,2263.0,2186.5
NHSL1,34.5,25.5
LYRM2,2707.0,2174.5
SMAGP,5.0,4.0
SNX14,110.5,87.5
LINC00869,1101.5,605.5
DANCR,4472.5,3081.5
KAT14,179.0,102.0
PBXIP1,512.0,306.5
CBX8,37.0,35.0
RCN3,105.5,64.0
ZNF286A,528.0,353.5
SENP7,142.5,118.0
JPH3,4.5,4.5
ZNF304,291.5,182.5
MRS2,732.0,699.0
CLK4,65.5,54.5
RAB22A,829.5,644.5
CYP20A1,1120.5,866.0
SPC25,67.5,66.5
ABHD6,29.0,21.5
MIF4GD,990.5,618.5
SCYL1,141.5,74.0
TMIGD3,4.5,1.5
RHBDD2,274.0,192.0
C3orf14,299.5,283.0
WDR18,428.5,268.5
NDRG3,1665.0,1159.5
NDRG2,51.5,21.0
BIRC6,390.5,375.5
REXO1,665.0,322.0
KIAA1143,1873.0,1461.5
GATAD2B,25.0,15.0
PPM1H,45.0,24.5
ISY1,1143.5,808.5
MYORG,58.0,30.0
STRIP2,104.5,81.0
TBC1D24,555.0,390.0
SCAF4,174.5,118.5
SLC12A5,4.0,3.0
LRRC47,964.0,601.0
ERMN,6.0,7.0
CNOT6,2442.0,2037.5
ZNF512B,623.0,307.0
ZNF490,351.5,178.0
PLEKHH1,117.0,102.0
GRAMD1B,280.0,167.5
USP31,1569.0,1327.5
PRR12,461.5,252.5
PLEKHG1,6.5,3.5
CRACD,6.0,5.5
RNF150,7.5,3.5
NLN,2214.0,1800.0
ESYT2,9294.0,7423.5
ODF2L,74.0,68.0
AHRR,1045.0,674.5
ARID1B,744.5,637.5
HEG1,171.5,120.5
RIMKLB,67.0,50.5
MRTFB,100.0,64.5
KIDINS220,978.5,834.0
MTA3,25.5,15.5
AARS2,627.5,388.5
MAVS,5413.0,3185.0
INTS2,1228.5,952.0
XPO5,1520.0,985.5
COG6,335.0,273.5
CASKIN2,34.5,19.5
ARHGAP31,2.0,2.0
SERINC1,2741.0,2550.5
STARD9,61.5,43.5
HECW2,2.0,4.0
RPTOR,905.5,556.5
SRGAP1,2.5,4.0
CASKIN1,1782.0,952.5
HACE1,474.0,415.5
NUFIP2,4249.0,2940.5
TBC1D14,2602.5,1652.0
MIB1,2939.5,2579.0
KIAA1324,1.5,1.5
KIAA1328,88.5,54.0
ALPK3,8.0,5.0
WDR35,364.0,345.0
DISP3,2.0,1.0
ZNF398,932.0,637.5
KLHL42,798.0,609.0
TXNDC16,201.5,179.0
PDP2,1334.5,912.5
ZNF624,51.0,33.5
TAOK1,2856.0,2259.0
NCEH1,475.0,376.0
MICAL3,296.5,178.5
NLGN2,269.5,162.5
SEMA6A,8.5,5.5
USP35,48.5,27.0
IFT80,211.0,204.0
ARRDC3,17.0,18.5
KLHL8,2396.0,1808.0
ZNF319,236.0,110.0
SIPA1L2,97.0,73.5
TRMT5,309.0,241.5
CARNS1,3.5,1.0
DOCK6,48.5,32.5
KIF17,120.0,68.0
CCDC191,28.5,25.0
FAM135A,24.5,21.5
PREX1,2537.5,1509.5
TMEM181,931.0,810.0
ARHGAP21,44.5,43.0
CRAMP1,1339.5,683.0
CFAP97,1334.5,1209.0
RIC1,458.0,440.0
WDFY1,7590.5,6651.5
MRTFA,1808.0,824.0
ZNF687,418.5,226.0
HOMEZ,108.0,60.0
BEGAIN,18.0,12.0
BAHCC1,8168.5,4250.0
WDR48,853.0,637.5
FNIP2,44.5,35.5
USP36,1556.5,1031.0
PITPNM2,126.0,63.5
SLAIN2,1318.5,1161.0
JCAD,9.0,2.5
DIP2B,2678.5,2228.5
RANBP10,749.0,461.5
FAM234B,321.0,216.0
RELCH,228.0,210.0
TSHZ3,109.5,88.5
VPS18,578.0,308.0
STIM2,244.5,195.5
ZBTB2,477.5,359.0
LRFN1,43.0,27.5
ZFAT,937.0,524.0
SH3RF1,214.5,156.5
EP400,2172.0,1632.0
CCDC146,21.0,14.5
MYH7B,4.5,3.5
POGK,1901.0,1277.0
USP28,265.0,223.0
DHX37,716.5,408.0
KIAA1522,108.0,62.0
PHF12,337.5,211.5
CIP2A,107.0,82.5
SUGT1P4-STRA6LP-CCDC180,44.5,31.0
UVSSA,278.0,213.5
GRAMD1A,161.0,103.0
CALCOCO1,997.5,579.0
ZBTB4,948.0,581.0
PLEKHA4,5.5,4.0
RDH14,145.0,111.5
FBRSL1,961.0,545.0
EPB41L5,16.5,15.5
KIAA1549,6.5,3.5
BEND3,133.0,75.0
RNF213,813.0,517.0
ZFP14,296.5,214.0
GPAM,254.5,226.5
ALS2,184.5,137.5
CHD8,248.0,147.5
ZBTB26,48.5,28.0
VAT1L,512.0,351.0
ZSWIM6,91.0,77.5
TNRC6C,301.5,231.5
KIAA1586,63.5,40.5
ZNF317,2017.0,1341.0
USP37,697.0,534.0
DDX55,571.5,455.0
FANCM,10.0,6.0
SHTN1,421.0,390.5
CPNE5,28.5,19.5
FAM160B1,410.5,372.0
NCKAP5L,122.5,79.0
CWC22,109.5,88.0
GBA2,127.0,84.5
WDFY4,274.5,183.0
DENND1A,812.5,435.0
MEAK7,128.5,94.0
MIER1,794.5,691.0
KIAA1614,4.5,3.5
ZNF529,372.5,263.0
SFMBT2,4746.0,3257.0
SEMA4G,13.5,8.0
PRX,91.0,56.0
ANO8,112.0,58.5
GPR107,1937.5,1234.5
METTL14,563.5,434.5
IGDCC4,2.5,1.5
EPG5,328.0,210.0
NCOA5,1435.0,895.5
WDR19,33.5,26.5
ZFYVE28,6.5,3.0
TRIB3,230.0,181.5
ANKRA2,19.5,13.0
RBAK,1037.0,797.5
MARK4,564.5,303.5
SUGP1,80.0,53.5
GATAD1,874.5,628.5
RAB40C,655.0,338.0
POLD4,1819.0,1098.0
CCAR2,3832.5,2301.0
CCNB1IP1,197.0,154.0
RAP2C,1783.0,1757.5
C6orf47,2.5,1.0
KRTAP5-8,1.0,2.5
SLC4A5,681.5,600.5
ZNF410,767.5,570.0
SLC46A2,4.0,2.5
PTBP2,190.0,145.5
NFE4,13.5,12.5
CTDSP1,3849.0,2104.5
CXCL16,58.5,47.5
SQOR,204.0,153.0
MS4A7,1593.5,2086.5
TP53INP2,290.5,247.5
SRPRB,2297.0,1699.5
ENOPH1,1334.0,1300.0
RHOU,563.0,400.5
NLRC4,4.0,4.0
TRAPPC1,4550.0,2631.0
ZBED5,10.0,8.5
CREBZF,2212.5,1592.0
PCTP,1272.5,875.0
ABHD17C,97.0,84.0
RPRD1B,1375.0,1024.5
ZNF71,57.5,26.5
ZNF77,36.5,29.5
INIP,631.0,557.0
JAM2,11.0,9.0
PRUNE1,493.0,350.0
ZNF250,106.5,68.5
ARHGAP22,5.0,3.0
OSTC,2154.0,1999.0
SCAF1,305.0,157.5
KMT2C,803.5,686.5
CACTIN,970.5,491.5
DLGAP3,46.5,34.5
EPS15L1,2982.5,1722.5
SELENOK,295.0,254.0
SINHCAF,118.5,57.5
RBM25,1886.0,1747.0
WIZ,1581.0,817.5
MID1IP1,1174.0,712.0
ABRACL,1493.0,1344.5
RRAGD,132.0,99.5
MYOZ1,11.5,4.5
SNX6,720.5,657.0
PGAP6,434.5,259.0
HIVEP3,563.0,303.5
TLNRD1,272.5,185.0
CACNG8,1.5,0.5
UBL5,1398.0,1112.0
SIGIRR,204.5,121.0
PRDM12,51.0,21.5
PRDM13,22.0,11.0
PLEKHA1,45.0,36.0
PLEKHA2,2732.5,2036.0
HRH4,12.5,5.0
SCPEP1,461.0,343.0
SENP2,666.0,507.0
GNB4,2561.5,2159.5
ZNF350,117.5,74.5
KLHL12,798.5,625.5
RXFP1,308.0,320.0
AFAP1,117.5,75.0
GPBP1L1,1588.5,1093.5
C12orf10,15.0,14.5
FAM3A,350.0,210.0
AVPI1,24.0,64.5
TSKS,12.5,13.0
SLC25A19,1050.0,599.5
EDA2R,384.0,284.5
EXOC4,1463.5,1016.0
TGIF2,2220.0,1283.5
ELOVL5,3440.5,2994.0
SAV1,615.5,540.5
TRMT11,49.0,47.0
MRPS35,2286.0,1806.5
APOBEC3G,168.0,116.0
PPCDC,182.0,121.5
NIF3L1,368.0,258.5
CCDC90B,581.0,467.0
FASTKD5,162.0,97.0
CCDC81,10.0,6.0
AASDHPPT,1769.5,1657.0
AGBL5,2141.0,1420.5
LDAH,1753.5,1428.0
ELAC2,998.0,577.5
ALX4,2.0,0.5
GUF1,1788.0,1621.5
SPCS3,11501.0,10449.5
NAA35,506.0,344.0
RINT1,92.5,72.5
SCOC,1260.0,1013.0
DHX35,238.5,172.5
RIC8A,1018.5,611.0
MIIP,137.5,78.0
ATG101,275.5,194.0
GAS5,1565.5,1202.5
PROK2,78.5,54.0
CELF6,13.0,11.5
EEFSEC,175.5,76.5
CELF5,4.5,4.0
SMAP1,686.5,691.5
TRAPPC11,746.0,677.5
ZFAND3,1866.0,1182.5
C14orf93,15.0,11.0
SLC22A23,56.5,35.0
BCORL1,42.0,19.5
SRR,2152.5,1767.0
ABHD4,91.0,76.0
MRPL17,922.0,533.0
FAM204A,715.0,557.0
RNF123,298.0,193.5
THADA,3233.5,2220.5
UBE2O,598.0,347.0
VIPAS39,358.5,239.5
PIEZO2,30.0,23.5
HEATR6,113.0,93.0
NSUN3,32.5,17.0
FAM111A,1320.0,1102.0
MANBAL,242.5,156.5
GPATCH3,132.5,84.5
NAPB,283.5,194.5
SLC17A9,1264.5,750.5
BLOC1S5,844.0,671.0
ELMO2,636.0,416.0
GALNT11,250.0,189.5
ZBED8,8.5,5.0
CHTF18,42.5,30.0
TNN,2.0,2.5
ZNF335,95.5,69.5
ANKEF1,27.5,30.0
XPNPEP3,1146.5,866.0
MRPS14,1802.5,1295.0
CXorf56,699.5,509.0
MCUR1,1052.5,830.0
PCIF1,214.0,126.5
FAM217B,1252.0,980.0
NECAB3,170.5,95.5
CLSPN,1143.5,698.5
PRDM15,652.0,401.5
FIGNL1,210.0,180.0
MYO1G,179.5,112.0
TSPYL2,74.0,44.0
RBM26,639.0,678.0
OXCT2,2.0,2.0
PERP,4.0,5.0
CDH23,2.0,0.0
LHPP,203.0,123.5
SLC28A3,940.5,706.0
RBKS,29.0,25.0
PBLD,56.5,58.5
GOLPH3,4513.5,3765.5
CLSTN2,546.5,385.5
MCCC2,3273.0,2307.0
SNX16,50.0,39.0
POPDC2,2.5,3.5
SAMSN1,19.5,16.0
EPB41L4A,209.5,126.0
PARVG,2161.5,1329.5
LRRC4,1.5,2.5
CENPK,191.5,183.0
RTP4,21.5,14.0
CRLF2,6.5,27.5
MAGEF1,397.0,241.5
TMBIM1,1262.0,748.0
VSIR,2453.5,1352.0
SLC39A8,1931.5,1915.0
DUS1L,358.0,245.5
RRAGC,755.0,553.5
NOD2,117.5,68.5
LIN7B,19.0,8.0
XYLT1,4337.0,2649.5
XYLT2,243.0,129.5
RBSN,391.5,251.5
PDF,834.0,583.5
KIF9,10.0,5.5
C17orf75,67.5,48.5
NCAPG,450.0,418.5
ERAP2,358.0,296.0
NECAB1,158.5,115.5
CARD9,432.0,258.5
OSGEPL1,77.5,73.5
DPEP2,5.5,4.0
P3H1,258.0,144.5
IRF2BPL,140.0,123.5
MMS19,309.0,177.5
DNAJC1,10.5,5.0
TFB2M,257.0,192.5
SEMA4A,906.5,582.0
PJA1,16.0,10.5
ROBO3,33.0,29.0
TOR3A,789.5,512.5
MLST8,478.0,254.5
HERPUD2,362.5,261.5
ATL2,2101.5,1909.5
MS4A6A,4046.0,3090.5
PDLIM2,329.0,158.0
TENT4B,422.0,372.5
RAB17,31.5,17.5
RHBDF1,4.5,3.0
ZSCAN31,55.5,46.5
NOC3L,604.5,476.0
FBRS,2099.5,1193.0
RNF25,5.0,4.5
NSD1,3371.0,2073.0
COP1,361.0,236.0
LMBR1,970.5,823.5
XPO4,2498.5,1984.5
NFKBIZ,13.5,10.0
ARHGAP9,268.0,176.0
HS1BP3,231.0,121.0
AZI2,378.0,352.0
NXN,14.0,11.5
SIL1,64.0,45.5
IKZF4,537.0,304.5
IKZF5,1514.0,1074.5
MMP25,89.0,48.0
ZMAT3,1528.0,1102.0
GMCL1,392.0,371.5
GMCL2,157.5,135.0
ZNF106,5879.0,4178.5
MPP5,239.0,197.5
AKTIP,598.5,632.5
CDH24,57.0,31.5
RGS18,170.0,119.5
KLHL25,16.5,14.0
ARAP3,13.5,8.5
GZF1,294.0,269.0
TMEM267,170.5,166.0
TMEM168,829.5,746.5
MTMR14,819.5,478.5
SUSD1,884.0,580.5
DCLRE1C,2192.0,1687.5
ATG3,624.5,454.0
INF2,651.0,390.0
POLR1E,578.0,367.5
SUDS3,2898.5,2103.0
TTC31,648.5,392.0
CIAO3,281.0,164.5
ZDHHC6,534.0,403.0
PCNX4,181.0,147.5
ACTR6,213.5,218.0
MRPS25,3796.0,2437.0
NOM1,1317.5,993.0
CSMD1,24.0,19.0
TPSB2,5.5,2.5
ALDH8A1,4.0,4.5
CLEC7A,1.0,12.0
GPR135,4.5,4.5
MOSPD3,61.0,34.5
GIGYF1,1879.5,1060.0
PLA2G2F,1.5,1.0
VPS16,80.5,54.0
MFSD14A,703.0,710.0
CSRNP1,147.0,202.0
ANAPC1,318.0,227.0
GORASP1,1144.5,656.0
TMPRSS3,2.5,2.0
COPS7B,1389.0,780.5
NUCKS1,25576.5,19827.0
UNKL,427.0,253.5
WDR13,74.0,50.5
SMAP2,4375.0,2992.5
METTL17,118.5,77.5
ACBD3,508.5,464.5
MFSD1,3589.5,3257.0
PLPPR2,3150.0,1627.5
SMURF2,65.5,58.5
CCDC136,5.5,4.5
SMYD3,1311.0,1071.5
C16orf58,1447.0,842.0
ATPAF1,804.0,696.0
MARC1,5.5,3.0
TNS3,1451.5,907.0
FAM160B2,651.5,374.5
PARP12,9.0,5.5
GAREM1,6.0,2.0
ZNF574,154.0,83.0
CREB3L2,4775.0,3305.0
S100PBP,493.5,326.0
IPPK,438.5,304.0
MEAF6,2584.0,1977.0
CCDC14,678.5,688.0
ILRUN,3047.5,1879.0
ENGASE,444.5,249.0
PCED1A,33.5,21.0
C11orf1,95.5,66.0
RMND5B,378.0,203.0
FNDC3B,980.0,800.0
MTHFSD,680.0,411.5
MICAL1,99.0,68.0
CERK,2434.5,1660.5
AEN,2313.5,1278.5
RBM15,352.5,253.0
CRTC3,523.0,303.0
GINS3,725.5,509.0
TBC1D15,374.0,383.0
EPS8L2,10.0,6.5
LMF1,313.0,188.5
EXO5,68.5,49.5
IFT22,113.5,72.0
CEP85,917.0,515.5
DDX31,1121.0,793.0
RMND5A,3361.0,2644.5
DEPTOR,193.5,164.0
IQCH,9.0,7.5
ARV1,474.0,376.0
NMNAT1,272.0,171.5
ELOVL1,1434.0,858.0
KLC2,112.5,71.0
FBXL17,599.0,556.0
PORCN,58.5,34.5
GNPNAT1,1926.0,1752.0
ISL2,134.5,97.5
MARCHF7,2376.5,2154.0
SPATA20,105.0,69.0
YTHDC2,772.5,701.5
SLC13A3,246.5,142.0
TUT1,21.0,16.5
AIDA,215.0,198.0
USP46,511.5,363.0
NIBAN2,421.0,210.5
VWA1,103.5,60.0
PLEKHG2,276.0,175.5
DCLRE1B,409.0,246.5
NABP1,115.5,151.5
ARMCX5,68.0,45.0
METTL4,157.5,121.0
RFX7,508.5,416.5
PAPOLG,200.0,141.5
C12orf43,983.5,645.5
LPIN3,79.0,43.5
RANBP17,11.5,8.0
BCL11B,9.0,5.5
CASD1,260.5,275.0
LRRC19,3.0,3.5
SLC30A5,912.5,875.5
CCDC71,87.5,46.0
RASAL3,66.5,41.0
TTC23,220.0,132.0
MRPL14,289.5,213.0
STAG3L4,261.5,202.5
NT5DC2,176.0,129.5
CENPH,879.5,619.5
MRPS26,649.0,429.0
MRPS24,358.5,264.5
MRPS15,72.0,66.0
MRPS11,699.5,452.5
MRPS9,222.5,133.5
MRPS6,1278.0,854.5
MRPS5,3185.0,2131.5
MRPL41,173.0,112.5
MRPL40,141.5,114.0
MRPL38,350.0,258.0
MRPL36,417.0,292.0
MRPL34,1382.0,841.0
MRPL32,340.5,299.0
MRPL11,3581.5,2231.5
MRPL9,3196.0,2147.0
MRPL1,122.0,80.0
NDRG4,8.5,6.0
SLC26A6,121.5,72.5
PINK1,1241.0,833.0
REEP1,4.0,4.5
GPBP1,719.0,615.5
ACD,39.5,32.0
RAPH1,50.0,27.5
TMEM237,70.0,64.5
NBEAL1,6.0,5.0
CFLAR-AS1,157.0,130.5
RTN4R,21.0,12.5
MRPL44,752.5,589.0
VPS33A,419.0,249.0
NOL6,1772.5,1054.5
TMEM135,610.5,526.5
JMJD4,366.0,220.5
KRI1,1372.0,855.5
MARCKSL1,4702.5,2703.5
UPF3B,443.0,388.0
UPF3A,355.0,278.5
RSRC2,3048.0,2067.5
WNK1,3166.5,2228.5
NADK,1170.5,715.5
ZFP69B,7.5,6.0
SPATS2,108.0,73.5
ZSWIM4,270.5,138.0
CPLANE1,15.0,9.5
ZNF649,28.5,20.5
MPPE1,619.0,426.0
COA7,1075.0,749.5
PYCR3,5.0,2.0
UBE2Z,2888.5,1801.5
C8orf33,3408.5,2284.5
WNK3,2.5,3.5
PLEKHA3,129.0,102.0
PHACTR4,794.5,496.0
BRD9,2430.5,1435.0
CAPRIN2,10.0,10.5
GRAMD2B,72.0,44.0
AACS,472.0,286.5
ZBTB10,380.5,330.5
KCTD14,6.5,3.0
ZNF747,379.0,188.0
DLK2,13.0,8.5
ANTKMT,45.0,28.5
FUNDC2,918.5,674.0
DDRGK1,108.0,76.5
MRPS34,1889.0,1080.0
CENPBD1P1,2268.0,1305.5
RASL11B,7.5,5.0
C11orf95,315.5,181.0
LYNX1,81.0,49.5
CHID1,335.0,225.0
TRAK2,350.5,260.0
MTMR9,1047.0,862.0
CRELD1,90.0,51.5
MRPL57,1764.0,1245.0
PCYOX1L,1054.5,697.5
YIPF2,1775.0,950.5
PRR14,56.5,41.5
HROB,89.5,62.5
CYREN,1309.0,727.0
RHPN1-AS1,64.5,35.0
LRFN4,196.0,116.0
AUNIP,417.5,231.5
VKORC1,1131.5,714.5
TRIR,4831.5,3254.0
MIS12,668.5,502.5
CUEDC2,231.0,163.5
SCNM1,128.0,107.5
METRN,768.5,405.0
DBNDD1,68.0,34.0
DDX50,225.0,176.5
CAMKV,9.5,5.5
LINC01260,5.0,2.0
DDA1,1873.5,1024.5
GGCT,4288.5,3529.5
GID4,315.0,190.0
CENPM,380.5,254.5
C7orf25,74.5,53.0
TMEM106C,1070.5,807.0
NUP37,82.5,70.0
AHNAK,2378.0,1486.5
ZNF655,1075.5,929.5
SPATA5L1,12.0,6.5
PDCL3,138.0,112.0
ERI3,732.5,440.5
C7orf26,221.5,121.0
NABP2,1101.0,676.0
KXD1,3485.5,1927.0
ZFYVE21,296.5,286.5
DDX54,536.0,335.5
TMEM38A,18.0,12.0
KCTD15,1355.0,776.5
SECISBP2,275.5,199.5
NOC4L,48.0,32.0
ALG8,367.0,232.0
PRRG4,1178.0,972.5
ASPSCR1,23.5,17.5
TMEM223,469.0,311.5
ATG9A,2071.5,1062.5
METTL16,1890.5,1190.0
FTO,1215.0,770.5
ELOVL6,40.0,43.0
FASTKD3,267.5,235.0
TMEM109,3852.5,2113.0
C2orf49,532.5,419.5
DSCC1,576.5,501.0
DCTPP1,4441.0,2488.0
C1orf50,61.5,46.0
CCDC86,968.0,611.5
LBHD1,1536.5,965.0
WDR77,2532.0,1722.0
SLC25A23,1789.5,920.5
SMIM7,2210.0,1616.0
ALG12,261.5,170.0
ZNF426,708.5,566.0
TMUB2,467.5,293.0
TRAPPC6A,424.0,264.5
METTL22,14.0,7.5
CHAC1,19.5,9.5
C9orf16,621.5,350.5
C11orf49,350.5,214.5
C1orf116,3.0,4.0
TAF1D,350.5,280.5
RNF26,1137.5,643.0
MAPKAP1,1191.0,741.0
DHX58,7.5,7.5
NDUFAF5,31.0,29.0
TMEM185B,2478.0,1721.0
APOO,274.5,186.5
RETREG2,2178.5,1354.5
DERL1,3893.0,2842.5
CCDC28B,29.5,27.0
PHF23,405.0,205.0
PPDPF,1016.0,808.5
CHCHD7,1532.5,1123.5
FKRP,281.5,160.5
ZSCAN5A,90.5,51.5
TNIP2,475.0,292.0
PLEKHF1,152.5,139.5
MFSD11,97.5,91.5
