,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
TRAPPC2L,10,28,33,12,15,28,23,30
HECA,66,111,104,26,78,148,100,98
VPS29,21,27,25,22,33,26,37,53
CYB5R2,0,0,0,0,1,0,0,0
NLK,13,12,12,8,6,19,16,10
ACSL5,1,8,6,2,5,1,3,6
CYB5R1,7,9,7,6,4,10,6,9
ZNF44,1,4,3,0,4,6,4,6
SELENOT,41,44,48,23,41,103,64,44
RAB23,4,6,11,4,5,7,7,10
CAB39,215,199,217,107,171,321,201,258
UIMC1,3,12,10,3,5,14,10,14
FBXO40,0,0,0,0,0,0,0,0
DNAJB11,7,11,10,3,10,18,10,12
CMPK1,57,60,78,22,43,137,101,90
POLR3K,26,45,45,26,36,46,52,46
WBP11,32,51,28,13,24,46,35,44
UPB1,3,1,1,1,1,1,2,4
MSRB1,11,36,32,10,21,34,32,22
RAPGEF6,43,57,66,24,61,92,95,74
GHRL,1,1,1,0,0,1,0,1
WWOX,1,4,7,0,2,3,5,4
ARID4B,171,198,210,114,174,276,230,251
CD244,2,10,9,1,5,13,10,8
LUC7L3,130,132,141,56,119,184,132,174
RTEL1,0,0,2,0,1,0,0,1
HIGD1B,0,0,0,0,0,0,0,0
ERAP1,11,14,9,7,10,11,13,18
TMEM8B,0,0,0,0,0,0,0,0
CDK12,97,168,144,61,111,203,188,172
C9orf78,31,38,41,19,47,75,44,47
RAB8B,17,21,12,5,9,29,22,13
INPP5K,8,8,9,10,5,16,14,11
GNG13,0,0,0,0,0,0,0,0
STK26,41,44,50,32,41,76,53,66
TM7SF3,14,24,30,8,18,20,25,25
RSF1,15,12,13,4,18,21,14,7
MAP3K20,96,144,135,63,99,185,127,154
KDM3B,69,107,112,59,70,118,118,131
COQ3,2,1,0,0,1,0,0,1
TUBA8,0,1,1,0,0,0,0,1
PHAX,45,69,82,22,39,93,66,61
GALNT7,28,22,33,13,17,44,32,26
ADA2,2,4,1,2,0,2,2,3
BCL11A,95,118,97,50,85,160,115,114
BTBD1,83,79,94,43,66,127,93,91
SPA17,0,0,1,0,1,0,2,0
IL17D,0,1,0,0,0,0,3,0
NUDT9,4,4,5,2,2,3,4,2
ZFYVE1,10,18,19,5,9,19,14,18
PANK1,39,27,31,5,24,55,40,41
SHC3,0,0,0,0,0,0,0,0
NUP54,62,68,71,25,63,92,55,73
TPCN1,2,8,12,2,1,7,4,13
STX18,11,18,17,7,17,19,18,27
MBD3,50,84,104,50,50,77,85,114
ADAM22,2,0,2,0,0,1,0,0
PTOV1,0,0,1,1,1,4,1,3
S1PR5,0,4,4,0,0,0,1,0
FXYD6,0,0,1,0,0,1,0,0
FXYD5,2,2,1,2,3,2,2,6
GPR84,0,4,2,4,0,2,0,0
IL20RB,3,3,4,0,2,0,2,2
FGFRL1,39,44,71,24,31,66,65,64
C11orf24,10,13,8,8,14,15,7,14
TRIM34,1,0,1,0,0,2,2,3
CLDN22,0,0,0,0,0,0,0,0
RAB4B,2,7,4,2,2,2,4,8
RAB24,20,38,39,21,20,21,31,38
PELO,11,26,12,3,3,13,10,16
PPIL3,2,7,5,1,3,11,3,13
CSNK1G1,110,135,179,48,93,203,141,166
A4GALT,0,1,3,0,0,0,1,0
CPSF2,30,31,49,11,28,64,61,37
BRWD1,98,103,135,33,93,179,139,134
SLC37A1,11,8,7,5,8,10,10,13
PCBP3,0,0,0,1,0,0,0,0
C21orf58,13,26,18,19,12,12,20,32
YBEY,2,4,6,1,3,12,7,11
SMIM11A,0,2,0,0,2,1,1,1
MIS18A,20,23,33,19,16,36,25,30
LINC00158,0,0,1,0,0,0,0,0
TSPEAR-AS1,0,0,0,0,0,0,0,0
SETD4,25,24,24,16,33,30,38,38
GSAP,4,10,6,6,5,6,10,2
TLR9,0,0,0,0,4,0,0,0
POLE3,191,321,362,151,250,448,353,344
CHRAC1,54,66,73,44,61,93,82,74
GPR88,1,2,5,0,0,3,4,4
MRPL39,0,0,0,0,0,0,0,0
C21orf91,58,95,71,21,55,128,90,40
DCUN1D1,50,47,66,10,46,90,49,70
NANS,1,1,1,0,1,2,0,0
CYCS,146,164,136,73,124,247,149,176
ERRFI1,4,2,7,4,8,10,2,4
KCNK10,33,28,37,19,27,54,35,51
TREM2,0,2,0,3,0,1,0,0
TREM1,64,21,11,34,71,16,11,98
GPR85,21,12,16,7,19,19,11,37
GNG2,8,2,7,0,2,3,2,5
GDAP1,7,17,15,6,10,23,5,17
DPM3,2,5,3,1,2,1,1,5
TERF2IP,89,126,137,46,105,151,133,137
SLC38A2,511,491,480,262,509,714,473,758
NLGN3,1,0,0,0,0,1,0,0
SIAE,2,3,2,0,2,1,8,5
DNAJC10,3,10,11,4,7,10,9,7
YIPF1,18,13,11,8,11,18,14,11
GAR1,18,9,18,9,8,20,26,19
SSH1,60,84,96,29,58,102,77,84
SH3TC1,0,3,0,0,1,0,0,0
GFOD1,13,9,24,5,1,15,11,17
RBM27,80,99,95,22,69,150,113,97
SASH3,15,25,32,14,16,50,33,26
KCTD5,108,148,193,83,130,197,176,213
ANLN,29,48,45,20,22,99,62,37
RIN2,1,0,2,0,2,1,0,3
ATAD2B,58,48,48,28,43,100,62,64
FBXO42,9,21,12,10,10,28,19,15
PRR13,39,63,56,38,41,63,58,52
MRPS21,14,22,22,10,23,24,21,18
FBXW5,8,24,41,24,25,20,27,32
CCSER2,31,36,44,8,24,45,42,32
RETREG1,4,3,3,3,2,2,0,6
XRN1,22,23,28,8,18,39,38,23
ETAA1,1,2,2,5,0,4,1,1
ANKIB1,8,15,10,7,9,13,8,17
MIOS,12,7,4,1,8,7,3,19
ZFAND6,5,13,7,6,6,26,10,21
ARMCX6,2,4,8,5,6,5,6,7
MIEF1,302,498,485,238,315,626,491,497
TOLLIP,62,134,145,59,90,180,128,124
NLE1,30,56,54,37,39,71,53,59
RNF216,38,70,89,44,53,91,75,93
PIMREG,7,8,6,4,10,13,12,6
CHPF2,1,1,5,2,1,4,1,1
TRMT13,11,7,17,3,10,20,7,11
DGCR8,31,42,39,18,34,38,55,57
OTULINL,33,51,58,40,41,62,55,77
NEURL1B,0,0,0,0,0,0,0,0
C11orf71,14,13,22,6,9,20,16,17
TMX3,77,47,65,22,46,104,89,97
PRMT7,0,3,0,1,3,2,1,3
HEATR5B,6,8,5,3,5,5,5,10
SMOX,7,3,8,5,16,8,4,15
TMCO1,42,61,77,33,56,88,80,73
RBM47,1,1,2,1,2,2,1,0
ZDHHC13,2,2,2,0,2,1,7,6
DHX29,1,3,0,0,4,2,1,3
ADAMTSL4,0,1,2,2,1,0,4,3
RHOF,15,29,33,11,12,47,35,22
EXOSC4,5,7,5,2,2,6,3,5
MTRF1L,11,12,16,6,16,27,10,23
PUS7,18,28,26,10,21,28,28,27
APBB1IP,9,8,20,12,8,22,13,32
CCDC93,59,77,111,33,59,113,102,94
WDR44,2,0,3,0,1,4,0,4
ANKRD16,8,4,2,0,4,6,2,9
ASNSD1,1,2,0,0,2,0,0,1
MIER2,17,28,33,14,24,37,36,46
USP53,5,1,2,0,0,1,2,2
MRPL50,30,51,46,16,28,65,63,54
EXOC6,14,12,16,10,16,21,23,23
SHLD2,7,14,5,6,9,19,15,16
NDUFB11,1,3,7,2,5,3,9,7
FAM193B,6,22,21,14,16,22,21,38
DDIT4,118,42,40,97,106,43,39,180
RC3H2,5,1,2,1,3,6,0,1
TOMM7,4,8,8,6,11,9,10,11
MTMR12,23,36,41,8,27,62,48,36
SDK2,0,4,2,0,0,0,0,1
NECAB2,0,0,0,0,0,0,0,0
GNL3L,67,112,115,55,83,141,130,135
MIR4453HG,22,23,31,9,11,26,27,31
WDR5B,27,30,21,10,22,37,22,28
DDX49,13,10,14,10,12,21,16,20
ING3,24,21,22,8,25,40,26,18
SGTB,4,6,6,0,3,8,5,5
SPATA6,0,2,1,0,0,1,1,1
EGLN1,50,45,31,21,27,63,38,46
GNB1L,0,1,1,2,1,1,0,1
LZTFL1,22,35,42,20,34,34,29,28
MXRA8,1,0,0,0,0,0,0,0
NDFIP2,15,23,27,12,15,36,33,19
DDX56,13,20,13,8,8,11,18,20
INO80,87,133,169,63,104,154,130,165
CCNJ,72,99,104,30,58,148,116,63
FBXL19,7,18,33,5,14,15,19,26
VSIG10,0,2,0,0,0,0,0,2
ARL15,4,4,5,0,2,10,4,2
PAF1,64,75,101,53,74,98,94,103
PARP14,6,20,26,6,7,21,14,16
HES2,0,0,0,0,0,0,0,0
MAP10,1,11,9,2,4,12,11,7
MINDY2,19,18,17,9,17,44,23,40
PCDHB18P,0,0,0,0,0,0,0,0
TBC1D13,38,61,66,52,57,64,71,112
WDR74,2,1,3,2,0,2,5,1
TMEM106B,12,7,8,3,5,13,11,11
RSBN1,109,157,164,38,113,243,198,119
CRLS1,19,20,30,10,23,31,21,32
GTPBP2,16,63,50,21,23,43,38,56
CROT,1,1,5,1,0,1,1,1
ZNHIT6,58,64,63,17,64,90,66,58
P4HTM,0,0,0,0,0,1,0,0
MANSC1,0,0,0,0,1,0,1,0
RRN3,2,4,3,0,2,2,1,1
PDP1,64,87,78,41,69,166,103,77
GPN2,13,12,11,0,10,8,10,13
MARCHF5,16,31,27,15,23,57,28,24
OTUD4,134,138,138,55,106,234,169,139
TMED9,51,69,109,43,55,91,76,87
SLC35F2,8,8,11,6,7,8,7,11
RAB39A,8,6,10,5,6,15,15,6
MPHOSPH8,19,29,25,18,24,32,27,35
XAF1,31,22,32,16,37,30,32,53
LEPROT,30,51,56,22,35,84,56,59
LY6K,0,0,0,0,0,0,0,0
EPDR1,15,30,29,7,27,33,34,23
FNDC8,0,0,0,0,0,0,0,0
ZNF853,0,1,2,0,0,2,0,0
FAM20A,0,0,0,0,0,0,0,0
KLHDC4,0,1,1,0,1,5,2,2
PCSK4,0,0,0,0,0,0,0,0
ZRANB1,48,69,62,33,52,90,66,92
TRIM44,46,71,85,30,49,71,74,80
PPP1R12C,8,7,19,6,11,16,13,25
RNF111,16,27,27,5,14,38,41,35
NSMCE4A,3,0,2,3,4,2,4,1
ALKBH4,27,39,47,19,39,54,35,39
BORCS6,12,36,31,20,22,29,31,29
DNAJB12,57,77,77,42,70,70,84,100
TET2,54,57,71,20,64,104,59,62
KCTD9,47,34,45,15,40,53,50,46
TRPM4,6,11,8,16,10,13,3,22
MED18,19,39,44,25,39,58,45,53
MBTD1,41,70,62,15,45,112,66,93
KLHL24,33,46,43,10,17,66,35,22
HAUS6,62,77,59,25,48,101,65,74
TRIT1,16,28,44,14,29,35,35,38
CNNM2,3,5,5,6,1,7,5,4
AHI1,1,5,4,1,3,5,6,10
ZNF586,40,55,73,32,48,75,60,66
DYM,7,7,2,1,6,6,10,7
SAMD9,26,27,40,15,19,47,30,32
GIPC2,0,0,0,0,0,0,0,0
ZNF562,174,307,266,89,197,370,268,299
AFTPH,41,49,44,26,20,61,23,48
KLHL28,26,26,36,10,21,51,36,29
QPCTL,10,18,13,15,10,15,14,30
GATAD2A,135,217,209,107,139,248,253,261
ZNF280D,21,15,30,11,31,35,27,36
ZCCHC10,58,73,86,34,47,94,68,69
NDE1,2,0,0,1,1,2,2,2
ERCC6L,2,3,2,0,1,3,1,5
TRPM7,21,41,23,22,29,47,27,47
SWT1,0,0,2,1,2,2,2,1
GIN1,13,20,16,4,16,22,18,23
BCAS3,1,1,1,1,1,1,2,2
VPS13C,8,15,18,10,8,15,12,16
GDAP2,22,37,34,5,24,30,31,42
BSPRY,0,1,2,1,0,0,0,0
WBP1L,78,106,129,76,112,135,137,196
LRRC49,0,1,0,0,0,0,0,0
APTX,53,58,61,37,53,66,60,76
BIVM,0,1,5,2,6,3,3,5
MFSD6,0,2,7,0,2,4,4,3
SIDT1,16,8,14,7,21,15,5,31
ARHGEF38,0,0,0,1,1,0,0,1
DEF8,7,5,9,3,5,3,5,8
FBXL12,40,74,87,43,67,87,86,93
ANKRD49,35,60,32,12,41,74,45,49
PAQR5,0,0,0,0,0,0,0,0
WDR55,25,21,40,20,26,38,32,27
FAM83E,0,0,0,0,0,0,0,0
TENT5C,7,19,12,4,8,16,20,6
GON4L,3,8,5,3,6,6,9,9
PGPEP1,52,124,145,46,67,146,127,101
ELP6,4,6,15,6,3,20,13,15
SNRK,233,245,230,109,182,366,251,241
CC2D1A,1,5,2,2,2,2,1,4
TOR4A,81,162,165,67,104,183,158,186
GPATCH4,42,55,64,42,52,63,65,76
TMEM214,19,35,45,19,23,38,29,33
TMEM104,33,58,51,15,40,61,45,62
EPS8L1,2,1,3,0,4,0,1,4
QRICH1,36,66,63,22,48,56,45,53
PIGG,4,14,6,6,2,13,5,7
FNBP1L,0,0,0,0,1,0,0,0
CNTLN,7,21,17,7,8,19,9,21
DCAF16,59,68,86,26,39,82,77,100
ZCCHC2,34,47,43,20,45,81,60,52
DPP8,123,195,181,44,148,230,199,169
ST7L,0,5,2,4,2,7,7,3
BCOR,57,75,82,31,56,116,90,86
TEX10,1,2,1,1,1,1,1,0
ANKHD1,6,8,7,0,4,7,6,10
CWC25,0,3,0,0,0,2,1,1
RETSAT,7,10,15,7,12,8,18,11
UHRF1BP1,100,143,115,37,68,153,139,127
NSUN2,98,121,132,67,107,111,111,183
ALKBH5,115,167,191,103,109,223,247,227
INO80D,147,264,243,57,172,378,277,235
NCAPG2,20,27,16,13,26,42,31,28
MTMR10,3,8,19,2,3,21,11,7
RNF43,0,0,0,0,0,0,0,0
SLC66A1,34,38,61,32,43,41,45,72
CASZ1,1,3,1,1,2,3,1,6
PXK,33,51,55,21,31,85,52,45
LAX1,0,3,0,1,2,1,2,1
CDKAL1,9,17,14,8,10,23,17,16
TTC19,28,36,39,23,31,35,36,54
MKS1,0,3,0,3,1,0,3,1
NSD3,27,54,45,24,44,79,56,51
TASOR2,15,6,7,5,2,17,9,9
SPDL1,8,16,9,3,3,6,6,12
SEMA4C,21,37,39,15,21,50,31,35
RPP25,35,44,53,34,37,88,49,51
FOCAD,4,0,3,2,2,2,5,6
YTHDF1,85,127,119,50,108,166,162,140
TMEM260,18,18,32,5,10,16,21,32
CMTM6,125,158,164,64,112,202,156,166
DNAAF5,14,23,31,8,22,30,24,34
DUS2,3,6,2,2,2,7,9,6
CHTF8,139,226,230,105,116,262,232,233
RASIP1,0,0,0,0,0,0,0,0
LIME1,4,1,2,4,0,2,4,2
ZSCAN32,20,32,34,16,23,37,37,38
UBE2R2,87,117,130,52,89,155,145,132
CHCHD3,41,72,96,34,54,102,73,77
IMPAD1,160,251,234,66,162,355,239,236
TMEM161A,0,1,1,2,4,1,0,3
HAUS4,1,1,8,2,5,3,5,4
TRMT10C,13,22,20,6,12,35,27,23
EXD3,1,3,5,1,3,6,3,2
KANSL2,49,58,72,34,53,105,66,52
DUSP23,4,5,10,6,8,7,5,4
ADPRHL2,38,61,71,37,53,71,69,61
SOHLH2,0,0,0,0,0,0,0,0
SARS2,4,7,2,3,4,3,4,3
COMMD4,7,5,5,5,2,7,2,6
OCIAD1,7,19,14,6,13,15,13,20
RNF125,24,40,40,14,20,52,53,34
ABITRAM,24,43,40,20,39,41,46,50
SLC41A3,2,10,8,3,3,9,3,1
LPCAT2,17,12,7,5,11,8,10,17
MRPL16,6,15,12,2,7,8,7,8
SDHAF2,29,28,40,16,27,36,35,35
COMMD8,16,12,9,12,11,22,8,12
TRNAU1AP,1,4,2,1,4,5,8,2
ODR4,27,26,36,18,36,32,25,49
FAM120C,16,25,25,6,14,39,39,22
C1orf109,72,68,71,34,71,114,74,99
PARP16,1,4,3,0,2,4,6,7
TXNL4B,49,66,65,29,47,73,56,58
TMEM160,0,0,0,0,1,0,0,0
GEMIN8,2,4,9,5,5,5,6,8
SSH3,10,9,13,8,4,13,14,19
TIPIN,4,5,3,1,1,9,5,7
UCKL1,5,9,14,5,12,4,8,16
C1orf56,0,0,0,0,0,0,0,0
PIGX,10,15,5,8,10,21,11,10
TMEM70,87,112,101,40,104,167,99,104
HPF1,0,0,1,0,0,0,0,0
TTC12,0,1,0,0,0,0,0,0
BANP,4,3,4,4,1,1,4,4
TMEM132A,0,0,0,0,0,0,0,0
INTS11,2,2,1,3,4,2,1,5
THG1L,12,13,13,6,17,18,16,11
C20orf27,16,35,44,26,19,30,42,40
SLC25A38,29,49,33,25,33,47,57,43
SLC35F6,26,32,34,19,23,54,52,43
C2orf42,7,12,10,2,6,13,7,11
NMRK1,0,1,3,0,3,3,1,4
CLN6,23,32,39,27,35,46,43,53
PINX1,32,20,30,22,27,33,38,40
HCFC1R1,2,3,1,1,3,1,1,2
ULK4,2,1,6,1,4,6,4,6
CZIB,7,8,21,4,4,11,6,16
ZNF770,75,101,67,31,63,155,91,92
C1orf159,4,4,7,0,4,6,4,1
ZSCAN2,17,35,34,17,19,35,48,21
GID8,85,100,127,77,101,157,139,135
OXSM,0,0,1,0,1,0,0,2
TESC,8,13,15,1,5,11,9,20
AURKAIP1,5,7,2,3,4,2,2,7
TMCO3,2,1,4,1,3,2,5,6
PAK1IP1,5,8,7,6,5,9,5,5
LAMTOR1,20,57,69,24,33,59,56,50
RMND1,9,8,11,7,11,16,15,16
TRMT61B,4,2,0,1,1,6,1,2
FAM118A,19,26,25,13,28,23,30,49
HERC6,0,1,1,0,0,1,0,1
FAM174C,17,27,39,19,21,31,31,42
PARPBP,6,13,11,2,5,19,14,13
PIH1D1,4,5,1,1,0,2,1,1
PPP2R3C,40,28,27,13,34,38,22,46
MCUB,0,0,0,0,0,0,0,0
STX17,14,15,15,5,12,23,17,17
PRPF39,8,10,9,5,10,22,19,13
MARCHF1,0,0,0,0,0,0,1,0
C14orf119,56,69,74,53,74,101,71,100
TTC38,11,12,16,15,8,19,22,18
PHIP,153,136,137,53,117,271,156,191
BANK1,0,0,0,0,0,0,0,1
TMEM255A,1,1,1,1,0,2,2,2
HEATR3,2,2,1,3,1,6,4,3
C17orf80,41,38,40,12,32,61,51,52
FBXO34,102,108,85,49,92,118,108,133
USP47,31,40,43,19,31,43,38,49
SLC35A5,22,14,25,9,21,32,25,26
FKBP14,18,21,21,6,10,26,23,18
NOL8,130,173,151,64,111,223,161,193
PTCD3,44,73,73,36,62,83,59,102
CDCA4,95,135,151,87,102,220,170,152
TRMT12,23,27,39,11,18,38,31,38
PLEKHB2,167,224,226,110,181,327,276,301
VPS37C,32,62,80,38,45,59,44,75
REX1BD,0,1,1,0,2,4,2,3
NRDE2,2,2,8,2,3,2,5,2
MRPL20,24,33,45,22,37,30,38,39
ATG16L1,64,116,116,73,76,125,120,127
ZWILCH,12,6,11,7,12,16,13,18
GABPB1-IT1,54,91,68,42,63,95,79,93
WIPI1,0,1,0,2,0,1,1,1
ZCWPW1,0,0,0,0,0,0,0,0
PDPR,142,176,214,71,140,270,221,236
TMEM248,83,112,104,58,76,133,122,140
DET1,13,18,19,9,13,17,17,20
C9orf40,37,71,56,30,52,73,67,71
RNF31,1,2,1,3,0,2,1,1
LRRC37A4P,1,2,1,0,0,1,2,1
OXR1,31,34,46,12,29,62,35,27
UACA,0,0,0,0,0,4,0,0
TMEM45A,0,0,0,0,0,0,0,1
TAPBPL,0,0,0,1,0,1,2,1
IFT57,0,2,1,1,1,2,1,3
ARGLU1,38,31,36,17,21,70,52,50
SOBP,0,1,2,0,0,2,3,0
CCDC186,41,30,43,14,32,60,55,48
MED9,100,116,139,52,67,141,125,114
TMEM51,3,0,2,0,0,0,0,0
WDYHV1,18,18,23,15,14,29,24,25
GPATCH1,2,4,3,4,1,6,8,5
SAMD4B,41,54,40,43,39,63,46,82
EBLN2,11,13,11,6,13,19,10,11
WDR70,0,3,1,0,0,1,1,0
DMAC2,71,110,132,53,67,126,116,106
ATG2B,17,13,12,6,10,10,14,16
GPATCH2,21,27,19,3,15,33,29,24
BSDC1,28,45,58,20,35,51,57,81
AGGF1,31,53,49,27,36,78,76,47
MAGOHB,18,28,23,13,19,27,13,21
PLEKHJ1,22,49,57,29,30,37,37,77
WDR60,1,0,1,0,0,3,1,1
XKR8,10,13,17,10,6,14,10,12
ARHGAP17,35,64,62,30,28,64,61,45
TMEM39B,1,1,2,0,5,0,4,3
PRPF38B,78,68,68,30,54,79,71,88
FANCL,7,4,6,4,9,6,2,10
AKIRIN2,57,71,82,40,64,110,76,87
CEP192,0,0,1,1,1,1,1,0
HEATR1,10,15,17,5,16,21,16,24
TRIM68,17,29,16,7,10,21,19,25
ANO10,0,2,2,0,1,0,1,2
RBM28,5,9,7,3,3,9,6,6
LARP1B,25,15,18,7,18,26,22,30
SRBD1,5,6,7,0,2,6,1,7
WRAP53,0,0,0,0,0,0,0,0
FAM90A1,0,4,1,0,1,1,0,0
ANKZF1,1,0,6,1,4,1,2,10
ELP3,36,65,87,23,46,110,74,85
HAUS2,97,90,101,48,81,158,122,110
CDCA8,47,101,115,69,71,110,120,133
LRRC8D,9,34,30,8,18,35,30,38
THAP1,61,61,62,23,56,111,78,70
ZDHHC4,0,0,0,1,1,2,5,0
RBM23,62,66,81,41,54,83,65,95
MTPAP,31,46,46,31,37,67,54,66
C19orf73,1,4,5,3,2,2,4,3
TMEM38B,4,6,8,1,5,8,7,5
DALRD3,3,2,6,1,0,2,1,2
SDAD1,37,40,40,21,32,47,37,35
MSTO1,2,10,5,5,5,8,14,8
ARMC1,61,73,68,27,60,123,74,88
DARS2,9,5,7,2,5,8,16,11
RFWD3,205,272,265,125,209,408,287,323
ARHGEF10L,1,2,4,0,0,5,2,1
TMEM33,102,147,124,64,98,184,141,137
PNPO,29,16,36,17,15,52,46,23
SHQ1,29,24,18,16,16,43,40,30
CEP55,14,10,13,7,9,24,10,15
CENPQ,18,12,17,3,5,28,13,18
MSL2,188,278,243,102,224,464,351,235
MRPS18A,18,23,24,16,18,31,21,19
PRMT6,63,88,100,41,80,159,104,79
TBCCD1,1,5,5,0,1,2,3,5
DNAAF2,4,5,8,3,4,5,4,3
MRPS10,42,45,59,20,50,67,54,49
INTS10,5,11,6,3,5,12,15,10
KLHL11,58,99,80,24,65,141,98,79
SEC61A2,12,14,10,4,6,8,11,12
RMDN3,9,16,13,10,12,25,18,25
MRM3,22,23,28,16,23,37,14,35
FAIM,0,0,0,0,0,0,0,0
SMG8,5,8,13,4,2,14,6,12
RNF220,60,107,96,74,57,108,103,123
RIF1,43,38,45,12,35,77,42,48
DZANK1,2,3,4,2,3,5,2,6
SLC25A36,97,119,122,40,82,187,146,141
VPS13D,14,29,17,9,7,27,20,23
RIC8B,11,14,21,7,20,17,26,17
NADSYN1,0,0,0,1,0,0,0,1
DNAJC17,0,1,2,0,0,1,1,0
PBRM1,35,43,62,18,46,104,65,56
EVA1B,0,1,1,0,0,0,1,0
RESF1,34,34,53,18,35,58,57,40
RPRD1A,71,70,56,29,48,86,67,62
APPL2,5,5,8,0,7,10,6,4
FAM86C1,11,12,8,6,4,19,15,10
PLEKHG6,0,0,0,0,0,0,0,0
MAP1S,2,1,3,5,1,3,2,2
LGI2,0,0,0,0,0,0,0,1
GOLPH3L,24,45,37,19,30,56,38,50
ZNF532,0,0,2,2,1,2,4,3
SBNO1,120,183,146,62,125,268,189,179
ARL8B,226,193,191,109,226,304,228,316
DCUN1D2,14,25,21,12,16,31,35,22
SETD5,89,137,148,84,122,159,153,179
ATAD3A,17,19,15,16,14,15,16,20
BBS7,0,2,0,0,0,0,1,0
RCBTB1,10,13,12,2,7,11,12,11
FANCI,2,11,10,4,3,9,10,9
NKAPD1,88,93,72,49,67,149,120,102
EXD2,12,8,12,4,6,13,10,12
MACO1,10,17,30,8,9,21,15,18
LRRC20,1,4,4,3,2,2,3,2
TRIM62,14,16,14,8,12,14,11,28
RAVER2,0,0,0,0,0,0,0,0
NAT10,17,30,46,30,17,31,32,25
LRRC1,0,0,5,0,0,2,1,3
USP40,3,6,6,1,4,7,6,4
MOB1A,188,249,248,87,187,346,263,266
SMU1,14,18,16,13,21,26,19,32
UBA6,33,20,22,11,26,32,29,36
SLC38A7,7,14,8,13,8,31,16,24
OGFOD1,30,39,36,21,34,32,36,32
STEAP3,5,16,16,9,8,10,8,16
UQCC1,10,11,12,10,11,14,17,21
CCDC25,61,78,97,51,50,136,66,95
NEIL3,2,2,4,0,1,13,2,9
PACC1,27,30,28,21,31,38,34,27
YY1AP1,99,103,131,61,94,130,111,139
ELP2,1,0,1,0,4,1,2,2
PCMTD2,4,7,6,2,1,7,5,7
ASXL2,48,81,83,31,59,104,80,90
TYW1,10,17,20,8,14,26,28,15
TMEM39A,107,141,110,50,108,126,120,146
WDR41,18,26,18,7,17,22,26,24
ADI1,3,0,3,3,0,1,0,0
MRGBP,33,48,72,30,46,74,46,56
CASC1,0,0,0,0,0,1,0,0
TMEM143,2,12,10,1,0,3,6,9
MAP11,11,15,15,3,14,12,14,26
TMEM19,5,9,11,3,5,6,8,5
ECHDC2,0,0,0,0,0,0,2,1
PSPC1,26,37,50,28,36,54,44,35
NUDT15,66,88,92,39,56,139,100,91
IMP3,173,270,286,162,212,339,276,275
PHF10,1,3,6,1,6,4,6,9
VPS53,24,35,37,16,45,45,53,53
PGM2,21,13,17,8,16,14,19,14
FGGY,0,0,0,0,0,0,0,0
QRSL1,6,14,17,6,15,22,22,19
ZNF654,43,49,51,18,39,108,60,49
CWF19L1,14,15,19,14,13,21,22,26
TMEM140,0,0,0,0,0,0,1,0
UBE2W,309,367,343,123,301,550,400,417
RBM41,31,28,27,17,30,30,42,27
C4orf19,0,0,0,0,0,1,0,0
RHOT1,5,10,5,3,9,23,16,15
BRF2,35,42,54,39,32,69,51,53
PPP6R3,32,69,65,34,43,90,65,82
UEVLD,4,9,5,4,2,7,4,12
FBXW7,68,87,90,39,69,115,87,67
KLHL26,30,67,65,37,35,61,75,62
TBC1D19,0,0,0,0,0,0,0,0
CCDC91,4,2,0,0,4,2,2,2
RNF121,4,8,14,7,10,13,8,11
BRIX1,15,12,22,9,22,45,20,27
PI4K2B,16,28,27,6,14,43,21,15
DDX19A,44,57,47,44,52,63,59,71
ZNF444,12,17,25,10,8,24,14,18
RFK,23,34,28,9,18,60,28,22
TMEM144,5,5,2,2,3,5,3,2
SLC29A3,11,28,25,8,12,22,19,17
RSAD1,11,35,53,20,27,30,30,40
AP5S1,17,33,31,23,19,27,43,40
TMA16,19,16,14,5,11,24,13,12
MIS18BP1,17,17,14,9,10,27,15,18
C5orf22,37,42,61,15,50,75,64,60
ABCF3,3,5,17,2,5,6,5,7
UFSP2,9,3,4,4,9,6,7,7
AGPAT5,133,168,172,67,120,269,172,168
LIN7C,98,87,102,34,80,181,123,125
RNLS,0,0,1,0,0,0,0,0
MNS1,0,2,0,2,0,0,1,0
BLOC1S4,44,59,53,28,38,105,50,74
ACER3,31,51,37,15,34,83,43,47
DRAM1,13,14,12,7,16,20,7,20
SYNJ2BP,5,13,14,0,8,9,7,10
SLC39A9,133,161,172,57,120,225,163,176
NIPSNAP3B,6,9,8,7,9,7,3,23
FBXL8,0,2,1,0,2,1,1,0
SHFL,6,5,8,3,1,5,8,5
WDR33,25,56,52,22,37,74,65,78
GIMAP5,1,8,5,5,7,11,10,13
LSG1,28,41,48,37,45,48,46,63
STRBP,8,5,4,0,4,11,4,12
SLC35C1,44,70,89,37,60,82,89,65
PLCXD1,65,87,104,46,53,110,87,105
ZGRF1,0,0,0,0,0,0,1,1
TCP11L1,4,4,2,5,1,3,5,2
ABHD10,51,37,45,15,38,49,40,47
COPRS,7,14,21,12,16,15,16,22
LAPTM4B,5,5,7,5,4,12,5,12
HJURP,8,14,16,10,8,21,11,24
SLC22A15,43,70,84,31,47,99,91,70
TBC1D2,1,9,4,1,2,2,9,1
