,DMSO,YLK
PIAS4,40.0,26.75
TRIM33,57.75,43.5
SRRT,14.25,14.5
NBAS,13.25,10.25
LSR,0.0,0.0
NOP58,38.75,33.25
EEF1AKNMT,24.0,18.5
PIGT,7.5,4.0
TRMT6,26.5,23.5
ATP6V1H,6.5,3.5
GET4,29.5,25.25
DPH5,3.0,1.5
ERGIC3,2.5,0.75
TAF9B,6.75,4.75
UBE2D4,11.0,6.5
KLF13,79.25,50.0
CCZ1,6.0,3.25
DYNC2LI1,0.25,0.5
SLC25A39,13.25,8.5
LUC7L2,74.75,45.5
OTUD6B,33.5,22.25
RBMX2,13.0,11.0
DHRS7,0.5,0.5
RTRAF,21.0,13.25
SF3B6,12.0,10.25
MRPL48,2.0,4.75
TMBIM4,11.5,9.25
PPIL1,107.0,72.0
YPEL5,57.0,28.0
CIAO2B,22.75,17.0
MRPS23,18.5,12.75
MRPS33,12.75,12.75
PTRH2,25.5,14.25
CHMP3,114.25,84.75
CDK5RAP1,2.25,1.5
RASD1,0.0,0.5
STYXL1,9.25,6.75
GINS2,19.75,13.25
MPC1,16.25,16.25
FKBP7,6.25,4.75
ZFR,336.75,272.0
ASB1,200.5,121.25
NUB1,6.0,2.25
HSPB11,11.0,8.25
SARAF,71.25,77.25
TPPP3,0.75,0.75
MPP6,11.75,6.0
SUFU,24.0,9.0
OAZ3,0.0,0.0
LSM7,4.25,4.25
LSM8,69.25,48.25
CPSF3,2.5,1.5
TRAPPC2L,28.0,16.75
HECA,115.75,67.0
VPS29,28.75,32.25
CYB5R2,0.0,0.25
NLK,14.75,9.25
ACSL5,4.5,3.5
CYB5R1,8.0,6.5
ZNF44,4.25,2.75
SELENOT,64.75,37.25
RAB23,7.75,5.75
CAB39,234.5,187.75
UIMC1,11.5,6.25
FBXO40,0.0,0.0
DNAJB11,12.25,8.0
CMPK1,94.0,53.0
POLR3K,47.0,33.5
WBP11,40.0,28.25
UPB1,1.25,2.25
MSRB1,33.5,16.0
RAPGEF6,77.5,50.5
GHRL,0.75,0.5
WWOX,4.75,1.75
ARID4B,228.5,177.5
CD244,10.5,4.0
LUC7L3,147.25,119.75
RTEL1,0.5,0.5
HIGD1B,0.0,0.0
ERAP1,11.75,11.5
TMEM8B,0.0,0.0
CDK12,175.75,110.25
C9orf78,49.5,36.0
RAB8B,21.0,11.0
INPP5K,11.75,8.5
GNG13,0.0,0.0
STK26,55.75,45.0
TM7SF3,24.75,16.25
RSF1,15.0,11.0
MAP3K20,147.75,103.0
KDM3B,113.75,82.25
COQ3,0.25,1.0
TUBA8,0.5,0.25
PHAX,77.5,41.75
GALNT7,32.75,21.0
ADA2,2.25,1.75
BCL11A,122.5,86.0
BTBD1,98.25,70.75
SPA17,0.75,0.25
IL17D,1.0,0.0
NUDT9,4.0,2.5
ZFYVE1,17.5,10.5
PANK1,38.25,27.25
SHC3,0.0,0.0
NUP54,71.5,55.75
TPCN1,7.75,4.5
STX18,18.0,15.5
MBD3,87.5,66.0
ADAM22,0.75,0.5
PTOV1,1.5,1.25
S1PR5,2.25,0.0
FXYD6,0.5,0.0
FXYD5,1.75,3.25
GPR84,2.0,1.0
IL20RB,2.25,1.75
FGFRL1,61.5,39.5
C11orf24,10.75,11.5
TRIM34,1.25,1.0
CLDN22,0.0,0.0
RAB4B,4.25,3.5
RAB24,32.25,24.75
PELO,15.25,8.25
PPIL3,6.5,4.75
CSNK1G1,164.5,104.25
A4GALT,1.25,0.0
CPSF2,51.25,26.5
BRWD1,139.0,89.5
SLC37A1,8.75,9.25
PCBP3,0.0,0.25
C21orf58,19.0,19.0
YBEY,7.25,4.25
SMIM11A,1.0,0.75
MIS18A,29.25,21.25
LINC00158,0.25,0.0
TSPEAR-AS1,0.0,0.0
SETD4,29.0,28.0
GSAP,8.0,4.25
TLR9,0.0,1.0
POLE3,371.0,234.0
CHRAC1,78.5,58.25
GPR88,3.5,1.25
MRPL39,0.0,0.0
C21orf91,96.0,43.5
DCUN1D1,63.0,44.0
NANS,1.0,0.5
CYCS,174.0,129.75
ERRFI1,5.25,5.0
KCNK10,38.5,32.5
TREM2,0.75,0.75
TREM1,14.75,66.75
GPR85,14.5,21.0
GNG2,3.5,3.75
GDAP1,15.0,10.0
DPM3,2.5,2.5
TERF2IP,136.75,94.25
SLC38A2,539.5,510.0
NLGN3,0.25,0.25
SIAE,3.5,2.25
DNAJC10,10.0,5.25
YIPF1,14.0,12.0
GAR1,18.25,13.5
SSH1,89.75,57.75
SH3TC1,0.75,0.25
GFOD1,14.75,9.0
RBM27,114.25,67.0
SASH3,35.0,17.75
KCTD5,178.5,133.5
ANLN,63.5,27.0
RIN2,0.75,1.5
ATAD2B,64.5,48.25
FBXO42,20.0,11.0
PRR13,60.0,42.5
MRPS21,22.25,16.25
FBXW5,28.0,22.25
CCSER2,41.75,23.75
RETREG1,2.0,3.75
XRN1,32.0,17.75
ETAA1,2.25,1.75
ANKIB1,11.5,10.25
MIOS,5.25,10.0
ZFAND6,14.0,9.5
ARMCX6,5.75,5.0
MIEF1,525.0,338.0
TOLLIP,146.75,83.75
NLE1,58.5,41.25
RNF216,81.25,57.0
PIMREG,9.75,6.75
CHPF2,2.75,1.25
TRMT13,12.75,8.75
DGCR8,43.5,35.0
OTULINL,56.5,47.75
NEURL1B,0.0,0.0
C11orf71,17.75,11.5
TMX3,76.25,60.5
PRMT7,1.5,1.75
HEATR5B,5.75,6.0
SMOX,5.75,10.75
TMCO1,76.5,51.0
RBM47,1.5,1.0
ZDHHC13,3.0,2.5
DHX29,1.5,2.0
ADAMTSL4,1.75,1.5
RHOF,36.0,15.0
EXOSC4,5.25,3.5
MTRF1L,16.25,14.0
PUS7,27.5,19.0
APBB1IP,15.75,15.25
CCDC93,100.75,61.25
WDR44,1.75,1.75
ANKRD16,3.5,5.25
ASNSD1,0.5,1.0
MIER2,33.5,25.25
USP53,1.5,1.75
MRPL50,56.25,32.0
EXOC6,18.0,15.75
SHLD2,13.25,9.5
NDUFB11,5.5,3.75
FAM193B,21.5,18.5
DDIT4,41.0,125.25
RC3H2,2.25,2.5
TOMM7,8.75,8.0
MTMR12,46.75,23.5
SDK2,1.5,0.25
NECAB2,0.0,0.0
GNL3L,124.5,85.0
MIR4453HG,26.75,18.25
WDR5B,27.5,21.75
DDX49,15.25,13.75
ING3,27.25,18.75
SGTB,6.25,3.0
SPATA6,1.25,0.25
EGLN1,44.25,36.0
GNB1L,0.75,1.0
LZTFL1,35.0,26.0
MXRA8,0.0,0.25
NDFIP2,29.75,15.25
DDX56,15.5,12.25
INO80,146.5,104.75
CCNJ,116.75,55.75
FBXL19,21.25,13.0
VSIG10,0.5,0.5
ARL15,5.75,2.0
PAF1,92.0,73.5
PARP14,20.25,8.75
HES2,0.0,0.0
MAP10,10.75,3.5
MINDY2,25.5,21.25
PCDHB18P,0.0,0.0
TBC1D13,65.5,64.75
WDR74,2.75,1.25
TMEM106B,9.75,7.75
RSBN1,190.5,94.75
CRLS1,25.5,21.0
GTPBP2,48.5,29.0
CROT,2.0,0.75
ZNHIT6,70.75,49.25
P4HTM,0.25,0.0
MANSC1,0.25,0.25
RRN3,2.5,1.25
PDP1,108.5,62.75
GPN2,10.25,9.0
MARCHF5,35.75,19.5
OTUD4,169.75,108.5
TMED9,86.25,59.0
SLC35F2,8.5,8.0
RAB39A,11.5,6.25
MPHOSPH8,28.25,24.0
XAF1,29.0,34.25
LEPROT,61.75,36.5
LY6K,0.0,0.0
EPDR1,31.5,18.0
FNDC8,0.0,0.0
ZNF853,1.25,0.0
FAM20A,0.0,0.0
KLHDC4,2.25,0.75
PCSK4,0.0,0.0
ZRANB1,71.75,56.25
TRIM44,75.25,51.25
PPP1R12C,13.75,12.5
RNF111,33.25,17.5
NSMCE4A,2.0,2.75
ALKBH4,43.75,31.0
BORCS6,31.75,20.75
DNAJB12,77.0,67.25
TET2,72.75,50.0
KCTD9,45.5,37.0
TRPM4,8.75,13.5
MED18,46.5,34.0
MBTD1,77.5,48.5
KLHL24,47.5,20.5
HAUS6,75.5,52.25
TRIT1,35.5,24.25
CNNM2,5.5,3.5
AHI1,5.0,3.75
ZNF586,65.75,46.5
DYM,6.25,5.25
SAMD9,36.0,23.0
GIPC2,0.0,0.0
ZNF562,302.75,189.75
AFTPH,44.25,33.75
KLHL28,37.25,21.5
QPCTL,15.0,16.25
GATAD2A,231.75,160.5
ZNF280D,26.75,24.75
ZCCHC10,80.25,52.0
NDE1,1.0,1.5
ERCC6L,2.25,2.0
TRPM7,34.5,29.75
SWT1,1.5,1.0
GIN1,19.0,14.0
BCAS3,1.25,1.25
VPS13C,15.0,10.5
GDAP2,33.0,23.25
BSPRY,0.75,0.25
WBP1L,126.75,115.5
LRRC49,0.25,0.0
APTX,61.25,54.75
BIVM,3.0,3.25
MFSD6,4.25,1.25
SIDT1,10.5,18.75
ARHGEF38,0.0,0.75
DEF8,5.5,5.75
FBXL12,83.5,60.75
ANKRD49,52.75,34.25
PAQR5,0.0,0.0
WDR55,32.75,24.5
FAM83E,0.0,0.0
TENT5C,16.75,6.25
GON4L,7.0,5.25
PGPEP1,135.5,66.5
ELP6,13.5,7.0
SNRK,273.0,191.25
CC2D1A,2.5,2.25
TOR4A,167.0,109.5
GPATCH4,61.75,53.0
TMEM214,36.75,23.5
TMEM104,53.75,37.5
EPS8L1,1.25,2.5
QRICH1,57.5,39.75
PIGG,9.5,4.75
FNBP1L,0.0,0.25
CNTLN,16.5,10.75
DCAF16,78.25,56.0
ZCCHC2,57.75,37.75
DPP8,201.25,121.0
ST7L,5.25,2.25
BCOR,90.75,57.5
TEX10,1.25,0.75
ANKHD1,7.0,5.0
CWC25,1.5,0.25
RETSAT,12.75,9.25
UHRF1BP1,137.5,83.0
NSUN2,118.75,113.75
ALKBH5,207.0,138.5
INO80D,290.5,152.75
NCAPG2,29.0,21.75
MTMR10,14.75,3.75
RNF43,0.0,0.0
SLC66A1,46.25,45.25
CASZ1,2.0,2.5
PXK,60.75,32.5
LAX1,1.5,1.0
CDKAL1,17.75,10.75
TTC19,36.5,34.0
MKS1,1.5,1.25
NSD3,58.5,36.5
TASOR2,9.75,7.75
SPDL1,9.25,6.5
SEMA4C,39.25,23.0
RPP25,58.5,39.25
FOCAD,2.5,3.5
YTHDF1,143.5,95.75
TMEM260,21.75,16.25
CMTM6,170.0,116.75
DNAAF5,27.0,19.5
DUS2,6.0,3.25
CHTF8,237.5,148.25
RASIP1,0.0,0.0
LIME1,2.25,2.5
ZSCAN32,35.0,24.25
UBE2R2,136.75,90.0
CHCHD3,85.75,51.5
IMPAD1,269.75,156.0
TMEM161A,0.75,2.25
HAUS4,4.25,3.0
TRMT10C,26.0,13.5
EXD3,4.25,1.75
KANSL2,75.25,47.0
DUSP23,6.75,5.5
ADPRHL2,68.0,47.25
SOHLH2,0.0,0.0
SARS2,4.0,3.5
COMMD4,4.75,5.0
OCIAD1,15.25,11.5
RNF125,46.25,23.0
ABITRAM,42.5,33.25
SLC41A3,7.5,2.25
LPCAT2,9.25,12.5
MRPL16,10.5,5.75
SDHAF2,34.75,26.75
COMMD8,12.75,12.75
TRNAU1AP,4.75,2.0
ODR4,29.75,32.5
FAM120C,32.0,14.5
C1orf109,81.75,69.0
PARP16,4.25,2.5
TXNL4B,65.0,45.75
TMEM160,0.0,0.25
GEMIN8,6.0,5.0
SSH3,12.25,10.25
TIPIN,5.5,3.25
UCKL1,8.75,9.5
C1orf56,0.0,0.0
PIGX,13.0,9.5
TMEM70,119.75,83.75
HPF1,0.25,0.0
TTC12,0.25,0.0
BANP,3.0,3.25
TMEM132A,0.0,0.0
INTS11,1.5,3.5
THG1L,15.0,11.5
C20orf27,37.75,25.25
SLC25A38,46.5,32.5
SLC35F6,43.0,27.75
C2orf42,10.5,6.5
NMRK1,2.0,1.75
CLN6,40.0,34.5
PINX1,30.25,30.25
HCFC1R1,1.5,2.0
ULK4,4.25,3.25
CZIB,11.5,7.75
ZNF770,103.5,65.25
C1orf159,5.25,2.25
ZSCAN2,38.0,18.5
GID8,130.75,99.5
OXSM,0.25,0.75
TESC,12.0,8.5
AURKAIP1,3.25,4.75
TMCO3,3.0,3.0
PAK1IP1,7.25,5.25
LAMTOR1,60.25,31.75
RMND1,12.5,10.75
TRMT61B,2.25,2.0
FAM118A,26.0,27.25
HERC6,0.75,0.25
FAM174C,32.0,24.75
PARPBP,14.25,6.5
PIH1D1,2.25,1.5
PPP2R3C,28.75,33.25
MCUB,0.0,0.0
STX17,17.5,12.0
PRPF39,15.0,9.0
MARCHF1,0.25,0.0
C14orf119,78.75,70.75
TTC38,17.25,13.0
PHIP,175.0,128.5
BANK1,0.0,0.25
TMEM255A,1.5,1.0
HEATR3,3.25,2.25
C17orf80,47.5,34.25
FBXO34,104.75,94.0
USP47,41.0,32.5
SLC35A5,24.0,19.5
FKBP14,22.75,13.0
NOL8,177.0,124.5
PTCD3,72.0,61.0
CDCA4,169.0,109.0
TRMT12,33.75,22.5
PLEKHB2,263.25,189.75
VPS37C,61.25,47.5
REX1BD,2.0,1.25
NRDE2,4.25,2.25
MRPL20,36.5,30.5
ATG16L1,119.25,85.0
ZWILCH,11.5,12.25
GABPB1-IT1,83.25,63.0
WIPI1,0.75,0.75
ZCWPW1,0.0,0.0
PDPR,220.25,147.25
TMEM248,117.75,89.25
DET1,17.75,13.75
C9orf40,66.75,47.5
RNF31,1.5,1.25
LRRC37A4P,1.5,0.5
OXR1,44.25,24.75
UACA,1.0,0.0
TMEM45A,0.0,0.25
TAPBPL,0.75,0.5
IFT57,1.5,1.25
ARGLU1,47.25,31.5
SOBP,2.0,0.0
CCDC186,47.0,33.75
MED9,130.25,83.25
TMEM51,0.5,0.75
WDYHV1,23.5,18.0
GPATCH1,5.25,3.0
SAMD4B,50.75,51.25
EBLN2,13.25,10.25
WDR70,1.5,0.0
DMAC2,121.0,74.25
ATG2B,12.25,12.25
GPATCH2,27.0,15.75
BSDC1,52.75,41.0
AGGF1,64.0,35.25
MAGOHB,22.75,17.75
PLEKHJ1,45.0,39.5
WDR60,1.25,0.5
XKR8,13.5,9.5
ARHGAP17,62.75,34.5
TMEM39B,1.75,2.25
PRPF38B,71.5,62.5
FANCL,4.5,7.5
AKIRIN2,84.75,62.0
CEP192,0.75,0.5
HEATR1,17.25,13.75
TRIM68,21.25,14.75
ANO10,1.25,0.75
RBM28,7.75,4.25
LARP1B,20.25,20.0
SRBD1,5.0,3.5
WRAP53,0.0,0.0
FAM90A1,1.5,0.25
ANKZF1,2.25,4.0
ELP3,84.0,47.5
HAUS2,117.75,84.0
CDCA8,111.5,80.0
LRRC8D,32.25,18.25
THAP1,78.0,52.5
ZDHHC4,1.75,0.5
RBM23,73.75,63.0
MTPAP,53.25,41.25
C19orf73,3.75,2.25
TMEM38B,7.25,3.75
DALRD3,2.75,1.5
SDAD1,41.0,31.25
MSTO1,9.25,5.0
ARMC1,84.5,59.0
DARS2,9.0,6.75
RFWD3,308.0,215.5
ARHGEF10L,3.25,0.5
TMEM33,149.0,100.25
PNPO,37.5,21.0
SHQ1,31.25,22.75
CEP55,14.25,11.25
CENPQ,17.5,11.0
MSL2,334.0,187.25
MRPS18A,24.75,17.75
PRMT6,112.75,65.75
TBCCD1,3.75,1.75
DNAAF2,5.5,3.5
MRPS10,56.25,40.25
INTS10,11.0,5.75
KLHL11,104.5,56.5
SEC61A2,10.75,8.5
RMDN3,18.0,14.0
MRM3,25.5,24.0
FAIM,0.0,0.0
SMG8,10.25,5.75
RNF220,103.5,78.5
RIF1,50.5,34.5
DZANK1,3.5,3.25
SLC25A36,143.5,90.0
VPS13D,23.25,13.25
RIC8B,19.5,13.75
NADSYN1,0.0,0.5
DNAJC17,1.25,0.0
PBRM1,68.5,38.75
EVA1B,0.75,0.0
RESF1,50.5,31.75
RPRD1A,69.75,52.5
APPL2,7.25,4.0
FAM86C1,13.5,7.75
PLEKHG6,0.0,0.0
MAP1S,2.25,2.5
LGI2,0.0,0.25
GOLPH3L,44.0,30.75
ZNF532,2.0,1.5
SBNO1,196.5,121.5
ARL8B,229.0,219.25
DCUN1D2,28.0,16.0
SETD5,149.25,118.5
ATAD3A,16.25,16.75
BBS7,0.75,0.0
RCBTB1,12.0,7.5
FANCI,10.0,4.5
NKAPD1,108.5,76.5
EXD2,10.75,8.5
MACO1,20.75,11.25
LRRC20,3.25,2.0
TRIM62,13.75,15.5
RAVER2,0.0,0.0
NAT10,34.75,22.25
LRRC1,2.0,0.75
USP40,6.25,3.0
MOB1A,276.5,182.0
SMU1,19.75,20.0
UBA6,25.75,26.5
SLC38A7,17.25,13.0
OGFOD1,35.75,29.25
STEAP3,12.5,9.5
UQCC1,13.5,13.0
CCDC25,94.25,64.25
NEIL3,5.25,3.0
PACC1,32.5,26.5
YY1AP1,118.75,98.25
ELP2,1.0,1.75
PCMTD2,6.25,3.5
ASXL2,87.0,57.0
TYW1,22.75,11.75
TMEM39A,124.25,102.75
WDR41,23.0,16.5
ADI1,1.0,1.5
MRGBP,60.0,41.25
CASC1,0.25,0.0
TMEM143,7.75,3.0
MAP11,14.0,13.5
TMEM19,8.5,4.5
ECHDC2,0.5,0.25
PSPC1,46.25,31.25
NUDT15,104.75,63.0
IMP3,292.75,205.5
PHF10,4.75,4.25
VPS53,42.5,34.5
PGM2,15.75,14.75
FGGY,0.0,0.0
QRSL1,18.75,11.5
ZNF654,67.0,37.25
CWF19L1,19.25,16.75
TMEM140,0.25,0.0
UBE2W,415.0,287.5
RBM41,31.75,26.25
C4orf19,0.25,0.0
RHOT1,13.5,8.0
BRF2,54.0,39.75
PPP6R3,72.25,47.75
UEVLD,6.25,5.5
FBXW7,94.75,60.75
KLHL26,67.0,41.0
TBC1D19,0.0,0.0
CCDC91,1.5,2.5
RNF121,10.75,8.0
BRIX1,24.75,18.25
PI4K2B,29.75,12.75
DDX19A,56.5,52.75
ZNF444,20.0,12.0
RFK,37.5,18.0
TMEM144,3.75,3.0
SLC29A3,23.5,12.0
RSAD1,37.0,24.5
AP5S1,33.5,24.75
TMA16,16.75,11.75
MIS18BP1,18.25,13.5
C5orf22,60.5,40.5
ABCF3,8.25,4.25
UFSP2,5.0,7.25
AGPAT5,195.25,122.0
LIN7C,123.25,84.25
RNLS,0.25,0.0
MNS1,0.75,0.5
BLOC1S4,66.75,46.0
ACER3,53.5,31.75
DRAM1,13.25,14.0
SYNJ2BP,10.75,5.75
SLC39A9,180.25,121.5
NIPSNAP3B,6.75,11.25
FBXL8,1.25,0.5
SHFL,6.5,3.75
WDR33,61.75,40.5
GIMAP5,8.5,6.5
LSG1,45.75,43.25
STRBP,6.0,6.0
SLC35C1,82.5,51.5
PLCXD1,97.0,67.25
ZGRF1,0.25,0.25
TCP11L1,3.5,3.0
ABHD10,42.75,37.75
COPRS,16.5,14.25
LAPTM4B,7.25,6.5
HJURP,15.5,12.5
SLC22A15,86.0,47.75
TBC1D2,6.0,1.25
STYK1,2.0,2.5
PI4K2A,38.75,32.5
TMEM63B,0.75,1.25
IMPACT,36.75,26.75
TMEM176A,0.0,0.0
LGR4,48.25,31.0
PIDD1,0.25,1.25
PPP4R1L,4.25,0.5
TMCO6,3.5,1.5
LRRC59,357.25,262.75
MCM10,48.0,38.5
NCBP3,90.75,52.0
ZNF331,2.25,1.0
SIRPG,0.5,0.5
GPALPP1,9.25,4.75
YOD1,161.25,90.75
AP1AR,17.0,8.25
STRADB,2.25,1.5
DHRS4-AS1,30.0,28.0
CSGALNACT2,99.75,60.75
DNAJA4,29.25,26.75
NDUFAF7,3.5,4.0
PARL,16.0,10.75
ETNK1,65.75,55.75
CHST12,0.0,0.25
HES6,67.25,45.5
NOP10,73.0,63.25
MACROH2A2,1.5,2.0
SLC35E3,2.0,2.5
BATF3,1.25,0.75
DDX43,0.0,0.0
SMPD3,1.25,1.0
ELAC1,7.75,5.5
TRIM36,5.25,3.25
DHTKD1,44.75,31.25
FEM1A,534.25,360.25
PIP4P2,3.75,1.75
MAML3,15.0,9.5
CDCA7L,53.5,40.75
IL17RB,0.0,0.0
RBM38,131.25,83.75
ENOSF1,60.0,53.75
PLXNA3,0.75,0.0
HAUS7,7.75,7.75
CDC42BPG,0.25,0.25
ZNF821,5.0,1.75
GALNT10,22.25,17.0
CNOT11,40.0,28.0
FOXRED1,4.25,4.25
CDV3,827.25,570.75
NAGK,0.0,0.25
SUPT20H,3.25,2.25
KIF27,0.0,0.25
UBE2Q1,90.75,70.75
MED29,131.75,105.25
BMP2K,3.25,3.25
VEZT,7.0,2.75
GOLGA2P5,3.75,2.25
OTUD5,21.0,14.25
ZCCHC8,23.75,12.5
RNPC3,3.75,3.5
DDX60,0.25,0.0
CDKN2AIP,302.25,196.0
TENT5A,168.75,72.75
CARMIL1,0.0,0.25
KIF21A,0.25,0.25
ANKRD10,65.5,65.5
ZNF280C,25.75,15.75
VPS50,4.25,2.0
OTUB1,10.5,12.5
FERMT1,2.75,2.5
MTMR8,0.75,0.0
KIF16B,4.5,2.25
PRR5,5.5,5.0
TASP1,5.75,3.25
DOCK10,16.5,10.25
TRMT1,0.5,0.0
TTC27,0.5,0.5
THUMPD1,237.25,179.5
POMGNT1,2.0,1.25
ZDHHC7,79.25,71.25
AMBRA1,42.5,32.0
SMPD4,77.0,61.75
ZNF407,23.5,12.0
PNRC2,339.5,214.25
SLC39A4,11.25,8.5
LRRC40,5.5,3.5
G2E3,27.25,19.5
TBC1D22B,36.0,15.75
KRBOX4,6.0,6.25
DEPDC1,55.5,32.25
CHD7,28.75,15.5
FLVCR2,9.25,6.25
BTBD2,41.5,29.0
OSGEP,4.5,2.0
LYAR,1.75,2.75
RAB20,34.75,82.0
PIGV,12.75,6.25
NHP2,17.75,12.0
SLC48A1,32.0,13.5
TMEM127,232.0,151.75
INTS8,1.0,2.0
ZNF692,4.75,2.75
RNF126,44.75,32.5
ZNF416,30.5,16.75
PRPF40A,114.5,73.0
DDX27,7.25,7.0
HIF1AN,81.0,50.25
ZNF446,3.75,2.0
CDC37L1,36.25,22.5
URGCP,23.0,21.5
NPLOC4,88.5,46.5
DENND4C,11.0,8.0
GPATCH2L,158.25,117.25
MFN1,8.75,6.0
PEX26,79.0,49.0
PPP4R3A,148.25,110.25
SLC30A6,29.0,24.0
IWS1,10.25,5.0
RUFY2,17.5,12.25
SCYL2,34.0,22.25
KANSL3,107.25,93.75
RABL6,14.75,11.75
MREG,0.5,2.0
TRMU,6.25,2.75
YEATS2,42.75,34.75
PACS1,1.5,0.5
FRMD4A,2.5,1.75
LUC7L,12.25,10.0
KDM4D,0.75,1.25
NSUN5,9.5,8.0
RBM22,111.5,88.0
VAC14,4.0,3.0
RADIL,1.0,0.25
IARS2,12.25,13.0
MAP7D1,54.0,27.5
ARHGEF40,3.5,1.5
YJU2,28.5,19.75
POLR3B,10.0,7.5
CCDC88A,37.75,35.0
IPO9,57.75,50.25
NDC1,108.0,86.0
NECAP2,50.0,29.25
KBTBD4,32.0,16.5
FAR2,2.5,0.0
ZNF334,19.5,17.25
DOK4,0.5,1.75
LMBR1L,3.25,2.0
WDR11,6.0,4.0
POLR3E,27.5,29.25
SLF2,52.25,33.5
TSR1,174.75,124.75
IQCC,9.25,8.0
CEP72,5.0,1.5
ASF1B,110.5,74.25
INTS13,3.0,6.25
N4BP2,30.5,30.5
ATF7IP,167.5,86.75
FAM222B,80.0,52.75
C1orf112,0.25,0.5
HHAT,1.0,0.25
ZFP64,14.5,10.25
DNAJC11,38.75,28.25
VPS35,31.0,30.5
ARFGAP1,36.75,26.0
NAXD,85.0,71.25
ENAH,0.25,0.0
EDEM2,29.75,21.5
CHFR,15.0,16.5
COA1,20.75,18.5
AP5M1,22.0,10.75
NUP133,8.0,7.5
CNDP2,58.0,50.25
CCAR1,10.0,5.75
TMEM184C,28.0,22.75
SEPTIN11,44.75,27.75
OGDHL,0.0,0.0
TMEM30A,176.75,109.75
CDK5RAP2,29.25,23.5
INTS9,38.25,30.0
RCOR3,20.25,12.75
WDR12,7.0,11.75
DHX32,7.5,6.75
TTC17,34.0,25.0
ZNF701,31.0,11.75
EXOC1,12.0,8.0
IFT122,0.0,0.0
INAVA,10.0,2.25
H2AJ,15.25,10.0
NGLY1,12.75,10.25
ZNF83,1.75,3.0
EXOC2,17.25,15.0
PRR11,114.0,74.75
TBC1D23,19.25,20.0
TDP1,29.5,21.5
SAYSD1,10.5,7.0
MBD5,0.0,0.0
ZNF839,1.0,1.5
CFAP44,7.5,7.75
RIOK2,31.75,20.0
CMTR2,55.25,35.5
FGD6,0.75,1.0
TXLNG,104.0,77.0
LMBRD1,3.5,1.25
DEPDC1B,8.75,6.5
CSGALNACT1,8.5,5.0
LRIF1,35.75,26.5
MINDY1,1.0,0.5
DDX28,54.25,31.75
PCID2,15.0,10.75
MBNL3,28.25,18.75
METTL2B,17.75,15.75
CACNA2D3,3.25,1.25
DCP1A,134.25,87.25
ADAP2,0.25,0.25
TRERF1,49.75,45.0
FOXJ2,63.25,77.0
UTP6,11.5,8.75
KDM3A,34.25,22.5
RNF130,0.5,0.75
VPS11,14.0,8.25
PAG1,298.75,196.75
PECR,0.5,0.75
DCAF6,4.0,3.75
SELENOS,32.25,24.5
GLT8D1,9.5,8.25
EMC3,3.0,4.0
CAND1,32.25,22.5
UBAP2,29.0,15.25
CENPJ,46.5,44.75
EAPP,54.0,29.25
CENPN,73.25,64.75
EAF2,1.25,0.75
WWC3,7.0,6.0
ARHGAP15,3.75,3.75
PPP2R2D,34.25,27.75
BRK1,67.75,44.0
ITFG2,10.5,9.0
CISD1,10.25,9.25
PLGRKT,0.25,0.5
USE1,2.0,0.75
PSENEN,9.75,10.5
TEX2,72.0,60.0
IDI2-AS1,1.0,1.0
ZC3H15,72.5,51.25
ACOT13,8.25,3.5
KIZ,0.0,0.0
TMEM165,10.25,13.25
BEX1,13.75,12.75
ACTR10,2.75,2.5
DBNDD2,7.5,6.0
ECHDC1,85.5,65.75
TMEM126B,2.75,3.25
HDAC8,10.5,6.5
ASH1L,105.75,60.0
CBWD1,1.75,0.75
PBK,15.75,9.75
GSDMB,0.0,0.25
WSB2,23.0,11.5
GPRC5C,0.75,1.75
MYNN,27.25,15.75
ZNF395,112.5,60.5
UNC45A,5.5,4.0
ZNF302,59.0,41.5
ACSS2,6.0,3.5
KMT2E,18.0,13.0
RNF114,132.5,115.75
CMAS,5.5,5.5
BIN3,39.25,42.75
APOBR,3.5,6.5
ERBIN,72.25,48.0
LANCL2,31.25,20.0
NXT2,18.25,12.5
CTTNBP2NL,10.25,5.0
RCC2,306.0,202.25
NKRF,36.75,29.5
INKA2,13.75,8.25
DMAP1,0.25,0.0
ZMAT5,0.75,1.5
LIN37,0.75,0.0
KLHL9,124.25,77.25
SULF2,0.0,0.0
SEPTIN3,2.0,1.25
NDUFA12,15.25,14.5
NSFL1C,82.75,50.0
RAB5IF,137.75,101.0
BAIAP2L1,0.0,0.0
SLC25A40,26.0,15.25
BCAP29,12.75,11.25
SLC50A1,7.25,6.5
KLHL7,4.5,3.25
NXF3,9.0,5.75
MYDGF,51.0,29.25
SMG9,26.5,24.5
BARX1,1.0,1.75
PDGFC,5.0,3.25
ALG1,14.0,8.0
UBFD1,37.5,26.0
TMEM234,2.5,4.75
PCDHGC5,83.25,42.25
PCDHGC4,83.25,42.25
PCDHGB7,83.25,42.25
PCDHGB6,83.25,42.25
PCDHGB5,83.25,42.25
PCDHGB3,83.25,42.25
PCDHGB2,83.25,42.25
PCDHGB1,83.25,42.25
PCDHGA11,83.25,42.25
PCDHGA10,83.25,42.25
PCDHGA9,83.25,42.25
PCDHGA7,83.25,42.25
PCDHGA6,83.25,42.25
PCDHGA5,83.25,42.25
PCDHGA4,83.25,42.25
PCDHGA3,83.25,42.25
