PeakID (cmd=annotatePeaks.pl D0_1_7_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D0_1_7_R1_peak_2511	chr10	133241994	133242612	+	49	NA	TTS (VENTX)	NA	4399	VENTX								
D0_1_7_R1_peak_6408	chr17	34638225	34638519	+	49	NA	exon (TMEM132E, exon 10 of 10)	NA	57623	TMEM132E								
D0_1_7_R1_peak_1115	chr1	143717607	143718492	+	49	NA	Intergenic	NA	-11495	LOC101929561								
D0_1_7_R1_peak_12177	chr5	77974716	77975026	+	49	NA	Intergenic	NA	90215	LOC101929154								
D0_1_7_R1_peak_1995	chr10	98096833	98097138	+	49	NA	Intergenic	NA	-37639	R3HCC1L								
D0_1_7_R1_peak_15635	chr9	130449476	130450851	+	49	NA	intron (ASS1, intron 1 of 14)	NA	5058	ASS1								
D0_1_7_R1_peak_13285	chr6	99621908	99622388	+	49	NA	Intergenic	NA	15374	PRDM13								
D0_1_7_R1_peak_1698	chr10	21500359	21500912	+	49	NA	Intergenic	NA	-3351	CASC10								
D0_1_7_R1_peak_4835	chr14	99236400	99236679	+	49	NA	intron (BCL11B, intron 2 of 3)	NA	35174	BCL11B								
D0_1_7_R1_peak_93	chr1	2533347	2534385	+	49	NA	Intergenic	NA	-3621	HES5								
D0_1_7_R1_peak_13683	chr7	1340961	1341296	+	49	NA	Intergenic	NA	108110	UNCX								
D0_1_7_R1_peak_2423	chr10	131751749	131752337	+	49	NA	Intergenic	NA	38156	LINC01164								
D0_1_7_R1_peak_11892	chr5	683757	684142	+	49	NA	intron (TPPP, intron 1 of 3)	NA	8917	TPPP								
D0_1_7_R1_peak_4578	chr14	35531107	35531548	+	49	NA	Intergenic	NA	-2715	INSM2								
D0_1_7_R1_peak_13867	chr7	44321931	44322245	+	49	NA	intron (CAMK2B, intron 1 of 18)	NA	3543	CAMK2B								
D0_1_7_R1_peak_13233	chr6	73351128	73351450	+	49	NA	Intergenic	NA	2987	DPPA5								
D0_1_7_R1_peak_662	chr1	35702105	35702868	+	49	NA	Intergenic	NA	16703	C1orf216								
D0_1_7_R1_peak_3099	chr11	70082735	70083234	+	49	NA	intron (ANO1, intron 1 of 25)	NA	-7636	ANO1-AS2								
D0_1_7_R1_peak_10431	chr22	39248851	39249138	+	49	NA	Intergenic	NA	-4042	PDGFB								
D0_1_7_R1_peak_4859	chr14	99677232	99678127	+	49	NA	exon (HHIPL1, exon 10 of 10)	NA	-26111	CYP46A1								
D0_1_7_R1_peak_12271	chr5	132776051	132778508	+	49	NA	promoter-TSS (SEPT8)	NA	98	SEPT8								
D0_1_7_R1_peak_1569	chr1	228012458	228012737	+	49	NA	intron (WNT3A, intron 1 of 3)	NA	5575	WNT3A								
D0_1_7_R1_peak_16115	chrX	153685770	153686498	+	49	NA	intron (PNCK, intron 1 of 10)	NA	544	PNCK								
D0_1_7_R1_peak_6452	chr17	36922440	36922762	+	49	NA	Intergenic	NA	14063	LOC102723471								
D0_1_7_R1_peak_1347	chr1	180243962	180244310	+	49	NA	intron (LHX4, intron 1 of 5)	NA	13838	LHX4								
D0_1_7_R1_peak_13850	chr7	42230199	42230517	+	49	NA	intron (GLI3, intron 1 of 14)	NA	7413	GLI3								
D0_1_7_R1_peak_6617	chr17	46841159	46841714	+	49	NA	Intergenic	NA	-8282	LOC101929777								
D0_1_7_R1_peak_15250	chr9	36997807	36998232	+	49	NA	intron (PAX5, intron 4 of 8)	NA	36460	PAX5								
D0_1_7_R1_peak_1669	chr10	7664117	7664506	+	49	NA	intron (ITIH5, intron 1 of 13)	NA	-38962	ITIH2								
D0_1_7_R1_peak_8623	chr2	85758992	85759354	+	49	NA	intron (ATOH8, intron 1 of 1)	NA	5279	ATOH8								
D0_1_7_R1_peak_11593	chr4	61205340	61205895	+	49	NA	Intergenic	NA	282994	MIR548AG1								
D0_1_7_R1_peak_229	chr1	9293033	9294189	+	49	NA	intron (SPSB1, intron 1 of 2)	NA	729	SPSB1								
D0_1_7_R1_peak_5068	chr15	34499735	34500130	+	49	NA	Intergenic	NA	28436	MIR1233-2								
D0_1_7_R1_peak_734	chr1	38807301	38807911	+	49	NA	Intergenic	NA	52217	RRAGC								
D0_1_7_R1_peak_6351	chr17	20902381	20902725	+	49	NA	exon (RP11-344E13.3, exon 3 of 3)	NA	-6413	CCDC144NL								
D0_1_7_R1_peak_4740	chr14	76412667	76412956	+	49	NA	intron (ESRRB, intron 2 of 7)	NA	88894	ESRRB								
D0_1_7_R1_peak_14840	chr8	78762417	78762965	+	49	NA	intron (IL7, intron 2 of 4)	NA	-38317	LOC101241902								
D0_1_7_R1_peak_6251	chr17	5769548	5770053	+	49	NA	Intergenic	NA	-2434	LOC339166								
D0_1_7_R1_peak_2306	chr10	118967823	118968108	+	49	NA	Intergenic	NA	61411	LOC102724671								
D0_1_7_R1_peak_4156	chr12	132229722	132230851	+	49	NA	Intergenic	NA	-26596	GALNT9								
D0_1_7_R1_peak_12891	chr6	27311898	27312785	+	49	NA	promoter-TSS (POM121L2)	NA	-109	POM121L2								
D0_1_7_R1_peak_11264	chr4	1799614	1800256	+	49	NA	intron (FGFR3, intron 4 of 17)	NA	6636	FGFR3								
D0_1_7_R1_peak_1452	chr1	204830724	204831007	+	49	NA	intron (NFASC, intron 1 of 26)	NA	-39853	NFASC								
D0_1_7_R1_peak_13581	chr6	168301490	168302201	+	49	NA	intron (DACT2, intron 3 of 5)	NA	17909	DACT2								
D0_1_7_R1_peak_9613	chr20	37918108	37918387	+	49	NA	intron (VSTM2L, intron 1 of 3)	NA	15150	VSTM2L								
D0_1_7_R1_peak_15055	chr8	143719006	143719285	+	49	NA	exon (MAPK15, exon 6 of 14)	NA	2800	MAPK15								
D0_1_7_R1_peak_14735	chr8	48922705	48923040	+	49	NA	Intergenic	NA	-1432	SNAI2								
D0_1_7_R1_peak_731	chr1	38785862	38786254	+	49	NA	Intergenic	NA	73765	RRAGC								
D0_1_7_R1_peak_10163	chr21	41728095	41728647	+	49	NA	Intergenic	NA	11935	LINC00112								
D0_1_7_R1_peak_12506	chr5	154606379	154606700	+	49	NA	Intergenic	NA	-10467	MIR3141								
D0_1_7_R1_peak_353	chr1	18385268	18385894	+	49	NA	Intergenic	NA	-95349	KLHDC7A								
D0_1_7_R1_peak_280	chr1	13516577	13516875	+	49	NA	Intergenic	NA	-2945	LRRC38								
D0_1_7_R1_peak_1022	chr1	110077713	110078292	+	49	NA	Intergenic	NA	-7302	ALX3								
D0_1_7_R1_peak_5564	chr16	1055810	1056159	+	49	NA	Intergenic	NA	-16786	SSTR5								
D0_1_7_R1_peak_399	chr1	18782579	18783322	+	49	NA	Intergenic	NA	76711	TAS1R2								
D0_1_7_R1_peak_5577	chr16	1090552	1091049	+	49	NA	intron (C1QTNF8, intron 4 of 5)	NA	5444	C1QTNF8								
D0_1_7_R1_peak_540	chr1	23564675	23565241	+	49	NA	Intergenic	NA	-5164	ID3								
D0_1_7_R1_peak_13065	chr6	35497695	35498129	+	49	NA	promoter-TSS (TEAD3)	NA	-828	TEAD3								
D0_1_7_R1_peak_1820	chr10	49602325	49602637	+	49	NA	Intergenic	NA	-7820	SLC18A3								
D0_1_7_R1_peak_14001	chr7	76277691	76278301	+	49	NA	intron (SRRM3, intron 11 of 14)	NA	-24562	HSPB1								
D0_1_7_R1_peak_9101	chr2	218010110	218010403	+	49	NA	promoter-TSS (LOC102723375)	NA	-55	LOC102723375								
D0_1_7_R1_peak_10674	chr3	12991805	12992093	+	49	NA	intron (IQSEC1, intron 1 of 13)	NA	-24489	IQSEC1								
D0_1_7_R1_peak_5653	chr16	3027000	3027296	+	49	NA	TTS (CCDC64B)	NA	-2862	HCFC1R1								
D0_1_7_R1_peak_10514	chr22	44669024	44669367	+	49	NA	intron (PRR5, intron 1 of 7)	NA	648	PRR5								
D0_1_7_R1_peak_10136	chr21	36718321	36718725	+	49	NA	intron (SIM2, intron 3 of 10)	NA	18832	SIM2								
D0_1_7_R1_peak_3123	chr11	70823310	70824120	+	49	NA	intron (SHANK2, intron 11 of 23)	NA	-39075	SHANK2-AS3								
D0_1_7_R1_peak_7934	chr19	40556093	40556555	+	49	NA	intron (SPTBN4, intron 8 of 9)	NA	-20527	SHKBP1								
D0_1_7_R1_peak_11469	chr4	8586416	8586798	+	49	NA	intron (GPR78, intron 2 of 2)	NA	-6053	CPZ								
D0_1_7_R1_peak_2417	chr10	131317218	131317742	+	49	NA	Intergenic	NA	5232	LOC101927461								
D0_1_7_R1_peak_15248	chr9	36743051	36743773	+	49	NA	Intergenic	NA	80187	MIR4475								
D0_1_7_R1_peak_12693	chr5	177472664	177473085	+	49	NA	promoter-TSS (DBN1)	NA	819	DBN1								
D0_1_7_R1_peak_3695	chr12	52254904	52255282	+	49	NA	Intergenic	NA	-19558	KRT86								
D0_1_7_R1_peak_15342	chr9	86944077	86944541	+	49	NA	TTS (GAS1)	NA	2880	GAS1								
D0_1_7_R1_peak_2788	chr11	20594200	20594569	+	48	NA	Intergenic	NA	-5210	SLC6A5								
D0_1_7_R1_peak_12892	chr6	27514466	27514776	+	48	NA	Intergenic	NA	-4908	TRNAQ16								
D0_1_7_R1_peak_1364	chr1	182942495	182942784	+	48	NA	intron (SHCBP1L, intron 2 of 9)	NA	10779	SHCBP1L								
D0_1_7_R1_peak_5106	chr15	44197251	44197911	+	48	NA	Intergenic	NA	-2287	FRMD5								
D0_1_7_R1_peak_14501	chr8	11645545	11645877	+	48	NA	Intergenic	NA	-33965	LOC101929490								
D0_1_7_R1_peak_10962	chr3	125971648	125972465	+	48	NA	exon (ROPN1B, exon 3 of 7)	NA	2871	ROPN1B								
D0_1_7_R1_peak_14286	chr7	155071586	155072133	+	48	NA	promoter-TSS (HTR5A-AS1)	NA	-302	HTR5A-AS1								
D0_1_7_R1_peak_12638	chr5	176626659	176626977	+	48	NA	intron (SNCB, intron 2 of 5)	NA	2682	MIR4281								
D0_1_7_R1_peak_15112	chr8	144691182	144691869	+	48	NA	Intergenic	NA	-14436	LOC100996662								
D0_1_7_R1_peak_8288	chr19	56840650	56841565	+	48	NA	promoter-TSS (ZIM2)	NA	205	MIMT1								
D0_1_7_R1_peak_14521	chr8	12014663	12015237	+	48	NA	Intergenic	NA	-18699	DEFB134								
D0_1_7_R1_peak_13527	chr6	165820499	165821236	+	48	NA	Intergenic	NA	-158767	PDE10A								
D0_1_7_R1_peak_12074	chr5	54882091	54882400	+	48	NA	Intergenic	NA	103341	ESM1								
D0_1_7_R1_peak_9422	chr20	3080765	3081140	+	48	NA	Intergenic	NA	3772	AVP								
D0_1_7_R1_peak_10443	chr22	39552315	39552618	+	48	NA	Intergenic	NA	-19611	RPS19BP1								
D0_1_7_R1_peak_12998	chr6	30359330	30359632	+	48	NA	Intergenic	NA	14352	RPP21								
D0_1_7_R1_peak_12894	chr6	27539521	27539847	+	48	NA	Intergenic	NA	2172	TRNAS24								
D0_1_7_R1_peak_41	chr1	1171548	1171934	+	48	NA	Intergenic	NA	2686	MIR429								
D0_1_7_R1_peak_9871	chr20	59583314	59583819	+	48	NA	intron (PHACTR3, intron 1 of 12)	NA	44723	LOC100506384								
D0_1_7_R1_peak_7146	chr18	13219067	13219378	+	48	NA	intron (LDLRAD4, intron 1 of 5)	NA	-2855	LOC101927582								
D0_1_7_R1_peak_3085	chr11	69924254	69924846	+	48	NA	Intergenic	NA	-61325	ANO1								
D0_1_7_R1_peak_1223	chr1	156621328	156621801	+	48	NA	intron (HAPLN2, intron 2 of 6)	NA	2168	HAPLN2								
D0_1_7_R1_peak_1662	chr10	1733601	1734086	+	48	NA	intron (ADARB2, intron 1 of 9)	NA	3633	ADARB2								
D0_1_7_R1_peak_9614	chr20	38257414	38257786	+	48	NA	intron (KIAA1755, intron 1 of 13)	NA	-2575	LOC149684								
D0_1_7_R1_peak_1736	chr10	28924646	28925609	+	48	NA	intron (LOC101929236, intron 1 of 4)	NA	221	LOC101929236								
D0_1_7_R1_peak_3625	chr12	46825983	46826342	+	48	NA	promoter-TSS (SLC38A4)	NA	-165	SLC38A4								
D0_1_7_R1_peak_8554	chr2	70909992	70910979	+	48	NA	intron (VAX2, intron 1 of 2)	NA	9895	VAX2								
D0_1_7_R1_peak_10091	chr20	64327803	64328135	+	48	NA	Intergenic	NA	37584	LINC00266-1								
D0_1_7_R1_peak_3496	chr12	1830579	1831146	+	48	NA	intron (LRTM2, intron 4 of 5)	NA	10595	LRTM2								
D0_1_7_R1_peak_5696	chr16	12906121	12906603	+	48	NA	intron (SHISA9, intron 1 of 4)	NA	4742	SHISA9								
D0_1_7_R1_peak_1217	chr1	156414398	156414683	+	48	NA	intron (C1orf61, intron 5 of 5)	NA	5874	MIR9-1								
D0_1_7_R1_peak_13056	chr6	34096565	34096844	+	48	NA	intron (GRM4, intron 1 of 8)	NA	14059	GRM4								
D0_1_7_R1_peak_11713	chr4	141334143	141334447	+	48	NA	Intergenic	NA	-3779	RP11-362F19.1								
D0_1_7_R1_peak_6059	chr16	86444126	86444652	+	48	NA	Intergenic	NA	63784	LOC102724331								
D0_1_7_R1_peak_12663	chr5	176728930	176729662	+	48	NA	Intergenic	NA	-13909	LOC102577424								
D0_1_7_R1_peak_146	chr1	4650891	4651540	+	48	NA	Intergenic	NA	-3830	AJAP1								
D0_1_7_R1_peak_10807	chr3	50208473	50209229	+	48	NA	intron (SLC38A3, intron 1 of 15)	NA	1515	SLC38A3								
D0_1_7_R1_peak_13160	chr6	43507275	43507652	+	48	NA	TTS (TJAP1)	NA	2880	LRRC73								
D0_1_7_R1_peak_2941	chr11	61558118	61558527	+	48	NA	intron (SYT7, intron 1 of 6)	NA	22553	SYT7								
D0_1_7_R1_peak_14360	chr7	156618399	156618740	+	48	NA	Intergenic	NA	-15374	LINC01006								
D0_1_7_R1_peak_30	chr1	1023656	1024106	+	48	NA	intron (AGRN, intron 2 of 36)	NA	3758	AGRN								
D0_1_7_R1_peak_11375	chr4	6247566	6247918	+	48	NA	Intergenic	NA	-22108	WFS1								
D0_1_7_R1_peak_2412	chr10	131199859	131200138	+	48	NA	intron (TCERG1L, intron 4 of 11)	NA	111723	TCERG1L								
D0_1_7_R1_peak_15831	chr9	136207409	136208213	+	48	NA	exon (QSOX2, exon 12 of 12)	NA	-2702	LHX3								
D0_1_7_R1_peak_15195	chr9	21996852	21997303	+	48	NA	intron (CDKN2B-AS1, intron 1 of 8)	NA	2286	CDKN2B-AS1								
D0_1_7_R1_peak_785	chr1	46393489	46395082	+	48	NA	promoter-TSS (FAAH)	NA	18	FAAH								
D0_1_7_R1_peak_13437	chr6	147512870	147513449	+	48	NA	intron (SAMD5, intron 1 of 1)	NA	4467	SAMD5								
D0_1_7_R1_peak_852	chr1	47988497	47988776	+	48	NA	intron (TRABD2B, intron 2 of 8)	NA	8254	TRABD2B								
D0_1_7_R1_peak_14458	chr8	9894976	9895330	+	48	NA	Intergenic	NA	8176	LINC00599								
D0_1_7_R1_peak_10534	chr22	45632754	45633582	+	48	NA	Intergenic	NA	-27153	LOC100506737								
D0_1_7_R1_peak_9234	chr2	232458093	232458534	+	48	NA	exon (ALPI, exon 8 of 11)	NA	2190	ALPI								
D0_1_7_R1_peak_3553	chr12	6703467	6703933	+	48	NA	Intergenic	NA	-3270	PIANP								
D0_1_7_R1_peak_7421	chr19	848034	848444	+	48	NA	TTS (PRTN3)	NA	-4052	ELANE								
D0_1_7_R1_peak_10971	chr3	126291558	126292158	+	48	NA	TTS (LOC644662)	NA	3727	LOC644662								
D0_1_7_R1_peak_2624	chr11	2168368	2168898	+	48	NA	exon (TH, exon 3 of 13)	NA	3172	TH								
D0_1_7_R1_peak_4961	chr14	104223016	104223354	+	48	NA	Intergenic	NA	84462	KIF26A								
D0_1_7_R1_peak_6327	chr17	16588512	16589063	+	48	NA	Intergenic	NA	-19581	ZNF287								
D0_1_7_R1_peak_3773	chr12	54084876	54085865	+	48	NA	intron (FLJ12825, intron 1 of 1)	NA	-3547	LOC100240735								
D0_1_7_R1_peak_6982	chr17	79416388	79416699	+	48	NA	intron (RBFOX3, intron 2 of 14)	NA	7577	LOC102723900								
D0_1_7_R1_peak_15739	chr9	133577554	133578900	+	48	NA	TTS (FAM163B)	NA	3297	FAM163B								
D0_1_7_R1_peak_13825	chr7	31056193	31057123	+	48	NA	intron (ADCYAP1R1, intron 1 of 15)	NA	4197	ADCYAP1R1								
D0_1_7_R1_peak_1755	chr10	35636065	35636468	+	48	NA	Intergenic	NA	4937	MIR4683								
D0_1_7_R1_peak_6947	chr17	79139213	79139654	+	48	NA	intron (RBFOX3, intron 3 of 13)	NA	64621	ENGASE								
D0_1_7_R1_peak_13084	chr6	37538724	37539218	+	48	NA	Intergenic	NA	-11032	LOC102723736								
D0_1_7_R1_peak_1359	chr1	182060960	182061256	+	48	NA	intron (ZNF648, intron 1 of 1)	NA	604	ZNF648								
D0_1_7_R1_peak_2651	chr11	7020069	7020954	+	48	NA	promoter-TSS (ZNF214)	NA	42	NLRP14								
D0_1_7_R1_peak_1431	chr1	203125344	203125707	+	48	NA	Intergenic	NA	-2183	ADORA1								
D0_1_7_R1_peak_3317	chr11	119741764	119742502	+	48	NA	Intergenic	NA	-9881	LOC101929156								
D0_1_7_R1_peak_9913	chr20	62486978	62487351	+	48	NA	Intergenic	NA	-11379	GATA5								
D0_1_7_R1_peak_11813	chr4	185537968	185538265	+	48	NA	Intergenic	NA	-2558	PDLIM3								
D0_1_7_R1_peak_634	chr1	32889639	32889966	+	48	NA	intron (HPCA, intron 2 of 3)	NA	3715	HPCA								
D0_1_7_R1_peak_6731	chr17	49914819	49915548	+	48	NA	Intergenic	NA	-54015	DLX4								
D0_1_7_R1_peak_487	chr1	22146494	22146976	+	48	NA	Intergenic	NA	-6457	WNT4								
D0_1_7_R1_peak_12042	chr5	35232283	35232614	+	48	NA	Intergenic	NA	-37206	PRLR								
D0_1_7_R1_peak_10513	chr22	44668128	44668687	+	48	NA	promoter-TSS (PRR5)	NA	-140	PRR5								
D0_1_7_R1_peak_12211	chr5	98767252	98767535	+	48	NA	Intergenic	NA	-1902	RGMB								
D0_1_7_R1_peak_14253	chr7	151115155	151115485	+	48	NA	exon (AGAP3, exon 1 of 9)	NA	28608	AGAP3								
D0_1_7_R1_peak_5690	chr16	10179564	10180124	+	48	NA	intron (GRIN2A, intron 3 of 13)	NA	2223	GRIN2A								
D0_1_7_R1_peak_10113	chr21	33015542	33015905	+	48	NA	Intergenic	NA	-10212	OLIG2								
D0_1_7_R1_peak_8077	chr19	47425856	47426340	+	48	NA	Intergenic	NA	-6570	MEIS3								
D0_1_7_R1_peak_5062	chr15	32722218	32722844	+	48	NA	intron (GREM1, intron 1 of 1)	NA	-3666	LOC100131315								
D0_1_7_R1_peak_10544	chr22	45896763	45897101	+	48	NA	Intergenic	NA	80196	WNT7B								
D0_1_7_R1_peak_13298	chr6	101395445	101395952	+	48	NA	intron (GRIK2, intron 1 of 16)	NA	-3287	GRIK2								
D0_1_7_R1_peak_12050	chr5	38261213	38261526	+	48	NA	intron (EGFLAM, intron 1 of 18)	NA	2960	EGFLAM								
D0_1_7_R1_peak_11183	chr3	194368131	194368525	+	48	NA	intron (LRRC15, intron 1 of 2)	NA	1415	LRRC15								
D0_1_7_R1_peak_14812	chr8	70066127	70067113	+	48	NA	intron (PRDM14, intron 4 of 7)	NA	4707	PRDM14								
D0_1_7_R1_peak_2926	chr11	60921311	60921701	+	48	NA	intron (TMEM109, intron 3 of 3)	NA	-2935	TMEM132A								
D0_1_7_R1_peak_8136	chr19	50320214	50320622	+	48	NA	intron (KCNC3, intron 3 of 4)	NA	8959	KCNC3								
D0_1_7_R1_peak_8347	chr2	9950427	9950857	+	48	NA	Intergenic	NA	-1071	GRHL1								
D0_1_7_R1_peak_58	chr1	1425907	1426418	+	48	NA	promoter-TSS (TMEM88B)	NA	34	TMEM88B								
D0_1_7_R1_peak_1009	chr1	109397376	109397771	+	48	NA	promoter-TSS (SORT1)	NA	-238	SORT1								
D0_1_7_R1_peak_10499	chr22	43860089	43860693	+	48	NA	intron (SULT4A1, intron 1 of 6)	NA	2107	SULT4A1								
D0_1_7_R1_peak_8238	chr19	53987780	53988158	+	48	NA	exon (CACNG8, exon 4 of 4)	NA	-3180	CACNG6								
D0_1_7_R1_peak_10205	chr21	45015897	45016208	+	48	NA	Intergenic	NA	-11325	LINC00162								
D0_1_7_R1_peak_5517	chr16	284357	284653	+	48	NA	exon (PDIA2, exon 2 of 11)	NA	1387	PDIA2								
D0_1_7_R1_peak_8329	chr2	1747111	1747595	+	48	NA	Intergenic	NA	-2834	PXDN								
D0_1_7_R1_peak_10932	chr3	120451784	120452067	+	48	NA	promoter-TSS (FSTL1)	NA	-854	FSTL1								
D0_1_7_R1_peak_2155	chr10	101207149	101208092	+	48	NA	Intergenic	NA	21340	LBX1								
D0_1_7_R1_peak_576	chr1	29127644	29128511	+	48	NA	Intergenic	NA	-4168	TMEM200B								
D0_1_7_R1_peak_9626	chr20	38717668	38718086	+	48	NA	Intergenic	NA	-6585	SLC32A1								
D0_1_7_R1_peak_6657	chr17	48603348	48604797	+	48	NA	promoter-TSS (HOXB6)	NA	-6944	HOXB6								
D0_1_7_R1_peak_11468	chr4	8269201	8270274	+	48	NA	promoter-TSS (HTRA3)	NA	-23	HTRA3								
D0_1_7_R1_peak_8705	chr2	101149735	101150400	+	48	NA	intron (TBC1D8, intron 1 of 19)	NA	-1593	LOC100506286								
D0_1_7_R1_peak_3065	chr11	69812892	69813287	+	48	NA	intron (FGF3, intron 2 of 2)	NA	6335	FGF3								
D0_1_7_R1_peak_8375	chr2	14628253	14629168	+	48	NA	Intergenic	NA	-3976	FAM84A								
D0_1_7_R1_peak_7172	chr18	23135943	23136751	+	48	NA	exon (CABLES1, exon 1 of 10)	NA	584	CABLES1								
D0_1_7_R1_peak_8021	chr19	45935714	45936037	+	48	NA	exon (NOVA2, exon 2 of 2)	NA	-21097	NANOS2								
D0_1_7_R1_peak_5212	chr15	65983724	65984197	+	48	NA	intron (MEGF11, intron 1 of 22)	NA	-56273	MIR4311								
D0_1_7_R1_peak_14500	chr8	11643695	11645047	+	48	NA	Intergenic	NA	-35305	LOC101929490								
D0_1_7_R1_peak_3218	chr11	94738720	94739018	+	48	NA	intron (AMOTL1, intron 2 of 14)	NA	32433	AMOTL1								
D0_1_7_R1_peak_12939	chr6	28743194	28743693	+	48	NA	promoter-TSS (TRNAR24)	NA	-419	TRNAR24								
D0_1_7_R1_peak_2397	chr10	129896868	129897502	+	48	NA	intron (EBF3, intron 6 of 15)	NA	-53821	MIR4297								
D0_1_7_R1_peak_14466	chr8	10623797	10624205	+	48	NA	intron (RP1L1, intron 1 of 3)	NA	31106	RP1L1								
D0_1_7_R1_peak_15321	chr9	77010599	77011361	+	48	NA	Intergenic	NA	-8675	FOXB2								
D0_1_7_R1_peak_7058	chr17	81365266	81365937	+	48	NA	Intergenic	NA	19759	RP11-1055B8.3								
D0_1_7_R1_peak_3415	chr11	129366067	129366762	+	48	NA	Intergenic	NA	-9572	BARX2								
D0_1_7_R1_peak_8610	chr2	78995249	78995933	+	48	NA	Intergenic	NA	-30095	REG3G								
D0_1_7_R1_peak_3051	chr11	69726457	69727833	+	48	NA	Intergenic	NA	-22807	FGF19								
D0_1_7_R1_peak_7390	chr19	405069	405444	+	48	NA	TTS (C2CD4C)	NA	3222	C2CD4C								
D0_1_7_R1_peak_4707	chr14	72895809	72896334	+	48	NA	Intergenic	NA	-1955	DPF3								
D0_1_7_R1_peak_15437	chr9	97861654	97862125	+	48	NA	Intergenic	NA	8634	FOXE1								
D0_1_7_R1_peak_11139	chr3	184264312	184264984	+	48	NA	intron (ECE2, intron 2 of 18)	NA	-3185	CAMK2N2								
D0_1_7_R1_peak_15380	chr9	93235675	93236300	+	48	NA	intron (WNK2, intron 5 of 28)	NA	51832	WNK2								
D0_1_7_R1_peak_6055	chr16	86354175	86354577	+	48	NA	Intergenic	NA	-8697	LINC00917								
D0_1_7_R1_peak_8744	chr2	113272507	113272830	+	48	NA	intron (LOC101927382, intron 1 of 1)	NA	4234	LOC101927382								
D0_1_7_R1_peak_15790	chr9	135217325	135217614	+	48	NA	Intergenic	NA	35860	LOC401557								
D0_1_7_R1_peak_6748	chr17	49985599	49986439	+	48	NA	Intergenic	NA	9205	DLX3								
D0_1_7_R1_peak_8018	chr19	45800268	45800548	+	48	NA	intron (RSPH6A, intron 5 of 5)	NA	-7606	DMWD								
D0_1_7_R1_peak_883	chr1	53064861	53065197	+	48	NA	intron (PODN, intron 2 of 11)	NA	2977	PODN								
D0_1_7_R1_peak_14579	chr8	22151447	22152268	+	48	NA	exon (LGI3, exon 6 of 8)	NA	4974	LGI3								
D0_1_7_R1_peak_2033	chr10	100646588	100648379	+	48	NA	Intergenic	NA	-82901	LOC102724225								
D0_1_7_R1_peak_14063	chr7	100890322	100890708	+	48	NA	promoter-TSS (UFSP1)	NA	-797	UFSP1								
D0_1_7_R1_peak_6961	chr17	79224070	79224351	+	48	NA	intron (LOC102723900, intron 3 of 3)	NA	149398	ENGASE								
D0_1_7_R1_peak_15046	chr8	143414974	143415622	+	48	NA	Intergenic	NA	15134	MAFA								
D0_1_7_R1_peak_7983	chr19	43820028	43820930	+	48	NA	intron (LYPD5, intron 1 of 5)	NA	177	LYPD5								
D0_1_7_R1_peak_15667	chr9	130677346	130678014	+	48	NA	intron (PRDM12, intron 3 of 4)	NA	13086	PRDM12								
D0_1_7_R1_peak_14	chr1	946004	946283	+	48	NA	intron (NOC2L, intron 16 of 18)	NA	13156	NOC2L								
D0_1_7_R1_peak_4807	chr14	95879828	95880308	+	48	NA	intron (LINC00617, intron 1 of 1)	NA	3296	LINC00617								
D0_1_7_R1_peak_9242	chr2	232492171	232492632	+	48	NA	Intergenic	NA	-4579	ECEL1								
D0_1_7_R1_peak_2309	chr10	120454439	120454738	+	48	NA	Intergenic	NA	-2366	PPAPDC1A								
D0_1_7_R1_peak_15757	chr9	134190922	134191209	+	48	NA	Intergenic	NA	-19094	LOC101928109								
D0_1_7_R1_peak_1206	chr1	156391790	156392203	+	48	NA	Intergenic	NA	22807	RHBG								
D0_1_7_R1_peak_8140	chr19	50334156	50334673	+	48	NA	intron (NAPSB, intron 7 of 8)	NA	-5037	KCNC3								
D0_1_7_R1_peak_4669	chr14	61190548	61191045	+	48	NA	Intergenic	NA	91016	TMEM30B								
D0_1_7_R1_peak_4414	chr13	101921108	101921507	+	48	NA	intron (FGF14, intron 1 of 4)	NA	46439	MIR2681								
D0_1_7_R1_peak_14473	chr8	10721634	10721948	+	48	NA	Intergenic	NA	-7231	LOC102723313								
D0_1_7_R1_peak_8486	chr2	44919141	44919500	+	48	NA	Intergenic	NA	3141	LOC100130502								
D0_1_7_R1_peak_15557	chr9	124048054	124048762	+	48	NA	Intergenic	NA	36658	LHX2								
D0_1_7_R1_peak_6755	chr17	50058973	50059627	+	48	NA	intron (ITGA3, intron 1 of 23)	NA	3235	ITGA3								
D0_1_7_R1_peak_8153	chr19	50554254	50554691	+	48	NA	intron (LRRC4B, intron 1 of 3)	NA	13690	LRRC4B								
D0_1_7_R1_peak_11227	chr4	1417486	1418029	+	48	NA	Intergenic	NA	26205	CRIPAK								
D0_1_7_R1_peak_5643	chr16	2239509	2239815	+	48	NA	TTS (ECI1)	NA	3195	DNASE1L2								
D0_1_7_R1_peak_7839	chr19	35250305	35251330	+	48	NA	intron (LSR, intron 2 of 6)	NA	2161	LSR								
