PeakID (cmd=annotatePeaks.pl M6_1_128_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_128_R1_peak_495	chr3	125595313	125595561	+	104	NA	promoter-TSS (OSBPL11)	NA	100	OSBPL11								
M6_1_128_R1_peak_589	chr6	42783009	42783845	+	104	NA	exon (FLJ38717, exon 1 of 1)	NA	500	FLJ38717								
M6_1_128_R1_peak_632	chr7	128531119	128531848	+	104	NA	promoter-TSS (LOC101928451)	NA	123	LOC101928451								
M6_1_128_R1_peak_162	chr12	123388738	123388950	+	104	NA	promoter-TSS (SETD8)	NA	4687	SETD8								
M6_1_128_R1_peak_292	chr17	38702341	38702576	+	104	NA	promoter-TSS (MIR4734)	NA	-127	MIR4734								
M6_1_128_R1_peak_417	chr2	177264114	177264765	+	104	NA	promoter-TSS (NFE2L2)	NA	-550	NFE2L2								
M6_1_128_R1_peak_521	chr4	39977772	39978065	+	104	NA	promoter-TSS (PDS5A)	NA	38	PDS5A								
M6_1_128_R1_peak_548	chr5	66144086	66144303	+	100	NA	promoter-TSS (SREK1)	NA	-18222	SREK1								
M6_1_128_R1_peak_580	chr6	30617184	30617386	+	100	NA	promoter-TSS (MRPS18B)	NA	22	PPP1R10								
M6_1_128_R1_peak_658	chr8	143278727	143278890	+	99	NA	Intergenic	NA	2868	LOC100507316								
M6_1_128_R1_peak_473	chr22	41468670	41468993	+	98	NA	promoter-TSS (ACO2)	NA	-127	PHF5A								
M6_1_128_R1_peak_325	chr19	797437	797634	+	97	NA	promoter-TSS (PTBP1)	NA	-523	PTBP1								
M6_1_128_R1_peak_397	chr2	74178774	74178958	+	97	NA	promoter-TSS (MOB1A)	NA	2	MOB1A								
M6_1_128_R1_peak_105	chr11	47395093	47395513	+	94	NA	Intergenic	NA	-5720	MIR4487								
M6_1_128_R1_peak_43	chr1	155208796	155209161	+	93	NA	promoter-TSS (THBS3)	NA	279	MTX1								
M6_1_128_R1_peak_287	chr17	29761455	29761618	+	93	NA	promoter-TSS (SSH2)	NA	-105929	SSH2								
M6_1_128_R1_peak_302	chr17	57553631	57553818	+	93	NA	intron (MSI2, intron 7 of 12)	NA	-30127	RP11-118E18.2								
M6_1_128_R1_peak_690	chrX	41333720	41333989	+	92	NA	exon (DDX3X, exon 1 of 17)	NA	456	DDX3X								
M6_1_128_R1_peak_361	chr19	39402937	39403813	+	92	NA	Intergenic	NA	-3472	ZFP36								
M6_1_128_R1_peak_414	chr2	171160846	171161077	+	92	NA	promoter-TSS (TLK1)	NA	-165	TLK1								
M6_1_128_R1_peak_410	chr2	162343787	162344054	+	92	NA	promoter-TSS (GCA)	NA	-212	GCA								
M6_1_128_R1_peak_464	chr22	28800012	28800444	+	92	NA	intron (XBP1, intron 1 of 5)	NA	344	XBP1								
M6_1_128_R1_peak_121	chr11	66677752	66677997	+	92	NA	promoter-TSS (RBM4B)	NA	3	RBM4B								
M6_1_128_R1_peak_100	chr11	9314562	9314785	+	92	NA	promoter-TSS (TMEM41B)	NA	95	TMEM41B								
M6_1_128_R1_peak_236	chr15	78873076	78873449	+	92	NA	intron (MORF4L1, intron 1 of 11)	NA	481	MORF4L1								
M6_1_128_R1_peak_66	chr1	248838413	248838605	+	92	NA	exon (ZNF672, exon 1 of 4)	NA	299	ZNF672								
M6_1_128_R1_peak_442	chr20	26009721	26009900	+	92	NA	promoter-TSS (LOC100134868)	NA	11	LOC100134868								
M6_1_128_R1_peak_270	chr16	89657643	89657834	+	92	NA	promoter-TSS (SPATA33)	NA	47	CHMP1A								
M6_1_128_R1_peak_504	chr3	161221172	161221427	+	92	NA	promoter-TSS (NMD3)	NA	-25	NMD3								
M6_1_128_R1_peak_406	chr2	148644654	148644951	+	91	NA	promoter-TSS (EPC2)	NA	-98820	EPC2								
M6_1_128_R1_peak_279	chr17	8383149	8383366	+	91	NA	promoter-TSS (RPL26)	NA	-10	RPL26								
M6_1_128_R1_peak_206	chr14	75277278	75277635	+	91	NA	Intergenic	NA	-1322	FOS								
M6_1_128_R1_peak_439	chr20	10435066	10435248	+	90	NA	promoter-TSS (SLX4IP)	NA	-146	SLX4IP								
M6_1_128_R1_peak_350	chr19	18419890	18420141	+	90	NA	intron (SSBP4, intron 1 of 16)	NA	679	SSBP4								
M6_1_128_R1_peak_164	chr12	124914709	124915185	+	87	NA	promoter-TSS (MIR5188)	NA	94	UBC								
M6_1_128_R1_peak_191	chr14	21383813	21384075	+	87	NA	exon (SUPT16H, exon 1 of 26)	NA	322	SUPT16H								
M6_1_128_R1_peak_494	chr3	108589556	108589762	+	86	NA	promoter-TSS (DZIP3)	NA	125	DZIP3								
M6_1_128_R1_peak_459	chr21	37367019	37367463	+	86	NA	promoter-TSS (DYRK1A)	NA	-382	DYRK1A								
M6_1_128_R1_peak_159	chr12	121800641	121801233	+	83	NA	intron (LINC01089, intron 4 of 6)	NA	2547	LINC01089								
M6_1_128_R1_peak_557	chr5	138464850	138465139	+	83	NA	promoter-TSS (EGR1)	NA	-498	EGR1								
M6_1_128_R1_peak_393	chr2	70086351	70086678	+	83	NA	promoter-TSS (PCBP1)	NA	501	PCBP1-AS1								
M6_1_128_R1_peak_28	chr1	58699953	58700194	+	83	NA	promoter-TSS (MYSM1)	NA	-7	MYSM1								
M6_1_128_R1_peak_427	chr2	207166413	207166786	+	83	NA	promoter-TSS (KLF7)	NA	197	MIR7845								
M6_1_128_R1_peak_144	chr12	49322928	49323144	+	81	NA	promoter-TSS (TROAP)	NA	-208	TROAP								
M6_1_128_R1_peak_223	chr15	50354316	50354879	+	80	NA	exon (FLJ10038, exon 1 of 1)	NA	282	FLJ10038								
M6_1_128_R1_peak_22	chr1	35192418	35192690	+	80	NA	exon (SFPQ, exon 1 of 13)	NA	601	SFPQ								
M6_1_128_R1_peak_208	chr14	81220895	81221204	+	80	NA	promoter-TSS (LOC101928504)	NA	-67	LOC101928504								
M6_1_128_R1_peak_641	chr8	30082680	30082908	+	80	NA	intron (TMEM66, intron 1 of 5)	NA	414	TMEM66								
M6_1_128_R1_peak_424	chr2	200864269	200864484	+	80	NA	exon (CLK1, exon 1 of 13)	NA	368	CLK1								
M6_1_128_R1_peak_237	chr15	82986018	82986219	+	80	NA	promoter-TSS (HOMER2)	NA	-85	FAM103A1								
M6_1_128_R1_peak_74	chr10	21526100	21526330	+	80	NA	promoter-TSS (SKIDA1)	NA	-533	SKIDA1								
M6_1_128_R1_peak_522	chr4	40056004	40056228	+	79	NA	promoter-TSS (N4BP2)	NA	-912	N4BP2								
M6_1_128_R1_peak_161	chr12	123365113	123365327	+	78	NA	promoter-TSS (SBNO1)	NA	37	SBNO1								
M6_1_128_R1_peak_8	chr1	16895787	16895953	+	78	NA	promoter-TSS (RNU1-2)	NA	-110	RNU1-2								
M6_1_128_R1_peak_624	chr7	100429723	100429933	+	77	NA	promoter-TSS (ZCWPW1)	NA	-414	ZCWPW1								
M6_1_128_R1_peak_401	chr2	96265984	96266268	+	77	NA	promoter-TSS (TMEM127)	NA	-20	CIAO1								
M6_1_128_R1_peak_453	chr20	62143514	62143688	+	77	NA	promoter-TSS (SS18L1)	NA	-143	PSMA7								
M6_1_128_R1_peak_395	chr2	70293333	70293587	+	77	NA	intron (SNRPG, intron 1 of 3)	NA	277	SNRPG								
M6_1_128_R1_peak_122	chr11	68213081	68213853	+	77	NA	promoter-TSS (SUV420H1)	NA	-33852	SUV420H1								
M6_1_128_R1_peak_617	chr7	2555549	2555712	+	76	NA	promoter-TSS (BRAT1)	NA	76	BRAT1								
M6_1_128_R1_peak_674	chr9	97983985	97984192	+	74	NA	intron (ANP32B, intron 1 of 6)	NA	881	ANP32B								
M6_1_128_R1_peak_61	chr1	244451927	244452231	+	74	NA	promoter-TSS (ADSS)	NA	55	ADSS								
M6_1_128_R1_peak_562	chr5	160419129	160419338	+	73	NA	promoter-TSS (SLU7)	NA	-152	SLU7								
M6_1_128_R1_peak_357	chr19	36915932	36916231	+	73	NA	promoter-TSS (ZNF829)	NA	169	ZNF829								
M6_1_128_R1_peak_466	chr22	37608726	37608926	+	73	NA	promoter-TSS (GGA1)	NA	-214	GGA1								
M6_1_128_R1_peak_360	chr19	38849737	38849927	+	72	NA	exon (HNRNPL, exon 1 of 13)	NA	2507	HNRNPL								
M6_1_128_R1_peak_137	chr12	13101522	13101685	+	71	NA	intron (GSG1, intron 1 of 5)	NA	2093	GSG1								
M6_1_128_R1_peak_15	chr1	26472527	26472726	+	70	NA	exon (HMGN2, exon 1 of 6)	NA	215	HMGN2								
M6_1_128_R1_peak_373	chr19	49877070	49877284	+	70	NA	promoter-TSS (TBC1D17)	NA	-248	TBC1D17								
M6_1_128_R1_peak_340	chr19	10252129	10252296	+	69	NA	exon (MRPL4, exon 1 of 8)	NA	248	MRPL4								
M6_1_128_R1_peak_662	chr9	3525919	3526398	+	69	NA	promoter-TSS (RFX3)	NA	61111	DSERG1								
M6_1_128_R1_peak_411	chr2	168890417	168890630	+	69	NA	promoter-TSS (SPC25)	NA	-89	SPC25								
M6_1_128_R1_peak_156	chr12	111438392	111438602	+	69	NA	intron (SH2B3, intron 2 of 7)	NA	32580	SH2B3								
M6_1_128_R1_peak_661	chr9	3525377	3525802	+	69	NA	promoter-TSS (RFX3)	NA	60542	DSERG1								
M6_1_128_R1_peak_149	chr12	66169464	66169753	+	69	NA	intron (TMBIM4, intron 1 of 7)	NA	464	TMBIM4								
M6_1_128_R1_peak_601	chr6	136289497	136289669	+	68	NA	intron (BCLAF1, intron 1 of 12)	NA	1062	BCLAF1								
M6_1_128_R1_peak_563	chr5	163437456	163437658	+	68	NA	promoter-TSS (CCNG1)	NA	-14	CCNG1								
M6_1_128_R1_peak_565	chr5	171387650	171387858	+	68	NA	promoter-TSS (NPM1)	NA	50	NPM1								
M6_1_128_R1_peak_274	chr17	3723773	3724009	+	68	NA	promoter-TSS (GSG2)	NA	-12	GSG2								
M6_1_128_R1_peak_577	chr6	20402875	20403320	+	68	NA	promoter-TSS (E2F3)	NA	-76935	E2F3								
M6_1_128_R1_peak_465	chr22	31399461	31399676	+	68	NA	promoter-TSS (DRG1)	NA	15	DRG1								
M6_1_128_R1_peak_131	chr12	6689011	6689456	+	68	NA	promoter-TSS (ZNF384)	NA	-277	ZNF384								
M6_1_128_R1_peak_348	chr19	18152824	18153110	+	68	NA	promoter-TSS (PIK3R2)	NA	-211	PIK3R2								
M6_1_128_R1_peak_68	chr10	3785443	3785857	+	68	NA	promoter-TSS (KLF6)	NA	-369	KLF6								
M6_1_128_R1_peak_553	chr5	131635225	131635443	+	68	NA	promoter-TSS (RAPGEF6)	NA	-98	RAPGEF6								
M6_1_128_R1_peak_449	chr20	45934839	45935042	+	68	NA	intron (PCIF1, intron 1 of 16)	NA	262	PCIF1								
M6_1_128_R1_peak_544	chr5	32585684	32585847	+	68	NA	intron (SUB1, intron 1 of 4)	NA	266	SUB1								
M6_1_128_R1_peak_650	chr8	61714765	61714930	+	68	NA	promoter-TSS (ASPH)	NA	59	MIR4470								
M6_1_128_R1_peak_205	chr14	75259273	75259520	+	68	NA	Intergenic	NA	-19382	FOS								
M6_1_128_R1_peak_252	chr16	28823293	28823903	+	67	NA	promoter-TSS (ATXN2L)	NA	550	ATXN2L								
M6_1_128_R1_peak_509	chr3	186108455	186108618	+	67	NA	intron (ETV5, intron 1 of 12)	NA	576	ETV5								
M6_1_128_R1_peak_250	chr16	18790284	18790496	+	66	NA	promoter-TSS (RPS15A)	NA	-56	RPS15A								
M6_1_128_R1_peak_590	chr6	43427743	43427947	+	65	NA	intron (ABCC10, intron 1 of 22)	NA	-3906	ABCC10								
M6_1_128_R1_peak_419	chr2	189661281	189661459	+	65	NA	promoter-TSS (ASNSD1)	NA	-29	ASNSD1								
M6_1_128_R1_peak_534	chr4	120066828	120066991	+	64	NA	promoter-TSS (MAD2L1)	NA	-51	MAD2L1								
M6_1_128_R1_peak_308	chr17	64505719	64505912	+	61	NA	promoter-TSS (CEP95)	NA	1109	DDX5								
M6_1_128_R1_peak_347	chr19	14006769	14006997	+	61	NA	promoter-TSS (RFX1)	NA	-594	RFX1								
M6_1_128_R1_peak_382	chr2	19892085	19892301	+	61	NA	Intergenic	NA	9503	LOC102724935								
M6_1_128_R1_peak_546	chr5	43042266	43042445	+	61	NA	exon (LOC153684, exon 1 of 2)	NA	221	LOC153684								
M6_1_128_R1_peak_216	chr15	25438913	25439120	+	61	NA	promoter-TSS (UBE3A)	NA	-33510	UBE3A								
M6_1_128_R1_peak_647	chr8	47960811	47961019	+	61	NA	promoter-TSS (PRKDC)	NA	659	MCM4								
M6_1_128_R1_peak_194	chr14	31025939	31026220	+	61	NA	promoter-TSS (AP4S1)	NA	322	STRN3								
M6_1_128_R1_peak_305	chr17	60600141	60600374	+	59	NA	promoter-TSS (PPM1D)	NA	74	PPM1D								
M6_1_128_R1_peak_129	chr11	123062760	123062961	+	59	NA	promoter-TSS (HSPA8)	NA	507	LOC101929289								
M6_1_128_R1_peak_638	chr7	152464246	152464485	+	59	NA	exon (LINC01003, exon 1 of 1)	NA	241	LINC01003								
M6_1_128_R1_peak_181	chr13	48233094	48233361	+	59	NA	promoter-TSS (ITM2B)	NA	89	ITM2B								
M6_1_128_R1_peak_436	chr20	653294	653485	+	59	NA	promoter-TSS (SRXN1)	NA	-19	SRXN1								
M6_1_128_R1_peak_514	chr4	1712395	1712581	+	58	NA	promoter-TSS (SLBP)	NA	-185	SLBP								
M6_1_128_R1_peak_193	chr14	23556215	23556417	+	58	NA	promoter-TSS (ZFHX2)	NA	334	THTPA								
M6_1_128_R1_peak_318	chr17	81927284	81927448	+	58	NA	promoter-TSS (MAFG-AS1)	NA	-463	MAFG-AS1								
M6_1_128_R1_peak_195	chr14	34462411	34462583	+	58	NA	promoter-TSS (SPTSSA)	NA	-235	SPTSSA								
M6_1_128_R1_peak_106	chr11	47565421	47565600	+	58	NA	promoter-TSS (CELF1)	NA	80	PTPMT1								
M6_1_128_R1_peak_435	chr20	297422	297595	+	58	NA	promoter-TSS (ZCCHC3)	NA	-55	ZCCHC3								
M6_1_128_R1_peak_202	chr14	69767549	69767839	+	58	NA	promoter-TSS (LOC100289511)	NA	19	LOC100289511								
M6_1_128_R1_peak_527	chr4	73258728	73258987	+	58	NA	promoter-TSS (ANKRD17)	NA	-72	ANKRD17								
M6_1_128_R1_peak_450	chr20	45972097	45972385	+	58	NA	promoter-TSS (ZNF335)	NA	-319	ZNF335								
M6_1_128_R1_peak_387	chr2	37156927	37157170	+	58	NA	promoter-TSS (EIF2AK2)	NA	-1	EIF2AK2								
M6_1_128_R1_peak_588	chr6	42782569	42782844	+	56	NA	promoter-TSS (FLJ38717)	NA	-221	FLJ38717								
M6_1_128_R1_peak_314	chr17	78759105	78759372	+	56	NA	intron (CYTH1, intron 1 of 12)	NA	23056	CYTH1								
M6_1_128_R1_peak_407	chr2	156334152	156334438	+	56	NA	Intergenic	NA	-1580	NR4A2								
M6_1_128_R1_peak_327	chr19	1407924	1408134	+	56	NA	intron (DAZAP1, intron 1 of 11)	NA	436	DAZAP1								
M6_1_128_R1_peak_110	chr11	61816863	61817040	+	56	NA	exon (FADS1, exon 1 of 12)	NA	106	FADS1								
M6_1_128_R1_peak_227	chr15	68818451	68818997	+	56	NA	intron (ANP32A, intron 1 of 5)	NA	2198	ANP32A								
M6_1_128_R1_peak_42	chr1	154220320	154220523	+	56	NA	promoter-TSS (UBAP2L)	NA	376	C1orf43								
M6_1_128_R1_peak_458	chr21	37072921	37073235	+	56	NA	promoter-TSS (PIGP)	NA	80	PIGP								
M6_1_128_R1_peak_513	chr3	196082135	196082302	+	56	NA	promoter-TSS (TFRC)	NA	-128	TFRC								
M6_1_128_R1_peak_619	chr7	5530899	5531161	+	56	NA	promoter-TSS (ACTB)	NA	-1759	ACTB								
M6_1_128_R1_peak_402	chr2	113890147	113890541	+	56	NA	promoter-TSS (ACTR3)	NA	-254	ACTR3								
M6_1_128_R1_peak_484	chr3	28348701	28348999	+	56	NA	promoter-TSS (ZCWPW2)	NA	-98	ZCWPW2								
M6_1_128_R1_peak_490	chr3	57556169	57556332	+	56	NA	promoter-TSS (PDE12)	NA	-4	PDE12								
M6_1_128_R1_peak_200	chr14	67241200	67241363	+	55	NA	promoter-TSS (MPP5)	NA	-14	MPP5								
M6_1_128_R1_peak_178	chr13	41194455	41194633	+	55	NA	promoter-TSS (KBTBD7)	NA	22	KBTBD7								
M6_1_128_R1_peak_618	chr7	5530384	5530576	+	55	NA	intron (ACTB, intron 1 of 5)	NA	-1209	ACTB								
M6_1_128_R1_peak_257	chr16	31180541	31180778	+	54	NA	intron (FUS, intron 1 of 14)	NA	549	FUS								
M6_1_128_R1_peak_461	chr21	39183349	39183532	+	54	NA	promoter-TSS (PSMG1)	NA	74	PSMG1								
M6_1_128_R1_peak_41	chr1	119648431	119648594	+	54	NA	promoter-TSS (ZNF697)	NA	-651	ZNF697								
M6_1_128_R1_peak_539	chr4	151099462	151099816	+	54	NA	promoter-TSS (RPS3A)	NA	66	RPS3A								
M6_1_128_R1_peak_167	chr12	131949702	131949899	+	53	NA	promoter-TSS (EP400)	NA	-120	EP400								
M6_1_128_R1_peak_376	chr19	53867144	53867554	+	53	NA	promoter-TSS (MYADM)	NA	-2178	MYADM								
M6_1_128_R1_peak_16	chr1	26500987	26501187	+	52	NA	Intergenic	NA	-28671	RPS6KA1								
M6_1_128_R1_peak_67	chr10	3784671	3785217	+	52	NA	exon (KLF6, exon 1 of 4)	NA	337	KLF6								
M6_1_128_R1_peak_533	chr4	119212338	119212547	+	51	NA	promoter-TSS (USP53)	NA	-185	USP53								
M6_1_128_R1_peak_173	chr13	29595293	29595521	+	51	NA	intron (LOC102724249, intron 3 of 3)	NA	281	SLC7A1								
M6_1_128_R1_peak_282	chr17	17281204	17281399	+	50	NA	promoter-TSS (COPS3)	NA	-24	COPS3								
M6_1_128_R1_peak_670	chr9	83980560	83980772	+	49	NA	promoter-TSS (HNRNPK)	NA	-6	HNRNPK								
M6_1_128_R1_peak_199	chr14	64914360	64914541	+	49	NA	promoter-TSS (CHURC1-FNTB)	NA	89	CHURC1-FNTB								
M6_1_128_R1_peak_323	chr18	76823744	76823915	+	49	NA	promoter-TSS (ZNF236)	NA	1247	ZNF236								
M6_1_128_R1_peak_591	chr6	43516963	43517165	+	49	NA	promoter-TSS (POLR1C)	NA	-19	POLR1C								
M6_1_128_R1_peak_678	chr9	112174815	112175061	+	49	NA	intron (SUSD1, intron 1 of 15)	NA	359	SUSD1								
M6_1_128_R1_peak_381	chr2	9423484	9423647	+	49	NA	promoter-TSS (CPSF3)	NA	-109	ITGB1BP1								
M6_1_128_R1_peak_281	chr17	17237225	17237391	+	49	NA	promoter-TSS (FLCN)	NA	-120	FLCN								
M6_1_128_R1_peak_127	chr11	110093090	110093523	+	49	NA	promoter-TSS (ZC3H12C)	NA	-55	ZC3H12C								
M6_1_128_R1_peak_388	chr2	43595972	43596247	+	49	NA	promoter-TSS (THADA)	NA	-63	THADA								
M6_1_128_R1_peak_280	chr17	15699517	15699680	+	49	NA	promoter-TSS (ZNF286A)	NA	21	ZNF286A								
M6_1_128_R1_peak_434	chr2	231707542	231707876	+	48	NA	promoter-TSS (PTMA)	NA	-816	PTMA								
M6_1_128_R1_peak_344	chr19	13843052	13843231	+	48	NA	Intergenic	NA	-6490	MIR23A								
M6_1_128_R1_peak_62	chr1	244863163	244863355	+	48	NA	intron (HNRNPU, intron 1 of 13)	NA	1266	HNRNPU								
M6_1_128_R1_peak_184	chr13	52652264	52652450	+	48	NA	promoter-TSS (SUGT1)	NA	-339	SUGT1								
M6_1_128_R1_peak_530	chr4	102827307	102827571	+	48	NA	promoter-TSS (UBE2D3)	NA	41454	UBE2D3								
M6_1_128_R1_peak_185	chr13	72781868	72782053	+	47	NA	promoter-TSS (PIBF1)	NA	193	DIS3								
M6_1_128_R1_peak_542	chr5	374159	374322	+	47	NA	intron (AHRR, intron 3 of 11)	NA	68903	C5orf55								
M6_1_128_R1_peak_675	chr9	98056435	98056625	+	47	NA	promoter-TSS (NANS)	NA	-147	NANS								
M6_1_128_R1_peak_611	chr6	163414141	163414398	+	47	NA	promoter-TSS (QKI)	NA	-319	CAHM								
M6_1_128_R1_peak_271	chr16	89972521	89972684	+	47	NA	promoter-TSS (AFG3L1P)	NA	22	AFG3L1P								
M6_1_128_R1_peak_46	chr1	159924037	159924208	+	47	NA	promoter-TSS (TAGLN2)	NA	429	TAGLN2								
M6_1_128_R1_peak_703	chrY	2935545	2935749	+	47	NA	promoter-TSS (ZFY)	NA	576	ZFY								
M6_1_128_R1_peak_63	chr1	244863557	244863765	+	47	NA	exon (HNRNPU, exon 1 of 14)	NA	864	HNRNPU								
M6_1_128_R1_peak_253	chr16	29745664	29745857	+	47	NA	intron (C16orf54, intron 1 of 1)	NA	259	C16orf54								
M6_1_128_R1_peak_610	chr6	154733701	154733934	+	47	NA	exon (SCAF8, exon 2 of 21)	NA	439	SCAF8								
M6_1_128_R1_peak_18	chr1	26696212	26696426	+	47	NA	promoter-TSS (LOC101928728)	NA	86	LOC101928728								
M6_1_128_R1_peak_640	chr8	28889939	28890155	+	46	NA	promoter-TSS (HMBOX1)	NA	-87	INTS9								
M6_1_128_R1_peak_359	chr19	37371085	37371257	+	46	NA	promoter-TSS (ZNF527)	NA	65	ZNF527								
M6_1_128_R1_peak_697	chrX	108091145	108091346	+	45	NA	promoter-TSS (ATG4A)	NA	399	PSMD10								
M6_1_128_R1_peak_369	chr19	48872950	48873117	+	45	NA	intron (PPP1R15A, intron 1 of 2)	NA	641	PPP1R15A								
M6_1_128_R1_peak_614	chr7	954357	954520	+	45	NA	exon (ADAP1, exon 1 of 11)	NA	-8622	ADAP1								
M6_1_128_R1_peak_418	chr2	181457604	181457856	+	45	NA	exon (ITGA4, exon 1 of 28)	NA	838	ITGA4								
M6_1_128_R1_peak_408	chr2	156342088	156342346	+	45	NA	Intergenic	NA	-9502	NR4A2								
M6_1_128_R1_peak_653	chr8	67343506	67343748	+	45	NA	promoter-TSS (LOC102724708)	NA	-101	LOC102724708								
M6_1_128_R1_peak_576	chr6	18264385	18264548	+	45	NA	promoter-TSS (DEK)	NA	102	DEK								
M6_1_128_R1_peak_489	chr3	49276926	49277106	+	45	NA	promoter-TSS (C3orf62)	NA	59	C3orf62								
M6_1_128_R1_peak_263	chr16	74985195	74985365	+	45	NA	promoter-TSS (WDR59)	NA	-161	WDR59								
M6_1_128_R1_peak_11	chr1	21783365	21783559	+	45	NA	promoter-TSS (USP48)	NA	-287	USP48								
M6_1_128_R1_peak_50	chr1	174999488	174999651	+	45	NA	promoter-TSS (CACYBP)	NA	-187	CACYBP								
M6_1_128_R1_peak_389	chr2	54115573	54115831	+	45	NA	exon (ACYP2, exon 1 of 4)	NA	429	ACYP2								
M6_1_128_R1_peak_174	chr13	29850364	29850538	+	44	NA	exon (UBL3, exon 1 of 5)	NA	232	UBL3								
M6_1_128_R1_peak_239	chr15	92882862	92883108	+	44	NA	promoter-TSS (LOC100507217)	NA	142	LOC100507217								
M6_1_128_R1_peak_606	chr6	147203874	147204310	+	44	NA	promoter-TSS (STXBP5)	NA	-304	STXBP5								
M6_1_128_R1_peak_567	chr5	172772474	172772684	+	44	NA	Intergenic	NA	-1379	DUSP1								
M6_1_128_R1_peak_627	chr7	102433149	102433316	+	43	NA	promoter-TSS (ORAI2)	NA	-298	ORAI2								
M6_1_128_R1_peak_213	chr14	105481201	105481364	+	43	NA	Intergenic	NA	-5638	CRIP1								
M6_1_128_R1_peak_680	chr9	120876959	120877279	+	42	NA	promoter-TSS (PHF19)	NA	-8208	PHF19								
M6_1_128_R1_peak_60	chr1	234608865	234609040	+	42	NA	exon (IRF2BP2, exon 1 of 2)	NA	573	IRF2BP2								
M6_1_128_R1_peak_72	chr10	12349662	12349885	+	42	NA	exon (CAMK1D, exon 1 of 10)	NA	260	CAMK1D								
M6_1_128_R1_peak_420	chr2	190408386	190408678	+	42	NA	intron (MFSD6, intron 1 of 7)	NA	-24795	MFSD6								
M6_1_128_R1_peak_612	chr6	166342260	166342451	+	42	NA	promoter-TSS (LOC102724169)	NA	148	SFT2D1								
M6_1_128_R1_peak_604	chr6	144216189	144216357	+	42	NA	promoter-TSS (TRNAL29)	NA	-274	TRNAL29								
M6_1_128_R1_peak_143	chr12	49060331	49060539	+	42	NA	promoter-TSS (KMT2D)	NA	-288	KMT2D								
M6_1_128_R1_peak_536	chr4	128061061	128061276	+	41	NA	promoter-TSS (LARP1B)	NA	-30259	LARP1B								
M6_1_128_R1_peak_654	chr8	100951218	100951629	+	41	NA	promoter-TSS (YWHAZ)	NA	2066	YWHAZ								
M6_1_128_R1_peak_353	chr19	34677571	34677828	+	41	NA	promoter-TSS (ZNF302)	NA	60	ZNF302								
M6_1_128_R1_peak_114	chr11	65419344	65419530	+	41	NA	Intergenic	NA	-3361	NEAT1								
M6_1_128_R1_peak_284	chr17	28719873	28720036	+	41	NA	promoter-TSS (SNORD42B)	NA	-28	RPL23A								
M6_1_128_R1_peak_684	chr9	132944799	132944980	+	41	NA	promoter-TSS (TSC1)	NA	-272	TSC1								
M6_1_128_R1_peak_115	chr11	65421252	65421442	+	40	NA	Intergenic	NA	-1451	NEAT1								
M6_1_128_R1_peak_554	chr5	132962728	132962918	+	38	NA	intron (AFF4, intron 1 of 21)	NA	839	AFF4								
M6_1_128_R1_peak_207	chr14	75294028	75294227	+	38	NA	promoter-TSS (RP11-293M10.5)	NA	-277	RP11-293M10.5								
M6_1_128_R1_peak_578	chr6	26216488	26216677	+	38	NA	promoter-TSS (HIST1H2AE)	NA	62	HIST1H2BG								
M6_1_128_R1_peak_394	chr2	70142119	70142377	+	38	NA	Intergenic	NA	-16932	LOC100133985								
M6_1_128_R1_peak_499	chr3	139344181	139344376	+	38	NA	intron (MRPS22, intron 1 of 7)	NA	259	MRPS22								
M6_1_128_R1_peak_254	chr16	29745920	29746119	+	37	NA	promoter-TSS (C16orf54)	NA	0	C16orf54								
M6_1_128_R1_peak_656	chr8	102412273	102412485	+	37	NA	exon (UBR5, exon 1 of 59)	NA	340	UBR5								
M6_1_128_R1_peak_676	chr9	99819713	99819876	+	37	NA	promoter-TSS (RP11-554F20.1)	NA	95	RP11-554F20.1								
M6_1_128_R1_peak_655	chr8	100951800	100951966	+	37	NA	promoter-TSS (YWHAZ)	NA	1606	YWHAZ								
M6_1_128_R1_peak_258	chr16	31874043	31874206	+	37	NA	intron (ZNF267, intron 1 of 4)	NA	-1079	ZNF267								
M6_1_128_R1_peak_649	chr8	53843007	53843170	+	37	NA	promoter-TSS (ATP6V1H)	NA	223	ATP6V1H								
M6_1_128_R1_peak_297	chr17	40322495	40322728	+	37	NA	promoter-TSS (RARA)	NA	-380	RARA								
M6_1_128_R1_peak_64	chr1	244970137	244970389	+	37	NA	promoter-TSS (EFCAB2)	NA	281	EFCAB2								
M6_1_128_R1_peak_229	chr15	72783486	72783652	+	37	NA	exon (ADPGK, exon 1 of 7)	NA	734	ADPGK-AS1								
M6_1_128_R1_peak_136	chr12	13101164	13101332	+	37	NA	intron (GSG1, intron 1 of 5)	NA	2448	GSG1								
M6_1_128_R1_peak_428	chr2	207625008	207625171	+	37	NA	promoter-TSS (METTL21A)	NA	-117	METTL21A								
M6_1_128_R1_peak_549	chr5	96807761	96807950	+	37	NA	intron (ERAP1, intron 1 of 18)	NA	285	ERAP1								
