PeakID (cmd=annotatePeaks.pl OCIAML3_1_195_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML3_1_195_R1_peak_26269	chr6	41779453	41779766	+	79	NA	intron (FRS3, intron 1 of 7)	NA	296	FRS3								
OCIAML3_1_195_R1_peak_1251	chr1	87151183	87152313	+	79	NA	intron (LINC01140, intron 2 of 2)	NA	21983	LINC01140								
OCIAML3_1_195_R1_peak_18026	chr2	202871164	202871848	+	79	NA	promoter-TSS (ICA1L)	NA	-40712	CARF								
OCIAML3_1_195_R1_peak_9982	chr15	50119490	50119979	+	79	NA	promoter-TSS (ATP8B4)	NA	-512	ATP8B4								
OCIAML3_1_195_R1_peak_3146	chr1	235931774	235932193	+	79	NA	Intergenic	NA	-48309	LYST								
OCIAML3_1_195_R1_peak_13373	chr17	74736807	74737532	+	79	NA	promoter-TSS (RAB37)	NA	-48	RAB37								
OCIAML3_1_195_R1_peak_9456	chr14	92401634	92402340	+	79	NA	intron (SLC24A4, intron 3 of 17)	NA	79406	SLC24A4								
OCIAML3_1_195_R1_peak_9022	chr14	58240043	58240570	+	79	NA	promoter-TSS (TRNAK13)	NA	-339	TRNAK13								
OCIAML3_1_195_R1_peak_14827	chr19	14081736	14082196	+	79	NA	exon (C19orf67, exon 6 of 6)	NA	3829	C19orf67								
OCIAML3_1_195_R1_peak_5469	chr11	64251527	64252495	+	79	NA	intron (PLCB3, intron 1 of 28)	NA	488	PLCB3								
OCIAML3_1_195_R1_peak_30747	chr9	34636879	34637763	+	79	NA	exon (SIGMAR1, exon 2 of 4)	NA	505	SIGMAR1								
OCIAML3_1_195_R1_peak_6913	chr12	49129824	49130373	+	79	NA	intron (TUBA1B, intron 1 of 3)	NA	1423	TUBA1B								
OCIAML3_1_195_R1_peak_4997	chr11	18323680	18324666	+	79	NA	promoter-TSS (GTF2H1)	NA	1904	GTF2H1								
OCIAML3_1_195_R1_peak_24736	chr5	116453847	116454239	+	79	NA	intron (CTB-118N6.3, intron 2 of 2)	NA	6545	CTB-118N6.3								
OCIAML3_1_195_R1_peak_27327	chr6	159953167	159953419	+	79	NA	Intergenic	NA	-15806	IGF2R								
OCIAML3_1_195_R1_peak_20195	chr22	30425738	30426175	+	79	NA	TTS (SEC14L2)	NA	333	MTFP1								
OCIAML3_1_195_R1_peak_13751	chr18	5417791	5418201	+	79	NA	intron (EPB41L3, intron 12 of 22)	NA	-121801	ZBTB14								
OCIAML3_1_195_R1_peak_13952	chr18	36828157	36829769	+	79	NA	promoter-TSS (KIAA1328)	NA	-154	KIAA1328								
OCIAML3_1_195_R1_peak_19733	chr21	35102865	35103168	+	79	NA	Intergenic	NA	-63590	RUNX1-IT1								
OCIAML3_1_195_R1_peak_8162	chr13	36347270	36347637	+	79	NA	promoter-TSS (SPG20)	NA	-944	SPG20								
OCIAML3_1_195_R1_peak_26719	chr6	106163508	106164008	+	79	NA	Intergenic	NA	64896	PRDM1								
OCIAML3_1_195_R1_peak_25028	chr5	141651126	141651761	+	79	NA	promoter-TSS (FCHSD1)	NA	-30	FCHSD1								
OCIAML3_1_195_R1_peak_29840	chr8	86126535	86126944	+	79	NA	intron (ATP6V0D2, intron 2 of 7)	NA	27829	ATP6V0D2								
OCIAML3_1_195_R1_peak_17033	chr2	96866782	96867106	+	79	NA	intron (SEMA4C, intron 1 of 11)	NA	1459	SEMA4C								
OCIAML3_1_195_R1_peak_23312	chr4	106676026	106676535	+	79	NA	Intergenic	NA	-308845	GIMD1								
OCIAML3_1_195_R1_peak_18661	chr20	11650136	11651211	+	79	NA	Intergenic	NA	36679	LOC102724924								
OCIAML3_1_195_R1_peak_16364	chr2	40364533	40364892	+	79	NA	intron (SLC8A1, intron 3 of 11)	NA	87317	SLC8A1								
OCIAML3_1_195_R1_peak_3193	chr1	241813443	241813929	+	79	NA	Intergenic	NA	-34503	EXO1								
OCIAML3_1_195_R1_peak_10555	chr15	90059179	90059548	+	79	NA	intron (ZNF710, intron 1 of 3)	NA	-6030	ZNF710								
OCIAML3_1_195_R1_peak_6512	chr12	10067850	10068719	+	79	NA	Intergenic	NA	30722	CLEC1A								
OCIAML3_1_195_R1_peak_12504	chr17	29568633	29569089	+	79	NA	intron (TP53I13, intron 1 of 6)	NA	1436	TP53I13								
OCIAML3_1_195_R1_peak_27597	chr7	10644668	10645277	+	79	NA	Intergenic	NA	-57704	LOC100131472								
OCIAML3_1_195_R1_peak_27677	chr7	19117730	19118089	+	79	NA	promoter-TSS (TWIST1)	NA	-506	TWIST1								
OCIAML3_1_195_R1_peak_18850	chr20	24949888	24950724	+	79	NA	intron (CST7, intron 1 of 3)	NA	1076	CST7								
OCIAML3_1_195_R1_peak_17587	chr2	157876553	157876929	+	79	NA	promoter-TSS (ACVR1)	NA	-57252	ACVR1								
OCIAML3_1_195_R1_peak_24446	chr5	77937293	77937583	+	79	NA	intron (LOC101929154, intron 1 of 1)	NA	-20809	LOC101929154								
OCIAML3_1_195_R1_peak_3550	chr10	16566437	16566743	+	79	NA	Intergenic	NA	41760	LOC101928701								
OCIAML3_1_195_R1_peak_29595	chr8	57447908	57448629	+	79	NA	Intergenic	NA	104481	RP11-756K15.2								
OCIAML3_1_195_R1_peak_1548	chr1	115980574	115981141	+	79	NA	intron (SLC22A15, intron 1 of 10)	NA	4307	SLC22A15								
OCIAML3_1_195_R1_peak_28953	chr7	151923428	151923834	+	79	NA	Intergenic	NA	-37226	GALNTL5								
OCIAML3_1_195_R1_peak_19545	chr21	20307557	20308529	+	79	NA	Intergenic	NA	495065	LINC00320								
OCIAML3_1_195_R1_peak_16772	chr2	68367209	68367887	+	79	NA	intron (PLEK, intron 1 of 8)	NA	-1855	LOC101927723								
OCIAML3_1_195_R1_peak_13735	chr18	3448646	3450989	+	79	NA	promoter-TSS (TGIF1)	NA	-355	TGIF1								
OCIAML3_1_195_R1_peak_10918	chr16	8867594	8867892	+	79	NA	promoter-TSS (CARHSP1)	NA	618	CARHSP1								
OCIAML3_1_195_R1_peak_8834	chr14	31228633	31229571	+	79	NA	Intergenic	NA	-21042	HECTD1								
OCIAML3_1_195_R1_peak_21570	chr3	101419354	101419671	+	79	NA	intron (SENP7, intron 4 of 23)	NA	5244	LOC100287852								
OCIAML3_1_195_R1_peak_18692	chr20	17531304	17531687	+	79	NA	promoter-TSS (BFSP1)	NA	-126	BFSP1								
OCIAML3_1_195_R1_peak_9036	chr14	59253621	59253884	+	79	NA	intron (DAAM1, intron 1 of 25)	NA	65141	DAAM1								
OCIAML3_1_195_R1_peak_30161	chr8	123160677	123161588	+	79	NA	Intergenic	NA	-3830	TRNAM11								
OCIAML3_1_195_R1_peak_16318	chr2	37762537	37762802	+	79	NA	Intergenic	NA	-90470	CDC42EP3								
OCIAML3_1_195_R1_peak_29185	chr8	20186804	20187057	+	79	NA	Intergenic	NA	-3724	SLC18A1								
OCIAML3_1_195_R1_peak_12161	chr17	7131075	7131488	+	79	NA	Intergenic	NA	-16470	ASGR2								
OCIAML3_1_195_R1_peak_26138	chr6	34695736	34696878	+	79	NA	promoter-TSS (LOC101929243)	NA	495	C6orf106								
OCIAML3_1_195_R1_peak_21055	chr3	42492211	42492539	+	79	NA	intron (VIPR1, intron 1 of 13)	NA	-10237	VIPR1								
OCIAML3_1_195_R1_peak_29711	chr8	70775284	70775546	+	79	NA	Intergenic	NA	105968	XKR9								
OCIAML3_1_195_R1_peak_27893	chr7	37690124	37690428	+	79	NA	intron (GPR141, intron 1 of 1)	NA	-50118	GPR141								
OCIAML3_1_195_R1_peak_16917	chr2	76449867	76450164	+	79	NA	Intergenic	NA	-535950	AC079117.1								
OCIAML3_1_195_R1_peak_22407	chr3	194134212	194134591	+	79	NA	Intergenic	NA	-1741	HES1								
OCIAML3_1_195_R1_peak_9323	chr14	81128584	81128908	+	79	NA	intron (TSHR, intron 8 of 9)	NA	-33288	LOC101928462								
OCIAML3_1_195_R1_peak_26197	chr6	36852798	36853325	+	79	NA	Intergenic	NA	-8796	LOC102723698								
OCIAML3_1_195_R1_peak_3466	chr10	11176176	11176653	+	79	NA	intron (CELF2, intron 1 of 11)	NA	11327	CELF2								
OCIAML3_1_195_R1_peak_7762	chr12	120438144	120438581	+	79	NA	intron (COX6A1, intron 1 of 2)	NA	272	COX6A1								
OCIAML3_1_195_R1_peak_15998	chr2	10399755	10400489	+	79	NA	intron (HPCAL1, intron 3 of 5)	NA	46727	SNORA80B								
OCIAML3_1_195_R1_peak_11883	chr16	87853971	87854260	+	79	NA	promoter-TSS (SLC7A5)	NA	6349	SLC7A5								
OCIAML3_1_195_R1_peak_14006	chr18	49477388	49477665	+	79	NA	Intergenic	NA	9748	C18orf32								
OCIAML3_1_195_R1_peak_14255	chr18	77114912	77115413	+	79	NA	intron (MBP, intron 1 of 7)	NA	-98063	MBP								
OCIAML3_1_195_R1_peak_7798	chr12	121649277	121649679	+	79	NA	Intergenic	NA	22928	ORAI1								
OCIAML3_1_195_R1_peak_3594	chr10	22714686	22714968	+	79	NA	promoter-TSS (PIP4K2A)	NA	-253	PIP4K2A								
OCIAML3_1_195_R1_peak_14900	chr19	16182353	16182891	+	79	NA	Intergenic	NA	-2802	FAM32A								
OCIAML3_1_195_R1_peak_11096	chr16	25177790	25178527	+	79	NA	TTS (LCMT1)	NA	-29126	RP11-266L9.2								
OCIAML3_1_195_R1_peak_30640	chr9	19091462	19091821	+	79	NA	intron (HAUS6, intron 4 of 16)	NA	11301	HAUS6								
OCIAML3_1_195_R1_peak_23714	chr4	171243201	171243571	+	79	NA	Intergenic	NA	54881	LOC101928288								
OCIAML3_1_195_R1_peak_12729	chr17	40053874	40054728	+	79	NA	intron (MED24, intron 1 of 26)	NA	107	MED24								
OCIAML3_1_195_R1_peak_31272	chr9	113188359	113188767	+	79	NA	intron (FKBP15, intron 11 of 26)	NA	32715	FKBP15								
OCIAML3_1_195_R1_peak_7274	chr12	69336955	69337865	+	79	NA	Intergenic	NA	-10944	LYZ								
OCIAML3_1_195_R1_peak_8072	chr13	28422775	28423114	+	79	NA	intron (FLT1, intron 10 of 12)	NA	72184	FLT1								
OCIAML3_1_195_R1_peak_24018	chr5	27962380	27962664	+	79	NA	Intergenic	NA	490230	LINC01021								
OCIAML3_1_195_R1_peak_18175	chr2	222911679	222912108	+	79	NA	intron (ACSL3, intron 4 of 16)	NA	50879	ACSL3								
OCIAML3_1_195_R1_peak_17297	chr2	121651026	121651610	+	79	NA	exon (NIFK-AS1, exon 3 of 3)	NA	1664	NIFK-AS1								
OCIAML3_1_195_R1_peak_21137	chr3	46208578	46209143	+	79	NA	promoter-TSS (CCR1)	NA	-519	CCR1								
OCIAML3_1_195_R1_peak_27734	chr7	25614466	25614975	+	79	NA	Intergenic	NA	48466	LOC646588								
OCIAML3_1_195_R1_peak_9720	chr15	29407529	29408187	+	79	NA	intron (FAM189A1, intron 1 of 10)	NA	-138042	NDNL2								
OCIAML3_1_195_R1_peak_19552	chr21	21076209	21077013	+	79	NA	intron (NCAM2, intron 1 of 17)	NA	78296	NCAM2								
OCIAML3_1_195_R1_peak_11396	chr16	53704227	53704690	+	78	NA	promoter-TSS (RPGRIP1L)	NA	495	FTO								
OCIAML3_1_195_R1_peak_8145	chr13	33285570	33286092	+	78	NA	promoter-TSS (STARD13)	NA	8277	STARD13-AS								
OCIAML3_1_195_R1_peak_13529	chr17	78388005	78388611	+	78	NA	intron (PGS1, intron 1 of 9)	NA	9684	PGS1								
OCIAML3_1_195_R1_peak_18908	chr20	32481937	32482789	+	78	NA	intron (C20orf112, intron 4 of 10)	NA	-27534	LOC101929698								
OCIAML3_1_195_R1_peak_27969	chr7	44082829	44083100	+	78	NA	promoter-TSS (POLM)	NA	-453	POLM								
OCIAML3_1_195_R1_peak_4691	chr10	132538650	132539283	+	78	NA	intron (INPP5A, intron 1 of 15)	NA	1117	INPP5A								
OCIAML3_1_195_R1_peak_15788	chr19	55338981	55339209	+	78	NA	promoter-TSS (SUV420H2)	NA	-4117	SUV420H2								
OCIAML3_1_195_R1_peak_22477	chr3	197029332	197029809	+	78	NA	intron (MFI2, intron 1 of 14)	NA	245	MFI2								
OCIAML3_1_195_R1_peak_4140	chr10	75358600	75358991	+	78	NA	exon (ZNF503-AS1, exon 2 of 3)	NA	42960	ZNF503								
OCIAML3_1_195_R1_peak_25716	chr6	15298887	15299367	+	78	NA	intron (JARID2, intron 1 of 16)	NA	50252	JARID2								
OCIAML3_1_195_R1_peak_17333	chr2	127564222	127564494	+	78	NA	intron (MYO7B, intron 3 of 46)	NA	28556	MYO7B								
OCIAML3_1_195_R1_peak_14536	chr19	4976032	4976433	+	78	NA	intron (KDM4B, intron 1 of 22)	NA	43545	MIR4747								
OCIAML3_1_195_R1_peak_16112	chr2	24448492	24448735	+	78	NA	Intergenic	NA	-88085	ITSN2								
OCIAML3_1_195_R1_peak_8691	chr14	20955978	20956617	+	78	NA	exon (RNASE2, exon 2 of 2)	NA	826	RNASE2								
OCIAML3_1_195_R1_peak_4649	chr10	127918821	127920005	+	78	NA	intron (PTPRE, intron 1 of 20)	NA	12352	PTPRE								
OCIAML3_1_195_R1_peak_28016	chr7	46969773	46970078	+	78	NA	Intergenic	NA	-272803	LOC730338								
OCIAML3_1_195_R1_peak_13687	chr17	82593408	82594062	+	78	NA	exon (LOC102723820, exon 1 of 3)	NA	313	LOC102723820								
OCIAML3_1_195_R1_peak_20277	chr22	36467761	36468082	+	78	NA	intron (TXN2, intron 3 of 3)	NA	-3417	LOC101926989								
OCIAML3_1_195_R1_peak_4548	chr10	113292677	113292961	+	78	NA	Intergenic	NA	-258012	HABP2								
OCIAML3_1_195_R1_peak_16672	chr2	62061619	62062039	+	78	NA	intron (COMMD1, intron 2 of 2)	NA	-134298	B3GNT2								
OCIAML3_1_195_R1_peak_7328	chr12	78005115	78005519	+	78	NA	intron (NAV3, intron 7 of 38)	NA	174412	NAV3								
OCIAML3_1_195_R1_peak_18926	chr20	33261299	33262052	+	78	NA	Intergenic	NA	-21460	BPIFB1								
OCIAML3_1_195_R1_peak_21837	chr3	128854200	128854558	+	78	NA	Intergenic	NA	17162	RP11-723O4.2								
OCIAML3_1_195_R1_peak_17572	chr2	156400253	156400678	+	78	NA	promoter-TSS (TRNAA4)	NA	-304	TRNAA4								
OCIAML3_1_195_R1_peak_30692	chr9	27194688	27194953	+	78	NA	intron (TEK, intron 11 of 22)	NA	85346	TEK								
OCIAML3_1_195_R1_peak_10609	chr15	91264148	91264669	+	78	NA	intron (SV2B, intron 6 of 12)	NA	164456	SV2B								
OCIAML3_1_195_R1_peak_15776	chr19	55117902	55118382	+	78	NA	promoter-TSS (PPP1R12C)	NA	-542	PPP1R12C								
OCIAML3_1_195_R1_peak_13792	chr18	9828854	9829329	+	78	NA	intron (RAB31, intron 5 of 6)	NA	-56864	TXNDC2								
OCIAML3_1_195_R1_peak_5106	chr11	40085937	40086681	+	78	NA	Intergenic	NA	206821	LRRC4C								
OCIAML3_1_195_R1_peak_6808	chr12	39043038	39043559	+	78	NA	Intergenic	NA	-137680	CPNE8								
OCIAML3_1_195_R1_peak_1311	chr1	92584035	92584687	+	78	NA	intron (EVI5, intron 18 of 19)	NA	-97485	GFI1								
OCIAML3_1_195_R1_peak_20763	chr3	12839266	12839985	+	78	NA	TTS (SNORA7A)	NA	825	SNORA7A								
OCIAML3_1_195_R1_peak_6607	chr12	13100531	13101009	+	78	NA	intron (GSG1, intron 1 of 6)	NA	2926	GSG1								
OCIAML3_1_195_R1_peak_947	chr1	48615924	48617191	+	78	NA	intron (AGBL4, intron 9 of 12)	NA	-144355	SPATA6								
OCIAML3_1_195_R1_peak_13121	chr17	59753687	59754035	+	78	NA	intron (VMP1, intron 5 of 11)	NA	46359	VMP1								
OCIAML3_1_195_R1_peak_31674	chr9	134368183	134368585	+	78	NA	intron (RXRA, intron 1 of 9)	NA	-10911	RXRA								
OCIAML3_1_195_R1_peak_15153	chr19	33279557	33280351	+	78	NA	Intergenic	NA	22610	CEBPA								
OCIAML3_1_195_R1_peak_6743	chr12	30754615	30754946	+	78	NA	promoter-TSS (CAPRIN2)	NA	-270	CAPRIN2								
OCIAML3_1_195_R1_peak_20533	chr22	46048146	46048400	+	78	NA	Intergenic	NA	-3405	LINC00899								
OCIAML3_1_195_R1_peak_10151	chr15	63104965	63105582	+	78	NA	Intergenic	NA	-16533	LACTB								
OCIAML3_1_195_R1_peak_7403	chr12	93130464	93130756	+	78	NA	intron (LOC102724901, intron 1 of 1)	NA	8463	LOC102724901								
OCIAML3_1_195_R1_peak_20612	chr22	50304368	50305164	+	78	NA	intron (PLXNB2, intron 1 of 37)	NA	2861	PLXNB2								
OCIAML3_1_195_R1_peak_6624	chr12	14957556	14957859	+	78	NA	intron (ARHGDIB, intron 1 of 5)	NA	3921	ARHGDIB								
OCIAML3_1_195_R1_peak_27084	chr6	139628157	139628481	+	78	NA	Intergenic	NA	-142754	LOC100132735								
OCIAML3_1_195_R1_peak_31045	chr9	93945449	93946101	+	78	NA	Intergenic	NA	9551	BARX1								
OCIAML3_1_195_R1_peak_12475	chr17	28812092	28812383	+	78	NA	exon (FAM222B, exon 1 of 3)	NA	30602	FAM222B								
OCIAML3_1_195_R1_peak_16436	chr2	43292907	43293256	+	78	NA	exon (THADA, exon 32 of 38)	NA	65870	LINC01126								
OCIAML3_1_195_R1_peak_1624	chr1	145985105	145985795	+	78	NA	Intergenic	NA	11181	TXNIP								
OCIAML3_1_195_R1_peak_21659	chr3	114056788	114057505	+	78	NA	promoter-TSS (KIAA1407)	NA	360	QTRTD1								
OCIAML3_1_195_R1_peak_2001	chr1	159922386	159922713	+	78	NA	intron (TAGLN2, intron 1 of 4)	NA	1168	TAGLN2								
OCIAML3_1_195_R1_peak_11203	chr16	29319026	29319389	+	78	NA	intron (SNX29P2, intron 2 of 8)	NA	16920	SNX29P2								
OCIAML3_1_195_R1_peak_16127	chr2	25794420	25794759	+	78	NA	exon (ASXL2, exon 1 of 9)	NA	-14310	ASXL2								
OCIAML3_1_195_R1_peak_10904	chr16	4802684	4802941	+	78	NA	promoter-TSS (ROGDI)	NA	-179	ROGDI								
OCIAML3_1_195_R1_peak_14585	chr19	6739136	6739411	+	78	NA	promoter-TSS (TRIP10)	NA	-409	TRIP10								
OCIAML3_1_195_R1_peak_29269	chr8	26303997	26304928	+	78	NA	intron (PPP2R2A, intron 2 of 9)	NA	12934	PPP2R2A								
OCIAML3_1_195_R1_peak_9189	chr14	73026859	73027108	+	78	NA	exon (ZFYVE1, exon 1 of 12)	NA	-31530	RBM25								
OCIAML3_1_195_R1_peak_23709	chr4	171024404	171025864	+	78	NA	Intergenic	NA	-15468	RP11-344G13.1								
OCIAML3_1_195_R1_peak_19983	chr22	19109948	19110624	+	78	NA	intron (DGCR2, intron 1 of 9)	NA	12168	DGCR2								
OCIAML3_1_195_R1_peak_20142	chr22	26589379	26590121	+	78	NA	intron (TPST2, intron 1 of 6)	NA	375	TPST2								
OCIAML3_1_195_R1_peak_23795	chr4	184826231	184826628	+	78	NA	promoter-TSS (ACSL1)	NA	20617	RP11-701P16.5								
OCIAML3_1_195_R1_peak_12590	chr17	32006969	32007258	+	78	NA	Intergenic	NA	-14023	LRRC37B								
OCIAML3_1_195_R1_peak_24361	chr5	69484945	69485377	+	78	NA	intron (LOC101928924, intron 1 of 1)	NA	451	LOC101928924								
OCIAML3_1_195_R1_peak_30873	chr9	76592277	76592639	+	78	NA	Intergenic	NA	150792	GCNT1								
OCIAML3_1_195_R1_peak_10109	chr15	58248679	58248915	+	78	NA	intron (LOC101928635, intron 1 of 2)	NA	1183	LOC101928635								
OCIAML3_1_195_R1_peak_31209	chr9	108818969	108819254	+	78	NA	Intergenic	NA	36884	ACTL7B								
OCIAML3_1_195_R1_peak_7636	chr12	111056744	111057180	+	78	NA	intron (CUX2, intron 1 of 21)	NA	-42484	CUX2								
OCIAML3_1_195_R1_peak_20703	chr3	9649031	9649288	+	78	NA	promoter-TSS (MTMR14)	NA	-301	MTMR14								
OCIAML3_1_195_R1_peak_22659	chr4	15376058	15376576	+	78	NA	intron (C1QTNF7, intron 1 of 2)	NA	1766	C1QTNF7								
OCIAML3_1_195_R1_peak_9432	chr14	91242208	91243430	+	78	NA	intron (LOC102724476, intron 1 of 2)	NA	1032	LOC102724476								
OCIAML3_1_195_R1_peak_28600	chr7	116622138	116622629	+	78	NA	Intergenic	NA	-21449	LOC100996266								
OCIAML3_1_195_R1_peak_16362	chr2	40148224	40148449	+	78	NA	intron (SLC8A1, intron 6 of 7)	NA	230702	SLC8A1-AS1								
OCIAML3_1_195_R1_peak_5784	chr11	74397991	74398366	+	78	NA	exon (PGM2L1, exon 1 of 14)	NA	279	PGM2L1								
OCIAML3_1_195_R1_peak_9025	chr14	58296195	58296957	+	78	NA	intron (FLJ31306, intron 1 of 3)	NA	1561	FLJ31306								
OCIAML3_1_195_R1_peak_29125	chr8	12766192	12766520	+	78	NA	exon (RP11-252C15.1, exon 4 of 4)	NA	-10912	LONRF1								
OCIAML3_1_195_R1_peak_19725	chr21	34887629	34887977	+	78	NA	exon (RUNX1, exon 1 of 6)	NA	2018	RUNX1								
OCIAML3_1_195_R1_peak_14765	chr19	12665393	12665818	+	78	NA	intron (MAN2B1, intron 2 of 23)	NA	1172	MAN2B1								
OCIAML3_1_195_R1_peak_11157	chr16	29127907	29128380	+	78	NA	Intergenic	NA	-19955	LOC101928215								
OCIAML3_1_195_R1_peak_1912	chr1	156081762	156082503	+	78	NA	promoter-TSS (LMNA)	NA	-134	MEX3A								
OCIAML3_1_195_R1_peak_2565	chr1	203006014	203006595	+	78	NA	intron (LOC100506747, intron 1 of 4)	NA	961	LOC100506747								
OCIAML3_1_195_R1_peak_11681	chr16	70430489	70430823	+	78	NA	intron (ST3GAL2, intron 1 of 6)	NA	8432	ST3GAL2								
OCIAML3_1_195_R1_peak_28867	chr7	142927808	142928086	+	78	NA	intron (TRPV5, intron 7 of 14)	NA	5776	TRPV5								
OCIAML3_1_195_R1_peak_6950	chr12	50283726	50284087	+	78	NA	promoter-TSS (LIMA1)	NA	-336	LIMA1								
OCIAML3_1_195_R1_peak_27257	chr6	155647617	155648065	+	78	NA	Intergenic	NA	-191938	NOX3								
OCIAML3_1_195_R1_peak_20285	chr22	36860302	36860752	+	78	NA	promoter-TSS (NCF4)	NA	-461	NCF4								
OCIAML3_1_195_R1_peak_17769	chr2	174487411	174487835	+	78	NA	promoter-TSS (GPR155)	NA	-535	GPR155								
OCIAML3_1_195_R1_peak_18816	chr20	23160904	23161869	+	78	NA	Intergenic	NA	-26236	LOC100505664								
OCIAML3_1_195_R1_peak_21029	chr3	39177727	39178355	+	78	NA	Intergenic	NA	14545	XIRP1								
OCIAML3_1_195_R1_peak_13254	chr17	65054997	65055358	+	78	NA	intron (GNA13, intron 1 of 3)	NA	597	GNA13								
OCIAML3_1_195_R1_peak_11433	chr16	55437969	55438300	+	78	NA	Intergenic	NA	-1548	LOC102723429								
OCIAML3_1_195_R1_peak_15066	chr19	19662299	19662950	+	78	NA	intron (ATP13A1, intron 1 of 15)	NA	1079	ATP13A1								
OCIAML3_1_195_R1_peak_22457	chr3	196529081	196529309	+	78	NA	Intergenic	NA	-13829	C3orf43								
OCIAML3_1_195_R1_peak_13337	chr17	70168634	70168937	+	78	NA	promoter-TSS (KCNJ2)	NA	617	KCNJ2-AS1								
OCIAML3_1_195_R1_peak_28102	chr7	66844129	66844760	+	78	NA	intron (GTF2IRD1P1, intron 1 of 10)	NA	382	GTF2IRD1P1								
OCIAML3_1_195_R1_peak_726	chr1	37996844	37997216	+	78	NA	exon (FHL3, exon 6 of 6)	NA	-6689	SF3A3								
OCIAML3_1_195_R1_peak_4908	chr11	10611772	10612286	+	78	NA	intron (MRVI1, intron 10 of 20)	NA	-43211	LYVE1								
OCIAML3_1_195_R1_peak_25114	chr5	150058574	150058892	+	78	NA	intron (CSF1R, intron 13 of 19)	NA	54639	CSF1R								
OCIAML3_1_195_R1_peak_26817	chr6	111872897	111873356	+	78	NA	promoter-TSS (FYN)	NA	434	LOC102724705								
OCIAML3_1_195_R1_peak_26993	chr6	135322707	135323249	+	78	NA	intron (AHI1, intron 25 of 28)	NA	83758	MIR548A2								
OCIAML3_1_195_R1_peak_17095	chr2	100562168	100562696	+	78	NA	promoter-TSS (PDCL3)	NA	-524	PDCL3								
OCIAML3_1_195_R1_peak_11936	chr16	88979295	88979597	+	78	NA	Intergenic	NA	-38123	CBFA2T3								
OCIAML3_1_195_R1_peak_31601	chr9	131255498	131256359	+	78	NA	Intergenic	NA	20591	FAM78A								
OCIAML3_1_195_R1_peak_19991	chr22	19291407	19291639	+	78	NA	intron (CLTCL1, intron 1 of 31)	NA	200	CLTCL1								
OCIAML3_1_195_R1_peak_12565	chr17	31308219	31309627	+	78	NA	intron (EVI2B, intron 1 of 2)	NA	5189	EVI2B								
OCIAML3_1_195_R1_peak_29402	chr8	37803522	37804133	+	78	NA	intron (GPR124, intron 1 of 17)	NA	6944	GPR124								
OCIAML3_1_195_R1_peak_22615	chr4	6926765	6927303	+	78	NA	intron (TBC1D14, intron 2 of 13)	NA	17266	TBC1D14								
OCIAML3_1_195_R1_peak_12748	chr17	40560602	40560864	+	78	NA	intron (CCR7, intron 1 of 2)	NA	4751	CCR7								
OCIAML3_1_195_R1_peak_20964	chr3	32106696	32107289	+	78	NA	intron (GPD1L, intron 1 of 7)	NA	481	GPD1L								
OCIAML3_1_195_R1_peak_12516	chr17	29722583	29722869	+	78	NA	intron (SSH2, intron 2 of 7)	NA	-105134	CORO6								
OCIAML3_1_195_R1_peak_22972	chr4	70704434	70704717	+	78	NA	promoter-TSS (RUFY3)	NA	16096	UTP3								
OCIAML3_1_195_R1_peak_24129	chr5	40258577	40258909	+	78	NA	Intergenic	NA	206452	LINC00603								
OCIAML3_1_195_R1_peak_25946	chr6	28566568	28567271	+	78	NA	Intergenic	NA	20416	SCAND3								
OCIAML3_1_195_R1_peak_27170	chr6	148145215	148145490	+	78	NA	Intergenic	NA	-363096	SASH1								
OCIAML3_1_195_R1_peak_14581	chr19	6603008	6603668	+	78	NA	Intergenic	NA	-12186	CD70								
OCIAML3_1_195_R1_peak_31239	chr9	112012048	112012291	+	78	NA	Intergenic	NA	80069	MIR4668								
OCIAML3_1_195_R1_peak_7301	chr12	74539277	74539512	+	78	NA	exon (ATXN7L3B, exon 1 of 1)	NA	1623	ATXN7L3B								
OCIAML3_1_195_R1_peak_24866	chr5	133457265	133458014	+	78	NA	intron (FSTL4, intron 3 of 15)	NA	-29933	MIR1289-2								
OCIAML3_1_195_R1_peak_28992	chr7	157432452	157433058	+	78	NA	Intergenic	NA	-33476	AC006372.4								
OCIAML3_1_195_R1_peak_5434	chr11	63506003	63507088	+	78	NA	intron (LGALS12, intron 1 of 8)	NA	-1442	LGALS12								
OCIAML3_1_195_R1_peak_13220	chr17	64020312	64020700	+	78	NA	exon (ICAM2, exon 1 of 6)	NA	-13583	ICAM2								
OCIAML3_1_195_R1_peak_15757	chr19	54365491	54365759	+	78	NA	promoter-TSS (LAIR1)	NA	4928	LAIR1								
OCIAML3_1_195_R1_peak_7638	chr12	111368804	111369145	+	78	NA	promoter-TSS (FAM109A)	NA	-252	FAM109A								
OCIAML3_1_195_R1_peak_23628	chr4	154367794	154368077	+	78	NA	intron (DCHS2, intron 2 of 7)	NA	123790	DCHS2								
