PeakID (cmd=annotatePeaks.pl D9_2_304_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_2_304_R1_peak_31388	chr7	36777171	36777374	+	61	NA	Intergenic	NA	-52723	AOAH								
D9_2_304_R1_peak_29913	chr6	50963391	50963593	+	61	NA	Intergenic	NA	144642	TFAP2B								
D9_2_304_R1_peak_31069	chr7	5397788	5398030	+	61	NA	intron (TNRC18, intron 2 of 29)	NA	23595	TNRC18								
D9_2_304_R1_peak_19566	chr2	127412008	127412365	+	61	NA	Intergenic	NA	-6234	PROC								
D9_2_304_R1_peak_34193	chr9	6068979	6069144	+	61	NA	Intergenic	NA	-53421	RANBP6								
D9_2_304_R1_peak_7078	chr11	119196882	119197164	+	61	NA	intron (CCDC153, intron 1 of 7)	NA	-1142	CCDC153								
D9_2_304_R1_peak_13786	chr17	1629129	1629475	+	61	NA	promoter-TSS (SLC43A2)	NA	16487	SCARF1								
D9_2_304_R1_peak_974	chr1	40955017	40955191	+	61	NA	Intergenic	NA	-24592	CTPS1								
D9_2_304_R1_peak_535	chr1	26363873	26364089	+	61	NA	intron (ZNF683, intron 4 of 5)	NA	8787	ZNF683								
D9_2_304_R1_peak_5099	chr10	104335017	104335183	+	61	NA	intron (ITPRIP, intron 1 of 1)	NA	3393	ITPRIP								
D9_2_304_R1_peak_26059	chr4	73700387	73700581	+	61	NA	Intergenic	NA	-40022	IL8								
D9_2_304_R1_peak_10326	chr14	53161894	53162261	+	61	NA	Intergenic	NA	8723	RP11-547D23.1								
D9_2_304_R1_peak_25123	chr3	177615122	177615428	+	61	NA	intron (LINC00578, intron 2 of 3)	NA	-150278	LOC101928711								
D9_2_304_R1_peak_7649	chr12	14644361	14644515	+	61	NA	intron (GUCY2C, intron 16 of 26)	NA	52147	GUCY2C								
D9_2_304_R1_peak_25304	chr3	188270469	188270700	+	61	NA	intron (LPP, intron 1 of 9)	NA	-55651	LPP								
D9_2_304_R1_peak_29193	chr6	18330777	18331046	+	61	NA	intron (RNF144B, intron 1 of 7)	NA	53372	RNF144B								
D9_2_304_R1_peak_14739	chr17	48107282	48107721	+	61	NA	promoter-TSS (SNX11)	NA	-75	SNX11								
D9_2_304_R1_peak_29902	chr6	47235948	47236148	+	61	NA	intron (TNFRSF21, intron 4 of 5)	NA	73899	TNFRSF21								
D9_2_304_R1_peak_26579	chr4	139606673	139606864	+	61	NA	Intergenic	NA	16464	LOC101927490								
D9_2_304_R1_peak_34009	chr8	141128239	141128402	+	61	NA	promoter-TSS (LOC101927963)	NA	-9	LOC101927963								
D9_2_304_R1_peak_34933	chr9	108222699	108222910	+	61	NA	Intergenic	NA	633191	ACTL7B								
D9_2_304_R1_peak_15218	chr17	75109809	75110032	+	61	NA	promoter-TSS (ARMC7)	NA	-67	ARMC7								
D9_2_304_R1_peak_11779	chr15	67092935	67093183	+	61	NA	intron (SMAD3, intron 1 of 8)	NA	-73096	SMAD3								
D9_2_304_R1_peak_35002	chr9	112174694	112174867	+	61	NA	intron (SUSD1, intron 1 of 17)	NA	517	SUSD1								
D9_2_304_R1_peak_23150	chr22	50582611	50583002	+	61	NA	promoter-TSS (CHKB-AS1)	NA	193	CHKB-CPT1B								
D9_2_304_R1_peak_29148	chr6	16493177	16493400	+	61	NA	intron (ATXN1, intron 5 of 7)	NA	254708	GMPR								
D9_2_304_R1_peak_7672	chr12	15014095	15014274	+	61	NA	Intergenic	NA	12351	RP11-508P1.2								
D9_2_304_R1_peak_27189	chr5	40678980	40679134	+	61	NA	promoter-TSS (PTGER4)	NA	-873	PTGER4								
D9_2_304_R1_peak_19078	chr2	85577491	85577718	+	61	NA	exon (VAMP8, exon 1 of 3)	NA	113	VAMP8								
D9_2_304_R1_peak_15492	chr17	81977790	81978017	+	61	NA	intron (ASPSCR1, intron 1 of 14)	NA	353	ASPSCR1								
D9_2_304_R1_peak_2713	chr1	181536627	181536907	+	61	NA	intron (CACNA1E, intron 3 of 46)	NA	53217	CACNA1E								
D9_2_304_R1_peak_17145	chr19	35648203	35648520	+	61	NA	exon (COX6B1, exon 1 of 4)	NA	138	COX6B1								
D9_2_304_R1_peak_27775	chr5	102488920	102489112	+	61	NA	intron (SLCO6A1, intron 1 of 12)	NA	10000	SLCO6A1								
D9_2_304_R1_peak_22855	chr22	37917782	37917937	+	61	NA	intron (MICALL1, intron 4 of 15)	NA	11711	MICALL1								
D9_2_304_R1_peak_33414	chr8	94896905	94897080	+	61	NA	Intergenic	NA	-1738	CCNE2								
D9_2_304_R1_peak_23433	chr3	17741911	17742212	+	61	NA	intron (TBC1D5, intron 1 of 23)	NA	554	TBC1D5								
D9_2_304_R1_peak_8794	chr12	108969632	108969834	+	61	NA	intron (SVOP, intron 5 of 15)	NA	51307	SVOP								
D9_2_304_R1_peak_7602	chr12	12356794	12357225	+	61	NA	promoter-TSS (LOH12CR1)	NA	58	LOH12CR2								
D9_2_304_R1_peak_21420	chr20	36835576	36835780	+	61	NA	intron (SOGA1, intron 2 of 14)	NA	28006	SOGA1								
D9_2_304_R1_peak_2841	chr1	185673060	185673439	+	61	NA	Intergenic	NA	-44747	GS1-204I12.1								
D9_2_304_R1_peak_29900	chr6	47047507	47047724	+	61	NA	Intergenic	NA	-5269	GPR110								
D9_2_304_R1_peak_10611	chr14	73463363	73463811	+	61	NA	promoter-TSS (LOC101928143)	NA	55	LOC101928143								
D9_2_304_R1_peak_27341	chr5	59521609	59521880	+	61	NA	intron (PDE4D, intron 3 of 16)	NA	-164843	PDE4D								
D9_2_304_R1_peak_30798	chr6	150684736	150684940	+	61	NA	intron (PLEKHG1, intron 1 of 15)	NA	1235	PLEKHG1								
D9_2_304_R1_peak_11665	chr15	63599393	63599847	+	61	NA	exon (FBXL22, exon 2 of 2)	NA	1207	USP3-AS1								
D9_2_304_R1_peak_28408	chr5	157281031	157281228	+	61	NA	intron (CYFIP2, intron 1 of 30)	NA	14952	CYFIP2								
D9_2_304_R1_peak_32070	chr7	106420857	106421083	+	61	NA	Intergenic	NA	-135778	NAMPT								
D9_2_304_R1_peak_10719	chr14	76961971	76962144	+	61	NA	Intergenic	NA	66642	IRF2BPL								
D9_2_304_R1_peak_1534	chr1	89681117	89681271	+	61	NA	intron (LRRC8C, intron 1 of 2)	NA	48109	LRRC8C								
D9_2_304_R1_peak_34092	chr8	144529104	144529328	+	61	NA	promoter-TSS (C8orf82)	NA	-142	C8orf82								
D9_2_304_R1_peak_27996	chr5	134004311	134004511	+	61	NA	intron (VDAC1, intron 1 of 8)	NA	722	VDAC1								
D9_2_304_R1_peak_4606	chr10	74826151	74826581	+	61	NA	promoter-TSS (KAT6B)	NA	-47	KAT6B								
D9_2_304_R1_peak_16897	chr19	17420135	17420530	+	61	NA	exon (MVB12A, exon 2 of 9)	NA	229	MVB12A								
D9_2_304_R1_peak_2899	chr1	198159021	198159314	+	61	NA	intron (NEK7, intron 1 of 9)	NA	2189	NEK7								
D9_2_304_R1_peak_943	chr1	40037078	40037318	+	61	NA	Intergenic	NA	-4269	CAP1								
D9_2_304_R1_peak_19015	chr2	74472500	74472839	+	61	NA	TTS (CCDC142)	NA	146	MRPL53								
D9_2_304_R1_peak_14568	chr17	42276324	42276614	+	61	NA	promoter-TSS (STAT5B)	NA	-63	STAT5B								
D9_2_304_R1_peak_9621	chr13	51945245	51945401	+	61	NA	intron (ATP7B, intron 11 of 18)	NA	36132	ATP7B								
D9_2_304_R1_peak_21439	chr20	37356527	37356739	+	61	NA	intron (SRC, intron 1 of 13)	NA	11948	SRC								
D9_2_304_R1_peak_24104	chr3	63864440	63864686	+	61	NA	promoter-TSS (ATXN7)	NA	-167	THOC7								
D9_2_304_R1_peak_6482	chr11	68839195	68839513	+	61	NA	intron (CPT1A, intron 1 of 18)	NA	2577	CPT1A								
D9_2_304_R1_peak_25951	chr4	47463338	47463683	+	61	NA	promoter-TSS (LOC101927133)	NA	155	COMMD8								
D9_2_304_R1_peak_10303	chr14	52248102	52248354	+	61	NA	Intergenic	NA	-19485	PTGDR								
D9_2_304_R1_peak_2640	chr1	176207479	176207663	+	61	NA	promoter-TSS (RFWD2)	NA	-321	RFWD2								
D9_2_304_R1_peak_21518	chr20	43514058	43514288	+	61	NA	promoter-TSS (L3MBTL1)	NA	-263	L3MBTL1								
D9_2_304_R1_peak_2831	chr1	185520590	185520805	+	61	NA	Intergenic	NA	107805	GS1-204I12.1								
D9_2_304_R1_peak_19647	chr2	136022570	136023044	+	61	NA	Intergenic	NA	-37155	DARS								
D9_2_304_R1_peak_1502	chr1	86915041	86915290	+	61	NA	promoter-TSS (SEP15)	NA	513	HS2ST1								
D9_2_304_R1_peak_16991	chr19	19203436	19203700	+	61	NA	promoter-TSS (NR2C2AP)	NA	-139	NR2C2AP								
D9_2_304_R1_peak_4553	chr10	73077054	73077290	+	61	NA	intron (P4HA1, intron 1 of 13)	NA	19802	P4HA1								
D9_2_304_R1_peak_12802	chr16	19523730	19523934	+	61	NA	promoter-TSS (CCP110)	NA	-42	CCP110								
D9_2_304_R1_peak_12337	chr15	91384381	91384571	+	61	NA	Intergenic	NA	-78863	RP11-661P17.1								
D9_2_304_R1_peak_13707	chr16	89657631	89657880	+	61	NA	promoter-TSS (SPATA33)	NA	11	SPATA33								
D9_2_304_R1_peak_23892	chr3	49724020	49724354	+	61	NA	promoter-TSS (GMPPB)	NA	-213	GMPPB								
D9_2_304_R1_peak_29323	chr6	28124475	28124677	+	61	NA	promoter-TSS (ZSCAN16)	NA	20	ZSCAN16								
D9_2_304_R1_peak_26926	chr4	184821414	184821598	+	61	NA	intron (ACSL1, intron 1 of 20)	NA	4608	ACSL1								
D9_2_304_R1_peak_3479	chr1	230977475	230977725	+	61	NA	intron (TTC13, intron 1 of 20)	NA	1272	TTC13								
D9_2_304_R1_peak_35325	chr9	129170332	129170520	+	61	NA	Intergenic	NA	7835	IER5L								
D9_2_304_R1_peak_14328	chr17	31318256	31318498	+	61	NA	exon (EVI2A, exon 2 of 2)	NA	3372	EVI2A								
D9_2_304_R1_peak_3843	chr10	6298184	6298363	+	61	NA	Intergenic	NA	-28271	RP11-563J2.2								
D9_2_304_R1_peak_12750	chr16	15492426	15492584	+	61	NA	intron (C16orf45, intron 1 of 5)	NA	58037	C16orf45								
D9_2_304_R1_peak_21749	chr20	51595079	51595366	+	61	NA	Intergenic	NA	-52537	NFATC2								
D9_2_304_R1_peak_22427	chr22	17774299	17774780	+	61	NA	promoter-TSS (BID)	NA	-44	BID								
D9_2_304_R1_peak_14434	chr17	36948686	36949059	+	61	NA	promoter-TSS (AATF)	NA	-3	AATF								
D9_2_304_R1_peak_8964	chr12	120116786	120116991	+	61	NA	promoter-TSS (RAB35)	NA	-49	RAB35								
D9_2_304_R1_peak_33509	chr8	102238832	102239024	+	61	NA	promoter-TSS (RRM2B)	NA	190	RRM2B								
D9_2_304_R1_peak_8972	chr12	120230527	120230788	+	61	NA	intron (PXN, intron 1 of 13)	NA	29366	PXN-AS1								
D9_2_304_R1_peak_6173	chr11	62499706	62499878	+	61	NA	intron (AHNAK, intron 4 of 5)	NA	-46176	LOC101927617								
D9_2_304_R1_peak_9204	chr13	21140279	21140532	+	61	NA	promoter-TSS (SAP18)	NA	-109	SAP18								
D9_2_304_R1_peak_33759	chr8	125434463	125434785	+	61	NA	intron (TRIB1, intron 2 of 2)	NA	4303	TRIB1								
D9_2_304_R1_peak_30639	chr6	138503114	138503391	+	61	NA	intron (NHSL1, intron 1 of 7)	NA	42538	NHSL1								
D9_2_304_R1_peak_31734	chr7	76591937	76592220	+	61	NA	intron (LOC100133091, intron 2 of 2)	NA	35225	POMZP3								
D9_2_304_R1_peak_28861	chr6	5204444	5204655	+	61	NA	intron (LYRM4, intron 2 of 2)	NA	36085	LOC101927319								
D9_2_304_R1_peak_2873	chr1	192702276	192702458	+	61	NA	Intergenic	NA	-13961	MIR4426								
D9_2_304_R1_peak_23129	chr22	50149014	50149517	+	61	NA	intron (MOV10L1, intron 1 of 8)	NA	-21466	PANX2								
D9_2_304_R1_peak_28354	chr5	151115393	151115601	+	61	NA	intron (ANXA6, intron 20 of 25)	NA	-34413	TNIP1								
D9_2_304_R1_peak_16994	chr19	19385488	19385786	+	61	NA	promoter-TSS (GATAD2A)	NA	-313	GATAD2A								
D9_2_304_R1_peak_10552	chr14	69644720	69645046	+	61	NA	intron (KIAA0247, intron 1 of 5)	NA	33290	KIAA0247								
D9_2_304_R1_peak_11647	chr15	63332535	63332799	+	61	NA	intron (CA12, intron 8 of 10)	NA	49209	CA12								
D9_2_304_R1_peak_10412	chr14	61476967	61477232	+	61	NA	intron (PRKCH, intron 9 of 13)	NA	93432	RP11-47I22.2								
D9_2_304_R1_peak_12922	chr16	27410838	27411029	+	61	NA	intron (IL21R, intron 2 of 9)	NA	8771	IL21R								
D9_2_304_R1_peak_4788	chr10	88725935	88726143	+	61	NA	intron (LIPK, intron 1 of 8)	NA	1495	LIPK								
D9_2_304_R1_peak_14831	chr17	51261785	51261963	+	61	NA	intron (UTP18, intron 1 of 13)	NA	1387	UTP18								
D9_2_304_R1_peak_8124	chr12	54289604	54289807	+	61	NA	Intergenic	NA	9001	HNRNPA1								
D9_2_304_R1_peak_33027	chr8	42052027	42052735	+	61	NA	promoter-TSS (KAT6A)	NA	-394	KAT6A								
D9_2_304_R1_peak_34188	chr9	5833003	5833212	+	61	NA	promoter-TSS (ERMP1)	NA	-55	ERMP1								
D9_2_304_R1_peak_146	chr1	9439418	9439693	+	61	NA	Intergenic	NA	-10639	LOC100506022								
D9_2_304_R1_peak_15802	chr18	23618832	23619022	+	61	NA	intron (ANKRD29, intron 7 of 9)	NA	-32310	NPC1								
D9_2_304_R1_peak_24895	chr3	155001590	155001923	+	61	NA	Intergenic	NA	-77891	MME								
D9_2_304_R1_peak_5931	chr11	44673858	44674150	+	61	NA	Intergenic	NA	-53422	TSPAN18								
D9_2_304_R1_peak_1784	chr1	110339072	110339631	+	61	NA	promoter-TSS (RP5-1074L1.1)	NA	28	RBM15								
D9_2_304_R1_peak_27843	chr5	115484560	115484725	+	61	NA	Intergenic	NA	60252	FEM1C								
D9_2_304_R1_peak_29556	chr6	35224900	35225087	+	61	NA	intron (SCUBE3, intron 1 of 22)	NA	10946	SCUBE3								
D9_2_304_R1_peak_18945	chr2	71064710	71065046	+	61	NA	Intergenic	NA	-3399	NAGK								
D9_2_304_R1_peak_17886	chr19	55117625	55118081	+	61	NA	promoter-TSS (PPP1R12C)	NA	-253	PPP1R12C								
D9_2_304_R1_peak_34761	chr9	93032134	93032430	+	61	NA	intron (FGD3, intron 15 of 17)	NA	-17338	LOC101927954								
D9_2_304_R1_peak_23697	chr3	43525492	43525743	+	61	NA	intron (ANO10, intron 9 of 10)	NA	96451	ANO10								
D9_2_304_R1_peak_32024	chr7	102990894	102991314	+	61	NA	intron (FBXL13, intron 6 of 18)	NA	17667	NFE4								
D9_2_304_R1_peak_28318	chr5	150449683	150450050	+	61	NA	promoter-TSS (RPS14)	NA	-110	RPS14								
D9_2_304_R1_peak_13006	chr16	30429718	30429909	+	61	NA	intron (DCTPP1, intron 1 of 2)	NA	239	DCTPP1								
D9_2_304_R1_peak_8106	chr12	53501412	53501726	+	61	NA	promoter-TSS (TARBP2)	NA	-22	TARBP2								
D9_2_304_R1_peak_26642	chr4	145795599	145795849	+	61	NA	intron (ZNF827, intron 8 of 13)	NA	115603	C4orf51								
D9_2_304_R1_peak_5564	chr11	8697129	8697304	+	61	NA	intron (ST5, intron 19 of 21)	NA	11777	SNORA45								
D9_2_304_R1_peak_13426	chr16	70430204	70430660	+	61	NA	intron (ST3GAL2, intron 1 of 6)	NA	8656	ST3GAL2								
D9_2_304_R1_peak_30389	chr6	116451344	116451677	+	61	NA	Intergenic	NA	-10350	FAM26F								
D9_2_304_R1_peak_1310	chr1	61050039	61050475	+	61	NA	Intergenic	NA	-32051	NFIA								
D9_2_304_R1_peak_16554	chr19	8158489	8158802	+	61	NA	Intergenic	NA	-11165	FBN3								
D9_2_304_R1_peak_24583	chr3	129439938	129440316	+	61	NA	promoter-TSS (MBD4)	NA	52	MBD4								
D9_2_304_R1_peak_31413	chr7	37663739	37663962	+	61	NA	intron (GPR141, intron 1 of 1)	NA	-76544	GPR141								
D9_2_304_R1_peak_8451	chr12	76186674	76186842	+	61	NA	Intergenic	NA	-112356	NAP1L1								
D9_2_304_R1_peak_18362	chr2	32560670	32560933	+	61	NA	intron (BIRC6, intron 65 of 74)	NA	28588	MIR558								
D9_2_304_R1_peak_9485	chr13	46378512	46378858	+	61	NA	intron (KIAA0226L, intron 1 of 13)	NA	11357	KIAA0226L								
D9_2_304_R1_peak_11230	chr15	38564137	38564307	+	61	NA	intron (RASGRP1, intron 1 of 15)	NA	584	RASGRP1								
D9_2_304_R1_peak_260	chr1	15524160	15524415	+	61	NA	promoter-TSS (CASP9)	NA	78	CASP9								
D9_2_304_R1_peak_24929	chr3	158279659	158279935	+	61	NA	intron (RSRC1, intron 4 of 9)	NA	169708	RSRC1								
D9_2_304_R1_peak_15576	chr18	2571297	2571531	+	61	NA	promoter-TSS (METTL4)	NA	-97	NDC80								
D9_2_304_R1_peak_30145	chr6	90544008	90544432	+	61	NA	intron (MAP3K7, intron 11 of 15)	NA	43081	MAP3K7								
D9_2_304_R1_peak_15831	chr18	26710444	26710917	+	61	NA	Intergenic	NA	-7042	PCAT18								
D9_2_304_R1_peak_13438	chr16	71894226	71894484	+	61	NA	promoter-TSS (IST1)	NA	-1138	IST1								
D9_2_304_R1_peak_13497	chr16	75566262	75566485	+	61	NA	promoter-TSS (GABARAPL2)	NA	22	GABARAPL2								
D9_2_304_R1_peak_1953	chr1	125166486	125166758	+	61	NA	Intergenic	NA	3647510	EMBP1								
D9_2_304_R1_peak_23271	chr3	10232159	10232558	+	61	NA	intron (IRAK2, intron 10 of 12)	NA	-16135	TATDN2								
D9_2_304_R1_peak_2989	chr1	201900081	201900245	+	61	NA	exon (LMOD1, exon 2 of 3)	NA	11494	SHISA4								
D9_2_304_R1_peak_20720	chr2	233092580	233092752	+	61	NA	intron (INPP5D, intron 2 of 26)	NA	32340	INPP5D								
D9_2_304_R1_peak_32177	chr7	127589998	127590191	+	61	NA	exon (ARF5, exon 4 of 6)	NA	1742	ARF5								
D9_2_304_R1_peak_22433	chr22	19085338	19085673	+	61	NA	intron (DGCR2, intron 1 of 8)	NA	36949	DGCR2								
D9_2_304_R1_peak_2099	chr1	151857981	151858334	+	61	NA	Intergenic	NA	-4460	THEM5								
D9_2_304_R1_peak_7352	chr12	2500388	2500589	+	61	NA	intron (CACNA1C, intron 2 of 43)	NA	190669	CACNA1C-AS1								
D9_2_304_R1_peak_9471	chr13	46303854	46304044	+	61	NA	Intergenic	NA	-6105	LINC00563								
D9_2_304_R1_peak_25714	chr4	17614457	17614923	+	60	NA	promoter-TSS (MED28)	NA	40	MED28								
D9_2_304_R1_peak_10153	chr14	31229751	31230134	+	60	NA	Intergenic	NA	-21882	HECTD1								
D9_2_304_R1_peak_1408	chr1	67684879	67685150	+	60	NA	promoter-TSS (GADD45A)	NA	-163	GADD45A								
D9_2_304_R1_peak_12927	chr16	28110517	28110735	+	60	NA	intron (XPO6, intron 15 of 21)	NA	101292	XPO6								
D9_2_304_R1_peak_5873	chr11	35217565	35217726	+	60	NA	intron (CD44, intron 6 of 8)	NA	78502	CD44								
D9_2_304_R1_peak_8721	chr12	104680496	104680672	+	60	NA	intron (CHST11, intron 2 of 2)	NA	88890	MIR3922								
D9_2_304_R1_peak_16691	chr19	11887712	11887918	+	60	NA	promoter-TSS (ZNF69)	NA	-3	ZNF69								
D9_2_304_R1_peak_13990	chr17	8041303	8041535	+	60	NA	intron (ALOX15B, intron 3 of 11)	NA	2379	ALOX15B								
D9_2_304_R1_peak_8967	chr12	120201167	120201491	+	60	NA	promoter-TSS (RPLP0)	NA	38	PXN-AS1								
D9_2_304_R1_peak_8759	chr12	107126656	107126982	+	60	NA	Intergenic	NA	-32962	CRY1								
D9_2_304_R1_peak_25752	chr4	25914112	25914405	+	60	NA	promoter-TSS (SMIM20)	NA	352	SMIM20								
D9_2_304_R1_peak_24765	chr3	143650935	143651183	+	60	NA	intron (LOC102724120, intron 1 of 2)	NA	16985	LOC102724120								
D9_2_304_R1_peak_2718	chr1	182147191	182147384	+	60	NA	Intergenic	NA	-85575	ZNF648								
D9_2_304_R1_peak_8319	chr12	64610699	64610953	+	60	NA	intron (RASSF3, intron 1 of 3)	NA	313	RASSF3								
D9_2_304_R1_peak_10847	chr14	90630467	90630633	+	60	NA	intron (TTC7B, intron 11 of 17)	NA	-12079	RP11-1078H9.5								
D9_2_304_R1_peak_10172	chr14	34886457	34886651	+	60	NA	Intergenic	NA	-10907	BAZ1A								
D9_2_304_R1_peak_33341	chr8	81156375	81156558	+	60	NA	Intergenic	NA	-44398	PAG1								
D9_2_304_R1_peak_11101	chr14	102644634	102644807	+	60	NA	intron (RCOR1, intron 2 of 11)	NA	-41152	LOC102724871								
D9_2_304_R1_peak_32294	chr7	135500529	135500781	+	60	NA	intron (CNOT4, intron 1 of 11)	NA	9472	CNOT4								
D9_2_304_R1_peak_421	chr1	23522679	23522938	+	60	NA	intron (E2F2, intron 2 of 6)	NA	878	LOC101928163								
D9_2_304_R1_peak_326	chr1	18941888	18942085	+	60	NA	intron (IFFO2, intron 1 of 8)	NA	14346	IFFO2								
D9_2_304_R1_peak_34159	chr9	4851137	4851353	+	60	NA	TTS (MIR101-2)	NA	900	MIR101-2								
D9_2_304_R1_peak_16400	chr19	4064634	4064947	+	60	NA	promoter-TSS (ZBTB7A)	NA	-387	ZBTB7A								
D9_2_304_R1_peak_2455	chr1	161298184	161298455	+	60	NA	Intergenic	NA	11653	MPZ								
D9_2_304_R1_peak_5557	chr11	7977357	7977554	+	60	NA	Intergenic	NA	-9865	EIF3F								
D9_2_304_R1_peak_16113	chr18	63888544	63888785	+	60	NA	intron (SERPINB2, intron 1 of 7)	NA	959	SERPINB2								
D9_2_304_R1_peak_19232	chr2	99802785	99803054	+	60	NA	intron (AFF3, intron 7 of 23)	NA	302776	AFF3								
D9_2_304_R1_peak_2074	chr1	151311624	151311836	+	60	NA	intron (PI4KB, intron 3 of 12)	NA	15958	PI4KB								
D9_2_304_R1_peak_16296	chr19	1438712	1438894	+	60	NA	intron (RPS15, intron 1 of 3)	NA	439	RPS15								
D9_2_304_R1_peak_26647	chr4	146511531	146511714	+	60	NA	intron (SLC10A7, intron 2 of 12)	NA	10349	SLC10A7								
D9_2_304_R1_peak_1918	chr1	117001320	117001518	+	60	NA	promoter-TSS (CD101)	NA	-331	CD101								
D9_2_304_R1_peak_24175	chr3	72082539	72082755	+	60	NA	intron (LINC00877, intron 2 of 6)	NA	17808	LINC00877								
D9_2_304_R1_peak_36	chr1	2300584	2300786	+	60	NA	intron (SKI, intron 1 of 6)	NA	51976	LOC100129534								
D9_2_304_R1_peak_8007	chr12	50038361	50038566	+	60	NA	Intergenic	NA	-17286	RACGAP1								
D9_2_304_R1_peak_18060	chr2	8999796	9000096	+	60	NA	intron (MBOAT2, intron 1 of 12)	NA	3764	MBOAT2								
D9_2_304_R1_peak_141	chr1	9234485	9234726	+	60	NA	promoter-TSS (H6PD)	NA	-199	H6PD								
D9_2_304_R1_peak_33555	chr8	103213646	103213897	+	60	NA	intron (BAALC, intron 2 of 2)	NA	-41631	RP11-318M2.2								
D9_2_304_R1_peak_4786	chr10	88120650	88120994	+	60	NA	Intergenic	NA	-145438	LOC101929727								
D9_2_304_R1_peak_17453	chr19	44588477	44588683	+	60	NA	Intergenic	NA	-25010	IGSF23								
D9_2_304_R1_peak_10808	chr14	89453596	89453765	+	60	NA	intron (FOXN3, intron 1 of 6)	NA	36326	FOXN3-AS1								
D9_2_304_R1_peak_26821	chr4	173168108	173168316	+	60	NA	promoter-TSS (GALNT7)	NA	-541	GALNT7								
D9_2_304_R1_peak_13185	chr16	55338777	55338966	+	60	NA	Intergenic	NA	14312	IRX6								
D9_2_304_R1_peak_31266	chr7	26365143	26365370	+	60	NA	intron (SNX10, intron 5 of 6)	NA	-33359	LOC101930332								
D9_2_304_R1_peak_24113	chr3	64191211	64191482	+	60	NA	intron (PRICKLE2-AS3, intron 2 of 3)	NA	3802	PRICKLE2-AS3								
D9_2_304_R1_peak_18419	chr2	38146905	38147064	+	60	NA	intron (CYP1B1-AS1, intron 2 of 2)	NA	15879	CYP1B1-AS1								
D9_2_304_R1_peak_6914	chr11	108497702	108497985	+	60	NA	intron (KDELC2, intron 1 of 7)	NA	589	KDELC2								
D9_2_304_R1_peak_5281	chr10	124654231	124654397	+	60	NA	intron (FAM53B, intron 4 of 4)	NA	-49607	FAM53B-AS1								
D9_2_304_R1_peak_20466	chr2	217934388	217934665	+	60	NA	intron (LOC102723375, intron 4 of 7)	NA	-33898	MIR6809								
D9_2_304_R1_peak_9498	chr13	46751751	46752014	+	60	NA	exon (LRCH1, exon 19 of 19)	NA	45350	ESD								
D9_2_304_R1_peak_30	chr1	2212855	2213084	+	60	NA	promoter-TSS (C1orf86)	NA	-15726	SKI								
D9_2_304_R1_peak_6525	chr11	72439568	72439742	+	60	NA	Intergenic	NA	-4975	CLPB								
D9_2_304_R1_peak_9875	chr13	109652865	109653019	+	60	NA	Intergenic	NA	62455	LOC101927627								
D9_2_304_R1_peak_29213	chr6	20401706	20401900	+	60	NA	promoter-TSS (E2F3)	NA	-43274	E2F3								
D9_2_304_R1_peak_6286	chr11	64874680	64874884	+	60	NA	intron (EHD1, intron 3 of 6)	NA	4899	EHD1								
D9_2_304_R1_peak_27741	chr5	98962071	98962281	+	60	NA	Intergenic	NA	-9871	LOC102724810								
D9_2_304_R1_peak_25946	chr4	46976246	46976534	+	60	NA	intron (GABRA4, intron 5 of 8)	NA	17115	GABRA4								
D9_2_304_R1_peak_31971	chr7	100693017	100693263	+	60	NA	intron (GIGYF1, intron 1 of 27)	NA	-3893	GIGYF1								
D9_2_304_R1_peak_17696	chr19	50415742	50415969	+	60	NA	intron (POLD1, intron 22 of 26)	NA	-3083	SPIB								
D9_2_304_R1_peak_12020	chr15	75452542	75452753	+	60	NA	promoter-TSS (SIN3A)	NA	3136	SIN3A								
D9_2_304_R1_peak_28969	chr6	10404374	10404536	+	60	NA	intron (TFAP2A, intron 4 of 6)	NA	-7863	TFAP2A-AS1								
D9_2_304_R1_peak_23877	chr3	49276972	49277232	+	60	NA	promoter-TSS (C3orf62)	NA	-27	C3orf62								
D9_2_304_R1_peak_9182	chr13	19782919	19783076	+	60	NA	promoter-TSS (PSPC1)	NA	22	PSPC1								
D9_2_304_R1_peak_23374	chr3	14425065	14425318	+	60	NA	intron (SLC6A6, intron 2 of 14)	NA	-7479	SLC6A6								
D9_2_304_R1_peak_1765	chr1	109825763	109826195	+	60	NA	Intergenic	NA	-61957	EPS8L3								
D9_2_304_R1_peak_17047	chr19	28501394	28501589	+	60	NA	intron (LOC101927210, intron 1 of 1)	NA	-34798	LOC102724942								
D9_2_304_R1_peak_25504	chr4	1010721	1010880	+	60	NA	Intergenic	NA	-1172	FGFRL1								
D9_2_304_R1_peak_18928	chr2	70293195	70293517	+	60	NA	intron (SNRPG, intron 1 of 3)	NA	381	SNRPG								
D9_2_304_R1_peak_35516	chr9	136095131	136095329	+	60	NA	promoter-TSS (NACC2)	NA	55	NACC2								
D9_2_304_R1_peak_18412	chr2	37768031	37768272	+	60	NA	Intergenic	NA	61560	LINC00211								
