PeakID (cmd=annotatePeaks.pl SKNO1_1_308_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_308_R1_peak_13434	chr6	39173270	39173491	+	93	NA	Intergenic	NA	55828	KCNK5								
SKNO1_1_308_R1_peak_8729	chr2	47634902	47635137	+	93	NA	Intergenic	NA	-64688	KCNK12								
SKNO1_1_308_R1_peak_3791	chr12	104137291	104137682	+	93	NA	promoter-TSS (NFYB)	NA	776	NFYB								
SKNO1_1_308_R1_peak_13361	chr6	34244129	34244583	+	93	NA	intron (HMGA1, intron 4 of 4)	NA	3678	MIR6835								
SKNO1_1_308_R1_peak_6075	chr16	85554096	85554384	+	93	NA	promoter-TSS (GSE1)	NA	91157	GSE1								
SKNO1_1_308_R1_peak_13748	chr6	139113380	139113574	+	93	NA	Intergenic	NA	-21635	HECA								
SKNO1_1_308_R1_peak_4059	chr13	19864089	19864341	+	93	NA	promoter-TSS (ZMYM5)	NA	-662	ZMYM5								
SKNO1_1_308_R1_peak_5178	chr15	57322174	57322466	+	93	NA	intron (LOC101928611, intron 1 of 3)	NA	3256	LOC101928611								
SKNO1_1_308_R1_peak_6174	chr16	89098492	89098729	+	93	NA	exon (ACSF3, exon 2 of 11)	NA	4801	ACSF3								
SKNO1_1_308_R1_peak_3861	chr12	111397012	111397567	+	93	NA	Intergenic	NA	-8659	SH2B3								
SKNO1_1_308_R1_peak_7688	chr19	5130955	5131253	+	93	NA	exon (KDM4B, exon 12 of 23)	NA	161991	KDM4B								
SKNO1_1_308_R1_peak_9553	chr2	239326885	239327246	+	93	NA	intron (HDAC4, intron 2 of 26)	NA	-17643	HDAC4								
SKNO1_1_308_R1_peak_11572	chr3	186909208	186909428	+	93	NA	Intergenic	NA	-13707	LOC102723861								
SKNO1_1_308_R1_peak_8265	chr19	45792444	45793052	+	93	NA	promoter-TSS (DMWD)	NA	54	DMWD								
SKNO1_1_308_R1_peak_14796	chr8	67343696	67344019	+	93	NA	promoter-TSS (ARFGEF1)	NA	129	LOC102724708								
SKNO1_1_308_R1_peak_12017	chr4	72568111	72568571	+	93	NA	intron (ADAMTS3, intron 1 of 21)	NA	458	ADAMTS3								
SKNO1_1_308_R1_peak_12091	chr4	83010710	83011062	+	93	NA	promoter-TSS (LIN54)	NA	-52	LIN54								
SKNO1_1_308_R1_peak_5539	chr15	94229700	94230186	+	93	NA	Intergenic	NA	-122005	LOC101927112								
SKNO1_1_308_R1_peak_14619	chr8	22604596	22605249	+	93	NA	promoter-TSS (CCAR2)	NA	-104	CCAR2								
SKNO1_1_308_R1_peak_10695	chr22	49925607	49926113	+	93	NA	TTS (CRELD2)	NA	7230	CRELD2								
SKNO1_1_308_R1_peak_1882	chr10	45558486	45558683	+	93	NA	intron (MARCH8, intron 1 of 6)	NA	36259	MARCH8								
SKNO1_1_308_R1_peak_2287	chr10	119206731	119207041	+	93	NA	promoter-TSS (GRK5)	NA	-813	GRK5								
SKNO1_1_308_R1_peak_10354	chr22	21952766	21953077	+	93	NA	promoter-TSS (PPM1F)	NA	-43	PPM1F								
SKNO1_1_308_R1_peak_5503	chr15	90838129	90838389	+	93	NA	Intergenic	NA	-30396	FURIN								
SKNO1_1_308_R1_peak_10342	chr22	21629235	21629511	+	93	NA	exon (YDJC, exon 4 of 6)	NA	-3607	CCDC116								
SKNO1_1_308_R1_peak_10564	chr22	39447031	39447330	+	93	NA	promoter-TSS (MGAT3)	NA	15020	LOC100506472								
SKNO1_1_308_R1_peak_14160	chr7	45718770	45719035	+	93	NA	exon (ADCY1, exon 20 of 20)	NA	50116	SEPT7P2								
SKNO1_1_308_R1_peak_4258	chr13	51453518	51453840	+	93	NA	promoter-TSS (INTS6)	NA	334	INTS6-AS1								
SKNO1_1_308_R1_peak_12999	chr5	180802353	180802529	+	93	NA	intron (LOC102724833, intron 3 of 3)	NA	6317	MGAT1								
SKNO1_1_308_R1_peak_6959	chr17	75832142	75832387	+	93	NA	intron (UNC13D, intron 25 of 31)	NA	-10380	LOC100507191								
SKNO1_1_308_R1_peak_14228	chr7	74042366	74042746	+	93	NA	intron (ELN, intron 5 of 30)	NA	14767	ELN								
SKNO1_1_308_R1_peak_10205	chr21	42107899	42108096	+	93	NA	intron (UMODL1, intron 9 of 21)	NA	537	C21orf128								
SKNO1_1_308_R1_peak_1654	chr10	3172694	3172915	+	93	NA	promoter-TSS (PITRM1)	NA	37	PITRM1								
SKNO1_1_308_R1_peak_13381	chr6	35311666	35311861	+	93	NA	intron (DEF6, intron 3 of 10)	NA	13945	DEF6								
SKNO1_1_308_R1_peak_12847	chr5	159764307	159764501	+	93	NA	Intergenic	NA	106980	AC011343.1								
SKNO1_1_308_R1_peak_9700	chr20	11716258	11716482	+	93	NA	Intergenic	NA	-29018	LOC102724924								
SKNO1_1_308_R1_peak_3127	chr11	117809335	117809536	+	93	NA	Intergenic	NA	-12174	DSCAML1								
SKNO1_1_308_R1_peak_3115	chr11	116772854	116773243	+	93	NA	promoter-TSS (BUD13)	NA	-50	BUD13								
SKNO1_1_308_R1_peak_5082	chr15	41116549	41116819	+	93	NA	promoter-TSS (INO80)	NA	-438	INO80								
SKNO1_1_308_R1_peak_339	chr1	26164317	26164546	+	93	NA	Intergenic	NA	5411	FAM110D								
SKNO1_1_308_R1_peak_14246	chr7	74406230	74406457	+	93	NA	TTS (CLIP2)	NA	-47447	GTF2IRD1								
SKNO1_1_308_R1_peak_9128	chr2	131093026	131093635	+	93	NA	promoter-TSS (FAM168B)	NA	113	FAM168B								
SKNO1_1_308_R1_peak_8147	chr19	38664283	38664701	+	93	NA	intron (ACTN4, intron 1 of 20)	NA	16865	ACTN4								
SKNO1_1_308_R1_peak_4281	chr13	61040260	61040506	+	92	NA	Intergenic	NA	-139565	LOC102723910								
SKNO1_1_308_R1_peak_7357	chr18	24019640	24019865	+	92	NA	intron (TTC39C, intron 1 of 6)	NA	-2814	TTC39C								
SKNO1_1_308_R1_peak_8262	chr19	45692553	45693101	+	92	NA	promoter-TSS (SNRPD2)	NA	344	QPCTL								
SKNO1_1_308_R1_peak_3926	chr12	121626494	121626931	+	92	NA	exon (ORAI1, exon 1 of 2)	NA	162	ORAI1								
SKNO1_1_308_R1_peak_9595	chr20	326144	326485	+	92	NA	exon (SOX12, exon 1 of 1)	NA	743	SOX12								
SKNO1_1_308_R1_peak_10889	chr3	30667301	30667485	+	92	NA	intron (TGFBR2, intron 5 of 8)	NA	60744	TGFBR2								
SKNO1_1_308_R1_peak_10758	chr3	5195615	5195871	+	92	NA	intron (EDEM1, intron 2 of 11)	NA	8036	EDEM1								
SKNO1_1_308_R1_peak_9543	chr2	238143669	238143946	+	92	NA	intron (KLHL30, intron 3 of 7)	NA	5085	KLHL30								
SKNO1_1_308_R1_peak_14362	chr7	101321772	101321998	+	92	NA	promoter-TSS (RABL5)	NA	-62	RABL5								
SKNO1_1_308_R1_peak_15925	chr9	137551387	137551639	+	92	NA	promoter-TSS (PNPLA7)	NA	-344	MRPL41								
SKNO1_1_308_R1_peak_8367	chr19	50383983	50384246	+	92	NA	promoter-TSS (POLD1)	NA	-164	POLD1								
SKNO1_1_308_R1_peak_12786	chr5	143812504	143812687	+	92	NA	intron (HMHB1, intron 1 of 1)	NA	434	HMHB1								
SKNO1_1_308_R1_peak_11236	chr3	112990879	112991096	+	92	NA	promoter-TSS (GTPBP8)	NA	510	GTPBP8								
SKNO1_1_308_R1_peak_15626	chr9	124832775	124832987	+	92	NA	Intergenic	NA	-20536	WDR38								
SKNO1_1_308_R1_peak_875	chr1	116373127	116373398	+	92	NA	promoter-TSS (ATP1A1)	NA	89	ATP1A1								
SKNO1_1_308_R1_peak_5411	chr15	78915420	78915636	+	92	NA	Intergenic	NA	29566	CTSH								
SKNO1_1_308_R1_peak_5930	chr16	67531297	67531503	+	92	NA	promoter-TSS (FAM65A)	NA	2583	FAM65A								
SKNO1_1_308_R1_peak_2999	chr11	76700396	76700769	+	92	NA	intron (GUCY2EP, intron 13 of 20)	NA	21207	GUCY2EP								
SKNO1_1_308_R1_peak_2771	chr11	65378316	65378603	+	92	NA	intron (SLC25A45, intron 5 of 5)	NA	4214	SLC25A45								
SKNO1_1_308_R1_peak_2266	chr10	114073855	114074088	+	92	NA	Intergenic	NA	29924	ADRB1								
SKNO1_1_308_R1_peak_15502	chr9	104991589	104991864	+	92	NA	promoter-TSS (LOC101928579)	NA	36	LOC101928579								
SKNO1_1_308_R1_peak_6638	chr17	49365690	49365963	+	92	NA	exon (LOC102724596, exon 3 of 3)	NA	4661	LOC102724596								
SKNO1_1_308_R1_peak_11208	chr3	101778985	101779331	+	92	NA	promoter-TSS (NXPE3)	NA	-284	NXPE3								
SKNO1_1_308_R1_peak_526	chr1	39901676	39901948	+	92	NA	exon (MYCL, exon 1 of 3)	NA	203	MYCL								
SKNO1_1_308_R1_peak_9850	chr20	38307736	38307925	+	92	NA	intron (BPI, intron 2 of 13)	NA	3647	BPI								
SKNO1_1_308_R1_peak_359	chr1	26620337	26620657	+	92	NA	Intergenic	NA	65923	MIR1976								
SKNO1_1_308_R1_peak_5374	chr15	75202780	75203039	+	92	NA	intron (C15orf39, intron 2 of 3)	NA	1029	C15orf39								
SKNO1_1_308_R1_peak_352	chr1	26472741	26473403	+	92	NA	intron (HMGN2, intron 1 of 5)	NA	661	HMGN2								
SKNO1_1_308_R1_peak_12827	chr5	154857443	154857760	+	92	NA	promoter-TSS (CNOT8)	NA	-1040	CNOT8								
SKNO1_1_308_R1_peak_10915	chr3	33440398	33440619	+	92	NA	promoter-TSS (UBP1)	NA	-498	UBP1								
SKNO1_1_308_R1_peak_6920	chr17	75077452	75077996	+	92	NA	Intergenic	NA	-15563	SLC16A5								
SKNO1_1_308_R1_peak_10385	chr22	24270926	24271134	+	92	NA	intron (SPECC1L, intron 1 of 15)	NA	213	SPECC1L								
SKNO1_1_308_R1_peak_15545	chr9	113548819	113548994	+	92	NA	intron (RGS3, intron 10 of 14)	NA	-32153	RGS3								
SKNO1_1_308_R1_peak_2278	chr10	118551818	118552033	+	92	NA	Intergenic	NA	43723	PRLHR								
SKNO1_1_308_R1_peak_14349	chr7	100673651	100673946	+	92	NA	promoter-TSS (GNB2)	NA	58	GNB2								
SKNO1_1_308_R1_peak_14456	chr7	137996510	137996823	+	92	NA	intron (CREB3L2, intron 1 of 11)	NA	5435	CREB3L2								
SKNO1_1_308_R1_peak_9449	chr2	223945283	223945523	+	92	NA	promoter-TSS (WDFY1)	NA	-68	WDFY1								
SKNO1_1_308_R1_peak_4799	chr14	89955818	89956261	+	92	NA	promoter-TSS (TDP1)	NA	137	TDP1								
SKNO1_1_308_R1_peak_7936	chr19	15331953	15332241	+	92	NA	Intergenic	NA	28682	LOC101928874								
SKNO1_1_308_R1_peak_13414	chr6	37005535	37005752	+	92	NA	promoter-TSS (FGD2)	NA	-8073	FGD2								
SKNO1_1_308_R1_peak_4465	chr14	22838724	22838948	+	92	NA	intron (MMP14, intron 1 of 9)	NA	2303	MMP14								
SKNO1_1_308_R1_peak_1090	chr1	161185294	161185539	+	92	NA	Intergenic	NA	-7892	B4GALT3								
SKNO1_1_308_R1_peak_10059	chr20	63844549	63844807	+	92	NA	intron (C20orf181, intron 1 of 2)	NA	3634	C20orf181								
SKNO1_1_308_R1_peak_8146	chr19	38647551	38647849	+	92	NA	promoter-TSS (ACTN4)	NA	73	ACTN4								
SKNO1_1_308_R1_peak_2289	chr10	119271081	119271303	+	92	NA	intron (GRK5, intron 1 of 14)	NA	63122	GRK5-IT1								
SKNO1_1_308_R1_peak_910	chr1	145872207	145872468	+	92	NA	exon (ANKRD35, exon 8 of 12)	NA	-13256	PIAS3								
SKNO1_1_308_R1_peak_340	chr1	26234067	26234332	+	92	NA	promoter-TSS (CEP85)	NA	46	CEP85								
SKNO1_1_308_R1_peak_5182	chr15	58447280	58447524	+	92	NA	intron (RP11-355N15.1, intron 2 of 2)	NA	-16050	LOC102724766								
SKNO1_1_308_R1_peak_7539	chr18	79799697	79799965	+	91	NA	Intergenic	NA	-63837	KCNG2								
SKNO1_1_308_R1_peak_4510	chr14	24475388	24475642	+	91	NA	intron (LOC101927045, intron 2 of 2)	NA	32562	LOC101927045								
SKNO1_1_308_R1_peak_5540	chr15	94272590	94272821	+	91	NA	intron (MCTP2, intron 1 of 22)	NA	-83432	MCTP2								
SKNO1_1_308_R1_peak_9999	chr20	62133868	62134118	+	91	NA	intron (LSM14B, intron 8 of 8)	NA	9465	PSMA7								
SKNO1_1_308_R1_peak_2366	chr10	133274852	133275235	+	91	NA	intron (ADAM8, intron 1 of 19)	NA	1860	ADAM8								
SKNO1_1_308_R1_peak_11566	chr3	186706265	186706470	+	91	NA	Intergenic	NA	-10942	KNG1								
SKNO1_1_308_R1_peak_11453	chr3	157170875	157171173	+	91	NA	Intergenic	NA	-3373	LOC101928236								
SKNO1_1_308_R1_peak_11831	chr4	10671406	10671601	+	91	NA	intron (CLNK, intron 1 of 18)	NA	13259	CLNK								
SKNO1_1_308_R1_peak_9374	chr2	208360831	208361346	+	91	NA	intron (PTH2R, intron 1 of 12)	NA	1243	PTH2R								
SKNO1_1_308_R1_peak_3972	chr12	124480436	124480632	+	91	NA	intron (NCOR2, intron 5 of 47)	NA	86930	NCOR2								
SKNO1_1_308_R1_peak_6386	chr17	28717639	28717833	+	91	NA	exon (RAB34, exon 1 of 10)	NA	154	NARR								
SKNO1_1_308_R1_peak_6116	chr16	87896313	87896567	+	91	NA	intron (CA5A, intron 5 of 6)	NA	40129	CA5A								
SKNO1_1_308_R1_peak_2580	chr11	46362255	46362491	+	91	NA	intron (DGKZ, intron 1 of 31)	NA	-14083	MIR4688								
SKNO1_1_308_R1_peak_13443	chr6	41058030	41058223	+	91	NA	intron (APOBEC2, intron 1 of 2)	NA	4925	APOBEC2								
SKNO1_1_308_R1_peak_4862	chr14	99480104	99480382	+	91	NA	intron (SETD3, intron 1 of 11)	NA	648	SETD3								
SKNO1_1_308_R1_peak_4819	chr14	91250072	91250348	+	91	NA	intron (LOC102724476, intron 3 of 3)	NA	-5774	GPR68								
SKNO1_1_308_R1_peak_14897	chr8	102600884	102601196	+	91	NA	Intergenic	NA	49420	ODF1								
SKNO1_1_308_R1_peak_13171	chr6	26206056	26206242	+	91	NA	Intergenic	NA	1504	HIST1H4E								
SKNO1_1_308_R1_peak_6790	chr17	63476887	63477490	+	91	NA	exon (ACE, exon 1 of 24)	NA	-7664	ACE								
SKNO1_1_308_R1_peak_2791	chr11	65570100	65570447	+	91	NA	promoter-TSS (SSSCA1)	NA	140	SSSCA1-AS1								
SKNO1_1_308_R1_peak_3692	chr12	68746092	68746352	+	91	NA	promoter-TSS (SLC35E3)	NA	92	SLC35E3								
SKNO1_1_308_R1_peak_14701	chr8	38552289	38552571	+	91	NA	Intergenic	NA	-23768	C8orf86								
SKNO1_1_308_R1_peak_2264	chr10	114043068	114043398	+	91	NA	promoter-TSS (ADRB1)	NA	-814	ADRB1								
SKNO1_1_308_R1_peak_15998	chrX	39730327	39730617	+	91	NA	Intergenic	NA	69196	MIR3937								
SKNO1_1_308_R1_peak_15561	chr9	117826091	117826292	+	91	NA	Intergenic	NA	122016	TLR4								
SKNO1_1_308_R1_peak_10367	chr22	23387986	23388239	+	91	NA	Intergenic	NA	-4878	LOC102724695								
SKNO1_1_308_R1_peak_11932	chr4	48779340	48780399	+	91	NA	intron (FRYL, intron 1 of 63)	NA	-50713	OCIAD1								
SKNO1_1_308_R1_peak_6205	chr16	89815740	89815962	+	91	NA	intron (FANCA, intron 2 of 41)	NA	807	FANCA								
SKNO1_1_308_R1_peak_3639	chr12	57089939	57090118	+	91	NA	intron (NAB2, intron 1 of 5)	NA	1134	NAB2								
SKNO1_1_308_R1_peak_14990	chr8	132833897	132834145	+	91	NA	intron (PHF20L1, intron 14 of 19)	NA	-32902	TG								
SKNO1_1_308_R1_peak_1484	chr1	227961745	227961943	+	91	NA	Intergenic	NA	-5546	LOC728728								
SKNO1_1_308_R1_peak_7648	chr19	3608775	3608970	+	91	NA	intron (CACTIN-AS1, intron 1 of 3)	NA	1625	CACTIN-AS1								
SKNO1_1_308_R1_peak_11643	chr3	195894960	195895397	+	91	NA	intron (TNK2, intron 1 of 14)	NA	-2430	TNK2								
SKNO1_1_308_R1_peak_10126	chr21	33261734	33261928	+	91	NA	intron (IFNAR2, intron 8 of 8)	NA	4429	IL10RB-AS1								
SKNO1_1_308_R1_peak_13154	chr6	24774729	24774973	+	91	NA	promoter-TSS (GMNN)	NA	-80	GMNN								
SKNO1_1_308_R1_peak_2178	chr10	100535775	100535975	+	91	NA	promoter-TSS (HIF1AN)	NA	-9	HIF1AN								
SKNO1_1_308_R1_peak_12662	chr5	132050226	132050489	+	91	NA	Intergenic	NA	-10297	IL3								
SKNO1_1_308_R1_peak_3521	chr12	48852215	48852395	+	91	NA	promoter-TSS (DDX23)	NA	-117	DDX23								
SKNO1_1_308_R1_peak_5144	chr15	51622051	51622287	+	91	NA	intron (DMXL2, intron 1 of 33)	NA	601	DMXL2								
SKNO1_1_308_R1_peak_7262	chr18	484849	485034	+	91	NA	intron (COLEC12, intron 1 of 9)	NA	15782	COLEC12								
SKNO1_1_308_R1_peak_14093	chr7	36153104	36153408	+	91	NA	promoter-TSS (EEPD1)	NA	29	EEPD1								
SKNO1_1_308_R1_peak_13177	chr6	26322216	26322397	+	91	NA	promoter-TSS (TRNAR28)	NA	-512	TRNAR28								
SKNO1_1_308_R1_peak_14086	chr7	33053810	33053992	+	91	NA	intron (NT5C3A, intron 1 of 9)	NA	-9479	LOC101928355								
SKNO1_1_308_R1_peak_4905	chr14	102538722	102538907	+	91	NA	promoter-TSS (MIR4309)	NA	-830	MIR4309								
SKNO1_1_308_R1_peak_9011	chr2	108594196	108594401	+	91	NA	intron (LIMS1, intron 1 of 10)	NA	5958	LIMS1								
SKNO1_1_308_R1_peak_1427	chr1	221826868	221827054	+	91	NA	Intergenic	NA	13724	RP11-191N8.2								
SKNO1_1_308_R1_peak_14398	chr7	106660222	106660651	+	91	NA	exon (CCDC71L, exon 1 of 1)	NA	752	CCDC71L								
SKNO1_1_308_R1_peak_8020	chr19	18279530	18279739	+	91	NA	TTS (JUND)	NA	2022	JUND								
SKNO1_1_308_R1_peak_1784	chr10	27100291	27100562	+	91	NA	promoter-TSS (ANKRD26)	NA	72	ANKRD26								
SKNO1_1_308_R1_peak_2669	chr11	61912645	61912839	+	91	NA	intron (RAB3IL1, intron 1 of 10)	NA	7526	RAB3IL1								
SKNO1_1_308_R1_peak_5094	chr15	41621962	41622219	+	91	NA	intron (MGA, intron 1 of 22)	NA	559	MGA								
SKNO1_1_308_R1_peak_10771	chr3	9862598	9862888	+	91	NA	Intergenic	NA	16313	CIDEC								
SKNO1_1_308_R1_peak_10977	chr3	44338517	44338715	+	91	NA	exon (TCAIM, exon 1 of 11)	NA	484	TCAIM								
SKNO1_1_308_R1_peak_4741	chr14	75278726	75278980	+	91	NA	promoter-TSS (FOS)	NA	75	FOS								
SKNO1_1_308_R1_peak_1514	chr1	229626112	229626426	+	91	NA	promoter-TSS (TAF5L)	NA	22	URB2								
SKNO1_1_308_R1_peak_6599	chr17	45640129	45640401	+	91	NA	intron (CRHR1-IT1, intron 1 of 2)	NA	1290	CRHR1-IT1								
SKNO1_1_308_R1_peak_3746	chr12	94180723	94181026	+	91	NA	intron (PLXNC1, intron 2 of 29)	NA	31920	PLXNC1								
SKNO1_1_308_R1_peak_2684	chr11	62653351	62653605	+	91	NA	promoter-TSS (INTS5)	NA	-176	INTS5								
SKNO1_1_308_R1_peak_7987	chr19	17281535	17282100	+	91	NA	exon (ANKLE1, exon 1 of 9)	NA	172	ANKLE1								
SKNO1_1_308_R1_peak_9477	chr2	230712531	230712835	+	91	NA	promoter-TSS (CAB39)	NA	-865	CAB39								
SKNO1_1_308_R1_peak_14161	chr7	47979436	47979681	+	91	NA	promoter-TSS (HUS1)	NA	67	HUS1								
SKNO1_1_308_R1_peak_5364	chr15	74988103	74988290	+	91	NA	Intergenic	NA	-7396	SCAMP5								
SKNO1_1_308_R1_peak_11261	chr3	122233608	122233810	+	91	NA	intron (CASR, intron 1 of 6)	NA	49888	CASR								
SKNO1_1_308_R1_peak_7993	chr19	17337296	17337525	+	91	NA	promoter-TSS (GTPBP3)	NA	-107	GTPBP3								
SKNO1_1_308_R1_peak_1926	chr10	62853716	62853902	+	91	NA	intron (EGR2, intron 1 of 3)	NA	-37443	EGR2								
SKNO1_1_308_R1_peak_10311	chr22	19576964	19577134	+	91	NA	Intergenic	NA	-10210	LINC00895								
SKNO1_1_308_R1_peak_8743	chr2	54423298	54423482	+	91	NA	intron (LOC102724063, intron 1 of 2)	NA	5881	LOC102724063								
SKNO1_1_308_R1_peak_14127	chr7	41861712	41861986	+	91	NA	Intergenic	NA	-158741	INHBA								
SKNO1_1_308_R1_peak_710	chr1	70410762	70411217	+	91	NA	promoter-TSS (CTH)	NA	-229	CTH								
SKNO1_1_308_R1_peak_8987	chr2	102418447	102418624	+	91	NA	promoter-TSS (IL18RAP)	NA	-5379	IL18RAP								
SKNO1_1_308_R1_peak_13250	chr6	28710539	28710746	+	91	NA	promoter-TSS (TRNAA8)	NA	53	TRNAA8								
SKNO1_1_308_R1_peak_15873	chr9	136700959	136701333	+	91	NA	Intergenic	NA	-13173	FAM69B								
SKNO1_1_308_R1_peak_3168	chr11	119584203	119584474	+	91	NA	Intergenic	NA	144387	PVRL1								
SKNO1_1_308_R1_peak_4566	chr14	50821712	50821925	+	91	NA	intron (NIN, intron 3 of 29)	NA	8890	NIN								
SKNO1_1_308_R1_peak_8461	chr19	58558785	58558954	+	91	NA	promoter-TSS (AC016629.8)	NA	107	UBE2M								
SKNO1_1_308_R1_peak_12647	chr5	128201390	128201608	+	90	NA	Intergenic	NA	117708	SLC12A2								
SKNO1_1_308_R1_peak_15557	chr9	114754697	114754968	+	90	NA	Intergenic	NA	37698	TNFSF15								
SKNO1_1_308_R1_peak_3325	chr12	4148538	4148713	+	90	NA	Intergenic	NA	-125111	CCND2								
SKNO1_1_308_R1_peak_6508	chr17	42027022	42027192	+	90	NA	exon (ZNF385C, exon 8 of 8)	NA	7038	NKIRAS2								
SKNO1_1_308_R1_peak_2724	chr11	64234834	64235032	+	90	NA	TTS (DNAJC4)	NA	349	VEGFB								
SKNO1_1_308_R1_peak_4392	chr13	112929579	112929800	+	90	NA	intron (MCF2L, intron 2 of 31)	NA	38949	MCF2L-AS1								
SKNO1_1_308_R1_peak_12650	chr5	129095207	129095447	+	90	NA	intron (ISOC1, intron 1 of 4)	NA	578	ISOC1								
SKNO1_1_308_R1_peak_149	chr1	9893301	9893518	+	90	NA	intron (CTNNBIP1, intron 1 of 5)	NA	16849	CTNNBIP1								
SKNO1_1_308_R1_peak_1310	chr1	204102293	204102524	+	90	NA	intron (SOX13, intron 1 of 13)	NA	29299	SOX13								
SKNO1_1_308_R1_peak_391	chr1	27607278	27607553	+	90	NA	Intergenic	NA	-3463	AHDC1								
SKNO1_1_308_R1_peak_14536	chr8	984393	984654	+	90	NA	intron (DLGAP2, intron 1 of 13)	NA	57502	DLGAP2								
SKNO1_1_308_R1_peak_15631	chr9	126398475	126398730	+	90	NA	TTS (MVB12B)	NA	11902	NRON								
SKNO1_1_308_R1_peak_9439	chr2	219541834	219542101	+	90	NA	exon (CHPF, exon 2 of 4)	NA	1798	CHPF								
SKNO1_1_308_R1_peak_7023	chr17	77428312	77428649	+	90	NA	intron (SEPT9, intron 1 of 9)	NA	-16224	LOC100996273								
SKNO1_1_308_R1_peak_12036	chr4	76198457	76198760	+	90	NA	intron (SCARB2, intron 1 of 8)	NA	15291	SCARB2								
SKNO1_1_308_R1_peak_3062	chr11	107264273	107264621	+	90	NA	Intergenic	NA	193399	CWF19L2								
SKNO1_1_308_R1_peak_10130	chr21	33402610	33402822	+	90	NA	promoter-TSS (IFNGR2)	NA	-180	IFNGR2								
SKNO1_1_308_R1_peak_6474	chr17	40307481	40307660	+	89	NA	Intergenic	NA	-10651	RARA								
SKNO1_1_308_R1_peak_14102	chr7	36724292	36724688	+	89	NA	promoter-TSS (AOAH)	NA	59	AOAH								
SKNO1_1_308_R1_peak_10338	chr22	20885900	20886135	+	89	NA	intron (SNAP29, intron 4 of 4)	NA	27013	SNAP29								
SKNO1_1_308_R1_peak_12919	chr5	176596812	176597157	+	89	NA	exon (GPRIN1, exon 2 of 2)	NA	13146	GPRIN1								
SKNO1_1_308_R1_peak_2221	chr10	102854614	102854781	+	89	NA	intron (C10orf32-ASMT, intron 1 of 14)	NA	487	C10orf32								
SKNO1_1_308_R1_peak_9871	chr20	44642502	44642756	+	89	NA	intron (ADA, intron 1 of 10)	NA	9106	ADA								
SKNO1_1_308_R1_peak_9042	chr2	112275352	112275620	+	89	NA	promoter-TSS (ZC3H6)	NA	-108	ZC3H6								
SKNO1_1_308_R1_peak_5295	chr15	70100714	70100898	+	89	NA	Intergenic	NA	-4503	TLE3								
SKNO1_1_308_R1_peak_10602	chr22	42090758	42091267	+	89	NA	promoter-TSS (NDUFA6-AS1)	NA	79	NDUFA6-AS1								
SKNO1_1_308_R1_peak_4038	chr12	132492109	132492295	+	89	NA	intron (FBRSL1, intron 1 of 19)	NA	1747	FBRSL1								
SKNO1_1_308_R1_peak_10362	chr22	23218795	23219092	+	89	NA	intron (BCR, intron 1 of 22)	NA	38578	BCR								
SKNO1_1_308_R1_peak_6774	chr17	61412065	61412602	+	89	NA	exon (C17orf82, exon 1 of 1)	NA	582	C17orf82								
SKNO1_1_308_R1_peak_12677	chr5	132495796	132496413	+	89	NA	Intergenic	NA	-5331	IRF1								
SKNO1_1_308_R1_peak_4666	chr14	68795714	68796216	+	89	NA	intron (ZFP36L1, intron 1 of 2)	NA	278	ZFP36L1								
SKNO1_1_308_R1_peak_4337	chr13	95676920	95677238	+	89	NA	promoter-TSS (DNAJC3-AS1)	NA	-60	DNAJC3								
SKNO1_1_308_R1_peak_13181	chr6	26331375	26331576	+	89	NA	promoter-TSS (TRNAW2)	NA	40	TRNAW2								
SKNO1_1_308_R1_peak_15797	chr9	133702550	133702818	+	89	NA	intron (SARDH, intron 13 of 20)	NA	35177	SARDH								
SKNO1_1_308_R1_peak_15396	chr9	89279420	89279660	+	89	NA	Intergenic	NA	-31658	CKS2								
SKNO1_1_308_R1_peak_6151	chr16	88791667	88792233	+	89	NA	Intergenic	NA	-6986	PIEZO1								
SKNO1_1_308_R1_peak_5137	chr15	50055405	50055622	+	89	NA	intron (ATP8B4, intron 3 of 20)	NA	63709	ATP8B4								
SKNO1_1_308_R1_peak_598	chr1	45550690	45550884	+	89	NA	promoter-TSS (AKR1A1)	NA	4	AKR1A1								
SKNO1_1_308_R1_peak_1958	chr10	70126209	70126516	+	89	NA	intron (AIFM2, intron 1 of 8)	NA	6572	AIFM2								
SKNO1_1_308_R1_peak_9851	chr20	38435204	38435517	+	89	NA	promoter-TSS (SNHG17)	NA	15	SNHG17								
SKNO1_1_308_R1_peak_5572	chr15	101242647	101242856	+	89	NA	intron (CHSY1, intron 1 of 2)	NA	34769	VIMP								
SKNO1_1_308_R1_peak_3472	chr12	32399371	32399714	+	89	NA	promoter-TSS (FGD4)	NA	-92	FGD4								
SKNO1_1_308_R1_peak_11782	chr4	3514710	3515124	+	89	NA	exon (LRPAP1, exon 7 of 8)	NA	17232	LRPAP1								
