PeakID (cmd=annotatePeaks.pl OCIAML2_1_168_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML2_1_168_R1_peak_8239	chr8	23241228	23241515	+	104	NA	Intergenic	NA	-5221	CHMP7								
OCIAML2_1_168_R1_peak_4549	chr2	96257852	96258062	+	103	NA	intron (TMEM127, intron 2 of 3)	NA	8056	TMEM127								
OCIAML2_1_168_R1_peak_492	chr1	158831219	158831369	+	103	NA	promoter-TSS (MNDA)	NA	-84	MNDA								
OCIAML2_1_168_R1_peak_5917	chr3	127592048	127592272	+	103	NA	intron (TPRA1, intron 1 of 10)	NA	-1406	TPRA1								
OCIAML2_1_168_R1_peak_2270	chr12	124927716	124927923	+	103	NA	promoter-TSS (TRNAF2)	NA	96	TRNAF2								
OCIAML2_1_168_R1_peak_6596	chr4	184856321	184856554	+	103	NA	Intergenic	NA	-5327	MIR3945								
OCIAML2_1_168_R1_peak_7472	chr6	92559731	92559954	+	103	NA	Intergenic	NA	84963	LOC102724665								
OCIAML2_1_168_R1_peak_9013	chr9	125521872	125522096	+	103	NA	intron (MAPKAP1, intron 7 of 7)	NA	-16339	LOC101929040								
OCIAML2_1_168_R1_peak_4782	chr2	195580133	195580326	+	103	NA	Intergenic	NA	-76954	SLC39A10								
OCIAML2_1_168_R1_peak_8192	chr8	11877833	11877978	+	103	NA	Intergenic	NA	-9768	CTSB								
OCIAML2_1_168_R1_peak_4150	chr19	41409643	41409815	+	103	NA	intron (BCKDHA, intron 1 of 8)	NA	11940	BCKDHA								
OCIAML2_1_168_R1_peak_6902	chr5	135560896	135561049	+	103	NA	Intergenic	NA	18307	CXCL14								
OCIAML2_1_168_R1_peak_2722	chr14	87999386	87999590	+	103	NA	Intergenic	NA	-5636	GPR65								
OCIAML2_1_168_R1_peak_4112	chr19	35745561	35745749	+	103	NA	promoter-TSS (U2AF1L4)	NA	78	PSENEN								
OCIAML2_1_168_R1_peak_2649	chr14	64505226	64505394	+	103	NA	promoter-TSS (ZBTB25)	NA	736	ZBTB1								
OCIAML2_1_168_R1_peak_2517	chr13	109840688	109840842	+	103	NA	Intergenic	NA	-54198	IRS2								
OCIAML2_1_168_R1_peak_7948	chr7	75997338	75997566	+	103	NA	intron (STYXL1, intron 8 of 8)	NA	-2778	TMEM120A								
OCIAML2_1_168_R1_peak_3581	chr17	47001322	47001467	+	103	NA	intron (LOC102724432, intron 1 of 3)	NA	6463	LOC102724432								
OCIAML2_1_168_R1_peak_790	chr1	220733098	220733346	+	103	NA	Intergenic	NA	-14765	MARC2								
OCIAML2_1_168_R1_peak_4860	chr2	219603929	219604141	+	103	NA	intron (STK11IP, intron 7 of 23)	NA	6164	STK11IP								
OCIAML2_1_168_R1_peak_3256	chr16	57531190	57531393	+	103	NA	intron (CCDC102A, intron 1 of 8)	NA	5274	CCDC102A								
OCIAML2_1_168_R1_peak_2733	chr14	89956446	89956647	+	103	NA	intron (TDP1, intron 1 of 15)	NA	548	TDP1								
OCIAML2_1_168_R1_peak_3452	chr17	15928073	15928329	+	103	NA	Intergenic	NA	-16716	ADORA2B								
OCIAML2_1_168_R1_peak_4119	chr19	38048461	38048722	+	103	NA	intron (SIPA1L3, intron 2 of 21)	NA	-56900	SIPA1L3								
OCIAML2_1_168_R1_peak_9084	chr9	136539773	136540016	+	103	NA	intron (NOTCH1, intron 2 of 33)	NA	5892	NOTCH1								
OCIAML2_1_168_R1_peak_7269	chr6	32271601	32271808	+	103	NA	Intergenic	NA	-47637	NOTCH4								
OCIAML2_1_168_R1_peak_3892	chr18	64696291	64696513	+	103	NA	Intergenic	NA	296419	LOC101927404								
OCIAML2_1_168_R1_peak_7997	chr7	99473310	99473575	+	103	NA	intron (ZNF789, intron 1 of 3)	NA	550	ZNF789								
OCIAML2_1_168_R1_peak_1564	chr11	61912602	61912766	+	103	NA	intron (RAB3IL1, intron 1 of 10)	NA	7585	RAB3IL1								
OCIAML2_1_168_R1_peak_2147	chr12	104740780	104741016	+	103	NA	intron (CHST11, intron 2 of 2)	NA	149204	MIR3922								
OCIAML2_1_168_R1_peak_3745	chr17	80781297	80781475	+	103	NA	intron (RPTOR, intron 6 of 33)	NA	24246	RP11-28G8.1								
OCIAML2_1_168_R1_peak_4470	chr2	64731823	64732042	+	103	NA	intron (SERTAD2, intron 1 of 1)	NA	18982	SERTAD2								
OCIAML2_1_168_R1_peak_2256	chr12	123391083	123391254	+	103	NA	intron (SETD8, intron 2 of 6)	NA	2021	SETD8								
OCIAML2_1_168_R1_peak_2211	chr12	116307654	116307835	+	103	NA	Intergenic	NA	-30558	MED13L								
OCIAML2_1_168_R1_peak_809	chr1	221768786	221768955	+	103	NA	Intergenic	NA	-26696	DUSP10								
OCIAML2_1_168_R1_peak_5211	chr20	59723174	59723374	+	103	NA	intron (PHACTR3, intron 1 of 12)	NA	-94985	LOC100506384								
OCIAML2_1_168_R1_peak_4872	chr2	224025921	224026185	+	103	NA	intron (SERPINE2, intron 1 of 8)	NA	12751	SERPINE2								
OCIAML2_1_168_R1_peak_2689	chr14	75002663	75002875	+	103	NA	promoter-TSS (EIF2B2)	NA	-140	EIF2B2								
OCIAML2_1_168_R1_peak_7285	chr6	33298942	33299091	+	103	NA	TTS (TAPBP)	NA	372	RGL2								
OCIAML2_1_168_R1_peak_1811	chr12	56791	57022	+	103	NA	Intergenic	NA	-9977	IQSEC3								
OCIAML2_1_168_R1_peak_8251	chr8	25507317	25507495	+	103	NA	TTS (CDCA2)	NA	48647	CDCA2								
OCIAML2_1_168_R1_peak_8493	chr8	93886076	93886205	+	103	NA	Intergenic	NA	29979	MIR378D2								
OCIAML2_1_168_R1_peak_5134	chr20	45368282	45368455	+	103	NA	exon (SYS1, exon 5 of 5)	NA	5199	SYS1-DBNDD2								
OCIAML2_1_168_R1_peak_2115	chr12	94207841	94208000	+	103	NA	intron (PLXNC1, intron 4 of 30)	NA	59197	PLXNC1								
OCIAML2_1_168_R1_peak_25	chr1	11978341	11978524	+	103	NA	Intergenic	NA	-1749	MFN2								
OCIAML2_1_168_R1_peak_1002	chr10	6390523	6390732	+	103	NA	Intergenic	NA	41038	DKFZp667F0711								
OCIAML2_1_168_R1_peak_6678	chr5	36373527	36373723	+	103	NA	Intergenic	NA	-71909	RANBP3L								
OCIAML2_1_168_R1_peak_7508	chr6	108142323	108142556	+	103	NA	intron (OSTM1-AS1, intron 1 of 1)	NA	18803	OSTM1-AS1								
OCIAML2_1_168_R1_peak_4508	chr2	69946632	69946821	+	103	NA	Intergenic	NA	15539	ASPRV1								
OCIAML2_1_168_R1_peak_3067	chr15	97545930	97546185	+	103	NA	Intergenic	NA	14641	RP11-461F11.3								
OCIAML2_1_168_R1_peak_1333	chr10	117945249	117945384	+	103	NA	Intergenic	NA	101287	RAB11FIP2								
OCIAML2_1_168_R1_peak_8250	chr8	25238611	25238813	+	103	NA	intron (DOCK5, intron 1 of 50)	NA	-57928	DOCK5								
OCIAML2_1_168_R1_peak_258	chr1	55217523	55217898	+	103	NA	TTS (LOC100507634)	NA	2302	LOC100507634								
OCIAML2_1_168_R1_peak_7653	chr6	142378602	142378775	+	103	NA	intron (GPR126, intron 4 of 24)	NA	76769	GPR126								
OCIAML2_1_168_R1_peak_3631	chr17	62479989	62480218	+	103	NA	promoter-TSS (TLK2)	NA	1078	TLK2								
OCIAML2_1_168_R1_peak_262	chr1	58883440	58883688	+	103	NA	intron (LINC01135, intron 1 of 1)	NA	69145	LOC101926907								
OCIAML2_1_168_R1_peak_6002	chr3	156579484	156579627	+	103	NA	Intergenic	NA	-24371	SSR3								
OCIAML2_1_168_R1_peak_4070	chr19	17556453	17556645	+	103	NA	promoter-TSS (COLGALT1)	NA	847	COLGALT1								
OCIAML2_1_168_R1_peak_2090	chr12	88645083	88645252	+	103	NA	Intergenic	NA	-64694	KITLG								
OCIAML2_1_168_R1_peak_4952	chr2	240586223	240586387	+	103	NA	promoter-TSS (CAPN10)	NA	11	CAPN10-AS1								
OCIAML2_1_168_R1_peak_7421	chr6	72966798	72966945	+	103	NA	TTS (MIR4282)	NA	882	MIR4282								
OCIAML2_1_168_R1_peak_6127	chr3	190566605	190566749	+	103	NA	intron (IL1RAP, intron 2 of 10)	NA	52626	IL1RAP								
OCIAML2_1_168_R1_peak_5759	chr3	53748859	53749080	+	103	NA	intron (CACNA1D, intron 27 of 48)	NA	69684	LOC101929138								
OCIAML2_1_168_R1_peak_8511	chr8	96893925	96894091	+	103	NA	intron (CPQ, intron 5 of 8)	NA	248781	CPQ								
OCIAML2_1_168_R1_peak_127	chr1	27885697	27885929	+	103	NA	intron (THEMIS2, intron 4 of 4)	NA	13270	THEMIS2								
OCIAML2_1_168_R1_peak_6602	chr5	271324	271539	+	103	NA	promoter-TSS (PDCD6)	NA	93	LOC102467073								
OCIAML2_1_168_R1_peak_9032	chr9	128881907	128882119	+	103	NA	promoter-TSS (CCBL1)	NA	62	CCBL1								
OCIAML2_1_168_R1_peak_5280	chr21	33067543	33067769	+	103	NA	Intergenic	NA	-2488	OLIG1								
OCIAML2_1_168_R1_peak_2690	chr14	75188663	75188862	+	103	NA	Intergenic	NA	-12116	TMED10								
OCIAML2_1_168_R1_peak_7319	chr6	37221974	37222232	+	103	NA	intron (TMEM217, intron 1 of 3)	NA	-35649	TBC1D22B								
OCIAML2_1_168_R1_peak_107	chr1	26542280	26542500	+	103	NA	promoter-TSS (RPS6KA1)	NA	11645	RPS6KA1								
OCIAML2_1_168_R1_peak_8501	chr8	95894953	95895093	+	103	NA	Intergenic	NA	53325	LOC100500773								
OCIAML2_1_168_R1_peak_4823	chr2	207662277	207662429	+	103	NA	Intergenic	NA	-5852	LOC102724714								
OCIAML2_1_168_R1_peak_4163	chr19	42480637	42480874	+	103	NA	intron (LIPE-AS1, intron 1 of 1)	NA	-37771	CXCL17								
OCIAML2_1_168_R1_peak_5642	chr3	32484526	32484711	+	103	NA	intron (CMTM6, intron 3 of 3)	NA	18293	CMTM6								
OCIAML2_1_168_R1_peak_8673	chr8	138680066	138680225	+	103	NA	intron (COL22A1, intron 39 of 64)	NA	-180243	LOC102724215								
OCIAML2_1_168_R1_peak_6358	chr4	78845667	78845871	+	103	NA	intron (BMP2K, intron 5 of 14)	NA	25005	MIR5096								
OCIAML2_1_168_R1_peak_3849	chr18	48897015	48897178	+	103	NA	Intergenic	NA	52237	SMAD7								
OCIAML2_1_168_R1_peak_5098	chr20	36492012	36492227	+	103	NA	intron (DLGAP4, intron 1 of 6)	NA	-49365	MYL9								
OCIAML2_1_168_R1_peak_1692	chr11	86139004	86139165	+	103	NA	Intergenic	NA	-70003	PICALM								
OCIAML2_1_168_R1_peak_38	chr1	14742061	14742229	+	103	NA	intron (KAZN, intron 3 of 9)	NA	-181984	KAZN								
OCIAML2_1_168_R1_peak_1319	chr10	112446325	112446495	+	103	NA	promoter-TSS (VTI1A)	NA	537	ZDHHC6								
OCIAML2_1_168_R1_peak_5866	chr3	112813739	112813937	+	103	NA	Intergenic	NA	32105	CD200R1L								
OCIAML2_1_168_R1_peak_5269	chr21	28992859	28993148	+	103	NA	promoter-TSS (LTN1)	NA	-50	LTN1								
OCIAML2_1_168_R1_peak_2995	chr15	76056878	76057120	+	103	NA	Intergenic	NA	-2959	C15orf27								
OCIAML2_1_168_R1_peak_4953	chr2	240620924	240621127	+	103	NA	intron (GPR35, intron 5 of 5)	NA	15617	GPR35								
OCIAML2_1_168_R1_peak_5611	chr3	18335341	18335532	+	102	NA	Intergenic	NA	103337	SATB1								
OCIAML2_1_168_R1_peak_6132	chr3	192899061	192899224	+	102	NA	intron (MB21D2, intron 1 of 1)	NA	19019	MB21D2								
OCIAML2_1_168_R1_peak_5989	chr3	152100637	152100794	+	102	NA	Intergenic	NA	104708	LOC101928166								
OCIAML2_1_168_R1_peak_4568	chr2	99772080	99772231	+	102	NA	intron (AFF3, intron 7 of 23)	NA	-309576	REV1								
OCIAML2_1_168_R1_peak_4151	chr19	41530997	41531206	+	102	NA	Intergenic	NA	-4283	LOC101927931								
OCIAML2_1_168_R1_peak_7754	chr7	467716	467865	+	102	NA	Intergenic	NA	-36106	LOC100131372								
OCIAML2_1_168_R1_peak_3050	chr15	91330006	91330245	+	102	NA	Intergenic	NA	-133214	RP11-661P17.1								
OCIAML2_1_168_R1_peak_7999	chr7	100152504	100152761	+	102	NA	intron (LAMTOR4, intron 2 of 3)	NA	3725	LAMTOR4								
OCIAML2_1_168_R1_peak_4478	chr2	65165640	65165848	+	102	NA	Intergenic	NA	-35443	RAB1A								
OCIAML2_1_168_R1_peak_5557	chr3	9354231	9354382	+	102	NA	Intergenic	NA	-8563	THUMPD3								
OCIAML2_1_168_R1_peak_2499	chr13	99289372	99289501	+	102	NA	intron (UBAC2, intron 4 of 5)	NA	18059	GPR183								
OCIAML2_1_168_R1_peak_1373	chr10	128064542	128064790	+	102	NA	intron (PTPRE, intron 7 of 17)	NA	17117	PTPRE								
OCIAML2_1_168_R1_peak_196	chr1	40374568	40374769	+	102	NA	promoter-TSS (SMAP2)	NA	-18677	SMAP2								
OCIAML2_1_168_R1_peak_3904	chr18	76554040	76554228	+	102	NA	intron (LINC00908, intron 2 of 2)	NA	-11275	LOC102723325								
OCIAML2_1_168_R1_peak_5428	chr22	32723645	32723899	+	102	NA	intron (SYN3, intron 5 of 12)	NA	-77044	TIMP3								
OCIAML2_1_168_R1_peak_7340	chr6	41896420	41896600	+	102	NA	Intergenic	NA	24629	MED20								
OCIAML2_1_168_R1_peak_2915	chr15	63763858	63764067	+	102	NA	intron (HERC1, intron 3 of 77)	NA	69983	HERC1								
OCIAML2_1_168_R1_peak_1262	chr10	95297572	95297772	+	102	NA	Intergenic	NA	-6524	PDLIM1								
OCIAML2_1_168_R1_peak_7264	chr6	31727677	31727826	+	102	NA	intron (DDAH2, intron 5 of 6)	NA	2063	DDAH2								
OCIAML2_1_168_R1_peak_4970	chr20	1491629	1491855	+	102	NA	promoter-TSS (SIRPB2)	NA	-155	SIRPB2								
OCIAML2_1_168_R1_peak_2541	chr14	20493759	20493956	+	102	NA	Intergenic	NA	-16615	RNASE10								
OCIAML2_1_168_R1_peak_5210	chr20	59722858	59723001	+	102	NA	intron (PHACTR3, intron 1 of 12)	NA	-94640	LOC100506384								
OCIAML2_1_168_R1_peak_6597	chr4	185266111	185266300	+	102	NA	intron (SNX25, intron 4 of 18)	NA	56583	SNX25								
OCIAML2_1_168_R1_peak_164	chr1	33472544	33472716	+	102	NA	promoter-TSS (ZSCAN20)	NA	-1	ZSCAN20								
OCIAML2_1_168_R1_peak_89	chr1	24898206	24898358	+	102	NA	Intergenic	NA	21134	MIR6731								
OCIAML2_1_168_R1_peak_1932	chr12	29428110	29428319	+	102	NA	intron (OVCH1, intron 27 of 27)	NA	-7801	LOC101928800								
OCIAML2_1_168_R1_peak_1879	chr12	10341991	10342163	+	102	NA	intron (KLRD1, intron 5 of 5)	NA	-21692	RP11-277P12.20								
OCIAML2_1_168_R1_peak_2029	chr12	56157910	56158076	+	102	NA	promoter-TSS (MYL6)	NA	-268	MYL6								
OCIAML2_1_168_R1_peak_1043	chr10	17230566	17230732	+	102	NA	promoter-TSS (VIM-AS1)	NA	-664	VIM-AS1								
OCIAML2_1_168_R1_peak_4287	chr2	3377736	3378020	+	102	NA	promoter-TSS (TSSC1)	NA	4	TSSC1								
OCIAML2_1_168_R1_peak_5498	chr22	42519673	42519883	+	102	NA	promoter-TSS (RRP7A)	NA	45	RRP7A								
OCIAML2_1_168_R1_peak_8256	chr8	26441200	26441407	+	102	NA	Intergenic	NA	58296	BNIP3L								
OCIAML2_1_168_R1_peak_4550	chr2	96336974	96337149	+	102	NA	intron (NCAPH, intron 1 of 16)	NA	1320	NCAPH								
OCIAML2_1_168_R1_peak_223	chr1	44809576	44809729	+	102	NA	intron (BTBD19, intron 1 of 7)	NA	1170	BTBD19								
OCIAML2_1_168_R1_peak_6960	chr5	149360353	149360619	+	102	NA	intron (PCYOX1L, intron 1 of 5)	NA	2479	PCYOX1L								
OCIAML2_1_168_R1_peak_5561	chr3	10357638	10357853	+	102	NA	intron (ATP2B2, intron 16 of 24)	NA	27516	MIR378B								
OCIAML2_1_168_R1_peak_7079	chr5	180873904	180874142	+	102	NA	Intergenic	NA	-12959	ZFP62								
OCIAML2_1_168_R1_peak_2609	chr14	50944493	50944664	+	102	NA	promoter-TSS (PYGL)	NA	-48	PYGL								
OCIAML2_1_168_R1_peak_1821	chr12	754957	755100	+	102	NA	intron (WNK1, intron 1 of 27)	NA	2435	WNK1								
OCIAML2_1_168_R1_peak_1440	chr11	11318977	11319155	+	102	NA	intron (GALNT18, intron 8 of 9)	NA	34291	CSNK2A3								
OCIAML2_1_168_R1_peak_2392	chr13	46182124	46182278	+	102	NA	exon (LCP1, exon 1 of 16)	NA	123	LCP1								
OCIAML2_1_168_R1_peak_8205	chr8	17898465	17898687	+	102	NA	intron (FGL1, intron 1 of 9)	NA	-3172	FGL1								
OCIAML2_1_168_R1_peak_5262	chr21	26972478	26972606	+	102	NA	Intergenic	NA	-5422	ADAMTS5								
OCIAML2_1_168_R1_peak_3683	chr17	73143072	73143357	+	101	NA	Intergenic	NA	-21807	SSTR2								
OCIAML2_1_168_R1_peak_7237	chr6	30200863	30201091	+	101	NA	intron (TRIM26, intron 2 of 8)	NA	12389	TRIM26								
OCIAML2_1_168_R1_peak_6747	chr5	68435738	68435913	+	101	NA	Intergenic	NA	145186	PIK3R1								
OCIAML2_1_168_R1_peak_3526	chr17	37826593	37826747	+	101	NA	Intergenic	NA	58073	YWHAEP7								
OCIAML2_1_168_R1_peak_7620	chr6	137621647	137621809	+	101	NA	Intergenic	NA	-51786	LOC102723649								
OCIAML2_1_168_R1_peak_4247	chr19	51783442	51783645	+	101	NA	Intergenic	NA	-11615	FPR3								
OCIAML2_1_168_R1_peak_2739	chr14	91229898	91230050	+	101	NA	Intergenic	NA	-11813	LOC102724476								
OCIAML2_1_168_R1_peak_6221	chr4	7102101	7102296	+	101	NA	intron (FLJ36777, intron 1 of 1)	NA	1178	FLJ36777								
OCIAML2_1_168_R1_peak_6760	chr5	75948457	75948712	+	101	NA	Intergenic	NA	-134588	SV2C								
OCIAML2_1_168_R1_peak_3521	chr17	36192416	36192604	+	101	NA	Intergenic	NA	4238	CCL3L3								
OCIAML2_1_168_R1_peak_5764	chr3	56693908	56694104	+	101	NA	Intergenic	NA	-10899	FAM208A								
OCIAML2_1_168_R1_peak_6587	chr4	183506264	183506467	+	101	NA	intron (ING2, intron 1 of 1)	NA	283	ING2								
OCIAML2_1_168_R1_peak_4226	chr19	49896890	49897079	+	101	NA	promoter-TSS (IL4I1)	NA	-94	IL4I1								
OCIAML2_1_168_R1_peak_7490	chr6	105591149	105591301	+	101	NA	Intergenic	NA	133359	LOC102724460								
OCIAML2_1_168_R1_peak_2670	chr14	69317845	69318011	+	101	NA	intron (GALNT16, intron 1 of 15)	NA	57964	GALNT16								
OCIAML2_1_168_R1_peak_7365	chr6	44042992	44043166	+	101	NA	Intergenic	NA	-30834	LOC101929683								
OCIAML2_1_168_R1_peak_8482	chr8	89984055	89984261	+	101	NA	intron (NBN, intron 1 of 15)	NA	566	NBN								
OCIAML2_1_168_R1_peak_4244	chr19	51651272	51651622	+	101	NA	Intergenic	NA	-4622	SIGLEC14								
OCIAML2_1_168_R1_peak_7303	chr6	35426176	35426402	+	101	NA	TTS (PPARD)	NA	-26050	FANCE								
OCIAML2_1_168_R1_peak_2206	chr12	113863269	113863431	+	101	NA	intron (RBM19, intron 21 of 24)	NA	-89667	RP11-438N16.1								
OCIAML2_1_168_R1_peak_1443	chr11	12157324	12157548	+	100	NA	intron (MICAL2, intron 1 of 25)	NA	-4643	MICAL2								
OCIAML2_1_168_R1_peak_849	chr1	228921510	228921691	+	100	NA	Intergenic	NA	-275442	RNA5S17								
OCIAML2_1_168_R1_peak_1555	chr11	60477053	60477231	+	100	NA	Intergenic	NA	-15636	MS4A12								
OCIAML2_1_168_R1_peak_6898	chr5	135223985	135224143	+	100	NA	intron (C5orf66, intron 3 of 5)	NA	24113	LOC340073								
OCIAML2_1_168_R1_peak_8572	chr8	116651907	116652121	+	100	NA	intron (EIF3H, intron 5 of 7)	NA	103809	EIF3H								
OCIAML2_1_168_R1_peak_935	chr1	241637779	241637980	+	100	NA	intron (OPN3, intron 1 of 3)	NA	-1949	CHML								
OCIAML2_1_168_R1_peak_8244	chr8	23983684	23983856	+	100	NA	Intergenic	NA	-128963	STC1								
OCIAML2_1_168_R1_peak_8753	chr9	21061269	21061445	+	100	NA	Intergenic	NA	16587	IFNB1								
OCIAML2_1_168_R1_peak_1315	chr10	110503047	110503220	+	100	NA	intron (DUSP5, intron 2 of 3)	NA	5266	DUSP5								
OCIAML2_1_168_R1_peak_9169	chrX	40106501	40106721	+	100	NA	intron (BCOR, intron 1 of 13)	NA	-8632	BCOR								
OCIAML2_1_168_R1_peak_8902	chr9	97924509	97924707	+	100	NA	Intergenic	NA	-2081	C9orf156								
OCIAML2_1_168_R1_peak_211	chr1	42834096	42834310	+	100	NA	intron (ERMAP, intron 4 of 11)	NA	8625	ERMAP								
OCIAML2_1_168_R1_peak_9134	chrX	13759165	13759401	+	100	NA	intron (OFD1, intron 14 of 21)	NA	24570	OFD1								
OCIAML2_1_168_R1_peak_2560	chr14	22790340	22790541	+	100	NA	intron (SLC7A7, intron 3 of 10)	NA	23918	OXA1L								
OCIAML2_1_168_R1_peak_6517	chr4	145041470	145041691	+	100	NA	intron (ANAPC10, intron 5 of 6)	NA	-56424	ABCE1								
OCIAML2_1_168_R1_peak_5506	chr22	43147226	43147442	+	100	NA	Intergenic	NA	-3937	MCAT								
OCIAML2_1_168_R1_peak_4234	chr19	51127785	51128011	+	100	NA	intron (SIGLEC9, intron 4 of 6)	NA	2990	SIGLEC9								
OCIAML2_1_168_R1_peak_4725	chr2	162126222	162126392	+	100	NA	intron (AC007750.5, intron 1 of 3)	NA	11866	AC007750.5								
OCIAML2_1_168_R1_peak_5172	chr20	50626108	50626278	+	100	NA	intron (FAM65C, intron 3 of 22)	NA	-11484	MIR1302-5								
OCIAML2_1_168_R1_peak_8728	chr9	2844006	2844213	+	100	NA	promoter-TSS (KIAA0020)	NA	21	KIAA0020								
OCIAML2_1_168_R1_peak_2009	chr12	53256058	53256281	+	100	NA	Intergenic	NA	4077	MFSD5								
OCIAML2_1_168_R1_peak_1454	chr11	14895180	14895331	+	100	NA	Intergenic	NA	-3626	CYP2R1								
OCIAML2_1_168_R1_peak_140	chr1	30756670	30756931	+	100	NA	intron (LAPTM5, intron 1 of 7)	NA	1036	LAPTM5								
OCIAML2_1_168_R1_peak_4911	chr2	231299434	231299680	+	100	NA	intron (ARMC9, intron 19 of 24)	NA	-63166	MIR4777								
OCIAML2_1_168_R1_peak_6785	chr5	83312822	83312994	+	100	NA	intron (XRCC4, intron 7 of 7)	NA	-158766	VCAN								
OCIAML2_1_168_R1_peak_8414	chr8	60999266	60999449	+	100	NA	Intergenic	NA	-31609	LOC100130298								
OCIAML2_1_168_R1_peak_6045	chr3	171814167	171814345	+	100	NA	Intergenic	NA	-29093	TMEM212								
OCIAML2_1_168_R1_peak_5241	chr21	17403164	17403399	+	100	NA	Intergenic	NA	-35609	C21orf37								
OCIAML2_1_168_R1_peak_8749	chr9	14706616	14706802	+	100	NA	Intergenic	NA	16008	CER1								
OCIAML2_1_168_R1_peak_3899	chr18	74807156	74807390	+	100	NA	intron (ZNF407, intron 4 of 8)	NA	209403	ZNF407								
OCIAML2_1_168_R1_peak_4037	chr19	13672679	13672815	+	100	NA	Intergenic	NA	-59035	CCDC130								
OCIAML2_1_168_R1_peak_8283	chr8	29641834	29642000	+	100	NA	Intergenic	NA	106192	LINC00589								
OCIAML2_1_168_R1_peak_416	chr1	121362564	121362698	+	100	NA	intron (SRGAP2-AS1, intron 3 of 3)	NA	35274	SRGAP2-AS1								
OCIAML2_1_168_R1_peak_6908	chr5	138352390	138352556	+	100	NA	promoter-TSS (KDM3B)	NA	-294	KDM3B								
OCIAML2_1_168_R1_peak_6809	chr5	96259631	96259809	+	100	NA	intron (CTD-2337A12.1, intron 1 of 2)	NA	172439	PCSK1								
OCIAML2_1_168_R1_peak_9154	chrX	31796809	31796970	+	100	NA	intron (DMD, intron 7 of 30)	NA	-724836	FTHL17								
OCIAML2_1_168_R1_peak_5121	chr20	40991472	40991719	+	100	NA	Intergenic	NA	-37227	TOP1								
OCIAML2_1_168_R1_peak_6560	chr4	167222208	167222363	+	100	NA	intron (SPOCK3, intron 2 of 11)	NA	12305	SPOCK3								
OCIAML2_1_168_R1_peak_2800	chr15	26166537	26166718	+	100	NA	Intergenic	NA	50814	LINC00929								
OCIAML2_1_168_R1_peak_2	chr1	1375423	1375607	+	100	NA	promoter-TSS (AURKAIP1)	NA	-315	AURKAIP1								
OCIAML2_1_168_R1_peak_7924	chr7	66921920	66922135	+	100	NA	promoter-TSS (TMEM248)	NA	-122	TMEM248								
OCIAML2_1_168_R1_peak_6100	chr3	186732218	186732455	+	100	NA	intron (KNG1, intron 6 of 10)	NA	15027	KNG1								
OCIAML2_1_168_R1_peak_4853	chr2	218892701	218892909	+	100	NA	exon (WNT10A, exon 4 of 4)	NA	12272	WNT10A								
OCIAML2_1_168_R1_peak_2360	chr13	37182869	37183097	+	100	NA	Intergenic	NA	-77319	CSNK1A1L								
OCIAML2_1_168_R1_peak_1191	chr10	73785414	73785621	+	100	NA	promoter-TSS (ZSWIM8)	NA	-59	ZSWIM8								
OCIAML2_1_168_R1_peak_2580	chr14	29858355	29858594	+	100	NA	intron (PRKD1, intron 1 of 17)	NA	69219	PRKD1								
OCIAML2_1_168_R1_peak_8744	chr9	8649416	8649565	+	100	NA	intron (PTPRD, intron 4 of 33)	NA	-208528	RP11-75C9.1								
OCIAML2_1_168_R1_peak_692	chr1	202596397	202596541	+	100	NA	exon (SYT2, exon 9 of 9)	NA	41197	LOC101926929								
OCIAML2_1_168_R1_peak_3483	chr17	28518255	28518449	+	100	NA	intron (FOXN1, intron 1 of 8)	NA	12092	FOXN1								
OCIAML2_1_168_R1_peak_1183	chr10	72223747	72223995	+	100	NA	intron (ANAPC16, intron 2 of 4)	NA	-7762	ASCC1								
OCIAML2_1_168_R1_peak_5152	chr20	47998858	47999035	+	100	NA	Intergenic	NA	-8829	RP11-347D21.3								
OCIAML2_1_168_R1_peak_8226	chr8	22246027	22246177	+	100	NA	intron (POLR3D, intron 2 of 8)	NA	996	POLR3D								
OCIAML2_1_168_R1_peak_4273	chr19	55385763	55385942	+	100	NA	promoter-TSS (RPL28)	NA	-80	RPL28								
OCIAML2_1_168_R1_peak_1238	chr10	88028160	88028324	+	100	NA	Intergenic	NA	164544	PTEN								
OCIAML2_1_168_R1_peak_3825	chr18	35465081	35465246	+	100	NA	intron (INO80C, intron 4 of 4)	NA	32828	INO80C								
OCIAML2_1_168_R1_peak_4085	chr19	18417622	18417784	+	100	NA	Intergenic	NA	-1623	SSBP4								
OCIAML2_1_168_R1_peak_513	chr1	160875690	160875874	+	100	NA	TTS (ITLN1)	NA	9388	ITLN1								
OCIAML2_1_168_R1_peak_9128	chrX	11363065	11363280	+	100	NA	intron (ARHGAP6, intron 1 of 14)	NA	4651	ARHGAP6								
OCIAML2_1_168_R1_peak_2326	chr13	29664701	29664926	+	100	NA	Intergenic	NA	17125	LOC102723345								
