PeakID (cmd=annotatePeaks.pl M6_1_171_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_171_R1_peak_7928	chrX	41723970	41724177	+	88	NA	promoter-TSS (GPR82)	NA	-82	GPR82								
M6_1_171_R1_peak_6871	chr6	163413115	163413405	+	88	NA	exon (CAHM, exon 1 of 1)	NA	690	CAHM								
M6_1_171_R1_peak_535	chr1	181131444	181131643	+	88	NA	Intergenic	NA	-42941	RP11-540K16.1								
M6_1_171_R1_peak_2465	chr14	102768369	102768568	+	88	NA	Intergenic	NA	-9011	TRAF3								
M6_1_171_R1_peak_3111	chr17	16268229	16268466	+	87	NA	intron (PIGL, intron 2 of 6)	NA	-13711	MIR1288								
M6_1_171_R1_peak_6008	chr5	36690442	36690638	+	87	NA	Intergenic	NA	84185	SLC1A3								
M6_1_171_R1_peak_5597	chr3	196554266	196554423	+	87	NA	exon (WDR53, exon 4 of 4)	NA	14412	WDR53								
M6_1_171_R1_peak_1319	chr11	63503528	63503696	+	87	NA	Intergenic	NA	-4375	LGALS12								
M6_1_171_R1_peak_7801	chr9	122913253	122913544	+	87	NA	promoter-TSS (ZBTB6)	NA	-70	ZBTB6								
M6_1_171_R1_peak_3751	chr19	45091515	45091721	+	87	NA	TTS (GEMIN7)	NA	-1555	PPP1R37								
M6_1_171_R1_peak_2657	chr15	73920524	73920775	+	87	NA	intron (LOXL1-AS1, intron 1 of 2)	NA	-5799	LOXL1								
M6_1_171_R1_peak_5829	chr4	118835189	118835450	+	87	NA	intron (SEC24D, intron 1 of 22)	NA	852	SEC24D								
M6_1_171_R1_peak_4021	chr2	61434488	61434680	+	87	NA	intron (USP34, intron 1 of 79)	NA	-17207	SNORA70B								
M6_1_171_R1_peak_7614	chr9	33226986	33227244	+	87	NA	Intergenic	NA	-13083	SPINK4								
M6_1_171_R1_peak_2382	chr14	76151679	76151945	+	87	NA	promoter-TSS (GPATCH2L)	NA	-100	GPATCH2L								
M6_1_171_R1_peak_2704	chr15	82802591	82802737	+	87	NA	exon (FSD2, exon 1 of 13)	NA	3433	FSD2								
M6_1_171_R1_peak_2583	chr15	59447455	59447627	+	87	NA	intron (FAM81A, intron 2 of 9)	NA	9310	FAM81A								
M6_1_171_R1_peak_7165	chr7	132655333	132655747	+	87	NA	intron (FLJ40288, intron 1 of 4)	NA	6746	FLJ40288								
M6_1_171_R1_peak_5620	chr4	6709546	6709736	+	87	NA	exon (MRFAP1L1, exon 1 of 2)	NA	224	MRFAP1L1								
M6_1_171_R1_peak_1302	chr11	61357215	61357462	+	87	NA	promoter-TSS (CYB561A3)	NA	4961	CYB561A3								
M6_1_171_R1_peak_7196	chr7	143126159	143126335	+	87	NA	Intergenic	NA	-5834	PIP								
M6_1_171_R1_peak_1667	chr12	22321697	22321845	+	87	NA	intron (ST8SIA1, intron 1 of 4)	NA	9319	LOC101928412								
M6_1_171_R1_peak_6227	chr5	132426618	132426783	+	87	NA	promoter-TSS (LOC102723741)	NA	77	LOC102723741								
M6_1_171_R1_peak_7318	chr8	32575103	32575531	+	87	NA	intron (NRG1, intron 1 of 12)	NA	27107	NRG1								
M6_1_171_R1_peak_3514	chr18	79793005	79793257	+	87	NA	Intergenic	NA	-70537	KCNG2								
M6_1_171_R1_peak_2463	chr14	102629170	102629412	+	86	NA	intron (RCOR1, intron 2 of 11)	NA	-34630	RCOR1								
M6_1_171_R1_peak_3452	chr18	44507823	44508170	+	86	NA	intron (LOC101927921, intron 2 of 4)	NA	23701	LOC101927921								
M6_1_171_R1_peak_5726	chr4	70930725	70930884	+	86	NA	intron (MOB1B, intron 1 of 3)	NA	28464	MOB1B								
M6_1_171_R1_peak_7720	chr9	92877834	92878047	+	86	NA	promoter-TSS (ZNF484)	NA	104	ZNF484								
M6_1_171_R1_peak_4719	chr20	47124807	47124999	+	86	NA	intron (EYA2, intron 7 of 13)	NA	-42064	MIR3616								
M6_1_171_R1_peak_753	chr1	239563763	239563947	+	86	NA	intron (CHRM3, intron 2 of 4)	NA	155264	CHRM3-AS2								
M6_1_171_R1_peak_3755	chr19	45676208	45676367	+	86	NA	intron (GIPR, intron 7 of 13)	NA	-1279	MIR642B								
M6_1_171_R1_peak_4951	chr22	29873052	29873237	+	86	NA	Intergenic	NA	-10025	MTMR3								
M6_1_171_R1_peak_5792	chr4	99816709	99816908	+	86	NA	promoter-TSS (DAPP1)	NA	-16	DAPP1								
M6_1_171_R1_peak_5834	chr4	119313384	119313570	+	86	NA	Intergenic	NA	8684	FABP2								
M6_1_171_R1_peak_5736	chr4	76429651	76429927	+	86	NA	Intergenic	NA	-8667	CCDC158								
M6_1_171_R1_peak_5175	chr3	38151917	38152200	+	86	NA	Intergenic	NA	13388	LOC101928234								
M6_1_171_R1_peak_4571	chr20	2288829	2289190	+	86	NA	Intergenic	NA	-19449	TGM3								
M6_1_171_R1_peak_1911	chr12	104523400	104523625	+	86	NA	intron (CHST11, intron 1 of 2)	NA	66598	CHST11								
M6_1_171_R1_peak_1028	chr10	89086675	89086913	+	86	NA	Intergenic	NA	-23383	MIR4679-2								
M6_1_171_R1_peak_5679	chr4	40003954	40004217	+	86	NA	Intergenic	NA	-26129	PDS5A								
M6_1_171_R1_peak_2081	chr13	40981499	40981681	+	86	NA	intron (ELF1, intron 1 of 7)	NA	692	ELF1								
M6_1_171_R1_peak_2837	chr16	17439604	17439756	+	86	NA	intron (XYLT1, intron 1 of 11)	NA	31201	XYLT1								
M6_1_171_R1_peak_7324	chr8	37880819	37881034	+	86	NA	intron (RAB11FIP1, intron 1 of 4)	NA	18571	RAB11FIP1								
M6_1_171_R1_peak_7178	chr7	138625936	138626171	+	86	NA	intron (SVOPL, intron 8 of 11)	NA	52992	SVOPL								
M6_1_171_R1_peak_7665	chr9	76605335	76605556	+	86	NA	Intergenic	NA	104812	GCNT1								
M6_1_171_R1_peak_703	chr1	226002134	226002392	+	86	NA	Intergenic	NA	-2865	SDE2								
M6_1_171_R1_peak_2326	chr14	64632744	64632890	+	86	NA	Intergenic	NA	71433	LOC101927856								
M6_1_171_R1_peak_2006	chr12	124852379	124852619	+	86	NA	intron (SCARB1, intron 1 of 12)	NA	11474	SCARB1								
M6_1_171_R1_peak_7480	chr8	108976989	108977186	+	86	NA	Intergenic	NA	-58447	LOC101927413								
M6_1_171_R1_peak_4117	chr2	85009066	85009260	+	86	NA	intron (KCMF1, intron 1 of 6)	NA	37278	KCMF1								
M6_1_171_R1_peak_7592	chr9	8365043	8365301	+	86	NA	intron (PTPRD, intron 31 of 37)	NA	-492846	RP11-75C9.1								
M6_1_171_R1_peak_2711	chr15	84099185	84099410	+	86	NA	intron (EFTUD1P1, intron 4 of 9)	NA	19110	EFTUD1P1								
M6_1_171_R1_peak_3784	chr19	49496150	49496505	+	86	NA	promoter-TSS (RPS11)	NA	-38	RPS11								
M6_1_171_R1_peak_3272	chr17	57102233	57102447	+	86	NA	intron (AKAP1, intron 1 of 10)	NA	5804	AKAP1								
M6_1_171_R1_peak_3499	chr18	77005082	77005247	+	86	NA	intron (MBP, intron 3 of 8)	NA	11935	MBP								
M6_1_171_R1_peak_281	chr1	93181107	93181335	+	86	NA	promoter-TSS (TMED5)	NA	497	CCDC18								
M6_1_171_R1_peak_4959	chr22	30276081	30276292	+	86	NA	Intergenic	NA	-10821	OSM								
M6_1_171_R1_peak_2645	chr15	70492823	70493046	+	86	NA	Intergenic	NA	93672	LOC101929151								
M6_1_171_R1_peak_2337	chr14	67704463	67704706	+	86	NA	intron (RDH12, intron 1 of 8)	NA	2698	RDH12								
M6_1_171_R1_peak_3034	chr16	89749792	89749970	+	86	NA	exon (FANCA, exon 32 of 43)	NA	-28900	VPS9D1								
M6_1_171_R1_peak_5264	chr3	53503317	53503511	+	86	NA	intron (CACNA1D, intron 3 of 47)	NA	8365	CACNA1D								
M6_1_171_R1_peak_7478	chr8	107314529	107314751	+	86	NA	intron (ANGPT1, intron 4 of 8)	NA	183386	ANGPT1								
M6_1_171_R1_peak_5368	chr3	112978321	112978570	+	86	NA	Intergenic	NA	-3323	CD200R1								
M6_1_171_R1_peak_7575	chr9	2844096	2844260	+	86	NA	promoter-TSS (KIAA0020)	NA	-48	KIAA0020								
M6_1_171_R1_peak_4983	chr22	36447771	36447969	+	86	NA	Intergenic	NA	-23468	LOC101926989								
M6_1_171_R1_peak_3598	chr19	12092118	12092291	+	86	NA	promoter-TSS (ZNF788)	NA	-59	ZNF788								
M6_1_171_R1_peak_1506	chr11	118228466	118228648	+	86	NA	exon (MPZL3, exon 6 of 6)	NA	-15198	AMICA1								
M6_1_171_R1_peak_6744	chr6	122673360	122673557	+	86	NA	intron (PKIB, intron 1 of 4)	NA	63226	PKIB								
M6_1_171_R1_peak_1253	chr11	44915737	44915912	+	86	NA	intron (TSPAN18, intron 6 of 10)	NA	35233	TP53I11								
M6_1_171_R1_peak_5294	chr3	71392448	71392603	+	86	NA	intron (FOXP1, intron 2 of 19)	NA	149535	MIR1284								
M6_1_171_R1_peak_1454	chr11	96230827	96231010	+	86	NA	intron (MAML2, intron 1 of 4)	NA	-110529	MIR1260B								
M6_1_171_R1_peak_7176	chr7	138257791	138258051	+	86	NA	Intergenic	NA	134163	MIR4468								
M6_1_171_R1_peak_6657	chr6	73232143	73232345	+	86	NA	intron (LOC102724032, intron 1 of 2)	NA	459	LOC102724032								
M6_1_171_R1_peak_7041	chr7	73750007	73750250	+	86	NA	Intergenic	NA	-11273	ABHD11								
M6_1_171_R1_peak_7760	chr9	110875302	110875573	+	86	NA	exon (LPAR1, exon 5 of 5)	NA	160717	LPAR1								
M6_1_171_R1_peak_6644	chr6	52352471	52352641	+	86	NA	Intergenic	NA	-9572	PAQR8								
M6_1_171_R1_peak_1535	chr11	124673827	124674113	+	86	NA	promoter-TSS (SIAE)	NA	-89	SIAE								
M6_1_171_R1_peak_2199	chr13	108332982	108333139	+	86	NA	Intergenic	NA	-41054	LOC102724347								
M6_1_171_R1_peak_7206	chr7	150994628	150994888	+	86	NA	intron (NOS3, intron 1 of 25)	NA	-3011	NOS3								
M6_1_171_R1_peak_3530	chr19	1904306	1904584	+	86	NA	promoter-TSS (ADAT3)	NA	-927	ADAT3								
M6_1_171_R1_peak_7425	chr8	81065170	81065359	+	86	NA	intron (PAG1, intron 3 of 9)	NA	46804	PAG1								
M6_1_171_R1_peak_4502	chr2	227385665	227385876	+	86	NA	Intergenic	NA	-6464	TM4SF20								
M6_1_171_R1_peak_1765	chr12	54261968	54262192	+	86	NA	intron (CBX5, intron 1 of 4)	NA	-2494	CBX5								
M6_1_171_R1_peak_7181	chr7	139072866	139073110	+	86	NA	intron (ZC3HAV1, intron 7 of 8)	NA	36731	ZC3HAV1								
M6_1_171_R1_peak_4694	chr20	40494286	40494516	+	86	NA	Intergenic	NA	124784	LOC102724968								
M6_1_171_R1_peak_3725	chr19	41811148	41811363	+	86	NA	exon (CEACAM3, exon 7 of 7)	NA	14665	CEACAM3								
M6_1_171_R1_peak_5088	chr3	11373805	11373961	+	86	NA	intron (ATG7, intron 16 of 17)	NA	101559	ATG7								
M6_1_171_R1_peak_3523	chr19	1272552	1272725	+	86	NA	exon (CIRBP, exon 7 of 7)	NA	-2378	CIRBP-AS1								
M6_1_171_R1_peak_1998	chr12	123633651	123633838	+	86	NA	promoter-TSS (EIF2B1)	NA	5	GTF2H3								
M6_1_171_R1_peak_4303	chr2	161344793	161345033	+	86	NA	intron (PSMD14, intron 3 of 11)	NA	36638	PSMD14								
M6_1_171_R1_peak_7929	chrX	44314290	44314562	+	86	NA	intron (EFHC2, intron 1 of 13)	NA	-35641	EFHC2								
M6_1_171_R1_peak_4321	chr2	171211217	171211445	+	86	NA	intron (TLK1, intron 1 of 20)	NA	-93558	TLK1								
M6_1_171_R1_peak_6902	chr7	10888932	10889114	+	86	NA	Intergenic	NA	51163	NDUFA4								
M6_1_171_R1_peak_5992	chr5	31598900	31599206	+	86	NA	Intergenic	NA	-39831	LOC102723865								
M6_1_171_R1_peak_4268	chr2	144935753	144935972	+	86	NA	intron (TEX41, intron 3 of 4)	NA	-87254	LOC100505498								
M6_1_171_R1_peak_5862	chr4	139975952	139976246	+	86	NA	intron (MAML3, intron 1 of 4)	NA	-82886	LOC101927544								
M6_1_171_R1_peak_678	chr1	221046322	221046584	+	86	NA	Intergenic	NA	-31385	LOC101929750								
M6_1_171_R1_peak_1464	chr11	102685942	102686120	+	86	NA	Intergenic	NA	4774	LOC101928477								
M6_1_171_R1_peak_864	chr10	22723346	22723568	+	86	NA	Intergenic	NA	-8883	PIP4K2A								
M6_1_171_R1_peak_7604	chr9	21481821	21482066	+	86	NA	exon (IFNE, exon 1 of 1)	NA	370	IFNE								
M6_1_171_R1_peak_6456	chr6	13272597	13272840	+	86	NA	intron (PHACTR1, intron 10 of 14)	NA	22868	RP1-257A7.4								
M6_1_171_R1_peak_4779	chr20	64108109	64108272	+	86	NA	Intergenic	NA	-1359	NPBWR2								
M6_1_171_R1_peak_7393	chr8	64816899	64817175	+	86	NA	Intergenic	NA	-18246	CYP7B1								
M6_1_171_R1_peak_6299	chr5	150142910	150143079	+	86	NA	intron (PDGFRB, intron 1 of 22)	NA	12865	PDGFRB								
M6_1_171_R1_peak_6939	chr7	23020091	23020261	+	86	NA	Intergenic	NA	-5981	FAM126A								
M6_1_171_R1_peak_7499	chr8	119615624	119615842	+	86	NA	intron (ENPP2, intron 8 of 26)	NA	23111	ENPP2								
M6_1_171_R1_peak_2150	chr13	77300610	77300789	+	86	NA	intron (MYCBP2, intron 1 of 84)	NA	26340	MYCBP2								
M6_1_171_R1_peak_1931	chr12	108667338	108667499	+	86	NA	intron (CORO1C, intron 3 of 10)	NA	31569	MIR4496								
M6_1_171_R1_peak_4602	chr20	5863299	5863490	+	86	NA	exon (C20orf196, exon 3 of 3)	NA	-47934	CHGB								
M6_1_171_R1_peak_7421	chr8	80055030	80055223	+	86	NA	intron (TPD52, intron 1 of 4)	NA	-24855	MRPS28								
M6_1_171_R1_peak_3688	chr19	37915004	37915182	+	86	NA	intron (SIPA1L3, intron 1 of 21)	NA	7865	SIPA1L3								
M6_1_171_R1_peak_7239	chr8	8995109	8995342	+	86	NA	Intergenic	NA	-7645	ERI1								
M6_1_171_R1_peak_1456	chr11	100866555	100866804	+	86	NA	intron (ARHGAP42, intron 4 of 23)	NA	-125401	TMEM133								
M6_1_171_R1_peak_2417	chr14	89956424	89956635	+	86	NA	intron (TDP1, intron 1 of 15)	NA	584	TDP1								
M6_1_171_R1_peak_861	chr10	22252053	22252265	+	86	NA	promoter-TSS (LOC100130992)	NA	87	LOC100130992								
M6_1_171_R1_peak_7862	chr9	133163871	133164084	+	86	NA	promoter-TSS (GBGT1)	NA	-32	GBGT1								
M6_1_171_R1_peak_2272	chr14	35285488	35285749	+	86	NA	intron (PSMA6, intron 1 of 6)	NA	-6699	PSMA6								
M6_1_171_R1_peak_6020	chr5	40385079	40385321	+	86	NA	Intergenic	NA	-295751	PTGER4								
M6_1_171_R1_peak_1468	chr11	103454368	103454580	+	86	NA	intron (DYNC2H1, intron 86 of 89)	NA	345043	DYNC2H1								
M6_1_171_R1_peak_4542	chr2	239236906	239237071	+	86	NA	intron (HDAC4, intron 2 of 26)	NA	-41531	MGC16025								
M6_1_171_R1_peak_7540	chr8	130437718	130437904	+	86	NA	intron (ASAP1, intron 1 of 29)	NA	-35907	ASAP1								
M6_1_171_R1_peak_7126	chr7	106757895	106758131	+	86	NA	Intergenic	NA	-96825	CCDC71L								
M6_1_171_R1_peak_1854	chr12	82358618	82358806	+	86	NA	promoter-TSS (CCDC59)	NA	215	METTL25								
M6_1_171_R1_peak_1224	chr11	33011623	33011867	+	86	NA	Intergenic	NA	-4437	DEPDC7								
M6_1_171_R1_peak_440	chr1	159162590	159162873	+	86	NA	Intergenic	NA	-8856	CADM3								
M6_1_171_R1_peak_4565	chr20	1741804	1742052	+	86	NA	Intergenic	NA	37818	LOC100289473								
M6_1_171_R1_peak_4423	chr2	203650187	203650352	+	86	NA	Intergenic	NA	-56206	CD28								
M6_1_171_R1_peak_5812	chr4	105128351	105128558	+	86	NA	Intergenic	NA	16003	LOC101929491								
M6_1_171_R1_peak_3172	chr17	31888199	31888344	+	86	NA	intron (UTP6, intron 6 of 17)	NA	13410	UTP6								
M6_1_171_R1_peak_293	chr1	99793950	99794102	+	86	NA	Intergenic	NA	-27396	FRRS1								
M6_1_171_R1_peak_6563	chr6	34273377	34273560	+	86	NA	Intergenic	NA	-4123	LOC102723521								
M6_1_171_R1_peak_200	chr1	51551112	51551327	+	86	NA	Intergenic	NA	-31865	EPS15								
M6_1_171_R1_peak_2287	chr14	50105051	50105252	+	86	NA	Intergenic	NA	11414	VCPKMT								
M6_1_171_R1_peak_6002	chr5	35856628	35857012	+	86	NA	promoter-TSS (IL7R)	NA	-70	IL7R								
M6_1_171_R1_peak_5274	chr3	58335340	58335597	+	86	NA	intron (PXK, intron 1 of 14)	NA	2578	PXK								
M6_1_171_R1_peak_6140	chr5	95718227	95718495	+	86	NA	Intergenic	NA	-12785	RHOBTB3								
M6_1_171_R1_peak_2831	chr16	15888580	15888837	+	86	NA	promoter-TSS (FOPNL)	NA	-106	FOPNL								
M6_1_171_R1_peak_6668	chr6	82259531	82259783	+	86	NA	Intergenic	NA	-11910	IBTK								
M6_1_171_R1_peak_7679	chr9	79584075	79584270	+	86	NA	intron (TLE4, intron 4 of 21)	NA	12399	TLE4								
M6_1_171_R1_peak_6313	chr5	151771862	151772125	+	86	NA	promoter-TSS (LOC100652758)	NA	68	G3BP1								
M6_1_171_R1_peak_3555	chr19	4633325	4633603	+	86	NA	Intergenic	NA	-6051	TNFAIP8L1								
M6_1_171_R1_peak_3097	chr17	10697885	10698118	+	86	NA	promoter-TSS (SCO1)	NA	391	ADPRM								
M6_1_171_R1_peak_413	chr1	155173259	155173405	+	86	NA	promoter-TSS (TRIM46)	NA	-4	KRTCAP2								
M6_1_171_R1_peak_504	chr1	172809819	172809975	+	86	NA	Intergenic	NA	150852	FASLG								
M6_1_171_R1_peak_3813	chr19	53103411	53103684	+	86	NA	promoter-TSS (ZNF160)	NA	-113	ZNF160								
M6_1_171_R1_peak_248	chr1	70220072	70220344	+	86	NA	intron (SRSF11, intron 1 of 14)	NA	14526	SRSF11								
M6_1_171_R1_peak_4498	chr2	226122115	226122420	+	86	NA	Intergenic	NA	-20527	LOC646736								
M6_1_171_R1_peak_3209	chr17	40322833	40323091	+	86	NA	promoter-TSS (RARA)	NA	-19057	RARA								
M6_1_171_R1_peak_5787	chr4	94519045	94519263	+	86	NA	intron (PDLIM5, intron 2 of 11)	NA	67212	PDLIM5								
M6_1_171_R1_peak_4062	chr2	68266821	68267037	+	86	NA	intron (LOC102724389, intron 1 of 2)	NA	-14410	PPP3R1								
M6_1_171_R1_peak_5335	chr3	101513467	101513638	+	86	NA	promoter-TSS (SENP7)	NA	-311	SENP7								
M6_1_171_R1_peak_3931	chr2	33336279	33336467	+	86	NA	intron (LTBP1, intron 20 of 28)	NA	-82146	MIR4430								
M6_1_171_R1_peak_4145	chr2	98478992	98479167	+	86	NA	intron (INPP4A, intron 1 of 25)	NA	-39885	INPP4A								
M6_1_171_R1_peak_5545	chr3	184407889	184408069	+	86	NA	Intergenic	NA	27759	CHRD								
M6_1_171_R1_peak_7936	chrX	48789567	48789801	+	86	NA	intron (GATA1, intron 1 of 5)	NA	3110	GATA1								
M6_1_171_R1_peak_1006	chr10	78578965	78579177	+	86	NA	Intergenic	NA	311743	LINC00595								
M6_1_171_R1_peak_1214	chr11	18615993	18616398	+	86	NA	intron (SPTY2D1, intron 2 of 5)	NA	16391	SPTY2D1-AS1								
M6_1_171_R1_peak_6162	chr5	100853046	100853285	+	86	NA	intron (ST8SIA4, intron 4 of 4)	NA	-36600	MIR548P								
M6_1_171_R1_peak_3669	chr19	33186483	33186741	+	86	NA	Intergenic	NA	-8164	LRP3								
M6_1_171_R1_peak_7162	chr7	131004458	131004668	+	86	NA	intron (LINC-PINT, intron 1 of 2)	NA	91099	LOC100506860								
M6_1_171_R1_peak_506	chr1	172900598	172900899	+	86	NA	Intergenic	NA	150215	TNFSF18								
M6_1_171_R1_peak_3649	chr19	18152456	18152782	+	86	NA	promoter-TSS (PIK3R2)	NA	-559	PIK3R2								
M6_1_171_R1_peak_3654	chr19	18659369	18659587	+	86	NA	promoter-TSS (KLHL26)	NA	22450	KLHL26								
M6_1_171_R1_peak_1175	chr11	8332265	8332481	+	86	NA	Intergenic	NA	-97549	LMO1								
M6_1_171_R1_peak_2753	chr15	91861265	91861533	+	86	NA	intron (SLCO3A1, intron 1 of 9)	NA	7580	SLCO3A1								
M6_1_171_R1_peak_6144	chr5	95841072	95841298	+	86	NA	Intergenic	NA	-3431	LOC102724720								
M6_1_171_R1_peak_2925	chr16	53865239	53865467	+	86	NA	intron (FTO, intron 4 of 8)	NA	161390	FTO								
M6_1_171_R1_peak_6558	chr6	33298954	33299107	+	86	NA	TTS (TAPBP)	NA	358	RGL2								
M6_1_171_R1_peak_243	chr1	66335867	66336191	+	86	NA	intron (PDE4B, intron 2 of 10)	NA	-197927	SGIP1								
M6_1_171_R1_peak_2001	chr12	124390738	124390982	+	86	NA	intron (NCOR2, intron 18 of 47)	NA	-53623	MIR6880								
M6_1_171_R1_peak_4273	chr2	147689695	147689902	+	86	NA	Intergenic	NA	-155005	ACVR2A								
M6_1_171_R1_peak_7032	chr7	66114759	66114928	+	86	NA	promoter-TSS (CRCP)	NA	25	CRCP								
M6_1_171_R1_peak_7655	chr9	72444030	72444203	+	85	NA	Intergenic	NA	-77708	LOC102724516								
M6_1_171_R1_peak_1872	chr12	92140796	92141021	+	85	NA	exon (BTG1, exon 2 of 2)	NA	1763	C12orf79								
M6_1_171_R1_peak_5719	chr4	67558593	67558798	+	85	NA	promoter-TSS (STAP1)	NA	-53	STAP1								
M6_1_171_R1_peak_5878	chr4	147779608	147779798	+	85	NA	intron (ARHGAP10, intron 1 of 14)	NA	-2936	MIR4799								
M6_1_171_R1_peak_639	chr1	207825852	207826060	+	85	NA	Intergenic	NA	-3253	LOC101929385								
M6_1_171_R1_peak_750	chr1	236389388	236389588	+	85	NA	Intergenic	NA	-5928	EDARADD								
M6_1_171_R1_peak_6931	chr7	20484511	20484733	+	85	NA	Intergenic	NA	-131000	ABCB5								
M6_1_171_R1_peak_4237	chr2	128472879	128473193	+	85	NA	Intergenic	NA	-154439	HS6ST1								
M6_1_171_R1_peak_1030	chr10	89628011	89628159	+	85	NA	intron (PANK1, intron 1 of 6)	NA	7625	LOC102723864								
M6_1_171_R1_peak_5447	chr3	142270629	142270826	+	85	NA	Intergenic	NA	-45120	GK5								
M6_1_171_R1_peak_3746	chr19	44856423	44856623	+	85	NA	intron (PVRL2, intron 1 of 8)	NA	10387	PVRL2								
M6_1_171_R1_peak_2325	chr14	64505219	64505393	+	85	NA	promoter-TSS (ZBTB25)	NA	732	ZBTB1								
M6_1_171_R1_peak_6238	chr5	135223932	135224119	+	85	NA	intron (C5orf66, intron 3 of 5)	NA	24152	LOC340073								
M6_1_171_R1_peak_161	chr1	40531474	40531725	+	85	NA	promoter-TSS (ZNF684)	NA	38	ZNF684								
M6_1_171_R1_peak_7825	chr9	127862272	127862466	+	85	NA	Intergenic	NA	7126	MIR4672								
M6_1_171_R1_peak_4707	chr20	44736285	44736522	+	85	NA	Intergenic	NA	-9444	KCNK15								
M6_1_171_R1_peak_1315	chr11	62678966	62679243	+	85	NA	promoter-TSS (UBXN1)	NA	-8	UBXN1								
M6_1_171_R1_peak_3737	chr19	44094266	44094504	+	85	NA	promoter-TSS (ZNF224)	NA	24	ZNF224								
M6_1_171_R1_peak_3448	chr18	35616838	35617177	+	85	NA	Intergenic	NA	-10429	GALNT1								
M6_1_171_R1_peak_505	chr1	172818500	172818661	+	85	NA	Intergenic	NA	159535	FASLG								
M6_1_171_R1_peak_6474	chr6	15299533	15299718	+	85	NA	intron (JARID2, intron 1 of 16)	NA	50750	JARID2								
M6_1_171_R1_peak_1442	chr11	88414361	88414580	+	85	NA	Intergenic	NA	-10118	LOC101929174								
M6_1_171_R1_peak_1414	chr11	78390948	78391110	+	85	NA	intron (GAB2, intron 1 of 10)	NA	38910	RP11-452H21.4								
M6_1_171_R1_peak_2755	chr15	92733441	92733592	+	85	NA	Intergenic	NA	19316	LOC643797								
M6_1_171_R1_peak_5341	chr3	101940622	101940804	+	85	NA	promoter-TSS (LOC152225)	NA	-146	LOC152225								
M6_1_171_R1_peak_1189	chr11	10777897	10778095	+	85	NA	intron (CTR9, intron 24 of 24)	NA	23612	SNORD97								
M6_1_171_R1_peak_7292	chr8	26609486	26609706	+	85	NA	intron (DPYSL2, intron 3 of 13)	NA	31191	DPYSL2								
M6_1_171_R1_peak_3524	chr19	1363823	1364000	+	85	NA	intron (MUM1, intron 6 of 13)	NA	8934	MUM1								
M6_1_171_R1_peak_4674	chr20	36646107	36646295	+	85	NA	promoter-TSS (SLA2)	NA	15	SLA2								
M6_1_171_R1_peak_7542	chr8	133072272	133072432	+	85	NA	intron (SLA, intron 1 of 6)	NA	-25771	MIR7848								
M6_1_171_R1_peak_1798	chr12	59484597	59484786	+	85	NA	Intergenic	NA	-111349	SLC16A7								
M6_1_171_R1_peak_4338	chr2	174704172	174704417	+	85	NA	Intergenic	NA	-15506	H3F3AP4								
M6_1_171_R1_peak_6897	chr7	7761682	7761870	+	85	NA	intron (RPA3-AS1, intron 2 of 3)	NA	-43169	RPA3								
M6_1_171_R1_peak_2496	chr15	40308928	40309071	+	85	NA	Intergenic	NA	-1026	PLCB2								
M6_1_171_R1_peak_4178	chr2	103138476	103138640	+	85	NA	Intergenic	NA	376525	TMEM182								
M6_1_171_R1_peak_7891	chrX	2521423	2521710	+	85	NA	Intergenic	NA	-20592	DHRSX								
M6_1_171_R1_peak_4208	chr2	112787824	112788308	+	85	NA	Intergenic	NA	-2672	IL1A								
M6_1_171_R1_peak_1199	chr11	13298069	13298281	+	85	NA	intron (ARNTL, intron 1 of 19)	NA	20390	ARNTL								
M6_1_171_R1_peak_5412	chr3	128805878	128806036	+	85	NA	intron (RAB7A, intron 3 of 5)	NA	65584	RP11-723O4.2								
M6_1_171_R1_peak_611	chr1	202968892	202969121	+	85	NA	Intergenic	NA	-1730	CYB5R1								
M6_1_171_R1_peak_4181	chr2	104976576	104976812	+	85	NA	intron (LOC102724691, intron 1 of 2)	NA	-61331	MRPS9								
M6_1_171_R1_peak_2358	chr14	72699844	72700056	+	85	NA	intron (DPF3, intron 6 of 10)	NA	175338	LOC102724054								
M6_1_171_R1_peak_2699	chr15	81301922	81302155	+	85	NA	intron (IL16, intron 15 of 18)	NA	22145	STARD5								
M6_1_171_R1_peak_2376	chr14	75341000	75341261	+	85	NA	Intergenic	NA	46726	RP11-293M10.5								
M6_1_171_R1_peak_7541	chr8	132895597	132895914	+	85	NA	intron (TG, intron 11 of 47)	NA	28838	TG								
M6_1_171_R1_peak_645	chr1	208065951	208066136	+	85	NA	intron (PLXNA2, intron 12 of 31)	NA	-154705	CD34								
M6_1_171_R1_peak_6546	chr6	32190221	32190381	+	85	NA	promoter-TSS (PBX2)	NA	-115	PBX2								
M6_1_171_R1_peak_5771	chr4	86961722	86961922	+	85	NA	intron (AFF1, intron 2 of 20)	NA	-26972	LOC100506746								
M6_1_171_R1_peak_4084	chr2	69985839	69986084	+	85	NA	intron (PCBP1-AS1, intron 9 of 10)	NA	-23696	ASPRV1								
