PeakID (cmd=annotatePeaks.pl D9_1_156_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_156_R1_peak_686	chr15	101724427	101724719	+	75	NA	promoter-TSS (TARSL2)	NA	31	TARSL2								
D9_1_156_R1_peak_1265	chr19	29665190	29665464	+	75	NA	promoter-TSS (PLEKHF1)	NA	-110	PLEKHF1								
D9_1_156_R1_peak_2092	chr7	40134670	40135001	+	75	NA	promoter-TSS (SUGCT)	NA	-52	SUGCT								
D9_1_156_R1_peak_2390	chrX	48521666	48521822	+	75	NA	promoter-TSS (EBP)	NA	-32	EBP								
D9_1_156_R1_peak_562	chr14	35403971	35404169	+	75	NA	intron (NFKBIA, intron 1 of 5)	NA	684	NFKBIA								
D9_1_156_R1_peak_796	chr16	34595974	34596228	+	75	NA	Intergenic	NA	164109	LOC102724523								
D9_1_156_R1_peak_1915	chr4	165327340	165327630	+	75	NA	promoter-TSS (MSMO1)	NA	-181	MSMO1								
D9_1_156_R1_peak_94	chr1	40373447	40373637	+	75	NA	promoter-TSS (SMAP2)	NA	-1091	SMAP2								
D9_1_156_R1_peak_1593	chr20	37693751	37693949	+	75	NA	promoter-TSS (CTNNBL1)	NA	-105	CTNNBL1								
D9_1_156_R1_peak_527	chr13	20567011	20567171	+	75	NA	promoter-TSS (IFT88)	NA	645	IFT88								
D9_1_156_R1_peak_2385	chrX	24025326	24025485	+	75	NA	promoter-TSS (KLHL15)	NA	1781	KLHL15								
D9_1_156_R1_peak_1491	chr2	110204954	110205117	+	75	NA	promoter-TSS (NPHP1)	NA	27	NPHP1								
D9_1_156_R1_peak_357	chr11	64185827	64186197	+	75	NA	promoter-TSS (STIP1)	NA	740	STIP1								
D9_1_156_R1_peak_2014	chr6	31739726	31740052	+	75	NA	promoter-TSS (MSH5)	NA	-59	MSH5								
D9_1_156_R1_peak_242	chr10	73997899	73998108	+	75	NA	promoter-TSS (VCL)	NA	-111	VCL								
D9_1_156_R1_peak_1454	chr2	27428400	27428714	+	74	NA	promoter-TSS (NRBP1)	NA	-52	NRBP1								
D9_1_156_R1_peak_1131	chr19	3971147	3971325	+	74	NA	promoter-TSS (DAPK3)	NA	-137	DAPK3								
D9_1_156_R1_peak_447	chr12	49264893	49265070	+	74	NA	promoter-TSS (TUBA1C)	NA	-101	TUBA1C								
D9_1_156_R1_peak_2173	chr8	12194128	12194388	+	74	NA	promoter-TSS (FAM86B1)	NA	-155	FAM86B1								
D9_1_156_R1_peak_968	chr17	45161545	45161708	+	74	NA	promoter-TSS (HEXIM2)	NA	-205	HEXIM2								
D9_1_156_R1_peak_332	chr11	45847202	45847529	+	74	NA	promoter-TSS (CRY2)	NA	-41	CRY2								
D9_1_156_R1_peak_1262	chr19	19618662	19618819	+	74	NA	promoter-TSS (PBX4)	NA	-205	PBX4								
D9_1_156_R1_peak_1894	chr4	67701061	67701327	+	74	NA	promoter-TSS (UBA6-AS1)	NA	-23	UBA6								
D9_1_156_R1_peak_2388	chrX	47218017	47218225	+	74	NA	promoter-TSS (CDK16)	NA	75	CDK16								
D9_1_156_R1_peak_1597	chr20	43513922	43514133	+	74	NA	promoter-TSS (L3MBTL1)	NA	-409	L3MBTL1								
D9_1_156_R1_peak_1299	chr19	40348452	40348635	+	74	NA	promoter-TSS (PLD3)	NA	-29	PLD3								
D9_1_156_R1_peak_1810	chr3	125915905	125916078	+	74	NA	promoter-TSS (LOC102723696)	NA	-610	FAM86JP								
D9_1_156_R1_peak_881	chr17	2401091	2401702	+	74	NA	promoter-TSS (MNT)	NA	-432	MNT								
D9_1_156_R1_peak_256	chr10	99620359	99620727	+	74	NA	promoter-TSS (SLC25A28)	NA	399	SLC25A28								
D9_1_156_R1_peak_2379	chrX	318741	319147	+	74	NA	promoter-TSS (LINC00685)	NA	-201	LINC00685								
D9_1_156_R1_peak_10	chr1	1324710	1324873	+	74	NA	promoter-TSS (CPSF3L)	NA	35	GLTPD1								
D9_1_156_R1_peak_426	chr12	3077199	3077402	+	74	NA	promoter-TSS (TSPAN9)	NA	117988	TEAD4								
D9_1_156_R1_peak_955	chr17	42458686	42458912	+	74	NA	promoter-TSS (ATP6V0A1)	NA	-45	ATP6V0A1								
D9_1_156_R1_peak_1740	chr22	50200803	50200968	+	74	NA	promoter-TSS (SELO)	NA	-58	LOC101928719								
D9_1_156_R1_peak_348	chr11	61815272	61815469	+	74	NA	promoter-TSS (MIR1908)	NA	-130	MIR1908								
D9_1_156_R1_peak_1235	chr19	17226050	17226307	+	74	NA	promoter-TSS (OCEL1)	NA	-68	OCEL1								
D9_1_156_R1_peak_1401	chr19	52734983	52735253	+	74	NA	promoter-TSS (ZNF611)	NA	-74	ZNF611								
D9_1_156_R1_peak_1240	chr19	17328077	17328250	+	74	NA	exon (ANO8, exon 13 of 18)	NA	6666	ANO8								
D9_1_156_R1_peak_255	chr10	97640460	97640724	+	74	NA	promoter-TSS (PI4K2A)	NA	-94	PI4K2A								
D9_1_156_R1_peak_1864	chr4	3532338	3532547	+	74	NA	promoter-TSS (LRPAP1)	NA	-293	LRPAP1								
D9_1_156_R1_peak_2149	chr7	123534594	123534865	+	74	NA	promoter-TSS (IQUB)	NA	-84	IQUB								
D9_1_156_R1_peak_400	chr11	72103252	72103508	+	74	NA	promoter-TSS (LAMTOR1)	NA	7	LAMTOR1								
D9_1_156_R1_peak_2017	chr6	33317332	33317560	+	74	NA	intron (ZBTB22, intron 1 of 1)	NA	289	ZBTB22								
D9_1_156_R1_peak_2137	chr7	100538851	100539207	+	74	NA	promoter-TSS (AGFG2)	NA	-196	AGFG2								
D9_1_156_R1_peak_1723	chr22	42090768	42090924	+	74	NA	promoter-TSS (NDUFA6)	NA	38	NDUFA6								
D9_1_156_R1_peak_2281	chr9	109013542	109013721	+	74	NA	promoter-TSS (CTNNAL1)	NA	-37	CTNNAL1								
D9_1_156_R1_peak_1760	chr3	14178638	14178844	+	74	NA	promoter-TSS (XPC)	NA	13	LSM3								
D9_1_156_R1_peak_1573	chr20	18288119	18288288	+	74	NA	promoter-TSS (ZNF133)	NA	-80	ZNF133								
D9_1_156_R1_peak_1576	chr20	23350579	23350819	+	74	NA	promoter-TSS (NXT1)	NA	-37	NXT1								
D9_1_156_R1_peak_31	chr1	9234518	9234705	+	74	NA	promoter-TSS (H6PD)	NA	-154	H6PD								
D9_1_156_R1_peak_1367	chr19	49114181	49114451	+	74	NA	promoter-TSS (LIN7B)	NA	-58	LIN7B								
D9_1_156_R1_peak_21	chr1	3901273	3901529	+	74	NA	intron (LINC01134, intron 1 of 3)	NA	997	LINC01134								
D9_1_156_R1_peak_68	chr1	27660110	27660266	+	74	NA	Intergenic	NA	12025	IFI6								
D9_1_156_R1_peak_2146	chr7	107563827	107564013	+	74	NA	promoter-TSS (DUS4L)	NA	-37	DUS4L								
D9_1_156_R1_peak_765	chr16	28936613	28936780	+	74	NA	TTS (CD19)	NA	4935	CD19								
D9_1_156_R1_peak_2191	chr8	37899397	37899752	+	74	NA	promoter-TSS (RAB11FIP1)	NA	-77	RAB11FIP1								
D9_1_156_R1_peak_1162	chr19	7872042	7872269	+	74	NA	exon (FLJ22184, exon 5 of 6)	NA	2286	FLJ22184								
D9_1_156_R1_peak_78	chr1	32073065	32073521	+	74	NA	promoter-TSS (TMEM39B)	NA	372	TMEM39B								
D9_1_156_R1_peak_211	chr1	248906639	248906803	+	74	NA	intron (PGBD2, intron 1 of 2)	NA	525	PGBD2								
D9_1_156_R1_peak_334	chr11	45917983	45918203	+	74	NA	promoter-TSS (PEX16)	NA	30	PEX16								
D9_1_156_R1_peak_524	chr12	133080212	133080374	+	73	NA	promoter-TSS (ZNF140)	NA	-126	ZNF140								
D9_1_156_R1_peak_220	chr10	14604327	14604526	+	73	NA	promoter-TSS (FAM107B)	NA	167837	MIR1265								
D9_1_156_R1_peak_1895	chr4	70839921	70840293	+	73	NA	promoter-TSS (GRSF1)	NA	-215	GRSF1								
D9_1_156_R1_peak_1327	chr19	45001248	45001448	+	73	NA	promoter-TSS (RELB)	NA	-137	RELB								
D9_1_156_R1_peak_979	chr17	50866369	50866586	+	73	NA	promoter-TSS (TOB1-AS1)	NA	-123	TOB1								
D9_1_156_R1_peak_59	chr1	25905697	25905889	+	73	NA	TTS (MIR3917)	NA	610	MIR3917								
D9_1_156_R1_peak_1164	chr19	7920083	7920332	+	73	NA	promoter-TSS (SNAPC2)	NA	-775	SNAPC2								
D9_1_156_R1_peak_1828	chr3	155870310	155870630	+	73	NA	promoter-TSS (GMPS)	NA	-66	GMPS								
D9_1_156_R1_peak_331	chr11	45805031	45805259	+	73	NA	promoter-TSS (SLC35C1)	NA	55	SLC35C1								
D9_1_156_R1_peak_1504	chr2	134918314	134918492	+	73	NA	promoter-TSS (CCNT2)	NA	203	CCNT2-AS1								
D9_1_156_R1_peak_542	chr13	99606540	99606714	+	73	NA	promoter-TSS (CLYBL)	NA	-41	CLYBL								
D9_1_156_R1_peak_789	chr16	34572943	34573242	+	73	NA	Intergenic	NA	141100	LOC102724523								
D9_1_156_R1_peak_254	chr10	97498521	97498902	+	73	NA	promoter-TSS (MMS19)	NA	-279	MMS19								
D9_1_156_R1_peak_2184	chr8	26382903	26383081	+	73	NA	promoter-TSS (LOC102723411)	NA	-15	BNIP3L								
D9_1_156_R1_peak_1590	chr20	35742316	35742594	+	73	NA	promoter-TSS (RBM39)	NA	-153	RBM39								
D9_1_156_R1_peak_858	chr16	89201769	89201934	+	72	NA	promoter-TSS (SLC22A31)	NA	-502	SLC22A31								
D9_1_156_R1_peak_745	chr16	12803788	12804004	+	72	NA	promoter-TSS (CPPED1)	NA	-9	CPPED1								
D9_1_156_R1_peak_1202	chr19	12551467	12551698	+	72	NA	promoter-TSS (ZNF564)	NA	-40	ZNF564								
D9_1_156_R1_peak_1561	chr20	407837	408361	+	72	NA	promoter-TSS (RBCK1)	NA	34	RBCK1								
D9_1_156_R1_peak_2087	chr7	26201544	26201792	+	72	NA	promoter-TSS (HNRNPA2B1)	NA	-36	CBX3								
D9_1_156_R1_peak_1946	chr5	94111634	94111790	+	72	NA	promoter-TSS (FAM172A)	NA	-42	FAM172A								
D9_1_156_R1_peak_1231	chr19	16659811	16659976	+	72	NA	intron (SMIM7, intron 2 of 5)	NA	264	SMIM7								
D9_1_156_R1_peak_1971	chr5	154445830	154446056	+	72	NA	promoter-TSS (SAP30L)	NA	-14	SAP30L								
D9_1_156_R1_peak_659	chr15	74938056	74938221	+	71	NA	promoter-TSS (COX5A)	NA	16	COX5A								
D9_1_156_R1_peak_748	chr16	15056055	15056280	+	71	NA	promoter-TSS (NTAN1)	NA	-88	NTAN1								
D9_1_156_R1_peak_1419	chr19	55081574	55081766	+	71	NA	intron (EPS8L1, intron 8 of 18)	NA	1278	EPS8L1								
D9_1_156_R1_peak_766	chr16	29595414	29595617	+	71	NA	Intergenic	NA	3750	MIR3680-2								
D9_1_156_R1_peak_2411	chrX	154371182	154371469	+	71	NA	exon (FLNA, exon 2 of 47)	NA	3313	FLNA								
D9_1_156_R1_peak_46	chr1	17119394	17119637	+	71	NA	promoter-TSS (PADI2)	NA	-62	PADI2								
D9_1_156_R1_peak_949	chr17	41688748	41688938	+	71	NA	promoter-TSS (EIF1)	NA	-32	EIF1								
D9_1_156_R1_peak_2331	chr9	134135917	134136106	+	71	NA	promoter-TSS (WDR5)	NA	-3781	WDR5								
D9_1_156_R1_peak_614	chr14	104795652	104795812	+	71	NA	promoter-TSS (AKT1)	NA	11	AKT1								
D9_1_156_R1_peak_513	chr12	123712230	123712407	+	71	NA	promoter-TSS (ATP6V0A2)	NA	0	ATP6V0A2								
D9_1_156_R1_peak_1882	chr4	25914044	25914211	+	71	NA	promoter-TSS (SMIM20)	NA	-65	SMIM20								
D9_1_156_R1_peak_283	chr10	130110604	130110951	+	71	NA	promoter-TSS (LINC00959)	NA	40	LINC00959								
D9_1_156_R1_peak_1004	chr17	75456505	75456662	+	71	NA	promoter-TSS (KIAA0195)	NA	-8394	LOC102723674								
D9_1_156_R1_peak_741	chr16	11851487	11851690	+	71	NA	promoter-TSS (RSL1D1)	NA	-3	RSL1D1								
D9_1_156_R1_peak_1416	chr19	54190471	54190744	+	71	NA	promoter-TSS (TSEN34)	NA	339	TSEN34								
D9_1_156_R1_peak_252	chr10	92689646	92689828	+	71	NA	promoter-TSS (HHEX)	NA	-187	HHEX								
D9_1_156_R1_peak_776	chr16	30429885	30430114	+	71	NA	promoter-TSS (DCTPP1)	NA	53	DCTPP1								
D9_1_156_R1_peak_294	chr10	133393947	133394166	+	71	NA	promoter-TSS (MTG1)	NA	-61	MTG1								
D9_1_156_R1_peak_1926	chr5	16936348	16936537	+	71	NA	promoter-TSS (MYO10)	NA	-166	MYO10								
D9_1_156_R1_peak_738	chr16	9091219	9091623	+	71	NA	promoter-TSS (C16orf72)	NA	-259	C16orf72								
D9_1_156_R1_peak_2226	chr8	143841062	143841525	+	71	NA	promoter-TSS (NRBP2)	NA	-319	NRBP2								
D9_1_156_R1_peak_1318	chr19	43463745	43463963	+	71	NA	intron (LYPD3, intron 2 of 4)	NA	1825	LYPD3								
D9_1_156_R1_peak_761	chr16	25066705	25066909	+	71	NA	promoter-TSS (LOC283887)	NA	-231	LOC283887								
D9_1_156_R1_peak_1833	chr3	184335794	184335974	+	71	NA	promoter-TSS (FAM131A)	NA	-45	FAM131A								
D9_1_156_R1_peak_805	chr16	46973600	46973781	+	71	NA	promoter-TSS (DNAJA2)	NA	24	DNAJA2								
D9_1_156_R1_peak_81	chr1	32394423	32394683	+	71	NA	promoter-TSS (BSDC1)	NA	-92	BSDC1								
D9_1_156_R1_peak_786	chr16	31142257	31142574	+	71	NA	intron (PRSS36, intron 10 of 14)	NA	-6585	PRSS8								
D9_1_156_R1_peak_638	chr15	60479034	60479269	+	71	NA	promoter-TSS (NARG2)	NA	9	NARG2								
D9_1_156_R1_peak_1640	chr21	33479897	33480129	+	71	NA	promoter-TSS (TMEM50B)	NA	-4	TMEM50B								
D9_1_156_R1_peak_2205	chr8	95133580	95133736	+	71	NA	promoter-TSS (PLEKHF2)	NA	-63	PLEKHF2								
D9_1_156_R1_peak_1700	chr22	36482063	36482285	+	71	NA	promoter-TSS (TXN2)	NA	-834	TXN2								
D9_1_156_R1_peak_2156	chr7	149028723	149028890	+	71	NA	promoter-TSS (PDIA4)	NA	-116	PDIA4								
D9_1_156_R1_peak_1274	chr19	35644448	35644680	+	71	NA	intron (ETV2, intron 5 of 5)	NA	2819	ETV2								
D9_1_156_R1_peak_832	chr16	74607095	74607251	+	71	NA	promoter-TSS (GLG1)	NA	-29	GLG1								
D9_1_156_R1_peak_1080	chr19	492093	492263	+	71	NA	Intergenic	NA	-4312	MADCAM1								
D9_1_156_R1_peak_888	chr17	3964431	3964598	+	71	NA	promoter-TSS (ATP2A3)	NA	-50	ATP2A3								
D9_1_156_R1_peak_1627	chr20	63553314	63553639	+	71	NA	promoter-TSS (C20orf195)	NA	-666	C20orf195								
D9_1_156_R1_peak_391	chr11	67805757	67806049	+	71	NA	promoter-TSS (FAM86C2P)	NA	-567	FAM86C2P								
D9_1_156_R1_peak_1893	chr4	56467551	56467756	+	71	NA	promoter-TSS (SRP72)	NA	57	SRP72								
D9_1_156_R1_peak_1095	chr19	1103775	1104052	+	71	NA	promoter-TSS (GPX4)	NA	-24	GPX4								
D9_1_156_R1_peak_752	chr16	21520431	21520621	+	71	NA	promoter-TSS (SLC7A5P2)	NA	-82	SLC7A5P2								
D9_1_156_R1_peak_362	chr11	64778500	64778820	+	71	NA	promoter-TSS (SF1)	NA	-904	SF1								
D9_1_156_R1_peak_1569	chr20	5119913	5120190	+	71	NA	promoter-TSS (PCNA)	NA	465	PCNA-AS1								
D9_1_156_R1_peak_351	chr11	62754016	62754265	+	71	NA	promoter-TSS (ZBTB3)	NA	44	ZBTB3								
D9_1_156_R1_peak_2255	chr9	34989348	34989755	+	71	NA	promoter-TSS (LOC101926900)	NA	-90	DNAJB5								
D9_1_156_R1_peak_1612	chr20	56468467	56468726	+	71	NA	promoter-TSS (RTFDC1)	NA	11	RTFDC1								
D9_1_156_R1_peak_2285	chr9	113340229	113340457	+	71	NA	promoter-TSS (WDR31)	NA	-3	WDR31								
D9_1_156_R1_peak_1883	chr4	37686328	37686674	+	71	NA	promoter-TSS (RELL1)	NA	-124	RELL1								
D9_1_156_R1_peak_2148	chr7	112206489	112206790	+	71	NA	promoter-TSS (DOCK4)	NA	-58	ZNF277								
D9_1_156_R1_peak_367	chr11	65354507	65354723	+	71	NA	promoter-TSS (TIGD3)	NA	-196	TIGD3								
D9_1_156_R1_peak_2299	chr9	127735210	127735446	+	71	NA	promoter-TSS (TOR2A)	NA	21	TOR2A								
D9_1_156_R1_peak_803	chr16	46789905	46790068	+	71	NA	Intergenic	NA	-26699	MYLK3								
D9_1_156_R1_peak_207	chr1	241848011	241848189	+	70	NA	promoter-TSS (EXO1)	NA	-89	EXO1								
D9_1_156_R1_peak_1708	chr22	39152612	39152958	+	70	NA	promoter-TSS (CBX7)	NA	-129	CBX7								
D9_1_156_R1_peak_1180	chr19	10403507	10403730	+	70	NA	promoter-TSS (MIR1181)	NA	-23	CDC37								
D9_1_156_R1_peak_906	chr17	10198837	10199049	+	70	NA	promoter-TSS (GAS7)	NA	-121449	LOC102724366								
D9_1_156_R1_peak_1738	chr22	49945200	49945427	+	70	NA	Intergenic	NA	-15182	PIM3								
D9_1_156_R1_peak_1281	chr19	36115244	36115455	+	70	NA	promoter-TSS (TBCB)	NA	-45	POLR2I								
D9_1_156_R1_peak_32	chr1	9428931	9429117	+	70	NA	promoter-TSS (LOC100506022)	NA	-108	LOC100506022								
D9_1_156_R1_peak_1978	chr5	176389000	176389200	+	70	NA	promoter-TSS (NOP16)	NA	317	HIGD2A								
D9_1_156_R1_peak_341	chr11	47426399	47426638	+	70	NA	promoter-TSS (PSMC3)	NA	-45	PSMC3								
D9_1_156_R1_peak_538	chr13	52012040	52012401	+	70	NA	promoter-TSS (ATP7B)	NA	-111	ATP7B								
D9_1_156_R1_peak_1261	chr19	19540431	19540728	+	70	NA	intron (CILP2, intron 3 of 7)	NA	2314	CILP2								
D9_1_156_R1_peak_147	chr1	153633849	153634040	+	70	NA	promoter-TSS (CHTOP)	NA	-38	CHTOP								
D9_1_156_R1_peak_1092	chr19	925624	925842	+	70	NA	promoter-TSS (ARID3A)	NA	-304	ARID3A								
D9_1_156_R1_peak_1817	chr3	129439858	129440144	+	70	NA	promoter-TSS (IFT122)	NA	-35	IFT122								
D9_1_156_R1_peak_369	chr11	65546707	65546890	+	70	NA	exon (LTBP3, exon 15 of 27)	NA	11430	LTBP3								
D9_1_156_R1_peak_1792	chr3	52409926	52410624	+	70	NA	promoter-TSS (PHF7)	NA	-170	BAP1								
D9_1_156_R1_peak_1224	chr19	15449688	15450152	+	70	NA	promoter-TSS (WIZ)	NA	-54	WIZ								
D9_1_156_R1_peak_973	chr17	47970830	47971122	+	69	NA	promoter-TSS (CDK5RAP3)	NA	20	CDK5RAP3								
D9_1_156_R1_peak_56	chr1	25800031	25800187	+	69	NA	promoter-TSS (SEPN1)	NA	-67	SEPN1								
D9_1_156_R1_peak_556	chr14	23301568	23301884	+	69	NA	exon (PPP1R3E, exon 2 of 5)	NA	1122	PPP1R3E								
D9_1_156_R1_peak_1495	chr2	112645678	112645884	+	69	NA	promoter-TSS (SLC20A1)	NA	-76	SLC20A1								
D9_1_156_R1_peak_1684	chr22	26590095	26590302	+	69	NA	promoter-TSS (TPST2)	NA	-17817	CRYBA4								
D9_1_156_R1_peak_2345	chr9	136849579	136849787	+	69	NA	intron (PHPT1, intron 1 of 2)	NA	867	PHPT1								
D9_1_156_R1_peak_722	chr16	2969053	2969369	+	69	NA	promoter-TSS (PAQR4)	NA	-34	PAQR4								
D9_1_156_R1_peak_383	chr11	67353457	67353752	+	69	NA	promoter-TSS (POLD4)	NA	-8	POLD4								
D9_1_156_R1_peak_1494	chr2	112275437	112275611	+	69	NA	promoter-TSS (ZC3H6)	NA	-70	ZC3H6								
D9_1_156_R1_peak_1314	chr19	42075883	42076090	+	69	NA	promoter-TSS (ZNF574)	NA	-152	ZNF574								
D9_1_156_R1_peak_1394	chr19	52296920	52297144	+	69	NA	promoter-TSS (ZNF480)	NA	-163	ZNF480								
D9_1_156_R1_peak_516	chr12	125049658	125049814	+	69	NA	Intergenic	NA	-15695	AACS								
D9_1_156_R1_peak_521	chr12	131929057	131929226	+	69	NA	promoter-TSS (PUS1)	NA	-59	PUS1								
D9_1_156_R1_peak_967	chr17	45132509	45132665	+	69	NA	promoter-TSS (ACBD4)	NA	-63	PLCD3								
D9_1_156_R1_peak_992	chr17	63827226	63827462	+	69	NA	promoter-TSS (PSMC5)	NA	-116	PSMC5								
D9_1_156_R1_peak_1964	chr5	139198371	139198590	+	69	NA	promoter-TSS (SIL1)	NA	-104	SIL1								
D9_1_156_R1_peak_1389	chr19	52095717	52095967	+	69	NA	promoter-TSS (ZNF841)	NA	-6840	ZNF841								
D9_1_156_R1_peak_1502	chr2	128318864	128319075	+	69	NA	promoter-TSS (HS6ST1)	NA	-372	HS6ST1								
D9_1_156_R1_peak_2408	chrX	153724337	153724746	+	68	NA	promoter-TSS (ABCD1)	NA	-327	ABCD1								
D9_1_156_R1_peak_1989	chr5	180810032	180810275	+	68	NA	promoter-TSS (MGAT1)	NA	-303	MGAT1								
D9_1_156_R1_peak_1358	chr19	48364137	48364380	+	68	NA	promoter-TSS (SYNGR4)	NA	-136	SYNGR4								
D9_1_156_R1_peak_301	chr11	518759	519012	+	68	NA	Intergenic	NA	-9599	LOC101059906								
D9_1_156_R1_peak_96	chr1	40802512	40802697	+	68	NA	intron (KCNQ4, intron 1 of 13)	NA	18592	KCNQ4								
D9_1_156_R1_peak_1300	chr19	40404264	40404473	+	68	NA	intron (PRX, intron 4 of 5)	NA	8996	PRX								
D9_1_156_R1_peak_1462	chr2	46297175	46297409	+	68	NA	promoter-TSS (EPAS1)	NA	-110	EPAS1								
D9_1_156_R1_peak_1702	chr22	37608661	37608898	+	68	NA	promoter-TSS (GGA1)	NA	-181	GGA1								
D9_1_156_R1_peak_1067	chr18	48161607	48161856	+	68	NA	intron (ZBTB7C, intron 2 of 3)	NA	-90570	C18orf12								
D9_1_156_R1_peak_1028	chr17	81346163	81346380	+	68	NA	Intergenic	NA	-15597	TMEM105								
D9_1_156_R1_peak_2319	chr9	129802986	129803142	+	68	NA	promoter-TSS (TOR1B)	NA	-89	TOR1B								
D9_1_156_R1_peak_1796	chr3	56801881	56802094	+	68	NA	promoter-TSS (ARHGEF3)	NA	-118745	FAM208A								
D9_1_156_R1_peak_2278	chr9	99906535	99906704	+	68	NA	promoter-TSS (STX17)	NA	-14	STX17								
D9_1_156_R1_peak_2082	chr7	16645944	16646142	+	68	NA	promoter-TSS (BZW2)	NA	-226	ANKMY2								
D9_1_156_R1_peak_2096	chr7	44123552	44123769	+	68	NA	promoter-TSS (POLD2)	NA	-195	POLD2								
D9_1_156_R1_peak_1542	chr2	231786301	231786502	+	68	NA	promoter-TSS (COPS7B)	NA	18	COPS7B								
D9_1_156_R1_peak_2183	chr8	26291294	26291548	+	68	NA	promoter-TSS (PPP2R2A)	NA	-107	PPP2R2A								
D9_1_156_R1_peak_2043	chr6	85643329	85643485	+	67	NA	promoter-TSS (SYNCRIP)	NA	-82	SYNCRIP								
D9_1_156_R1_peak_1688	chr22	29267909	29268136	+	67	NA	promoter-TSS (EWSR1)	NA	13	EWSR1								
D9_1_156_R1_peak_886	chr17	3754955	3755203	+	67	NA	intron (ITGAE, intron 12 of 30)	NA	31176	GSG2								
D9_1_156_R1_peak_1356	chr19	48321317	48321489	+	67	NA	promoter-TSS (CCDC114)	NA	-3969	EMP3								
D9_1_156_R1_peak_2023	chr6	35342418	35342614	+	67	NA	promoter-TSS (PPARD)	NA	-42	PPARD								
D9_1_156_R1_peak_1351	chr19	47515122	47515491	+	67	NA	promoter-TSS (NAPA)	NA	-2504	NAPA								
D9_1_156_R1_peak_1776	chr3	47578040	47578526	+	67	NA	intron (CSPG5, intron 1 of 4)	NA	586	CSPG5								
D9_1_156_R1_peak_325	chr11	34105476	34105632	+	67	NA	promoter-TSS (NAT10)	NA	-10	NAT10								
D9_1_156_R1_peak_2024	chr6	35452073	35452462	+	67	NA	promoter-TSS (FANCE)	NA	-94	FANCE								
D9_1_156_R1_peak_2085	chr7	23531901	23532078	+	67	NA	promoter-TSS (TRA2A)	NA	52	TRA2A								
D9_1_156_R1_peak_1348	chr19	47273580	47273758	+	67	NA	promoter-TSS (PRR24)	NA	-1216	PRR24								
D9_1_156_R1_peak_419	chr11	124953991	124954163	+	67	NA	promoter-TSS (CCDC15)	NA	-44	CCDC15								
D9_1_156_R1_peak_714	chr16	2513686	2513922	+	67	NA	promoter-TSS (ATP6V0C)	NA	78	ATP6V0C								
D9_1_156_R1_peak_476	chr12	103957145	103957339	+	67	NA	promoter-TSS (C12orf73)	NA	-27	C12orf73								
D9_1_156_R1_peak_1075	chr18	74291963	74292144	+	67	NA	promoter-TSS (CYB5A)	NA	-37	CYB5A								
D9_1_156_R1_peak_1387	chr19	50384089	50384403	+	67	NA	promoter-TSS (POLD1)	NA	-33	POLD1								
D9_1_156_R1_peak_963	chr17	44324775	44324974	+	67	NA	promoter-TSS (SLC25A39)	NA	-29	SLC25A39								
D9_1_156_R1_peak_239	chr10	72260909	72261135	+	67	NA	Intergenic	NA	-12897	DDIT4								
D9_1_156_R1_peak_567	chr14	51651781	51652033	+	67	NA	promoter-TSS (FRMD6)	NA	49	FRMD6								
D9_1_156_R1_peak_1974	chr5	160421693	160421857	+	67	NA	promoter-TSS (PTTG1)	NA	-135	PTTG1								
D9_1_156_R1_peak_430	chr12	6753071	6753254	+	67	NA	promoter-TSS (MLF2)	NA	-246	MLF2								
D9_1_156_R1_peak_583	chr14	75660818	75660994	+	67	NA	promoter-TSS (TTLL5)	NA	289	C14orf1								
D9_1_156_R1_peak_45	chr1	15834887	15835055	+	67	NA	exon (FLJ37453, exon 2 of 2)	NA	-12893	SPEN								
D9_1_156_R1_peak_716	chr16	2537681	2538004	+	67	NA	promoter-TSS (PDPK1)	NA	-179	PDPK1								
D9_1_156_R1_peak_944	chr17	37609379	37609535	+	67	NA	promoter-TSS (SYNRG)	NA	39	SYNRG								
D9_1_156_R1_peak_603	chr14	101761414	101761673	+	67	NA	promoter-TSS (PPP2R5C)	NA	-326	PPP2R5C								
D9_1_156_R1_peak_565	chr14	49868078	49868408	+	67	NA	Intergenic	NA	-5394	RN7SL2								
D9_1_156_R1_peak_1762	chr3	15206061	15206315	+	67	NA	promoter-TSS (CAPN7)	NA	-64	CAPN7								
D9_1_156_R1_peak_1653	chr21	44299896	44300208	+	67	NA	promoter-TSS (PFKL)	NA	-5282	PFKL								
D9_1_156_R1_peak_1098	chr19	1248355	1248636	+	67	NA	promoter-TSS (MIDN)	NA	-58	MIDN								
D9_1_156_R1_peak_676	chr15	88621174	88621338	+	67	NA	promoter-TSS (AEN)	NA	329	AEN								
D9_1_156_R1_peak_518	chr12	130871890	130872085	+	67	NA	promoter-TSS (RAN)	NA	-85	RAN								
D9_1_156_R1_peak_343	chr11	47848342	47848508	+	67	NA	promoter-TSS (NUP160)	NA	80	NUP160								
D9_1_156_R1_peak_2133	chr7	100088832	100089032	+	67	NA	promoter-TSS (COPS6)	NA	-28	COPS6								
