PeakID (cmd=annotatePeaks.pl D9_1_155_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_155_R1_peak_13673	chr2	197255601	197255944	+	131	NA	intron (ANKRD44-IT1, intron 5 of 5)	NA	-25196	LOC101927567								
D9_1_155_R1_peak_7457	chr14	94394600	94395059	+	130	NA	Intergenic	NA	-4137	SERPINA1								
D9_1_155_R1_peak_5209	chr12	46379469	46379749	+	130	NA	Intergenic	NA	-4121	RP11-96H19.1								
D9_1_155_R1_peak_17166	chr3	193858067	193858368	+	130	NA	Intergenic	NA	136021	DPPA2P3								
D9_1_155_R1_peak_2185	chr1	228139631	228139975	+	130	NA	promoter-TSS (GUK1)	NA	-425	GUK1								
D9_1_155_R1_peak_24018	chr9	92021955	92022153	+	130	NA	Intergenic	NA	-71892	ROR2								
D9_1_155_R1_peak_3470	chr10	121854922	121855255	+	130	NA	intron (ATE1, intron 7 of 10)	NA	72943	ATE1								
D9_1_155_R1_peak_19004	chr5	102531439	102531714	+	130	NA	Intergenic	NA	-32560	SLCO6A1								
D9_1_155_R1_peak_17302	chr4	4944003	4944242	+	130	NA	intron (LOC101928306, intron 2 of 2)	NA	23314	LOC101928306								
D9_1_155_R1_peak_9797	chr17	40338930	40339196	+	130	NA	intron (RARA, intron 2 of 6)	NA	3627	RARA-AS1								
D9_1_155_R1_peak_15669	chr3	12393957	12394237	+	130	NA	intron (PPARG, intron 4 of 6)	NA	-90414	TSEN2								
D9_1_155_R1_peak_3434	chr10	118046516	118046864	+	130	NA	promoter-TSS (CASC2)	NA	-87	RAB11FIP2								
D9_1_155_R1_peak_22657	chr8	30743577	30743924	+	130	NA	promoter-TSS (UBXN8)	NA	-415	UBXN8								
D9_1_155_R1_peak_22295	chr7	140390973	140391224	+	130	NA	intron (SLC37A3, intron 1 of 13)	NA	7452	SLC37A3								
D9_1_155_R1_peak_14295	chr20	19336753	19336953	+	130	NA	intron (SLC24A3, intron 2 of 16)	NA	-52257	RP5-1027G4.3								
D9_1_155_R1_peak_18456	chr5	17444007	17444405	+	130	NA	exon (LOC102723526, exon 1 of 2)	NA	149	LOC102723526								
D9_1_155_R1_peak_19517	chr5	169584008	169584314	+	130	NA	exon (SPDL1, exon 1 of 12)	NA	373	SPDL1								
D9_1_155_R1_peak_10198	chr17	68356542	68356808	+	130	NA	promoter-TSS (ARSG)	NA	67873	MIR635								
D9_1_155_R1_peak_2639	chr10	20407524	20407800	+	130	NA	Intergenic	NA	-144308	MIR4675								
D9_1_155_R1_peak_11078	chr19	4067628	4068004	+	130	NA	promoter-TSS (ZBTB7A)	NA	-2084	ZBTB7A								
D9_1_155_R1_peak_20336	chr6	37172123	37172468	+	130	NA	intron (PIM1, intron 4 of 5)	NA	2149	PIM1								
D9_1_155_R1_peak_14383	chr20	32051970	32052280	+	130	NA	promoter-TSS (HCK)	NA	-63	HCK								
D9_1_155_R1_peak_16893	chr3	161035780	161036080	+	130	NA	TTS (PPM1L)	NA	69368	B3GALNT1								
D9_1_155_R1_peak_17789	chr4	82373840	82374425	+	130	NA	promoter-TSS (LOC101928963)	NA	-136	HNRNPD								
D9_1_155_R1_peak_2984	chr10	70382700	70382952	+	130	NA	promoter-TSS (LRRC20)	NA	-176	LRRC20								
D9_1_155_R1_peak_12582	chr2	64400146	64400407	+	130	NA	Intergenic	NA	-53917	LGALSL								
D9_1_155_R1_peak_11903	chr19	51980448	51980664	+	129	NA	intron (HCCAT3, intron 2 of 2)	NA	6270	ZNF350								
D9_1_155_R1_peak_9002	chr16	67226695	67227217	+	129	NA	promoter-TSS (LRRC29)	NA	-138	LRRC29								
D9_1_155_R1_peak_18944	chr5	95162263	95162670	+	129	NA	intron (MCTP1, intron 1 of 22)	NA	-80804	MCTP1								
D9_1_155_R1_peak_13719	chr2	201233228	201233609	+	129	NA	promoter-TSS (CASP8)	NA	-24793	CASP8								
D9_1_155_R1_peak_12172	chr2	25851966	25852260	+	129	NA	intron (ASXL2, intron 1 of 12)	NA	-57386	ASXL2								
D9_1_155_R1_peak_14967	chr21	38496287	38496585	+	129	NA	intron (ERG, intron 3 of 10)	NA	-163096	LOC102724678								
D9_1_155_R1_peak_22900	chr8	66123986	66124382	+	129	NA	intron (LOC101060153, intron 2 of 2)	NA	-2859	TRIM55								
D9_1_155_R1_peak_17652	chr4	67544745	67545000	+	129	NA	intron (CENPC, intron 1 of 18)	NA	-13876	STAP1								
D9_1_155_R1_peak_15588	chr3	5054275	5054475	+	129	NA	Intergenic	NA	-67917	ARL8B								
D9_1_155_R1_peak_625	chr1	41802956	41803492	+	129	NA	intron (HIVEP3, intron 1 of 8)	NA	115601	HIVEP3								
D9_1_155_R1_peak_19838	chr6	10518596	10518918	+	129	NA	intron (LOC101928146, intron 1 of 2)	NA	2481	LOC101928146								
D9_1_155_R1_peak_18630	chr5	50663564	50663969	+	129	NA	Intergenic	NA	-3172	PARP8								
D9_1_155_R1_peak_5197	chr12	46177461	46177733	+	129	NA	Intergenic	NA	91828	SLC38A1								
D9_1_155_R1_peak_24209	chr9	112408273	112408626	+	129	NA	promoter-TSS (HSDL2)	NA	-486	HSDL2								
D9_1_155_R1_peak_11828	chr19	48954615	48954899	+	129	NA	promoter-TSS (BAX)	NA	-108	BAX								
D9_1_155_R1_peak_7277	chr14	76916069	76916345	+	129	NA	Intergenic	NA	84965	C14orf166B								
D9_1_155_R1_peak_14060	chr2	241314452	241314699	+	129	NA	promoter-TSS (SEPT2)	NA	-1356	SEPT2								
D9_1_155_R1_peak_1970	chr1	204435594	204435862	+	129	NA	intron (PIK3C2B, intron 24 of 33)	NA	-23911	PPP1R15B								
D9_1_155_R1_peak_13101	chr2	118945800	118946202	+	129	NA	intron (MARCO, intron 1 of 16)	NA	3832	MARCO								
D9_1_155_R1_peak_13965	chr2	230712436	230712787	+	129	NA	promoter-TSS (CAB39)	NA	-231	CAB39								
D9_1_155_R1_peak_19559	chr5	172131338	172131619	+	129	NA	intron (STK10, intron 2 of 18)	NA	56864	STK10								
D9_1_155_R1_peak_22620	chr8	28370240	28370595	+	129	NA	intron (ZNF395, intron 1 of 9)	NA	16043	ZNF395								
D9_1_155_R1_peak_13801	chr2	213065942	213066468	+	129	NA	intron (IKZF2, intron 3 of 7)	NA	84231	IKZF2								
D9_1_155_R1_peak_6669	chr13	99436953	99437231	+	129	NA	Intergenic	NA	-64282	TM9SF2								
D9_1_155_R1_peak_22237	chr7	132845037	132845274	+	129	NA	intron (CHCHD3, intron 5 of 7)	NA	86148	LOC100506937								
D9_1_155_R1_peak_3072	chr10	74082129	74082432	+	129	NA	intron (VCL, intron 6 of 21)	NA	68774	AP3M1								
D9_1_155_R1_peak_9653	chr17	29726970	29727306	+	129	NA	intron (SSH2, intron 2 of 7)	NA	-105715	CORO6								
D9_1_155_R1_peak_10863	chr18	63249853	63250115	+	129	NA	intron (BCL2, intron 2 of 2)	NA	69794	BCL2								
D9_1_155_R1_peak_12791	chr2	85437597	85438191	+	129	NA	TTS (SH2D6)	NA	6672	SH2D6								
D9_1_155_R1_peak_19058	chr5	115296130	115296685	+	129	NA	promoter-TSS (CCDC112)	NA	354	CCDC112								
D9_1_155_R1_peak_7925	chr15	64461326	64461767	+	129	NA	Intergenic	NA	-6837	LOC102723384								
D9_1_155_R1_peak_13040	chr2	111479135	111479373	+	129	NA	intron (MIR4435-1HG, intron 1 of 1)	NA	15861	MIR4435-1HG								
D9_1_155_R1_peak_13242	chr2	137802128	137802405	+	129	NA	Intergenic	NA	124141	LOC101928273								
D9_1_155_R1_peak_7969	chr15	67254140	67254419	+	129	NA	promoter-TSS (IQCH)	NA	-521	IQCH								
D9_1_155_R1_peak_20866	chr6	124974673	124974919	+	129	NA	intron (RNF217, intron 1 of 4)	NA	-11769	STL								
D9_1_155_R1_peak_7471	chr14	96391762	96392217	+	129	NA	promoter-TSS (AK7)	NA	-122	AK7								
D9_1_155_R1_peak_10395	chr17	80781143	80781514	+	129	NA	intron (RPTOR, intron 6 of 33)	NA	24304	RP11-28G8.1								
D9_1_155_R1_peak_5180	chr12	42696798	42697060	+	129	NA	Intergenic	NA	-50431	RP11-609L23.1								
D9_1_155_R1_peak_15618	chr3	9749719	9750094	+	129	NA	promoter-TSS (OGG1)	NA	-38	OGG1								
D9_1_155_R1_peak_15628	chr3	9915737	9915998	+	129	NA	exon (IL17RE, exon 16 of 16)	NA	-1207	IL17RC								
D9_1_155_R1_peak_15957	chr3	45225154	45225414	+	129	NA	exon (TMEM158, exon 1 of 1)	NA	1038	TMEM158								
D9_1_155_R1_peak_23537	chr9	2163223	2163534	+	129	NA	intron (SMARCA2, intron 28 of 32)	NA	148159	SMARCA2								
D9_1_155_R1_peak_23556	chr9	4762904	4763405	+	129	NA	Intergenic	NA	-21111	AK3								
D9_1_155_R1_peak_22793	chr8	55930481	55930804	+	129	NA	intron (LYN, intron 1 of 12)	NA	50815	LYN								
D9_1_155_R1_peak_18221	chr4	163492957	163493268	+	129	NA	Intergenic	NA	-1409	TMA16								
D9_1_155_R1_peak_21854	chr7	77536839	77537382	+	129	NA	promoter-TSS (PTPN12)	NA	-346	PTPN12								
D9_1_155_R1_peak_15113	chr22	19943697	19943902	+	129	NA	intron (COMT, intron 1 of 5)	NA	-1807	TXNRD2								
D9_1_155_R1_peak_3284	chr10	99658580	99658859	+	129	NA	promoter-TSS (ENTPD7)	NA	-787	ENTPD7								
D9_1_155_R1_peak_1347	chr1	150053976	150054318	+	129	NA	intron (OTUD7B, intron 1 of 12)	NA	13559	OTUD7B								
D9_1_155_R1_peak_701	chr1	46394194	46394474	+	129	NA	promoter-TSS (FAAH)	NA	67	FAAH								
D9_1_155_R1_peak_20	chr1	1658911	1659201	+	129	NA	promoter-TSS (CDK11B)	NA	-223	CDK11B								
D9_1_155_R1_peak_17968	chr4	116020134	116020451	+	129	NA	Intergenic	NA	-279433	MIR1973								
D9_1_155_R1_peak_9988	chr17	51261791	51262035	+	129	NA	intron (UTP18, intron 1 of 10)	NA	1377	UTP18								
D9_1_155_R1_peak_3206	chr10	92680673	92681002	+	129	NA	Intergenic	NA	-9087	HHEX								
D9_1_155_R1_peak_15253	chr22	30442366	30442643	+	129	NA	Intergenic	NA	6954	LOC646513								
D9_1_155_R1_peak_16581	chr3	129399614	129400003	+	129	NA	promoter-TSS (RPL32P3)	NA	-369	RPL32P3								
D9_1_155_R1_peak_6695	chr13	106498002	106498251	+	129	NA	intron (EFNB2, intron 2 of 4)	NA	36914	EFNB2								
D9_1_155_R1_peak_7235	chr14	74881779	74882001	+	129	NA	promoter-TSS (DLST)	NA	-1	DLST								
D9_1_155_R1_peak_15438	chr22	41800425	41800827	+	129	NA	promoter-TSS (CCDC134)	NA	-48	CCDC134								
D9_1_155_R1_peak_2129	chr1	222713080	222713421	+	129	NA	promoter-TSS (BROX)	NA	421	BROX								
D9_1_155_R1_peak_5369	chr12	55720947	55721195	+	129	NA	intron (RDH5, intron 1 of 4)	NA	704	RDH5								
D9_1_155_R1_peak_3840	chr11	33908423	33908674	+	129	NA	Intergenic	NA	-17273	LMO2								
D9_1_155_R1_peak_4675	chr11	124226412	124226677	+	129	NA	TTS (OR8G2)	NA	1130	LOC102724410								
D9_1_155_R1_peak_1444	chr1	155085097	155085397	+	129	NA	exon (EFNA3, exon 2 of 5)	NA	6375	EFNA3								
D9_1_155_R1_peak_5004	chr12	13100945	13101632	+	129	NA	intron (GSG1, intron 1 of 6)	NA	-5482	GSG1								
D9_1_155_R1_peak_19315	chr5	143350949	143351276	+	129	NA	intron (NR3C1, intron 2 of 8)	NA	53472	NR3C1								
D9_1_155_R1_peak_21274	chr7	1459866	1460257	+	129	NA	promoter-TSS (MICALL2)	NA	-559	MICALL2								
D9_1_155_R1_peak_1710	chr1	179857059	179857310	+	129	NA	intron (TOR1AIP2, intron 2 of 5)	NA	20622	TOR1AIP2								
D9_1_155_R1_peak_15213	chr22	29152933	29153235	+	129	NA	intron (KREMEN1, intron 9 of 9)	NA	30203	LOC102724925								
D9_1_155_R1_peak_6656	chr13	99124967	99125269	+	129	NA	Intergenic	NA	38395	DOCK9-AS2								
D9_1_155_R1_peak_3540	chr10	132326175	132326424	+	129	NA	intron (LOC102724967, intron 1 of 1)	NA	5574	LOC102724967								
D9_1_155_R1_peak_14972	chr21	38733965	38734488	+	129	NA	Intergenic	NA	18031	LINC00114								
D9_1_155_R1_peak_952	chr1	81121433	81121755	+	129	NA	Intergenic	NA	-184546	LOC101927458								
D9_1_155_R1_peak_14751	chr20	62686193	62686521	+	129	NA	TTS (SLCO4A1)	NA	-19736	RP11-93B14.5								
D9_1_155_R1_peak_4787	chr12	1782150	1782502	+	129	NA	intron (ADIPOR2, intron 6 of 7)	NA	-37941	LRTM2								
D9_1_155_R1_peak_4704	chr11	128039066	128039396	+	129	NA	Intergenic	NA	458363	ETS1								
D9_1_155_R1_peak_17332	chr4	6942171	6942503	+	129	NA	intron (TBC1D14, intron 2 of 13)	NA	32893	TBC1D14								
D9_1_155_R1_peak_11232	chr19	10960655	10961345	+	129	NA	promoter-TSS (SMARCA4)	NA	-23152	SMARCA4								
D9_1_155_R1_peak_23236	chr8	120458665	120458957	+	129	NA	intron (MTBP, intron 7 of 21)	NA	13413	MTBP								
D9_1_155_R1_peak_12045	chr2	7899954	7900172	+	129	NA	promoter-TSS (AC007463.2)	NA	-408	AC007463.2								
D9_1_155_R1_peak_9438	chr17	7959548	7959982	+	129	NA	Intergenic	NA	27578	CNTROB								
D9_1_155_R1_peak_16197	chr3	60855297	60855596	+	129	NA	intron (FHIT, intron 2 of 8)	NA	396013	FHIT								
D9_1_155_R1_peak_19120	chr5	126758131	126758805	+	129	NA	Intergenic	NA	-2756	LOC102723557								
D9_1_155_R1_peak_6291	chr13	38349448	38349680	+	129	NA	promoter-TSS (UFM1)	NA	-207	UFM1								
D9_1_155_R1_peak_14696	chr20	57331091	57331341	+	129	NA	intron (SPO11, intron 1 of 11)	NA	1441	SPO11								
D9_1_155_R1_peak_16231	chr3	69206351	69206604	+	129	NA	intron (FRMD4B, intron 10 of 21)	NA	-83882	LMOD3								
D9_1_155_R1_peak_11542	chr19	35931558	35931859	+	129	NA	Intergenic	NA	-5412	LRFN3								
D9_1_155_R1_peak_23246	chr8	120824540	120824907	+	129	NA	Intergenic	NA	-12654	SNTB1								
D9_1_155_R1_peak_17091	chr3	186247031	186247283	+	129	NA	intron (DGKG, intron 18 of 23)	NA	115077	DGKG								
D9_1_155_R1_peak_13163	chr2	127527315	127527578	+	128	NA	promoter-TSS (IWS1)	NA	-560	IWS1								
D9_1_155_R1_peak_340	chr1	25232402	25232771	+	128	NA	promoter-TSS (SYF2)	NA	-64	SYF2								
D9_1_155_R1_peak_12956	chr2	101714250	101714706	+	128	NA	intron (MAP4K4, intron 2 of 30)	NA	16471	MAP4K4								
D9_1_155_R1_peak_12142	chr2	20430911	20431199	+	128	NA	Intergenic	NA	-16019	RHOB								
D9_1_155_R1_peak_15188	chr22	25546022	25546303	+	128	NA	Intergenic	NA	18609	LOC100996404								
D9_1_155_R1_peak_22436	chr7	157353231	157353598	+	128	NA	intron (DNAJB6, intron 1 of 8)	NA	16389	DNAJB6								
D9_1_155_R1_peak_24469	chr9	131263967	131264210	+	128	NA	intron (FAM78A, intron 1 of 1)	NA	12431	FAM78A								
D9_1_155_R1_peak_12927	chr2	99555211	99555857	+	128	NA	intron (AFF3, intron 21 of 23)	NA	-65567	REV1								
D9_1_155_R1_peak_923	chr1	72935335	72935607	+	128	NA	Intergenic	NA	160200	RP11-262K1.1								
D9_1_155_R1_peak_14240	chr20	10495205	10495447	+	128	NA	intron (SLX4IP, intron 2 of 7)	NA	60023	SLX4IP								
D9_1_155_R1_peak_10924	chr18	76565816	76566144	+	128	NA	intron (LOC102723325, intron 1 of 1)	NA	571	LOC102723325								
D9_1_155_R1_peak_23529	chr9	749723	750027	+	128	NA	Intergenic	NA	-91815	DMRT1								
D9_1_155_R1_peak_13603	chr2	189579661	189579898	+	128	NA	intron (SLC40A1, intron 2 of 8)	NA	1032	SLC40A1								
D9_1_155_R1_peak_22181	chr7	128217046	128217508	+	128	NA	intron (LOC101928423, intron 1 of 1)	NA	9401	MIR129-1								
D9_1_155_R1_peak_22274	chr7	139143585	139143841	+	128	NA	intron (TTC26, intron 5 of 14)	NA	9969	TTC26								
D9_1_155_R1_peak_24231	chr9	113401405	113401677	+	128	NA	promoter-TSS (ALAD)	NA	-230	ALAD								
D9_1_155_R1_peak_24254	chr9	117680445	117680682	+	128	NA	Intergenic	NA	-23612	TLR4								
D9_1_155_R1_peak_2834	chr10	45418656	45419209	+	128	NA	intron (ALOX5, intron 4 of 12)	NA	34201	LOC102724323								
D9_1_155_R1_peak_4552	chr11	112211631	112211920	+	128	NA	intron (BCO2, intron 6 of 9)	NA	-14590	PTS								
D9_1_155_R1_peak_8688	chr16	20763526	20763862	+	128	NA	promoter-TSS (ACSM3)	NA	-296	ACSM3								
D9_1_155_R1_peak_3864	chr11	35057958	35058283	+	128	NA	Intergenic	NA	80936	RP4-607I7.1								
D9_1_155_R1_peak_18755	chr5	66839841	66840104	+	128	NA	intron (MAST4, intron 1 of 25)	NA	17695	LOC102724189								
D9_1_155_R1_peak_16904	chr3	167861778	167862657	+	128	NA	Intergenic	NA	-33731	RP11-298O21.5								
D9_1_155_R1_peak_12424	chr2	45843222	45843541	+	128	NA	intron (PRKCE, intron 2 of 10)	NA	-191334	LOC102724965								
D9_1_155_R1_peak_12107	chr2	11830341	11830576	+	128	NA	Intergenic	NA	6528	MIR4262								
D9_1_155_R1_peak_14073	chr20	292858	293154	+	128	NA	Intergenic	NA	-2536	C20orf96								
D9_1_155_R1_peak_23672	chr9	32573066	32573300	+	128	NA	promoter-TSS (NDUFB6)	NA	1	NDUFB6								
D9_1_155_R1_peak_21395	chr7	13894341	13894645	+	128	NA	exon (ETV1, exon 9 of 9)	NA	95524	ETV1								
D9_1_155_R1_peak_1042	chr1	93078974	93079554	+	128	NA	promoter-TSS (MTF2)	NA	29	MTF2								
D9_1_155_R1_peak_13932	chr2	226835939	226836278	+	128	NA	promoter-TSS (RHBDD1)	NA	64	RHBDD1								
D9_1_155_R1_peak_16530	chr3	127762142	127762425	+	128	NA	intron (MGLL, intron 3 of 6)	NA	-25931	MGLL								
D9_1_155_R1_peak_629	chr1	42551240	42551550	+	128	NA	intron (CCDC30, intron 4 of 15)	NA	16506	CCDC30								
D9_1_155_R1_peak_15714	chr3	15378225	15378527	+	128	NA	Intergenic	NA	-36982	SH3BP5								
D9_1_155_R1_peak_12664	chr2	69177473	69177777	+	128	NA	intron (ANTXR1, intron 14 of 17)	NA	73934	MIR3126								
D9_1_155_R1_peak_2265	chr1	234476227	234476522	+	128	NA	intron (TARBP1, intron 1 of 29)	NA	2743	TARBP1								
D9_1_155_R1_peak_22530	chr8	17923980	17924240	+	128	NA	intron (PCM1, intron 1 of 40)	NA	1205	PCM1								
D9_1_155_R1_peak_23733	chr9	36151705	36152176	+	128	NA	intron (GLIPR2, intron 4 of 4)	NA	15155	GLIPR2								
D9_1_155_R1_peak_12760	chr2	74835794	74836090	+	128	NA	intron (HK2, intron 1 of 17)	NA	3287	HK2								
D9_1_155_R1_peak_17241	chr3	197149619	197149889	+	128	NA	exon (DLG1, exon 6 of 25)	NA	-119938	MFI2								
D9_1_155_R1_peak_7528	chr14	102316941	102317313	+	128	NA	promoter-TSS (TRNAI15)	NA	35	TRNAI15								
D9_1_155_R1_peak_6835	chr14	23034780	23035309	+	128	NA	promoter-TSS (PSMB5)	NA	176	PSMB5								
D9_1_155_R1_peak_3378	chr10	109914989	109915251	+	128	NA	intron (XPNPEP1, intron 1 of 19)	NA	8427	XPNPEP1								
D9_1_155_R1_peak_12460	chr2	48174550	48174860	+	128	NA	Intergenic	NA	-78922	LOC102724008								
D9_1_155_R1_peak_23066	chr8	96262712	96263040	+	128	NA	intron (PTDSS1, intron 1 of 12)	NA	937	PTDSS1								
D9_1_155_R1_peak_114	chr1	9128064	9128428	+	128	NA	intron (GPR157, intron 1 of 3)	NA	924	GPR157								
D9_1_155_R1_peak_12441	chr2	46967213	46967603	+	128	NA	intron (TTC7A, intron 3 of 19)	NA	26234	TTC7A								
D9_1_155_R1_peak_2954	chr10	68988623	68988836	+	128	NA	promoter-TSS (KIAA1279)	NA	8	KIAA1279								
D9_1_155_R1_peak_2825	chr10	43420277	43420728	+	128	NA	Intergenic	NA	-12651	HNRNPF								
D9_1_155_R1_peak_4152	chr11	65213841	65214255	+	128	NA	exon (SLC22A20, exon 1 of 6)	NA	208	SLC22A20								
D9_1_155_R1_peak_4632	chr11	121297604	121297882	+	128	NA	intron (SC5D, intron 1 of 4)	NA	4875	SC5D								
D9_1_155_R1_peak_10765	chr18	46009529	46009764	+	128	NA	intron (PSTPIP2, intron 5 of 14)	NA	-42307	EPG5								
D9_1_155_R1_peak_6264	chr13	33918533	33918981	+	128	NA	intron (RFC3, intron 8 of 8)	NA	100688	RFC3								
D9_1_155_R1_peak_9016	chr16	67893076	67893447	+	128	NA	promoter-TSS (PSKH1)	NA	-11	PSKH1								
D9_1_155_R1_peak_22607	chr8	27334613	27334952	+	128	NA	intron (PTK2B, intron 6 of 35)	NA	-23544	TRIM35								
D9_1_155_R1_peak_22305	chr7	141675945	141676200	+	128	NA	intron (KIAA1147, intron 3 of 10)	NA	26081	KIAA1147								
D9_1_155_R1_peak_21270	chr7	1044284	1044528	+	128	NA	intron (C7orf50, intron 2 of 4)	NA	-10869	GPR146								
D9_1_155_R1_peak_13322	chr2	156405701	156406033	+	128	NA	Intergenic	NA	-4650	TRNAG19								
D9_1_155_R1_peak_15820	chr3	31213833	31214357	+	128	NA	Intergenic	NA	-318543	STT3B								
D9_1_155_R1_peak_2105	chr1	221000222	221001000	+	128	NA	Intergenic	NA	-77227	LOC101929750								
D9_1_155_R1_peak_11919	chr19	53830063	53830388	+	128	NA	Intergenic	NA	-5822	NLRP12								
D9_1_155_R1_peak_93	chr1	8555296	8555611	+	128	NA	intron (RERE, intron 7 of 23)	NA	-29418	RERE								
D9_1_155_R1_peak_14889	chr21	33403276	33403571	+	128	NA	promoter-TSS (IFNGR2)	NA	527	IFNGR2								
D9_1_155_R1_peak_7038	chr14	55027039	55027464	+	128	NA	promoter-TSS (WDHD1)	NA	125	SOCS4								
D9_1_155_R1_peak_7767	chr15	50249116	50249487	+	128	NA	intron (HDC, intron 9 of 11)	NA	16664	HDC								
D9_1_155_R1_peak_20535	chr6	73520883	73521373	+	128	NA	promoter-TSS (EEF1A1)	NA	-96	EEF1A1								
D9_1_155_R1_peak_7960	chr15	66840609	66840868	+	128	NA	Intergenic	NA	101416	LOC102723481								
D9_1_155_R1_peak_17031	chr3	181486360	181486889	+	128	NA	intron (SOX2-OT, intron 3 of 6)	NA	-47990	LOC102724604								
D9_1_155_R1_peak_18588	chr5	42949739	42950140	+	128	NA	Intergenic	NA	43394	FLJ32255								
D9_1_155_R1_peak_15853	chr3	36864238	36864605	+	128	NA	exon (TRANK1, exon 9 of 23)	NA	80636	TRANK1								
D9_1_155_R1_peak_12712	chr2	71276527	71276948	+	128	NA	exon (ZNF638, exon 1 of 22)	NA	-50473	PAIP2B								
D9_1_155_R1_peak_15171	chr22	24271402	24271795	+	128	NA	intron (SPECC1L, intron 1 of 14)	NA	781	SPECC1L-ADORA2A								
D9_1_155_R1_peak_16718	chr3	143977408	143977784	+	128	NA	intron (C3orf58, intron 1 of 2)	NA	4271	C3orf58								
D9_1_155_R1_peak_16253	chr3	71548352	71548657	+	128	NA	intron (FOXP1, intron 1 of 5)	NA	-6415	MIR1284								
D9_1_155_R1_peak_11274	chr19	12734397	12734804	+	128	NA	exon (C19orf43, exon 1 of 3)	NA	115	C19orf43								
D9_1_155_R1_peak_18600	chr5	43040724	43041087	+	128	NA	promoter-TSS (ANXA2R)	NA	-560	ANXA2R								
D9_1_155_R1_peak_2507	chr10	6400450	6401174	+	128	NA	intron (PRKCQ, intron 17 of 17)	NA	-32642	LOC102723695								
D9_1_155_R1_peak_3172	chr10	88851739	88852219	+	128	NA	promoter-TSS (ANKRD22)	NA	-4	ANKRD22								
D9_1_155_R1_peak_552	chr1	36247692	36247958	+	128	NA	intron (THRAP3, intron 1 of 11)	NA	23409	THRAP3								
D9_1_155_R1_peak_2291	chr1	234959127	234959357	+	128	NA	Intergenic	NA	110576	LOC731656								
D9_1_155_R1_peak_4628	chr11	120208038	120208277	+	128	NA	Intergenic	NA	-2882	OAF								
D9_1_155_R1_peak_2198	chr1	229028869	229029246	+	128	NA	Intergenic	NA	227247	LOC102723935								
D9_1_155_R1_peak_11294	chr19	13104274	13104654	+	128	NA	TTS (TRMT1)	NA	-2546	LYL1								
D9_1_155_R1_peak_2596	chr10	14673557	14673911	+	128	NA	intron (FAM107B, intron 1 of 4)	NA	-101545	FAM107B								
D9_1_155_R1_peak_19401	chr5	151059631	151060209	+	128	NA	intron (TNIP1, intron 5 of 17)	NA	21077	TNIP1								
D9_1_155_R1_peak_22595	chr8	26440831	26441551	+	128	NA	Intergenic	NA	58184	BNIP3L								
D9_1_155_R1_peak_12183	chr2	27081348	27081594	+	128	NA	intron (EMILIN1, intron 3 of 6)	NA	2826	EMILIN1								
D9_1_155_R1_peak_13992	chr2	231786158	231786453	+	128	NA	promoter-TSS (COPS7B)	NA	-78	COPS7B								
D9_1_155_R1_peak_8161	chr15	78077577	78077991	+	128	NA	promoter-TSS (TBC1D2B)	NA	-132	TBC1D2B								
D9_1_155_R1_peak_3869	chr11	35107902	35108190	+	128	NA	Intergenic	NA	31010	RP4-607I7.1								
D9_1_155_R1_peak_8998	chr16	67028689	67029334	+	128	NA	promoter-TSS (CBFB)	NA	-208	CBFB								
D9_1_155_R1_peak_4650	chr11	122479054	122479404	+	128	NA	Intergenic	NA	-80718	TRNAK27								
D9_1_155_R1_peak_19036	chr5	111092050	111092735	+	128	NA	exon (WDR36, exon 1 of 23)	NA	220	WDR36								
D9_1_155_R1_peak_3272	chr10	97406174	97406396	+	128	NA	Intergenic	NA	-4915	RRP12								
D9_1_155_R1_peak_3177	chr10	88926814	88927126	+	128	NA	Intergenic	NA	-5777	ACTA2-AS1								
D9_1_155_R1_peak_18977	chr5	97183118	97183464	+	127	NA	promoter-TSS (RIOK2)	NA	10	RIOK2								
D9_1_155_R1_peak_12763	chr2	74875071	74875359	+	127	NA	intron (HK2, intron 7 of 17)	NA	42560	HK2								
D9_1_155_R1_peak_5725	chr12	101917749	101918084	+	127	NA	intron (DRAM1, intron 5 of 5)	NA	40589	DRAM1								
D9_1_155_R1_peak_9469	chr17	8861274	8861767	+	127	NA	intron (PIK3R6, intron 1 of 19)	NA	6157	PIK3R6								
D9_1_155_R1_peak_4562	chr11	113875629	113875966	+	127	NA	promoter-TSS (USP28)	NA	-231	USP28								
D9_1_155_R1_peak_22957	chr8	73340772	73341289	+	127	NA	Intergenic	NA	46428	RDH10								
D9_1_155_R1_peak_25030	chrX	77900752	77901024	+	127	NA	intron (COX7B, intron 1 of 2)	NA	1424	COX7B								
D9_1_155_R1_peak_2808	chr10	42552828	42553183	+	127	NA	promoter-TSS (ZNF37BP)	NA	-173	ZNF37BP								
D9_1_155_R1_peak_22395	chr7	151339578	151340006	+	127	NA	Intergenic	NA	-1969	NUB1								
D9_1_155_R1_peak_6488	chr13	52652262	52652645	+	127	NA	promoter-TSS (SUGT1)	NA	-243	SUGT1								
