PeakID (cmd=annotatePeaks.pl SKNO1_2_636_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_2_636_R1_peak_2387	chr10	14604296	14604614	+	135	NA	promoter-TSS (FAM107B)	NA	-37	FAM107B								
SKNO1_2_636_R1_peak_18227	chr5	181163544	181164010	+	135	NA	promoter-TSS (TRNAV5)	NA	-377	TRNAV5								
SKNO1_2_636_R1_peak_4349	chr11	126468307	126468576	+	135	NA	intron (KIRREL3, intron 5 of 13)	NA	76105	ST3GAL4								
SKNO1_2_636_R1_peak_18061	chr5	171601281	171601469	+	135	NA	Intergenic	NA	181712	FGF18								
SKNO1_2_636_R1_peak_16518	chr4	5259581	5259857	+	134	NA	intron (STK32B, intron 3 of 11)	NA	207919	STK32B								
SKNO1_2_636_R1_peak_17380	chr5	56815101	56815681	+	134	NA	exon (MAP3K1, exon 1 of 20)	NA	-1670	MAP3K1								
SKNO1_2_636_R1_peak_17866	chr5	139660956	139661534	+	134	NA	intron (CXXC5, intron 1 of 2)	NA	-18602	CXXC5								
SKNO1_2_636_R1_peak_14595	chr22	27918394	27918634	+	134	NA	promoter-TSS (TTC28-AS1)	NA	792	PITPNB								
SKNO1_2_636_R1_peak_10629	chr19	8209168	8209802	+	134	NA	promoter-TSS (CERS4)	NA	156	CERS4								
SKNO1_2_636_R1_peak_2430	chr10	22714152	22714697	+	134	NA	exon (PIP4K2A, exon 1 of 10)	NA	150	PIP4K2A								
SKNO1_2_636_R1_peak_3445	chr11	46336856	46337061	+	134	NA	intron (DGKZ, intron 1 of 30)	NA	-8309	DGKZ								
SKNO1_2_636_R1_peak_15726	chr3	107525078	107525401	+	134	NA	promoter-TSS (BBX)	NA	2303	BBX								
SKNO1_2_636_R1_peak_19193	chr6	138773310	138773857	+	134	NA	promoter-TSS (LOC100507462)	NA	63	CCDC28A								
SKNO1_2_636_R1_peak_3490	chr11	47578988	47579329	+	134	NA	promoter-TSS (KBTBD4)	NA	148	NDUFS3								
SKNO1_2_636_R1_peak_13341	chr2	232529019	232529359	+	134	NA	intron (CHRND, intron 6 of 11)	NA	3029	CHRND								
SKNO1_2_636_R1_peak_2197	chr1	244450488	244451145	+	134	NA	intron (ADSS, intron 1 of 12)	NA	1318	ADSS								
SKNO1_2_636_R1_peak_22024	chr9	133474280	133474543	+	134	NA	intron (SLC2A6, intron 6 of 9)	NA	4743	SLC2A6								
SKNO1_2_636_R1_peak_13084	chr2	195559679	195559923	+	134	NA	Intergenic	NA	-97327	SLC39A10								
SKNO1_2_636_R1_peak_4899	chr12	53299700	53300069	+	134	NA	TTS (PFDN5)	NA	198	C12orf10								
SKNO1_2_636_R1_peak_1607	chr1	161314236	161314499	+	134	NA	promoter-TSS (SDHC)	NA	-9	SDHC								
SKNO1_2_636_R1_peak_15591	chr3	53882018	53882372	+	134	NA	promoter-TSS (ACTR8)	NA	-29	ACTR8								
SKNO1_2_636_R1_peak_15116	chr3	10460141	10460409	+	134	NA	intron (ATP2B2, intron 3 of 22)	NA	-65755	MIR885								
SKNO1_2_636_R1_peak_4266	chr11	119729036	119729550	+	134	NA	promoter-TSS (PVRL1)	NA	-302	LOC102724301								
SKNO1_2_636_R1_peak_17765	chr5	134003482	134003809	+	134	NA	intron (VDAC1, intron 1 of 8)	NA	1321	VDAC1								
SKNO1_2_636_R1_peak_4227	chr11	118608630	118608815	+	134	NA	intron (PHLDB1, intron 1 of 20)	NA	-1628	PHLDB1								
SKNO1_2_636_R1_peak_18632	chr6	33204424	33204626	+	134	NA	promoter-TSS (HSD17B8)	NA	-112	HSD17B8								
SKNO1_2_636_R1_peak_7183	chr15	60398627	60398842	+	134	NA	promoter-TSS (ANXA2)	NA	-748	ANXA2								
SKNO1_2_636_R1_peak_13961	chr20	56212156	56212560	+	134	NA	Intergenic	NA	-36374	MC3R								
SKNO1_2_636_R1_peak_12928	chr2	170324635	170324847	+	134	NA	intron (MYO3B, intron 7 of 34)	NA	26370	LOC101929753								
SKNO1_2_636_R1_peak_6819	chr14	104713020	104713303	+	133	NA	intron (INF2, intron 18 of 21)	NA	-11036	ADSSL1								
SKNO1_2_636_R1_peak_13339	chr2	231961105	231961802	+	133	NA	promoter-TSS (DIS3L2)	NA	-130	DIS3L2								
SKNO1_2_636_R1_peak_5658	chr13	21053378	21053662	+	133	NA	intron (LATS2, intron 1 of 7)	NA	8063	LATS2								
SKNO1_2_636_R1_peak_8078	chr16	46658924	46659256	+	133	NA	TTS (VPS35)	NA	30142	VPS35								
SKNO1_2_636_R1_peak_14960	chr22	46250065	46250702	+	133	NA	promoter-TSS (CDPF1)	NA	-87	CDPF1								
SKNO1_2_636_R1_peak_15836	chr3	126654623	126654941	+	133	NA	exon (TXNRD3, exon 1 of 15)	NA	342	TXNRD3								
SKNO1_2_636_R1_peak_20656	chr8	59327581	59327885	+	133	NA	Intergenic	NA	207796	LOC100505501								
SKNO1_2_636_R1_peak_14103	chr20	63957181	63957576	+	133	NA	promoter-TSS (UCKL1)	NA	-931	UCKL1								
SKNO1_2_636_R1_peak_17343	chr5	50440662	50441593	+	133	NA	exon (EMB, exon 1 of 9)	NA	273	EMB								
SKNO1_2_636_R1_peak_5710	chr13	27374734	27374964	+	133	NA	Intergenic	NA	-49695	GTF3A								
SKNO1_2_636_R1_peak_13854	chr20	45363361	45363633	+	133	NA	intron (SYS1, intron 1 of 3)	NA	328	SYS1-DBNDD2								
SKNO1_2_636_R1_peak_17389	chr5	58582892	58583118	+	133	NA	promoter-TSS (RAB3C)	NA	875	RAB3C								
SKNO1_2_636_R1_peak_6832	chr14	104933432	104933635	+	133	NA	TTS (PLD4)	NA	8654	PLD4								
SKNO1_2_636_R1_peak_2154	chr1	235083277	235084076	+	133	NA	Intergenic	NA	-13858	LOC731656								
SKNO1_2_636_R1_peak_12634	chr2	108652545	108652977	+	133	NA	intron (LIMS1, intron 1 of 10)	NA	-66685	RANBP2								
SKNO1_2_636_R1_peak_18929	chr6	77650375	77650599	+	133	NA	promoter-TSS (MEI4)	NA	-40169	MEI4								
SKNO1_2_636_R1_peak_21743	chr9	120897111	120897509	+	133	NA	Intergenic	NA	17262	TRAF1								
SKNO1_2_636_R1_peak_13391	chr2	238970617	238970833	+	133	NA	Intergenic	NA	-44456	FLJ43879								
SKNO1_2_636_R1_peak_21807	chr9	125240619	125241178	+	133	NA	exon (HSPA5, exon 2 of 8)	NA	489	HSPA5								
SKNO1_2_636_R1_peak_6163	chr14	23010132	23010394	+	133	NA	promoter-TSS (C14orf93)	NA	-120	C14orf93								
SKNO1_2_636_R1_peak_16387	chr3	198098744	198099066	+	133	NA	Intergenic	NA	-18234	ANKRD18DP								
SKNO1_2_636_R1_peak_10235	chr18	59359150	59359518	+	133	NA	promoter-TSS (LMAN1)	NA	-58	LMAN1								
SKNO1_2_636_R1_peak_3505	chr11	57324852	57325459	+	133	NA	promoter-TSS (TNKS1BP1)	NA	-144	TNKS1BP1								
SKNO1_2_636_R1_peak_13229	chr2	218399553	218400111	+	133	NA	promoter-TSS (CTDSP1)	NA	77	CTDSP1								
SKNO1_2_636_R1_peak_10646	chr19	8702514	8702853	+	133	NA	Intergenic	NA	-3853	ACTL9								
SKNO1_2_636_R1_peak_13092	chr2	196242281	196242642	+	133	NA	intron (HECW2, intron 19 of 28)	NA	-17563	AC020571.3								
SKNO1_2_636_R1_peak_14019	chr20	62142854	62143562	+	133	NA	promoter-TSS (SS18L1)	NA	250	PSMA7								
SKNO1_2_636_R1_peak_3737	chr11	65403518	65404235	+	133	NA	intron (FRMD8, intron 8 of 9)	NA	17300	FRMD8								
SKNO1_2_636_R1_peak_19071	chr6	113858675	113859211	+	133	NA	intron (MARCKS, intron 1 of 1)	NA	1595	MARCKS								
SKNO1_2_636_R1_peak_21351	chr9	35071794	35072791	+	133	NA	intron (VCP, intron 1 of 16)	NA	450	VCP								
SKNO1_2_636_R1_peak_17379	chr5	56763804	56764267	+	133	NA	Intergenic	NA	-53026	MAP3K1								
SKNO1_2_636_R1_peak_2804	chr10	84525144	84525359	+	133	NA	Intergenic	NA	131398	CCSER2								
SKNO1_2_636_R1_peak_13790	chr20	37096209	37096425	+	133	NA	promoter-TSS (RBL1)	NA	-317	RBL1								
SKNO1_2_636_R1_peak_12166	chr2	42770596	42770855	+	133	NA	intron (HAAO, intron 4 of 9)	NA	-6464	OXER1								
SKNO1_2_636_R1_peak_21557	chr9	92115244	92115580	+	133	NA	promoter-TSS (SPTLC1)	NA	-6	SPTLC1								
SKNO1_2_636_R1_peak_12971	chr2	173355791	173356028	+	133	NA	intron (CDCA7, intron 1 of 8)	NA	1076	CDCA7								
SKNO1_2_636_R1_peak_20132	chr7	112391162	112391681	+	133	NA	Intergenic	NA	-31723	IFRD1								
SKNO1_2_636_R1_peak_19032	chr6	108559598	108560012	+	133	NA	promoter-TSS (FOXO3)	NA	-1061	FOXO3								
SKNO1_2_636_R1_peak_4628	chr12	12788787	12789027	+	133	NA	exon (APOLD1, exon 2 of 2)	NA	24258	MIR613								
SKNO1_2_636_R1_peak_12700	chr2	113693604	113693897	+	133	NA	Intergenic	NA	27618	MIR4782								
SKNO1_2_636_R1_peak_14376	chr21	45287814	45288160	+	133	NA	promoter-TSS (POFUT2)	NA	-65	LOC642852								
SKNO1_2_636_R1_peak_5885	chr13	49445075	49445392	+	133	NA	intron (SETDB2, intron 1 of 12)	NA	1067	SETDB2								
SKNO1_2_636_R1_peak_20858	chr8	106657404	106657982	+	133	NA	promoter-TSS (OXR1)	NA	-115	OXR1								
SKNO1_2_636_R1_peak_16293	chr3	194672430	194672657	+	133	NA	promoter-TSS (LSG1)	NA	-66	LSG1								
SKNO1_2_636_R1_peak_16631	chr4	36310953	36311200	+	133	NA	intron (DTHD1, intron 6 of 8)	NA	27054	DTHD1								
SKNO1_2_636_R1_peak_20835	chr8	102653770	102654330	+	133	NA	promoter-TSS (KLF10)	NA	-86	KLF10								
SKNO1_2_636_R1_peak_15686	chr3	95706094	95706464	+	133	NA	Intergenic	NA	-23086	MTHFD2P1								
SKNO1_2_636_R1_peak_2285	chr10	4234786	4235026	+	133	NA	intron (LINC00702, intron 2 of 2)	NA	9006	LINC00702								
SKNO1_2_636_R1_peak_6747	chr14	100312216	100312655	+	133	NA	Intergenic	NA	4576	MIR345								
SKNO1_2_636_R1_peak_2849	chr10	91923627	91923860	+	133	NA	promoter-TSS (BTAF1)	NA	-14242	FGFBP3								
SKNO1_2_636_R1_peak_8774	chr17	10157007	10157238	+	133	NA	intron (GAS7, intron 1 of 13)	NA	-163270	LOC102724366								
SKNO1_2_636_R1_peak_5412	chr12	120430517	120430730	+	133	NA	Intergenic	NA	-7467	COX6A1								
SKNO1_2_636_R1_peak_19521	chr7	6436349	6436670	+	133	NA	exon (DAGLB, exon 3 of 15)	NA	11503	DAGLB								
SKNO1_2_636_R1_peak_1814	chr1	198681891	198682149	+	133	NA	intron (PTPRC, intron 2 of 2)	NA	43052	PTPRC								
SKNO1_2_636_R1_peak_22644	chrX	153926157	153926526	+	133	NA	promoter-TSS (ARHGAP4)	NA	-81	ARHGAP4								
SKNO1_2_636_R1_peak_19736	chr7	44748365	44748969	+	133	NA	promoter-TSS (ZMIZ2)	NA	98	ZMIZ2								
SKNO1_2_636_R1_peak_12954	chr2	172280744	172281131	+	133	NA	Intergenic	NA	-146649	ITGA6								
SKNO1_2_636_R1_peak_14543	chr22	23787244	23787603	+	133	NA	intron (SMARCB1, intron 1 of 8)	NA	460	SMARCB1								
SKNO1_2_636_R1_peak_19386	chr7	816434	816689	+	133	NA	promoter-TSS (SUN1)	NA	-54	SUN1								
SKNO1_2_636_R1_peak_11564	chr19	47336953	47337330	+	133	NA	exon (C5AR2, exon 1 of 2)	NA	-3346	C5AR2								
SKNO1_2_636_R1_peak_17228	chr5	11234410	11235048	+	133	NA	intron (CTNND2, intron 10 of 21)	NA	-54468	LOC102723459								
SKNO1_2_636_R1_peak_12533	chr2	96010385	96010603	+	133	NA	promoter-TSS (FAHD2CP)	NA	-57	FAHD2CP								
SKNO1_2_636_R1_peak_13421	chr2	241324409	241324672	+	133	NA	intron (SEPT2, intron 4 of 14)	NA	8609	SEPT2								
SKNO1_2_636_R1_peak_19325	chr6	158026614	158027184	+	133	NA	promoter-TSS (SYNJ2)	NA	25792	SYNJ2-IT1								
SKNO1_2_636_R1_peak_1634	chr1	166490010	166490274	+	133	NA	Intergenic	NA	-113774	FMO9P								
SKNO1_2_636_R1_peak_21328	chr9	33446751	33447630	+	133	NA	intron (AQP3, intron 1 of 5)	NA	443	AQP3								
SKNO1_2_636_R1_peak_21347	chr9	34646243	34646841	+	133	NA	promoter-TSS (GALT)	NA	-47	GALT								
SKNO1_2_636_R1_peak_10733	chr19	11262113	11262454	+	133	NA	intron (DOCK6, intron 1 of 47)	NA	203	DOCK6								
SKNO1_2_636_R1_peak_22492	chrX	96707948	96708117	+	133	NA	intron (DIAPH2, intron 1 of 26)	NA	23369	DIAPH2								
SKNO1_2_636_R1_peak_18039	chr5	168579068	168579928	+	133	NA	exon (PANK3, exon 1 of 7)	NA	111	PANK3								
SKNO1_2_636_R1_peak_17575	chr5	93791776	93792056	+	133	NA	intron (FAM172A, intron 8 of 10)	NA	-50313	POU5F2								
SKNO1_2_636_R1_peak_3299	chr11	8682538	8683300	+	133	NA	intron (RPL27A, intron 1 of 4)	NA	471	RPL27A								
SKNO1_2_636_R1_peak_3918	chr11	69048811	69049107	+	133	NA	promoter-TSS (TPCN2)	NA	-11	TPCN2								
SKNO1_2_636_R1_peak_7727	chr16	1610677	1611126	+	133	NA	promoter-TSS (IFT140)	NA	-236	IFT140								
SKNO1_2_636_R1_peak_6200	chr14	24215933	24216221	+	133	NA	promoter-TSS (MDP1)	NA	-7	MDP1								
SKNO1_2_636_R1_peak_19873	chr7	75486062	75486442	+	133	NA	promoter-TSS (POM121C)	NA	-10138	SPDYE5								
SKNO1_2_636_R1_peak_8614	chr17	996972	997191	+	133	NA	promoter-TSS (TIMM22)	NA	-36	TIMM22								
SKNO1_2_636_R1_peak_20843	chr8	103020875	103021239	+	133	NA	promoter-TSS (ATP6V1C1)	NA	37	ATP6V1C1								
SKNO1_2_636_R1_peak_20622	chr8	52150510	52150889	+	133	NA	intron (ST18, intron 15 of 25)	NA	-43660	LOC101929341								
SKNO1_2_636_R1_peak_16496	chr4	3363962	3364177	+	133	NA	intron (RGS12, intron 3 of 10)	NA	71091	RGS12								
SKNO1_2_636_R1_peak_8760	chr17	8247907	8248187	+	133	NA	promoter-TSS (CTC1)	NA	32	CTC1								
SKNO1_2_636_R1_peak_8749	chr17	8138756	8139162	+	133	NA	promoter-TSS (TRNAS6)	NA	3	TRNAS6								
SKNO1_2_636_R1_peak_21227	chr9	4666408	4666616	+	133	NA	promoter-TSS (SPATA6L)	NA	4218	PPAPDC2								
SKNO1_2_636_R1_peak_248	chr1	13700499	13700772	+	133	NA	intron (PRDM2, intron 1 of 8)	NA	389	PRDM2								
SKNO1_2_636_R1_peak_20386	chr8	12754030	12754230	+	133	NA	intron (LONRF1, intron 1 of 11)	NA	1353	LONRF1								
SKNO1_2_636_R1_peak_17881	chr5	140401470	140401875	+	133	NA	promoter-TSS (ANKHD1)	NA	-142	ANKHD1-EIF4EBP3								
SKNO1_2_636_R1_peak_3842	chr11	67272277	67272530	+	133	NA	intron (ADRBK1, intron 1 of 20)	NA	5969	ADRBK1								
SKNO1_2_636_R1_peak_7374	chr15	74695871	74696152	+	133	NA	promoter-TSS (EDC3)	NA	34	EDC3								
SKNO1_2_636_R1_peak_14025	chr20	62238107	62238448	+	133	NA	promoter-TSS (OSBPL2)	NA	6317	FLJ44790								
SKNO1_2_636_R1_peak_7483	chr15	80970072	80970301	+	133	NA	intron (LOC102723954, intron 1 of 6)	NA	473	LOC102723954								
SKNO1_2_636_R1_peak_17077	chr4	144647247	144647492	+	133	NA	intron (HHIP, intron 1 of 13)	NA	-1350	HHIP-AS1								
SKNO1_2_636_R1_peak_19571	chr7	22082958	22083541	+	133	NA	Intergenic	NA	29266	LOC102724143								
SKNO1_2_636_R1_peak_6012	chr13	99200390	99200868	+	133	NA	promoter-TSS (UBAC2)	NA	128	UBAC2-AS1								
SKNO1_2_636_R1_peak_15683	chr3	88058908	88059376	+	133	NA	promoter-TSS (ZNF654)	NA	-102	ZNF654								
SKNO1_2_636_R1_peak_11880	chr1_KI270709v1_random	7271	7657	+	133	NA	NA	NA	NA	NA								
SKNO1_2_636_R1_peak_7131	chr15	53197377	53197607	+	133	NA	Intergenic	NA	-392550	LOC101928499								
SKNO1_2_636_R1_peak_1124	chr1	100539363	100539921	+	133	NA	exon (GPR88, exon 2 of 2)	NA	1470	GPR88								
SKNO1_2_636_R1_peak_10591	chr19	7069198	7069972	+	133	NA	exon (ZNF557, exon 1 of 8)	NA	125	ZNF557								
SKNO1_2_636_R1_peak_567	chr1	32291640	32292124	+	133	NA	promoter-TSS (HDAC1)	NA	-225	HDAC1								
SKNO1_2_636_R1_peak_9298	chr17	56592490	56592991	+	133	NA	promoter-TSS (NOG)	NA	-959	NOG								
SKNO1_2_636_R1_peak_1482	chr1	155255333	155255619	+	133	NA	promoter-TSS (FAM189B)	NA	1	FAM189B								
SKNO1_2_636_R1_peak_9081	chr17	42609233	42609898	+	133	NA	promoter-TSS (FAM134C)	NA	-138	FAM134C								
SKNO1_2_636_R1_peak_15511	chr3	50328175	50328445	+	133	NA	promoter-TSS (TUSC2)	NA	-73	TUSC2								
SKNO1_2_636_R1_peak_4524	chr12	6703678	6704004	+	133	NA	Intergenic	NA	-2998	PIANP								
SKNO1_2_636_R1_peak_17018	chr4	110165443	110165738	+	133	NA	intron (ELOVL6, intron 1 of 3)	NA	33025	ELOVL6								
SKNO1_2_636_R1_peak_1982	chr1	212791668	212792003	+	133	NA	promoter-TSS (TATDN3)	NA	7	TATDN3								
SKNO1_2_636_R1_peak_14494	chr22	20885934	20886129	+	133	NA	intron (SNAP29, intron 4 of 4)	NA	27027	SNAP29								
SKNO1_2_636_R1_peak_10907	chr19	15464492	15464730	+	133	NA	promoter-TSS (RASAL3)	NA	-40	RASAL3								
SKNO1_2_636_R1_peak_8554	chr16	89192515	89192846	+	133	NA	intron (CDH15, intron 11 of 13)	NA	7441	SLC22A31								
SKNO1_2_636_R1_peak_20347	chr8	2130952	2131252	+	133	NA	intron (MYOM2, intron 32 of 36)	NA	54482	MIR7160								
SKNO1_2_636_R1_peak_10763	chr19	12669331	12669819	+	133	NA	promoter-TSS (WDR83)	NA	76	WDR83OS								
SKNO1_2_636_R1_peak_15451	chr3	48740039	48740203	+	133	NA	Intergenic	NA	-22905	IP6K2								
SKNO1_2_636_R1_peak_5152	chr12	89352452	89352802	+	132	NA	promoter-TSS (DUSP6)	NA	-108	DUSP6								
SKNO1_2_636_R1_peak_21007	chr8	140254301	140254583	+	132	NA	intron (TRAPPC9, intron 14 of 21)	NA	204137	TRAPPC9								
SKNO1_2_636_R1_peak_20962	chr8	129678783	129679125	+	132	NA	Intergenic	NA	107934	GSDMC								
SKNO1_2_636_R1_peak_172	chr1	8702975	8703193	+	132	NA	exon (RERE, exon 1 of 23)	NA	130	RERE								
SKNO1_2_636_R1_peak_19520	chr7	6435586	6435789	+	132	NA	intron (DAGLB, intron 3 of 14)	NA	12325	DAGLB								
SKNO1_2_636_R1_peak_706	chr1	41053362	41053567	+	132	NA	intron (SCMH1, intron 7 of 12)	NA	-31709	SLFNL1								
SKNO1_2_636_R1_peak_21083	chr8	143015907	143016384	+	132	NA	intron (LOC100133669, intron 1 of 1)	NA	2245	LOC100133669								
SKNO1_2_636_R1_peak_834	chr1	46718852	46719365	+	132	NA	promoter-TSS (EFCAB14)	NA	-44	EFCAB14								
SKNO1_2_636_R1_peak_7309	chr15	69583676	69583905	+	132	NA	Intergenic	NA	22070	RP11-279F6.1								
SKNO1_2_636_R1_peak_17392	chr5	59040215	59040652	+	132	NA	promoter-TSS (PDE4D)	NA	-40501	PDE4D								
SKNO1_2_636_R1_peak_13267	chr2	223957197	223957688	+	132	NA	promoter-TSS (MRPL44)	NA	38	MRPL44								
SKNO1_2_636_R1_peak_9817	chr17	80938680	80938906	+	132	NA	intron (RPTOR, intron 24 of 33)	NA	32420	FLJ46026								
SKNO1_2_636_R1_peak_19414	chr7	1530482	1530911	+	132	NA	promoter-TSS (MAFK)	NA	4184	LOC100128653								
SKNO1_2_636_R1_peak_9118	chr17	43768437	43768728	+	132	NA	exon (DUSP3, exon 3 of 3)	NA	-9794	SOST								
SKNO1_2_636_R1_peak_21708	chr9	112903271	112903514	+	132	NA	Intergenic	NA	-12497	SLC46A2								
SKNO1_2_636_R1_peak_2140	chr1	234580044	234580265	+	132	NA	Intergenic	NA	29371	IRF2BP2								
SKNO1_2_636_R1_peak_3167	chr10	125895839	125896121	+	131	NA	promoter-TSS (FANK1)	NA	-14665	DHX32								
SKNO1_2_636_R1_peak_3016	chr10	103192521	103192791	+	131	NA	intron (NT5C2, intron 1 of 18)	NA	650	NT5C2								
SKNO1_2_636_R1_peak_19064	chr6	111482343	111482686	+	131	NA	promoter-TSS (TRAF3IP2-AS1)	NA	-958	TRAF3IP2-AS1								
SKNO1_2_636_R1_peak_19544	chr7	12403475	12403794	+	131	NA	intron (VWDE, intron 1 of 28)	NA	269	VWDE								
SKNO1_2_636_R1_peak_9647	chr17	76252250	76252555	+	131	NA	Intergenic	NA	-12035	RNF157								
SKNO1_2_636_R1_peak_21727	chr9	114484930	114485161	+	131	NA	intron (DFNB31, intron 1 of 11)	NA	20464	DFNB31								
SKNO1_2_636_R1_peak_10804	chr19	12983634	12983806	+	131	NA	Intergenic	NA	-12050	NFIX								
SKNO1_2_636_R1_peak_4877	chr12	52023688	52023966	+	131	NA	intron (NR4A1, intron 1 of 7)	NA	995	NR4A1								
SKNO1_2_636_R1_peak_18228	chr5	181169429	181169676	+	131	NA	promoter-TSS (TRNAV3)	NA	-58	TRNAV3								
SKNO1_2_636_R1_peak_2287	chr10	5412522	5412812	+	131	NA	exon (NET1, exon 1 of 12)	NA	-7837	TUBAL3								
SKNO1_2_636_R1_peak_19942	chr7	92833820	92834111	+	131	NA	promoter-TSS (CDK6)	NA	1332	CDK6								
SKNO1_2_636_R1_peak_3576	chr11	61392524	61392772	+	131	NA	promoter-TSS (TMEM216)	NA	288	TMEM216								
SKNO1_2_636_R1_peak_9186	chr17	46922918	46923220	+	131	NA	promoter-TSS (GOSR2)	NA	-57	GOSR2								
SKNO1_2_636_R1_peak_21691	chr9	111631086	111631580	+	131	NA	promoter-TSS (DNAJC25)	NA	-19	DNAJC25-GNG10								
SKNO1_2_636_R1_peak_8148	chr16	56729972	56730637	+	131	NA	intron (NUP93, intron 1 of 21)	NA	-17607	NUP93								
SKNO1_2_636_R1_peak_11229	chr19	36331579	36331930	+	131	NA	promoter-TSS (LINC00665)	NA	-36	LINC00665								
SKNO1_2_636_R1_peak_6015	chr13	99420310	99420645	+	131	NA	Intergenic	NA	64346	MIR623								
SKNO1_2_636_R1_peak_1575	chr1	159922189	159922549	+	131	NA	intron (TAGLN2, intron 1 of 4)	NA	2182	TAGLN2								
SKNO1_2_636_R1_peak_1530	chr1	156383045	156383282	+	131	NA	intron (RHBG, intron 8 of 9)	NA	13974	RHBG								
SKNO1_2_636_R1_peak_18425	chr6	24774777	24775276	+	131	NA	promoter-TSS (GMNN)	NA	95	GMNN								
SKNO1_2_636_R1_peak_19497	chr7	5591591	5591840	+	131	NA	Intergenic	NA	-1090	FSCN1								
SKNO1_2_636_R1_peak_18554	chr6	30213309	30213598	+	131	NA	promoter-TSS (TRIM26)	NA	-29	TRIM26								
SKNO1_2_636_R1_peak_12575	chr2	98758077	98758310	+	131	NA	Intergenic	NA	14043	LOC101927070								
SKNO1_2_636_R1_peak_13702	chr20	32521804	32521984	+	131	NA	intron (C20orf112, intron 2 of 10)	NA	11997	LOC101929698								
SKNO1_2_636_R1_peak_3440	chr11	46243301	46243496	+	131	NA	Intergenic	NA	31069	LOC101928919								
SKNO1_2_636_R1_peak_18074	chr5	172114808	172115244	+	131	NA	intron (STK10, intron 4 of 18)	NA	73316	STK10								
SKNO1_2_636_R1_peak_6940	chr15	34209680	34210234	+	131	NA	promoter-TSS (KATNBL1)	NA	44	KATNBL1								
SKNO1_2_636_R1_peak_17890	chr5	140664689	140664954	+	131	NA	promoter-TSS (WDR55)	NA	-1754	WDR55								
SKNO1_2_636_R1_peak_16394	chr4	498888	499388	+	131	NA	promoter-TSS (PIGG)	NA	33	ZNF721								
SKNO1_2_636_R1_peak_2204	chr1	244856381	244856670	+	131	NA	exon (HNRNPU, exon 10 of 14)	NA	8000	HNRNPU								
SKNO1_2_636_R1_peak_824	chr1	46247511	46247791	+	131	NA	promoter-TSS (RAD54L)	NA	-44	RAD54L								
SKNO1_2_636_R1_peak_690	chr1	40315303	40315476	+	131	NA	promoter-TSS (COL9A2)	NA	10	COL9A2								
SKNO1_2_636_R1_peak_4898	chr12	53295130	53295614	+	131	NA	promoter-TSS (PFDN5)	NA	-79	PFDN5								
SKNO1_2_636_R1_peak_11722	chr19	52690796	52691050	+	131	NA	promoter-TSS (ZNF83)	NA	-29682	LOC101928641								
SKNO1_2_636_R1_peak_528	chr1	28914864	28915080	+	131	NA	intron (EPB41, intron 1 of 20)	NA	398	EPB41								
SKNO1_2_636_R1_peak_15030	chr22	50490985	50491305	+	131	NA	TTS (MIOX)	NA	4361	MIOX								
SKNO1_2_636_R1_peak_17623	chr5	106875922	106876146	+	131	NA	intron (LOC102467213, intron 2 of 3)	NA	-43832	LOC102724932								
SKNO1_2_636_R1_peak_7630	chr15	98421742	98421953	+	131	NA	Intergenic	NA	92535	FAM169B								
SKNO1_2_636_R1_peak_8097	chr16	48365729	48366197	+	131	NA	promoter-TSS (SIAH1)	NA	10278	LOC100507577								
SKNO1_2_636_R1_peak_7137	chr15	55290605	55290855	+	131	NA	promoter-TSS (RAB27A)	NA	-898	RAB27A								
SKNO1_2_636_R1_peak_8593	chr16	89873012	89873833	+	131	NA	promoter-TSS (TCF25)	NA	-218	TCF25								
SKNO1_2_636_R1_peak_16530	chr4	6752377	6752730	+	131	NA	Intergenic	NA	-30179	KIAA0232								
SKNO1_2_636_R1_peak_9354	chr17	58517792	58518260	+	131	NA	promoter-TSS (MTMR4)	NA	-118	MTMR4								
SKNO1_2_636_R1_peak_18792	chr6	42890511	42890942	+	131	NA	promoter-TSS (C6orf226)	NA	90	C6orf226								
SKNO1_2_636_R1_peak_12818	chr2	136119225	136119532	+	131	NA	Intergenic	NA	-3135	CXCR4								
SKNO1_2_636_R1_peak_15145	chr3	13419758	13419989	+	131	NA	intron (NUP210, intron 1 of 39)	NA	446	NUP210								
SKNO1_2_636_R1_peak_7595	chr15	90932368	90932676	+	131	NA	promoter-TSS (HDDC3)	NA	47	HDDC3								
SKNO1_2_636_R1_peak_1565	chr1	159012575	159012806	+	131	NA	intron (IFI16, intron 1 of 9)	NA	2798	IFI16								
SKNO1_2_636_R1_peak_8552	chr16	89171345	89171828	+	131	NA	promoter-TSS (CDH15)	NA	-169	CDH15								
SKNO1_2_636_R1_peak_18635	chr6	33249102	33249703	+	131	NA	promoter-TSS (HCG25)	NA	-134	HCG25								
SKNO1_2_636_R1_peak_21265	chr9	19049110	19049640	+	131	NA	promoter-TSS (RRAGA)	NA	1	RRAGA								
SKNO1_2_636_R1_peak_15832	chr3	126475721	126476065	+	131	NA	promoter-TSS (ZXDC)	NA	26	ZXDC								
