GENE,MV411-DMSO_coculture_12h,MV411-VHL_coculture_12h,MV411-MYB-dTAG-DMSO_coculture_12h,MV411-MYB-dTAG-VHL_coculture_12h
GPKOW,116.0,111.8,116.5,114.8
GPR162,8.6,6.6,2.75,7.4
SIT1,16.4,22.4,21.5,37.6
BBS9,28.0,31.6,45.25,42.4
TNFRSF21,49.6,57.4,23.5,59.8
CHMP2A,292.8,290.2,290.5,343.2
SESN1,160.0,150.0,113.75,185.0
AHDC1,45.4,40.0,40.5,55.0
RNF115,493.8,578.0,630.25,537.6
NFU1,1286.6,1399.2,1246.25,1507.2
ERLEC1,830.4,776.4,786.5,666.6
MMADHC,2062.2,1866.4,1997.25,2052.8
PDCD4,5297.0,5282.8,5020.0,5443.4
KLHL20,349.4,369.8,417.25,389.0
LSM1,5295.2,5486.6,4807.0,4763.6
LSM3,2997.0,2946.6,3020.25,2880.2
SULT1B1,5.2,6.0,5.0,7.2
VENTX,91.2,113.0,74.75,219.2
RND1,14.6,13.4,17.75,16.2
SPINK4,1.4,0.6,0.75,1.0
R3HCC1L,362.8,425.8,383.5,442.6
DIMT1,1190.2,1187.8,1237.75,885.6
CRCP,1069.8,1283.4,1257.5,1097.4
ADAMDEC1,3.2,5.8,0.25,12.4
ZNF544,33.0,48.0,75.5,92.2
APEX2,102.6,117.4,108.0,122.2
BMP10,1.6,4.6,23.75,19.2
MOCS3,146.6,153.4,141.0,131.2
ZNF330,1635.4,1476.6,1648.75,1178.0
RAB30,18.0,23.0,42.0,49.6
PGAP2,347.6,397.4,352.0,285.8
RBMX,16706.2,18414.4,18257.5,15709.4
TNRC6A,687.4,717.8,779.0,865.6
ZNF638,1139.4,1115.6,985.0,964.6
GOLIM4,1187.4,1206.2,1241.75,1059.0
EIF3K,452.4,406.0,405.75,387.4
HTATSF1,516.8,459.8,527.25,427.4
UBE2S,242.0,219.8,165.25,205.0
PRPF19,608.6,617.8,604.0,516.2
UTP20,160.8,176.6,175.0,119.4
RRP7A,1344.8,1383.6,1306.5,992.8
RABGEF1,690.6,764.2,717.0,716.8
POLL,316.0,324.2,309.0,283.4
TMEM97,6344.8,7520.6,4978.5,4502.0
STK39,829.6,767.4,586.75,514.2
TOR1B,540.8,621.2,673.25,555.0
MCAT,597.2,583.4,501.5,329.6
APOBEC3C,706.0,812.6,752.0,844.0
DESI1,1202.8,1422.0,1368.0,732.0
SGSM3,86.6,100.0,89.0,105.4
HTRA2,413.4,399.0,315.5,263.4
MAT2B,3397.6,3114.2,3594.0,3091.4
TOR2A,439.6,426.2,362.25,384.4
POLM,172.8,225.0,277.75,215.2
EML4,1731.6,2007.4,1754.75,1865.4
TMEM121B,182.8,172.8,241.5,198.6
HDHD5,569.6,520.4,521.25,394.8
CECR2,19.8,21.4,15.0,23.8
PPP2R3B,21.2,22.2,31.75,32.6
SLCO4A1,136.8,122.0,114.25,86.8
SLCO3A1,227.8,251.4,205.25,273.6
NKIRAS2,761.4,1017.8,991.25,907.2
NKIRAS1,161.4,168.2,167.0,142.2
TRIB2,14.8,19.6,2.25,19.4
CCDC22,55.2,59.4,50.25,55.4
DEXI,282.4,307.8,276.0,285.6
LAMTOR2,519.0,509.2,469.5,467.4
MRPS28,764.8,680.4,625.5,616.2
COA3,1116.4,1088.8,879.25,872.8
TMEM176B,0.8,0.4,1.75,1.8
DCPS,48.8,52.4,61.5,40.6
OSTM1,1020.6,1043.0,1154.75,1170.2
GIT1,205.0,235.0,256.75,199.2
SNX24,191.4,211.4,100.0,122.6
SLC6A16,0.8,1.6,0.0,1.2
BZW2,3691.2,3551.4,3653.0,2522.6
C11orf54,455.8,517.4,486.25,419.8
AAMDC,48.6,43.0,36.0,50.2
SPCS1,4026.6,3630.2,3443.75,3626.2
MRPS18B,1772.8,1587.0,1232.75,1187.2
C19orf53,2832.0,3079.6,2809.75,2709.8
ACAD9,510.4,530.0,492.25,467.2
MRPL42,4872.4,4854.8,4926.5,3986.8
TMEM14A,160.4,133.6,3.25,15.0
IFT81,160.4,161.8,131.5,130.4
FLVCR1,719.4,833.6,719.25,694.2
RGCC,123.0,86.4,26.75,34.2
MCTS1,1104.4,1187.8,1323.75,1229.4
MAGEH1,80.8,95.8,93.75,119.6
NOB1,2728.0,2812.0,2771.0,1817.2
DBNL,603.8,640.4,754.25,820.2
NTMT1,261.4,231.0,221.25,193.6
ASTE1,649.4,788.6,652.25,583.6
COMMD5,181.2,190.8,318.25,320.8
MACROD1,15.4,14.8,18.25,10.4
HIPK2,61.8,86.4,66.25,189.4
MRPL13,3684.6,3190.0,3138.75,2808.8
KLF15,14.0,13.8,7.75,9.6
SLC43A3,4528.2,4590.2,4528.0,3282.0
ATAD2,7893.2,7559.0,6953.5,7534.8
C16orf72,1024.0,1044.8,1004.25,1071.8
FAM156A,299.4,261.2,268.25,286.0
TMEM230,5106.8,5449.2,5188.0,4938.4
WDR91,296.6,312.0,255.75,319.8
ZCCHC4,337.2,352.8,329.75,273.2
29065,2.6,2.4,2.25,3.0
ZC3H7A,599.2,624.6,658.0,602.8
ZBTB44,4534.6,4971.8,5598.5,4230.2
CCDC113,88.0,95.8,21.25,26.4
C1GALT1C1,537.2,517.4,519.0,480.8
SETD2,363.0,380.0,406.25,383.4
MRPL18,3777.0,3738.6,3808.0,2816.8
29075,6.6,9.8,9.5,10.6
NDUFAF4,736.2,705.4,762.5,500.6
MED4,3234.4,3176.0,3819.0,3989.0
CCDC59,3502.8,3335.6,3238.75,2592.0
METTL5,4463.0,4074.4,3962.75,3238.8
CHMP4A,682.6,631.8,598.0,634.6
GTPBP8,440.0,443.6,421.25,513.6
PHPT1,469.8,460.0,352.25,377.4
BABAM1,758.6,684.8,540.75,619.2
THYN1,335.4,306.4,341.75,343.0
MRPL15,1535.6,1424.2,1466.5,1219.2
UBE2T,643.8,577.2,688.75,706.2
TIMM21,1105.2,1062.2,926.75,767.2
STXBP6,11.6,14.8,3.25,3.2
LINC00339,630.6,637.2,558.0,621.8
MRPL22,270.8,240.2,235.25,257.2
LGALSL,0.8,0.0,0.25,1.2
ORMDL2,448.8,482.8,462.25,472.8
CNIH4,761.0,798.8,752.75,688.8
RANGRF,487.0,494.8,387.25,364.2
COMMD9,1349.0,1406.8,1085.25,1075.0
TMEM208,206.0,204.0,166.75,187.6
SSU72,1890.2,1792.2,1554.75,1461.8
DROSHA,313.4,289.0,341.25,307.4
DNAJC15,612.8,563.8,17.0,73.4
N6AMT1,119.0,117.4,119.25,99.0
CFAP20,725.6,697.8,755.0,584.8
SCG3,2.2,2.8,0.0,1.4
NXT1,361.2,319.6,292.5,221.4
PYCARD,462.4,455.0,414.75,521.6
FHOD1,92.6,85.4,99.5,84.6
TBK1,906.6,967.8,963.0,1042.6
SAP30BP,360.6,386.4,367.25,357.2
MYLIP,309.6,330.0,331.0,500.6
BRD7,161.8,169.4,178.5,152.4
CLEC2D,14987.0,16630.6,18948.5,10999.0
ANKRD11,330.0,425.2,491.0,430.2
C11orf21,280.8,383.4,334.75,427.2
CD274,3.8,4.6,8.25,5.2
RACGAP1,3011.0,3159.6,3180.0,3806.4
UHRF1,2489.6,2457.2,6977.5,3207.6
BLNK,31.6,216.4,356.75,1146.2
USP25,551.0,530.2,513.75,414.4
PACSIN3,23.4,19.2,5.0,5.6
TMOD4,6.6,5.4,5.5,6.8
TMOD3,2989.2,3692.0,4041.5,3804.2
TMOD2,63.6,111.0,101.0,182.8
POM121L9P,4.0,3.4,2.25,2.6
ABT1,769.8,783.4,798.75,754.4
PARVB,657.8,602.2,473.0,417.4
NCAPH2,512.4,526.6,506.0,456.2
CYP2S1,38.2,45.8,17.25,24.6
OLA1,4836.8,4547.8,4797.0,4156.0
UQCR10,3201.6,2997.0,2585.25,2738.2
YPEL1,378.8,426.6,506.75,450.8
ZDHHC8,108.2,124.6,143.0,118.6
VPREB3,0.2,0.2,0.25,1.8
REPIN1,499.8,548.2,682.5,600.0
GRHL1,18.6,22.0,38.75,35.4
TFCP2L1,0.8,3.0,0.25,0.8
SENP1,1971.8,2591.0,2735.0,2292.2
TFPT,68.0,63.4,68.5,94.6
UBN1,516.2,597.6,695.0,612.2
ALG5,346.4,293.0,321.5,327.6
ANAPC2,5.4,4.8,4.75,4.8
CNOT7,8319.4,8777.8,8181.75,6803.2
SNX8,39.2,45.4,31.75,47.4
SNX10,511.8,530.8,384.0,308.6
STRN4,275.4,319.0,310.0,339.2
GNL2,243.6,209.6,228.0,180.0
RBM15B,894.2,970.8,1057.5,945.2
PSMC3IP,1581.0,1722.0,1641.25,1625.2
CPSF1,62.2,63.2,95.5,66.8
MYLPF,8.8,8.2,14.25,17.2
TRA2A,1814.2,1642.0,1756.75,1756.0
GPSM2,909.4,997.4,799.25,1037.6
SAC3D1,55.6,51.0,50.25,53.4
FAM216A,961.2,894.4,842.0,458.2
CCDC106,73.6,89.2,94.75,76.6
EEF2K,934.8,1106.4,1122.75,1007.2
ST8SIA5,43.8,49.0,30.25,27.8
SNX15,115.0,146.4,109.75,167.6
HOOK2,30.2,30.4,35.75,30.2
UBIAD1,548.4,613.6,702.25,500.2
HCFC2,87.8,105.6,108.0,119.2
SNX11,455.4,483.8,460.5,509.0
RMC1,149.2,132.4,129.75,165.6
PYCR2,851.6,888.4,910.75,822.8
NME7,929.2,961.6,907.75,762.0
HILPDA,793.6,823.2,884.5,691.2
EPN1,250.6,241.0,219.0,239.4
GMPPB,103.0,111.8,108.75,95.8
GMPPA,80.4,82.0,76.5,80.0
SEC61A1,5088.2,6029.4,5111.75,4554.6
TIMM22,450.2,442.2,401.0,300.2
ALG6,384.8,364.8,433.75,388.6
GPR132,138.2,152.6,166.75,185.2
SNX12,719.2,804.6,763.75,760.0
RPA4,3.0,2.8,5.0,2.4
NENF,251.0,237.4,217.25,254.0
DSE,15.0,23.2,15.25,23.2
PKN3,76.8,89.8,84.75,120.0
PURG,3.8,3.0,10.75,5.8
PNMA3,3.8,5.8,3.5,3.6
ANAPC4,177.4,162.2,165.75,158.4
SERTAD3,98.0,97.2,83.0,97.2
OSGIN1,5.0,5.0,3.5,5.8
SERTAD1,64.0,59.6,50.25,78.0
DPP7,113.2,106.6,83.75,79.2
POMT2,111.0,123.2,109.25,106.8
CERS2,3571.6,3921.8,3857.5,3480.8
SLC25A24,1672.2,1796.8,1891.25,2184.4
DMGDH,5.4,8.8,3.75,6.4
NRBP1,223.8,248.0,311.25,313.6
MRM2,2048.4,2193.4,2014.75,1809.0
PRICKLE4,19.0,29.6,29.75,31.2
CDIP1,193.6,227.2,331.25,355.0
STRN3,696.2,696.4,725.0,739.0
LRP12,231.6,235.4,264.5,306.8
PSAT1,9934.4,10310.4,9543.5,6132.6
MDFIC,2116.8,2446.8,2165.0,3017.4
UBQLN2,648.2,696.0,870.75,1108.6
UBQLN1,5302.4,5521.6,5406.25,4955.6
DONSON,630.8,653.6,713.75,904.2
NRBF2,935.0,958.4,841.75,933.4
SLC39A3,296.2,353.6,424.75,286.2
PILRB,303.2,325.2,414.5,287.8
PILRA,21.0,17.6,11.75,16.6
BAZ2B,1767.0,1938.2,2013.25,1861.2
LMCD1,85.6,78.2,81.5,89.8
NOP53,186.4,162.6,200.25,208.4
BICRA,18.0,16.2,24.25,27.8
TNPO2,786.6,880.8,1104.0,738.6
ERO1A,2432.8,2790.2,2907.75,2247.6
EFEMP2,43.2,44.8,59.75,45.8
SH3KBP1,5078.2,5255.4,5643.5,4605.0
HUNK,47.6,62.8,77.5,61.2
ST6GALNAC6,198.2,241.4,199.75,250.8
ADGRE2,473.4,709.2,765.5,923.0
KCNIP2,27.6,32.6,34.75,43.2
CXXC1,66.0,82.0,76.75,61.2
ZNF354C,2397.2,2828.6,2592.5,2164.2
NT5C,511.0,512.8,405.5,392.2
POLR1H,388.8,384.6,364.0,298.4
CD209,67.0,89.6,32.25,53.2
DNTTIP2,308.4,286.4,293.0,248.8
SOCS7,504.0,633.0,703.75,619.0
EHD4,197.6,202.2,179.5,174.0
PIK3R4,287.8,257.0,274.75,262.4
CDR2L,74.4,72.4,29.25,27.0
TAX1BP3,305.8,301.6,384.25,418.6
STOML2,970.4,877.0,805.75,703.2
KLK14,0.8,0.4,1.5,0.2
ZBTB21,877.0,933.4,889.25,718.8
SCAPER,65.4,61.8,54.75,63.4
WRAP73,82.0,71.0,71.25,59.0
CLDN20,0.0,1.6,0.5,0.8
RRM2B,3613.2,4245.0,7013.75,5315.8
SMARCAL1,31.2,29.4,28.5,29.4
MINK1,96.8,105.4,100.25,93.4
SYCP3,32.2,30.8,15.0,17.0
PODXL2,41.2,37.6,8.5,12.0
CHST11,3637.4,4705.4,5446.75,4408.4
IL21R,45.0,99.2,35.25,349.0
ITSN2,107.4,114.6,121.5,140.4
DEF6,318.6,308.4,258.75,265.4
CYHR1,196.2,179.8,331.25,307.0
GEMIN4,109.4,104.0,92.5,65.2
PNPLA8,386.8,365.2,379.25,449.8
ARHGEF3,511.2,832.6,846.75,2080.0
NEUROG3,3.8,5.4,25.5,16.6
DCAF8,3159.0,3966.0,3897.0,3558.4
MYEF2,1369.8,1564.2,1592.0,1537.2
ASAP1,1292.0,1392.8,925.25,947.2
AK3,2214.4,2459.8,2898.0,2772.0
HP1BP3,4934.0,5699.2,5602.5,5606.0
HDGFL3,0.0,0.4,0.5,2.0
COPS7A,788.8,796.2,609.75,614.2
NSDHL,223.4,225.2,159.5,146.6
TAS2R4,17.4,20.0,18.5,20.0
TAS2R10,2.6,3.0,1.75,3.0
TAS2R14,89.2,72.0,75.0,84.8
F11R,571.0,635.6,657.25,783.2
VILL,11.6,12.6,10.5,13.4
SNHG32,316.0,315.2,287.75,296.4
PARD6A,4.6,3.2,9.5,6.0
CLEC4A,6.6,7.4,6.25,9.6
STMN3,363.6,399.2,270.5,224.0
RNF141,1108.0,1220.4,1015.75,1292.0
HEBP1,332.6,326.0,281.0,328.2
CDON,50.0,70.6,94.25,70.2
IMPG2,10.0,18.4,14.25,19.4
PDE11A,0.8,1.0,0.25,2.2
FOXP3,19.4,23.4,21.5,19.6
SHANK1,74.6,81.4,143.0,65.2
TMED5,6997.8,7841.6,7738.0,6013.0
SLC35B3,1977.6,2322.4,2223.75,2212.6
MTERF3,357.0,344.0,399.5,322.6
TPRKB,125.0,96.0,111.5,107.2
MED31,536.4,559.4,525.0,471.4
COQ6,32.0,34.8,38.0,29.6
AMDHD2,22.2,28.6,15.5,31.6
SLC35C2,364.4,373.0,342.5,298.8
ASCC1,2040.4,2418.8,2503.25,2311.8
DERL2,1727.8,1903.0,1780.5,1932.4
EXOSC3,2460.0,2473.0,2501.0,1963.8
FAHD2A,38.2,37.8,36.0,29.8
PRELID3B,5085.4,4811.4,6024.0,4328.2
EXOSC1,1998.6,2120.6,2023.25,1772.6
TMED7,3716.2,3864.2,3852.5,3520.4
ISOC1,774.2,715.6,708.75,523.4
EMC9,28.2,29.0,22.5,30.2
RRP15,1016.0,999.4,876.5,588.2
WASHC3,222.0,214.8,192.0,259.4
HDDC2,1684.8,1553.4,1835.0,1538.6
MRPS16,3834.8,3981.4,3799.25,3386.6
GLRX2,384.4,340.8,389.5,323.8
MRPS18C,1713.4,1703.0,1617.75,1535.6
FIS1,524.2,503.6,423.0,509.6
PAM16,106.2,105.4,101.0,87.2
GOLT1B,3064.0,3074.0,2871.0,2561.2
BOLA1,292.8,309.0,258.75,277.0
VPS36,4015.4,4519.6,4309.25,3834.2
DESI2,4048.8,4813.8,5110.25,4137.2
TVP23B,867.6,888.8,984.0,884.2
GLOD4,2357.0,2353.8,2273.25,1851.8
CELA2B,1.6,2.0,1.75,2.4
UBXN1,96.6,91.4,95.25,98.6
ZNF593,302.0,262.8,253.25,182.2
ZBTB7B,229.0,281.6,217.5,293.6
PI15,1.2,1.0,3.25,2.0
GMNN,1542.8,1414.2,1298.25,1246.8
PLEKHA8P1,438.0,493.4,563.5,434.6
LAP3,1126.2,978.4,1196.25,1154.2
WDPCP,194.4,247.8,236.0,235.0
ZNF691,90.8,100.0,108.25,110.6
TXNDC12,7268.6,7830.2,7412.25,5900.4
TXNDC11,25.4,25.6,31.0,39.6
ATL1,17.2,17.2,23.75,28.4
CALHM2,290.6,345.4,194.75,409.4
RPS27L,1245.6,1140.2,1371.0,1185.6
SSUH2,4.6,3.4,3.25,3.4
YARS2,425.0,387.0,405.0,339.8
NMD3,3631.6,3315.4,3516.5,2517.4
MRPL2,223.8,230.6,185.75,166.0
NOSIP,101.6,90.0,101.25,94.6
DERA,1362.2,1395.0,1342.0,1604.0
MEMO1,1579.6,1549.0,1513.5,1430.0
MRPL4,1340.4,1257.4,1097.75,804.6
APIP,893.0,806.2,911.0,849.6
TMX2,3505.6,3494.0,3180.5,2740.2
CUTC,1333.2,1203.4,1178.25,965.0
FCF1,2362.2,2407.6,2598.25,1870.4
THAP4,147.0,145.6,135.75,88.6
NDUFA13,708.0,710.6,806.0,861.6
MRPS7,1321.0,1206.8,1013.25,945.4
POLR1D,4763.2,5343.8,5892.75,4733.6
GAL,340.2,278.0,8.0,32.4
CRYL1,99.6,101.2,111.75,143.8
MLXIPL,2.4,3.6,1.75,2.6
YBX2,1.4,1.2,0.75,1.4
KLHL5,703.4,827.4,525.25,876.6
SEPSECS,853.8,986.2,982.0,996.4
SIDT2,175.2,175.0,140.75,146.0
RRNAD1,47.0,48.2,47.25,44.4
ADIPOR1,1934.0,2056.8,2009.75,2041.2
TRNT1,1002.2,1019.2,1091.25,810.8
UTP18,175.2,129.4,146.75,123.6
SCCPDH,675.0,596.2,730.5,601.8
IFT52,214.2,196.8,228.25,211.6
ABHD5,569.4,615.2,733.75,589.0
SH3GLB1,2041.8,2666.6,2788.5,2779.2
MECR,146.0,133.4,139.5,104.8
NDUFAF1,2877.6,2857.0,2659.5,2247.4
ABHD17B,947.2,900.6,1190.0,789.4
PHF20L1,3905.0,4456.6,4562.5,4954.2
TFB1M,323.6,308.4,280.75,215.2
APH1A,4418.2,4708.0,4090.5,4359.8
METTL9,1523.4,1526.0,1007.5,1376.4
RDH11,2862.0,2940.2,2161.5,2441.4
LACTB2,132.6,102.8,127.0,102.0
KMT5B,738.6,805.0,838.75,873.6
TRAPPC12,30.8,30.8,38.25,26.2
ZDHHC9,398.6,474.4,616.0,334.8
RMDN1,1823.4,2040.4,1849.5,2143.4
MRPS2,534.2,506.4,405.75,291.6
COQ4,154.6,164.0,157.0,118.8
UTP11,1259.2,1201.8,1137.0,892.4
SBDS,1905.6,1898.0,1631.5,1462.8
RPL26L1,722.4,645.4,560.5,588.0
COMMD2,1982.8,2336.2,2272.75,2056.4
ZNF706,1248.8,1173.8,1316.75,984.0
IER3IP1,4758.8,4484.6,4025.0,3966.4
GOLGA7,3621.4,4074.6,4571.0,4625.8
NAA20,2633.6,2477.0,2292.0,1986.0
TRIM17,2.2,1.8,3.5,5.0
SAR1B,1549.4,1627.2,1592.25,1429.0
ANGPTL4,2.0,3.4,4.5,4.8
ASB3,624.0,602.2,554.5,624.8
PHF11,402.2,421.2,366.0,449.6
RLIM,20978.2,21690.2,20938.0,19417.8
KCTD3,1289.0,1250.8,1078.25,1118.8
CEP83,423.4,416.2,382.5,271.2
IRAK4,1886.6,2303.2,2498.0,2544.0
RNFT1,698.4,731.6,728.75,739.8
COPS4,1695.0,1501.0,1474.25,1423.2
INSIG2,870.4,920.0,1040.5,924.0
CHCHD2,6061.8,5747.2,5743.5,5873.2
DYNC1LI1,794.2,810.0,875.25,897.0
HSD17B12,3240.0,3487.0,3147.5,2794.0
51145,0.2,0.2,1.75,0.4
ING4,293.0,290.6,309.0,332.0
CERCAM,140.2,152.6,146.0,117.6
MRNIP,48.0,56.8,46.75,50.8
SDF4,529.6,547.6,485.75,490.8
MRTO4,3853.4,3607.8,3262.75,2210.4
JPT1,4024.4,4260.8,5262.0,4553.4
ZNF580,159.8,171.6,162.75,207.0
VPS28,213.4,227.2,318.5,339.8
C3orf18,43.2,46.0,29.5,51.2
EGFL7,35.2,32.4,46.5,31.6
DBR1,390.0,388.2,383.5,358.0
DCTN4,4136.8,4689.0,5407.75,4493.2
CYB5R4,531.2,447.8,554.5,511.2
MYO15A,2.2,2.8,1.25,2.8
HSD17B11,3963.6,3701.4,3488.75,3848.6
NAGPA,97.0,86.6,79.75,69.2
TUBD1,332.6,279.2,274.25,250.8
TUBE1,294.2,222.4,234.0,132.2
LEF1,0.4,0.6,1.75,1.6
PLEKHO1,34.0,44.8,31.75,79.8
DCXR,280.6,242.2,231.25,224.2
HSPA14,1687.6,1861.8,1959.5,1574.6
GPN3,1278.4,1123.6,1077.75,835.4
CRBN,659.6,755.8,814.5,793.4
TCEAL9,41.8,34.2,49.75,56.0
RSL24D1,14421.2,13110.4,13042.25,10290.4
SS18L2,2189.2,2074.4,1859.0,1756.4
HERC5,3.8,5.4,5.25,8.4
CKLF,149.0,179.2,128.25,242.4
ZNF639,345.8,326.8,309.0,268.4
IPO11,1960.2,1787.2,1604.5,1275.2
RAPGEFL1,35.4,44.6,44.5,38.2
PLCE1,6.2,8.0,5.5,4.8
NIN,3190.2,3756.6,3723.5,3269.4
ZDHHC2,130.6,132.4,80.0,70.8
DDX47,827.2,829.2,847.25,778.4
NUSAP1,5986.0,6952.6,6854.5,8471.4
TACO1,186.2,175.8,149.75,147.8
GP6,5.6,11.4,5.5,9.6
GLRX5,2422.8,2223.8,2200.25,1967.6
ZNF219,16.8,15.4,12.75,21.0
ABI3,14.6,15.2,25.75,40.6
COPZ2,3.2,12.4,70.5,79.4
PIGP,425.6,413.2,390.25,414.8
GLTP,428.6,461.2,370.0,407.2
PHF20,1282.2,1375.6,1422.75,1236.6
VRK3,314.8,327.2,363.5,354.2
CRIM1,21.2,27.8,37.5,63.2
DRICH1,0.6,1.6,1.25,1.0
EMC4,2158.4,2187.2,2346.25,1985.0
HGH1,336.6,393.6,647.25,406.4
MZB1,3.6,4.6,14.0,4.4
ANKRD39,87.4,91.6,109.25,95.2
COX16,1395.8,1304.6,1269.75,1094.4
CCDC174,175.6,221.6,218.5,210.8
SHISA5,1244.8,1234.6,952.25,966.4
PAIP2,8182.2,8149.6,8592.0,7016.8
PDZD11,658.2,694.2,688.5,712.2
TMEM69,1325.0,1305.0,1053.75,1001.8
MTRES1,154.0,129.6,119.75,107.4
NT5C3A,1357.0,1243.6,1380.25,1082.0
MRPL37,409.6,386.4,409.5,392.2
RNF181,306.2,279.2,241.5,264.0
TBC1D7,645.4,723.8,762.5,855.2
MARCHF2,67.0,83.0,81.25,110.6
MRPL51,2441.4,2262.2,1962.0,2227.0
TMEM216,362.6,374.2,322.5,220.2
PBDC1,855.2,791.2,857.0,821.2
MRPL30,4098.4,4514.6,4126.75,3569.6
MRPL27,792.2,697.8,650.0,691.0
CDKL3,21.0,18.8,15.5,17.6
PIPOX,82.2,132.4,83.75,255.4
UBAP1,492.6,585.6,564.25,596.2
BET1L,860.0,1052.2,944.5,824.0
KLF3,459.4,534.2,433.5,433.6
MAPKAPK5-AS1,2177.6,2086.2,2018.25,1774.8
DNAJC27,80.4,89.0,95.25,110.2
IER5,281.0,317.4,193.75,463.0
C1RL,316.8,439.8,394.25,609.2
GOLM1,704.2,795.0,417.75,402.8
ANKMY1,13.4,11.6,6.5,10.0
SCAND1,60.6,45.2,48.25,60.0
BFAR,1295.2,1382.6,1293.75,1098.6
TLR7,16.4,38.4,16.25,135.0
COA4,3165.0,3063.4,2795.5,2173.4
ERGIC2,2260.4,2211.6,2254.25,2018.2
GMIP,239.6,303.4,331.5,364.6
GMPR2,1143.6,1132.2,956.25,945.0
CD320,395.2,365.2,316.75,215.8
PCDH12,25.0,27.4,25.25,28.0
ECSIT,739.2,711.8,579.25,523.4
SLC15A3,29.4,50.0,20.0,85.2
NRN1,312.8,289.0,133.5,164.2
TIMMDC1,1593.8,1662.8,1517.0,1410.4
FKBP11,53.0,69.0,62.25,77.0
ZDHHC3,2407.0,2866.8,2838.25,2272.4
KCNK9,4.0,3.8,6.25,2.4
FAM13B,808.0,1059.0,1217.25,1233.6
FAM53C,1085.8,1243.6,1187.0,1064.2
REEP2,8.8,7.6,5.0,5.0
TLR8,2.0,0.8,0.0,0.6
SLC25A37,2349.2,2469.8,2190.0,1949.8
GASK1B,4.4,8.6,5.25,34.8
KRCC1,656.6,568.4,526.75,716.0
PLAC8,3240.6,2944.6,4153.75,2688.6
PHF21A,606.4,689.0,581.5,676.8
MRPL35,2454.4,2721.0,2335.0,2003.2
RSRC1,1041.8,1000.4,1105.0,893.0
MEX3C,1122.6,1256.4,1465.25,1299.8
AMZ2,398.6,370.4,453.75,492.0
WAC,5261.4,5011.8,4756.25,5546.6
SPG21,1315.2,1288.0,1215.75,1074.8
ARL17A,356.2,428.0,484.5,504.8
ARL6IP4,704.0,681.4,594.0,637.8
TNFRSF12A,69.6,60.2,47.0,38.4
ZNF771,13.4,11.4,8.0,11.2
NGRN,645.6,607.0,612.5,503.2
THEM6,563.2,643.2,703.5,501.2
MS4A4A,114.6,114.0,139.0,118.6
CRNKL1,846.6,875.4,889.5,889.6
ZBTB7A,1184.2,1261.4,1304.0,1374.2
FZR1,226.6,275.6,259.5,294.4
TAOK3,3627.8,3682.4,3430.25,3731.4
ZNF117,1745.8,2713.8,4176.0,4065.2
51352,65.0,74.6,77.5,44.6
MBTPS2,1011.6,1201.0,1074.5,980.4
HOOK1,1.0,2.4,1.25,4.8
CDC40,1390.0,1445.8,1347.75,1282.0
ZMYND10,8.2,4.4,5.0,4.6
UBR5,2397.4,2496.4,3200.75,3069.6
POP5,718.2,699.0,682.25,632.2
TEX264,143.8,127.8,124.5,113.2
POMP,4917.8,4639.6,6126.25,5807.4
TMA7,2302.8,2102.8,1881.5,2001.4
MRPS17,640.8,534.6,486.5,354.8
ATRAID,574.2,575.4,509.5,559.0
UCHL5,8926.0,9966.2,10593.0,7987.0
ANGPT4,0.4,3.6,1.25,2.4
CRLF3,1159.4,1403.4,1515.5,1606.8
CSAD,48.8,46.4,49.5,56.4
ATP6V1D,812.0,874.0,880.25,1014.2
WNT16,1.0,0.6,3.75,1.4
ZNF589,1081.6,1412.2,1352.25,1155.0
EIF3L,4135.8,3751.6,3727.25,3694.2
NIP7,4131.8,4181.2,4019.5,2486.4
RWDD1,463.0,436.2,486.5,483.8
AIG1,3.0,4.4,57.25,24.2
TRPV2,49.0,44.8,47.0,51.2
COMMD10,943.4,920.0,879.0,878.4
WDR83OS,923.6,848.6,767.5,792.2
TRAPPC4,793.2,728.0,722.5,650.4
PPME1,580.2,662.6,691.25,577.8
NOL7,1973.6,2020.6,2072.75,1810.6
HEMK1,315.2,317.6,395.75,329.0
BIN2,1148.2,1304.2,1383.5,1963.8
PRKAG2,482.8,501.8,508.0,497.8
POLK,769.0,797.4,863.5,848.4
ZNF107,399.6,599.4,1328.5,1072.4
DDX41,246.4,238.4,221.0,206.8
SUCO,384.4,376.6,349.5,344.6
ANAPC5,553.6,494.8,504.75,448.8
ANAPC7,1245.8,1256.0,1314.0,1203.4
FAM8A1,999.2,1157.2,1119.0,1137.8
YTHDF2,1841.0,1637.4,1804.0,1625.4
RNF138,5210.2,4670.8,5019.75,3813.0
IP6K2,979.2,1198.8,1289.25,1193.6
PCYOX1,1570.6,1987.8,2087.75,1910.0
LCMT1,75.2,76.2,71.25,83.2
REV1,2800.4,3533.0,3742.5,3185.4
SFMBT1,183.4,213.4,229.0,188.0
GPR89B,192.0,183.8,197.25,202.6
UBE2J1,5321.8,5797.0,5823.0,6031.8
EVL,304.4,291.6,262.5,258.0
LIMA1,1787.4,1759.2,1758.75,1531.8
ISYNA1,322.8,283.2,279.0,288.6
HSD17B7,320.6,362.4,211.75,229.6
ANKFY1,1342.2,1718.6,1738.25,1691.2
SPOUT1,1037.0,1056.2,1069.25,1285.0
