GENE,MV411-DMSO_coculture_12h,MV411-VHL_coculture_12h,MV411-MYB-dTAG-DMSO_coculture_12h,MV411-MYB-dTAG-VHL_coculture_12h
SLC7A10,0.0,0.2,0.0,0.0
METTL3,5.2,8.8,6.5,8.0
PPAN,11.0,8.6,6.75,5.8
LTB4R2,1.2,1.4,2.5,1.6
CTPS2,11.2,12.8,16.0,17.4
EIF4ENIF1,8.4,4.8,8.25,14.2
KCNQ5,20.8,25.2,31.5,14.8
DNAJC12,3.2,3.0,1.5,1.2
CHST7,2.6,1.8,0.5,0.8
ERO1B,3.0,4.0,4.25,7.0
SLC2A9,0.6,1.2,1.0,1.0
DIABLO,23.6,25.0,22.5,20.0
INPP5E,7.0,5.8,7.0,7.4
BCCIP,69.0,95.4,82.75,73.6
EIF5A2,9.2,8.0,4.75,3.2
TMPRSS4,0.2,0.0,0.0,0.0
CLDND1,80.4,120.2,149.75,238.8
TWNK,156.0,169.8,142.25,100.2
NPDC1,0.2,0.0,0.5,0.4
POLE4,7.4,4.6,4.25,5.8
TRIM39,9.6,12.0,10.0,10.6
KCNK13,0.0,0.2,0.0,1.0
VTRNA1-1,0.2,0.8,0.25,0.8
PANX2,0.0,0.0,0.0,0.4
SUCNR1,1.8,1.0,0.5,0.4
AKIP1,3.0,5.0,7.25,4.2
C11orf16,0.0,0.0,0.0,0.0
TMEM9B,26.4,31.4,25.5,42.0
NRIP3,14.6,16.8,8.75,7.8
SAR1A,126.8,141.8,128.25,167.2
CFAP298,37.6,41.0,49.25,40.6
SLC2A4RG,18.2,18.6,30.25,15.0
ZC3HAV1,215.4,258.4,285.25,294.8
SLAMF8,5.0,6.2,7.75,2.0
GPR137,0.4,0.8,0.0,0.2
SPHK2,6.0,5.4,4.75,4.6
GRIPAP1,2.6,5.4,2.0,2.0
EMC7,23.8,30.4,30.0,25.4
RAD18,62.4,77.8,92.25,88.0
CELF4,0.0,0.0,0.0,0.0
CDC42SE1,141.0,176.0,181.75,247.8
FSTL5,0.0,0.0,0.0,0.0
UGGT1,73.2,88.0,97.5,105.6
KCMF1,36.2,36.0,43.25,54.4
TM9SF3,138.0,164.4,196.5,249.2
MDM1,16.6,20.0,22.0,20.0
UBQLN4,27.2,27.6,22.0,19.6
AGPAT3,42.2,45.8,45.25,47.2
AGPAT4,13.2,13.2,11.25,17.6
WRNIP1,20.2,22.6,21.75,30.8
BDH2,5.4,5.0,8.5,10.0
ANKS1B,6.4,7.6,5.0,10.6
TMEM167B,94.6,119.0,119.25,129.6
NDUFA4L2,0.2,1.0,0.0,0.8
PNO1,39.6,54.8,50.5,43.0
SH3GLB2,0.6,0.8,0.5,0.4
C15orf39,20.0,19.8,17.25,29.8
THAP10,1.8,1.6,1.5,2.4
SPIRE1,2.8,3.0,0.5,1.8
STARD7,220.4,266.6,277.5,291.0
MAP3K7CL,2.2,2.4,1.0,3.8
IFT46,2.6,2.0,1.0,2.2
C1GALT1,35.8,48.6,56.25,73.0
EXOSC5,2.8,3.0,3.25,2.6
SMARCAD1,59.2,73.0,74.0,73.8
DHX33,73.8,77.0,61.5,61.4
SEMA3G,7.4,13.2,10.25,13.8
MCCC1,35.8,37.2,31.0,43.4
LXN,2.0,0.6,1.25,1.4
NCLN,19.8,17.2,12.75,12.6
GPR108,3.2,2.0,2.25,5.0
SPPL2B,3.0,6.2,2.25,6.4
FEM1C,49.6,51.0,68.25,66.2
DUS3L,4.6,3.4,1.5,1.6
SMCO4,1.2,3.0,2.5,5.4
PMEPA1,2.2,0.6,0.75,1.6
ARNTL2,5.4,4.4,3.25,3.6
DUSP22,9.4,12.4,8.0,18.6
HMCES,3.6,4.0,2.5,4.4
CMC2,25.2,22.4,20.25,22.6
ENY2,109.8,137.8,102.0,127.6
OLFML3,0.0,0.2,0.0,1.0
MRPS22,4.8,3.4,4.0,2.2
EMSY,33.0,43.2,42.5,43.8
MFF,15.4,11.0,14.0,17.8
SDR39U1,3.6,3.6,7.25,4.6
XAB2,0.6,0.0,0.0,0.0
SMYD2,3.8,3.8,4.0,4.2
C5orf15,23.0,25.0,22.5,36.0
NT5M,2.0,1.4,1.5,1.4
NIT2,6.0,6.4,6.0,4.0
OTUD7B,11.6,12.6,10.75,27.0
WDR93,1.4,2.4,1.25,2.2
PARP6,13.8,15.8,9.75,12.0
ATXN7L3,41.2,55.4,42.25,56.4
CEACAM19,1.0,0.6,0.75,1.0
FAM20C,5.2,1.2,0.25,3.2
STOX2,9.8,10.2,12.75,13.6
PRDM8,12.2,13.6,25.5,11.8
PRDM10,16.6,25.0,35.25,24.0
PRDM11,0.8,1.0,0.5,1.6
POGLUT1,23.4,26.6,28.25,34.4
PSMG2,11.0,8.6,8.5,12.2
ADPRM,3.2,2.6,3.0,4.0
DTWD1,21.8,20.4,20.0,28.4
BBX,160.2,185.0,200.0,194.0
CDC42SE2,148.8,176.2,203.0,246.8
KIF15,13.6,13.4,22.0,19.4
TOMM22,204.2,219.2,190.75,183.2
CHPT1,0.2,0.2,0.25,0.0
TULP4,14.0,17.8,23.5,19.6
SLC12A9,2.6,2.4,3.25,4.8
COQ8A,29.2,24.4,24.25,19.6
CTNNBIP1,5.0,8.6,4.25,5.8
GSN-AS1,0.0,0.0,0.0,0.0
SDHAF3,13.6,16.4,17.75,17.4
YAE1,5.0,8.0,7.75,6.8
CCDC47,69.0,72.8,86.5,85.8
ACKR3,0.0,0.2,0.5,0.0
CABP4,0.0,0.2,0.0,0.0
COQ9,20.6,29.0,23.5,21.4
CCNL1,135.6,156.0,154.0,208.4
CIAPIN1,25.4,26.8,21.5,28.0
VPS35L,0.2,0.0,0.0,0.0
PDXP,65.6,69.8,78.5,72.2
SLC17A7,0.0,0.0,0.25,0.2
RSRP1,366.2,465.0,467.25,551.4
ANKMY2,21.4,20.6,24.25,32.6
RARS2,19.8,21.2,23.0,29.6
TWSG1,19.4,19.6,9.75,18.6
PLSCR3,1.4,0.2,0.75,0.8
UTP3,25.8,23.2,27.25,30.4
CHRNA10,2.0,2.2,2.5,4.6
PCBP4,0.2,0.4,1.75,0.4
57061,0.8,0.0,1.0,0.6
DDX24,47.4,63.2,58.5,49.2
KNL1,6.4,8.2,12.5,14.6
AGTRAP,6.4,1.8,3.75,3.8
ENTPD7,8.6,12.4,4.5,8.0
CASS4,0.0,1.6,0.25,2.0
PCNP,42.0,43.6,57.5,73.4
PITHD1,39.8,48.6,45.5,48.4
RPGRIP1,0.0,0.0,0.0,0.0
PARP11,10.4,16.6,18.25,15.2
AVEN,3.2,3.8,6.75,3.0
C12orf4,34.2,37.8,47.25,58.8
TIGAR,25.6,43.8,55.0,46.6
PNPLA2,3.2,2.4,1.75,3.6
CYSLTR2,0.8,2.2,0.25,4.2
NAT14,16.8,19.6,10.5,10.4
PDSS2,14.8,14.4,23.0,18.2
REXO4,48.4,48.6,40.0,32.6
ZNF695,1.2,0.0,1.0,0.2
INTS12,6.6,5.4,8.0,7.4
CAMK1D,12.0,16.0,15.25,18.8
GOPC,99.2,103.8,108.0,116.2
LPAR5,2.6,4.6,4.5,4.6
NUP107,3.2,3.0,2.25,4.0
PLXDC1,0.0,0.0,0.0,0.2
LYRM4,11.2,17.2,13.75,7.2
MRPL47,7.8,4.4,7.75,9.0
ATP13A1,3.2,4.4,3.25,4.4
CHMP1B,57.4,72.6,42.75,64.6
MAN1C1,0.2,0.6,0.0,0.6
APMAP,14.8,12.6,11.25,11.4
RNPEPL1,4.0,2.8,2.5,3.6
RTN4,66.6,86.6,87.75,121.6
ADCK1,2.2,1.2,2.5,1.2
TMEM159,6.2,7.2,7.75,8.8
SCYL3,12.4,13.0,12.25,18.6
RALGAPB,46.8,69.0,81.0,101.2
LYRM1,16.4,17.4,16.75,30.2
SMIM8,5.2,7.8,8.5,9.0
SLC44A2,0.4,2.8,0.75,1.8
SMURF1,51.8,63.6,61.25,79.6
PHTF2,17.4,25.4,24.75,39.0
JPH2,0.0,0.0,1.0,0.2
TRIM54,0.0,0.0,0.0,0.0
PELI2,16.2,20.6,20.0,34.2
PELI1,11.0,16.0,21.25,27.4
SALL4,0.2,0.0,0.0,0.0
ASPHD2,3.4,4.4,5.25,5.8
ZNFX1,26.0,33.4,28.25,37.0
DOLPP1,15.8,29.2,25.5,32.6
CORO1B,0.2,1.2,0.5,0.6
VARS2,0.4,1.4,1.0,0.8
ZMIZ1,53.6,73.6,101.75,131.6
KIAA1191,32.0,46.0,60.25,62.2
ACTR3B,3.0,3.2,2.0,3.0
SLC39A10,42.0,45.6,69.5,59.4
ANKRD50,9.2,9.4,15.0,13.2
FAM219B,38.8,47.8,41.75,56.8
NIPAL3,9.2,13.4,17.25,21.4
RALGAPA2,14.2,24.4,22.5,35.4
THOC2,12.6,10.2,14.25,13.4
DENND11,23.2,43.8,58.75,67.0
SELENON,4.6,5.6,6.75,4.2
VN1R1,0.0,0.0,0.0,0.0
MCOLN1,0.0,1.0,0.5,0.8
ATP10A,7.4,6.4,10.75,15.0
ATP8B2,0.4,0.4,1.25,0.6
ATP10D,4.2,6.8,6.5,10.4
ZNF248,10.2,12.0,17.5,15.8
SLC45A4,21.4,36.4,25.5,45.0
SPRYD7,12.6,18.6,12.75,13.4
THAP11,25.6,25.0,37.0,41.8
TTC7A,54.6,51.4,78.5,43.4
ERGIC1,14.2,17.2,12.5,10.0
PPP4R3B,73.6,94.8,81.0,100.8
NHSL1,1.0,3.4,4.25,5.6
LYRM2,215.2,243.4,219.0,268.6
SMAGP,0.0,0.0,0.25,0.4
SNX14,2.2,2.2,3.75,6.8
LINC00869,24.0,44.8,37.0,48.0
SLC4A10,0.0,0.0,0.0,2.6
DANCR,239.0,272.0,209.25,172.8
KAT14,11.2,15.2,7.75,14.4
PBXIP1,4.6,3.2,3.25,8.4
CBX8,1.2,4.4,6.5,7.0
RCN3,0.8,0.6,0.25,0.2
ZNF286A,83.2,120.6,172.75,119.2
SENP7,8.4,12.8,11.5,21.0
JPH3,0.2,0.0,0.0,0.0
ZNF304,18.6,19.4,0.0,2.8
TTYH1,0.0,0.0,0.0,0.0
MRS2,43.4,47.2,48.25,61.6
CLTRN,0.0,0.0,0.0,0.0
CLK4,24.4,28.8,35.0,49.8
RAB22A,44.8,40.0,50.0,67.6
CYP20A1,30.4,32.4,21.5,39.6
SPC25,0.0,0.4,0.5,1.6
ABHD6,1.2,2.2,2.0,4.2
NMRAL1,0.6,1.4,0.5,1.8
MIF4GD,6.0,6.8,8.75,4.4
SCYL1,3.2,5.6,4.25,2.6
AS3MT,0.6,0.8,1.25,2.4
TMIGD3,0.4,0.0,0.25,0.2
RHBDD2,5.2,3.4,4.75,6.2
C3orf14,9.2,9.6,9.75,13.0
WDR18,2.0,3.4,0.25,1.6
SLC24A3,0.4,0.4,0.0,0.4
NDRG3,15.6,14.4,18.0,17.6
NDRG2,0.0,0.0,0.0,0.0
BIRC6,32.8,29.4,36.25,41.2
PLEKHG5,0.0,0.0,0.0,0.0
REXO1,5.0,4.2,3.0,9.8
KIAA1143,80.2,106.2,140.25,137.6
TMCC3,0.4,0.8,1.0,1.0
GATAD2B,42.8,59.0,59.75,91.6
PPM1H,0.6,0.8,0.0,0.4
ISY1,19.0,28.4,21.75,25.4
MYORG,0.4,1.0,2.25,2.4
AMIGO1,0.0,0.6,0.0,0.2
STRIP2,9.0,8.2,14.0,16.2
TBC1D24,14.4,12.2,13.25,12.2
SCAF4,11.6,18.2,13.0,12.4
LRRC47,14.4,15.2,14.75,23.0
ERMN,2.4,2.2,2.25,4.8
CNOT6,52.2,66.6,66.5,75.6
ZNF512B,3.8,6.6,3.5,4.4
ZNF490,23.4,25.6,27.0,40.0
PLEKHH1,1.6,1.0,1.25,1.6
GRAMD1B,23.4,28.0,29.0,25.4
USP31,79.8,96.0,84.0,58.8
PRR12,3.0,1.6,1.75,1.8
CRACD,0.4,0.6,4.0,1.4
RNF150,0.2,0.2,0.0,0.0
NLN,54.0,64.2,67.25,59.2
ESYT2,57.4,66.8,82.5,57.6
ODF2L,6.8,13.8,15.75,17.4
AHRR,32.2,62.2,76.0,93.8
ARID1B,25.0,25.2,38.5,44.6
HEG1,15.2,24.6,24.25,62.6
RIMKLB,1.2,1.2,7.0,2.8
MRTFB,15.8,27.0,23.75,20.2
KIDINS220,26.0,38.4,29.5,40.8
CFAP92,0.0,0.0,0.0,0.0
MTA3,0.2,0.4,1.0,3.2
AARS2,11.6,13.4,14.5,13.4
MAVS,75.8,107.4,110.5,128.6
ZNF608,0.0,0.2,0.25,0.4
INTS2,32.8,48.2,44.25,64.6
MTUS1,0.0,1.0,1.0,0.6
XPO5,41.0,54.8,47.0,29.2
COG6,17.0,23.2,25.75,29.0
CASKIN2,0.0,0.0,0.25,0.0
ARHGAP31,0.0,0.0,0.0,0.0
SERINC1,99.4,134.4,122.75,189.4
STARD9,1.2,2.0,2.0,1.2
HECW2,0.2,1.0,0.5,1.6
RPTOR,4.6,6.6,6.5,5.8
SRGAP1,0.0,0.0,0.0,0.0
CASKIN1,0.0,0.0,0.0,0.0
KCTD16,0.0,0.0,0.0,0.2
CGN,0.6,0.6,0.0,0.2
HACE1,5.6,9.6,9.75,11.4
NUFIP2,377.8,518.2,583.75,646.4
TBC1D14,68.0,86.2,93.25,101.8
MIB1,67.4,98.6,110.25,119.6
ELAPOR1,0.4,0.0,0.25,0.2
KIAA1328,5.2,5.4,4.75,12.2
ALPK3,0.0,0.2,0.25,0.2
WDR35,40.0,49.0,27.75,18.4
ZNF398,116.4,131.8,139.25,125.8
KLHL42,25.4,42.6,48.5,67.0
TXNDC16,4.6,6.4,9.5,13.8
PDP2,106.8,124.8,142.5,150.2
ZNF624,8.4,10.8,23.5,23.6
TAOK1,178.4,257.6,311.25,428.8
NCEH1,29.6,38.6,37.5,50.6
MICAL3,9.0,10.8,6.25,6.0
NLGN2,2.2,1.6,0.5,2.6
SEMA6A,0.0,0.0,0.0,0.0
USP35,1.6,2.6,0.75,2.6
STAMBPL1,0.4,0.0,2.0,1.6
IFT80,6.8,13.4,19.0,19.2
ARRDC3,18.4,26.4,31.75,64.8
CEP126,0.0,0.2,0.25,0.0
KLHL8,93.8,107.6,96.5,100.2
ZNF319,6.2,7.4,7.0,9.6
SIPA1L2,5.8,6.2,2.75,7.2
TRMT5,27.8,31.4,35.0,28.4
DOCK6,0.4,1.6,0.25,0.2
KIF17,0.8,0.2,1.75,2.2
CCDC191,2.0,1.6,4.25,3.6
UNC79,0.0,0.2,0.25,0.2
FAM135A,5.8,4.0,6.5,4.2
PREX1,23.0,29.0,38.5,51.6
TMEM181,48.4,57.4,59.5,64.4
ARHGAP21,3.2,4.4,3.75,7.0
CRAMP1,36.8,59.4,72.75,63.6
CFAP97,45.8,54.8,59.0,49.2
RIC1,24.4,29.6,43.25,44.2
WDFY1,92.2,106.8,139.0,116.0
MRTFA,26.6,38.0,26.75,41.6
ZNF687,9.4,13.4,9.0,17.8
HOMEZ,4.8,3.4,4.5,5.0
BEGAIN,0.4,0.4,0.25,0.6
BAHCC1,55.6,62.8,98.75,76.6
WDR48,34.2,32.8,37.0,39.8
FNIP2,4.6,5.2,1.5,1.4
USP36,40.2,49.6,46.5,45.4
PITPNM2,4.2,3.8,1.25,2.2
SLAIN2,34.0,45.6,44.5,55.4
JCAD,0.4,0.2,0.25,1.2
DIP2B,80.8,119.0,108.5,179.2
RANBP10,19.0,31.6,30.0,31.8
FAM234B,11.2,13.6,16.75,20.8
RELCH,39.4,44.8,47.25,67.4
TSHZ3,7.6,14.8,6.25,14.6
VPS18,11.6,13.0,15.5,14.6
STIM2,20.4,34.4,39.25,48.4
ZBTB2,92.2,94.4,105.75,119.4
LRFN1,0.4,0.6,1.25,0.6
ZFAT,8.0,11.0,11.75,14.2
SH3RF1,18.2,15.0,17.75,18.4
EP400,32.0,40.6,51.75,46.8
ARHGAP23,3.4,6.6,7.75,5.0
CCDC146,1.6,1.6,1.0,2.0
MYH7B,0.0,0.0,0.0,0.0
POGK,94.8,131.0,137.0,124.8
USP28,9.4,10.8,13.5,12.0
DHX37,7.4,7.0,5.75,7.0
KIAA1522,0.0,1.0,1.5,2.2
PHF12,11.8,17.8,15.0,18.0
CIP2A,3.6,6.8,8.75,7.6
STRA6LP,1.0,2.6,1.0,3.8
UVSSA,3.6,3.4,1.5,4.2
GRAMD1A,1.2,3.4,2.0,3.6
HCN3,2.2,1.6,1.25,2.6
CALCOCO1,2.8,3.2,1.5,2.0
ZBTB4,25.4,31.0,33.0,36.0
PHRF1,1.4,1.8,1.75,1.8
PLEKHA4,0.4,0.0,0.0,0.0
RDH14,24.4,21.0,33.0,31.8
FBRSL1,7.0,8.2,7.0,9.8
EPB41L5,3.0,4.0,4.25,7.0
KIAA1549,0.0,0.0,0.5,0.2
BEND3,11.2,10.2,6.5,6.4
RNF213,12.6,22.6,19.75,36.8
ZFP14,7.2,12.0,5.25,5.6
GPAM,25.0,36.6,38.5,48.4
ALS2,12.4,17.4,15.0,24.0
CHD8,11.6,16.8,15.5,18.4
ZBTB26,8.6,13.2,14.5,15.2
VAT1L,16.2,27.8,82.75,16.0
ZSWIM6,15.8,12.6,14.0,18.2
TNRC6C,10.4,8.6,13.5,21.4
KIAA1586,8.6,10.0,12.0,9.2
ZNF317,170.6,228.2,215.0,232.8
USP37,101.0,125.8,160.25,170.0
DDX55,85.8,83.8,84.5,76.0
FANCM,1.6,1.0,2.25,2.0
SHTN1,8.8,9.6,8.0,11.6
CPNE5,3.6,3.8,3.75,3.8
FAM160B1,12.6,21.4,29.75,36.4
NCKAP5L,1.6,3.0,2.5,2.2
CWC22,30.4,26.4,26.25,25.8
GBA2,2.8,3.8,3.25,6.4
WDFY4,6.0,5.0,6.75,4.8
DENND1A,6.2,5.8,8.0,8.8
MEAK7,1.0,1.2,1.25,2.0
MIER1,86.0,99.8,126.75,150.0
KIAA1614,0.2,0.0,0.0,0.4
ZNF529,17.0,20.2,26.0,30.4
SFMBT2,198.8,291.6,359.5,477.0
SEMA4G,0.0,0.2,0.0,0.0
PRX,0.2,0.8,0.25,1.0
ANO8,1.4,1.6,1.5,2.8
GPR107,46.2,72.8,67.0,82.8
METTL14,48.4,46.4,60.5,61.4
IGDCC4,0.0,0.2,0.0,0.0
EPG5,29.8,32.6,38.0,36.4
NCOA5,36.4,45.8,41.5,61.4
WDR19,2.4,3.6,4.25,0.6
ANKRD36B,0.2,0.2,1.25,0.4
SPTBN4,0.0,0.4,0.0,1.2
ZFYVE28,1.2,1.4,1.25,0.8
TRIB3,55.0,56.8,31.5,24.4
ANKRA2,2.0,2.2,2.25,2.8
RBAK,218.8,270.2,292.5,315.2
MARK4,4.6,7.4,4.75,8.8
SUGP1,2.4,2.0,2.0,2.8
GATAD1,40.4,40.0,40.0,52.6
RAB40C,10.8,11.2,4.0,6.4
POLD4,8.0,8.0,6.75,11.2
CCAR2,61.0,60.2,68.75,69.4
LSM2,15.6,12.8,12.0,16.6
CCNB1IP1,12.2,10.4,10.5,7.6
CCDC181,0.0,0.0,0.0,0.0
GRHL3,0.0,1.2,0.0,0.0
HMHB1,0.0,0.0,1.0,0.6
RAP2C,34.2,53.2,52.0,73.6
C6orf47,9.6,12.0,9.25,15.4
KRTAP5-8,0.4,0.4,0.25,0.0
SLC4A5,0.4,0.0,0.25,1.4
ZNF410,66.4,79.4,76.5,110.8
SLC46A2,0.0,0.6,0.0,0.6
PTBP2,54.8,51.6,59.5,60.6
NFE4,2.0,1.8,1.25,1.6
CTDSP1,32.2,38.0,35.5,30.8
CXCL16,0.0,0.2,0.0,0.4
SQOR,7.2,6.8,4.5,6.4
MS4A7,39.8,45.2,32.5,41.8
TP53INP2,9.6,9.4,8.5,9.8
SRPRB,79.6,76.2,53.75,56.0
ENOPH1,42.2,35.2,48.5,47.4
RHOU,34.6,45.0,47.25,64.2
NLRC4,0.0,0.2,0.25,0.0
TRAPPC1,16.2,19.4,23.0,24.6
ZBED5,4.8,3.4,5.0,5.0
CREBZF,178.2,247.0,294.5,305.0
PCTP,14.8,21.6,21.0,22.0
ABHD17C,6.2,6.6,1.5,8.4
RPRD1B,40.8,58.2,64.25,75.8
ZNF71,0.6,0.6,2.0,4.0
ZNF77,5.6,11.4,11.75,10.0
INIP,29.4,42.2,37.75,41.6
JAM2,0.6,0.0,0.0,0.2
OVOL2,0.2,0.0,0.0,0.0
LY6G5B,6.8,6.8,8.75,10.4
PRUNE1,18.2,22.6,27.75,30.6
ZNF462,0.2,0.0,0.0,0.0
ZNF250,16.2,19.0,32.75,27.6
ARHGAP22,0.6,2.2,0.0,0.8
OSTC,37.2,46.2,40.0,36.6
SCAF1,0.8,0.8,1.75,1.2
KMT2C,34.0,41.6,45.5,61.6
CACTIN,15.0,14.6,9.75,15.4
DLGAP3,0.2,0.2,0.0,0.0
EPS15L1,21.4,32.0,35.25,32.8
SELENOK,18.8,18.4,17.0,20.8
SINHCAF,292.8,347.8,355.25,367.8
RBM25,98.6,103.2,106.25,120.8
WIZ,23.2,25.0,31.5,25.8
MID1IP1,69.2,75.4,62.25,78.8
ABRACL,23.0,19.0,31.25,25.4
RRAGD,7.8,9.4,3.75,6.6
MYOZ1,0.2,0.2,0.75,0.0
SNX6,29.2,30.6,33.5,29.8
PGAP6,2.8,1.2,0.25,1.4
HIVEP3,6.8,11.2,5.5,17.8
TLNRD1,6.0,4.6,10.25,8.2
CACNG8,0.2,0.0,0.0,0.4
UBL5,16.2,16.2,15.5,16.6
SIGIRR,1.2,2.2,2.25,1.4
PRDM12,1.0,1.4,4.25,0.6
PRDM13,1.4,1.2,0.0,0.2
PLEKHA1,0.4,0.6,0.0,1.4
PLEKHA2,64.8,83.6,92.25,153.4
HRH4,0.6,0.4,0.0,0.8
SCPEP1,3.8,5.6,6.0,8.2
SENP2,13.8,17.6,17.75,24.4
GNB4,47.2,68.2,70.25,93.6
ZNF350,25.2,27.8,19.25,28.0
KLHL12,33.0,46.6,36.75,53.4
RXFP1,14.8,15.8,6.25,5.6
LGR6,0.0,0.0,1.25,0.0
AFAP1,1.4,1.2,1.0,1.0
GPBP1L1,63.6,75.2,75.25,83.6
MYG1,0.4,0.6,1.25,0.4
FAM3A,1.8,1.4,1.0,2.0
AVPI1,5.6,5.4,3.75,3.0
TSKS,0.0,0.0,0.0,0.2
SLC25A19,66.4,68.0,54.0,28.2
EXOC4,13.0,14.2,16.5,15.0
TGIF2,75.8,91.8,104.5,99.6
CDH26,0.0,0.0,0.0,0.2
ELOVL5,37.0,49.6,62.25,50.2
SAV1,14.6,14.6,11.5,20.2
TRMT11,9.0,7.6,11.0,7.8
MRPS35,76.2,78.6,75.75,77.0
APOBEC3G,3.4,6.0,8.0,11.6
PPCDC,12.6,9.0,8.25,13.8
NIF3L1,14.6,17.8,20.5,20.4
CCDC90B,12.8,9.6,12.75,12.6
FASTKD5,13.8,25.4,18.0,23.8
CCDC81,0.2,0.2,0.25,0.2
AASDHPPT,46.4,61.4,72.25,86.0
AGBL5,1.4,0.8,0.75,0.6
LDAH,57.8,72.8,81.25,68.8
ELAC2,17.0,22.4,22.5,16.2
GUF1,72.2,96.4,89.25,87.2
SPCS3,129.0,151.6,163.75,198.0
NAA35,25.0,33.4,31.5,37.6
RINT1,5.8,5.2,9.5,10.4
SCOC,32.6,25.6,43.25,39.2
DHX35,14.0,20.4,21.25,22.8
RIC8A,19.2,23.8,16.5,24.2
MIIP,1.4,1.2,1.0,0.8
ATG101,11.8,13.2,8.5,9.4
GAS5,581.8,627.4,696.25,624.0
PROK2,0.0,1.2,0.0,0.0
PAPPA2,0.0,0.2,0.0,0.2
CELF6,0.0,0.4,0.5,0.6
EEFSEC,0.8,2.8,1.75,0.6
CELF5,0.0,0.0,1.0,0.2
SMAP1,16.6,20.6,23.25,31.2
TRAPPC11,31.4,37.8,41.75,54.8
ZFAND3,23.0,34.4,34.75,37.0
C14orf93,1.0,1.8,1.5,2.0
SLC22A23,0.4,0.0,2.0,0.6
BCORL1,0.8,1.4,2.0,0.4
SRR,3.6,4.8,6.5,13.2
BCAN,0.0,0.0,0.0,0.0
ABHD4,3.0,8.0,3.5,11.2
MRPL17,99.0,101.6,93.75,100.2
FAM204A,25.6,21.2,21.5,23.4
RNF123,1.4,2.0,3.5,2.4
THADA,43.8,54.4,46.25,45.6
UBE2O,10.0,7.6,12.25,9.8
VIPAS39,12.6,11.4,9.25,11.6
PIEZO2,0.0,0.0,0.0,0.0
HEATR6,13.6,18.6,15.0,17.8
NSUN3,2.6,3.2,1.75,3.6
FAM111A,54.4,76.8,79.5,156.4
MANBAL,29.4,27.6,19.25,35.0
GPATCH3,5.6,6.2,7.5,5.2
NAPB,46.0,61.2,58.25,65.0
SLC17A9,15.8,19.0,15.25,9.4
BLOC1S5,33.2,37.4,37.5,40.0
ELMO2,18.4,20.6,18.25,26.4
GALNT11,2.6,3.2,4.25,2.8
ZBED8,2.0,3.2,1.5,0.2
CHTF18,0.0,0.0,0.0,0.2
TNN,0.0,0.2,0.0,1.2
ZNF335,3.2,4.8,2.5,3.8
ANKEF1,0.4,1.4,0.25,2.6
XPNPEP3,38.4,48.8,42.75,41.8
MRPS14,52.4,69.6,68.0,79.4
CXorf56,10.4,13.8,12.0,10.6
MCUR1,11.6,20.8,22.25,21.6
PCIF1,2.6,3.4,1.75,4.2
FAM217B,51.8,63.4,64.5,84.4
GPSM3,8.6,13.6,12.25,17.0
NECAB3,1.8,2.0,1.75,0.6
FKBPL,0.2,1.2,1.25,1.0
CLSPN,37.0,45.8,54.0,63.8
PRDM15,28.2,31.8,37.75,32.6
FIGNL1,9.2,15.2,22.5,32.4
MYO1G,0.8,0.0,1.75,0.0
TSPYL2,6.0,7.8,2.25,5.2
RBM26,69.8,65.2,79.25,78.8
CDH23,0.0,0.0,0.0,0.2
LHPP,0.0,1.0,0.25,0.6
SLC28A3,35.0,44.6,16.75,17.4
RBKS,0.4,1.0,0.5,0.2
PBLD,0.6,2.8,4.0,7.4
GOLPH3,153.2,162.8,168.5,219.8
CLSTN2,0.0,0.0,0.0,0.0
MCCC2,16.8,21.4,27.0,26.4
SNX16,16.4,14.4,20.0,18.8
POPDC2,0.6,2.6,0.25,1.4
SAMSN1,1.8,0.8,0.75,1.0
EPB41L4A,0.2,0.2,0.0,0.0
PARVG,13.2,18.4,12.0,11.6
CENPK,2.6,4.6,7.25,10.6
RTP4,2.6,4.2,6.5,10.4
CRLF2,0.6,0.0,0.0,0.2
MAGEF1,19.2,21.0,17.5,26.4
MOAP1,40.6,49.0,50.0,63.6
TMBIM1,19.2,18.0,18.0,26.4
VSIR,9.8,13.4,8.5,26.8
SLC39A8,32.4,34.6,42.75,25.8
DUS1L,7.6,7.4,7.0,7.0
RRAGC,13.2,16.8,12.25,18.8
NOD2,5.2,6.8,1.75,6.2
TINAGL1,0.0,0.0,0.0,0.0
LIN7B,0.2,1.0,0.25,0.4
XYLT1,38.8,53.4,81.0,85.8
XYLT2,6.0,7.8,6.5,8.6
IFIH1,0.2,0.2,0.0,0.2
RBSN,18.2,22.2,19.75,30.8
PDF,56.2,66.6,51.75,54.6
KIF9,0.4,1.0,0.0,0.2
C17orf75,1.4,1.6,1.5,2.6
NCAPG,24.0,27.8,20.25,39.2
ERAP2,11.4,10.0,12.5,24.4
NECAB1,0.2,0.0,0.0,0.2
CARD9,4.6,3.8,1.75,0.8
OSGEPL1,4.2,3.8,3.0,7.4
DPEP2,0.0,0.0,0.0,0.2
P3H1,7.4,7.6,7.75,5.0
IRF2BPL,7.6,5.8,8.0,18.2
POPDC3,0.0,0.0,0.0,0.0
MMS19,15.8,11.6,15.5,12.6
DNAJC1,0.0,0.8,0.75,0.8
TFB2M,22.6,20.4,20.5,25.0
SEMA4A,4.8,7.2,5.75,9.8
PJA1,0.8,0.8,2.75,4.4
