GENE,mr571-MV411-DMSO_coculture_12h-r1_tcount,mr572-MV411-DMSO_coculture_12h-r2_tcount,mr573-MV411-DMSO_coculture_12h-r3_tcount,mr574-MV411-DMSO_coculture_12h-r4_tcount,mr575-MV411-DMSO_coculture_12h-r5_tcount,mr576-MV411-VHL_coculture_12h-r1_tcount,mr577-MV411-VHL_coculture_12h-r2_tcount,mr578-MV411-VHL_coculture_12h-r3_tcount,mr579-MV411-VHL_coculture_12h-r4_tcount,mr580-MV411-VHL_coculture_12h-r5_tcount,mr581-MV411-MYB-dTAG-DMSO_coculture_12h-r1_tcount,mr582-MV411-MYB-dTAG-DMSO_coculture_12h-r2_tcount,mr583-MV411-MYB-dTAG-DMSO_coculture_12h-r3_tcount,mr584-MV411-MYB-dTAG-DMSO_coculture_12h-r4_tcount,mr585-MV411-MYB-dTAG-VHL_coculture_12h-r1_tcount,mr586-MV411-MYB-dTAG-VHL_coculture_12h-r2_tcount,mr587-MV411-MYB-dTAG-VHL_coculture_12h-r3_tcount,mr588-MV411-MYB-dTAG-VHL_coculture_12h-r4_tcount,mr589-MV411-MYB-dTAG-VHL_coculture_12h-r5_tcount
ZFR,332,368,168,400,175,280,332,153,262,288,310,356,501,221,383,158,135,173,227
ASB1,68,60,30,58,31,82,96,50,49,62,69,58,97,52,113,94,61,61,132
NUB1,7,2,5,3,4,11,3,6,0,4,7,3,9,2,7,6,0,4,0
HSPB11,4,14,13,14,12,23,24,12,15,7,17,27,20,19,38,26,30,14,22
SARAF,96,105,81,113,62,150,99,44,73,79,88,106,144,44,253,155,113,182,190
ASB2,1,4,2,4,0,11,3,5,1,1,0,0,1,0,0,1,0,5,3
MPP6,22,15,10,24,11,15,29,13,26,26,23,17,43,13,31,11,8,14,19
SUFU,10,8,11,6,8,16,15,9,7,17,9,11,17,6,19,10,13,10,8
OAZ3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSM7,11,5,11,6,10,6,8,5,9,5,5,2,8,9,6,3,2,6,4
LSM8,77,86,53,101,42,120,148,80,74,71,110,117,165,61,208,119,107,94,160
CPSF3,6,8,15,8,4,7,10,8,8,5,25,9,6,11,13,13,8,11,7
TRAPPC2L,13,12,16,19,4,8,19,7,3,2,9,9,22,7,11,12,1,5,12
HECA,59,54,42,47,28,70,78,31,27,41,61,60,91,40,159,88,99,64,111
VPS29,43,39,34,34,18,50,55,27,42,30,49,32,57,34,92,67,62,65,83
CYB5R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLK,34,22,13,21,5,24,21,18,16,17,21,19,21,16,43,25,21,18,31
ACSL5,17,15,16,12,1,9,17,10,22,12,21,14,27,17,23,17,10,25,27
CYB5R1,13,11,3,5,3,14,14,6,7,8,4,9,14,8,14,13,12,23,8
ZNF44,0,3,2,2,0,0,0,0,7,2,3,4,1,0,2,0,1,1,2
SELENOT,61,75,29,77,44,84,84,39,62,47,57,56,72,29,126,87,69,68,100
RAB23,9,6,3,15,8,15,20,5,17,12,11,18,32,2,24,18,11,6,17
CES1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAB39,167,161,76,193,101,244,194,119,129,178,178,172,218,108,402,242,191,193,297
UIMC1,9,17,22,12,13,22,18,21,16,13,23,13,29,18,39,18,12,25,22
FBXO40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
DNAJB11,25,13,29,18,13,26,41,9,18,19,30,19,27,18,40,19,20,29,24
CMPK1,87,78,49,111,45,135,91,69,72,74,89,93,114,39,175,68,74,107,116
POLR3K,23,30,42,17,9,26,26,16,27,27,37,19,24,25,26,30,21,29,26
WBP11,28,31,19,30,12,27,37,15,20,23,37,20,27,14,51,37,25,33,44
UPB1,0,2,0,4,9,5,4,6,3,6,3,4,2,0,16,6,8,2,13
MSRB1,17,17,9,14,6,25,15,16,18,18,6,6,4,16,19,9,18,30,9
RAPGEF6,85,84,49,101,46,113,121,41,58,65,80,92,124,53,178,85,72,66,134
GHRL,0,0,0,0,0,2,2,0,1,0,0,0,0,2,0,0,1,0,0
WWOX,2,0,2,0,1,5,5,2,0,2,0,4,4,4,8,2,4,7,3
ARID4B,363,312,268,379,236,405,464,246,308,279,411,336,598,247,729,463,291,308,543
CD244,13,7,8,15,9,17,11,11,12,12,1,5,3,2,12,5,9,1,11
LUC7L3,450,359,236,433,268,493,511,250,361,363,404,392,547,237,711,413,329,360,492
RTEL1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0
HIGD1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERAP1,17,13,6,22,12,13,27,12,16,23,14,29,38,12,50,25,17,2,35
TMEM8B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CDK12,58,51,26,74,29,79,88,38,50,55,67,73,97,39,102,63,42,29,90
C9orf78,73,55,71,42,25,61,68,33,48,57,62,51,68,34,54,48,18,64,41
SYT17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ATP8A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RAB8B,45,43,8,62,19,71,55,42,29,31,37,61,65,29,100,65,47,18,79
INPP5K,3,4,4,4,3,2,10,3,1,1,1,2,3,4,3,5,4,1,1
GNG13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK26,77,83,31,83,32,80,91,30,49,71,77,97,125,50,133,38,51,60,71
TM7SF3,12,14,10,18,12,21,14,9,9,19,18,10,17,15,35,11,14,18,20
RSF1,21,15,13,24,16,24,26,10,14,17,22,18,29,11,51,29,15,12,30
MAP3K20,131,99,95,129,65,151,164,94,119,92,181,121,216,82,230,172,135,149,213
KDM3B,60,72,47,76,58,92,114,51,70,73,74,72,114,62,164,75,53,65,125
COQ3,1,1,3,8,1,0,1,6,3,3,8,4,4,7,6,1,0,4,0
TUBA8,1,1,0,0,0,1,2,0,1,0,1,1,2,1,2,4,3,0,1
PHAX,67,43,53,59,32,81,58,40,49,56,68,57,58,37,87,64,36,79,58
GALNT7,41,30,11,51,26,50,53,32,32,46,81,63,103,36,96,72,54,28,74
ADA2,3,2,3,2,0,9,9,6,1,1,4,3,1,2,15,2,15,10,7
BCL11A,83,54,76,116,46,113,137,63,76,77,119,112,174,83,191,105,135,139,156
BTBD1,127,114,78,148,80,183,130,94,110,99,138,143,193,85,224,115,110,166,187
SPA17,1,2,1,3,0,0,4,0,1,1,1,0,0,0,3,1,2,1,1
IL17D,1,1,0,0,2,1,2,2,1,0,1,7,0,0,1,1,0,0,0
NUDT9,2,4,4,8,3,10,3,11,5,2,3,1,6,1,18,4,2,5,4
ZFYVE1,4,13,5,7,5,7,8,2,8,7,13,18,6,10,19,9,6,16,15
PANK1,41,31,16,41,13,64,45,28,33,42,31,31,67,27,72,50,33,31,54
SHC3,0,0,1,2,1,5,1,0,0,1,1,0,2,0,3,0,0,0,0
NUP54,143,98,59,110,59,132,152,83,103,90,108,105,186,99,189,130,133,98,148
TPCN1,8,7,9,10,0,12,9,18,10,5,5,8,9,4,9,9,12,3,4
STX18,15,14,23,11,13,24,27,11,21,9,14,19,26,15,39,20,18,21,21
MBD3,27,19,18,14,5,24,24,21,18,18,8,17,26,23,24,19,4,24,19
ADAM22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTOV1,4,4,1,3,1,5,0,0,2,2,4,1,4,0,4,2,1,6,2
S1PR5,18,20,12,11,8,8,14,10,6,22,0,0,0,0,8,0,0,0,0
RIPPLY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXYD6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FXYD5,8,13,7,10,6,4,3,3,10,4,0,3,4,0,5,5,1,5,3
GPR84,2,0,1,1,2,5,2,0,2,0,0,0,0,0,2,0,0,0,0
IL20RB,9,5,6,6,8,7,7,4,5,4,11,2,14,6,10,7,0,6,4
FGFRL1,11,23,11,9,19,13,30,9,11,21,6,10,22,15,15,9,9,4,10
C11orf24,11,5,12,8,14,18,12,6,10,8,9,7,7,10,9,9,7,10,13
TRIM34,4,1,2,3,9,10,5,1,3,4,6,4,8,0,19,1,11,6,8
CLDN22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUOX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB4B,3,0,1,0,1,3,1,0,0,0,1,5,0,4,7,3,4,3,1
RAB24,15,28,13,14,5,17,21,12,24,9,14,9,19,7,21,22,17,22,16
PELO,16,3,10,13,6,15,21,7,6,5,13,7,17,6,23,11,11,25,16
PPIL3,28,17,15,14,3,16,12,6,14,10,16,18,19,6,26,32,11,24,25
CSNK1G1,75,123,53,104,60,113,152,87,89,107,93,102,168,87,170,145,97,59,155
CPSF2,37,34,15,48,13,44,44,23,22,29,37,29,38,23,78,33,45,32,53
BRWD1,161,235,53,252,124,331,347,203,159,214,187,290,502,178,566,276,238,69,509
SLC37A1,8,10,6,4,7,10,12,8,6,6,17,7,13,10,9,10,1,13,11
PCBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21orf58,12,10,14,23,15,22,16,13,10,17,21,15,23,25,31,16,18,24,28
YBEY,2,5,0,3,3,6,2,2,1,1,3,2,3,3,5,4,4,1,5
SMIM11A,3,8,5,3,0,3,5,3,8,1,3,2,1,0,4,1,2,2,1
MIS18A,24,31,31,22,14,33,30,19,22,23,30,14,29,16,36,13,18,33,19
LINC00158,0,0,0,0,0,6,3,4,0,0,5,5,7,8,13,10,2,7,8
SETD4,30,45,22,35,19,28,41,30,17,34,24,20,41,17,32,25,17,16,31
GSAP,15,20,11,22,7,19,16,8,15,13,8,9,17,5,9,6,13,7,10
TLR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
POLE3,351,298,221,364,202,335,505,262,325,352,298,292,384,274,492,305,188,217,379
CHRAC1,73,99,34,98,58,104,141,72,62,93,70,80,81,62,136,81,57,59,94
GPR88,0,0,0,0,0,6,2,0,0,0,1,0,0,0,3,4,2,5,2
MRPL39,0,1,4,4,0,1,1,1,4,0,1,0,0,2,3,2,1,2,2
C21orf91,62,68,25,74,35,80,60,50,32,80,72,68,73,42,151,67,62,61,123
DCUN1D1,77,82,32,82,43,117,109,52,68,71,66,110,162,51,181,93,86,66,138
NANS,1,0,1,4,3,1,4,0,1,1,0,1,1,0,0,1,0,5,1
CYCS,291,243,189,310,185,264,299,144,280,280,284,226,343,146,415,222,164,180,250
ERRFI1,11,14,9,12,6,27,31,9,17,13,12,11,14,3,34,8,22,26,20
KCNK10,5,0,4,6,2,4,3,0,2,5,2,0,0,0,6,6,10,6,12
TREM2,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0
TREM1,60,77,34,85,45,83,79,36,45,75,36,23,44,28,85,92,27,55,80
GPR85,20,19,6,21,15,22,29,14,19,29,11,17,38,9,15,14,11,4,7
GNG2,4,0,0,2,1,6,0,1,0,2,1,6,13,4,23,15,13,0,12
GDAP1,23,23,4,8,4,26,30,10,10,13,25,16,29,11,27,17,19,14,22
DPM3,0,2,2,1,0,1,1,0,0,0,0,1,2,0,0,0,3,1,1
WNT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERF2IP,80,73,105,92,55,108,117,42,79,85,131,65,96,78,158,115,85,142,109
SLC38A2,588,612,272,709,360,686,774,407,477,524,642,622,877,406,1109,630,472,316,780
NLGN3,0,1,2,2,0,1,2,0,0,0,0,1,0,0,0,2,0,1,0
SIAE,1,4,4,6,9,3,10,3,6,3,1,1,3,2,9,1,6,1,8
TAS2R5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DNAJC10,16,21,5,22,12,29,20,11,17,15,19,21,29,13,29,15,5,11,17
YIPF1,22,20,18,11,7,20,21,12,6,19,24,15,12,11,23,14,15,25,20
GAR1,18,15,20,22,11,14,16,4,15,24,27,9,24,9,22,3,10,21,10
SSH1,28,40,14,59,28,83,79,22,39,30,48,52,65,46,155,94,42,40,144
SH3TC1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
GFOD1,9,11,5,9,4,11,15,6,6,13,8,6,5,1,8,12,8,12,19
RBM27,95,96,66,111,57,110,123,38,77,97,123,109,160,60,181,103,111,79,131
SASH3,27,14,18,38,5,48,43,20,19,19,67,50,69,52,62,47,32,41,69
KCTD5,33,36,29,27,13,50,53,20,45,29,48,20,64,41,71,56,49,64,74
ANLN,69,42,43,82,39,85,95,39,62,73,71,46,121,52,181,94,111,97,119
RIN2,0,6,1,4,8,4,3,0,3,2,0,0,0,0,13,9,5,11,3
ATAD2B,31,38,15,52,28,47,72,26,29,26,35,37,48,29,92,34,44,26,62
FBXO42,24,21,17,23,16,28,42,17,14,30,40,36,57,20,65,48,30,27,82
TAF7L,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
PRR13,37,23,25,56,26,46,42,20,25,26,42,35,34,11,53,27,19,56,41
MRPS21,51,45,45,71,29,42,70,50,45,43,41,46,48,25,54,38,14,40,46
FBXW5,6,12,15,6,6,19,9,14,4,10,8,12,11,5,8,11,7,14,1
CCSER2,30,18,10,35,18,60,60,33,22,33,43,45,45,23,102,48,30,26,61
RETREG1,13,14,3,8,3,7,7,3,9,5,6,0,11,2,20,8,6,5,10
XRN1,28,46,7,55,15,90,57,32,43,50,26,70,89,28,128,58,66,34,105
ETAA1,9,5,10,10,3,8,3,3,3,10,4,6,13,5,14,2,6,6,12
ANKIB1,31,12,18,22,15,27,29,25,30,33,21,35,49,16,54,22,26,16,30
MIOS,10,5,10,9,6,11,9,12,6,4,5,3,8,1,14,7,2,10,9
ZFAND6,27,20,22,32,18,24,18,7,18,19,34,21,40,10,61,27,29,42,27
ARMCX6,11,9,3,9,13,13,8,4,12,2,5,6,4,13,12,4,2,5,14
MIEF1,184,160,114,176,69,183,193,118,130,150,177,133,224,131,221,176,115,107,204
TOLLIP,13,21,12,18,9,20,32,14,13,16,15,18,23,18,21,20,8,21,28
NLE1,29,30,38,39,24,34,52,30,34,37,33,28,42,45,37,31,22,11,19
RNF216,32,13,26,29,20,25,31,35,24,19,33,21,43,18,27,18,9,16,26
PIMREG,4,6,0,0,0,4,1,0,1,2,2,0,4,0,3,1,1,4,2
CHPF2,1,5,3,4,0,2,3,1,0,2,5,4,0,1,2,5,6,4,3
TRMT13,11,12,7,19,11,14,27,7,20,12,27,10,28,12,35,18,24,12,21
DGCR8,30,33,20,25,19,25,34,33,35,34,43,21,45,22,39,43,28,31,43
OTULINL,74,86,54,68,38,92,123,72,65,65,30,36,51,37,117,67,45,57,88
NEURL1B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11orf71,10,11,13,14,4,27,26,4,13,9,8,11,28,6,31,22,19,16,30
TMX3,108,98,49,75,52,111,116,65,73,67,124,101,159,68,216,109,92,69,145
PRMT7,1,0,0,0,0,2,0,0,4,1,0,0,3,0,0,2,0,1,2
HEATR5B,9,10,8,10,5,13,10,9,6,8,8,6,13,3,15,5,4,9,6
SMOX,1,0,3,2,1,1,0,1,1,0,5,0,2,0,0,1,2,2,0
TMCO1,62,51,58,74,31,95,107,39,66,75,84,64,101,43,137,102,69,70,116
RBM47,8,9,6,20,6,22,11,4,7,10,11,4,12,4,38,17,8,23,24
ZDHHC13,5,5,4,11,7,7,11,9,7,7,9,6,20,8,19,11,10,14,23
DHX29,6,3,7,11,2,7,2,4,4,3,6,4,9,3,14,5,2,7,6
ADAMTSL4,3,3,0,4,1,5,1,2,0,2,0,0,2,0,2,0,5,1,1
RHOF,12,9,12,8,6,10,24,12,16,17,8,11,5,10,19,5,6,5,8
EXOSC4,1,6,8,6,1,5,7,3,0,2,1,4,12,4,2,1,0,11,2
MTRF1L,33,48,40,32,24,53,43,26,29,52,36,53,62,25,77,50,35,32,72
PUS7,32,27,17,38,5,34,45,13,32,35,38,31,52,18,53,19,16,17,23
APBB1IP,9,5,14,3,5,9,8,9,11,10,5,13,8,10,16,7,4,12,11
CCDC93,109,100,35,93,78,108,162,70,90,112,101,136,162,79,157,132,89,56,154
WDR44,3,4,3,1,2,2,2,1,6,1,2,3,5,2,17,2,4,4,2
ANKRD16,4,6,7,3,2,10,3,6,5,3,10,6,8,1,8,8,3,13,12
ASNSD1,3,1,15,3,5,2,0,0,5,2,6,6,6,2,4,5,3,4,0
MIER2,7,11,2,8,2,6,7,3,2,5,1,6,4,1,6,2,7,8,1
USP53,1,1,0,3,0,8,3,0,1,1,4,2,4,1,8,3,7,3,6
MRPL50,39,53,20,59,33,60,69,41,39,34,59,71,68,29,82,46,32,48,56
CCHCR1,2,2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,2,2,0
EXOC6,41,32,28,35,21,46,39,19,17,28,40,21,64,11,66,33,34,37,47
SHLD2,24,12,19,32,20,32,38,11,16,21,32,20,51,17,29,22,14,31,28
NDUFB11,9,13,11,12,7,8,10,7,11,9,16,14,10,9,21,8,5,11,2
FAM193B,6,18,14,7,14,18,17,15,5,14,14,20,23,8,28,18,15,10,19
DDIT4,57,76,55,73,38,87,99,29,66,63,88,38,84,37,164,78,70,103,115
RC3H2,3,5,1,5,3,6,6,3,2,1,0,2,8,6,6,2,3,3,7
TOMM7,11,11,22,14,11,15,11,14,17,9,12,8,14,12,25,6,6,18,19
MTMR12,39,39,14,40,21,61,53,42,22,28,36,31,51,20,97,53,28,23,60
SDK2,11,2,1,2,0,4,8,3,0,6,11,8,5,4,2,1,1,1,2
NECAB2,1,2,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
GNL3L,51,48,44,59,33,55,90,51,59,55,56,55,90,43,80,53,41,48,59
MIR4453HG,44,53,16,59,34,76,86,37,49,50,24,55,77,34,99,51,53,22,72
WDR5B,17,10,11,24,4,21,31,14,14,11,24,11,15,11,39,24,21,24,34
DDX49,6,12,23,13,6,10,11,16,14,10,12,9,7,5,12,10,5,10,6
ING3,25,35,15,54,23,38,47,21,25,33,43,29,54,14,88,50,34,57,53
SGTB,10,21,11,24,21,23,35,21,22,17,18,22,28,8,49,36,27,12,60
SPATA6,0,1,1,0,0,1,0,2,3,0,0,2,2,2,0,0,0,0,0
DLL4,0,0,1,0,0,1,1,0,0,0,5,1,0,2,1,0,2,3,2
EGLN1,44,71,37,63,17,40,51,25,39,42,24,32,66,21,73,64,24,20,55
GNB1L,0,0,2,1,0,0,1,2,1,0,3,0,0,0,0,0,0,0,2
LZTFL1,57,63,13,53,29,43,76,29,27,60,52,67,60,30,86,43,30,13,46
MXRA8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NDFIP2,36,36,12,41,24,43,27,14,30,18,34,65,112,35,98,53,45,40,63
DDX56,21,23,32,29,6,19,32,22,14,22,13,23,26,10,15,12,4,27,20
INO80,95,99,73,91,50,80,157,87,87,82,106,83,114,77,139,119,74,57,105
CCNJ,40,17,5,27,12,65,53,28,30,40,98,93,141,75,127,79,74,36,107
FBXL19,12,1,0,3,2,2,1,2,2,4,4,3,2,2,4,3,0,0,3
VSIG10,1,1,3,3,4,5,12,5,0,1,4,2,6,7,20,22,17,17,25
ARL15,3,6,3,6,3,8,4,9,7,2,2,8,4,3,13,6,5,6,12
PAF1,75,47,73,48,33,61,88,54,54,53,63,57,61,50,77,60,40,54,64
PARP14,14,17,13,17,6,38,32,20,18,29,28,15,39,12,48,37,23,22,54
MAP10,24,15,7,24,5,22,19,10,10,10,19,23,21,8,26,19,25,20,15
MINDY2,21,35,12,25,26,65,45,16,19,30,30,38,53,24,98,45,29,59,54
PCDHB18P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D13,13,40,27,51,27,62,61,30,28,22,63,34,48,36,85,61,48,56,104
WDR74,1,7,16,10,2,5,4,6,3,8,8,3,5,5,6,2,0,6,3
TMEM106B,13,7,7,12,3,11,12,0,10,7,17,13,17,10,28,10,10,5,17
RSBN1,119,133,72,158,94,140,184,121,113,134,112,174,236,106,271,153,100,104,170
LRRN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRLS1,37,19,34,32,9,31,27,13,16,26,35,21,36,17,48,29,9,26,22
GTPBP2,23,11,19,17,8,30,27,27,18,28,21,24,25,10,38,28,24,24,35
CROT,6,4,1,10,3,3,7,1,10,3,4,15,10,9,3,10,3,10,10
ZNHIT6,45,50,19,56,25,42,91,41,42,60,49,43,97,56,87,58,33,32,53
P4HTM,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
MANSC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RRN3,0,0,2,6,0,1,7,3,3,0,2,1,2,0,2,2,0,1,1
PDP1,106,93,57,131,42,150,129,77,91,81,87,97,158,76,323,159,133,126,216
GPN2,10,15,5,6,6,14,10,4,5,7,3,6,15,9,9,13,10,5,9
MARCHF5,39,45,19,33,24,48,44,28,29,27,38,41,65,24,92,43,29,39,65
CNGB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD4,144,132,49,172,68,152,173,107,129,138,115,152,261,83,265,99,114,55,194
TMED9,35,47,32,37,13,32,31,19,29,40,26,30,33,22,35,35,12,37,29
SLC35F2,41,30,24,49,20,31,41,28,47,48,17,24,51,32,35,16,18,6,28
RAB39A,2,0,0,9,7,6,6,1,6,4,8,11,11,7,16,12,5,2,18
MPHOSPH8,32,52,34,31,25,47,49,26,33,36,49,32,37,13,59,61,48,63,53
XAF1,117,111,66,123,65,121,165,98,103,112,127,133,210,113,157,101,86,70,106
LEPROT,49,57,29,58,30,57,91,48,43,43,52,72,87,61,137,70,59,47,103
LY6K,4,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
EPDR1,31,18,16,34,12,44,45,18,23,32,28,21,52,36,47,37,35,35,49
FNDC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF853,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2
FAM20A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC4,0,2,0,0,0,1,0,1,0,4,1,0,2,0,1,4,0,1,1
PCSK4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GRAMD1C,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ZRANB1,53,73,47,77,62,72,70,28,50,69,67,67,112,33,121,65,42,56,78
TRIM44,107,71,53,116,71,115,163,92,111,102,131,137,190,90,228,130,109,81,195
PPP1R12C,9,3,13,3,6,11,12,14,15,8,6,6,11,12,13,9,3,4,7
RNF111,41,32,14,27,6,39,32,13,19,24,25,30,49,9,65,31,37,28,61
NSMCE4A,4,2,5,3,3,1,1,2,2,1,2,1,0,5,6,2,2,0,3
ALKBH4,28,21,25,18,8,25,20,9,16,20,22,24,19,15,36,17,18,22,12
BORCS6,11,4,3,1,4,3,8,6,7,6,4,12,3,2,12,5,2,5,12
DNAJB12,41,31,28,45,28,45,66,38,30,28,33,36,52,23,61,38,24,17,55
TET2,53,82,29,78,34,69,108,34,41,53,48,68,103,37,154,99,82,54,131
KCTD9,48,62,22,45,37,133,84,42,46,51,78,94,107,48,223,112,105,53,169
TRPM4,6,6,8,13,3,15,10,6,10,10,10,7,11,8,16,13,7,14,17
MED18,38,26,45,37,17,37,40,23,19,36,31,20,39,15,44,45,22,72,27
MBTD1,113,121,48,85,50,105,134,71,95,103,118,110,168,75,165,100,62,61,133
KLHL24,31,25,15,26,17,20,40,28,21,18,17,33,63,23,56,44,26,9,41
HAUS6,113,102,69,147,82,123,144,93,106,114,162,143,204,109,231,141,125,96,166
TRIT1,63,59,52,66,52,99,53,34,55,50,72,43,74,52,106,62,54,53,61
CNNM2,6,4,5,1,0,3,7,0,3,2,1,0,8,4,9,4,2,4,5
AHI1,9,9,16,8,2,16,16,2,8,8,6,10,11,3,20,16,20,14,16
ZNF586,32,29,19,30,22,53,52,23,32,24,33,48,57,32,62,52,45,38,74
DYM,13,6,3,8,0,13,8,6,4,6,6,8,13,11,17,3,5,7,7
SAMD9,56,41,19,61,34,91,67,33,52,46,50,59,94,41,120,72,72,54,88
GIPC2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF562,169,216,78,216,145,218,337,159,194,227,140,163,291,107,351,184,122,46,265
AFTPH,60,47,36,42,21,70,26,18,37,42,56,42,63,18,72,52,38,96,67
KLHL28,24,28,14,36,24,42,47,26,19,35,21,36,62,13,103,51,22,16,56
QPCTL,18,9,11,10,5,13,13,9,4,9,8,8,12,3,13,15,10,9,15
GATAD2A,38,34,33,47,20,53,56,34,46,36,59,33,64,43,70,43,52,38,47
AC090517.4,32,39,25,40,20,43,74,35,51,45,44,47,51,38,85,42,51,41,50
ZCCHC10,88,66,51,72,28,92,83,45,61,85,54,56,78,59,137,68,61,63,83
NDE1,26,23,18,23,14,26,38,17,28,22,25,23,33,22,39,29,14,17,39
ERCC6L,4,2,3,10,3,10,4,1,3,6,6,3,2,2,10,1,1,7,9
TRPM7,76,68,40,88,29,97,88,30,72,58,78,79,102,61,147,70,67,44,107
SWT1,0,2,5,5,3,3,5,11,5,5,2,0,1,7,7,4,4,1,6
GIN1,17,20,19,13,11,25,31,15,9,22,13,19,25,9,21,19,21,22,22
BCAS3,1,0,0,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0,2
ASPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS13C,52,35,29,35,21,57,55,47,28,42,18,39,92,40,104,54,60,20,54
GDAP2,15,22,5,18,9,32,29,12,18,14,25,28,43,11,53,25,16,15,36
BSPRY,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
WBP1L,71,66,45,66,31,78,86,34,43,58,46,58,87,47,102,94,59,72,116
LRRC49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APTX,38,56,51,52,26,80,81,38,51,40,43,61,65,43,77,41,57,42,53
BIVM,1,2,7,3,2,5,5,1,0,5,2,0,0,1,1,3,4,4,5
MFSD6,0,1,0,0,0,1,1,0,0,0,1,4,7,4,6,7,5,3,7
SYTL2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
ESRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SIDT1,21,22,8,11,12,17,21,12,9,10,27,18,34,24,44,24,17,13,32
ARHGEF38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0
DEF8,9,3,3,5,3,5,5,6,6,4,4,5,2,2,3,6,6,3,13
FBXL12,48,47,41,55,43,71,113,55,58,53,66,54,65,40,81,66,40,44,66
ANKRD49,67,70,50,83,32,116,82,39,60,48,79,63,78,44,143,82,100,114,117
PAQR5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR55,13,19,13,33,11,34,38,23,22,32,40,46,40,19,52,45,18,9,24
FAM83E,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TENT5C,25,22,15,31,13,43,35,22,16,18,152,178,223,130,85,42,35,27,64
GON4L,8,8,16,13,4,22,10,11,5,12,19,31,15,9,19,8,14,20,17
PGPEP1,28,32,38,28,16,42,40,28,26,40,40,44,47,29,43,48,20,47,49
ELP6,8,6,7,9,7,12,20,2,8,9,9,2,7,9,13,12,7,9,12
