chr	start	end	interval_id	num_peaks	num_samples	MV411_1_357_R1.bool	MV411_2_358_R1.bool	MV411_1_357_R1.fc	MV411_2_358_R1.fc	MV411_1_357_R1.qval	MV411_2_358_R1.qval	MV411_1_357_R1.pval	MV411_2_358_R1.pval	MV411_1_357_R1.start	MV411_2_358_R1.start	MV411_1_357_R1.end	MV411_2_358_R1.end	MV411_1_357_R1.summit	MV411_2_358_R1.summit
chr2	197216423	197216802	Interval_13868	2	2	TRUE	TRUE	5.78863	4.35208	11.29008	3.70055	14.29954	6.99419	197216423	197216535	197216802	197216787	240	159
chr2	197255579	197255762	Interval_13869	1	1	TRUE	FALSE	4.49137	NA	4.93609	NA	7.66459	NA	197255579	NA	197255762	NA	79	NA
chr2	197434675	197435458	Interval_13870	2	2	TRUE	TRUE	24.55564	7.62601	136.45532	13.70833	141.90868	18.16627	197434727	197434675	197435443	197435458	370	483
chr2	197452863	197453854	Interval_13871	3	2	TRUE	TRUE	9.48343	4.38793;7.4248	25.64568	4.26192;10.36867	29.07784	7.63482;14.5087	197453068	197452863;197453545	197453786	197453098;197453854	186	120;163
chr2	197499101	197499292	Interval_13872	1	1	FALSE	TRUE	NA	4.13026	NA	2.92671	NA	6.08008	NA	197499101	NA	197499292	NA	27
chr2	197499372	197500753	Interval_13873	3	2	TRUE	TRUE	22.17172	4.24283;3.97765	83.4686	4.0294;3.37766	88.00718	7.36533;6.59873	197499614	197499372;197500191	197500753	197499910;197500674	408	264;166
chr2	197515763	197516325	Interval_13874	2	2	TRUE	TRUE	11.97615	6.76021	34.62828	8.56703	38.26286	12.51447	197515763	197515818	197516325	197516111	184	130
chr2	197627053	197627243	Interval_13875	1	1	TRUE	FALSE	5.0119	NA	5.16474	NA	7.90709	NA	197627053	NA	197627243	NA	43	NA
chr2	197705034	197705682	Interval_13876	1	1	TRUE	FALSE	7.9841	NA	25.26435	NA	28.6849	NA	197705034	NA	197705682	NA	208	NA
chr2	198106752	198107113	Interval_13877	2	2	TRUE	TRUE	6.19343	4.6371	8.50779	3.63307	11.40783	6.9043	198106752	198106922	198107030	198107113	116	127
chr2	198327555	198327817	Interval_13878	1	1	TRUE	FALSE	3.24391	NA	1.65353	NA	4.14638	NA	198327555	NA	198327817	NA	256	NA
chr2	198639484	198639928	Interval_13879	1	1	TRUE	FALSE	7.64563	NA	13.61847	NA	16.71045	NA	198639484	NA	198639928	NA	299	NA
chr2	198913772	198914123	Interval_13880	1	1	TRUE	FALSE	5.73884	NA	8.87893	NA	11.79668	NA	198913772	NA	198914123	NA	102	NA
chr2	199229184	199229477	Interval_13881	1	1	TRUE	FALSE	11.75786	NA	30.29946	NA	33.83849	NA	199229184	NA	199229477	NA	143	NA
chr2	199417386	199417605	Interval_13882	1	1	TRUE	FALSE	5.0119	NA	5.16474	NA	7.90709	NA	199417386	NA	199417605	NA	81	NA
chr2	199455698	199456688	Interval_13883	3	2	TRUE	TRUE	6.46875	5.52031;3.41949	9.37115	5.12694;1.75537	12.30493	8.62388;4.67372	199455803	199455698;199456348	199456410	199455954;199456688	123	76;167
chr2	199457162	199457384	Interval_13884	1	1	FALSE	TRUE	NA	4.94022	NA	4.05306	NA	7.39031	NA	199457162	NA	199457384	NA	53
chr2	199458000	199459969	Interval_13885	3	2	TRUE	TRUE	4.59107;5.18985	9.46876	6.64339;8.88273	14.88452	9.46042;11.80429	19.44051	199458000;199459535	199458508	199458744;199459898	199459969	85;141	505
chr2	199460134	199460325	Interval_13886	1	1	FALSE	TRUE	NA	3.90531	NA	2.81581	NA	5.95502	NA	199460134	NA	199460325	NA	42
chr2	199663224	199663493	Interval_13887	1	1	TRUE	FALSE	6.88578	NA	10.49074	NA	13.46931	NA	199663224	NA	199663493	NA	114	NA
chr2	199738874	199739355	Interval_13888	1	1	TRUE	FALSE	6.81176	NA	13.42849	NA	16.51479	NA	199738874	NA	199739355	NA	138	NA
chr2	199772359	199772607	Interval_13889	1	1	TRUE	FALSE	4.99036	NA	6.44365	NA	9.25272	NA	199772359	NA	199772607	NA	134	NA
chr2	199850718	199851249	Interval_13890	2	2	TRUE	TRUE	6.57792	5.09898	9.55015	4.26242	12.49385	7.64362	199850718	199850765	199851249	199850980	67	104
chr2	199911058	199911542	Interval_13891	2	2	TRUE	TRUE	13.28295	5.71524	40.04845	6.30398	43.79249	9.97133	199911058	199911157	199911542	199911412	200	112
chr2	199955433	199955972	Interval_13892	2	2	TRUE	TRUE	4.79066	5.28467	7.37022	5.95899	10.22378	9.57967	199955433	199955526	199955883	199955972	159	84
chr2	200199127	200199318	Interval_13893	1	1	TRUE	FALSE	5.10915	NA	6.65618	NA	9.4745	NA	200199127	NA	200199318	NA	83	NA
chr2	200509832	200510308	Interval_13894	1	1	TRUE	FALSE	10.18192	NA	27.73271	NA	31.2097	NA	200509832	NA	200510308	NA	221	NA
chr2	200525910	200526394	Interval_13895	1	1	TRUE	FALSE	11.47716	NA	32.2962	NA	35.88099	NA	200525910	NA	200526394	NA	200	NA
chr2	200635320	200635507	Interval_13896	1	1	TRUE	FALSE	5.29331	NA	6.28572	NA	9.0842	NA	200635320	NA	200635507	NA	96	NA
chr2	200695522	200695737	Interval_13897	1	1	TRUE	FALSE	4.38908	NA	3.89861	NA	6.56137	NA	200695522	NA	200695737	NA	106	NA
chr2	200713100	200713429	Interval_13898	1	1	TRUE	FALSE	8.31676	NA	27.1936	NA	30.66039	NA	200713100	NA	200713429	NA	162	NA
chr2	200811252	200812584	Interval_13899	3	2	TRUE	TRUE	18.39157	7.22389;6.38464	66.03542	9.65989;7.64244	70.26967	13.72391;11.47771	200811252	200811600;200811906	200812584	200811837;200812344	249	109;161
chr2	200863744	200864837	Interval_13900	3	2	TRUE	TRUE	3.65956;5.82183	6.40529	4.39064;13.71422	9.51289	7.09102;16.81004	13.55814	200864159;200864555	200863744	200864333;200864837	200864655	15;151	514
chr2	200868847	200869031	Interval_13901	1	1	TRUE	FALSE	5.54473	NA	6.69113	NA	9.51211	NA	200868847	NA	200869031	NA	102	NA
chr2	200888811	200889565	Interval_13902	1	1	TRUE	FALSE	6.13068	NA	17.78446	NA	21.00608	NA	200888811	NA	200889565	NA	527	NA
chr2	201071564	201072016	Interval_13903	1	1	TRUE	FALSE	4.4912	NA	7.65102	NA	10.5157	NA	201071564	NA	201072016	NA	322	NA
chr2	201115881	201117184	Interval_13904	4	2	TRUE	TRUE	3.5931;6.96381	4.30373;5.03836	3.31818;17.81848	5.40806;6.16192	5.94584;21.04089	8.94549;9.81401	201115943;201116558	201115881;201116777	201116203;201117123	201116721;201117184	240;279	479;228
chr2	201117377	201117575	Interval_13905	1	1	TRUE	FALSE	3.91094	NA	4.41694	NA	7.11807	NA	201117377	NA	201117575	NA	104	NA
chr2	201118133	201118950	Interval_13906	2	2	TRUE	TRUE	7.81626	5.59553	16.35462	6.7634	19.53376	10.49233	201118342	201118133	201118800	201118950	128	215
chr2	201126345	201126646	Interval_13907	2	2	TRUE	TRUE	6.50075	6.41187	10.67143	7.68625	13.66259	11.52348	201126345	201126407	201126616	201126646	118	105
chr2	201157903	201158505	Interval_13908	1	1	TRUE	FALSE	8.66748	NA	18.5056	NA	21.74726	NA	201157903	NA	201158505	NA	319	NA
chr2	201208667	201209336	Interval_13909	2	2	TRUE	TRUE	27.15431	5.5686	106.88244	5.78339	111.82631	9.37136	201208667	201208985	201209310	201209336	361	172
chr2	201257699	201258005	Interval_13910	1	1	TRUE	FALSE	2.85163	NA	2.21223	NA	4.75456	NA	201257699	NA	201258005	NA	297	NA
chr2	201258305	201258816	Interval_13911	2	2	TRUE	TRUE	3.5931	6.76021	3.31818	8.56703	5.94584	12.51447	201258305	201258552	201258613	201258816	31	168
chr2	201451238	201451837	Interval_13912	2	2	TRUE	TRUE	17.96397	4.77319	65.12033	5.42595	69.33847	8.9743	201451288	201451238	201451837	201451751	309	256
chr2	201532718	201533023	Interval_13913	1	1	TRUE	FALSE	5.15652	NA	10.565	NA	13.55013	NA	201532718	NA	201533023	NA	156	NA
chr2	201576070	201576245	Interval_13914	1	1	TRUE	FALSE	5.37087	NA	6.76104	NA	9.58523	NA	201576070	NA	201576245	NA	65	NA
chr2	201642617	201642836	Interval_13915	1	1	TRUE	FALSE	5.87379	NA	9.5194	NA	12.45983	NA	201642617	NA	201642836	NA	95	NA
chr2	202033515	202034266	Interval_13916	1	1	TRUE	FALSE	8.32099	NA	18.86691	NA	22.12149	NA	202033515	NA	202034266	NA	190	NA
chr2	202091577	202091815	Interval_13917	1	1	TRUE	FALSE	5.19352	NA	7.84647	NA	10.7181	NA	202091577	NA	202091815	NA	84	NA
chr2	202121904	202122121	Interval_13918	1	1	TRUE	FALSE	7.2815	NA	15.28876	NA	18.43429	NA	202121904	NA	202122121	NA	142	NA
chr2	202127931	202128330	Interval_13919	1	1	TRUE	FALSE	6.19343	NA	8.50779	NA	11.40783	NA	202127931	NA	202128330	NA	142	NA
chr2	202238166	202238773	Interval_13920	2	2	TRUE	TRUE	6.48731	4.5068	11.48975	3.43812	14.51252	6.69404	202238166	202238479	202238762	202238773	479	182
chr2	202265446	202266337	Interval_13921	2	2	TRUE	TRUE	9.96234	7.85846	24.9246	11.89974	28.33653	16.18353	202265554	202265446	202266007	202266337	195	511
chr2	202375923	202376709	Interval_13922	1	1	TRUE	FALSE	17.63651	NA	57.15366	NA	61.2304	NA	202375923	NA	202376709	NA	209	NA
chr2	202634683	202634978	Interval_13923	1	1	TRUE	FALSE	5.18985	NA	8.88273	NA	11.80429	NA	202634683	NA	202634978	NA	182	NA
chr2	202635782	202636203	Interval_13924	1	1	TRUE	FALSE	6.40835	NA	10.09163	NA	13.05732	NA	202635782	NA	202636203	NA	175	NA
chr2	202849007	202849182	Interval_13925	1	1	TRUE	FALSE	2.99432	NA	1.6321	NA	4.11731	NA	202849007	NA	202849182	NA	95	NA
chr2	202911396	202911587	Interval_13926	1	1	FALSE	TRUE	NA	4.9738	NA	5.16916	NA	8.69144	NA	202911396	NA	202911587	NA	120
chr2	202911982	202912292	Interval_13927	1	1	TRUE	FALSE	5.73884	NA	8.87893	NA	11.79668	NA	202911982	NA	202912292	NA	151	NA
chr2	203014404	203014940	Interval_13928	2	2	TRUE	TRUE	11.77645	5.28467	41.38299	5.95899	45.15842	9.57967	203014404	203014570	203014940	203014888	299	138
chr2	203238718	203239458	Interval_13929	2	2	TRUE	TRUE	16.26904	4.5068	49.72562	3.43812	53.66515	6.69404	203238718	203239088	203239451	203239458	233	71
chr2	203500979	203501252	Interval_13930	1	1	TRUE	FALSE	5.3251	NA	5.98583	NA	8.77541	NA	203500979	NA	203501252	NA	154	NA
chr2	203535357	203535582	Interval_13931	1	1	TRUE	FALSE	4.648	NA	4.90289	NA	7.62565	NA	203535357	NA	203535582	NA	111	NA
chr2	203598369	203598603	Interval_13932	1	1	TRUE	FALSE	7.83073	NA	13.46035	NA	16.54946	NA	203598369	NA	203598603	NA	121	NA
chr2	203650158	203650479	Interval_13933	1	1	TRUE	FALSE	12.75524	NA	34.87438	NA	38.51362	NA	203650158	NA	203650479	NA	168	NA
chr2	203656659	203657024	Interval_13934	2	2	TRUE	TRUE	8.48325	6.38464	19.19385	7.64244	22.45657	11.47771	203656659	203656776	203657014	203657024	168	83
chr2	203659680	203659866	Interval_13935	1	1	TRUE	FALSE	4.99927	NA	5.47355	NA	8.22904	NA	203659680	NA	203659866	NA	141	NA
chr2	203674002	203674388	Interval_13936	1	1	TRUE	FALSE	6.9863	NA	13.32463	NA	16.40859	NA	203674002	NA	203674388	NA	152	NA
chr2	203786971	203787175	Interval_13937	1	1	TRUE	FALSE	4.93278	NA	6.6702	NA	9.4898	NA	203786971	NA	203787175	NA	39	NA
chr2	203811661	203811966	Interval_13938	1	1	TRUE	FALSE	6.67861	NA	11.42518	NA	14.44006	NA	203811661	NA	203811966	NA	224	NA
chr2	203891517	203891797	Interval_13939	1	1	TRUE	FALSE	6.40119	NA	9.25476	NA	12.18739	NA	203891517	NA	203891797	NA	128	NA
chr2	204256987	204257233	Interval_13940	1	1	TRUE	FALSE	5.50415	NA	6.98521	NA	9.81897	NA	204256987	NA	204257233	NA	113	NA
chr2	205700371	205700545	Interval_13941	1	1	TRUE	FALSE	4.13057	NA	4.57628	NA	7.28216	NA	205700371	NA	205700545	NA	79	NA
chr2	205706813	205706984	Interval_13942	1	1	TRUE	FALSE	3.7429	NA	2.87402	NA	5.46828	NA	205706813	NA	205706984	NA	151	NA
chr2	205707071	205707293	Interval_13943	1	1	TRUE	FALSE	5.71475	NA	8.07992	NA	10.96364	NA	205707071	NA	205707293	NA	115	NA
chr2	205753091	205753312	Interval_13944	1	1	TRUE	FALSE	4.50192	NA	4.07274	NA	6.74662	NA	205753091	NA	205753312	NA	106	NA
chr2	205868758	205869127	Interval_13945	1	1	TRUE	FALSE	15.21955	NA	50.61701	NA	54.5739	NA	205868758	NA	205869127	NA	234	NA
chr2	206085022	206086179	Interval_13946	2	2	TRUE	TRUE	10.72869	9.76474	28.87307	16.83713	32.38012	21.5594	206085341	206085022	206086175	206086179	444	604
chr2	206098828	206099275	Interval_13947	1	1	TRUE	FALSE	22.47848	NA	88.62505	NA	93.25201	NA	206098828	NA	206099275	NA	158	NA
chr2	206159194	206160260	Interval_13948	1	1	TRUE	FALSE	17.65012	NA	52.38379	NA	56.37143	NA	206159194	NA	206160260	NA	342	NA
chr2	206765083	206765895	Interval_13949	2	2	TRUE	TRUE	8.48325	6.00907	19.19385	6.75193	22.45657	10.4655	206765083	206765438	206765875	206765895	287	353
chr2	207143228	207143765	Interval_13950	1	1	TRUE	FALSE	7.23579	NA	14.26642	NA	17.38039	NA	207143228	NA	207143765	NA	270	NA
chr2	207165486	207167347	Interval_13951	4	2	TRUE	TRUE	5.98823;4.93278	4.88237;13.05624	12.12097;6.6702	4.22169;32.03983	15.16215;9.4898	7.59158;37.56653	207165902;207167165	207165486;207166346	207167048;207167347	207166234;207167229	630;135	271;341
chr2	207239124	207239416	Interval_13952	1	1	TRUE	FALSE	6.48714	NA	17.0701	NA	20.26978	NA	207239124	NA	207239416	NA	191	NA
chr2	207311468	207311778	Interval_13953	1	1	TRUE	FALSE	6.38741	NA	13.82861	NA	16.93061	NA	207311468	NA	207311778	NA	154	NA
chr2	207423872	207424255	Interval_13954	1	1	TRUE	FALSE	20.15593	NA	69.68652	NA	73.98268	NA	207423872	NA	207424255	NA	145	NA
chr2	207529413	207530369	Interval_13955	3	2	TRUE	TRUE	14.78196	4.50801;6.76021	54.86484	4.71231;8.56703	58.89853	8.15765;12.51447	207529458	207529413;207530025	207530369	207529786;207530356	290	77;168
chr2	207624856	207625670	Interval_13956	2	2	TRUE	TRUE	16.55642	5.89522	67.52599	7.59458	71.78398	11.40799	207625012	207624856	207625670	207625169	376	141
chr2	207625786	207626028	Interval_13957	1	1	FALSE	TRUE	NA	5.27467	NA	5.95184	NA	9.56187	NA	207625786	NA	207626028	NA	64
chr2	207632836	207633532	Interval_13958	1	1	TRUE	FALSE	6.18782	NA	12.96721	NA	16.03933	NA	207632836	NA	207633532	NA	410	NA
chr2	207662165	207662552	Interval_13959	1	1	TRUE	FALSE	5.38944	NA	9.6706	NA	12.62006	NA	207662165	NA	207662552	NA	143	NA
chr2	207691253	207691451	Interval_13960	1	1	TRUE	FALSE	5.38944	NA	9.6706	NA	12.62006	NA	207691253	NA	207691451	NA	90	NA
chr2	207711003	207711789	Interval_13961	1	1	TRUE	FALSE	5.6374	NA	9.06479	NA	11.99052	NA	207711003	NA	207711789	NA	592	NA
chr2	207769722	207770211	Interval_13962	1	1	TRUE	FALSE	16.0279	NA	51.54664	NA	55.52015	NA	207769722	NA	207770211	NA	196	NA
chr2	207772107	207772469	Interval_13963	2	2	TRUE	TRUE	7.20635	5.90639	12.37624	7.60421	15.42467	11.42815	207772107	207772220	207772445	207772469	183	104
chr2	208025465	208025929	Interval_13964	2	2	TRUE	TRUE	10.91601	5.37534	24.9652	4.92751	28.37733	8.39067	208025465	208025478	208025840	208025929	142	140
chr2	208172212	208172542	Interval_13965	1	1	TRUE	FALSE	5.40253	NA	8.24615	NA	11.13763	NA	208172212	NA	208172542	NA	153	NA
chr2	208172699	208172906	Interval_13966	1	1	TRUE	FALSE	4.6987	NA	4.36982	NA	7.06625	NA	208172699	NA	208172906	NA	58	NA
chr2	208254346	208254517	Interval_13967	1	1	TRUE	FALSE	4.54163	NA	4.72432	NA	7.43963	NA	208254346	NA	208254517	NA	94	NA
chr2	208255074	208255517	Interval_13968	1	1	TRUE	FALSE	3.99213	NA	7.78089	NA	10.65083	NA	208255074	NA	208255517	NA	148	NA
chr2	208265865	208266512	Interval_13969	2	2	TRUE	TRUE	11.14434	6.25962	44.89624	7.11189	48.74168	10.88252	208265865	208265919	208266512	208266119	306	177
chr2	208315541	208315714	Interval_13970	1	1	TRUE	FALSE	4.49137	NA	4.93609	NA	7.66459	NA	208315541	NA	208315714	NA	102	NA
chr2	209619801	209620041	Interval_13971	1	1	TRUE	FALSE	4.99026	NA	8.11744	NA	11.00531	NA	209619801	NA	209620041	NA	189	NA
chr2	209872763	209872982	Interval_13972	1	1	TRUE	FALSE	6.46947	NA	9.78074	NA	12.73668	NA	209872763	NA	209872982	NA	90	NA
chr2	210000917	210001122	Interval_13973	1	1	TRUE	FALSE	4.99036	NA	6.44365	NA	9.25272	NA	210000917	NA	210001122	NA	127	NA
chr2	210002393	210002913	Interval_13974	2	2	TRUE	TRUE	8.59278	5.90639	23.12326	7.60421	26.48702	11.42815	210002393	210002641	210002725	210002913	141	159
chr2	210003013	210003387	Interval_13975	1	1	FALSE	TRUE	NA	5.71524	NA	6.30398	NA	9.97133	NA	210003013	NA	210003387	NA	127
chr2	210170223	210171736	Interval_13976	3	2	TRUE	TRUE	18.79287	5.59553;6.07245	56.95939	6.7634;7.1694	61.03223	10.49233;10.94942	210170405	210170223;210170845	210171736	210170441;210171177	1088	171;174
chr2	212815563	212815751	Interval_13977	1	1	TRUE	FALSE	6.89112	NA	10.49702	NA	13.4786	NA	212815563	NA	212815751	NA	105	NA
chr2	213083295	213083518	Interval_13978	1	1	TRUE	FALSE	7.83073	NA	13.46035	NA	16.54946	NA	213083295	NA	213083518	NA	105	NA
chr2	214809413	214810291	Interval_13979	3	2	TRUE	TRUE	11.57686	4.82612;4.77319	40.24412	4.1505;5.42595	43.99651	7.49957;8.9743	214809413	214809492;214809935	214810291	214809732;214810199	363	135;105
chr2	215311724	215312306	Interval_13980	1	1	TRUE	FALSE	9.1484	NA	32.16974	NA	35.74909	NA	215311724	NA	215312306	NA	318	NA
chr2	215423410	215423581	Interval_13981	1	1	TRUE	FALSE	5.0119	NA	5.16474	NA	7.90709	NA	215423410	NA	215423581	NA	133	NA
chr2	215680959	215681370	Interval_13982	1	1	TRUE	FALSE	8.98214	NA	26.18826	NA	29.6308	NA	215680959	NA	215681370	NA	218	NA
chr2	215728623	215728867	Interval_13983	1	1	TRUE	FALSE	5.15278	NA	9.85223	NA	12.8124	NA	215728623	NA	215728867	NA	160	NA
chr2	215773886	215774095	Interval_13984	1	1	TRUE	FALSE	6.28827	NA	9.87541	NA	12.83578	NA	215773886	NA	215774095	NA	145	NA
chr2	215793816	215794028	Interval_13985	1	1	TRUE	FALSE	4.99152	NA	5.78757	NA	8.56051	NA	215793816	NA	215794028	NA	106	NA
chr2	215811603	215812187	Interval_13986	1	1	TRUE	FALSE	11.90238	NA	28.00614	NA	31.49309	NA	215811603	NA	215812187	NA	271	NA
chr2	215870215	215870488	Interval_13987	1	1	TRUE	FALSE	5.23985	NA	7.23354	NA	10.08017	NA	215870215	NA	215870488	NA	203	NA
chr2	215900287	215900530	Interval_13988	1	1	TRUE	FALSE	5.90127	NA	9.17771	NA	12.10846	NA	215900287	NA	215900530	NA	97	NA
chr2	216081748	216081959	Interval_13989	1	1	TRUE	FALSE	5.3251	NA	5.98583	NA	8.77541	NA	216081748	NA	216081959	NA	134	NA
chr2	216108983	216109596	Interval_13990	2	2	TRUE	TRUE	33.64244	4.24283	174.60802	4.0294	180.84695	7.36533	216108983	216109173	216109596	216109389	292	71
chr2	216114650	216115209	Interval_13991	1	1	TRUE	FALSE	18.18441	NA	82.91477	NA	87.44244	NA	216114650	NA	216115209	NA	231	NA
chr2	216389594	216389864	Interval_13992	1	1	TRUE	FALSE	5.58904	NA	10.47377	NA	13.452	NA	216389594	NA	216389864	NA	117	NA
chr2	216412194	216412785	Interval_13993	2	2	TRUE	TRUE	5.48917	5.35804	12.11592	5.4626	15.15365	9.01922	216412194	216412509	216412785	216412754	167	123
chr2	216485861	216486038	Interval_13994	1	1	TRUE	FALSE	3.3935	NA	2.7292	NA	5.31046	NA	216485861	NA	216486038	NA	91	NA
chr2	216498662	216499298	Interval_13995	2	2	TRUE	TRUE	8.38336	5.93984	23.1667	6.65165	26.53379	10.3496	216498662	216498956	216499082	216499298	140	66
chr2	216608678	216608869	Interval_13996	1	1	FALSE	TRUE	NA	5.94495	NA	6.01189	NA	9.64111	NA	216608678	NA	216608869	NA	41
chr2	216619449	216620234	Interval_13997	2	2	TRUE	TRUE	7.27889	7.4248	12.96389	10.36867	16.03251	14.5087	216619449	216619471	216620234	216619758	186	132
chr2	216633199	216633421	Interval_13998	1	1	TRUE	FALSE	4.80201	NA	4.8413	NA	7.56097	NA	216633199	NA	216633421	NA	148	NA
chr2	216683954	216684193	Interval_13999	1	1	TRUE	FALSE	6.07794	NA	11.91392	NA	14.9462	NA	216683954	NA	216684193	NA	155	NA
chr2	216880670	216881067	Interval_14000	1	1	TRUE	FALSE	6.77401	NA	13.79466	NA	16.89273	NA	216880670	NA	216881067	NA	165	NA
chr2	216945130	216945309	Interval_14001	1	1	TRUE	FALSE	6.14436	NA	9.62215	NA	12.56776	NA	216945130	NA	216945309	NA	95	NA
chr2	217086120	217086332	Interval_14002	1	1	TRUE	FALSE	3.49323	NA	3.80089	NA	6.46191	NA	217086120	NA	217086332	NA	119	NA
chr2	217162551	217162804	Interval_14003	1	1	TRUE	FALSE	3.79269	NA	3.93516	NA	6.60524	NA	217162551	NA	217162804	NA	191	NA
chr2	217222471	217222887	Interval_14004	1	1	TRUE	FALSE	11.17767	NA	37.99148	NA	41.69542	NA	217222471	NA	217222887	NA	249	NA
chr2	217223532	217223779	Interval_14005	2	2	TRUE	TRUE	5.46264	4.23667	9.8242	3.76958	12.78294	7.07179	217223532	217223552	217223779	217223743	114	142
chr2	217316808	217317067	Interval_14006	1	1	TRUE	FALSE	12.07659	NA	28.96693	NA	32.47481	NA	217316808	NA	217317067	NA	151	NA
chr2	217370449	217370654	Interval_14007	1	1	TRUE	FALSE	6.78445	NA	13.37367	NA	16.4581	NA	217370449	NA	217370654	NA	88	NA
chr2	217695057	217695554	Interval_14008	1	1	TRUE	FALSE	6.48731	NA	11.48975	NA	14.51252	NA	217695057	NA	217695554	NA	162	NA
chr2	217798882	217799327	Interval_14009	2	2	TRUE	TRUE	6.98608	4.85518	22.93142	6.44678	26.29186	10.12351	217798920	217798882	217799327	217799285	221	220
chr2	217851259	217851458	Interval_14010	1	1	TRUE	FALSE	4.45112	NA	6.05203	NA	8.84254	NA	217851259	NA	217851458	NA	102	NA
chr2	217902741	217902960	Interval_14011	1	1	TRUE	FALSE	4.7827	NA	6.70883	NA	9.53167	NA	217902741	NA	217902960	NA	79	NA
chr2	217934819	217935098	Interval_14012	1	1	TRUE	FALSE	3.3935	NA	2.7292	NA	5.31046	NA	217934819	NA	217935098	NA	86	NA
chr2	218216831	218217267	Interval_14013	1	1	TRUE	FALSE	13.3775	NA	55.00084	NA	59.0368	NA	218216831	NA	218217267	NA	220	NA
chr2	218217375	218217580	Interval_14014	1	1	FALSE	TRUE	NA	4.51912	NA	4.45948	NA	7.87563	NA	218217375	NA	218217580	NA	100
chr2	218257451	218257921	Interval_14015	1	1	TRUE	FALSE	7.48511	NA	22.43799	NA	25.79038	NA	218257451	NA	218257921	NA	311	NA
chr2	218270035	218270628	Interval_14016	1	1	TRUE	FALSE	12.97402	NA	48.36652	NA	52.2812	NA	218270035	NA	218270628	NA	371	NA
chr2	218286889	218287328	Interval_14017	1	1	TRUE	FALSE	3.99229	NA	4.57714	NA	7.28745	NA	218286889	NA	218287328	NA	184	NA
chr2	218323038	218323209	Interval_14018	1	1	TRUE	FALSE	4.24188	NA	4.22146	NA	6.9063	NA	218323038	NA	218323209	NA	108	NA
chr2	218332997	218333211	Interval_14019	1	1	TRUE	FALSE	4.29038	NA	4.87284	NA	7.59397	NA	218332997	NA	218333211	NA	107	NA
chr2	218333311	218333517	Interval_14020	1	1	TRUE	FALSE	5.13963	NA	7.05319	NA	9.88924	NA	218333311	NA	218333517	NA	165	NA
chr2	218367557	218368402	Interval_14021	3	2	TRUE	TRUE	12.48124	5.8512;4.49081	37.68167	6.83427;3.66894	41.3794	10.57058;6.94638	218367557	218367569;218367943	218368315	218367883;218368402	451	176;140
chr2	218370512	218370729	Interval_14022	1	1	TRUE	FALSE	6.34202	NA	11.62933	NA	14.65575	NA	218370512	NA	218370729	NA	159	NA
chr2	218371161	218371363	Interval_14023	1	1	FALSE	TRUE	NA	4.40297	NA	3.31555	NA	6.52576	NA	218371161	NA	218371363	NA	50
chr2	218395847	218396778	Interval_14024	2	2	TRUE	TRUE	10.97801	4.16158	43.79613	4.38494	47.62058	7.77497	218395847	218396335	218396639	218396778	261	69
chr2	218398288	218400647	Interval_14025	5	2	TRUE	TRUE	4.96773;7.34059	4.98134;6.97387;5.62574	7.06811;15.40822	4.91794;10.06502;6.49656	9.90633;18.55784	8.38018;14.16762;10.1801	218398523;218399474	218398288;218398689;218399968	218399123;218400073	218398590;218399787;218400647	432;334	154;329;148
chr2	218406068	218406834	Interval_14026	2	2	TRUE	TRUE	15.39102	4.73243	54.00089	4.26305	58.01972	7.64438	218406068	218406558	218406834	218406829	500	178
chr2	218568009	218569111	Interval_14027	2	2	TRUE	TRUE	26.24494	14.38986	104.04076	31.73772	108.9369	37.24084	218568009	218568161	218569073	218569111	541	560
chr2	218659418	218659879	Interval_14028	1	1	TRUE	FALSE	11.72666	NA	33.45786	NA	37.06727	NA	218659418	NA	218659879	NA	219	NA
chr2	218710662	218711202	Interval_14029	1	1	TRUE	FALSE	18.0856	NA	69.48089	NA	73.77476	NA	218710662	NA	218711202	NA	163	NA
chr2	218733704	218734029	Interval_14030	1	1	TRUE	FALSE	14.49149	NA	43.93851	NA	47.76647	NA	218733704	NA	218734029	NA	164	NA
chr2	218745129	218745732	Interval_14031	2	2	TRUE	TRUE	11.53651	6.87134	29.87136	8.73964	33.39883	12.70197	218745129	218745223	218745732	218745505	269	133
chr2	218806336	218806805	Interval_14032	1	1	TRUE	FALSE	15.36915	NA	63.05135	NA	67.23289	NA	218806336	NA	218806805	NA	169	NA
chr2	218892705	218893140	Interval_14033	1	1	TRUE	FALSE	8.1187	NA	15.93797	NA	19.10358	NA	218892705	NA	218893140	NA	111	NA
chr2	218896560	218896807	Interval_14034	1	1	TRUE	FALSE	4.82386	NA	9.07455	NA	12.00288	NA	218896560	NA	218896807	NA	91	NA
chr2	218909119	218909454	Interval_14035	1	1	TRUE	FALSE	3.16058	NA	2.69205	NA	5.26629	NA	218909119	NA	218909454	NA	17	NA
chr2	219160226	219160920	Interval_14036	1	1	TRUE	FALSE	9.40986	NA	19.8854	NA	23.16819	NA	219160226	NA	219160920	NA	127	NA
chr2	219176704	219177364	Interval_14037	2	2	TRUE	TRUE	5.58904	5.59553	10.47377	6.7634	13.452	10.49233	219176704	219176751	219177364	219177082	262	166
chr2	219177844	219178609	Interval_14038	2	2	TRUE	TRUE	17.21549	5.82538	61.08768	6.47461	65.2338	10.15728	219177844	219177904	219178609	219178334	365	349
