GENE,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
CLASP1,175,119,59,43,26,27,27,15,29,36,15,18,22,13,22,11
DPY19L1,18,11,0,1,3,3,1,5,3,1,1,2,3,1,1,0
SZT2,31,27,10,12,3,10,4,3,3,1,1,2,3,1,9,1
WDR7,32,24,5,1,4,0,3,0,4,6,5,1,5,5,4,1
JADE2,178,123,55,53,27,34,36,9,25,28,12,13,17,22,50,7
VPS39,117,93,46,27,13,25,23,19,13,13,11,9,14,7,12,5
DNAJC16,84,58,38,11,7,16,14,5,9,12,1,3,10,8,17,0
ESYT1,108,69,29,27,20,35,22,7,9,19,4,5,6,4,8,5
SYNE1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
SMCHD1,166,116,43,20,23,30,18,11,22,15,30,14,14,16,16,6
U2SURP,372,276,110,48,33,37,42,16,28,30,19,28,34,15,37,11
KHNYN,406,349,148,97,57,90,109,49,52,50,33,28,34,32,63,21
UBR4,13,14,6,5,4,5,6,4,4,5,4,1,3,1,9,0
SUN1,47,23,11,6,2,10,7,1,5,5,2,2,4,0,4,0
HAUS5,55,42,15,7,7,17,7,6,3,7,0,5,5,7,4,3
VPS8,27,11,4,2,3,1,3,5,6,10,2,2,4,1,4,7
ANGEL1,52,44,16,5,15,12,12,12,12,11,1,2,10,4,11,5
USP24,120,73,24,21,12,14,19,11,6,15,5,9,9,7,15,6
FNBP4,260,148,48,44,33,40,43,21,25,31,13,15,17,20,28,15
ZNF629,505,367,176,130,73,126,110,53,51,83,38,34,49,30,107,30
PSD3,2,4,1,0,1,2,0,0,0,2,2,0,0,0,0,1
OBSL1,3,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0
ARHGEF12,152,108,32,18,19,20,17,6,11,8,5,5,10,4,17,4
LARP1,1221,855,363,243,147,206,236,105,118,111,73,81,113,70,185,64
PPP1R13B,8,9,2,1,0,2,2,0,0,0,0,0,0,0,1,0
PUM2,431,279,91,53,44,61,43,31,28,46,21,30,41,27,41,14
ARHGEF18,289,202,91,49,42,71,68,48,53,55,21,19,24,10,50,24
TNS2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CRTC1,65,85,27,17,18,26,18,13,5,12,2,7,8,6,11,1
UFL1,44,33,12,9,4,6,7,4,3,5,5,6,7,1,2,1
RRP8,22,19,12,10,4,4,4,4,6,6,4,3,2,2,8,3
ICE1,184,107,58,40,20,45,34,12,11,19,14,11,14,10,24,7
SRGAP2,550,407,181,80,82,159,169,86,78,95,32,29,92,53,114,11
SMG5,171,149,62,47,36,28,57,20,25,44,6,14,21,22,40,13
AHCYL2,26,20,4,3,5,4,7,2,5,2,2,3,2,1,4,0
MAU2,356,286,137,75,63,63,92,37,50,47,12,14,45,30,66,28
SPECC1L,262,200,75,53,47,61,55,32,39,48,22,16,37,25,58,13
NCSTN,96,65,36,25,10,20,22,9,14,19,11,9,8,11,15,4
NUDCD3,82,74,41,26,20,22,17,9,20,21,3,17,12,12,33,11
SIK3,75,56,23,18,7,21,17,10,7,13,3,4,3,10,9,2
MED13L,512,350,126,104,62,95,65,46,54,75,42,42,47,37,77,35
ZDHHC17,129,87,18,16,8,27,10,5,12,14,4,10,6,5,11,5
ECPAS,68,55,16,7,6,11,12,6,5,8,4,4,5,5,19,1
ADNP,449,313,138,83,54,68,43,34,45,47,28,39,38,30,67,22
LARS2,36,32,9,9,4,14,7,6,13,17,2,4,8,3,7,4
PIP5K1C,195,156,78,62,40,55,62,20,26,20,8,15,10,15,44,11
NCAPH,105,70,35,22,15,18,23,15,13,16,9,13,9,9,9,11
PPWD1,3,8,2,1,2,0,0,0,2,1,0,0,1,0,2,0
CTDNEP1,95,52,32,20,13,21,22,4,19,11,7,5,9,7,20,9
ATP13A2,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0
FRAT2,390,303,133,75,59,118,108,39,89,96,43,49,72,44,103,32
FBXO46,166,113,41,26,19,34,33,28,17,35,11,3,13,14,32,12
EXOSC2,193,136,59,25,31,35,24,22,24,35,21,12,12,17,33,6
DICER1,249,161,56,38,24,28,33,22,13,23,9,9,14,20,25,8
COTL1,322,251,137,92,72,97,128,44,76,89,39,41,58,41,96,40
SIRT5,16,3,3,2,1,4,2,0,0,2,1,1,0,2,0,1
SIRT4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SIRT3,10,13,16,1,0,3,5,3,3,3,0,0,0,0,4,4
SIRT1,237,139,51,32,21,27,28,10,13,17,17,12,19,15,13,9
COMMD3,18,8,2,5,3,2,5,0,4,1,0,1,1,0,3,2
NCS1,183,162,66,34,24,52,56,23,28,24,17,8,18,14,30,6
KCNH4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KCNH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLYCD,10,9,7,4,2,0,0,3,3,2,0,1,2,2,1,2
ITGB3BP,13,10,11,4,2,5,4,2,2,1,0,2,1,0,3,0
TMED3,41,31,11,10,8,8,10,2,8,12,4,9,3,4,11,6
TDRD7,6,2,0,0,1,1,2,3,0,0,0,1,0,0,0,0
GRIP1,14,3,2,2,4,0,2,0,0,1,1,0,2,3,2,0
SLC7A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYBP,391,283,122,59,39,53,50,25,21,29,22,18,28,19,38,11
AP4E1,163,126,56,19,20,27,21,19,16,21,17,13,14,10,24,5
GPR161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOQ,196,109,39,23,30,28,28,14,13,10,13,3,17,11,12,9
LINC01565,5,3,3,3,0,1,1,0,0,0,0,0,0,1,0,0
TARDBP,604,454,150,85,69,99,72,42,46,82,37,45,31,36,59,17
HARS2,102,68,34,19,15,10,23,14,18,17,8,12,14,14,24,9
SLC35A3,71,52,20,5,5,3,5,5,2,7,7,2,0,4,1,3
SLC44A1,592,425,124,84,87,92,101,53,71,85,57,34,71,51,80,28
SF3B3,256,172,83,43,23,54,51,20,43,74,31,35,31,33,57,19
SF3B1,237,181,61,37,31,44,30,14,13,30,15,12,29,12,25,10
ABCB10,116,63,31,2,4,2,16,4,9,8,6,6,6,9,10,4
ABCB9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ABCA5,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
HEY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICMT,562,393,169,95,56,85,89,30,54,59,20,44,38,29,67,13
GCAT,2,3,2,0,2,0,0,0,1,2,2,0,2,0,0,0
CBX6,1569,1234,553,335,212,301,372,186,121,146,51,74,107,73,170,74
NPTXR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CBX5,826,758,285,170,109,147,120,78,65,80,37,22,68,49,101,12
PHF3,69,30,12,5,9,4,5,1,2,5,10,5,9,3,7,5
TRAM1,117,89,33,24,18,9,13,5,5,9,4,1,1,1,9,3
CAPN7,68,46,13,9,10,8,12,6,5,10,4,7,4,2,9,2
ETHE1,4,5,1,2,0,0,1,0,0,0,0,0,0,1,2,0
QPRT,67,45,23,19,10,18,2,7,8,5,5,4,8,5,13,9
BRD4,324,273,89,73,42,76,72,47,44,52,24,14,35,28,64,17
SEC11A,115,70,18,23,4,22,22,6,9,9,3,8,6,7,11,13
ISCU,102,66,28,18,4,20,22,8,15,12,13,6,8,11,13,4
SEC61G,5,5,1,4,0,1,1,1,0,4,0,2,1,1,0,0
PES1,83,60,22,24,18,21,19,9,15,20,8,3,10,12,23,18
TGDS,70,65,33,18,5,9,9,12,2,8,5,7,2,2,9,6
LEPROTL1,166,128,35,16,15,20,24,13,14,19,4,22,16,14,19,8
CES3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CBX7,15,8,5,0,2,2,2,2,2,3,0,1,4,0,5,0
HEY2,5,1,1,1,0,1,1,1,0,0,0,0,2,1,0,0
HAAO,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MACF1,89,54,22,18,9,10,11,6,14,21,18,4,11,3,8,5
ZFYVE26,22,27,20,3,6,7,5,4,6,4,6,2,2,3,11,1
TMEM131,54,34,14,12,12,9,9,10,11,5,11,7,9,7,11,3
BICRAL,236,153,50,33,29,28,40,17,23,17,10,9,6,14,23,10
LRRC8B,150,118,41,20,14,18,23,13,3,8,11,12,10,8,9,8
POFUT1,321,224,81,53,34,48,52,32,45,60,32,14,25,30,61,15
KCTD2,211,121,60,31,20,30,39,25,17,29,15,12,21,18,29,9
NUP188,29,13,13,10,1,6,11,7,5,6,3,6,1,3,5,5
SUZ12,267,170,41,46,19,23,27,11,10,21,15,25,5,12,19,3
SPIDR,8,8,4,2,1,0,1,2,0,0,1,3,1,0,3,0
MORC3,100,61,12,12,6,10,8,8,3,5,6,4,8,8,6,8
SLC39A14,383,267,132,76,49,84,69,27,46,68,22,25,31,22,59,20
MTREX,40,30,12,4,11,6,9,7,2,3,2,3,0,5,2,4
R3HDM1,80,55,25,14,9,5,17,8,10,11,5,5,8,1,6,3
ANP32D,0,2,1,0,0,2,0,0,1,0,0,0,0,1,1,2
RPL13A,859,552,351,242,167,250,294,135,236,355,144,145,181,152,322,162
KAT6B,82,60,11,18,14,13,8,7,9,7,8,4,10,6,5,4
CABIN1,66,39,26,24,8,10,13,10,4,13,9,2,6,4,8,4
SRRM2,193,131,53,40,21,31,49,14,17,16,8,12,10,11,32,17
ARHGAP45,95,73,34,21,12,23,27,16,7,16,8,6,7,10,15,13
ACAP2,294,219,66,45,19,37,42,14,17,24,4,10,9,19,27,6
ZNF281,262,143,52,33,30,24,27,14,13,24,12,22,34,12,17,4
CLCF1,50,36,23,18,4,15,22,10,5,14,1,7,4,5,10,2
NNT,75,55,17,10,13,14,13,0,10,3,13,7,4,6,10,0
MMD,124,84,30,17,8,16,12,2,6,10,6,10,10,4,9,2
PIK3R5,712,518,242,179,101,165,146,69,122,131,69,71,77,72,141,52
TNPO3,410,343,150,97,56,78,81,40,37,58,28,39,24,27,70,27
ADAT1,62,50,13,17,11,17,9,4,5,21,2,3,3,4,11,6
SEC14L2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MAPK8IP2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBFOX2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SEZ6L,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ATP6V0A2,76,55,23,12,3,12,14,3,7,9,4,5,8,6,8,4
TTC33,14,18,5,6,3,2,6,1,0,0,5,1,3,3,0,1
DNPEP,181,138,48,48,19,49,32,35,15,27,14,13,14,15,32,12
PSD4,178,117,54,48,19,33,38,19,20,23,2,6,12,13,32,2
RASD2,60,48,18,16,6,10,17,8,4,2,3,2,1,3,9,5
CDK20,13,7,1,1,0,1,2,4,0,2,2,0,2,1,1,0
PIGN,27,13,7,4,3,2,0,0,1,2,1,0,1,0,0,0
SNAPIN,41,35,12,14,3,6,5,2,12,11,0,4,4,6,10,3
WBP2,60,30,26,12,9,14,16,9,4,5,2,9,11,4,13,11
WBP1,11,4,3,1,1,1,3,1,1,3,0,1,2,0,2,0
GTPBP4,103,67,35,14,17,26,26,11,15,18,10,13,14,12,14,13
ZNF346,91,65,37,23,16,26,20,12,12,21,4,9,11,9,10,4
ARL2BP,86,64,26,11,9,17,21,6,6,13,3,2,10,6,14,5
CDC42EP4,109,71,35,31,10,8,14,3,15,17,8,9,8,2,3,3
CCNDBP1,33,19,10,7,6,3,5,0,5,6,3,5,2,2,2,3
SMUG1,36,23,10,14,4,8,5,1,1,3,4,2,2,2,2,3
VSIG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM50A,158,114,41,36,20,28,19,15,21,23,10,10,14,18,25,14
DDX58,7,8,2,6,2,0,3,1,1,3,1,0,4,3,1,0
ELP5,145,126,56,43,17,29,36,14,20,28,10,12,18,9,20,6
KLHDC2,5,10,1,0,2,2,0,0,4,1,1,0,0,1,1,1
CARHSP1,117,92,39,20,23,37,27,13,20,30,5,11,11,5,21,10
PDSS1,17,10,1,3,6,2,2,0,3,4,1,1,2,2,2,0
LEMD3,149,88,32,15,18,14,10,11,5,16,14,9,7,16,10,8
HEBP2,20,17,7,1,1,0,0,2,2,7,0,1,6,0,2,1
ORC6,208,119,80,42,24,49,39,15,25,27,21,18,12,9,24,10
ORC3,13,7,4,4,0,0,1,0,0,0,1,2,1,3,2,0
ACOT9,6,4,3,1,0,2,1,3,2,0,0,2,1,1,2,4
PATZ1,458,316,117,72,40,69,65,39,54,66,26,24,43,26,62,18
AMACR,24,10,8,4,2,4,6,0,3,5,0,1,1,3,8,4
CLEC5A,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CORO1C,277,161,82,54,31,47,47,24,12,23,21,14,22,13,15,11
DAPK2,2,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0
CD2AP,120,75,25,11,21,9,8,8,8,4,5,8,14,5,7,3
MKRN1,213,122,50,38,21,32,27,18,13,32,10,12,18,10,26,18
MKRN2,168,119,55,32,18,25,28,13,16,15,13,10,9,12,23,6
PHLDA3,2,4,0,2,0,1,2,3,2,2,1,0,4,1,2,1
ZMYND8,413,338,146,95,92,124,99,50,90,107,54,77,56,70,130,76
SH3BP1,23,32,11,6,4,9,12,4,3,5,2,1,3,2,8,3
TSSK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACE1,23,11,6,4,4,3,2,2,1,2,1,1,2,1,2,2
RUSC1,42,21,8,10,5,7,3,5,2,7,1,2,5,4,6,1
FAM89B,98,60,36,13,25,35,28,6,11,19,3,5,6,7,24,6
KCNE5,60,44,25,15,7,7,7,6,9,27,2,5,2,4,9,2
KPNA6,695,496,208,110,92,135,140,62,85,83,43,36,38,30,91,20
SSBP2,48,23,20,12,2,13,6,1,7,7,3,2,4,4,5,0
NUP62,514,345,184,119,81,130,116,57,95,137,62,87,96,95,201,102
RABGAP1,48,41,19,13,7,5,9,3,6,11,4,5,10,5,13,6
LRRC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPBP1,32,8,11,9,4,7,10,3,8,6,3,6,2,5,5,3
SNHG1,2039,1531,610,394,296,372,437,211,527,693,285,300,251,194,387,131
LY96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC4,12,12,1,1,0,1,1,3,0,0,1,0,1,0,4,2
PPP1R15A,12,10,4,1,4,2,8,2,2,2,6,2,3,5,4,3
PLD3,1,1,2,0,1,0,0,0,0,2,0,1,0,0,2,1
ARFIP2,46,47,12,18,9,18,12,3,6,20,1,2,5,5,12,2
SSBP3,79,45,24,17,3,10,6,7,6,16,10,6,8,10,5,3
POLA2,21,18,12,7,3,3,5,1,6,7,3,2,5,1,7,1
PLXNB2,30,25,26,8,12,13,16,3,5,7,4,6,9,8,12,5
SLC7A11,63,48,16,15,19,15,9,6,19,25,9,26,48,22,42,13
LSM5,126,64,23,18,5,12,18,10,12,8,19,5,4,5,12,9
PLA2G15,38,25,7,10,3,8,9,5,6,6,2,3,3,8,5,3
ZKSCAN5,129,75,36,22,18,25,18,8,11,15,13,5,16,12,13,9
CEMIP2,4,3,1,0,0,2,2,0,1,0,0,0,0,0,0,1
STX12,86,75,17,28,15,10,20,7,13,10,7,11,5,10,15,8
SH3BP4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGK3,42,52,20,10,8,9,8,3,9,13,8,1,9,11,7,1
RAB38,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0
PRKD3,59,42,17,9,5,7,13,5,4,10,5,3,8,8,8,3
CADM1,436,311,140,83,53,80,57,41,33,49,30,24,25,31,44,8
GABARAPL1,50,31,14,10,4,10,11,8,7,12,7,5,7,6,10,3
SHPK,64,61,36,22,21,15,27,5,9,20,5,6,2,12,12,2
TMEM245,398,256,90,52,33,55,41,26,40,42,32,27,27,26,50,17
EID1,307,178,76,45,31,23,34,11,22,29,16,19,19,23,15,14
SDF2L1,9,10,4,3,0,2,8,2,1,5,1,2,1,0,4,2
PPIL2,76,74,31,14,10,28,18,9,9,9,3,10,9,8,10,6
PITPNB,460,316,118,93,64,54,78,46,27,50,19,26,26,18,61,6
PISD,141,86,55,34,28,25,29,22,33,21,13,13,13,12,41,3
OSBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFF,29,23,14,7,14,12,10,5,13,15,2,4,5,6,13,2
IL17RA,1213,951,399,248,127,189,196,95,113,129,51,55,81,53,132,31
23766,5,1,0,1,1,0,0,0,1,2,0,1,0,1,2,1
FLRT1,13,11,6,4,0,3,2,2,0,0,0,0,0,0,0,0
FKBP8,22,17,8,9,0,4,6,3,6,6,0,1,2,3,3,0
BRD1,197,136,48,28,24,23,29,15,15,15,16,21,11,9,12,8
APOL2,15,9,6,4,7,4,6,0,2,6,4,2,5,0,4,8
BCL2L13,175,118,68,29,19,28,33,17,25,36,18,14,13,19,39,11
MTCH1,279,240,107,66,68,85,87,34,51,44,20,24,25,34,64,34
MTCH2,66,56,15,19,7,5,10,3,7,9,12,3,3,5,8,0
KIF4A,29,15,9,7,3,5,6,3,4,2,5,4,2,1,6,3
IFIT5,10,4,0,1,4,0,1,1,0,1,0,5,1,0,3,2
EML2,53,51,31,11,7,12,21,7,8,20,5,3,2,8,17,6
FTSJ1,79,56,12,9,7,6,12,4,6,11,5,4,6,5,11,1
LAMP5,443,305,191,140,101,127,139,60,89,131,45,64,44,34,93,44
NAA80,16,0,2,2,1,3,3,2,0,4,1,0,3,1,5,0
TFIP11,6,16,5,7,3,7,4,2,1,1,5,0,1,1,0,2
PANX1,70,59,25,20,12,18,18,7,16,10,6,6,10,8,10,3
CLDN15,8,3,3,0,0,2,3,0,4,1,0,0,0,0,2,0
PRPF6,6,2,0,8,1,2,5,0,2,2,0,0,1,4,0,2
ZNF318,41,27,14,11,13,6,8,3,5,6,1,1,4,1,9,8
HYPK,32,21,9,14,4,7,10,3,8,8,3,5,2,7,6,5
PRPF40B,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
TBC1D22A,30,31,15,3,7,6,17,4,8,7,8,2,5,3,7,4
C22orf24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CBY1,13,14,6,6,0,1,3,1,2,2,0,1,3,1,2,2
SUN2,146,116,65,34,21,34,28,23,20,24,13,13,11,9,20,13
DSTYK,139,103,32,20,21,19,19,6,16,18,3,13,16,12,11,9
RASGRP3,2,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0
RAB3GAP2,219,144,61,46,24,31,37,17,28,26,29,23,28,25,43,9
DGCR11,20,15,10,9,2,1,4,2,5,3,3,1,3,3,1,3
25787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD54B,73,54,22,8,15,10,10,4,8,14,6,8,6,8,8,2
CIZ1,9,2,1,1,1,1,2,4,0,0,0,0,0,1,1,0
FBXO7,47,18,7,7,5,10,4,1,4,7,2,6,1,1,3,1
PGLS,14,8,8,3,2,1,2,1,4,4,6,3,3,3,6,2
BRI3,17,13,3,4,4,3,5,2,0,0,3,0,0,0,4,2
ZNF324,116,81,46,28,14,30,28,12,13,10,12,5,11,7,6,5
SLC39A6,91,53,20,6,8,11,4,3,5,7,1,2,4,9,7,5
GCA,8,5,2,0,0,1,0,0,1,2,2,0,0,0,1,0
LSM4,130,71,36,39,26,40,24,12,18,22,10,21,12,20,14,20
BAMBI,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RHBDD3,12,5,1,2,1,4,6,4,2,2,0,0,0,5,2,3
TTLL1,7,8,3,3,2,2,1,0,0,2,0,1,1,5,3,2
SAMM50,7,6,2,3,2,0,2,2,1,1,2,2,0,2,0,3
ATXN10,41,28,12,8,1,7,4,5,2,4,2,3,3,3,5,1
TNFAIP8,36,21,10,3,0,3,3,0,6,7,9,2,4,2,0,4
NOCT,129,99,49,24,12,23,26,11,27,20,6,6,10,11,25,4
ARIH1,406,300,125,58,61,77,54,40,56,67,27,18,33,19,30,11
MTO1,89,40,19,14,10,10,6,6,14,10,7,9,7,7,5,3
DNAJB5,12,6,3,2,2,0,2,0,4,4,3,2,3,2,4,1
PRDX5,7,3,6,1,0,2,2,0,0,3,0,0,1,3,1,0
BACE2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SNORD82,5,8,3,0,0,1,3,3,0,0,0,0,0,0,1,1
FBXL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXN2,71,48,32,19,10,17,36,6,9,18,3,7,9,6,22,8
TMEM184B,37,42,8,18,5,14,16,5,5,6,0,2,11,7,12,3
HECTD1,143,77,29,22,12,15,10,7,12,21,10,3,6,9,13,5
NBPF14,18,11,13,5,3,4,5,3,2,3,4,3,1,3,4,2
NIPBL,107,103,28,21,18,13,21,12,15,17,19,7,12,14,15,8
RAB26,3,2,2,3,0,1,5,0,0,2,0,0,2,0,1,1
COG4,5,10,4,4,0,2,3,0,6,1,0,0,1,1,1,0
METTL7A,18,13,3,0,0,0,3,0,2,1,2,1,0,3,4,2
ABTB2,33,22,13,8,6,9,21,6,4,9,4,4,12,15,23,7
ASF1A,272,163,75,33,24,31,22,18,20,29,11,15,17,17,29,9
MOB4,202,144,54,45,27,27,34,13,16,23,9,12,17,15,22,11
YIPF3,41,18,16,7,8,15,11,7,6,16,4,6,1,9,5,3
25845,1019,762,432,304,191,298,288,128,258,299,129,129,118,90,225,69
ANAPC13,214,152,51,27,18,36,25,26,23,16,7,18,17,15,25,10
ZNF345,19,19,2,6,2,4,3,1,2,2,3,3,1,4,1,1
TECPR1,7,6,4,1,0,1,1,1,3,0,2,0,2,1,1,0
ARMC8,225,156,70,46,31,44,37,20,9,30,12,13,15,21,18,18
DCAF12,375,312,131,66,32,60,48,30,48,39,15,29,20,31,41,9
BRMS1,43,30,18,15,13,10,15,5,10,9,6,2,11,6,12,5
USP49,299,249,85,61,49,52,57,22,46,46,17,24,24,21,38,11
ABHD14A,2,2,1,1,0,1,0,0,1,0,0,1,0,0,2,2
PRKD2,28,22,10,6,4,3,4,3,3,4,0,1,0,2,3,2
SUMF2,76,52,18,13,6,15,27,10,18,4,5,8,12,9,20,17
NEPRO,298,255,104,61,74,67,39,40,42,42,25,26,28,21,30,11
RPL36,54,35,26,32,21,18,22,11,14,19,13,8,12,15,18,12
MPC2,37,21,9,4,1,5,4,1,6,8,1,2,8,1,4,0
LETMD1,83,66,28,16,7,14,16,5,10,16,8,10,6,11,19,5
DCAF13,44,25,5,5,3,5,7,4,1,4,2,1,3,1,2,2
TMEM186,63,56,41,28,21,16,22,6,10,6,3,5,10,6,22,8
POLR1A,82,66,36,24,15,10,19,14,13,7,2,9,11,3,25,5
POC1A,38,27,16,13,7,9,7,9,2,8,1,2,5,2,12,3
ZNF473,120,79,26,26,17,11,23,9,15,12,15,12,8,11,16,19
ABI3BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM58,39,32,17,10,4,10,8,5,3,4,2,1,5,0,4,1
PLEKHG4,7,6,7,3,0,2,2,0,2,0,1,0,3,3,6,0
EEF1AKMT3,92,72,27,12,12,6,17,8,12,15,1,5,12,7,7,0
INTS7,255,151,75,52,35,34,35,28,23,24,14,19,23,15,33,14
RNF19A,274,124,44,22,29,37,15,18,16,14,22,11,21,11,22,9
RCHY1,69,75,19,8,9,5,6,2,13,5,3,7,5,2,12,3
IFFO1,53,35,20,13,6,9,8,5,4,3,0,1,3,0,8,0
CCDC28A,15,8,5,1,4,3,1,2,1,0,1,3,3,0,5,1
MTHFD1L,50,35,8,4,5,12,7,3,6,4,4,1,0,4,3,8
OLFML2B,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CNOT10,19,11,7,3,4,2,1,1,0,3,6,2,5,1,3,1
ANAPC15,15,14,7,4,3,2,10,6,8,5,4,3,5,6,4,0
TMEM158,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1
AHCTF1,176,140,61,51,33,33,28,11,22,29,13,19,18,20,19,26
DPCD,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
C1orf43,507,319,138,116,69,110,86,35,56,77,40,35,44,35,70,14
POT1,69,69,22,11,10,9,16,2,12,11,5,3,7,4,23,4
RTTN,15,11,4,1,2,4,2,1,3,4,0,0,1,1,0,1
NDUFAF3,9,8,6,1,1,1,2,2,1,4,1,0,0,4,0,0
THUMPD3,184,104,45,37,18,31,23,13,15,18,11,15,14,13,34,6
NELFB,23,18,11,12,1,3,10,2,3,8,0,0,5,5,4,6
ZDHHC5,388,317,126,95,51,66,88,49,57,62,38,36,41,28,54,19
ATL3,371,232,92,50,38,44,54,25,41,32,28,19,37,18,37,16
MYRIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOL11,65,43,20,12,4,4,12,6,7,8,8,1,0,7,7,11
CNRIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMIN5,56,41,10,10,11,7,4,4,14,13,1,8,6,5,10,0
PTPN23,10,11,5,4,1,2,3,3,1,0,0,1,0,2,0,0
CLIC4,491,355,118,97,50,66,61,48,57,43,26,31,43,37,52,11
NIPSNAP3A,13,5,3,3,2,0,0,2,2,5,1,0,0,2,1,0
NSL1,192,128,56,32,20,35,37,17,28,47,13,21,19,23,38,11
HEATR5A,10,7,3,2,1,0,1,2,1,0,0,3,1,0,2,1
SAMHD1,157,132,56,36,24,25,26,11,15,26,8,6,12,6,23,1
FAM98A,122,78,34,10,18,7,13,6,10,8,4,10,12,6,11,2
TPGS2,57,65,20,10,5,13,14,5,4,13,2,5,4,6,7,5
SIN3A,419,275,143,87,56,99,80,48,54,55,20,30,17,38,68,14
C20orf194,228,180,72,36,26,45,32,19,25,35,12,18,18,22,31,8
NECTIN3,9,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0
ZNF385A,73,60,31,28,15,39,21,10,15,16,3,7,18,17,17,2
KBTBD2,227,148,55,36,23,25,23,11,23,19,14,14,14,14,11,10
SYF2,56,51,16,13,11,11,7,2,6,16,5,3,11,3,5,5
RWDD3,22,17,4,3,0,0,2,0,2,0,4,1,3,3,3,1
PNKD,18,13,1,7,7,8,7,3,7,4,1,5,1,3,3,0
SEC31B,9,4,0,1,1,2,0,0,0,0,0,0,1,3,1,0
PNISR,1169,962,386,247,154,190,184,109,114,151,100,94,141,116,173,81
KANK2,26,23,9,2,3,6,5,2,3,10,1,1,3,2,1,3
ADGRA2,144,134,42,27,26,33,36,19,12,28,6,5,13,10,30,8
NUDT13,7,1,0,2,0,5,0,0,1,4,0,1,3,2,2,0
VIRMA,50,41,17,6,12,9,12,3,1,6,2,2,2,3,20,4
