GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
MOSPD1,511.5,348.5,399.5,298.5
MTFR1L,706.75,562.25,652.75,515.75
FAM214A,495.75,292.5,334.25,185.0
ZNF253,456.75,259.25,353.0,170.0
MRAP,132.5,81.5,151.75,123.0
YLPM1,455.5,269.25,445.5,352.5
RNF20,680.25,467.75,674.75,564.0
TMX4,7316.5,5054.0,3671.25,2445.0
MEPCE,913.5,491.75,809.0,589.25
CTNNBL1,79.75,53.0,93.25,72.5
C8orf44,84.25,48.75,68.0,40.25
GPCPD1,1893.75,1446.25,1103.0,868.25
LRRC8A,575.0,358.0,525.25,356.25
KYAT3,376.5,236.0,248.5,196.5
WDR45B,2131.75,1402.5,1725.0,1260.0
SLC7A10,10.5,5.5,6.5,5.25
METTL3,208.0,142.25,183.75,148.0
PPAN,575.5,352.25,359.75,292.25
LTB4R2,101.0,63.5,61.25,38.75
CTPS2,90.75,71.0,58.25,42.75
EIF4ENIF1,155.25,114.25,171.75,143.0
KCNQ5,510.5,320.0,361.0,255.25
DNAJC12,39.75,29.75,17.25,21.75
CHST7,7.75,7.0,10.0,6.25
ERO1B,56.0,29.25,50.25,35.5
SLC2A9,38.0,34.5,30.25,17.5
DIABLO,1010.75,724.75,1010.5,790.5
INPP5E,225.0,146.75,149.5,124.25
BCCIP,1025.75,641.75,1006.0,797.75
EIF5A2,555.25,343.5,238.5,155.75
CLDND1,548.25,339.25,554.75,329.25
TWNK,1430.0,890.75,1197.75,994.75
NPDC1,209.0,171.0,203.25,187.5
POLE4,435.5,323.0,506.5,446.25
KCNK13,20.75,7.75,5.0,2.25
KCNK12,5.5,4.0,0.75,1.75
VTRNA1-3,2.5,1.0,1.0,1.0
PANX2,32.75,20.0,43.75,51.75
SUCNR1,6.75,4.25,4.75,3.0
AKIP1,334.25,243.25,308.5,267.5
C11orf16,2.75,1.25,1.75,1.0
TMEM9B,1101.0,725.5,1101.75,891.5
NRIP3,2221.0,1530.0,2986.0,2056.0
SAR1A,4317.75,3138.5,3209.75,2745.5
CFAP298,2432.25,1798.25,2464.0,1997.75
JPH1,7.25,5.0,19.5,12.25
SLC2A4RG,3047.75,2117.25,2215.5,1757.75
ZC3HAV1,3695.75,2913.0,2762.5,2217.0
SLAMF8,143.25,88.75,80.25,63.75
GPR137,59.25,43.5,61.5,53.75
SPHK2,224.0,142.25,173.25,111.25
GRIPAP1,443.25,258.75,348.75,286.75
EMC7,751.25,555.5,679.0,537.75
RAD18,2002.5,1330.25,1662.5,1203.0
CELF4,3.75,1.5,3.5,2.75
CDC42SE1,5725.75,3408.0,3497.25,2707.0
FSTL5,4.0,5.0,9.75,8.5
UGGT1,4467.75,2701.0,3586.25,2967.75
KCMF1,729.5,475.75,655.75,497.0
TM9SF3,8600.25,5215.5,5976.25,4861.0
MDM1,328.5,230.0,287.75,209.5
TCIM,0.0,0.0,2.0,0.75
UBQLN4,2105.25,1415.75,2341.0,1954.0
AGPAT3,2929.25,1870.0,2110.75,1612.75
AGPAT4,413.5,303.5,121.0,83.25
WRNIP1,282.0,198.25,287.25,233.75
BDH2,140.0,108.25,106.75,77.25
ANKS1B,452.75,287.25,585.75,346.0
TMEM167B,1807.25,1300.75,1915.75,1495.0
NDUFA4L2,142.75,99.5,48.5,44.75
PNO1,1084.5,808.5,1076.25,891.75
SH3GLB2,144.75,117.5,136.75,117.0
C15orf39,814.0,610.0,714.0,569.0
THAP10,108.75,75.25,82.5,60.5
SPIRE1,63.25,51.0,106.75,89.75
STARD7,10679.0,7302.0,9749.75,7880.0
MAP3K7CL,123.5,95.75,70.75,79.25
IFT46,94.75,63.5,93.25,58.0
C1GALT1,674.25,382.25,383.0,248.0
EXOSC5,392.0,316.25,282.75,239.75
SMARCAD1,1174.25,793.75,1017.25,762.75
MEIS3,3.25,3.0,0.0,0.5
DHX33,2098.0,1335.25,1757.25,1505.25
SEMA3G,825.75,440.75,516.75,367.25
MCCC1,1958.0,1557.0,1567.75,1191.0
PAK6,56.0,36.0,13.0,8.5
LXN,0.75,0.5,4.75,3.0
NCLN,2576.5,1630.0,2243.75,1919.0
GPR108,395.0,292.25,292.5,242.75
SPPL2B,791.75,537.0,614.0,529.75
FEM1C,355.75,180.0,297.75,159.75
DUS3L,95.0,76.75,89.25,70.0
SMCO4,66.75,45.75,48.5,31.75
ARNTL2,211.0,143.5,290.25,233.75
DUSP22,385.0,282.25,347.0,272.75
HMCES,541.0,341.0,452.75,345.25
CMC2,558.0,403.5,531.0,392.75
ENY2,2541.25,1985.25,2362.75,1868.25
OLFML3,14.0,8.5,16.0,9.75
MRPS22,164.75,130.25,163.0,132.25
EMSY,512.5,298.75,589.75,389.5
MFF,444.5,324.25,419.25,321.25
SDR39U1,606.75,424.25,387.0,293.25
XAB2,34.25,20.5,42.75,41.75
SMYD2,274.5,199.25,203.5,180.5
C5orf15,2646.5,1928.25,2044.0,1903.5
NT5M,34.75,28.5,16.25,10.75
NIT2,249.25,192.25,202.75,176.25
OTUD7B,506.0,288.25,438.75,291.5
WDR93,3.25,2.5,0.75,2.75
PARP6,221.0,135.75,174.0,143.0
ATXN7L3,2637.25,1450.75,1363.5,985.25
CEACAM19,28.0,13.25,6.0,6.75
FAM20C,53.0,32.75,63.25,54.5
STOX2,116.0,104.25,234.25,140.25
PRDM8,19.0,12.75,17.5,6.75
PRDM10,381.0,253.0,435.25,345.25
PRDM11,2.75,2.0,5.25,2.25
POGLUT1,1642.75,1118.75,1454.5,1358.5
PSMG2,389.75,234.25,293.5,215.25
ADPRM,18.5,14.75,11.5,9.5
DTWD1,284.5,170.0,251.5,197.5
BBX,1335.25,940.75,638.5,341.5
CDC42SE2,4559.25,2963.5,3598.75,2458.25
KIF15,382.0,261.75,453.0,315.25
TOMM22,3538.5,2355.25,3666.25,2904.75
CHPT1,21.25,16.25,19.75,14.0
TULP4,557.75,356.75,535.0,436.5
SLC12A9,111.75,73.0,97.25,93.75
COQ8A,1169.0,895.75,1474.25,1192.5
CTNNBIP1,250.5,173.25,184.25,127.0
GSN-AS1,53.75,27.5,36.25,20.0
SDHAF3,388.25,274.0,230.75,206.0
YAE1,53.75,33.25,62.25,50.75
CCDC47,4144.0,3036.0,3571.75,2945.75
ACKR3,0.5,0.0,1.5,0.25
COQ9,542.5,417.75,773.5,579.75
CCNL1,590.75,373.5,629.25,424.75
CIAPIN1,558.0,437.5,797.25,633.0
VPS35L,276.0,174.0,203.0,168.0
PDXP,2139.5,1390.25,1621.5,1139.5
SLC17A7,22.5,16.75,35.75,33.0
RSRP1,1532.5,708.75,1054.75,717.75
ANKMY2,380.5,285.75,361.75,290.75
RARS2,1644.25,1270.0,1573.75,1248.75
TWSG1,594.0,377.25,419.75,312.25
PLSCR3,194.25,123.25,142.75,127.0
UTP3,362.25,200.5,204.75,185.0
CHRNA10,10.0,4.0,3.0,2.25
PCBP4,118.0,91.0,70.25,68.5
57061,6.0,4.5,2.25,2.75
KNL1,465.0,332.75,423.75,273.5
AGTRAP,369.0,281.5,328.25,249.25
ENTPD7,964.5,600.0,709.0,489.0
CASS4,4.0,2.5,4.5,2.0
PCNP,6689.25,5083.25,4998.0,4480.5
PITHD1,1522.0,1057.0,1658.0,1444.25
RPGRIP1,33.25,28.75,30.5,17.5
PARP11,924.5,648.0,627.25,447.0
AVEN,450.5,342.25,484.75,463.75
C12orf4,1097.25,743.25,959.5,672.5
TIGAR,532.25,304.0,425.75,351.75
PNPLA2,372.0,238.0,285.25,202.25
CYSLTR2,21.5,13.0,3.5,2.25
NAT14,385.75,264.0,341.75,330.0
PDSS2,542.25,435.75,670.5,510.25
REXO4,1630.25,1120.0,1755.75,1312.0
ZNF695,196.75,122.25,229.75,117.75
INTS12,52.75,30.25,47.0,24.75
CAMK1D,315.5,196.25,605.5,559.5
GOPC,1501.25,1025.5,1596.0,1150.0
LPAR5,152.75,114.5,160.25,173.25
NUP107,114.0,99.25,156.0,136.0
LYRM4,511.5,394.5,589.0,508.5
MRPL47,528.5,354.25,465.25,407.75
ATP13A1,191.25,130.75,187.5,165.0
CHMP1B,2122.75,1470.75,1689.0,1155.0
MAN1C1,207.25,131.25,51.0,41.75
APMAP,1582.75,1105.75,1420.5,1175.5
RNPEPL1,424.75,285.25,276.25,256.75
RTN4,6191.75,4558.25,5246.0,4819.75
ADCK1,98.25,65.0,110.25,88.75
PAK5,13.5,13.75,19.5,10.0
TMEM159,179.5,123.75,203.75,170.0
SCYL3,140.5,86.25,132.75,94.25
RALGAPB,1544.5,961.75,1623.0,1200.75
LYRM1,864.25,659.0,557.5,464.25
SMIM8,259.5,180.75,192.25,132.5
SLC44A2,550.75,360.0,157.0,103.5
SMURF1,938.5,542.75,532.0,307.0
PHTF2,1742.0,1155.25,1341.0,1020.25
JPH2,82.5,49.25,2.25,0.25
PELI2,220.25,177.5,65.5,27.25
PELI1,34.0,24.5,65.25,39.25
GJC2,6.5,4.5,3.75,4.75
SALL4,23.75,19.25,5.0,4.5
ASPHD2,151.5,106.5,182.0,161.0
ZNFX1,699.75,462.0,701.75,623.0
DOLPP1,811.0,454.25,671.5,432.5
CORO1B,162.25,120.25,121.5,112.0
VARS2,13.25,11.75,14.5,9.25
ZMIZ1,9990.25,5793.75,6578.75,5359.0
KIAA1191,2408.75,1714.5,1971.5,1410.25
ACTR3B,85.0,63.75,108.25,88.25
SLC39A10,871.25,555.25,429.5,398.0
ANKRD50,140.75,82.75,154.75,95.5
FAM219B,1151.75,765.0,918.0,729.75
NIPAL3,696.75,487.5,581.75,349.75
RALGAPA2,591.25,411.0,592.5,336.5
THOC2,419.75,263.25,334.75,314.0
DENND11,48.25,32.5,27.75,22.5
SELENON,902.5,596.75,744.25,566.25
VN1R1,17.25,12.25,8.25,6.25
MCOLN1,33.0,27.5,44.0,37.75
ATP10A,836.75,498.25,681.0,540.5
ATP8B2,132.0,76.0,78.0,68.25
ATP10D,95.5,55.75,124.0,81.25
ZNF248,95.5,64.25,124.5,94.75
SLC45A4,1339.25,879.75,1573.25,911.5
TP73-AS1,0.0,0.75,4.25,3.75
SPRYD7,361.5,274.75,288.25,208.5
CEMIP,5.25,2.0,1.0,1.5
THAP11,606.25,403.5,694.25,566.0
TTC7A,1173.25,792.25,794.5,699.75
ERGIC1,2143.25,1451.75,1661.75,1387.5
PPP4R3B,2924.5,1970.0,2837.0,2173.5
NHSL1,94.25,47.5,79.0,56.75
LYRM2,3402.25,2536.25,3231.0,2721.25
SMAGP,6.25,5.0,2.0,2.75
SNX14,96.25,66.0,78.0,63.25
LINC00869,1234.5,861.0,1018.5,794.0
DANCR,1787.25,1323.0,2090.5,1418.0
KAT14,104.0,79.5,176.75,141.5
PBXIP1,763.0,484.5,494.75,389.75
CBX8,36.5,27.25,38.0,24.75
RCN3,56.5,36.5,29.0,31.25
ZNF286A,1166.25,746.5,1338.75,954.25
SENP7,175.0,108.75,161.0,140.5
JPH3,11.75,6.75,3.5,1.75
ZNF304,84.0,48.75,87.5,48.25
MRS2,1585.25,1159.5,1349.0,1101.5
CLK4,112.25,69.5,140.5,85.0
RAB22A,2097.25,1383.0,1692.5,1294.5
CYP20A1,937.25,598.0,860.0,741.75
SPC25,187.25,147.0,156.25,106.0
ABHD6,48.25,31.5,58.0,52.25
NMRAL1,3.0,1.75,3.25,0.75
MIF4GD,637.25,461.0,542.0,498.5
SCYL1,123.25,89.5,111.25,101.25
AS3MT,11.5,7.25,6.75,4.5
TMIGD3,3.5,3.0,3.5,2.75
RHBDD2,238.75,172.5,218.25,181.25
C3orf14,422.25,249.25,375.25,278.0
WDR18,276.0,207.25,294.75,265.5
SLC24A3,3.0,2.25,4.25,1.0
NDRG3,992.75,769.5,773.25,575.75
NDRG2,14.75,8.5,10.0,5.25
BIRC6,420.5,211.0,332.5,272.75
REXO1,499.75,298.25,349.75,269.0
KIAA1143,2150.0,1506.0,1405.75,1110.25
TMCC3,7.5,4.0,2.75,2.5
GATAD2B,36.25,19.25,24.25,15.25
PPM1H,11.75,8.0,9.5,5.75
ISY1,1577.5,1071.0,1293.75,1053.25
MYORG,96.75,53.5,105.5,69.5
AMIGO1,3.0,3.75,5.0,5.5
STRIP2,135.0,106.75,97.5,87.25
TBC1D24,778.75,490.25,649.5,516.0
SCAF4,278.75,185.0,235.75,155.75
SLC12A5,34.75,17.0,11.0,9.5
LRRC47,806.5,551.0,917.5,728.25
ERMN,31.0,27.25,17.5,31.0
CNOT6,3028.75,1922.25,2546.25,1917.25
ZNF512B,593.75,332.0,367.75,264.75
ZNF490,319.25,159.75,378.0,201.5
PLEKHH1,169.5,150.5,202.25,190.25
GRAMD1B,52.75,29.0,75.75,37.25
USP31,1172.5,788.5,806.75,506.75
PRR12,421.0,244.75,386.5,286.5
CRACD,46.5,29.25,14.25,7.25
NLN,2112.5,1546.0,1884.0,1529.0
ESYT2,8980.0,6265.25,5648.0,4267.25
ODF2L,236.0,173.0,134.25,93.0
AHRR,8874.0,5889.5,4903.5,4421.75
ARID1B,651.25,419.0,784.0,595.5
HEG1,2949.5,2229.75,2312.0,2179.25
RIMKLB,40.0,27.75,9.5,7.25
MRTFB,462.5,291.25,491.5,304.5
KIDINS220,1361.25,883.5,1227.5,904.25
MTA3,57.75,43.5,38.75,20.5
AARS2,1109.0,704.5,1138.5,848.5
MAVS,3997.25,2353.25,2871.25,2172.25
ZNF608,15.5,10.5,17.0,7.5
INTS2,2192.75,1438.25,1846.75,1260.0
MTUS1,11.5,8.0,4.75,3.75
XPO5,2310.25,1498.5,2176.0,1806.0
COG6,241.5,165.0,180.75,139.75
CASKIN2,26.0,12.0,16.0,13.0
ARHGAP31,67.0,26.5,329.0,220.0
SERINC1,4998.75,3667.0,4020.25,3208.75
STARD9,76.5,42.0,52.5,30.75
HECW2,16.0,19.75,10.0,10.5
RPTOR,586.0,423.75,638.5,665.75
SRGAP1,21.0,11.5,8.0,3.25
CASKIN1,1040.0,695.0,1072.0,835.0
PCDH19,0.0,0.0,1.25,0.0
RTL9,0.0,0.0,1.25,1.0
CGN,3.0,1.0,6.75,5.25
HACE1,770.25,561.0,489.75,359.75
NUFIP2,7601.75,4601.0,5144.0,3084.0
TBC1D14,1717.25,1198.75,1760.25,1312.0
MIB1,3244.5,2041.5,1987.75,1513.0
KIAA1328,69.0,48.5,76.25,51.75
SORCS2,8.0,6.25,2.0,1.5
ALPK3,4.25,7.0,1.0,1.5
WDR35,536.5,363.75,383.25,296.75
DISP3,3.0,1.5,1.0,1.75
ZNF398,1041.25,598.75,958.75,566.5
KLHL42,1336.25,803.75,1108.25,811.0
TXNDC16,229.75,136.5,159.0,144.5
CC2D2A,2.75,2.5,1.25,0.25
PDP2,1385.75,783.25,1017.25,720.5
ZNF624,49.5,23.25,82.75,45.5
TAOK1,4698.5,2768.5,3001.0,1952.5
NCEH1,805.5,575.0,883.0,654.5
MICAL3,336.75,202.0,221.5,131.0
NLGN2,402.25,274.5,271.0,210.5
SEMA6A,14.5,7.5,14.0,6.5
USP35,33.25,30.0,27.25,25.0
STAMBPL1,8.25,11.75,9.5,4.25
IFT80,773.25,536.25,532.75,460.5
ARRDC3,224.75,137.5,263.75,170.25
CEP126,26.75,11.0,11.25,5.75
KLHL8,3453.0,2238.75,2328.0,1624.5
ZNF319,201.25,101.75,151.25,82.75
SIPA1L2,45.5,34.75,55.0,27.0
TRMT5,554.0,326.0,500.25,428.25
CARNS1,4.25,2.0,2.75,1.5
DOCK6,10.0,5.75,8.0,2.75
PCDH10,2.0,2.75,6.75,3.0
KIF17,16.25,12.5,6.5,3.25
CCDC191,26.0,15.0,14.5,11.25
FAM135A,65.5,27.0,60.75,38.25
PREX1,2158.25,1481.75,1378.5,964.25
TMEM181,1531.25,1028.0,1314.5,1015.25
ARHGAP21,33.25,18.5,24.75,24.75
CRAMP1,1149.0,679.25,970.5,628.0
CFAP97,2381.0,1666.5,1920.5,1872.25
RIC1,1018.0,756.75,700.0,635.25
WDFY1,2711.25,2004.5,1971.25,1522.5
MRTFA,968.25,596.25,1012.5,591.25
ZNF687,280.25,162.5,220.0,169.5
EBF4,1.5,1.25,0.0,0.0
HOMEZ,63.0,33.0,65.25,48.25
BEGAIN,4.75,2.25,1.25,0.5
BAHCC1,4037.25,2302.75,2678.0,1746.0
WDR48,1102.25,810.25,1111.25,851.75
FNIP2,55.5,45.0,48.75,26.25
USP36,1212.0,747.5,943.75,833.5
PITPNM2,108.25,54.25,82.5,74.5
SLAIN2,1884.0,1175.25,1623.75,1171.25
JCAD,18.5,8.75,2.75,1.5
DIP2B,1905.5,1355.25,1871.0,1220.0
RANBP10,627.75,362.0,599.0,394.0
FAM234B,499.0,325.75,343.75,260.0
RELCH,423.75,316.25,345.25,280.75
TSHZ3,196.75,115.75,233.75,125.5
VPS18,366.0,199.75,316.25,217.75
STIM2,371.0,256.0,364.0,239.0
ZBTB2,629.5,386.5,579.75,403.0
LRFN1,42.5,21.75,16.0,19.75
ZFAT,762.25,537.5,597.0,414.75
SH3RF1,288.5,148.75,258.5,103.0
EP400,1838.75,1248.25,1900.5,1583.25
CCDC146,13.0,8.0,13.25,10.75
MYH7B,6.75,4.25,4.5,3.0
POGK,1767.0,1053.0,1702.25,1227.75
USP28,389.75,296.25,308.25,237.5
DHX37,362.25,234.0,399.0,322.25
KIAA1522,25.25,13.25,16.75,11.25
PHF12,504.5,321.25,487.0,358.25
CIP2A,254.25,139.0,152.0,102.25
STRA6LP,148.25,87.25,91.5,73.75
UVSSA,447.0,305.0,216.0,174.0
GRAMD1A,92.25,57.5,111.0,68.0
CALCOCO1,631.75,445.25,312.5,203.75
ZBTB4,917.25,562.75,757.75,620.5
PLEKHA4,1.0,1.0,1.75,1.25
RDH14,148.5,108.25,165.75,141.5
FBRSL1,730.0,429.0,526.0,516.25
EPB41L5,19.5,14.5,18.0,9.0
BEND3,241.25,129.75,146.5,100.0
RNF213,789.5,564.0,829.75,1343.0
ZFP14,158.5,101.5,188.75,133.75
GPAM,458.5,318.5,500.25,340.25
ALS2,209.25,130.75,236.75,165.75
CHD8,281.0,143.25,267.0,178.25
ZDBF2,0.75,1.25,2.5,3.25
ZBTB26,61.5,33.75,46.5,32.5
CACHD1,4.25,2.75,4.5,1.75
VAT1L,1682.5,1295.0,952.25,661.0
ZSWIM6,189.5,110.5,156.25,103.75
TNRC6C,564.75,325.5,431.0,370.5
KIAA1586,91.25,55.25,85.75,57.5
ZNF317,2600.5,1595.0,2183.0,1407.0
USP37,1747.25,1091.75,1438.5,854.5
DDX55,893.25,556.25,1070.25,772.0
FANCM,18.75,9.0,23.75,14.25
SHTN1,352.0,247.25,282.25,204.0
CPNE5,30.75,25.0,14.0,9.5
FAM160B1,580.5,334.5,545.0,393.25
NCKAP5L,67.75,38.0,40.25,26.0
CWC22,153.0,104.0,182.0,120.75
GBA2,202.75,129.5,214.5,146.25
WDFY4,189.25,118.25,139.75,104.5
DENND1A,542.75,339.25,345.25,268.75
MEAK7,109.75,78.0,106.0,92.25
MIER1,1197.0,716.25,895.0,603.75
KIAA1614,11.5,6.25,7.0,4.5
ZNF529,604.75,291.75,401.5,282.25
SFMBT2,2889.0,1793.75,2166.75,1640.5
SEMA4G,17.5,12.0,10.75,8.0
PRX,50.75,28.5,37.0,23.25
ANO8,266.25,162.75,157.0,131.75
GPR107,2375.5,1627.0,1878.75,1488.5
METTL14,731.25,464.25,740.25,476.5
EPG5,304.5,198.0,338.25,223.0
NCOA5,1469.75,986.5,1158.25,872.75
WDR19,51.75,38.75,42.0,29.75
SPTBN4,5.0,1.5,2.25,2.5
ZFYVE28,21.25,11.5,19.75,17.75
TRIB3,1500.75,1291.75,400.5,377.75
ANKRA2,42.5,22.5,40.5,36.0
RBAK,939.25,470.75,837.5,479.0
MARK4,371.75,215.5,323.25,254.25
SUGP1,107.25,82.25,110.0,93.0
GATAD1,1068.5,728.25,911.25,737.5
RAB40C,447.75,270.25,338.25,221.0
HES4,2.5,1.0,2.75,1.5
POLD4,1506.25,1093.5,1483.25,1080.25
CCAR2,2872.75,1843.25,2738.25,2242.75
LSM2,5.0,2.0,3.25,1.75
CCNB1IP1,270.0,222.0,147.5,142.5
CCDC181,4.5,1.25,1.0,0.25
SLAMF7,30.5,22.0,31.0,41.0
RAP2C,2149.25,1587.5,1285.0,1182.75
C6orf47,4.5,2.75,2.5,2.5
SLC4A5,1763.0,1306.75,1012.0,972.5
ZNF410,915.5,657.25,970.75,764.5
SLC46A2,13.0,9.25,10.0,3.75
PTBP2,390.0,246.0,357.25,245.75
NFE4,57.25,55.0,31.75,38.0
CTDSP1,3721.25,2169.0,1561.0,1093.75
CXCL16,75.5,52.25,67.0,54.25
SQOR,235.75,193.5,264.5,244.0
MS4A7,1592.0,1242.0,709.0,608.0
TP53INP2,366.5,208.25,223.5,193.25
SRPRB,3317.5,2274.75,3633.25,3371.0
ENOPH1,2127.5,1712.25,1872.75,1728.75
RHOU,1856.5,1270.0,1849.75,1244.0
NLRC4,8.0,4.5,7.75,6.5
TRAPPC1,2550.75,1904.25,2356.0,1933.75
ZBED5,34.0,12.0,24.5,11.0
CREBZF,2544.75,1565.0,1950.25,1477.75
PCTP,599.75,427.75,489.5,398.75
ABHD17C,259.0,188.5,224.0,159.5
RPRD1B,2081.5,1250.25,1121.75,774.0
ZNF71,136.0,93.5,133.0,86.0
ZNF77,41.25,23.25,38.25,27.75
INIP,1060.75,736.75,814.25,559.0
JAM2,10.5,4.5,4.0,5.75
OVOL2,8.75,7.5,5.0,2.0
PRUNE1,524.5,358.75,691.0,496.5
ZNF250,172.5,86.5,168.25,101.75
ARHGAP22,15.0,8.75,5.0,8.25
OSTC,1945.5,1436.0,1673.5,1508.0
SCAF1,241.5,151.25,206.5,173.0
KMT2C,707.25,446.25,760.0,650.25
CACTIN,705.25,439.0,504.0,415.25
EPS15L1,2290.0,1551.0,1907.0,1383.75
SELENOK,340.0,257.75,382.5,322.75
SINHCAF,40.0,17.5,19.25,9.0
RBM25,2958.0,1680.0,2496.5,2116.0
WIZ,1383.0,805.5,1058.75,870.75
MID1IP1,597.5,442.75,498.75,366.25
ABRACL,1175.75,949.25,994.0,861.5
RRAGD,259.75,195.25,116.5,94.25
MYOZ1,6.25,3.75,4.5,3.5
SNX6,944.5,787.0,858.75,819.5
PGAP6,181.25,102.25,154.0,130.25
HIVEP3,648.5,376.0,290.75,237.75
TLNRD1,327.5,234.0,247.75,191.0
CACNG8,1.0,0.25,2.5,0.25
UBL5,927.0,739.25,1236.5,983.5
SIGIRR,155.5,119.0,93.5,79.75
PRDM12,13.75,9.75,15.75,12.25
PLEKHA1,5.5,2.5,5.0,4.75
PLEKHA2,2012.5,1328.0,1328.75,1294.5
HRH4,3.0,2.25,4.75,1.0
SCPEP1,1054.5,853.5,572.5,499.0
SENP2,1256.75,879.5,918.75,677.75
GNB4,3802.75,2400.75,2302.5,2041.0
ZNF350,153.0,73.5,96.25,54.25
KLHL12,785.5,571.0,865.0,625.25
RXFP1,60.0,39.5,16.0,13.75
AFAP1,46.0,38.0,14.5,9.25
GPBP1L1,2174.5,1280.0,1829.5,1431.75
MYG1,29.0,20.25,29.0,29.75
FAM3A,221.25,168.5,204.25,182.0
AVPI1,17.5,12.0,17.75,10.25
SLC25A19,689.25,475.75,693.25,637.75
EXOC4,1220.75,841.25,817.0,665.75
TGIF2,1946.75,1235.25,1677.0,1171.75
ELOVL5,8203.25,5964.25,5200.0,4455.5
SAV1,386.5,261.75,434.0,321.0
TRMT11,108.0,77.75,68.75,50.25
MRPS35,2725.5,1839.75,2489.75,2101.75
APOBEC3G,168.0,130.75,84.25,84.5
PPCDC,183.0,144.0,174.0,160.5
NIF3L1,342.0,264.0,395.5,282.5
CCDC90B,437.75,292.0,338.75,269.75
FASTKD5,127.25,74.75,112.25,76.5
AASDHPPT,2925.5,2299.5,2695.0,2184.0
AGBL5,1309.5,1012.5,1459.25,1144.5
LDAH,1417.5,1015.75,1357.5,1079.75
ELAC2,791.0,577.5,994.0,777.0
ALX4,23.75,17.75,10.25,5.5
GUF1,1818.0,1352.25,1364.5,1091.0
SPCS3,10821.0,7317.75,7396.75,6521.25
NAA35,404.75,269.0,265.75,207.25
RINT1,146.75,51.25,89.75,80.0
SCOC,1363.0,890.75,1207.5,808.25
DHX35,151.0,108.0,171.5,121.0
RIC8A,848.25,556.5,826.0,594.25
MIIP,77.75,50.5,101.0,93.5
ATG101,239.0,167.25,183.25,162.0
GAS5,1466.0,711.5,1191.25,743.75
PROK2,254.0,163.75,251.25,112.75
PAPPA2,4.25,2.25,0.5,0.25
CELF6,21.0,10.75,19.0,20.5
EEFSEC,146.0,100.0,150.0,129.0
CELF5,5.5,4.75,7.5,5.75
SMAP1,666.75,471.5,661.5,520.5
TRAPPC11,831.25,606.75,828.75,629.25
ZFAND3,3036.0,2076.75,1829.75,1334.25
C14orf93,23.25,15.25,27.0,22.25
SLC22A23,44.5,20.5,16.25,14.5
BCORL1,48.5,26.75,56.5,41.5
SRR,2720.25,2091.0,2641.0,2175.25
ABHD4,108.75,80.75,92.25,83.25
MRPL17,831.0,548.0,717.5,528.0
FAM204A,631.5,397.25,483.0,398.0
RNF123,368.5,214.5,215.75,154.5
THADA,2300.25,1729.75,2297.0,1710.5
UBE2O,564.0,356.0,532.5,478.25
VIPAS39,334.25,231.5,412.75,303.25
PIEZO2,22.25,15.5,20.5,19.75
HEATR6,157.5,103.75,192.0,148.75
NSUN3,67.0,33.5,52.5,35.75
FAM111A,2756.75,1922.75,2942.75,2340.0
MANBAL,249.75,169.5,289.75,185.25
GPATCH3,122.5,71.5,136.5,88.0
NAPB,299.75,234.0,391.75,294.5
SLC17A9,1063.25,644.25,695.5,616.75
BLOC1S5,639.25,515.75,738.75,563.25
ELMO2,647.5,468.0,647.5,470.25
GALNT11,346.0,224.0,308.25,250.5
ZBED8,9.0,5.75,17.25,7.0
CHTF18,56.25,35.5,61.5,61.5
TNN,2.25,0.5,2.75,0.75
ZNF335,105.0,64.75,90.25,61.5
ANKEF1,67.75,44.0,30.25,23.25
XPNPEP3,937.5,559.25,862.75,700.75
MRPS14,1108.75,841.25,1019.5,822.75
CXorf56,735.25,483.75,621.75,519.0
MCUR1,612.5,437.0,400.75,326.25
PCIF1,277.0,216.25,242.5,237.0
FAM217B,1317.25,840.0,1427.75,1053.5
NECAB3,64.75,46.25,59.0,48.75
CLSPN,1533.5,867.5,1403.75,886.75
PRDM15,577.5,362.75,741.0,495.0
FIGNL1,536.75,294.25,447.5,330.5
MYO1G,257.25,195.25,129.25,152.25
TSPYL2,210.0,111.5,147.25,122.75
RBM26,614.75,360.0,495.75,437.0
PERP,11.5,10.75,11.75,8.0
NPAS3,0.5,1.0,3.25,1.0
CDH23,5.0,6.5,1.0,2.25
C19orf33,3.5,1.5,1.0,1.75
LHPP,239.0,194.0,200.75,159.75
SLC28A3,256.75,209.25,202.25,145.25
RBKS,12.5,13.5,5.75,7.0
PBLD,159.5,127.0,106.0,80.0
GOLPH3,4498.5,3216.75,3501.5,2495.75
MCCC2,2726.75,1878.5,2099.25,1598.75
SNX16,75.0,44.0,71.0,38.5
POPDC2,11.25,13.0,8.75,10.5
EPB41L4A,306.75,134.75,184.0,101.25
PARVG,1243.5,805.75,809.75,641.5
LRRC4,4.75,2.5,3.5,2.0
CENPK,399.25,233.5,249.5,183.0
RTP4,47.25,36.0,47.0,34.5
CRLF2,34.0,28.25,40.75,28.75
MAGEF1,863.75,558.5,641.0,427.0
TMBIM1,303.0,204.5,305.0,237.0
VSIR,2391.0,1673.25,1051.0,1198.0
SLC39A8,3346.5,2326.75,2301.75,2020.25
DUS1L,437.5,302.25,424.5,335.0
RRAGC,881.75,577.75,867.25,640.0
NOD2,370.5,248.5,603.5,560.5
