GENE,VHL_3h,DMSO_3h,VHL_6h,DMSO_6h
RAB26,22.0,21.5,13.0,15.0
COG4,126.0,181.5,96.5,121.5
METTL7A,395.5,513.0,101.5,106.0
ABTB2,68.5,106.5,141.5,125.5
ASF1A,2156.0,2666.0,1503.5,2002.5
MOB4,1306.5,1603.0,872.0,1280.5
YIPF3,451.5,514.5,343.5,423.5
25845,2410.5,3319.0,1804.5,2733.0
ANAPC13,1678.5,1892.0,1253.5,1718.5
ZNF345,38.5,64.0,34.0,52.0
TECPR1,167.5,268.0,133.5,183.0
ARMC8,997.0,1237.0,858.5,1141.5
DCAF12,2224.0,3239.0,1517.5,2473.0
BRMS1,345.5,424.5,383.0,448.5
USP49,1008.5,1409.0,641.0,914.5
ABHD14A,67.5,77.5,55.5,61.5
PRKD2,86.5,141.0,70.5,84.5
SUMF2,2264.5,2754.0,1850.0,1961.5
NEPRO,1919.5,2292.5,1690.5,2135.5
RPL36,4284.5,4436.5,4126.5,4157.5
MPC2,1448.0,1634.0,1221.5,1402.0
LETMD1,707.0,817.5,529.5,696.5
DCAF13,677.5,795.5,749.0,857.5
TMEM186,200.5,282.0,226.0,276.5
POLR1A,336.5,591.0,361.0,564.0
POC1A,346.5,448.0,338.0,432.5
ZNF473,241.5,339.0,294.0,436.0
ABI3BP,3.5,6.0,3.0,2.0
TRIM58,446.0,564.0,413.5,415.0
PLEKHG4,217.5,274.5,206.0,263.0
EEF1AKMT3,310.0,421.5,288.0,376.0
INTS7,3611.0,4293.5,3664.5,4692.0
RNF19A,459.0,673.5,338.0,601.0
RCHY1,730.0,937.5,510.0,729.5
IFFO1,271.5,428.5,306.0,391.0
CCDC28A,386.5,390.5,246.5,352.5
MTHFD1L,376.0,466.0,338.5,405.5
OLFML2B,1.0,4.0,2.5,5.0
CNOT10,110.5,134.0,92.5,115.5
ANAPC15,468.0,575.0,456.5,542.5
TMEM158,11.0,12.5,15.0,24.0
AHCTF1,669.5,997.0,823.5,1104.0
DPCD,47.5,63.5,35.0,49.0
C1orf43,5751.0,6543.5,4489.5,5642.0
POT1,1997.5,2374.0,1423.5,1800.5
RTTN,37.0,63.5,47.0,77.0
NDUFAF3,283.0,361.0,184.0,255.5
THUMPD3,1024.0,1243.5,999.0,1209.5
NELFB,299.5,423.5,338.5,379.5
ZDHHC5,1611.5,2335.0,1472.0,1757.5
ATL3,2247.0,2810.0,2103.5,2963.5
MYRIP,1.5,2.0,0.0,1.0
NOL11,293.5,428.5,370.5,445.0
CNRIP1,2.5,4.0,1.0,1.5
GEMIN5,195.0,251.0,358.5,432.5
PTPN23,55.5,84.0,71.5,101.5
CLIC4,14593.5,18470.5,8339.5,9256.0
NIPSNAP3A,348.0,512.5,290.0,285.5
NSL1,1478.0,1787.0,1494.0,1770.5
HEATR5A,46.5,85.5,80.0,95.5
SAMHD1,2310.5,3450.0,1343.5,1908.0
FAM98A,943.0,1259.0,1320.0,1526.0
TPGS2,1561.5,2059.0,1359.5,1585.0
SIN3A,1481.5,1904.5,1153.0,1482.5
C20orf194,324.0,477.5,250.5,436.5
NECTIN3,42.5,51.5,12.5,26.5
ZNF385A,2316.0,3059.5,1795.5,1968.5
KBTBD2,537.0,711.0,366.5,560.5
SYF2,398.5,565.0,352.0,442.5
RWDD3,94.0,150.5,90.5,125.0
PNKD,229.5,274.0,283.5,282.0
SEC31B,24.0,37.5,18.0,21.5
PNISR,6754.5,9367.5,5162.0,6593.5
KANK2,213.0,322.5,220.5,332.5
ADGRA2,2207.5,3153.0,1159.5,1714.0
NUDT13,69.5,71.5,46.0,65.0
VIRMA,266.0,330.0,254.0,330.5
TMEM87A,1249.5,1456.5,1137.0,1474.0
C2CD2,151.5,194.5,153.5,185.5
SH2B1,151.5,276.5,89.5,138.5
UNC50,63.0,79.0,69.5,100.0
PARS2,46.0,64.0,74.0,106.0
MMACHC,361.0,425.0,506.0,567.0
TIPARP,225.0,374.0,271.5,511.0
NECAP1,321.0,389.5,290.5,377.0
CHMP2B,383.0,495.0,399.5,479.5
DHRS7B,113.0,135.0,85.5,112.5
AAR2,750.0,973.0,653.5,881.5
DNAH1,1.5,7.5,5.0,4.5
NGDN,59.0,113.0,78.0,105.0
TSKU,56.0,74.5,28.0,44.0
HINFP,148.5,218.5,173.0,198.5
ULK3,1399.5,1843.0,1099.0,1584.0
SNED1,23.5,41.0,12.5,23.0
HIGD1A,1265.5,1385.0,1171.0,1473.0
REXO2,115.0,121.0,128.0,141.0
IBTK,499.0,663.0,652.0,741.5
CLIP3,27.0,46.5,21.0,25.0
TBC1D10B,461.0,703.5,489.0,617.5
RNF167,577.0,768.5,355.5,505.5
GORASP2,1368.5,1658.5,1136.5,1516.5
C2CD3,76.0,114.0,121.5,140.0
TKFC,122.0,151.0,87.5,111.5
ZZZ3,743.0,930.0,719.0,1028.0
SPATS2L,193.5,254.0,330.5,331.5
TENM4,8.5,16.0,2.5,4.0
NSMF,883.5,1292.0,905.0,1164.5
L3MBTL1,5.0,14.5,4.5,9.0
RPAP1,99.5,150.5,136.5,150.0
FAM32A,2637.0,3373.5,2620.0,3352.0
LRIG1,69.0,81.0,73.0,97.0
UPF2,561.5,733.5,654.5,871.0
LRP10,205.5,259.5,138.0,164.5
PTCD1,1629.5,1925.5,1392.0,1772.5
PCDHGA12,1518.5,1984.5,705.0,1208.5
ACOT11,56.0,71.0,48.5,67.5
PLEKHG3,129.5,239.5,132.5,232.5
OSBPL3,352.0,460.5,256.0,325.5
SUSD5,1.0,6.5,2.0,3.0
IPCEF1,34.0,47.0,62.0,115.0
GLCE,380.5,490.0,413.0,491.0
ZNF451,729.0,1119.0,666.5,958.0
SIPA1L1,14.0,23.0,12.5,15.5
CHD5,5.0,9.5,7.0,9.0
SS18L1,445.5,672.0,442.5,496.0
SETBP1,5.5,14.0,0.5,3.0
UBXN7,1079.0,1544.0,759.0,1020.0
LRRTM2,4.5,4.5,2.0,1.5
LTN1,859.5,1181.5,792.5,1185.5
ZNF500,103.0,188.0,132.5,182.5
FAM169A,30.5,61.0,31.5,36.0
SLITRK5,1.0,5.0,1.0,2.0
PPP1R16B,5437.5,7834.5,3160.0,4742.0
DNM3,6.0,15.5,6.5,7.5
AUTS2,181.5,320.5,199.5,271.5
SENP6,344.5,466.5,255.0,331.5
RAB11FIP5,11.0,11.5,3.0,9.0
ANKRD17,501.5,829.0,746.0,973.0
GIGYF2,1304.5,1918.0,1459.0,2051.0
APPL1,2489.0,3135.5,1640.5,1997.0
HACL1,1055.0,1053.5,818.0,1038.5
LSM14A,140.0,264.5,121.5,165.5
RTL8A,59.0,57.5,29.0,39.0
POLDIP2,1714.0,2272.5,1705.0,1976.5
GPSM1,183.0,288.5,179.0,195.0
GGA1,252.5,412.5,259.5,300.5
ABHD12,335.0,428.0,327.5,326.0
HERC4,165.5,245.0,213.0,278.0
TOR1AIP1,1830.5,2419.0,1545.5,2146.5
CCDC9,45.5,85.5,53.5,58.0
DCAF4,203.5,259.0,210.5,208.0
CHTOP,2384.0,2578.5,1783.5,2140.5
EDRF1,131.0,219.5,150.5,236.5
SZRD1,4791.0,6216.5,3467.5,4453.5
WIPI2,1242.0,1536.5,1332.0,1581.0
26102,1.0,1.5,0.5,0.0
PYGO1,0.5,1.0,0.5,1.0
CCDC69,450.5,573.0,386.5,531.0
TANC2,224.5,313.0,98.5,154.5
WSB1,1460.5,1767.5,1201.5,1538.5
LDLRAP1,748.5,906.0,678.0,789.5
EPC2,229.0,301.5,238.5,372.5
TCTN3,288.0,335.5,267.0,339.5
FGFR1OP2,814.0,1074.0,764.0,980.0
KIFBP,250.5,293.5,260.5,354.5
GAPVD1,1048.5,1353.0,1259.0,1492.5
TRPC4AP,385.5,524.0,359.5,392.0
26134,741.0,948.0,461.0,489.5
SERBP1,11722.0,15527.0,9352.0,10558.0
ZBTB20,59.5,79.5,11.5,22.0
TTLL3,66.5,112.5,49.5,50.5
IRF2BP1,391.5,508.5,353.5,468.5
TRAF3IP1,111.0,177.0,177.5,218.0
PHF19,937.0,1225.5,723.5,1009.0
26148,70.5,109.5,39.5,54.0
ZNF658,1.0,1.5,4.0,5.5
RIBC2,3.0,6.5,2.0,2.0
NAT9,448.0,571.5,393.0,446.5
ZNF337,101.5,180.5,119.0,148.0
ABCA12,9.5,25.0,7.0,7.0
NOC2L,466.0,655.0,590.0,691.5
RSL1D1,3419.0,4116.0,2952.5,3480.5
GIMAP2,17.0,30.0,18.5,26.5
IFT172,8.0,8.5,7.0,8.0
MTG2,376.5,591.0,359.5,535.5
SENP3,381.0,569.5,423.5,473.0
INTS1,107.5,153.5,134.0,144.0
FBXW2,2231.5,2975.5,2234.5,2606.5
PTPN22,60.0,84.0,12.5,23.5
GMEB2,464.5,765.5,351.0,492.5
SPAG8,0.5,2.5,3.5,2.0
PITPNC1,89.5,107.0,76.5,86.5
26220,1.5,4.0,0.0,1.0
FBXL3,316.0,520.5,311.0,402.5
ARL5A,1921.0,2601.5,1768.5,1944.5
FBXW4P1,31.0,50.5,25.5,35.0
PHGDH,969.5,1099.0,426.5,451.5
STAP1,1.0,4.0,2.0,2.5
B3GAT3,656.5,900.5,590.0,719.0
TIAM2,28.0,32.0,28.5,39.5
LRRC29,7.0,3.5,6.0,8.0
FBXL6,65.0,97.5,87.0,106.0
FBXL5,1438.0,1756.0,1018.5,1463.5
FBXL4,435.0,539.5,366.5,473.5
KLHL3,26.5,30.5,10.0,16.5
26255,711.0,770.5,666.5,1025.0
CABYR,5.5,10.5,6.5,7.5
BLOC1S6,4103.0,4964.0,2956.0,3604.0
FBXW8,334.0,441.5,192.5,264.5
FBXO25,93.0,124.5,66.5,81.5
FBXO24,4.5,6.0,3.5,3.5
TSPAN17,314.5,445.5,407.5,483.0
FBXO22,412.0,603.5,325.0,431.5
FBXO10,76.5,109.5,88.0,91.5
FBXO9,481.5,645.0,437.5,567.5
FBXO8,57.5,83.5,59.0,88.5
FBXO6,100.0,128.0,107.5,130.0
FBXO5,156.0,230.0,191.0,364.0
FBXO4,113.5,147.5,72.5,83.0
FBXO3,95.0,143.5,80.5,112.5
HIBCH,129.5,164.0,122.0,162.0
VPS33B,55.5,75.0,60.0,88.0
TINF2,529.5,674.0,436.5,545.0
SACS,771.5,1261.0,1077.5,1358.5
PLA2G2D,5.5,6.0,0.0,0.5
ERAL1,313.0,346.0,309.5,367.0
ARFGAP3,693.5,864.0,660.0,923.5
AK5,42.0,53.5,17.0,26.0
MYCBP,2258.5,2397.5,2218.5,2671.5
SERGEF,311.0,392.0,349.0,362.5
GBGT1,269.0,404.5,546.5,715.5
GAPDHS,10.5,19.0,12.5,15.5
GNL3,383.5,617.5,401.0,513.0
FAM162A,487.5,615.5,296.0,313.0
PTPN18,1915.5,2754.0,1197.5,1824.0
SEZ6L2,97.0,103.5,89.5,109.5
NUPR1,99.5,142.5,66.0,41.0
PPP1R14B,440.0,515.0,498.5,545.0
NARF,126.0,163.0,118.0,112.0
SLC17A5,66.0,99.0,60.5,76.5
CNNM4,202.5,321.0,170.5,292.5
CNNM3,543.5,800.0,589.0,757.0
HEYL,112.5,152.0,89.0,97.0
MYOF,48.0,60.5,56.0,50.5
CHIC2,114.0,159.0,95.5,138.5
INTS6,408.0,600.5,290.5,428.5
TIMM10B,1322.0,1567.0,1089.5,1339.5
TIMM13,1226.5,1434.5,1231.0,1326.0
TIMM10,312.0,357.0,385.5,424.0
TIMM9,1029.5,1218.0,867.5,1161.0
TIMM8B,1245.5,1390.0,1194.0,1386.5
AGO1,1415.5,2046.0,1162.5,1584.0
LATS2,258.5,294.5,246.5,390.0
TSPAN16,1.0,2.5,0.0,0.5
DAZAP1,2899.0,3488.0,2370.0,2793.0
ITGB1BP2,2.0,6.5,1.5,1.5
AATF,4.5,7.0,4.0,5.0
RGS17,2.0,0.5,1.5,2.0
SRPK3,30.5,41.5,18.5,18.5
OSTF1,427.5,515.5,287.5,379.5
MYEOV,2.0,1.5,5.0,4.0
BSCL2,1437.5,1710.0,1588.5,1847.5
CKAP2,515.5,679.5,480.5,637.5
MRPL46,78.5,105.0,79.5,99.5
TBL2,922.5,1084.0,674.5,702.5
ELP4,241.5,321.5,203.0,241.0
OR7E47P,3.5,5.5,3.0,2.5
NUFIP1,79.0,103.0,78.0,91.5
RPS6KC1,231.5,290.0,282.0,333.5
SH3YL1,611.5,777.5,462.5,499.5
26765,4.5,8.5,7.5,12.5
26769,20.0,52.0,18.0,32.5
26770,31.0,122.0,44.5,91.5
SNORD102,17.0,41.0,19.0,33.0
SNORD4B,7.0,14.5,6.5,10.5
SNORD4A,29.0,65.5,41.0,41.5
26774,64.5,141.0,89.5,119.0
SNORA72,5.0,13.5,7.0,10.0
26776,7.5,18.0,2.5,11.0
26777,5.5,9.0,4.0,6.5
SNORA70,40.5,73.5,43.0,65.5
SNORA69,2.5,3.0,0.5,3.5
SNORA68,13.5,22.0,10.0,21.5
SNORA67,127.0,207.0,99.5,139.0
SNORA66,7.5,12.0,4.0,3.5
SNORA65,15.0,18.5,10.0,15.5
SNORA64,22.0,57.5,15.5,24.0
SNORD63,7.0,19.0,9.5,25.5
SNORD62A,1.5,4.0,1.5,3.0
SNORD60,7.0,13.0,5.0,8.5
SNORD59A,2.0,9.0,1.0,5.5
SNORD58B,553.5,566.0,461.5,572.0
SNORD58A,11.0,37.5,8.5,18.0
SNORD57,53.0,106.5,56.0,69.5
SNORD56,11.5,32.0,8.5,27.0
SNORD54,9.5,33.5,19.0,26.0
26798,0.5,7.5,2.0,3.5
26799,1.0,7.0,4.5,3.5
SNORD49A,29.0,79.0,40.0,80.5
26802,42.5,139.5,56.5,106.0
SNORD45B,15.0,22.5,17.5,32.0
SNORD45A,10.5,20.0,7.5,16.5
26806,15.5,59.5,13.0,31.0
SNORD43,13.0,20.0,15.0,12.5
SNORD42B,4.0,14.0,4.0,6.0
SNORD42A,5.5,13.5,5.5,8.5
SNORD41,4.0,7.5,3.0,4.5
SNORD55,12.5,15.0,15.0,17.0
SNORD37,5.0,10.0,3.5,8.0
SNORD36C,14.0,42.5,8.5,31.0
26814,22.0,51.5,15.0,24.0
SNORD36A,130.5,201.5,123.5,210.0
SNORD35A,11.5,20.5,13.5,16.5
SNORD34,14.0,23.0,10.0,14.0
SNORD33,15.0,29.5,11.5,22.5
SNORD32A,41.5,61.5,32.0,49.0
SNORD24,11.5,22.0,5.0,8.5
SNORA74A,0.5,10.0,1.0,0.5
SNORD14A,3.0,12.0,3.0,5.5
RNU11,6.0,9.5,7.5,10.5
RNU6-1,9.0,11.0,5.0,7.5
RNU5F-1,3.5,6.0,2.5,2.0
26830,1.5,5.0,0.0,2.0
RNU5A-1,1.5,3.5,1.5,1.5
RNU4-2,2.0,3.0,3.0,4.0
RNU4-1,1.0,3.5,0.5,0.5
OPLAH,9.5,18.0,11.0,11.0
RANBP6,1401.5,1862.0,1072.0,1423.0
COPG2,285.5,393.0,281.5,331.0
HBP1,421.0,510.0,411.0,541.5
CHORDC1,386.0,596.5,859.5,963.5
ZNF285,36.5,47.0,77.0,105.0
SEC22A,257.5,324.0,267.5,390.5
AP3M1,4649.0,5968.5,3712.0,4461.0
PABPC1,36295.0,47371.5,36048.0,40152.5
AKAP8L,2850.0,4269.5,2116.5,2778.0
RNF11,1661.5,2220.5,1176.5,1615.0
TRUB2,523.5,667.0,605.0,661.0
GPR160,74.0,112.5,65.5,81.0
CYFIP2,89.5,102.5,41.5,40.0
DNAJC2,99.5,107.0,105.5,107.0
USP21,149.5,190.0,224.5,223.0
TPK1,248.5,295.0,279.0,346.0
CNPPD1,1566.5,2144.5,1298.0,1532.5
BEX3,282.0,394.5,227.5,296.5
NPTN,681.5,930.5,759.5,903.5
MLH3,135.5,197.0,163.0,209.0
NPHP3,46.5,66.0,44.5,62.5
ATP2C1,618.0,807.5,560.5,708.0
ACAD8,348.5,429.0,265.5,346.5
NOX1,19.5,29.5,24.5,33.0
SIGLEC7,17.0,21.5,10.0,12.5
TRMT2A,386.0,593.0,410.0,463.0
PKD2L2,286.0,339.0,177.0,228.0
LAT,282.5,356.0,327.5,328.5
UTP25,508.5,693.0,460.0,569.5
PELP1,45.0,49.5,46.0,67.5
SND1,1241.0,1676.0,1211.5,1332.0
NSG1,4.0,9.0,2.5,8.0
STAU2,1044.5,1532.5,859.5,1124.0
PPA2,268.0,266.0,228.0,315.5
GHITM,3838.0,4202.5,4015.5,4527.5
DAPP1,115.5,140.5,124.0,208.5
VPS41,605.5,701.0,491.0,587.5
TSPAN13,23.0,31.0,31.5,38.5
B9D1,21.5,35.0,16.0,21.5
RPUSD2,60.0,84.5,58.5,73.5
MTBP,55.5,67.5,50.5,83.0
FOXP1,2669.0,3320.5,1689.0,2492.5
UQCRQ,761.5,850.0,1029.0,1147.5
ST6GALNAC4,102.5,128.0,97.5,111.5
KCNMB3,10.5,17.5,7.5,17.0
TRAPPC3,1114.5,1349.5,1171.0,1516.0
TAF5L,1488.0,1971.0,979.0,1408.0
CLUL1,10.5,16.0,5.0,8.5
CACYBP,1981.0,2445.5,1845.0,2539.0
EIF2AK1,3696.0,4336.5,3598.0,4462.0
ARRDC2,494.0,648.5,457.0,539.0
ZBTB11,380.0,572.0,534.5,613.5
DMAC2L,300.0,381.5,186.0,230.0
SDCBP2,2.5,2.5,4.5,3.5
BBC3,87.0,128.5,109.0,107.5
DKK2,43.5,65.5,19.5,33.5
AFF4,1541.0,2385.0,1105.5,1554.5
SMC1B,12.0,24.5,8.5,10.0
CYTH4,3747.5,4552.5,2544.5,2424.5
HSPB7,2.5,3.5,0.5,0.5
INVS,206.0,271.0,169.5,191.5
SNX5,803.0,1005.0,777.0,945.5
CPNE7,1.0,4.5,5.0,5.5
TJP3,2.0,4.5,2.0,1.0
CIDEB,741.0,1081.5,496.5,730.0
PALD1,392.0,548.5,501.5,594.0
FAM184B,36.0,59.0,22.5,33.0
STK36,73.0,92.5,97.0,108.0
CPAMD8,5.5,22.0,0.0,2.0
INTU,6.5,11.5,1.5,3.5
ZNF777,44.0,66.0,46.5,50.0
BRPF3,418.5,615.0,432.0,610.5
NDOR1,464.5,686.5,429.0,525.5
INGX,1.0,3.0,0.0,1.0
AGO2,323.5,567.0,234.0,359.5
NAAA,397.0,435.5,349.5,400.0
GLS2,6.5,10.0,3.0,3.0
PRELID1,1059.0,1248.0,1165.0,1320.0
SLC39A1,1094.0,1390.5,948.5,1135.5
TUBG2,5.5,5.5,6.0,6.5
SIGLEC9,5.0,12.0,5.0,6.5
SIGLEC8,2.0,2.0,0.5,0.5
VPS4A,1145.5,1535.5,1094.5,1303.0
27184,17.5,29.0,8.0,12.0
DISC1,370.5,470.0,172.5,224.0
GPR82,9.5,18.0,11.5,16.5
GPR78,1.0,2.0,1.5,2.5
C5AR2,5.0,4.0,1.0,2.5
TUBGCP4,1144.0,1407.0,997.5,1228.5
SERP1,8051.0,9957.5,6261.5,7096.0
GNMT,7.0,6.0,2.0,4.0
COQ2,339.5,413.5,308.5,485.0
ARFIP1,658.0,856.5,716.0,959.0
GPKOW,110.0,146.5,96.0,119.5
GPR162,2.5,1.5,2.0,3.0
SIT1,34.0,41.5,10.5,8.5
BBS9,9.0,10.5,12.5,16.0
TNFRSF21,74.5,107.5,91.0,135.5
CHMP2A,288.5,352.5,275.0,285.5
SESN1,68.0,90.5,69.0,93.0
AHDC1,95.0,157.5,96.0,127.5
RNF115,552.0,669.5,472.0,579.5
NFU1,478.5,538.0,309.0,434.0
ERLEC1,461.5,612.0,419.0,537.0
MMADHC,683.0,917.5,545.5,673.5
PDCD4,2294.5,2854.5,1532.0,1898.5
KLHL20,223.0,329.5,178.5,277.0
LSM1,2243.0,2549.0,2044.0,2623.5
LSM3,1091.5,1379.5,1217.0,1412.5
SULT1B1,9.5,14.0,0.5,1.5
VENTX,695.5,942.5,543.5,583.5
RND1,6.5,10.0,10.5,25.5
R3HCC1L,183.5,247.0,208.0,262.0
DIMT1,571.0,731.5,680.0,687.0
CRCP,1387.5,1897.0,961.0,1322.5
ADAMDEC1,0.5,0.0,0.0,0.5
ZNF544,967.0,1192.5,522.5,656.0
APEX2,145.0,193.0,159.0,198.0
BMP10,1.0,1.5,2.0,1.0
MOCS3,118.5,158.0,130.0,200.5
ZNF330,637.0,754.5,602.0,744.0
RAB30,43.0,60.0,50.5,74.5
PGAP2,781.0,1000.0,602.5,656.0
RBMX,13208.0,15348.0,8927.5,10509.5
TNRC6A,667.5,965.0,658.0,870.5
ZNF638,135.5,199.5,179.0,242.0
GOLIM4,1291.5,1695.0,1467.0,1765.0
P2RY10,1.0,3.0,0.0,1.0
EIF3K,304.0,375.5,288.5,365.0
HTATSF1,307.5,335.0,300.5,407.0
UBE2S,119.5,175.0,83.0,116.0
PRPF19,817.5,1115.5,733.5,957.0
UTP20,58.5,106.5,122.5,148.5
RRP7A,1621.0,2313.0,1305.5,1591.0
RABGEF1,415.0,535.5,337.0,424.0
POLL,249.5,367.0,227.0,337.5
TMEM97,3712.0,4191.5,3747.0,3609.0
STK39,282.5,359.0,187.0,285.5
TOR1B,596.5,837.5,811.5,899.0
MCAT,427.5,566.0,429.0,460.0
APOBEC3C,635.0,833.5,452.0,477.5
DESI1,1041.0,1355.0,959.5,1222.5
SGSM3,113.0,159.0,82.5,96.5
HTRA2,212.0,265.5,223.0,271.0
MAT2B,1465.5,1835.5,1475.0,1770.5
TOR2A,568.0,732.0,492.5,634.5
POLM,321.5,457.5,222.5,408.5
EML4,780.5,1064.0,779.0,900.0
TMEM121B,1443.0,2416.5,604.0,1039.5
HDHD5,422.0,584.0,377.0,454.0
CECR2,68.0,84.5,31.5,33.5
PCLO,20.5,29.0,16.5,16.0
PPP2R3B,13.0,17.0,11.0,10.5
SLCO4A1,141.0,182.0,209.5,224.5
SLCO3A1,446.0,573.5,675.0,875.0
NKIRAS2,2035.0,2684.0,1083.0,1614.5
NKIRAS1,123.5,145.0,113.5,185.0
TRIB2,230.5,313.0,246.5,337.0
CCDC22,60.0,77.0,55.5,71.5
DEXI,340.5,368.5,247.0,292.0
LAMTOR2,224.0,258.0,281.5,308.0
MRPS28,176.5,205.0,170.5,226.0
COA3,431.0,469.0,449.5,583.5
DCPS,32.0,63.5,33.0,36.5
OSTM1,774.5,956.5,844.5,1073.0
GIT1,408.5,674.0,412.5,513.5
SNX24,59.5,74.5,42.0,59.0
BZW2,1813.5,1888.0,1505.5,1832.5
C11orf54,304.0,336.0,283.5,303.0
AAMDC,14.0,20.5,12.0,13.0
SPCS1,1390.5,1648.0,1339.0,1565.5
C19orf53,1453.0,1674.0,1342.0,1587.0
ACAD9,468.5,690.0,482.5,578.5
MRPL42,2085.0,2690.0,1788.5,1967.0
TMEM14A,99.0,126.0,95.0,137.0
IFT81,62.5,68.5,34.5,40.5
FLVCR1,621.5,926.0,655.0,697.5
RGCC,6.0,6.5,12.0,7.0
MCTS1,507.0,731.0,430.0,572.0
MAGEH1,35.5,41.5,28.5,31.5
NOB1,1414.0,1772.5,1376.0,1716.5
DBNL,1901.0,2359.0,1965.5,2166.0
NTMT1,247.0,292.0,268.5,313.0
ASTE1,538.5,698.0,463.5,709.0
COMMD5,248.5,333.5,255.0,332.5
MACROD1,30.0,44.0,24.5,17.0
HIPK2,814.0,1417.0,1139.5,1279.5
MRPL13,840.5,978.5,815.5,1080.0
KLF15,3.5,3.0,0.0,2.5
SLC43A3,4020.0,5050.5,3416.0,4936.5
ATAD2,2785.5,3674.5,2885.5,4140.5
C16orf72,936.0,1015.0,691.5,928.5
FAM156A,0.5,1.0,0.0,0.5
TMEM230,3470.0,3753.0,3091.0,3675.0
WDR91,144.5,207.0,127.5,216.5
ZCCHC4,187.0,236.5,207.0,243.5
29065,0.5,0.5,1.0,2.0
ZC3H7A,410.0,497.5,333.5,460.0
ZBTB44,2282.5,3228.0,1985.0,2519.5
CCDC113,9.5,14.5,4.5,4.0
C1GALT1C1,121.0,177.0,122.0,142.5
SETD2,259.0,348.5,221.0,332.5
MRPL18,1621.0,1792.5,1253.5,1705.0
29075,3.0,4.0,0.0,1.5
NDUFAF4,180.5,257.0,212.0,261.0
MED4,457.5,601.5,467.0,640.0
CCDC59,1546.0,1983.0,1323.0,1898.5
METTL5,1683.5,1934.5,1919.0,2521.5
CHMP4A,400.0,476.5,432.5,458.0
GTPBP8,194.0,223.0,145.0,205.0
PHPT1,446.0,448.5,414.0,447.5
BABAM1,380.0,445.0,383.5,463.5
THYN1,129.0,159.5,129.0,140.0
MRPL15,510.0,620.0,537.5,692.0
UBE2T,296.0,330.5,204.0,353.5
TIMM21,213.5,275.5,277.5,384.5
STXBP6,27.0,47.5,24.0,36.0
LINC00339,355.5,398.0,275.5,361.5
MRPL22,89.0,111.5,92.0,113.0
ORMDL2,351.0,440.0,323.5,395.0
CNIH4,569.5,684.0,432.5,626.0
RANGRF,218.0,287.0,215.0,267.0
COMMD9,559.5,651.0,515.0,687.5
TMEM208,108.0,117.5,131.5,138.5
SSU72,1362.0,1542.0,1313.5,1519.0
DROSHA,132.0,170.0,141.0,198.0
DNAJC15,422.5,482.5,293.5,357.0
N6AMT1,76.0,94.5,101.0,140.5
CFAP20,355.0,436.0,242.5,391.0
SCG3,1.0,3.0,3.0,5.0
NXT1,215.0,215.5,165.5,218.5
PYCARD,551.0,593.0,479.0,510.5
FHOD1,117.0,172.5,168.5,167.5
TBK1,356.5,420.0,497.0,670.5
SAP30BP,340.0,500.0,383.5,454.0
MYLIP,153.5,203.0,147.5,253.0
BRD7,64.5,88.0,65.5,93.0
CLEC2D,5079.5,6161.0,3686.0,4337.0
ANKRD11,1073.5,1472.5,595.0,918.5
C11orf21,640.5,1054.0,353.0,543.0
RACGAP1,1788.5,2298.5,1504.5,2098.5
UHRF1,1879.5,2670.0,1853.5,2625.5
BLNK,32.5,45.5,28.5,44.0
USP25,282.5,368.5,233.0,307.0
PACSIN3,13.5,20.5,16.5,14.0
TMOD4,3.0,5.0,1.0,3.5
TMOD3,2564.5,3342.0,1981.0,2302.5
TMOD2,50.0,87.5,47.5,66.0
CARD10,6.5,9.0,3.5,3.5
ABT1,725.5,940.5,568.0,751.5
PARVB,398.0,544.0,292.0,339.5
NCAPH2,515.5,614.0,498.5,595.5
CYP2S1,82.0,111.5,21.0,23.5
OLA1,2942.0,3686.0,3359.0,3312.0
UQCR10,843.0,985.0,869.0,1070.0
YPEL1,574.0,772.0,460.5,717.5
ZDHHC8,99.0,162.0,99.5,114.0
VPREB3,1.0,2.0,1.5,1.0
REPIN1,1017.5,1489.5,817.5,1128.5
GRHL1,8.0,19.5,8.0,15.5
TFCP2L1,6.0,17.0,2.0,4.5
SENP1,2022.5,2588.0,1441.0,1926.5
UBN1,1040.0,1510.0,1022.5,1279.0
ALG5,211.0,233.0,188.5,246.5
ANAPC2,13.5,12.5,15.5,13.5
CNOT7,4953.0,5981.5,3859.0,4828.0
SNX8,124.5,251.0,111.0,120.0
SNX10,540.5,640.0,335.0,633.0
STRN4,754.5,1026.5,484.0,651.5
GNL2,166.0,300.0,191.0,201.5
RBM15B,1285.0,1736.0,1098.0,1524.5
PSMC3IP,1101.5,1683.5,1011.5,1296.0
CPSF1,176.5,219.5,196.0,221.5
MYLPF,7.0,10.5,8.0,10.5
TRA2A,531.5,819.0,516.5,613.5
GPSM2,501.0,648.5,452.5,571.0
SAC3D1,49.0,80.5,53.5,64.5
FAM216A,264.0,311.5,218.5,274.0
CCDC106,123.5,157.5,118.0,122.0
EEF2K,701.5,905.5,703.5,919.5
ST8SIA5,15.5,22.5,22.0,29.5
SNX15,136.5,161.0,127.5,169.0
HOOK2,32.0,46.5,41.0,37.0
UBIAD1,991.0,1325.5,889.5,1054.5
HCFC2,67.0,95.0,56.0,102.0
SNX11,483.0,637.0,391.0,545.5
