GENE,VHL_3h,DMSO_3h,VHL_6h,DMSO_6h
TIMM10,3.5,11.5,1.5,3.0
TIMM9,23.0,66.5,14.5,15.0
TIMM8B,29.0,61.0,21.5,19.0
AGO1,12.5,68.0,9.0,9.0
LATS2,12.0,56.5,8.5,10.5
TSPAN16,0.0,0.0,0.0,0.0
DAZAP1,27.5,86.0,16.5,14.5
ITGB1BP2,0.0,2.0,0.5,0.0
AATF,0.0,0.0,0.0,0.0
RGS17,0.0,0.0,0.0,0.0
SRPK3,0.0,0.5,0.0,0.0
OSTF1,1.5,5.5,0.5,2.5
MYEOV,0.0,0.0,0.0,0.0
BSCL2,7.5,18.5,7.5,5.0
CKAP2,7.0,30.5,2.0,4.0
MRPL46,1.0,6.5,1.5,1.0
TBL2,35.5,113.5,16.5,18.5
ELP4,1.0,4.5,1.0,0.5
OR7E47P,0.0,0.5,0.0,0.5
NUFIP1,1.0,5.5,0.0,1.0
RPS6KC1,7.0,14.0,2.0,3.0
SH3YL1,5.0,24.5,6.0,1.5
26765,2.0,6.0,2.0,3.5
26769,4.5,32.0,7.0,11.5
26770,15.0,93.5,12.5,22.5
SNORD102,2.5,22.0,3.5,10.5
SNORD4B,4.0,10.5,4.0,6.0
SNORD4A,8.5,34.0,7.0,10.5
26774,14.5,63.5,15.5,24.0
SNORA72,0.5,7.0,1.5,1.0
26776,3.0,7.0,0.5,4.0
26777,2.5,3.5,0.5,1.5
SNORA70,19.5,36.5,10.5,19.5
SNORA69,1.0,2.0,0.0,0.5
SNORA68,5.0,13.0,1.5,6.0
SNORA67,52.0,108.0,23.5,45.5
SNORA66,4.0,6.5,2.0,1.0
SNORA65,4.0,8.0,2.5,6.5
SNORA64,12.0,33.0,4.5,6.5
SNORD63,2.0,7.0,0.0,3.0
SNORD62A,0.5,0.0,0.0,0.0
SNORD60,4.5,8.0,4.0,3.5
SNORD59A,1.0,5.5,0.5,1.5
SNORD58B,13.0,34.0,6.5,11.0
SNORD58A,5.0,24.0,3.5,9.0
SNORD57,13.5,58.5,15.0,18.5
SNORD56,6.0,15.0,1.5,8.5
SNORD54,4.5,17.0,12.5,7.5
26798,0.0,3.0,0.5,0.0
26799,0.0,4.5,2.5,1.0
SNORD49A,11.0,53.0,17.5,32.5
26802,13.0,78.5,15.0,29.5
SNORD45B,2.0,11.0,1.0,3.5
SNORD45A,2.5,9.5,2.0,0.5
26806,7.0,38.0,5.5,14.5
SNORD43,3.5,4.5,3.0,2.5
SNORD42B,1.5,6.0,1.0,2.5
SNORD42A,1.0,5.0,1.5,1.5
SNORD41,1.5,1.0,1.0,0.5
SNORD55,2.5,3.5,0.5,0.5
SNORD37,1.5,3.0,1.0,0.5
SNORD36C,8.0,24.5,5.0,15.5
26814,12.0,29.5,6.0,10.5
SNORD36A,37.0,77.5,17.5,40.0
SNORD35A,5.0,13.5,4.5,6.5
SNORD34,8.0,14.5,4.0,7.0
SNORD33,6.5,13.5,3.0,7.5
SNORD32A,10.5,24.0,6.5,12.0
SNORD24,4.5,10.0,1.0,3.0
SNORA74A,0.5,5.5,0.5,0.0
SNORD14A,2.5,9.5,1.5,4.0
RNU11,0.0,0.5,0.0,0.0
RNU6-1,0.0,0.5,0.0,0.0
RNU5F-1,0.0,1.5,0.0,0.0
26830,0.0,0.0,0.0,0.0
RNU5A-1,0.0,0.5,0.0,0.0
RNU4-2,0.0,0.0,0.0,0.0
RNU4-1,0.0,0.0,0.0,0.0
OPLAH,0.0,0.0,0.0,0.0
RANBP6,62.5,247.0,35.5,49.0
COPG2,0.5,3.0,1.5,2.0
HBP1,8.0,25.0,4.5,6.5
CHORDC1,4.5,27.0,4.5,5.5
ZNF285,2.5,6.0,2.0,2.5
SEC22A,5.5,27.5,7.0,5.5
AP3M1,55.5,206.0,23.5,29.0
PABPC1,167.5,598.5,135.0,202.5
AKAP8L,66.0,214.5,26.0,18.5
RNF11,12.0,50.0,7.5,8.0
TRUB2,9.0,34.0,10.0,6.5
GPR160,0.0,1.5,0.0,0.0
CYFIP2,1.0,0.0,0.0,0.5
DNAJC2,3.0,7.5,1.0,5.0
USP21,4.5,12.0,3.0,5.0
TPK1,0.5,6.0,1.0,2.5
CNPPD1,39.0,98.0,16.0,12.5
BEX3,0.5,2.5,1.0,1.0
NPTN,4.0,20.0,2.0,5.0
MLH3,7.0,28.5,6.0,3.5
NPHP3,3.0,9.5,2.0,2.5
ATP2C1,2.0,24.0,2.0,5.0
ACAD8,4.0,28.5,2.5,7.0
NOX1,0.0,0.0,0.0,0.0
SIGLEC7,0.0,1.5,0.0,0.0
TRMT2A,17.0,58.0,14.5,9.0
PKD2L2,0.0,0.0,0.0,0.0
LAT,6.0,13.5,4.5,3.5
UTP25,19.5,69.0,16.0,13.0
PELP1,0.5,4.0,0.5,1.0
SND1,5.0,16.5,7.0,5.0
NSG1,0.0,0.0,0.0,0.0
STAU2,11.0,34.5,2.5,3.5
PPA2,1.0,5.0,0.5,0.0
GHITM,5.5,45.5,7.0,5.0
DAPP1,0.0,4.5,2.5,1.5
VPS41,3.5,13.5,3.5,4.0
TSPAN13,0.0,0.0,0.0,0.0
B9D1,0.0,0.0,0.0,0.0
RPUSD2,6.5,24.5,4.5,3.0
MTBP,0.0,3.5,0.5,1.0
FOXP1,56.0,271.0,29.0,48.5
UQCRQ,9.5,20.0,4.0,7.0
ST6GALNAC4,2.5,8.5,4.5,1.0
KCNMB3,0.0,0.0,0.0,0.0
TRAPPC3,15.0,63.5,12.5,5.0
TAF5L,82.0,235.0,35.5,31.0
CLUL1,0.0,0.0,0.0,0.0
CACYBP,18.0,60.0,8.0,12.0
EIF2AK1,24.0,95.5,8.5,19.5
ARRDC2,82.0,165.5,46.5,38.0
ZBTB11,11.5,55.0,10.0,9.0
DMAC2L,2.0,12.5,1.5,1.0
SDCBP2,0.0,0.0,0.0,0.0
BBC3,7.0,13.0,10.5,7.0
DKK2,0.5,4.0,0.5,0.0
AFF4,28.5,166.0,15.0,23.0
SMC1B,0.0,0.0,0.0,0.0
CYTH4,356.0,628.5,120.5,89.0
HSPB7,0.0,0.0,0.0,0.0
INVS,2.5,13.5,1.0,2.0
SNX5,20.5,86.0,24.5,18.5
CPNE7,0.0,0.0,0.0,0.0
TJP3,0.0,0.0,0.0,0.0
CIDEB,13.0,53.0,7.0,10.5
PALD1,4.5,34.5,6.5,5.0
FAM184B,0.5,1.0,0.0,0.5
STK36,1.0,1.0,0.5,0.5
CPAMD8,0.0,0.0,0.0,0.0
INTU,0.0,0.5,0.0,0.0
ZNF777,2.0,7.5,2.5,1.0
BRPF3,20.0,69.0,10.5,16.0
NDOR1,18.0,34.5,4.5,3.0
INGX,0.0,0.0,0.0,0.0
AGO2,11.5,47.0,5.5,8.0
NAAA,4.0,9.5,1.5,1.0
GLS2,0.0,0.0,0.0,0.0
PRELID1,13.5,24.0,10.5,4.5
SLC39A1,19.5,53.5,16.0,9.5
TUBG2,0.0,0.0,0.0,0.0
SIGLEC9,0.0,2.0,0.0,0.0
SIGLEC8,0.0,0.0,0.0,0.0
VPS4A,19.5,43.5,12.5,8.0
27184,0.0,0.0,0.0,0.0
DISC1,13.0,35.0,4.5,7.0
GPR82,1.0,2.0,0.0,0.5
GPR78,0.0,0.0,0.0,0.0
C5AR2,0.0,0.0,0.0,0.0
TUBGCP4,18.5,84.0,10.5,13.5
SERP1,82.5,321.0,37.0,40.0
GNMT,0.0,0.0,0.0,0.0
COQ2,0.0,7.0,1.5,2.0
ARFIP1,8.5,35.5,7.5,6.5
GPKOW,1.5,6.0,2.0,1.0
GPR162,0.0,0.0,0.0,0.0
SIT1,0.5,2.5,0.0,0.0
BBS9,0.0,0.0,0.0,0.5
TNFRSF21,0.5,4.0,0.5,3.5
CHMP2A,1.0,2.5,0.5,1.5
SESN1,0.5,10.0,1.0,3.5
AHDC1,5.0,20.0,3.5,3.5
RNF115,4.0,21.5,2.0,0.5
NFU1,2.0,6.5,2.0,3.5
ERLEC1,4.0,24.0,2.0,4.0
MMADHC,3.5,18.5,2.5,2.0
PDCD4,2.5,20.0,7.5,8.5
KLHL20,11.5,50.5,7.0,5.5
LSM1,42.0,123.5,26.0,26.5
LSM3,5.0,24.0,4.0,5.0
SULT1B1,0.0,0.0,0.0,0.0
VENTX,9.0,28.0,8.5,4.0
RND1,0.5,3.0,0.5,3.0
R3HCC1L,26.0,61.0,14.5,16.0
DIMT1,3.0,9.0,1.5,1.5
CRCP,70.0,223.5,31.5,33.5
ADAMDEC1,0.0,0.0,0.0,0.0
ZNF544,35.5,110.5,15.5,13.5
APEX2,4.0,18.0,2.0,2.0
BMP10,0.0,0.5,0.0,0.0
MOCS3,8.0,34.5,5.0,6.5
ZNF330,16.0,53.5,9.5,10.0
RAB30,1.5,7.0,0.0,2.5
PGAP2,8.5,31.0,6.0,7.5
RBMX,228.5,684.5,104.5,157.5
TNRC6A,26.0,95.0,16.5,20.5
ZNF638,2.5,11.0,4.5,1.5
GOLIM4,11.0,54.0,13.0,10.0
P2RY10,0.0,0.0,0.0,0.0
EIF3K,1.0,0.5,2.5,0.5
HTATSF1,2.0,7.0,3.0,0.5
UBE2S,2.5,12.0,1.0,1.5
PRPF19,11.0,31.5,7.5,10.5
UTP20,2.0,9.5,2.5,2.5
RRP7A,72.0,223.0,27.5,36.0
RABGEF1,10.0,43.0,6.0,8.0
POLL,11.5,27.0,3.5,4.0
TMEM97,78.0,219.0,51.0,58.0
STK39,1.5,7.0,1.5,1.5
TOR1B,11.5,48.0,10.0,8.5
MCAT,16.0,46.0,12.5,10.5
APOBEC3C,4.0,12.5,3.5,2.0
DESI1,22.5,60.5,14.0,12.0
SGSM3,1.5,2.5,0.5,0.0
HTRA2,3.0,13.0,2.5,1.5
MAT2B,6.5,25.0,4.0,5.0
TOR2A,22.0,51.0,12.5,15.5
POLM,28.0,63.5,15.5,17.5
EML4,8.5,51.5,6.0,8.0
TMEM121B,59.0,256.5,24.0,34.0
HDHD5,3.5,13.0,3.0,5.5
CECR2,0.5,8.5,2.5,0.0
PCLO,0.0,3.0,0.0,0.0
PPP2R3B,0.0,0.0,0.0,0.0
SLCO4A1,8.0,19.5,4.5,7.0
SLCO3A1,16.5,65.0,10.0,10.5
NKIRAS2,44.5,121.0,25.5,24.0
NKIRAS1,3.0,14.0,1.0,2.0
TRIB2,4.0,28.5,5.5,4.0
CCDC22,0.0,0.5,0.5,0.0
DEXI,5.5,11.5,1.5,2.5
LAMTOR2,0.0,3.0,0.0,1.0
MRPS28,1.0,4.5,0.0,0.0
COA3,3.0,10.5,4.0,3.5
DCPS,1.0,2.0,0.5,0.0
OSTM1,5.0,24.5,3.5,3.0
GIT1,12.0,37.0,7.5,4.5
SNX24,0.0,2.0,0.0,0.0
BZW2,10.0,34.0,5.5,9.5
C11orf54,1.5,10.0,0.5,1.0
AAMDC,0.0,0.0,0.0,0.0
SPCS1,7.5,15.5,3.5,6.5
C19orf53,32.5,65.0,26.5,17.5
ACAD9,4.0,16.5,3.0,2.0
MRPL42,11.0,41.5,6.5,7.5
TMEM14A,0.0,2.0,0.0,0.0
IFT81,0.5,1.5,0.0,0.0
FLVCR1,24.5,93.0,13.5,14.0
RGCC,0.5,1.5,0.5,0.5
MCTS1,13.5,80.5,8.5,12.0
MAGEH1,0.5,1.0,0.0,0.0
NOB1,63.5,186.5,37.5,48.0
DBNL,8.5,33.5,6.0,3.0
NTMT1,15.5,29.0,10.5,11.0
ASTE1,30.0,107.0,25.5,26.5
COMMD5,12.0,29.0,8.5,8.0
MACROD1,0.0,0.5,1.0,0.0
HIPK2,30.0,151.5,29.5,27.5
MRPL13,6.5,25.0,4.5,6.5
KLF15,0.0,0.0,0.0,0.0
SLC43A3,80.0,253.0,43.0,71.5
ATAD2,29.5,106.0,17.0,30.0
C16orf72,38.5,154.5,28.0,21.0
FAM156A,0.0,0.0,0.0,0.0
TMEM230,14.0,35.0,7.0,7.0
WDR91,5.0,15.0,3.0,4.5
ZCCHC4,2.5,14.5,3.5,2.5
29065,0.0,0.5,0.0,0.5
ZC3H7A,11.0,36.5,9.5,16.0
ZBTB44,26.0,125.5,25.0,17.0
CCDC113,0.0,0.5,0.0,0.0
C1GALT1C1,1.0,5.0,1.0,0.5
SETD2,23.0,51.5,7.0,14.0
MRPL18,10.0,51.5,9.5,9.5
29075,0.0,0.0,0.0,0.0
NDUFAF4,3.5,20.0,2.5,3.5
MED4,6.5,25.0,3.5,5.5
CCDC59,54.5,160.0,38.0,46.0
METTL5,2.5,1.5,0.0,0.0
CHMP4A,4.5,16.0,5.5,4.0
GTPBP8,1.5,5.5,1.0,0.5
PHPT1,2.0,8.0,2.0,3.0
BABAM1,4.0,17.0,4.0,1.5
THYN1,0.0,2.5,1.0,0.0
MRPL15,14.0,43.0,9.5,12.5
UBE2T,5.5,14.5,4.5,4.5
TIMM21,4.0,21.5,2.5,5.0
STXBP6,0.0,0.5,0.0,1.0
LINC00339,6.5,8.5,5.0,6.0
MRPL22,1.5,4.5,0.0,0.5
ORMDL2,1.5,10.0,1.0,0.5
CNIH4,5.0,41.5,5.0,6.0
RANGRF,6.5,14.0,4.0,6.5
COMMD9,5.5,25.0,6.5,7.0
TMEM208,1.5,3.0,2.0,1.0
SSU72,9.0,38.5,6.0,3.5
DROSHA,4.5,11.5,2.5,3.0
DNAJC15,1.0,10.0,0.5,0.5
N6AMT1,2.5,8.0,3.0,2.0
CFAP20,10.0,29.5,5.5,7.0
SCG3,0.0,0.0,0.0,0.0
NXT1,21.5,45.0,9.5,16.5
PYCARD,6.5,11.0,4.5,3.5
FHOD1,5.0,12.5,5.0,4.5
TBK1,4.0,38.5,5.5,6.5
SAP30BP,25.0,70.5,11.0,9.0
MYLIP,31.5,90.5,28.0,29.5
BRD7,2.0,3.0,0.0,0.5
CLEC2D,79.0,174.5,75.0,66.5
ANKRD11,20.5,68.5,5.5,12.5
C11orf21,12.5,58.5,7.0,4.0
RACGAP1,20.0,94.5,13.0,15.0
UHRF1,28.5,108.0,20.0,23.0
BLNK,0.0,1.0,0.0,0.0
USP25,7.0,21.5,2.5,3.0
PACSIN3,0.0,0.0,0.0,0.0
TMOD4,0.5,1.5,0.0,0.0
TMOD3,24.0,67.0,9.0,10.0
TMOD2,1.0,6.0,0.5,0.5
CARD10,0.0,0.5,0.0,0.0
ABT1,41.5,96.5,16.5,27.5
PARVB,3.0,12.0,1.5,2.0
NCAPH2,7.5,16.0,6.0,3.5
CYP2S1,0.5,0.5,0.0,0.0
OLA1,13.5,47.5,12.5,7.0
UQCR10,7.5,25.5,5.0,5.5
YPEL1,3.0,11.5,2.0,2.0
ZDHHC8,2.0,4.0,0.0,0.0
VPREB3,0.0,0.0,0.0,0.0
REPIN1,46.0,126.0,24.0,34.5
GRHL1,0.0,4.5,0.0,0.5
TFCP2L1,0.0,0.5,0.0,0.0
SENP1,31.0,124.5,18.0,17.5
UBN1,38.0,109.0,13.5,22.0
ALG5,1.5,5.5,0.0,1.5
ANAPC2,0.0,0.0,0.0,0.0
CNOT7,53.0,219.5,31.0,28.0
SNX8,5.0,17.5,2.5,2.5
SNX10,3.5,9.5,2.0,2.0
STRN4,41.0,91.5,14.0,13.5
GNL2,4.0,15.5,3.0,1.5
RBM15B,50.0,156.5,30.0,42.5
PSMC3IP,34.0,131.5,24.0,28.0
CPSF1,2.0,6.0,0.5,1.0
MYLPF,0.0,0.0,0.0,0.0
TRA2A,4.5,16.5,4.0,5.5
GPSM2,3.5,20.5,3.0,3.5
SAC3D1,1.5,5.0,2.0,0.5
FAM216A,3.0,7.5,2.5,3.0
CCDC106,2.0,3.0,0.5,0.0
EEF2K,27.5,67.0,10.0,12.5
ST8SIA5,0.5,1.5,1.0,0.5
SNX15,1.0,4.5,2.0,0.0
HOOK2,0.5,2.0,0.0,0.5
UBIAD1,18.5,83.5,14.0,13.0
HCFC2,3.5,10.0,1.0,0.5
SNX11,14.5,65.0,6.0,11.0
RMC1,0.5,1.5,1.0,1.0
PYCR2,23.0,74.5,15.5,15.5
NME7,0.0,1.0,0.5,0.0
HILPDA,58.5,161.5,28.0,44.5
EPN1,4.5,20.0,5.0,3.0
GMPPB,5.5,26.5,2.5,2.0
GMPPA,0.0,2.5,1.0,0.0
SEC61A1,206.0,606.5,65.5,87.0
TIMM22,0.0,0.0,0.0,0.0
ALG6,0.5,5.0,1.0,0.5
GPR132,109.0,218.5,62.0,58.5
SNX12,8.0,42.0,3.5,4.0
NENF,2.0,3.5,1.5,1.0
DSE,0.0,0.5,0.0,0.0
PKN3,1.5,3.5,0.0,1.5
PNMA3,0.0,1.0,0.0,0.0
ANAPC4,3.0,7.0,2.0,1.0
SERTAD3,18.0,45.0,8.5,13.5
OSGIN1,1.5,5.5,0.5,0.5
SERTAD1,8.0,12.5,6.5,5.0
DPP7,0.5,2.0,1.0,0.0
POMT2,3.0,8.5,2.0,1.5
CERS2,48.0,178.0,26.0,31.0
SLC25A24,4.5,19.5,1.0,2.0
DMGDH,0.0,0.5,0.0,0.0
NRBP1,10.0,31.5,8.5,9.0
MRM2,92.5,309.0,52.5,62.0
PRICKLE4,1.0,2.0,0.5,0.5
CDIP1,0.0,0.5,0.0,0.0
STRN3,9.0,46.5,5.5,8.0
LRP12,13.5,52.5,7.0,7.0
PSAT1,6.5,21.0,9.5,12.0
MDFIC,15.0,66.0,7.0,6.0
UBQLN2,8.0,28.0,1.5,4.5
UBQLN1,15.5,50.0,5.0,5.5
DONSON,8.0,29.5,4.5,6.5
NRBF2,26.0,84.0,14.5,14.0
SLC39A3,50.5,128.5,31.0,35.5
PILRB,15.5,55.0,6.5,10.5
PILRA,0.0,0.0,0.0,0.0
BAZ2B,20.0,120.0,25.5,19.0
LMCD1,0.0,1.0,0.0,0.5
NOP53,2.0,5.0,1.0,1.5
BICRA,10.5,27.5,6.5,6.5
TNPO2,65.5,212.0,35.5,31.0
ERO1A,15.5,64.5,5.5,7.5
EFEMP2,0.0,0.5,0.0,1.0
TBX21,0.5,4.0,0.0,0.0
SH3KBP1,23.0,108.0,24.5,21.0
HUNK,6.5,26.5,5.5,7.0
ST6GALNAC6,12.0,27.0,5.0,9.0
ADGRE2,52.0,331.0,18.0,51.5
KCNIP2,2.5,4.5,1.0,1.0
CXXC1,2.0,5.5,3.0,3.5
ZNF354C,0.0,0.0,0.0,0.0
NT5C,25.0,50.0,20.5,19.5
CD209,3.5,6.0,2.0,2.5
DNTTIP2,3.5,24.0,8.0,5.5
SOCS7,3.5,12.5,1.0,2.5
EHD4,0.5,7.5,0.5,0.0
PIK3R4,3.5,12.0,1.5,1.5
CDR2L,0.0,8.5,1.5,1.5
TAX1BP3,4.0,12.5,2.0,1.5
STOML2,3.5,6.5,0.5,1.5
ZBTB21,24.0,94.0,12.0,8.0
SCAPER,0.0,1.0,0.0,0.5
WRAP73,0.5,2.5,1.0,0.0
RRM2B,63.0,292.0,47.0,61.5
SMARCAL1,0.0,1.0,0.0,0.0
MINK1,3.5,12.0,3.5,4.0
CD207,0.0,0.0,0.0,0.0
SYCP3,0.0,0.0,0.0,0.0
PODXL2,0.0,0.0,0.0,0.0
CHST11,104.0,416.0,84.5,96.0
IL21R,5.0,11.0,1.0,1.5
ITSN2,1.0,6.5,1.0,1.0
DEF6,10.5,25.5,5.0,5.5
CUZD1,2.0,8.5,1.5,1.5
CYHR1,6.5,21.5,6.5,3.5
GEMIN4,7.5,19.5,4.5,5.5
ANO7,0.0,0.0,0.0,0.0
PNPLA8,2.0,7.0,1.0,0.5
ARHGEF3,84.5,176.0,49.0,41.5
NEUROG3,2.5,9.0,3.5,3.5
DCAF8,38.5,143.0,16.0,27.0
MYEF2,14.5,45.5,2.5,7.0
ASAP1,15.5,68.5,10.0,11.5
AK3,14.0,51.0,11.0,10.0
HP1BP3,28.5,161.0,20.0,19.5
COPS7A,7.5,32.0,4.0,7.0
NSDHL,1.5,9.5,2.5,1.5
TAS2R4,1.5,3.5,0.0,0.0
F11R,6.0,21.0,6.0,7.0
VILL,0.0,0.5,0.0,0.0
PARD6A,0.0,0.0,0.0,0.0
CLEC4A,0.0,0.5,0.0,0.0
SPOCK3,0.0,0.0,0.0,0.0
STMN3,3.0,10.0,2.0,2.5
RNF141,5.5,32.0,5.5,6.5
HEBP1,1.0,2.5,1.5,0.0
CDON,2.0,13.0,2.5,2.5
IMPG2,0.0,1.5,0.5,0.0
PDE11A,0.0,0.0,0.0,0.0
FOXP3,0.0,0.0,0.0,0.0
SHANK1,1.0,2.5,0.5,0.0
TMED5,50.5,233.0,16.0,27.0
SLC35B3,0.0,7.5,0.5,1.5
MTERF3,1.5,19.5,2.0,2.0
TPRKB,0.0,1.5,0.0,0.5
MED31,2.0,8.0,1.5,2.0
COQ6,0.0,1.0,0.0,1.0
AMDHD2,1.0,3.0,1.0,1.0
SLC35C2,7.0,31.5,8.0,7.5
ASCC1,5.0,16.0,2.5,6.5
DERL2,23.5,118.5,16.0,18.0
EXOSC3,23.5,82.0,7.0,13.5
FAHD2A,0.0,1.0,0.0,0.5
PRELID3B,25.0,81.5,13.0,11.0
EXOSC1,11.5,27.5,8.0,7.0
TMED7,19.0,110.5,16.0,9.0
ISOC1,1.0,9.5,1.0,1.0
EMC9,2.0,4.5,2.0,1.0
RRP15,14.5,58.5,13.0,11.5
WASHC3,0.5,1.0,0.5,0.0
HDDC2,2.5,8.5,2.5,2.5
MRPS16,31.5,111.5,24.0,22.5
GLRX2,0.0,5.5,0.5,0.0
MRPS18C,1.0,9.0,0.5,2.0
FIS1,3.0,6.0,2.5,1.0
PAM16,0.0,0.0,0.0,0.0
GOLT1B,27.0,100.5,16.5,19.0
BOLA1,2.5,6.0,5.0,4.5
VPS36,8.5,42.0,4.5,4.5
DESI2,35.5,165.5,20.5,16.0
TVP23B,15.0,60.5,8.0,9.5
GLOD4,7.5,39.0,6.0,7.0
CELA2B,0.0,0.0,0.0,0.0
UBXN1,1.5,8.5,1.0,1.5
ZNF593,9.5,16.0,6.0,5.0
ZBTB7B,39.5,141.5,24.0,20.0
PI15,0.0,0.0,0.0,0.0
GMNN,13.0,76.0,17.0,17.0
PLEKHA8P1,5.0,12.5,7.0,5.5
LAP3,4.5,17.5,3.0,2.0
WDPCP,0.0,6.0,0.0,1.0
ZNF691,6.5,13.0,7.0,3.0
TXNDC12,120.0,258.0,58.0,81.5
TXNDC11,1.0,6.5,0.5,1.0
ATL1,0.0,0.0,0.0,0.0
CALHM2,14.5,34.0,7.5,4.0
RPS27L,1.0,6.5,0.5,0.5
SSUH2,0.0,0.0,0.0,0.0
YARS2,3.5,9.5,3.5,3.5
NMD3,21.0,98.0,16.0,16.5
MRPL2,3.5,5.5,6.5,5.0
NOSIP,1.5,2.0,2.0,1.5
DERA,1.5,10.5,1.0,1.0
MEMO1,3.5,6.0,0.5,1.0
MRPL4,56.5,123.5,30.0,30.0
APIP,0.0,2.0,0.0,0.0
TMX2,20.0,83.5,12.5,23.0
CUTC,7.0,31.5,3.0,9.0
FCF1,7.0,33.5,6.5,5.5
THAP4,5.5,11.5,3.5,1.5
NDUFA13,3.5,4.5,3.0,2.5
MRPS7,10.5,21.0,5.5,6.0
POLR1D,81.5,261.0,45.0,42.5
CRYL1,0.0,0.0,0.5,0.0
MLXIPL,0.0,0.0,0.0,0.0
YBX2,0.0,0.0,0.0,0.0
KLHL5,1.0,10.0,1.5,4.5
SEPSECS,14.5,35.0,4.0,8.0
SIDT2,2.0,7.0,2.0,0.5
RRNAD1,0.5,4.0,1.5,0.5
ADIPOR1,24.5,78.0,11.5,18.0
TRNT1,6.5,36.5,5.5,4.5
UTP18,0.0,4.0,1.0,1.0
SCCPDH,1.5,3.0,1.0,2.5
IFT52,0.0,1.5,0.0,0.0
ABHD5,11.0,40.0,6.5,6.0
SH3GLB1,25.5,89.0,10.0,12.5
MECR,3.0,11.0,2.0,3.0
NDUFAF1,7.5,40.0,3.5,6.5
ABHD17B,13.0,45.5,8.0,10.5
PHF20L1,24.0,111.5,19.5,23.0
TFB1M,2.5,4.5,1.0,1.5
APH1A,26.5,98.5,21.5,21.5
METTL9,9.5,33.5,8.0,10.5
RDH11,22.0,60.0,21.0,16.5
LACTB2,0.5,1.0,1.5,0.0
KMT5B,25.5,79.0,10.0,20.0
ZDHHC9,6.0,20.0,3.5,3.5
RMDN1,4.0,14.0,4.0,2.0
MRPS2,21.5,38.0,12.5,14.0
COQ4,3.0,5.5,3.0,0.5
UTP11,10.5,33.5,5.0,5.5
SBDS,17.0,73.5,9.0,11.0
RPL26L1,0.0,0.0,0.0,0.5
COMMD2,21.0,88.0,9.0,13.5
ZNF706,7.0,31.5,8.5,2.5
IER3IP1,4.0,42.5,9.0,4.0
GOLGA7,17.5,79.5,10.0,11.0
NAA20,9.0,33.5,6.0,4.0
TRIM17,0.0,0.0,0.0,0.0
SAR1B,27.0,117.5,13.0,13.0
ANGPTL4,0.0,0.0,0.0,0.0
ASB3,5.5,15.0,1.0,2.0
PHF11,0.5,3.0,1.0,0.0
RLIM,167.5,682.0,88.0,88.0
KCTD3,11.5,69.0,9.0,7.5
CEP83,1.5,3.5,0.0,1.0
IRAK4,17.5,60.5,11.0,10.5
RNFT1,1.5,8.0,0.0,4.0
COPS4,3.5,20.5,1.5,2.0
INSIG2,5.0,12.5,1.5,2.5
CHCHD2,11.0,43.0,7.0,15.0
DYNC1LI1,7.5,35.0,5.5,6.0
HSD17B12,11.0,36.5,6.5,5.0
ING4,7.0,13.5,5.0,5.5
CERCAM,2.0,9.5,0.5,0.5
MRNIP,1.0,1.5,0.0,0.5
SDF4,10.0,25.0,8.5,5.0
MRTO4,80.0,183.5,41.5,47.0
JPT1,88.5,240.0,38.5,49.0
ZNF580,9.0,18.0,7.0,8.5
VPS28,3.5,7.5,2.0,5.0
C3orf18,2.0,2.0,1.0,0.0
EGFL7,0.0,0.5,0.0,0.5
DBR1,12.5,43.0,10.0,9.5
DCTN4,71.0,242.5,38.0,36.0
CYB5R4,0.0,1.5,0.5,0.5
MYO15A,0.0,0.0,0.0,0.0
HSD17B11,3.5,21.0,3.0,4.0
NAGPA,1.5,7.0,2.0,2.0
TUBD1,3.5,17.0,4.5,2.5
TUBE1,0.5,2.5,1.0,2.0
PLEKHO1,15.5,34.0,4.5,7.5
DCXR,4.5,6.5,2.5,2.0
HSPA14,25.5,75.5,16.5,15.0
GPN3,3.0,12.5,1.5,2.0
CRBN,3.0,14.0,3.0,3.5
RSL24D1,30.5,114.0,24.5,27.0
SS18L2,25.0,79.0,20.0,23.0
HERC5,0.0,0.0,0.0,0.0
CKLF,0.5,7.5,0.0,0.5
ZNF639,4.5,39.5,4.0,3.5
IPO11,8.0,20.5,5.0,7.0
RAPGEFL1,3.0,8.0,2.0,3.0
PLCE1,0.0,0.0,0.0,0.0
NIN,20.0,106.5,16.0,21.5
ZDHHC2,1.0,2.5,0.0,0.0
DDX47,7.5,28.5,7.5,7.5
NUSAP1,26.0,135.5,16.0,16.0
TACO1,5.0,15.0,6.0,1.5
GLRX5,12.5,45.0,7.5,10.5
ZNF219,0.0,0.0,0.0,0.0
ABI3,1.0,6.5,4.0,0.5
COPZ2,0.5,2.5,0.5,0.5
PIGP,0.0,1.0,0.0,0.0
GLTP,1.0,13.0,2.0,2.5
PHF20,29.5,100.5,24.0,22.5
VRK3,5.5,21.5,5.0,7.5
CRIM1,0.0,0.0,0.0,0.0
DRICH1,0.0,0.0,0.0,0.0
EMC4,11.0,28.0,6.5,10.0
HGH1,46.0,121.5,25.0,25.5
ANKRD39,2.0,4.5,0.5,2.0
COX16,0.5,7.0,2.5,3.5
CCDC174,18.0,61.0,10.0,14.5
SHISA5,16.5,38.0,12.5,12.5
PAIP2,25.0,71.0,24.0,20.5
PDZD11,0.5,12.0,1.5,1.5
