,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
PLEKHJ1,18.0,2.0,16.0,0.5,6.0
WDR60,0.0,0.0,0.0,0.0,0.0
XKR8,16.0,1.0,4.0,0.0,3.0
ARHGAP17,9.0,0.0,7.0,2.5,4.0
TMEM39B,35.0,31.0,24.0,17.0,34.0
PRPF38B,23.0,13.0,20.0,2.0,21.0
FANCL,8.0,3.0,11.0,0.0,5.5
AKIRIN2,18.0,5.0,7.0,1.0,20.0
CEP192,10.0,10.0,7.0,3.5,10.0
HEATR1,9.0,1.0,12.0,2.0,11.5
TRIM68,13.0,0.0,0.0,0.0,0.5
ANO10,1.0,0.0,0.0,0.0,0.0
RBM28,4.0,0.0,0.0,0.5,0.5
LARP1B,13.0,6.0,12.0,3.5,8.5
SRBD1,4.0,6.0,6.0,1.0,5.0
WRAP53,0.0,0.0,0.0,0.0,0.0
FAM90A1,0.0,0.0,0.0,0.0,0.0
ANKZF1,29.0,8.0,19.0,0.0,14.0
ELP3,21.0,10.0,23.0,17.0,20.0
HAUS2,39.0,17.0,18.0,3.0,14.5
CDCA8,37.0,15.0,21.0,5.0,27.0
LRRC8D,35.0,9.0,22.0,1.0,11.5
THAP1,16.0,1.0,3.0,0.5,6.5
ZDHHC4,0.0,0.0,2.0,0.0,0.0
RBM23,6.0,7.0,6.0,0.0,6.5
UBR7,8.0,4.0,6.0,1.5,11.5
MTPAP,14.0,6.0,2.0,5.0,10.5
C19orf73,0.0,0.0,0.0,0.0,0.0
TMEM38B,6.0,0.0,9.0,0.0,0.0
DALRD3,5.0,7.0,0.0,0.0,11.0
SDAD1,7.0,2.0,10.0,7.0,5.0
MSTO1,15.0,0.0,3.0,0.0,4.5
ARMC1,516.0,169.0,264.0,78.0,227.0
DARS2,1.0,0.0,0.0,0.0,0.0
RFWD3,67.0,36.0,35.0,30.5,40.0
ARHGEF10L,0.0,0.0,0.0,0.0,0.0
TMEM33,27.0,6.0,22.0,2.5,20.5
PNPO,12.0,0.0,6.0,0.0,1.0
SHQ1,20.0,10.0,4.0,4.5,11.5
CEP55,3.0,1.0,3.0,0.5,3.0
CENPQ,4.0,0.0,0.0,2.0,0.5
MSL2,453.0,89.0,321.0,17.0,181.5
MRPS18A,23.0,1.0,12.0,0.0,7.5
PRMT6,13.0,2.0,4.0,0.0,2.5
TBCCD1,1.0,0.0,0.0,0.0,1.0
DNAAF2,8.0,0.0,1.0,0.5,3.0
MRPS10,33.0,6.0,20.0,0.5,14.5
INTS10,14.0,6.0,10.0,7.5,7.0
KLHL11,7.0,0.0,5.0,0.0,4.0
SEC61A2,2.0,0.0,0.0,1.5,1.5
RMDN3,11.0,1.0,8.0,5.0,4.5
MRM3,27.0,2.0,13.0,0.5,10.5
FAIM,0.0,0.0,0.0,1.0,0.0
SMG8,62.0,19.0,26.0,0.5,35.0
RNF220,129.0,89.0,79.0,19.5,91.0
RIF1,11.0,0.0,9.0,1.0,6.0
DZANK1,1.0,0.0,0.0,0.0,0.0
SLC25A36,41.0,9.0,39.0,9.0,24.0
VPS13D,7.0,6.0,4.0,1.5,8.5
RIC8B,6.0,5.0,1.0,0.5,4.5
NADSYN1,3.0,0.0,0.0,0.0,0.0
DNAJC17,0.0,0.0,0.0,0.0,0.0
PBRM1,28.0,31.0,31.0,10.0,39.5
EVA1B,0.0,0.0,0.0,0.0,0.0
RESF1,12.0,4.0,5.0,3.0,5.5
RPRD1A,14.0,6.0,3.0,0.0,9.0
APPL2,0.0,0.0,0.0,0.0,0.0
FAM86C1,0.0,0.0,0.0,0.0,0.0
MAP1S,2.0,0.0,2.0,0.0,3.5
GOLPH3L,15.0,0.0,2.0,0.0,5.0
ZNF532,0.0,0.0,0.0,0.5,0.0
SBNO1,47.0,34.0,33.0,26.0,41.5
ARL8B,52.0,16.0,38.0,14.5,28.5
DCUN1D2,6.0,1.0,4.0,1.5,7.0
SETD5,133.0,110.0,123.0,70.5,116.0
ATAD3A,25.0,4.0,11.0,3.0,14.0
BBS7,0.0,0.0,0.0,1.0,0.0
RCBTB1,0.0,0.0,0.0,1.5,0.0
FANCI,9.0,7.0,6.0,9.0,15.0
NKAPD1,14.0,0.0,5.0,1.5,1.5
TMLHE,2.0,0.0,0.0,0.0,1.5
EXD2,0.0,0.0,0.0,0.0,0.0
MACO1,6.0,2.0,6.0,6.0,5.0
LRRC20,0.0,0.0,3.0,0.0,0.0
TRIM62,2.0,0.0,0.0,0.0,0.0
NAT10,7.0,0.0,7.0,2.0,2.0
LRRC1,0.0,0.0,0.0,0.0,0.0
PANK4,2.0,2.0,1.0,0.0,3.5
USP40,10.0,1.0,6.0,8.0,2.5
MOB1A,35.0,2.0,15.0,0.0,11.5
SMU1,4.0,0.0,5.0,0.5,0.0
UBA6,15.0,3.0,5.0,0.5,7.5
SLC38A7,10.0,0.0,8.0,0.0,2.0
OGFOD1,8.0,7.0,11.0,2.0,7.0
STEAP3,0.0,0.0,0.0,0.0,0.0
UQCC1,0.0,2.0,8.0,0.0,2.5
CCDC25,86.0,10.0,50.0,6.5,27.5
NEIL3,14.0,2.0,22.0,7.0,6.0
PACC1,2.0,0.0,2.0,1.0,0.0
YY1AP1,16.0,16.0,17.0,2.0,15.0
ELP2,0.0,0.0,0.0,0.0,0.0
PCMTD2,13.0,4.0,10.0,0.5,5.5
ASXL2,36.0,30.0,32.0,20.0,27.5
TYW1,6.0,1.0,4.0,3.0,2.5
TMEM39A,23.0,6.0,26.0,5.0,15.5
WDR41,5.0,1.0,10.0,0.5,0.5
ADI1,34.0,7.0,9.0,1.5,19.0
MRGBP,25.0,0.0,17.0,0.5,7.0
TMEM143,2.0,0.0,0.0,0.0,0.0
MAP11,3.0,6.0,4.0,0.0,8.5
TMEM19,1.0,0.0,0.0,0.0,0.0
PRR34,0.0,0.0,0.0,0.0,0.0
ECHDC2,9.0,3.0,7.0,1.0,3.0
PSPC1,59.0,10.0,23.0,3.0,29.0
NUDT15,23.0,7.0,9.0,1.0,17.5
IMP3,216.0,34.0,169.0,0.5,89.0
PHF10,21.0,5.0,15.0,3.0,9.5
VPS53,17.0,4.0,7.0,4.5,6.5
PGM2,15.0,0.0,3.0,2.0,3.0
FGGY,0.0,0.0,0.0,0.0,0.0
QRSL1,7.0,2.0,0.0,0.0,2.0
ZNF654,13.0,8.0,9.0,9.5,11.0
CWF19L1,6.0,6.0,8.0,0.0,6.5
UBE2W,101.0,30.0,48.0,23.0,51.0
RBM41,27.0,4.0,4.0,8.5,4.5
C4orf19,0.0,0.0,0.0,0.0,0.0
RHOT1,3.0,1.0,3.0,2.0,1.5
BRF2,36.0,20.0,22.0,0.0,26.0
PPP6R3,72.0,89.0,74.0,46.5,78.5
UEVLD,0.0,0.0,0.0,0.0,0.0
FBXW7,86.0,63.0,99.0,27.5,67.5
KLHL26,8.0,0.0,1.0,0.0,1.5
CCDC91,0.0,0.0,2.0,0.0,0.0
RNF121,0.0,0.0,0.0,0.0,0.0
BRIX1,58.0,13.0,18.0,3.0,21.0
PI4K2B,1.0,0.0,0.0,0.0,0.0
DDX19A,5.0,0.0,0.0,0.0,1.0
ZNF444,10.0,0.0,3.0,0.0,1.0
RFK,31.0,1.0,17.0,1.5,10.0
CPPED1,5.0,7.0,7.0,2.0,8.5
TMEM144,1.0,0.0,0.0,0.0,0.0
SLC29A3,10.0,0.0,3.0,0.0,0.5
RSAD1,27.0,3.0,15.0,3.0,14.0
AP5S1,15.0,3.0,8.0,0.0,7.5
TMA16,22.0,1.0,2.0,0.0,5.0
MIS18BP1,49.0,13.0,18.0,19.5,21.5
C5orf22,14.0,13.0,24.0,2.5,11.5
ABCF3,4.0,0.0,5.0,0.0,3.0
UFSP2,6.0,0.0,6.0,0.0,0.0
AGPAT5,77.0,17.0,37.0,10.5,25.5
LIN7C,25.0,4.0,11.0,0.5,8.5
RNLS,0.0,0.0,0.0,0.0,0.0
MNS1,0.0,0.0,0.0,0.0,0.0
BLOC1S4,83.0,23.0,55.0,5.0,45.0
ACER3,7.0,6.0,0.0,2.5,7.0
DRAM1,2.0,0.0,1.0,0.0,0.0
SYNJ2BP,11.0,0.0,0.0,6.0,1.5
SLC39A9,26.0,9.0,18.0,6.0,11.0
NIPSNAP3B,7.0,0.0,9.0,0.0,4.0
FBXL8,2.0,0.0,0.0,0.0,0.0
SHFL,1.0,0.0,0.0,0.0,0.0
WDR33,13.0,4.0,7.0,2.5,13.5
GIMAP5,2.0,0.0,0.0,0.0,0.0
LSG1,11.0,1.0,7.0,0.0,7.0
STRBP,31.0,12.0,37.0,13.5,13.5
SLC35C1,8.0,0.0,0.0,0.0,2.5
PLCXD1,10.0,0.0,5.0,5.5,1.0
ZGRF1,0.0,0.0,0.0,0.0,0.0
ABHD10,12.0,0.0,13.0,0.0,9.5
COPRS,48.0,5.0,17.0,1.5,7.0
LAPTM4B,29.0,7.0,19.0,3.5,7.0
HJURP,95.0,25.0,71.0,5.5,37.5
SLC22A15,19.0,1.0,8.0,12.0,7.0
TBC1D2,0.0,0.0,0.0,0.0,0.0
STYK1,0.0,0.0,0.0,0.0,0.0
PI4K2A,8.0,7.0,3.0,3.0,10.0
TMEM63B,0.0,0.0,0.0,0.0,0.0
IMPACT,10.0,0.0,9.0,0.0,2.0
LGR4,14.0,2.0,3.0,5.0,3.5
PIDD1,0.0,0.0,2.0,0.0,1.0
TMCO6,0.0,0.0,0.0,0.0,0.0
LRRC59,53.0,9.0,14.0,2.5,13.5
MCM10,23.0,16.0,25.0,11.5,13.0
NCBP3,30.0,4.0,17.0,3.0,8.5
ZNF331,0.0,0.0,0.0,0.0,0.0
SIRPG,0.0,0.0,0.0,0.0,0.0
GPALPP1,3.0,0.0,3.0,0.5,3.5
YOD1,28.0,11.0,16.0,1.5,18.5
AP1AR,13.0,3.0,1.0,0.0,8.0
STRADB,2.0,0.0,0.0,0.0,0.5
DHRS4-AS1,1.0,0.0,0.0,0.0,0.0
CSGALNACT2,14.0,1.0,2.0,3.5,4.5
DNAJA4,22.0,5.0,23.0,4.0,11.0
NDUFAF7,0.0,0.0,1.0,0.0,0.0
PARL,23.0,13.0,26.0,8.0,14.0
ETNK1,23.0,1.0,7.0,5.0,14.0
CHST12,14.0,5.0,4.0,4.5,6.0
HES6,52.0,5.0,9.0,0.5,27.0
NOP10,77.0,7.0,29.0,2.5,23.5
SLC35E3,4.0,0.0,0.0,1.5,0.0
BATF3,0.0,0.0,0.0,0.0,0.0
SMPD3,0.0,0.0,0.0,0.0,0.0
ELAC1,3.0,2.0,0.0,0.0,4.0
TRIM36,0.0,0.0,1.0,1.5,0.0
DHTKD1,6.0,3.0,4.0,3.0,5.5
FEM1A,33.0,4.0,39.0,0.0,13.0
PIP4P2,7.0,0.0,1.0,1.0,3.0
MAML3,5.0,19.0,12.0,13.5,14.5
CDCA7L,5.0,1.0,3.0,1.5,2.0
RBM38,18.0,1.0,8.0,0.5,8.5
ZNF823,2.0,0.0,0.0,0.5,1.0
ENOSF1,20.0,21.0,6.0,11.5,19.0
PLXNA3,0.0,0.0,0.0,0.0,0.0
HAUS7,6.0,0.0,5.0,1.5,4.0
ZNF821,0.0,0.0,0.0,0.0,0.0
GALNT10,4.0,0.0,0.0,0.0,0.5
CNOT11,188.0,75.0,198.0,15.5,86.0
FOXRED1,3.0,0.0,4.0,0.0,1.0
CDV3,273.0,87.0,186.0,19.5,138.5
NAGK,3.0,0.0,0.0,0.0,0.0
SUPT20H,11.0,3.0,1.0,1.0,4.0
UBE2Q1,13.0,6.0,16.0,0.0,15.5
MED29,15.0,6.0,4.0,0.0,15.0
BMP2K,1.0,0.0,0.0,0.0,0.0
VEZT,2.0,0.0,0.0,1.5,0.0
GOLGA2P5,5.0,0.0,0.0,0.0,0.0
OTUD5,25.0,5.0,9.0,2.0,11.0
ZCCHC8,37.0,27.0,25.0,10.0,34.5
RNPC3,12.0,0.0,7.0,0.0,10.5
CDKN2AIP,51.0,4.0,17.0,0.5,26.5
TENT5A,439.0,17.0,152.0,34.0,40.5
ANKRD10,63.0,16.0,27.0,1.0,34.0
ZNF280C,0.0,1.0,0.0,0.5,3.5
VPS50,1.0,0.0,7.0,1.5,2.0
OTUB1,5.0,3.0,3.0,0.0,6.0
FERMT1,4.0,0.0,0.0,0.0,1.0
KIF16B,2.0,0.0,0.0,1.5,1.5
PRR5,0.0,0.0,0.0,0.0,0.0
TASP1,2.0,0.0,0.0,0.0,3.5
DOCK10,14.0,16.0,2.0,1.0,15.0
STAP2,0.0,0.0,0.0,0.0,0.0
TRMT1,4.0,1.0,0.0,0.0,0.0
TTC27,1.0,5.0,0.0,0.5,5.0
THUMPD1,90.0,11.0,60.0,2.0,61.5
POMGNT1,0.0,0.0,0.0,0.0,0.0
ZDHHC7,31.0,16.0,28.0,16.5,29.0
AMBRA1,14.0,1.0,11.0,2.0,3.0
SMPD4,48.0,31.0,55.0,12.0,38.0
ZNF407,5.0,10.0,10.0,3.5,12.5
PNRC2,52.0,26.0,47.0,3.0,65.0
SLC39A4,0.0,0.0,1.0,0.0,0.0
LRRC40,4.0,0.0,4.0,0.5,3.0
G2E3,19.0,1.0,4.0,0.5,13.0
TBC1D22B,10.0,0.0,10.0,8.0,2.5
KRBOX4,0.0,0.0,0.0,0.5,0.0
DEPDC1,19.0,13.0,9.0,3.0,14.0
CHD7,35.0,26.0,26.0,10.5,30.0
FLVCR2,22.0,0.0,6.0,3.5,1.0
BTBD2,2.0,0.0,1.0,0.5,1.5
OSGEP,0.0,0.0,0.0,0.0,0.0
LYAR,9.0,3.0,2.0,2.5,4.0
RAB20,9.0,0.0,1.0,0.0,4.0
PIGV,7.0,0.0,0.0,0.0,1.0
NHP2,8.0,0.0,3.0,0.0,2.5
SLC48A1,1.0,0.0,0.0,0.0,0.0
TMEM127,5.0,1.0,2.0,0.0,3.5
INTS8,12.0,5.0,5.0,8.0,10.5
ZNF692,31.0,1.0,17.0,0.5,2.0
RNF126,101.0,25.0,50.0,7.0,46.0
ZNF416,2.0,3.0,5.0,0.0,4.5
PRPF40A,73.0,52.0,59.0,36.0,70.5
DDX27,62.0,7.0,39.0,0.0,16.0
HIF1AN,23.0,4.0,13.0,3.0,16.5
ZNF446,0.0,0.0,1.0,0.5,0.5
CDC37L1,9.0,2.0,3.0,2.0,8.0
URGCP,5.0,0.0,3.0,1.5,2.0
NPLOC4,12.0,0.0,6.0,3.5,3.5
DENND4C,8.0,0.0,0.0,1.5,1.0
GPATCH2L,60.0,26.0,22.0,10.5,34.5
MFN1,1.0,0.0,0.0,1.0,0.0
PEX26,36.0,14.0,53.0,2.5,21.5
PPP4R3A,76.0,29.0,48.0,15.5,61.5
NBPF1,7.0,1.0,1.0,7.5,0.5
SLC30A6,4.0,0.0,0.0,0.0,1.0
IWS1,15.0,21.0,28.0,5.0,24.0
RUFY2,18.0,0.0,15.0,2.5,13.5
SCYL2,3.0,1.0,2.0,1.5,8.0
KANSL3,32.0,10.0,33.0,12.5,19.0
RABL6,0.0,0.0,6.0,0.0,0.0
TRMU,13.0,9.0,5.0,4.0,9.5
YEATS2,10.0,7.0,10.0,1.0,8.5
PACS1,2.0,0.0,0.0,0.0,1.0
FRMD4A,2.0,0.0,0.0,0.0,1.0
LUC7L,22.0,12.0,12.0,6.0,16.0
NSUN5,66.0,7.0,36.0,2.5,21.0
RBM22,59.0,25.0,32.0,1.5,24.0
VAC14,1.0,0.0,0.0,0.0,0.0
RADIL,0.0,2.0,0.0,0.0,2.0
IARS2,5.0,0.0,2.0,0.5,0.5
MAP7D1,14.0,1.0,10.0,5.5,2.5
ARHGEF40,0.0,0.0,5.0,0.0,0.0
YJU2,10.0,5.0,2.0,0.0,8.0
POLR3B,8.0,6.0,13.0,1.0,12.5
CCDC88A,1.0,4.0,5.0,1.5,7.5
IPO9,23.0,32.0,13.0,13.0,29.5
NDC1,35.0,3.0,46.0,7.0,13.5
NECAP2,6.0,0.0,0.0,3.0,4.5
KBTBD4,3.0,0.0,1.0,0.0,1.0
FAR2,0.0,0.0,0.0,0.0,0.0
DOK4,0.0,0.0,0.0,0.0,0.0
LMBR1L,4.0,0.0,4.0,0.0,0.0
WDR11,5.0,3.0,2.0,4.5,3.0
POLR3E,8.0,0.0,0.0,4.5,3.0
SLF2,9.0,1.0,14.0,4.5,5.0
TSR1,31.0,1.0,14.0,0.5,8.5
IQCC,11.0,1.0,0.0,0.0,1.0
CEP72,1.0,0.0,0.0,0.0,0.0
ASF1B,54.0,9.0,29.0,18.0,47.5
INTS13,5.0,0.0,0.0,0.0,1.0
BTBD7,98.0,65.0,41.0,38.0,66.5
N4BP2,8.0,0.0,2.0,5.0,0.0
ATF7IP,123.0,85.0,78.0,80.0,98.5
FAM222B,16.0,6.0,1.0,5.0,14.0
C1orf112,3.0,4.0,0.0,2.0,4.0
HHAT,0.0,0.0,0.0,0.0,0.0
ZFP64,9.0,0.0,4.0,0.0,2.0
DNAJC11,10.0,7.0,9.0,0.0,9.0
VPS35,22.0,15.0,6.0,2.5,17.5
ARFGAP1,8.0,2.0,5.0,0.0,4.5
NAXD,6.0,1.0,1.0,1.5,4.0
ENAH,1.0,0.0,3.0,0.0,1.0
EDEM2,3.0,0.0,2.0,3.5,0.5
CHFR,1.0,0.0,0.0,0.0,0.0
COA1,6.0,4.0,0.0,0.5,3.0
AP5M1,7.0,3.0,7.0,0.0,4.0
NUP133,15.0,0.0,9.0,0.0,10.0
CNDP2,8.0,13.0,2.0,3.0,10.5
CCAR1,33.0,16.0,11.0,11.5,20.0
AGK,2.0,0.0,0.0,0.0,0.5
TMEM184C,1.0,0.0,0.0,0.0,3.5
SEPTIN11,5.0,1.0,0.0,1.0,1.0
OGDHL,0.0,0.0,0.0,0.0,0.0
TMEM30A,81.0,37.0,37.0,3.5,68.5
CDK5RAP2,92.0,53.0,54.0,58.5,52.5
INTS9,5.0,6.0,2.0,5.5,6.5
UGGT2,3.0,0.0,1.0,0.0,4.0
RCOR3,20.0,8.0,21.0,6.0,10.5
WDR12,12.0,3.0,9.0,0.0,3.5
DHX32,4.0,2.0,4.0,0.5,3.5
TTC17,53.0,31.0,53.0,18.5,44.5
ZNF701,2.0,0.0,0.0,0.0,0.5
EXOC1,13.0,4.0,8.0,2.0,9.0
IFT122,11.0,6.0,6.0,0.0,4.0
INAVA,7.0,0.0,4.0,3.5,0.5
H2AJ,7.0,5.0,5.0,0.0,8.0
NGLY1,17.0,6.0,9.0,3.5,14.0
ZNF83,5.0,0.0,0.0,0.0,0.0
EXOC2,8.0,11.0,11.0,2.0,16.0
PRR11,70.0,35.0,49.0,21.0,41.0
TBC1D23,10.0,0.0,5.0,2.5,7.5
TDP1,20.0,6.0,5.0,1.5,13.5
SAYSD1,17.0,4.0,5.0,0.5,4.0
ZNF839,4.0,10.0,3.0,0.0,6.0
CFAP44,8.0,0.0,0.0,0.5,7.0
RIOK2,29.0,12.0,11.0,0.5,12.0
CMTR2,13.0,0.0,4.0,0.0,2.0
FGD6,0.0,0.0,0.0,0.5,0.0
TXLNG,17.0,8.0,24.0,4.5,11.0
LMBRD1,14.0,0.0,8.0,2.0,3.0
DEPDC1B,3.0,0.0,3.0,0.0,3.5
CSGALNACT1,0.0,0.0,0.0,1.5,0.0
LRIF1,21.0,0.0,4.0,0.5,11.0
DDX28,92.0,25.0,62.0,0.5,44.0
PCID2,15.0,8.0,1.0,2.0,9.0
MBNL3,0.0,0.0,0.0,2.0,0.0
METTL2B,3.0,2.0,0.0,1.0,1.0
DCP1A,7.0,11.0,6.0,6.0,13.5
ADAP2,6.0,0.0,0.0,0.0,0.0
TRERF1,27.0,17.0,3.0,7.5,22.5
FOXJ2,16.0,3.0,12.0,2.0,4.5
SPATA7,0.0,0.0,0.0,0.0,0.0
UTP6,8.0,3.0,5.0,6.5,12.0
BDP1,0.0,0.0,0.0,0.0,0.0
KDM3A,19.0,1.0,3.0,2.0,8.0
RNF130,6.0,1.0,0.0,3.0,3.0
VPS11,31.0,3.0,33.0,1.5,16.5
PAG1,72.0,35.0,35.0,39.0,44.5
PECR,0.0,0.0,0.0,0.0,0.0
DCAF6,6.0,0.0,9.0,10.0,11.5
SELENOS,7.0,2.0,11.0,0.0,10.0
GLT8D1,1.0,1.0,3.0,0.0,2.0
EMC3,11.0,0.0,6.0,2.5,2.0
CAND1,13.0,5.0,7.0,2.0,5.5
UBAP2,14.0,17.0,20.0,13.0,28.5
CENPJ,56.0,5.0,29.0,12.0,28.0
EAPP,20.0,5.0,6.0,4.5,16.0
CENPN,19.0,4.0,10.0,0.5,14.0
EAF2,0.0,0.0,0.0,0.0,0.0
ARHGAP15,5.0,9.0,6.0,8.0,10.0
PPP2R2D,10.0,5.0,0.0,2.0,7.0
BRK1,40.0,10.0,17.0,0.5,19.5
ITFG2,4.0,0.0,0.0,0.0,0.0
CISD1,15.0,5.0,20.0,1.0,10.5
PLGRKT,0.0,0.0,0.0,0.0,0.0
USE1,0.0,0.0,0.0,0.0,0.0
PSENEN,5.0,0.0,1.0,0.0,0.0
TEX2,3.0,6.0,13.0,6.0,5.0
IDI2-AS1,0.0,0.0,0.0,2.5,2.5
ZC3H15,20.0,0.0,3.0,0.5,1.5
ACOT13,0.0,0.0,0.0,0.0,1.0
KIZ,1.0,0.0,0.0,2.5,0.0
TMEM165,2.0,0.0,1.0,3.0,0.5
BEX1,38.0,0.0,19.0,0.0,5.0
ACTR10,20.0,17.0,3.0,5.5,14.5
DBNDD2,6.0,1.0,9.0,0.5,0.5
ECHDC1,56.0,19.0,26.0,5.0,28.5
TMEM126B,4.0,1.0,1.0,0.0,0.5
HDAC8,19.0,38.0,15.0,16.5,29.5
ASH1L,57.0,83.0,42.0,47.0,94.5
CBWD1,1.0,0.0,0.0,0.0,0.0
PBK,13.0,0.0,0.0,0.0,6.5
WSB2,10.0,0.0,5.0,0.5,0.5
GPRC5C,17.0,0.0,1.0,3.5,1.5
MYNN,8.0,0.0,4.0,2.5,2.0
ZNF395,260.0,59.0,131.0,85.0,67.0
MESP1,4.0,0.0,0.0,0.0,0.0
UNC45A,2.0,0.0,0.0,0.0,2.5
ZNF302,15.0,1.0,1.0,0.0,9.5
THSD1,0.0,0.0,0.0,0.0,0.0
ACSS2,0.0,0.0,0.0,2.0,0.0
KMT2E,4.0,0.0,1.0,9.5,4.0
RNF114,30.0,8.0,14.0,2.5,18.5
ZC4H2,2.0,0.0,4.0,0.5,0.0
CMAS,18.0,5.0,11.0,3.5,8.5
BIN3,68.0,72.0,66.0,49.5,74.5
APOBR,0.0,0.0,1.0,0.0,0.0
ERBIN,18.0,5.0,8.0,2.0,9.0
LANCL2,13.0,0.0,1.0,1.5,2.0
NXT2,8.0,0.0,10.0,0.0,0.5
CTTNBP2NL,5.0,0.0,0.0,0.5,0.0
RCC2,283.0,131.0,271.0,94.5,149.0
NKRF,22.0,5.0,12.0,3.5,14.5
INKA2,1.0,0.0,0.0,0.0,0.0
ZMAT5,0.0,0.0,0.0,0.0,0.5
KLHL9,41.0,2.0,11.0,0.0,12.0
NDUFA12,4.0,1.0,6.0,1.0,3.0
NSFL1C,58.0,27.0,48.0,5.0,35.5
RAB5IF,62.0,27.0,39.0,5.5,41.5
BAIAP2L1,1.0,0.0,0.0,0.0,0.0
SLC25A40,5.0,3.0,4.0,0.0,5.5
BCAP29,14.0,0.0,7.0,0.0,1.5
SLC50A1,3.0,0.0,2.0,0.0,0.5
KLHL7,3.0,0.0,5.0,0.0,0.0
NXF3,1.0,0.0,0.0,0.0,0.0
MYDGF,15.0,14.0,17.0,4.0,18.0
SMG9,17.0,1.0,3.0,0.0,4.0
PDGFC,0.0,0.0,0.0,0.0,0.0
ALG1,11.0,4.0,7.0,0.0,5.5
UBFD1,9.0,12.0,10.0,5.0,15.5
PCDHGC5,7.0,0.0,0.0,0.5,0.5
PCDHGC4,7.0,0.0,0.0,0.5,0.5
PCDHGB7,7.0,0.0,0.0,0.5,0.5
PCDHGB6,7.0,0.0,0.0,0.5,0.5
PCDHGB5,7.0,0.0,0.0,0.5,0.5
PCDHGB3,7.0,0.0,0.0,0.5,0.5
PCDHGB2,7.0,0.0,0.0,0.5,0.5
PCDHGB1,7.0,0.0,0.0,0.5,0.5
PCDHGA11,7.0,0.0,0.0,0.5,0.5
PCDHGA10,7.0,0.0,0.0,0.5,0.5
PCDHGA9,7.0,0.0,0.0,0.5,0.5
PCDHGA7,7.0,0.0,0.0,0.5,0.5
PCDHGA6,7.0,0.0,0.0,0.5,0.5
PCDHGA5,7.0,0.0,0.0,0.5,0.5
PCDHGA4,7.0,0.0,0.0,0.5,0.5
PCDHGA3,7.0,0.0,0.0,0.5,0.5
PCDHGA2,7.0,0.0,0.0,0.5,0.5
PCDHGA1,7.0,0.0,0.0,0.5,0.5
TEX15,0.0,0.0,4.0,3.5,0.0
NSMCE3,2.0,0.0,0.0,0.0,6.5
ANKH,1.0,0.0,6.0,3.0,0.5
MOSPD1,3.0,1.0,0.0,0.0,3.5
MTFR1L,10.0,0.0,4.0,0.0,2.0
FAM214A,11.0,0.0,3.0,1.5,0.5
YLPM1,8.0,0.0,9.0,0.0,8.5
RNF20,8.0,4.0,5.0,0.5,4.0
TMX4,20.0,0.0,2.0,0.5,0.5
MEPCE,62.0,2.0,19.0,0.0,38.5
CTNNBL1,5.0,6.0,17.0,1.0,6.0
C8orf44,10.0,0.0,6.0,0.5,6.5
GPCPD1,59.0,13.0,49.0,26.0,25.0
LRRC8A,7.0,0.0,6.0,1.5,5.5
KYAT3,0.0,1.0,0.0,0.0,0.5
WDR45B,65.0,26.0,51.0,20.0,30.0
METTL3,3.0,3.0,3.0,0.0,3.5
PPAN,7.0,0.0,4.0,0.0,0.0
LTB4R2,0.0,0.0,0.0,0.0,0.0
CTPS2,0.0,0.0,0.0,0.0,0.0
CCL28,6.0,0.0,1.0,0.0,0.0
EIF4ENIF1,3.0,0.0,3.0,6.0,0.5
KCNQ5,5.0,9.0,3.0,3.5,9.5
CHST7,0.0,0.0,0.0,0.0,0.0
ERO1B,0.0,0.0,0.0,0.0,0.0
DIABLO,27.0,3.0,15.0,0.5,21.5
INPP5E,1.0,0.0,7.0,0.0,0.0
BCCIP,8.0,2.0,2.0,1.5,4.0
EIF5A2,2.0,0.0,3.0,0.0,0.0
CLDND1,4.0,0.0,2.0,0.0,0.5
TWNK,60.0,5.0,29.0,1.5,19.5
POLE4,1.0,4.0,6.0,0.0,5.5
TRIM39,7.0,0.0,0.0,0.0,1.5
VTRNA1-3,0.0,1.0,1.0,0.0,1.5
VTRNA1-1,0.0,0.0,0.0,0.0,0.0
SUCNR1,7.0,0.0,2.0,0.0,0.0
AKIP1,8.0,0.0,2.0,0.0,1.5
TMEM9B,52.0,14.0,50.0,0.5,36.5
NRIP3,25.0,0.0,12.0,0.0,5.5
SAR1A,24.0,8.0,16.0,2.5,14.5
CFAP298,11.0,3.0,3.0,3.0,6.5
JPH1,6.0,0.0,0.0,0.0,0.0
SLC2A4RG,20.0,3.0,11.0,1.5,6.0
ZC3HAV1,186.0,71.0,75.0,38.5,101.5
SLAMF8,0.0,0.0,0.0,0.0,0.0
SPHK2,5.0,0.0,0.0,0.0,1.0
GRIPAP1,13.0,3.0,10.0,0.0,6.5
EMC7,20.0,1.0,1.0,0.0,3.5
RAD18,1.0,0.0,1.0,0.5,0.0
CDC42SE1,37.0,28.0,31.0,5.5,31.0
UGGT1,17.0,3.0,29.0,12.5,10.0
KCMF1,10.0,4.0,9.0,3.5,6.0
TM9SF3,75.0,22.0,32.0,13.0,46.0
MDM1,5.0,0.0,3.0,1.5,0.0
UBQLN4,1.0,0.0,0.0,0.0,0.0
AGPAT3,18.0,22.0,17.0,12.5,22.5
