GENE,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
CTNNBL1,2,2,3,1,1,0,1,2,0,1,4,1,2,2,4,0
C8orf44,25,17,4,3,3,8,1,1,0,4,3,0,2,3,2,0
GPCPD1,147,114,48,31,17,18,31,14,16,26,15,9,18,8,26,10
LRRC8A,155,100,49,33,21,41,45,17,22,20,13,9,13,15,30,4
KYAT3,14,11,2,2,1,3,1,0,2,2,0,2,4,1,2,1
WDR45B,255,186,91,57,47,52,61,35,48,53,30,33,36,25,52,23
SLC7A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL3,8,5,3,4,2,1,2,0,1,3,1,2,1,0,2,0
PPAN,66,59,25,12,19,22,33,11,14,10,5,3,5,7,15,9
LTB4R2,14,5,3,4,2,2,2,6,3,0,0,0,1,0,3,0
CTPS2,6,2,1,2,1,0,3,0,0,3,3,0,0,0,0,0
EIF4ENIF1,17,17,16,4,3,10,3,10,2,8,2,1,3,0,4,6
KCNQ5,89,76,17,14,10,8,8,2,8,3,3,6,7,4,10,1
DNAJC12,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CHST7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ERO1B,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1
SLC2A9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DIABLO,77,48,30,19,15,13,20,8,11,19,8,2,9,11,13,3
INPP5E,39,22,13,10,3,13,10,7,0,1,3,4,4,3,10,2
BCCIP,152,109,52,30,28,28,21,8,20,16,5,17,14,9,23,5
EIF5A2,66,41,22,15,6,7,5,3,3,1,3,1,4,4,3,0
CLDND1,59,34,10,9,4,6,6,2,4,4,0,2,8,7,3,3
TWNK,492,337,169,111,84,111,119,71,76,90,42,45,48,53,108,31
NPDC1,10,5,5,1,0,1,4,0,1,0,1,1,1,3,1,1
POLE4,8,9,6,5,2,1,5,0,4,2,0,0,2,1,7,0
TRIM39,59,46,17,7,13,13,16,5,7,17,5,3,7,4,13,6
KCNK13,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KCNK12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTRNA1-3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
PANX2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,1
SUCNR1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
AKIP1,14,11,3,0,1,0,1,1,0,1,1,2,1,2,1,1
C11orf16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM9B,97,41,28,8,8,9,13,6,3,9,6,2,5,7,12,0
NRIP3,221,157,93,46,25,37,46,24,30,39,19,12,17,12,28,5
SAR1A,361,252,98,61,42,51,58,26,27,34,14,13,25,20,35,20
CFAP298,105,75,37,25,11,10,14,11,19,21,11,3,16,15,16,12
JPH1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A4RG,117,79,62,33,18,40,21,11,19,21,13,10,10,14,29,13
ZC3HAV1,381,298,143,97,71,90,90,47,67,106,62,56,53,50,84,32
SLAMF8,24,11,16,4,2,4,9,2,6,1,4,1,3,5,2,1
GPR137,1,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0
SPHK2,14,7,9,8,4,5,1,3,4,2,1,4,3,1,7,0
GRIPAP1,11,9,5,6,4,2,2,2,0,4,1,0,2,1,2,1
EMC7,65,27,9,12,6,9,5,5,4,9,5,1,5,1,5,8
RAD18,237,188,50,24,24,36,37,16,24,25,20,18,13,10,19,3
CELF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC42SE1,1010,731,291,198,123,151,173,97,71,124,26,49,60,53,125,20
FSTL5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UGGT1,344,285,83,79,39,56,71,25,56,55,21,41,20,30,43,19
KCMF1,129,90,29,26,7,22,10,7,7,15,5,9,11,7,14,10
TM9SF3,477,365,117,77,60,76,48,38,25,35,25,25,53,35,28,12
MDM1,30,20,7,3,4,9,2,2,4,5,2,0,0,1,6,1
TCIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBQLN4,193,156,66,39,31,38,40,21,17,20,13,10,16,13,23,13
AGPAT3,179,123,58,37,15,24,32,13,17,18,8,5,12,5,21,1
AGPAT4,56,39,23,13,12,23,14,10,2,8,2,0,5,2,5,2
WRNIP1,22,10,8,1,2,0,6,0,6,1,8,1,6,7,4,6
BDH2,6,11,1,1,0,1,2,0,2,2,0,0,1,5,3,0
ANKS1B,5,3,5,2,2,1,6,4,7,7,12,7,0,2,6,8
TMEM167B,249,196,77,41,25,37,26,17,25,26,20,16,27,25,33,17
NDUFA4L2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
PNO1,144,94,40,20,19,13,29,13,11,17,9,7,18,7,13,9
SH3GLB2,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
C15orf39,477,312,169,137,106,179,184,93,74,105,25,43,66,65,129,73
THAP10,12,5,0,0,0,1,2,1,2,0,0,2,0,1,1,0
SPIRE1,8,5,3,4,1,2,0,2,3,0,1,0,1,0,0,0
STARD7,987,599,267,156,105,163,153,75,110,110,60,67,56,57,120,45
MAP3K7CL,12,6,0,1,0,2,4,0,1,3,0,1,0,1,1,0
IFT46,7,9,2,0,1,1,4,2,1,3,0,0,0,0,0,0
C1GALT1,175,112,43,15,21,12,13,5,3,12,5,5,9,8,9,3
EXOSC5,7,3,4,2,1,4,3,3,1,3,0,1,1,3,1,0
SMARCAD1,155,96,37,18,23,14,9,8,27,18,15,10,8,15,15,2
MEIS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX33,284,223,84,48,54,56,52,30,32,37,20,27,18,10,50,17
SEMA3G,154,152,56,33,28,23,32,20,10,14,10,7,13,14,14,12
MCCC1,68,49,23,7,7,10,16,7,13,20,9,18,9,5,23,5
PAK6,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
LXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCLN,122,116,56,49,18,28,41,17,11,17,8,12,20,11,34,18
GPR108,3,8,6,4,2,2,4,0,1,3,0,2,0,1,2,2
SPPL2B,24,31,12,4,10,6,11,5,3,6,3,4,6,8,13,0
FEM1C,180,123,29,16,13,29,13,11,5,16,14,7,11,7,22,12
DUS3L,10,7,4,4,1,4,6,3,1,0,2,1,2,2,3,1
SMCO4,3,5,1,2,0,0,1,0,0,0,0,2,0,0,0,0
ARNTL2,21,3,1,4,6,1,5,2,1,3,2,1,2,1,3,0
DUSP22,27,17,4,4,3,7,1,4,6,1,3,2,3,5,3,0
HMCES,33,18,10,7,6,6,6,3,4,3,2,0,1,2,3,4
CMC2,62,38,14,12,9,9,10,5,5,5,3,1,5,3,5,1
ENY2,158,147,45,27,26,36,29,18,30,35,32,17,9,16,20,10
OLFML3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
MRPS22,8,7,2,0,0,0,2,0,2,0,1,0,5,0,3,2
EMSY,107,62,26,20,17,17,8,5,7,6,5,6,11,12,7,3
MFF,13,12,5,2,2,2,3,0,0,1,2,5,0,2,8,0
SDR39U1,17,12,4,2,1,1,3,1,4,4,3,1,1,0,2,2
XAB2,0,1,3,0,0,1,0,1,0,1,0,0,1,0,1,0
SMYD2,15,7,0,0,0,2,1,0,0,1,0,0,2,1,0,0
C5orf15,71,52,15,19,3,11,4,2,5,7,6,8,3,7,5,3
NT5M,1,1,1,1,1,0,2,1,0,0,0,0,0,1,0,0
NIT2,5,6,3,3,1,3,1,3,0,2,1,0,0,2,1,0
OTUD7B,112,107,41,17,10,25,17,11,5,9,2,9,10,11,14,3
WDR93,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
PARP6,38,27,17,8,2,12,5,4,5,4,3,2,1,3,3,4
ATXN7L3,367,282,124,76,65,97,76,60,49,45,13,10,27,18,55,14
CEACAM19,7,2,2,6,0,2,0,0,0,0,0,0,2,0,0,2
FAM20C,17,11,9,0,1,0,4,5,2,2,0,3,3,0,2,2
STOX2,25,28,14,6,6,1,6,1,10,9,9,2,9,3,7,2
PRDM8,3,4,1,0,0,0,0,1,1,2,0,0,1,0,1,0
PRDM10,46,39,15,7,7,4,6,2,7,4,2,0,4,7,7,1
PRDM11,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
POGLUT1,165,116,51,30,7,21,29,10,8,5,8,9,11,19,21,5
PSMG2,26,16,10,9,5,7,1,0,6,9,1,1,1,3,5,3
ADPRM,6,3,0,4,0,0,0,3,1,0,0,0,0,0,0,0
DTWD1,27,20,7,2,2,3,2,5,3,2,4,2,5,1,7,0
BBX,69,67,28,13,12,18,9,8,1,8,12,1,9,2,6,5
CDC42SE2,371,279,101,43,45,43,36,18,35,52,33,18,32,20,29,15
KIF15,45,44,11,0,5,8,3,3,7,7,4,1,2,5,4,2
TOMM22,313,201,126,90,67,93,112,43,95,133,74,91,90,61,90,82
CHPT1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TULP4,67,58,19,18,15,11,11,8,12,6,4,7,11,3,9,3
SLC12A9,4,13,8,3,2,1,1,1,0,0,2,0,0,2,2,2
COQ8A,111,71,33,21,23,30,27,21,34,35,26,21,26,12,21,12
CTNNBIP1,11,5,2,1,0,4,1,3,3,2,0,0,1,0,4,2
GSN-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHAF3,11,9,1,3,2,1,2,1,2,3,5,2,0,1,3,0
YAE1,15,8,6,1,0,2,0,0,1,4,1,0,1,1,1,1
CCDC47,190,154,55,27,30,45,30,12,23,31,23,9,20,20,32,12
ACKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COQ9,39,39,29,9,1,10,12,12,4,8,4,1,5,6,12,4
CCNL1,315,233,99,66,47,48,48,31,42,70,46,54,36,24,53,33
CIAPIN1,53,40,25,21,9,15,12,5,9,8,2,6,7,3,13,4
VPS35L,4,9,4,4,2,1,4,1,2,1,1,2,1,2,0,0
PDXP,444,303,142,105,81,121,98,50,69,95,25,34,42,31,88,28
SLC17A7,2,3,0,0,1,0,0,2,0,1,0,0,0,0,1,0
RSRP1,845,596,289,151,130,180,198,92,85,121,69,45,73,63,153,43
ANKMY2,39,25,10,3,7,4,5,5,6,12,2,2,4,1,6,0
RARS2,67,53,15,7,3,11,8,1,3,7,6,7,1,5,10,0
TWSG1,41,19,10,12,6,4,7,2,2,2,9,2,3,0,2,10
PLSCR3,5,1,3,1,1,2,2,1,2,0,0,0,0,0,2,1
UTP3,60,35,21,8,7,10,8,2,2,11,9,2,10,7,6,5
CHRNA10,9,5,4,4,1,1,0,0,0,0,1,0,0,0,1,0
PCBP4,8,2,2,0,0,0,1,1,0,6,1,0,2,0,6,0
57061,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DDX24,93,73,39,29,22,41,31,17,23,23,14,11,8,13,15,8
KNL1,39,50,9,9,7,9,5,6,5,10,4,1,0,3,4,2
AGTRAP,9,5,4,0,2,2,2,1,4,1,0,0,0,4,5,1
ENTPD7,106,77,31,19,10,12,9,10,7,7,3,11,5,7,16,0
CASS4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
PCNP,164,103,31,15,17,16,22,12,16,25,12,6,6,10,16,5
PITHD1,147,91,51,32,24,38,28,15,27,33,10,15,16,19,25,6
RPGRIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP11,56,30,20,7,5,2,4,7,3,2,3,0,3,6,3,2
AVEN,22,17,3,9,7,6,7,3,2,5,4,3,0,6,3,2
C12orf4,150,78,31,17,8,28,16,13,16,18,13,13,10,7,13,4
TIGAR,105,78,31,17,16,27,13,6,8,7,2,4,10,3,12,7
PNPLA2,14,19,9,5,1,2,7,2,2,2,1,1,1,4,8,0
CYSLTR2,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
NAT14,33,24,5,10,9,8,7,4,10,9,3,8,10,6,13,6
PDSS2,21,13,11,3,5,2,9,1,3,7,2,2,6,4,8,1
REXO4,172,105,57,31,18,31,40,24,18,16,5,24,15,12,42,16
ZNF695,84,43,12,13,6,8,7,1,9,7,7,2,2,5,5,4
INTS12,10,7,3,3,1,2,1,4,2,3,0,3,0,0,1,0
CAMK1D,13,19,8,4,1,2,3,1,9,6,2,1,1,4,4,1
GOPC,211,130,47,27,18,29,28,16,17,26,13,14,11,14,15,2
LPAR5,23,10,5,0,6,6,3,3,5,3,5,2,8,4,8,1
NUP107,2,2,3,0,0,1,2,1,1,2,0,2,3,0,0,0
LYRM4,18,9,4,4,1,1,0,0,2,0,4,0,2,1,4,1
MRPL47,24,10,4,3,4,2,0,5,1,3,3,4,0,0,1,3
ATP13A1,20,13,11,10,3,7,8,3,3,2,3,3,3,1,8,4
CHMP1B,265,170,78,53,38,36,44,33,37,58,36,36,31,26,45,9
MAN1C1,22,10,3,6,3,3,2,0,1,2,0,0,0,2,2,0
APMAP,42,34,15,10,3,14,7,6,4,4,0,4,3,3,4,0
RNPEPL1,15,15,4,7,3,8,4,4,3,4,2,1,3,2,7,2
RTN4,263,144,45,35,25,43,39,21,30,25,24,22,21,18,33,12
ADCK1,7,9,5,0,0,3,1,0,2,1,0,1,0,1,3,0
PAK5,2,3,1,0,0,0,1,0,0,4,1,2,0,1,0,0
TMEM159,14,7,1,1,1,1,1,1,2,4,0,3,0,1,4,3
SCYL3,13,13,9,6,1,1,3,1,3,8,1,5,2,0,10,1
RALGAPB,280,167,66,38,33,46,34,20,21,30,16,16,21,14,25,11
LYRM1,15,13,13,10,2,4,5,1,3,2,3,2,3,0,4,1
SMIM8,23,9,3,3,0,0,1,0,0,2,0,1,3,4,1,0
SLC44A2,12,9,3,2,2,4,0,4,1,2,1,0,0,0,2,1
SMURF1,447,343,162,97,57,110,95,59,42,50,33,19,39,21,70,19
PHTF2,95,62,15,10,7,10,14,6,5,7,4,3,4,5,1,1
JPH2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
PELI2,13,13,2,0,0,2,0,2,2,0,0,0,0,0,2,0
PELI1,8,3,1,3,2,1,2,0,3,2,0,4,4,3,4,3
GJC2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SALL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPHD2,13,10,3,3,2,3,5,0,2,2,2,2,1,1,3,0
ZNFX1,281,193,81,62,41,62,77,36,34,35,37,26,34,26,55,19
DOLPP1,138,138,64,31,18,29,41,14,13,20,16,12,12,19,28,6
CORO1B,3,0,2,3,4,1,0,0,0,1,0,0,0,1,0,0
VARS2,6,4,0,2,1,1,3,1,1,0,1,1,2,1,2,0
ZMIZ1,2212,1784,799,466,297,510,493,229,251,232,112,92,151,145,366,43
KIAA1191,223,144,66,35,23,33,50,22,25,25,7,8,19,8,16,3
ACTR3B,5,9,2,2,1,1,0,0,0,2,2,0,1,0,0,2
SLC39A10,51,26,17,9,5,11,4,4,6,2,0,2,2,3,2,0
ANKRD50,19,22,12,1,5,3,2,6,2,4,5,1,0,1,5,0
FAM219B,212,173,76,52,26,33,45,20,17,35,27,17,26,19,33,11
NIPAL3,25,12,10,14,4,3,7,1,4,5,2,3,3,1,3,3
RALGAPA2,46,51,22,13,13,14,14,11,16,21,11,4,6,6,22,4
THOC2,30,24,8,2,7,0,6,1,2,3,4,0,1,1,8,0
DENND11,328,246,94,73,37,58,37,22,32,28,9,12,20,24,23,6
SELENON,17,7,7,7,7,4,2,2,2,3,1,0,4,0,5,0
VN1R1,4,3,1,0,0,1,1,0,0,2,0,1,2,0,0,0
MCOLN1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,2,0
ATP10A,109,85,23,18,18,10,21,14,4,14,5,6,7,7,14,6
ATP8B2,5,6,6,1,2,3,0,0,0,0,0,0,0,0,1,0
ATP10D,7,4,1,2,0,2,2,0,3,0,1,0,2,3,4,0
ZNF248,22,12,4,2,2,3,2,2,1,5,2,0,6,1,8,1
SLC45A4,146,114,50,36,31,32,46,16,30,41,10,19,22,16,44,18
TP73-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRYD7,17,6,8,0,3,4,3,1,1,4,0,0,1,1,2,0
CEMIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP11,149,59,51,36,28,27,39,14,11,28,12,19,18,9,30,13
TTC7A,163,113,67,37,48,57,82,17,26,28,9,15,25,14,43,15
ERGIC1,65,47,22,11,13,8,22,7,11,8,5,11,7,4,18,3
PPP4R3B,214,174,57,32,28,20,21,10,14,14,15,10,13,11,19,8
NHSL1,35,29,11,6,7,9,8,1,2,4,3,0,3,5,3,0
LYRM2,478,371,155,98,72,80,86,46,61,99,44,36,50,37,96,46
SMAGP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX14,6,4,1,2,0,0,0,0,0,5,0,0,1,0,1,1
LINC00869,179,124,68,49,26,26,50,15,8,23,10,8,14,10,38,4
DANCR,170,130,69,35,22,27,33,14,48,81,24,42,21,28,36,22
KAT14,15,9,4,3,2,5,1,0,2,2,3,4,5,6,3,3
PBXIP1,8,7,1,7,1,1,1,1,3,7,1,4,3,1,6,2
CBX8,10,10,2,4,3,0,3,1,3,0,0,0,2,2,6,0
RCN3,1,4,2,0,0,0,2,0,0,0,1,0,0,1,0,0
ZNF286A,479,357,127,83,53,71,75,50,52,53,34,38,34,27,64,20
SENP7,30,17,5,5,3,4,4,5,1,7,0,0,4,2,1,3
JPH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF304,66,42,28,10,7,11,14,8,6,9,0,4,9,4,15,6
TTYH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRS2,131,106,44,16,26,19,21,8,21,24,8,9,7,6,8,7
CLK4,53,41,12,8,1,2,2,4,1,6,3,6,6,0,4,2
RAB22A,319,245,91,56,30,54,49,22,20,23,10,16,11,21,29,16
CYP20A1,115,68,33,17,11,17,9,7,6,15,6,14,8,9,16,10
SPC25,1,3,4,0,0,1,1,0,0,3,0,0,1,1,0,0
ABHD6,5,7,3,0,0,1,1,0,2,0,1,0,0,3,0,0
NMRAL1,2,5,0,1,0,0,0,0,1,1,0,2,0,1,1,2
MIF4GD,12,16,8,5,5,8,4,2,5,4,4,1,3,2,1,3
SCYL1,9,8,5,1,4,4,1,3,0,4,1,1,1,3,2,0
AS3MT,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TMIGD3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHBDD2,15,11,3,8,5,4,5,1,7,10,3,1,4,1,5,3
C3orf14,49,30,11,8,4,1,5,2,6,6,2,2,2,3,4,3
WDR18,10,7,3,0,3,4,0,1,2,2,2,0,1,1,4,5
SLC24A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NDRG3,13,20,8,8,11,5,8,4,11,15,3,1,5,7,17,1
NDRG2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRC6,65,43,12,5,8,4,8,7,7,3,2,4,2,2,5,1
REXO1,58,49,24,25,7,17,15,6,6,8,3,4,1,6,19,11
KIAA1143,255,181,84,54,44,40,33,30,35,36,17,18,20,15,30,15
TMCC3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GATAD2B,433,403,130,70,64,82,70,38,40,40,24,12,19,25,50,4
PPM1H,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ISY1,148,99,39,41,12,20,29,16,16,27,4,7,16,9,23,11
MYORG,22,8,7,1,1,1,3,1,3,4,1,2,2,1,2,0
AMIGO1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0
STRIP2,19,15,4,2,3,5,5,2,1,2,0,1,6,0,3,0
TBC1D24,137,84,38,26,16,27,20,16,11,7,4,6,10,9,19,5
SCAF4,73,36,20,16,14,17,19,4,7,6,3,8,3,5,7,3
SLC12A5,6,6,5,1,2,1,0,0,0,0,0,0,0,0,0,0
LRRC47,86,69,20,19,7,17,21,6,10,13,3,4,14,8,12,4
ERMN,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0
CNOT6,261,174,73,22,26,29,12,11,19,28,10,13,13,11,31,10
ZNF512B,55,52,19,9,9,8,11,5,7,10,2,6,5,0,9,3
ZNF490,156,115,45,32,19,33,22,13,22,24,13,8,14,11,20,8
PLEKHH1,9,5,4,1,2,0,2,1,2,2,0,0,0,2,2,0
GRAMD1B,15,26,11,4,6,4,4,1,5,6,3,2,2,2,6,0
USP31,385,261,96,52,39,53,54,35,22,19,13,20,21,15,41,5
PRR12,38,29,14,10,6,7,8,0,3,5,0,1,6,4,4,4
CRACD,6,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0
NLN,160,91,39,35,17,24,29,12,17,24,14,13,13,12,18,8
ESYT2,386,264,85,62,53,54,60,29,28,27,21,18,21,26,44,8
ODF2L,24,29,8,7,3,2,5,3,2,1,8,2,3,5,3,1
AHRR,3456,2474,1101,720,594,879,977,457,316,307,139,149,277,225,573,99
ARID1B,136,87,28,26,17,14,14,11,19,13,11,12,9,12,19,9
HEG1,550,438,169,129,110,162,183,68,72,78,33,31,63,51,90,17
RIMKLB,4,5,3,1,0,2,1,0,0,1,0,0,2,0,0,0
NWD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRTFB,91,63,42,19,18,9,9,0,14,5,3,5,3,6,11,3
KIDINS220,118,83,24,20,17,15,15,7,11,11,6,7,7,4,13,2
MTA3,4,4,0,2,0,0,3,1,3,2,0,0,0,0,0,0
AARS2,102,72,36,15,9,13,28,5,1,8,7,13,8,7,15,4
MAVS,367,332,119,88,45,55,59,41,38,58,11,24,32,34,59,20
ZNF608,2,4,2,0,1,0,1,0,0,3,0,2,0,0,1,0
INTS2,167,119,46,33,14,24,15,15,23,11,10,18,18,11,29,3
MTUS1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPO5,296,242,100,81,49,80,62,38,30,48,25,21,43,24,55,18
COG6,11,10,9,3,1,3,2,2,0,1,0,0,0,1,1,1
CASKIN2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP31,18,18,6,4,2,0,1,0,2,3,2,3,1,0,2,0
SERINC1,244,191,63,41,40,42,39,18,35,32,18,36,26,17,37,12
STARD9,4,1,1,1,2,1,2,0,0,0,1,0,1,0,1,0
HECW2,1,0,2,0,0,0,0,1,0,0,1,0,0,2,0,4
RPTOR,50,34,17,10,10,15,13,8,5,6,6,2,7,11,24,7
SRGAP1,8,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0
CASKIN1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
PCDH19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACE1,31,22,9,6,4,9,6,0,1,2,1,2,0,2,1,0
NUFIP2,2317,1687,604,359,250,293,260,150,126,168,91,98,124,91,162,33
TBC1D14,295,186,80,59,52,64,65,30,38,61,10,14,32,29,57,18
MIB1,293,196,63,29,26,37,25,17,20,13,13,8,4,11,17,3
KIAA1328,13,8,3,3,2,1,1,1,2,3,0,0,2,3,2,0
SORCS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR35,50,30,23,11,2,13,9,7,7,14,7,4,9,0,6,5
DISP3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF398,520,374,177,86,71,117,91,48,46,80,45,26,43,33,73,22
KLHL42,199,123,48,40,28,14,20,4,12,8,8,4,12,5,14,5
TXNDC16,12,8,2,0,2,0,0,0,1,4,0,0,1,0,0,0
CC2D2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDP2,343,242,94,58,42,40,50,24,29,37,16,24,29,19,35,16
ZNF624,43,22,14,10,2,3,1,2,8,7,3,7,3,5,3,5
TAOK1,1006,821,241,154,111,147,119,74,106,69,32,24,56,43,84,11
NCEH1,109,70,29,12,19,8,8,8,14,18,8,7,15,11,19,1
MICAL3,92,82,28,21,16,26,18,10,17,13,2,10,4,1,9,0
NLGN2,9,13,6,4,4,0,5,0,4,1,0,0,1,0,3,0
SEMA6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP35,6,6,1,0,2,3,2,1,1,0,3,0,0,2,6,1
STAMBPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT80,42,27,7,5,4,1,7,0,3,4,2,1,2,3,10,0
ARRDC3,178,113,35,26,31,35,45,20,25,57,25,31,34,27,41,23
CEP126,2,5,3,0,0,0,2,0,0,2,0,0,0,0,0,0
KLHL8,288,209,93,58,23,40,38,27,23,28,8,12,29,18,27,7
ZNF319,97,73,27,29,14,21,28,9,24,15,4,9,7,8,22,2
SIPA1L2,14,17,3,3,4,5,2,1,4,3,2,6,2,0,1,2
TRMT5,98,64,31,11,12,15,15,6,11,5,2,2,6,5,8,2
CARNS1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOCK6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
PCDH10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
KIF17,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC191,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FAM135A,3,4,2,3,0,0,0,0,0,1,0,0,0,0,0,2
PREX1,130,90,47,23,16,37,27,13,17,35,4,12,25,12,23,7
TMEM181,211,167,63,40,38,30,27,22,23,30,11,15,13,8,28,9
ARHGAP21,7,4,0,1,0,1,1,0,1,0,0,0,0,0,1,1
CRAMP1,411,336,133,89,50,82,70,52,51,51,23,16,29,28,69,9
CFAP97,130,93,18,20,11,15,9,7,13,16,7,2,7,10,11,8
RIC1,83,67,22,13,18,19,9,9,8,8,6,7,5,4,6,11
WDFY1,195,128,43,29,23,36,25,15,21,21,10,12,18,8,21,2
MRTFA,211,178,67,77,37,68,76,26,58,65,19,21,29,26,52,15
ZNF687,65,57,19,12,10,17,16,5,13,19,8,2,6,6,17,10
EBF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMEZ,6,10,0,1,0,0,0,0,0,2,0,1,0,1,1,0
BEGAIN,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
BAHCC1,449,385,140,117,56,80,89,35,41,51,20,27,27,31,56,7
WDR48,111,58,29,18,10,14,16,13,8,20,16,13,9,7,13,1
