chr	start	end	interval_id	num_peaks	num_samples	MV411_1_320_R1.bool	MV411_3_568_R1.bool	MV411_7_714_R1.bool	MV411_8_715_R1.bool	MV411_1_320_R1.fc	MV411_3_568_R1.fc	MV411_7_714_R1.fc	MV411_8_715_R1.fc	MV411_1_320_R1.qval	MV411_3_568_R1.qval	MV411_7_714_R1.qval	MV411_8_715_R1.qval	MV411_1_320_R1.pval	MV411_3_568_R1.pval	MV411_7_714_R1.pval	MV411_8_715_R1.pval	MV411_1_320_R1.start	MV411_3_568_R1.start	MV411_7_714_R1.start	MV411_8_715_R1.start	MV411_1_320_R1.end	MV411_3_568_R1.end	MV411_7_714_R1.end	MV411_8_715_R1.end	MV411_1_320_R1.summit	MV411_3_568_R1.summit	MV411_7_714_R1.summit	MV411_8_715_R1.summit
chr17	10226948	10227129	Interval_6382	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.51471	NA	NA	NA	7.44944	NA	NA	NA	10.9239	NA	NA	NA	10226948	NA	NA	NA	10227129	NA	NA	NA	108
chr17	10793402	10793584	Interval_6383	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	10793402	NA	NA	NA	10793584	NA	NA	NA	106
chr17	12021081	12021240	Interval_6384	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.93704	NA	NA	NA	3.93952	NA	NA	NA	7.10663	NA	NA	NA	12021081	NA	NA	NA	12021240	NA	NA	NA	118
chr17	12647217	12647465	Interval_6385	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	12647217	NA	NA	NA	12647465	NA	NA	NA	155
chr17	12789270	12789569	Interval_6386	2	2	TRUE	FALSE	FALSE	TRUE	11.09026	NA	NA	6.94902	18.46892	NA	NA	8.47385	22.69417	NA	NA	12.01548	12789270	NA	NA	12789304	12789569	NA	NA	12789523	150	NA	NA	103
chr17	12858154	12858460	Interval_6387	1	1	TRUE	FALSE	FALSE	FALSE	4.3794	NA	NA	NA	3.81851	NA	NA	NA	7.3281	NA	NA	NA	12858154	NA	NA	NA	12858460	NA	NA	NA	97	NA	NA	NA
chr17	13421012	13421171	Interval_6388	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	13421012	NA	NA	NA	13421171	NA	NA	NA	87
chr17	14069253	14069424	Interval_6389	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.32566	NA	NA	NA	2.86824	NA	NA	NA	5.89632	NA	NA	NA	14069253	NA	NA	NA	14069424	NA	NA	NA	142
chr17	14359357	14359620	Interval_6390	2	2	TRUE	FALSE	FALSE	TRUE	4.6034	NA	NA	5.09895	5.01521	NA	NA	7.82106	8.64821	NA	NA	11.32485	14359379	NA	NA	14359357	14359620	NA	NA	14359613	126	NA	NA	157
chr17	14604997	14605257	Interval_6391	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.89393	NA	NA	NA	4.66503	NA	NA	NA	7.91607	NA	NA	NA	14604997	NA	NA	NA	14605257	NA	NA	NA	215
chr17	14693533	14693786	Interval_6392	2	2	TRUE	FALSE	FALSE	TRUE	7.14261	NA	NA	5.38843	10.48988	NA	NA	6.69631	14.46669	NA	NA	10.11861	14693547	NA	NA	14693533	14693775	NA	NA	14693786	88	NA	NA	115
chr17	14738358	14738590	Interval_6393	1	1	TRUE	FALSE	FALSE	FALSE	5.35316	NA	NA	NA	4.4694	NA	NA	NA	8.04827	NA	NA	NA	14738358	NA	NA	NA	14738590	NA	NA	NA	112	NA	NA	NA
chr17	14748284	14748679	Interval_6394	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	7.48614	9.42528	NA	NA	10.93209	23.12076	NA	NA	15.23121	27.12458	NA	NA	14748367	14748284	NA	NA	14748653	14748679	NA	NA	177	153
chr17	15136713	15136939	Interval_6395	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.10856	NA	NA	NA	4.427	NA	NA	NA	7.65888	NA	NA	NA	15136713	NA	NA	NA	15136939	NA	NA	NA	121
chr17	15411544	15411793	Interval_6396	2	2	TRUE	FALSE	TRUE	FALSE	6.46932	NA	5.5102	NA	6.7134	NA	4.41747	NA	10.4874	NA	8.40315	NA	15411544	NA	15411562	NA	15411793	NA	15411680	NA	125	NA	52	NA
chr17	15440404	15440594	Interval_6397	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.16591	NA	NA	NA	6.91342	NA	NA	NA	10.35576	NA	NA	NA	15440404	NA	NA	NA	15440594	NA	NA	NA	66
chr17	15684281	15684441	Interval_6398	1	1	TRUE	FALSE	FALSE	FALSE	7.33175	NA	NA	NA	9.53391	NA	NA	NA	13.47188	NA	NA	NA	15684281	NA	NA	NA	15684441	NA	NA	NA	36	NA	NA	NA
chr17	15699516	15699745	Interval_6399	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.92873	NA	NA	NA	9.09429	NA	NA	NA	12.67171	NA	NA	NA	15699516	NA	NA	NA	15699745	NA	NA	NA	117
chr17	15833099	15833354	Interval_6400	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.38477	NA	NA	NA	3.12116	NA	NA	NA	7.37863	NA	NA	NA	15833099	NA	NA	NA	15833354	NA	NA	NA	207	NA	NA
chr17	15920686	15920988	Interval_6401	2	2	TRUE	FALSE	FALSE	TRUE	7.73907	NA	NA	11.20962	10.60129	NA	NA	21.23215	14.58952	NA	NA	25.19851	15920751	NA	NA	15920686	15920988	NA	NA	15920965	80	NA	NA	124
chr17	15928079	15928521	Interval_6402	4	4	TRUE	TRUE	TRUE	TRUE	6.49645	6.07596	5.64829	9.09031	6.44977	4.12053	5.0103	13.53877	10.19083	8.60614	9.04332	17.29719	15928095	15928094	15928110	15928079	15928320	15928318	15928317	15928521	72	103	94	225
chr17	15954091	15954392	Interval_6403	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	11.97663	NA	NA	NA	25.56759	NA	NA	NA	29.61391	NA	NA	NA	15954091	NA	NA	NA	15954392	NA	NA	NA	173
chr17	15981230	15981393	Interval_6404	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.84001	NA	NA	NA	6.04671	NA	NA	NA	9.42946	NA	NA	NA	15981230	NA	NA	NA	15981393	NA	NA	NA	83
chr17	15999446	15999742	Interval_6405	2	2	TRUE	FALSE	FALSE	TRUE	5.44199	NA	NA	4.191	5.79931	NA	NA	3.5756	9.50577	NA	NA	6.71379	15999549	NA	NA	15999446	15999742	NA	NA	15999704	42	NA	NA	130
chr17	16175853	16176100	Interval_6406	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.59825	NA	NA	NA	9.8724	NA	NA	NA	13.48522	NA	NA	NA	16175853	NA	NA	NA	16176100	NA	NA	NA	104
chr17	16380842	16381388	Interval_6407	2	2	TRUE	FALSE	FALSE	TRUE	5.29515	NA	NA	6.78903	4.65756	NA	NA	7.86328	8.26142	NA	NA	11.36898	16380842	NA	NA	16381006	16381205	NA	NA	16381388	158	NA	NA	69
chr17	16386702	16386972	Interval_6408	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.85089	NA	NA	NA	7.95174	NA	NA	NA	11.46926	NA	NA	NA	16386702	NA	NA	NA	16386972	NA	NA	NA	103
chr17	16450355	16450668	Interval_6409	2	2	TRUE	FALSE	FALSE	TRUE	8.05764	NA	NA	8.87366	10.67896	NA	NA	14.14145	14.67009	NA	NA	17.92351	16450433	NA	NA	16450355	16450668	NA	NA	16450668	93	NA	NA	206
chr17	16491666	16491870	Interval_6410	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78972	NA	NA	NA	5.06336	NA	NA	NA	8.36444	NA	NA	NA	16491666	NA	NA	NA	16491870	NA	NA	NA	86
chr17	16512046	16512212	Interval_6411	1	1	TRUE	FALSE	FALSE	FALSE	6.24536	NA	NA	NA	6.38975	NA	NA	NA	10.12629	NA	NA	NA	16512046	NA	NA	NA	16512212	NA	NA	NA	43	NA	NA	NA
chr17	17045302	17045667	Interval_6412	3	3	FALSE	TRUE	TRUE	TRUE	NA	8.41336	5.5102	11.53996	NA	8.32087	4.41747	21.20244	NA	13.43901	8.40315	25.16838	NA	17045306	17045382	17045302	NA	17045614	17045530	17045667	NA	125	107	177
chr17	17210092	17210296	Interval_6413	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.42024	NA	NA	NA	3.20336	NA	NA	NA	6.29035	NA	NA	NA	17210092	NA	NA	NA	17210296	NA	NA	NA	139
chr17	17281412	17281653	Interval_6414	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.81038	NA	NA	NA	6.37016	NA	NA	NA	9.77208	NA	NA	NA	17281412	NA	NA	NA	17281653	NA	NA	NA	90
chr17	17305463	17305772	Interval_6415	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	17305463	NA	NA	NA	17305772	NA	NA	NA	156
chr17	17308565	17308756	Interval_6416	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	17308565	NA	NA	NA	17308756	NA	NA	NA	74
chr17	17416282	17416498	Interval_6417	1	1	TRUE	FALSE	FALSE	FALSE	3.79548	NA	NA	NA	2.46503	NA	NA	NA	5.76454	NA	NA	NA	17416282	NA	NA	NA	17416498	NA	NA	NA	63	NA	NA	NA
chr17	17433317	17433509	Interval_6418	1	1	TRUE	FALSE	FALSE	FALSE	4.08744	NA	NA	NA	3.12107	NA	NA	NA	6.53172	NA	NA	NA	17433317	NA	NA	NA	17433509	NA	NA	NA	37	NA	NA	NA
chr17	17454009	17455334	Interval_6419	3	3	TRUE	FALSE	TRUE	TRUE	36.04335	NA	27.31772	63.8693	105.52608	NA	83.78559	242.84941	110.40701	NA	88.79779	247.76006	17454394	NA	17454364	17454009	17455136	NA	17455136	17455334	520	NA	536	915
chr17	17511957	17512116	Interval_6420	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.49036	NA	NA	NA	4.30248	NA	NA	NA	7.5254	NA	NA	NA	17511957	NA	NA	NA	17512116	NA	NA	NA	110
chr17	17568699	17568958	Interval_6421	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	10.09489	NA	NA	NA	18.78065	NA	NA	NA	22.6918	NA	NA	NA	17568699	NA	NA	NA	17568958	NA	NA	NA	143
chr17	17591594	17591973	Interval_6422	2	2	TRUE	FALSE	FALSE	TRUE	13.38291	NA	NA	14.06441	25.76322	NA	NA	30.48164	30.12505	NA	NA	34.59565	17591594	NA	NA	17591662	17591973	NA	NA	17591952	247	NA	NA	154
chr17	17605538	17605769	Interval_6423	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.23747	NA	NA	NA	7.01644	NA	NA	NA	10.47262	NA	NA	NA	17605538	NA	NA	NA	17605769	NA	NA	NA	93
chr17	17681118	17681512	Interval_6424	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.32064	NA	NA	NA	8.60833	NA	NA	NA	12.16256	NA	NA	NA	17681118	NA	NA	NA	17681512	NA	NA	NA	173
chr17	17750112	17750322	Interval_6425	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	17750112	NA	NA	NA	17750322	NA	NA	NA	52
chr17	17825679	17825895	Interval_6426	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.47788	NA	NA	NA	7.74248	NA	NA	NA	11.24313	NA	NA	NA	17825679	NA	NA	NA	17825895	NA	NA	NA	88
chr17	17840254	17840534	Interval_6427	2	2	TRUE	FALSE	FALSE	TRUE	4.96332	NA	NA	5.98572	5.34765	NA	NA	11.11147	9.00149	NA	NA	14.77805	17840265	NA	NA	17840254	17840444	NA	NA	17840534	60	NA	NA	95
chr17	18039152	18039395	Interval_6428	2	2	TRUE	FALSE	FALSE	TRUE	7.60547	NA	NA	6.89257	10.82066	NA	NA	10.38164	14.81687	NA	NA	14.02263	18039152	NA	NA	18039168	18039395	NA	NA	18039391	109	NA	NA	117
chr17	18087724	18087949	Interval_6429	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	9.62645	NA	NA	NA	16.47243	NA	NA	NA	20.89764	NA	NA	NA	18087724	NA	NA	NA	18087949	NA	NA	NA	78	NA
chr17	18225186	18225450	Interval_6430	1	1	TRUE	FALSE	FALSE	FALSE	4.42162	NA	NA	NA	3.38308	NA	NA	NA	6.83107	NA	NA	NA	18225186	NA	NA	NA	18225450	NA	NA	NA	148	NA	NA	NA
chr17	18260411	18260689	Interval_6431	2	2	TRUE	FALSE	FALSE	TRUE	5.44199	NA	NA	6.2904	5.79931	NA	NA	7.81714	9.50577	NA	NA	11.31895	18260411	NA	NA	18260422	18260648	NA	NA	18260689	82	NA	NA	147
chr17	18296977	18297274	Interval_6432	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.34735	NA	NA	NA	13.75002	NA	NA	NA	17.5215	NA	NA	NA	18296977	NA	NA	NA	18297274	NA	NA	NA	196
chr17	18314918	18315153	Interval_6433	2	2	TRUE	FALSE	FALSE	TRUE	5.54951	NA	NA	4.9818	5.0372	NA	NA	4.51887	8.67078	NA	NA	7.75374	18314977	NA	NA	18314918	18315153	NA	NA	18315125	100	NA	NA	83
chr17	18325643	18325802	Interval_6434	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.23439	NA	NA	NA	5.17312	NA	NA	NA	8.48186	NA	NA	NA	18325643	NA	NA	NA	18325802	NA	NA	NA	73
chr17	18358150	18358374	Interval_6435	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.26716	NA	NA	NA	2.95077	NA	NA	NA	7.08493	NA	NA	NA	18358150	NA	NA	NA	18358374	NA	NA	NA	117	NA	NA
chr17	18363567	18363844	Interval_6436	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.29219	NA	NA	NA	8.19	NA	NA	NA	11.71579	NA	NA	NA	18363567	NA	NA	NA	18363844	NA	NA	NA	121
chr17	18377474	18378074	Interval_6437	3	3	TRUE	FALSE	TRUE	TRUE	8.08762	NA	6.42152	10.33997	10.31812	NA	6.42394	17.55866	14.28537	NA	10.55081	21.44055	18377548	NA	18377574	18377474	18377770	NA	18377777	18378074	98	NA	100	157
chr17	18476703	18476982	Interval_6438	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08907	NA	NA	NA	5.86413	NA	NA	NA	9.22932	NA	NA	NA	18476703	NA	NA	NA	18476982	NA	NA	NA	129
chr17	18776454	18776646	Interval_6439	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02399	NA	NA	NA	4.0543	NA	NA	NA	7.24381	NA	NA	NA	18776454	NA	NA	NA	18776646	NA	NA	NA	68
chr17	18781110	18781326	Interval_6440	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78972	NA	NA	NA	5.06336	NA	NA	NA	8.36444	NA	NA	NA	18781110	NA	NA	NA	18781326	NA	NA	NA	125
chr17	18861174	18861398	Interval_6441	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.38586	NA	NA	NA	4.84185	NA	NA	NA	8.10029	NA	NA	NA	18861174	NA	NA	NA	18861398	NA	NA	NA	150
chr17	18959826	18960223	Interval_6442	3	3	TRUE	FALSE	TRUE	TRUE	12.89265	NA	5.81805	21.97244	23.11969	NA	5.36193	56.24644	27.43911	NA	9.43394	60.58568	18959841	NA	18959878	18959826	18960183	NA	18960043	18960223	150	NA	93	147
chr17	19063374	19063539	Interval_6443	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.39417	NA	NA	NA	6.91612	NA	NA	NA	10.36624	NA	NA	NA	19063374	NA	NA	NA	19063539	NA	NA	NA	112
chr17	19111284	19111630	Interval_6444	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	19111284	NA	NA	NA	19111630	NA	NA	NA	258
chr17	19111839	19112131	Interval_6445	3	3	TRUE	FALSE	TRUE	TRUE	7.52933	NA	16.15917	26.94685	8.67664	NA	36.74706	71.78354	12.57067	NA	41.40655	76.20351	19111916	NA	19111897	19111839	19112077	NA	19112121	19112131	59	NA	95	144
chr17	19270947	19271163	Interval_6446	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.59229	NA	NA	NA	2.25332	NA	NA	NA	5.18032	NA	NA	NA	19270947	NA	NA	NA	19271163	NA	NA	NA	64
chr17	19463343	19463503	Interval_6447	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.7625	NA	NA	NA	5.67509	NA	NA	NA	9.01248	NA	NA	NA	19463343	NA	NA	NA	19463503	NA	NA	NA	43
chr17	19506274	19506472	Interval_6448	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.76435	NA	NA	NA	10.13167	NA	NA	NA	13.75691	NA	NA	NA	19506274	NA	NA	NA	19506472	NA	NA	NA	65
chr17	19508064	19508835	Interval_6449	4	3	TRUE	FALSE	TRUE	TRUE	5.35316;15.1673	NA	7.07146	13.35829	4.4694;31.36286	NA	9.39249	27.30516	8.04827;35.79759	NA	13.64531	31.37597	19508064;19508361	NA	19508442	19508228	19508244;19508809	NA	19508613	19508835	111;175	NA	85	261
chr17	19520140	19520416	Interval_6450	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.87596	NA	NA	NA	3.85218	NA	NA	NA	7.01029	NA	NA	NA	19520140	NA	NA	NA	19520416	NA	NA	NA	86
chr17	19521424	19521650	Interval_6451	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.77745	NA	NA	NA	3.70652	NA	NA	NA	6.85491	NA	NA	NA	19521424	NA	NA	NA	19521650	NA	NA	NA	96
chr17	19530591	19530853	Interval_6452	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.85089	NA	NA	NA	7.95174	NA	NA	NA	11.46926	NA	NA	NA	19530591	NA	NA	NA	19530853	NA	NA	NA	113
chr17	19649021	19649261	Interval_6453	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.10801	NA	NA	NA	2.38071	NA	NA	NA	5.33988	NA	NA	NA	19649021	NA	NA	NA	19649261	NA	NA	NA	93
chr17	19724430	19724756	Interval_6454	2	2	TRUE	FALSE	FALSE	TRUE	6.47136	NA	NA	6.33642	6.41249	NA	NA	6.83284	10.15035	NA	NA	10.27314	19724501	NA	NA	19724430	19724698	NA	NA	19724756	152	NA	NA	82
chr17	19867229	19867542	Interval_6455	2	2	TRUE	FALSE	FALSE	TRUE	6.37288	NA	NA	7.59825	6.26128	NA	NA	9.8724	9.9917	NA	NA	13.48522	19867237	NA	NA	19867229	19867450	NA	NA	19867542	75	NA	NA	249
chr17	19867771	19867938	Interval_6456	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.46956	NA	NA	NA	3.06415	NA	NA	NA	6.12092	NA	NA	NA	19867771	NA	NA	NA	19867938	NA	NA	NA	150
chr17	20009186	20009567	Interval_6457	3	2	TRUE	FALSE	FALSE	TRUE	4.76174;5.08304	NA	NA	5.68779	4.14987;3.82339	NA	NA	7.5499	7.69387;7.33703	NA	NA	11.03103	20009190;20009388	NA	NA	20009186	20009350;20009567	NA	NA	20009546	50;130	NA	NA	109
chr17	20009900	20010173	Interval_6458	1	1	TRUE	FALSE	FALSE	FALSE	9.20911	NA	NA	NA	12.93981	NA	NA	NA	17.01767	NA	NA	NA	20009900	NA	NA	NA	20010173	NA	NA	NA	114	NA	NA	NA
chr17	20122648	20122851	Interval_6459	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	20122648	NA	NA	NA	20122851	NA	NA	NA	80
chr17	20307326	20307547	Interval_6460	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.16978	NA	NA	NA	7.6219	NA	NA	NA	11.11486	NA	NA	NA	20307326	NA	NA	NA	20307547	NA	NA	NA	93
chr17	20698848	20699091	Interval_6461	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	20698848	NA	NA	NA	20699091	NA	NA	NA	120
chr17	20846369	20846539	Interval_6462	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	20846369	NA	NA	NA	20846539	NA	NA	NA	135
chr17	21034356	21034666	Interval_6463	1	1	TRUE	FALSE	FALSE	FALSE	5.35316	NA	NA	NA	4.4694	NA	NA	NA	8.04827	NA	NA	NA	21034356	NA	NA	NA	21034666	NA	NA	NA	153	NA	NA	NA
chr17	21113742	21114077	Interval_6464	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	21113742	NA	NA	NA	21114077	NA	NA	NA	194
chr17	21210589	21210925	Interval_6465	2	2	TRUE	FALSE	FALSE	TRUE	5.00652	NA	NA	5.98216	3.97246	NA	NA	6.96626	7.49618	NA	NA	10.42048	21210675	NA	NA	21210589	21210847	NA	NA	21210925	127	NA	NA	226
chr17	21214018	21214512	Interval_6466	2	2	TRUE	FALSE	FALSE	TRUE	26.41116	NA	NA	20.09201	70.55314	NA	NA	52.16372	75.28327	NA	NA	56.4785	21214018	NA	NA	21214102	21214502	NA	NA	21214512	247	NA	NA	176
chr17	21323111	21323270	Interval_6467	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.39417	NA	NA	NA	6.91612	NA	NA	NA	10.36624	NA	NA	NA	21323111	NA	NA	NA	21323270	NA	NA	NA	64
chr17	21325552	21325897	Interval_6468	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.76435	NA	NA	NA	10.13167	NA	NA	NA	13.75691	NA	NA	NA	21325552	NA	NA	NA	21325897	NA	NA	NA	139
chr17	22048354	22048606	Interval_6469	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	22048354	NA	NA	NA	22048606	NA	NA	NA	145
chr17	23016182	23016423	Interval_6470	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.2865	NA	NA	NA	9.3306	NA	NA	NA	12.92078	NA	NA	NA	23016182	NA	NA	NA	23016423	NA	NA	NA	120
chr17	24421351	24421600	Interval_6471	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	10.07615	16.44214	NA	NA	16.92008	35.18734	NA	NA	21.35493	39.35988	NA	NA	24421398	24421351	NA	NA	24421552	24421600	NA	NA	77	124
chr17	25242850	25243090	Interval_6472	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	12.84116	10.04798	NA	NA	25.78607	16.04229	NA	NA	30.33986	19.88637	NA	NA	25242895	25242850	NA	NA	25243057	25243090	NA	NA	87	124
chr17	26594771	26595029	Interval_6473	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.54899	NA	NA	NA	15.19527	NA	NA	NA	19.01013	NA	NA	NA	26594771	NA	NA	NA	26595029	NA	NA	NA	135
chr17	26603717	26604119	Interval_6474	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.6251	NA	3.26307	NA	17.31802	NA	18.10702	NA	22.98604	NA	21.99809	NA	26603717	NA	26603784	NA	26604119	NA	26604037	NA	193	NA	125
chr17	26619899	26620154	Interval_6475	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.81686	8.13903	NA	NA	14.71646	27.56314	NA	NA	19.11121	31.63547	NA	NA	26619946	26619899	NA	NA	26620106	26620154	NA	NA	84	130
chr17	26885573	26885908	Interval_6476	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.5768	NA	2.42831	NA	8.26269	NA	5.5169	NA	13.37612	NA	8.84689	NA	26885573	NA	26885654	NA	26885803	NA	26885908	NA	199	NA	118
chr17	27216633	27217071	Interval_6477	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.98715	NA	NA	NA	8.42915	NA	NA	NA	11.96544	NA	NA	NA	27216633	NA	NA	NA	27217071	NA	NA	NA	141
chr17	27244994	27245166	Interval_6478	1	1	TRUE	FALSE	FALSE	FALSE	5.29515	NA	NA	NA	4.65756	NA	NA	NA	8.26142	NA	NA	NA	27244994	NA	NA	NA	27245166	NA	NA	NA	94	NA	NA	NA
chr17	27297438	27297608	Interval_6479	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.43269	NA	NA	NA	3.00927	NA	NA	NA	6.06337	NA	NA	NA	27297438	NA	NA	NA	27297608	NA	NA	NA	37
chr17	27456236	27456564	Interval_6480	1	1	TRUE	FALSE	FALSE	FALSE	7.48274	NA	NA	NA	11.50329	NA	NA	NA	15.52309	NA	NA	NA	27456236	NA	NA	NA	27456564	NA	NA	NA	123	NA	NA	NA
chr17	27529226	27529716	Interval_6481	2	2	TRUE	FALSE	FALSE	TRUE	9.36835	NA	NA	8.66541	15.12586	NA	NA	13.32415	19.27097	NA	NA	17.07753	27529226	NA	NA	27529300	27529648	NA	NA	27529716	273	NA	NA	134
chr17	27531136	27531440	Interval_6482	2	2	TRUE	FALSE	FALSE	TRUE	5.44199	NA	NA	5.68779	5.79931	NA	NA	7.5499	9.50577	NA	NA	11.03103	27531195	NA	NA	27531136	27531404	NA	NA	27531440	60	NA	NA	65
chr17	27532359	27532735	Interval_6483	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	27532359	NA	NA	NA	27532735	NA	NA	NA	173
chr17	27544746	27544980	Interval_6484	1	1	TRUE	FALSE	FALSE	FALSE	5.48572	NA	NA	NA	5.24705	NA	NA	NA	8.89458	NA	NA	NA	27544746	NA	NA	NA	27544980	NA	NA	NA	144	NA	NA	NA
chr17	27559179	27559381	Interval_6485	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.35514	NA	NA	NA	3.3366	NA	NA	NA	6.44799	NA	NA	NA	27559179	NA	NA	NA	27559381	NA	NA	NA	53
chr17	27748183	27748421	Interval_6486	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.76435	NA	NA	NA	10.13167	NA	NA	NA	13.75691	NA	NA	NA	27748183	NA	NA	NA	27748421	NA	NA	NA	97
chr17	27782892	27783191	Interval_6487	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78972	NA	NA	NA	5.06336	NA	NA	NA	8.36444	NA	NA	NA	27782892	NA	NA	NA	27783191	NA	NA	NA	123
chr17	27886619	27886827	Interval_6488	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.93334	8.42212	NA	NA	3.0466	12.01532	NA	NA	6.88939	15.7219	NA	NA	27886655	27886619	NA	NA	27886796	27886827	NA	NA	55	96
chr17	28335396	28335724	Interval_6489	2	2	TRUE	FALSE	FALSE	TRUE	13.1382	NA	NA	11.30636	35.3153	NA	NA	35.69375	39.79449	NA	NA	39.86973	28335414	NA	NA	28335396	28335724	NA	NA	28335703	191	NA	NA	162
