track name="Conventional SE with ABC gene assignments"
1_merged_PDX_cell_lines_AML_10828_lociStitched chr7 37596046 37601057 37635649 37640660 ,
1_merged_PDX_cell_lines_AML_10829_lociStitched chr1 212086024 212091035 212259366 212264377 ,
1_merged_PDX_cell_lines_AML_10830_lociStitched chr5 32732275 32737286 32732381 32737392 NPR3,
1_merged_PDX_cell_lines_AML_10831_lociStitched chr9 15354123 15359133 15354121 15359131 TTC39B,
1_merged_PDX_cell_lines_AML_10832_lociStitched chr14 76952857 76957867 77419200 77424210 IRF2BPL,
1_merged_PDX_cell_lines_AML_10833_lociStitched chr4 55333633 55338642 56199800 56204809 ,
1_merged_PDX_cell_lines_AML_10834_lociStitched chr2 238284937 238289946 239193578 239198587 ,
1_merged_PDX_cell_lines_AML_10835_lociStitched chr8 100334056 100339063 101346284 101351291 ,
1_merged_PDX_cell_lines_AML_10836_lociStitched chr1 212791028 212796034 212964370 212969376 PPP2R5A,RPS6KC1,FLVCR1,
1_merged_PDX_cell_lines_AML_10837_lociStitched chr6 137145814 137150820 137466951 137471957 ,
1_merged_PDX_cell_lines_AML_10838_lociStitched chr8 118108120 118113125 119120359 119125364 ,
1_merged_PDX_cell_lines_AML_10839_lociStitched chr1 192626287 192631290 192595417 192600420 ,
1_merged_PDX_cell_lines_AML_10840_lociStitched chr17 8938380 8943383 8841697 8846700 PIK3R5,MYH10,
1_merged_PDX_cell_lines_AML_10841_lociStitched chr9 33675529 33680530 33675527 33680528 ,
1_merged_PDX_cell_lines_AML_10842_lociStitched chr2 155143691 155148692 156000203 156005204 ,
1_merged_PDX_cell_lines_AML_10843_lociStitched chr9 77924502 77929503 80539418 80544419 ,
1_merged_PDX_cell_lines_AML_10850_lociStitched chr10 129470377 129475377 131268641 131273641 ,
1_merged_PDX_cell_lines_AML_10845_lociStitched chr6 105597446 105602446 106045321 106050321 ,
1_merged_PDX_cell_lines_AML_10851_lociStitched chr1 93701498 93706498 94167054 94172054 ,
1_merged_PDX_cell_lines_AML_10846_lociStitched chr16 81751893 81756893 81785498 81790498 CENPN,CMC2,CMIP,
1_merged_PDX_cell_lines_AML_10847_lociStitched chr9 74496761 74501761 77111677 77116677 ,
1_merged_PDX_cell_lines_AML_10848_lociStitched chr1 117365681 117370681 117908303 117913303 ,
1_merged_PDX_cell_lines_AML_10849_lociStitched chr2 234161913 234166913 235070557 235075557 ,
1_merged_PDX_cell_lines_AML_10844_lociStitched chr8 143277243 143282243 144359413 144364413 ZNF696,ZFP41,GLI4,DGAT1,GSDMD,JRK,LRRC14,LY6E,MROH1,RECQL4,ZC3H3,ZNF250,
1_merged_PDX_cell_lines_AML_10852_lociStitched chr8 56003120 56008119 56915679 56920678 ,
1_merged_PDX_cell_lines_AML_10853_lociStitched chr5 121691068 121696067 121026763 121031762 ,
1_merged_PDX_cell_lines_AML_10855_lociStitched chr18 79451201 79456199 77211201 77216199 ,
1_merged_PDX_cell_lines_AML_10856_lociStitched chr16 16006366 16011364 16100223 16105221 ,
1_merged_PDX_cell_lines_AML_10854_lociStitched chr1 11788149 11793147 11848206 11853204 C1orf167,FBXO44,KIAA2013,MTHFR,
1_merged_PDX_cell_lines_AML_10857_lociStitched chr3 130745082 130750079 130463926 130468923 COL6A5,ATP2C1,
1_merged_PDX_cell_lines_AML_10858_lociStitched chr6 158651655 158656652 159072687 159077684 ,
1_merged_PDX_cell_lines_AML_10859_lociStitched chr1 116877309 116882306 117419931 117424928 ,
1_merged_PDX_cell_lines_AML_10860_lociStitched chr2 7427573 7432569 7567704 7572700 ,
1_merged_PDX_cell_lines_AML_10861_lociStitched chr16 30525845 30530841 30537166 30542162 SRCAP,ZNF688,INO80E,TBX6,
1_merged_PDX_cell_lines_AML_10862_lociStitched chr21 46150068 46155063 47569982 47574977 ,
1_merged_PDX_cell_lines_AML_10863_lociStitched chr6 158038678 158043673 158459710 158464705 ,
1_merged_PDX_cell_lines_AML_10864_lociStitched chr6 2874098 2879092 2874332 2879326 ,
1_merged_PDX_cell_lines_AML_10865_lociStitched chr6 142924974 142929966 143246111 143251103 ,
1_merged_PDX_cell_lines_AML_10866_lociStitched chr17 67824711 67829702 65820827 65825818 ABCA5,ARSG,
1_merged_PDX_cell_lines_AML_10868_lociStitched chr8 101202380 101207371 102214608 102219599 CTHRC1,PABPC1,YWHAZ,
1_merged_PDX_cell_lines_AML_10867_lociStitched chr21 26706268 26711259 28078587 28083578 ,
1_merged_PDX_cell_lines_AML_10869_lociStitched chr1 63889879 63894869 64355550 64360540 ,
1_merged_PDX_cell_lines_AML_10871_lociStitched chr9 113341338 113346327 116103618 116108607 ,
1_merged_PDX_cell_lines_AML_10872_lociStitched chr9 89439911 89444900 92054826 92059815 ,
1_merged_PDX_cell_lines_AML_10870_lociStitched chr7 359270 364259 399236 404225 ,
1_merged_PDX_cell_lines_AML_10873_lociStitched chr2 163346425 163351414 164202935 164207924 ,
1_merged_PDX_cell_lines_AML_10876_lociStitched chrX 20410539 20415527 20428657 20433645 ,
1_merged_PDX_cell_lines_AML_10875_lociStitched chr12 56220083 56225071 56613867 56618855 ESYT1,ZC3H10,ANKRD52,MYL6B,PAN2,SMARCC2,ATF7,C12orf10,IKZF4,METTL7B,NACA,RAB5B,RPL41,
1_merged_PDX_cell_lines_AML_10874_lociStitched chr8 37800915 37805903 37658433 37663421 ERLIN2,
1_merged_PDX_cell_lines_AML_10877_lociStitched chr18 55419762 55424749 53086993 53091980 ,
1_merged_PDX_cell_lines_AML_10878_lociStitched chr12 55845767 55850754 56239551 56244538 ,
1_merged_PDX_cell_lines_AML_10880_lociStitched chr6 32634262 32639248 32602039 32607025 ,
1_merged_PDX_cell_lines_AML_10879_lociStitched chr19 58571469 58576455 59082836 59087822 ,
1_merged_PDX_cell_lines_AML_10881_lociStitched chr11 126112195 126117181 125982090 125987076 ,
1_merged_PDX_cell_lines_AML_10882_lociStitched chr11 90098406 90103390 89831574 89836558 ,
1_merged_PDX_cell_lines_AML_10883_lociStitched chr5 114361195 114366179 113696892 113701876 ,
1_merged_PDX_cell_lines_AML_10884_lociStitched chr9 131330751 131335734 134206138 134211121 ,
1_merged_PDX_cell_lines_AML_10885_lociStitched chr6 43883574 43888557 43851311 43856294 C6orf223,
1_merged_PDX_cell_lines_AML_10886_lociStitched chr19 49486403 49491384 49989660 49994641 PIH1D1,FUZ,BCL2L12,RCN3,NOSIP,FLT3LG,CA11,EMP3,HRC,HSD17B14,KLK1,TRPM4,
1_merged_PDX_cell_lines_AML_10887_lociStitched chr1 167513685 167518666 167482922 167487903 ,
1_merged_PDX_cell_lines_AML_10888_lociStitched chr6 147126971 147131950 147448107 147453086 ,
1_merged_PDX_cell_lines_AML_10889_lociStitched chr5 169801248 169806226 169228252 169233230 ,
1_merged_PDX_cell_lines_AML_10890_lociStitched chr5 134434662 134439640 133770353 133775331 ,
1_merged_PDX_cell_lines_AML_10891_lociStitched chr3 37491120 37496098 37532611 37537589 ,
1_merged_PDX_cell_lines_AML_10892_lociStitched chr12 385497 390473 494663 499639 ,
1_merged_PDX_cell_lines_AML_10893_lociStitched chr16 1308089 1313064 1358090 1363065 C16orf91,EME2,GFER,STUB1,TELO2,ZNF598,
1_merged_PDX_cell_lines_AML_10894_lociStitched chr9 37528080 37533054 37528077 37533051 ,
1_merged_PDX_cell_lines_AML_10895_lociStitched chr2 48262581 48267555 48489720 48494694 ,
1_merged_PDX_cell_lines_AML_10896_lociStitched chr5 42837496 42842470 42837598 42842572 ,
1_merged_PDX_cell_lines_AML_10897_lociStitched chr18 21161328 21166301 18741289 18746262 ,
1_merged_PDX_cell_lines_AML_10898_lociStitched chr14 69709258 69714231 70175975 70180948 ,
1_merged_PDX_cell_lines_AML_10900_lociStitched chr15 39936876 39941848 40229077 40234049 PAK6,GPR176,
1_merged_PDX_cell_lines_AML_10899_lociStitched chr8 123475903 123480875 124488143 124493115 FAM83A,
1_merged_PDX_cell_lines_AML_10901_lociStitched chr2 3574717 3579688 3622307 3627278 ,
1_merged_PDX_cell_lines_AML_10902_lociStitched chr11 110204031 110209000 110074756 110079725 ,
1_merged_PDX_cell_lines_AML_10903_lociStitched chr9 16652538 16657506 16652536 16657504 ,
1_merged_PDX_cell_lines_AML_10904_lociStitched chr21 34834285 34839252 36206582 36211549 ,
1_merged_PDX_cell_lines_AML_10905_lociStitched chr9 108578798 108583765 111341078 111346045 ,
1_merged_PDX_cell_lines_AML_10906_lociStitched chr13 49995295 50000262 50569431 50574398 RNASEH2B,
1_merged_PDX_cell_lines_AML_10907_lociStitched chr8 124562619 124567582 125574860 125579823 ,
1_merged_PDX_cell_lines_AML_10908_lociStitched chr8 22137547 22142510 21995060 22000023 DMTN,
1_merged_PDX_cell_lines_AML_10909_lociStitched chr13 73985212 73990175 74559349 74564312 KLF12,
1_merged_PDX_cell_lines_AML_10910_lociStitched chr17 82494122 82499081 80451998 80456957 OGFOD3,TBCD,
1_merged_PDX_cell_lines_AML_10911_lociStitched chr14 20609733 20614692 21077892 21082851 ,
1_merged_PDX_cell_lines_AML_10913_lociStitched chr15 90928383 90933341 91471613 91476571 CRTC3,FURIN,HDDC3,NGRN,ZNF710,ZNF774,MAN2A2,
1_merged_PDX_cell_lines_AML_10914_lociStitched chr15 80828692 80833650 81121033 81125991 ,
1_merged_PDX_cell_lines_AML_10912_lociStitched chr1 233111026 233115984 233246772 233251730 NTPCR,
1_merged_PDX_cell_lines_AML_10915_lociStitched chr6 47305362 47310320 47273098 47278056 RHAG,
1_merged_PDX_cell_lines_AML_10916_lociStitched chr6 156201725 156206680 156522859 156527814 ,
1_merged_PDX_cell_lines_AML_10917_lociStitched chr14 53107443 53112397 53574161 53579115 ,
1_merged_PDX_cell_lines_AML_10918_lociStitched chr20 36571618 36576572 35200021 35204975 NDRG3,SAMHD1,TLDC2,
1_merged_PDX_cell_lines_AML_10920_lociStitched chr8 132757318 132762272 133769564 133774518 PHF20L1,
1_merged_PDX_cell_lines_AML_10919_lociStitched chr21 15729355 15734309 17101674 17106628 ,
1_merged_PDX_cell_lines_AML_10922_lociStitched chr8 985236 990189 935236 940189 ,
1_merged_PDX_cell_lines_AML_10923_lociStitched chr20 50143956 50148909 48760493 48765446 TMEM189,
1_merged_PDX_cell_lines_AML_10921_lociStitched chr9 124858682 124863635 127620961 127625914 ,
1_merged_PDX_cell_lines_AML_10924_lociStitched chr11 70323131 70328084 70169237 70174190 ,
1_merged_PDX_cell_lines_AML_10925_lociStitched chr14 104923667 104928619 105390004 105394956 ,
1_merged_PDX_cell_lines_AML_10926_lociStitched chr6 136772534 136777486 137093672 137098624 ,
1_merged_PDX_cell_lines_AML_10927_lociStitched chr1 212253321 212258272 212426663 212431614 PPP2R5A,NEK2,
1_merged_PDX_cell_lines_AML_10928_lociStitched chr15 33150771 33155721 33442972 33447922 ,
1_merged_PDX_cell_lines_AML_10929_lociStitched chr6 22269176 22274126 22269405 22274355 ,
1_merged_PDX_cell_lines_AML_10930_lociStitched chr20 11916649 11921599 11897297 11902247 ,
1_merged_PDX_cell_lines_AML_10931_lociStitched chr18 21739620 21744569 19319581 19324530 MIB1,
1_merged_PDX_cell_lines_AML_10932_lociStitched chr22 35407611 35412560 35803604 35808553 MCM5,
1_merged_PDX_cell_lines_AML_10933_lociStitched chr14 55578763 55583712 56045481 56050430 ,
1_merged_PDX_cell_lines_AML_10934_lociStitched chr1 235916062 235921010 236079362 236084310 LYST,
1_merged_PDX_cell_lines_AML_10935_lociStitched chr7 116952501 116957449 116592555 116597503 CAV2,
1_merged_PDX_cell_lines_AML_10936_lociStitched chr8 128017801 128022749 129030047 129034995 ,
1_merged_PDX_cell_lines_AML_10937_lociStitched chr15 22783943 22788890 23084177 23089124 ,
1_merged_PDX_cell_lines_AML_10938_lociStitched chr12 6968590 6973538 7077753 7082700 ATN1,C1RL,CHD4,CLSTN3,ENO2,RBP5,SPSB2,
1_merged_PDX_cell_lines_AML_10939_lociStitched chr6 79542849 79547796 80252566 80257513 SH3BGRL2,LCA5,
1_merged_PDX_cell_lines_AML_10940_lociStitched chr15 32715571 32720518 33007772 33012719 ,
1_merged_PDX_cell_lines_AML_10941_lociStitched chr3 76252568 76257514 76301719 76306665 ,
1_merged_PDX_cell_lines_AML_10942_lociStitched chr5 102864346 102869292 102200050 102204996 ,
1_merged_PDX_cell_lines_AML_10943_lociStitched chr14 22597701 22602649 23066610 23071554 ,
1_merged_PDX_cell_lines_AML_10944_lociStitched chr6 38710215 38715159 38677991 38682935 ,
1_merged_PDX_cell_lines_AML_10945_lociStitched chr15 94304701 94309645 94847930 94852874 ,
1_merged_PDX_cell_lines_AML_10946_lociStitched chr10 114042602 114047545 115802361 115807304 ,
1_merged_PDX_cell_lines_AML_10947_lociStitched chr7 100672806 100677749 100270429 100275372 GIGYF1,LAMTOR4,MOSPD3,PCOLCE,ZSCAN21,
1_merged_PDX_cell_lines_AML_10948_lociStitched chr5 36936655 36941598 36936757 36941700 ,
1_merged_PDX_cell_lines_AML_10949_lociStitched chr7 6635284 6640225 6674915 6679856 ,
1_merged_PDX_cell_lines_AML_10950_lociStitched chr2 234461753 234466693 235370397 235375337 ,
1_merged_PDX_cell_lines_AML_10951_lociStitched chr8 19603862 19608802 19461373 19466313 ,
1_merged_PDX_cell_lines_AML_10952_lociStitched chr11 126334467 126339406 126204362 126209301 FOXRED1,DCPS,ST3GAL4,
1_merged_PDX_cell_lines_AML_10955_lociStitched chr13 74286738 74291676 74860875 74865813 ,
1_merged_PDX_cell_lines_AML_10954_lociStitched chr7 7180735 7185673 7220366 7225304 C1GALT1,
1_merged_PDX_cell_lines_AML_10953_lociStitched chr5 114856105 114861043 114191802 114196740 ,
1_merged_PDX_cell_lines_AML_10956_lociStitched chr1 23691511 23696448 24018001 24022938 LUZP1,LYPLA2,CDC42,GALE,HSPG2,PITHD1,SMPDL3B,SRSF10,ZNF436,
1_merged_PDX_cell_lines_AML_10957_lociStitched chr12 89924737 89929674 90318514 90323451 ,
1_merged_PDX_cell_lines_AML_10958_lociStitched chr2 197928836 197933772 198793560 198798496 ,
1_merged_PDX_cell_lines_AML_10959_lociStitched chr7 5554108 5559043 5593739 5598674 ACTB,ANKRD61,RAC1,CHST12,
1_merged_PDX_cell_lines_AML_10960_lociStitched chr2 202374814 202379747 203239537 203244470 CYP20A1,
1_merged_PDX_cell_lines_AML_10961_lociStitched chr6 106086008 106090940 106533883 106538815 ,
1_merged_PDX_cell_lines_AML_10962_lociStitched chr12 118058406 118063338 118496211 118501143 VSIG10,
1_merged_PDX_cell_lines_AML_10963_lociStitched chr8 109538964 109543896 110551193 110556125 ENY2,NUDCD1,
1_merged_PDX_cell_lines_AML_10964_lociStitched chr2 219277319 219282251 220142041 220146973 ABCB6,ANKZF1,ATG9A,GLB1L,NHEJ1,TMEM169,TMEM198,
1_merged_PDX_cell_lines_AML_10965_lociStitched chr1 2210434 2215365 2141873 2146804 ACAP3,PUSL1,
1_merged_PDX_cell_lines_AML_10966_lociStitched chrX 4933689 4938619 4851730 4856660 ,
1_merged_PDX_cell_lines_AML_10967_lociStitched chr9 126859655 126864585 129621934 129626864 ,
1_merged_PDX_cell_lines_AML_10968_lociStitched chr16 27324671 27329600 27335992 27340921 LAT,
1_merged_PDX_cell_lines_AML_10969_lociStitched chr14 65845613 65850541 66312331 66317259 ,
1_merged_PDX_cell_lines_AML_10970_lociStitched chr10 3931031 3935959 3973223 3978151 ,
1_merged_PDX_cell_lines_AML_10974_lociStitched chr8 140463076 140468003 141473175 141478102 AGO2,CHRAC1,
1_merged_PDX_cell_lines_AML_10971_lociStitched chr1 24533204 24538131 24859694 24864621 NIPAL3,RCAN3,
1_merged_PDX_cell_lines_AML_10972_lociStitched chr2 38145353 38150280 38372495 38377422 ,
1_merged_PDX_cell_lines_AML_10973_lociStitched chr14 67358172 67363099 67824889 67829816 ,
1_merged_PDX_cell_lines_AML_10975_lociStitched chr9 5508579 5513505 5508579 5513505 PLGRKT,
1_merged_PDX_cell_lines_AML_10977_lociStitched chr17 3001086 3006011 2904380 2909305 ,
1_merged_PDX_cell_lines_AML_10976_lociStitched chr5 18742544 18747469 18742653 18747578 ,
1_merged_PDX_cell_lines_AML_10978_lociStitched chr11 79240924 79245845 78951969 78956890 ,
1_merged_PDX_cell_lines_AML_10979_lociStitched chr11 118080736 118085656 117951451 117956371 ,
1_merged_PDX_cell_lines_AML_10980_lociStitched chr17 3842160 3847079 3745454 3750373 ITGAE,P2RX1,SPNS2,SPNS3,TAX1BP3,
1_merged_PDX_cell_lines_AML_10981_lociStitched chr1 23790300 23795218 24116790 24121708 CNR2,PITHD1,PNRC2,GALE,
1_merged_PDX_cell_lines_AML_10982_lociStitched chr12 53622693 53627611 54016477 54021395 TESPA1,
1_merged_PDX_cell_lines_AML_10983_lociStitched chr2 187261947 187266865 188126674 188131592 ,
1_merged_PDX_cell_lines_AML_10984_lociStitched chr1 231527789 231532707 231663535 231668453 EGLN1,EXOC8,SPRTN,
1_merged_PDX_cell_lines_AML_10985_lociStitched chr21 26166657 26171575 27538975 27543893 ,
1_merged_PDX_cell_lines_AML_10986_lociStitched chr9 134355433 134360350 137247279 137252196 ,
1_merged_PDX_cell_lines_AML_10988_lociStitched chr11 14762381 14767298 14783927 14788844 ,
1_merged_PDX_cell_lines_AML_10989_lociStitched chr10 58381867 58386784 60141627 60146544 UBE2D1,
1_merged_PDX_cell_lines_AML_10987_lociStitched chr1 15139748 15144665 15466244 15471161 ,
1_merged_PDX_cell_lines_AML_10990_lociStitched chr8 20219883 20224799 20077394 20082310 ATP6V1B2,
1_merged_PDX_cell_lines_AML_10991_lociStitched chr20 59466195 59471111 58041250 58046166 ,
1_merged_PDX_cell_lines_AML_10992_lociStitched chr16 3456882 3461797 3506882 3511797 NLRC3,
1_merged_PDX_cell_lines_AML_10993_lociStitched chr13 27215800 27220715 27789937 27794852 ,
1_merged_PDX_cell_lines_AML_10994_lociStitched chr10 33505775 33510690 33794703 33799618 NRP1,
1_merged_PDX_cell_lines_AML_10995_lociStitched chr7 106343552 106348467 105983998 105988913 ,
1_merged_PDX_cell_lines_AML_10996_lociStitched chr6 140043912 140048826 140365049 140369963 ,
1_merged_PDX_cell_lines_AML_10997_lociStitched chr3 12875550 12880464 12917049 12921963 ,
1_merged_PDX_cell_lines_AML_10998_lociStitched chr8 70605267 70610180 71517502 71522415 LACTB2,NCOA2,
1_merged_PDX_cell_lines_AML_10999_lociStitched chr17 42129357 42134269 40281375 40286287 ,
1_merged_PDX_cell_lines_AML_11000_lociStitched chr19 14505329 14510240 14616141 14621052 TECR,DNAJB1,DDX39A,NDUFB7,GIPC1,PODNL1,PKN1,
1_merged_PDX_cell_lines_AML_11001_lociStitched chr11 66343488 66348397 66110959 66115868 SNX32,
1_merged_PDX_cell_lines_AML_11002_lociStitched chr2 55614952 55619862 55842088 55846997 ,
1_merged_PDX_cell_lines_AML_11003_lociStitched chr15 99014148 99019057 99557377 99562286 ,
1_merged_PDX_cell_lines_AML_11004_lociStitched chr11 22622260 22627168 22643806 22648714 ,
1_merged_PDX_cell_lines_AML_11005_lociStitched chr12 77743796 77748704 78137576 78142484 ,
1_merged_PDX_cell_lines_AML_11006_lociStitched chr3 2653368 2658276 2695052 2699960 ,
1_merged_PDX_cell_lines_AML_11007_lociStitched chr14 89427430 89432338 89893774 89898682 ,
1_merged_PDX_cell_lines_AML_11009_lociStitched chr20 58649402 58654309 57224458 57229365 VAPB,GNAS,
1_merged_PDX_cell_lines_AML_11008_lociStitched chr17 45123579 45128486 43200946 43205853 PLEKHM1,
1_merged_PDX_cell_lines_AML_11010_lociStitched chr7 150629656 150634562 150326744 150331650 GIMAP2,
1_merged_PDX_cell_lines_AML_11011_lociStitched chr1 25127812 25132717 25454303 25459208 ,
1_merged_PDX_cell_lines_AML_11012_lociStitched chr14 100338875 100343780 100805212 100810117 CCNK,SETD3,SLC25A29,WDR25,YY1,
1_merged_PDX_cell_lines_AML_11013_lociStitched chr7 157642006 157646910 157434698 157439602 ,
1_merged_PDX_cell_lines_AML_11014_lociStitched chr11 121415590 121420494 121286299 121291203 SORL1,
1_merged_PDX_cell_lines_AML_11015_lociStitched chr19 50383461 50388364 50886718 50891621 NR1H2,EMC10,JOSD2,HRC,RPL13A,CLEC11A,FKRP,STRN4,
1_merged_PDX_cell_lines_AML_11016_lociStitched chr12 112977024 112981927 113414829 113419732 ,
1_merged_PDX_cell_lines_AML_11017_lociStitched chr5 188781 193684 188896 193799 SDHA,
1_merged_PDX_cell_lines_AML_11018_lociStitched chr2 227412996 227417898 228277712 228282614 ,
1_merged_PDX_cell_lines_AML_11019_lociStitched chr11 104855775 104860676 104726502 104731403 ,
1_merged_PDX_cell_lines_AML_11020_lociStitched chr8 102554007 102558908 103566235 103571136 ,
1_merged_PDX_cell_lines_AML_11022_lociStitched chr5 6711589 6716488 6711702 6716601 MTRR,NSUN2,SRD5A1,MED10,
1_merged_PDX_cell_lines_AML_11021_lociStitched chr1 89067816 89072715 89533499 89538398 ,
1_merged_PDX_cell_lines_AML_11023_lociStitched chr11 134228515 134233414 134098409 134103308 VPS26B,
1_merged_PDX_cell_lines_AML_11024_lociStitched chr4 120816158 120821055 121737313 121742210 ,
1_merged_PDX_cell_lines_AML_11025_lociStitched chr9 92738020 92742916 95500302 95505198 ,
1_merged_PDX_cell_lines_AML_11026_lociStitched chr4 37682288 37687184 37683910 37688806 ,
1_merged_PDX_cell_lines_AML_11027_lociStitched chr12 79925221 79930115 80319001 80323895 ,
1_merged_PDX_cell_lines_AML_11028_lociStitched chr11 66542055 66546948 66309526 66314419 ZDHHC24,BBS1,DPP3,MRPL11,RBM14,
1_merged_PDX_cell_lines_AML_11029_lociStitched chr12 48713294 48718187 49107077 49111970 SMARCD1,ADCY6,
1_merged_PDX_cell_lines_AML_11030_lociStitched chr17 77371805 77376697 75367887 75372779 BIRC5,TMC6,
1_merged_PDX_cell_lines_AML_11031_lociStitched chr3 18723108 18728000 18764600 18769492 ,
1_merged_PDX_cell_lines_AML_11032_lociStitched chr9 6104530 6109422 6104530 6109422 KDM4C,
1_merged_PDX_cell_lines_AML_11033_lociStitched chr8 65821425 65826316 66733660 66738551 PDE7A,
1_merged_PDX_cell_lines_AML_11034_lociStitched chr3 87086679 87091570 87135829 87140720 ,
1_merged_PDX_cell_lines_AML_11035_lociStitched chr14 94109004 94113895 94575350 94580241 ,
1_merged_PDX_cell_lines_AML_11037_lociStitched chr17 7475542 7480432 7378861 7383751 WRAP53,CHRNB1,FXR2,GPS2,KCTD11,NEURL4,NLGN2,SENP3,TMEM256,TNFSF12,FGF11,MPDU1,TMEM102,EIF4A1,ASGR2,CLEC10A,CYB5D1,DLG4,DVL2,EIF5A,KDM6B,MED31,PSMB6,YBX2,ZNF232,C17orf49,CTDNEP1,ELP5,PLSCR3,
1_merged_PDX_cell_lines_AML_11036_lociStitched chr20 44207391 44212281 42836031 42840921 OSER1,FITM2,
1_merged_PDX_cell_lines_AML_11039_lociStitched chr10 99992620 99997509 101752377 101757266 DNMBP,
1_merged_PDX_cell_lines_AML_11038_lociStitched chr11 33060365 33065254 33081911 33086800 ,
1_merged_PDX_cell_lines_AML_11040_lociStitched chr9 2226635 2231523 2226635 2231523 ,
1_merged_PDX_cell_lines_AML_11042_lociStitched chr5 158804820 158809708 158231828 158236716 ,
1_merged_PDX_cell_lines_AML_11041_lociStitched chr18 63927281 63932169 61594515 61599403 ,
1_merged_PDX_cell_lines_AML_11044_lociStitched chr2 16316484 16321371 16497752 16502639 ,
1_merged_PDX_cell_lines_AML_11045_lociStitched chr5 69090204 69095091 68386031 68390918 ,
1_merged_PDX_cell_lines_AML_11043_lociStitched chr4 138188202 138193089 139109356 139114243 ,
1_merged_PDX_cell_lines_AML_11046_lociStitched chr16 47490404 47495291 47524315 47529202 ITFG1,NETO2,PHKB,
1_merged_PDX_cell_lines_AML_11047_lociStitched chr2 111631082 111635969 112388659 112393546 ,
1_merged_PDX_cell_lines_AML_11048_lociStitched chr2 215725691 215730577 216590414 216595300 MREG,
1_merged_PDX_cell_lines_AML_11049_lociStitched chr17 29176057 29180943 27503075 27507961 NUFIP2,
1_merged_PDX_cell_lines_AML_11050_lociStitched chr9 114394270 114399155 117156550 117161435 ORM2,
1_merged_PDX_cell_lines_AML_11051_lociStitched chr20 36604106 36608990 35232509 35237393 EPB41L1,MYL9,SOGA1,SLA2,
1_merged_PDX_cell_lines_AML_11052_lociStitched chr8 34837235 34842118 34694753 34699636 ,
1_merged_PDX_cell_lines_AML_11053_lociStitched chr14 61550904 61555786 62017622 62022504 ,
1_merged_PDX_cell_lines_AML_11054_lociStitched chr8 102408629 102413511 103420857 103425739 RRM2B,ANKRD46,RNF19A,
1_merged_PDX_cell_lines_AML_11055_lociStitched chr16 49854600 49859480 49888511 49893391 ,
1_merged_PDX_cell_lines_AML_11056_lociStitched chr6 108257367 108262247 108578571 108583451 ,
1_merged_PDX_cell_lines_AML_11057_lociStitched chr15 59175101 59179981 59467300 59472180 ,
1_merged_PDX_cell_lines_AML_11058_lociStitched chr8 60924349 60929228 61836908 61841787 ,
1_merged_PDX_cell_lines_AML_11059_lociStitched chr7 2892002 2896880 2931636 2936514 ,
1_merged_PDX_cell_lines_AML_11060_lociStitched chr2 24790106 24794984 25012975 25017853 ADCY3,
1_merged_PDX_cell_lines_AML_11061_lociStitched chr9 35488976 35493853 35488973 35493850 TPM2,
1_merged_PDX_cell_lines_AML_11062_lociStitched chr19 55336878 55341755 55848246 55853123 PPP6R1,SHISA7,ZNF836,PPP1R12C,RPL28,HSPBP1,ISOC2,LENG8,UBE2S,ZNF579,ZNF580,ZNF581,
1_merged_PDX_cell_lines_AML_11063_lociStitched chr14 92566553 92571429 93032898 93037774 ,
1_merged_PDX_cell_lines_AML_11065_lociStitched chr11 74397152 74402027 74108197 74113072 PPME1,
1_merged_PDX_cell_lines_AML_11064_lociStitched chr19 58543247 58548122 59054614 59059489 ,
1_merged_PDX_cell_lines_AML_11066_lociStitched chr3 184600903 184605777 184318691 184323565 ,
1_merged_PDX_cell_lines_AML_11068_lociStitched chr4 153137112 153141986 154058264 154063138 ,
1_merged_PDX_cell_lines_AML_11067_lociStitched chr6 79267543 79272417 79977260 79982134 ,
1_merged_PDX_cell_lines_AML_11069_lociStitched chr22 39366023 39370896 39762028 39766901 ,
1_merged_PDX_cell_lines_AML_11070_lociStitched chr1 42331877 42336750 42797548 42802421 FOXJ3,CCDC17,CCDC30,EBNA1BP2,PPCS,ZMYND12,
1_merged_PDX_cell_lines_AML_11071_lociStitched chr22 49851673 49856546 50245321 50250194 ALG12,BRD1,CRELD2,SBF1,SHANK3,TRABD,
1_merged_PDX_cell_lines_AML_11072_lociStitched chr15 80059146 80064018 80351488 80356360 FAH,
1_merged_PDX_cell_lines_AML_11073_lociStitched chr7 92421143 92426015 92050457 92055329 ANKIB1,
1_merged_PDX_cell_lines_AML_11075_lociStitched chr4 139813329 139818200 140734483 140739354 ,
1_merged_PDX_cell_lines_AML_11074_lociStitched chr16 16019266 16024137 16113123 16117994 ,
1_merged_PDX_cell_lines_AML_11076_lociStitched chr15 76007822 76012692 76300163 76305033 ,
1_merged_PDX_cell_lines_AML_11077_lociStitched chr2 239315532 239320402 240237227 240242097 ,
1_merged_PDX_cell_lines_AML_11078_lociStitched chr4 102756875 102761742 103678032 103682899 ,
1_merged_PDX_cell_lines_AML_11079_lociStitched chr19 40003629 40008496 40509536 40514403 ,
1_merged_PDX_cell_lines_AML_11080_lociStitched chr21 34543388 34548254 35915686 35920552 ,
1_merged_PDX_cell_lines_AML_11081_lociStitched chr2 32718615 32723479 32943682 32948546 ,
1_merged_PDX_cell_lines_AML_11082_lociStitched chr4 137966450 137971313 138887604 138892467 ,
