GENE,MV411-DMSO,MV411-Naphthol,MV411-Plumbagin,MV411-Celastrol,MV411-TM1-001,MV411-Tretinoin
TMEM185B,15.4,21.2,18.4,45.8,74.6,149.4
APOO,0.0,0.4,0.6,0.2,0.8,1.6
RETREG2,3.0,7.4,4.8,20.0,22.6,37.4
DERL1,46.4,85.2,61.8,191.2,321.0,479.2
CCDC28B,0.0,0.2,0.2,0.2,0.2,1.8
PHF23,11.4,19.2,9.8,37.8,19.4,82.0
MBOAT7,2.8,2.2,2.2,22.0,11.6,25.8
PPDPF,1.2,1.0,2.4,3.2,1.8,6.0
CHCHD7,11.8,15.8,13.2,32.4,53.0,90.4
FKRP,2.4,4.0,5.2,10.0,17.4,42.4
ZSCAN5A,1.0,2.2,2.4,4.0,5.6,12.8
DHRS11,0.0,0.2,0.8,0.8,1.4,2.2
TNIP2,2.8,6.6,5.0,7.2,13.8,42.4
PLEKHF1,9.6,11.6,14.8,38.4,90.0,119.8
MFSD11,1.6,0.8,0.8,2.0,6.2,8.6
GNPTAB,0.6,2.0,1.8,2.6,7.0,10.4
NOL12,4.0,4.8,6.6,13.6,18.4,42.2
TMEM243,1.4,1.4,1.6,6.4,12.4,9.2
LENG1,0.8,1.0,1.2,2.2,5.4,5.6
LILRA6,0.0,0.0,0.0,0.2,0.0,0.8
C1orf35,4.6,4.8,4.2,10.4,10.0,24.4
PRR15L,0.0,0.0,0.0,0.0,0.0,0.0
RBM42,1.2,1.8,2.4,4.0,11.8,12.0
CENPO,9.0,14.0,10.8,30.4,38.2,91.0
C19orf57,0.2,0.0,0.0,0.0,0.0,0.0
CRELD2,0.8,0.4,1.0,1.4,22.0,8.2
ZNF343,3.2,6.2,4.0,12.2,7.4,21.8
FBXL15,0.2,0.4,0.8,1.4,1.4,3.0
ZNF576,1.6,4.0,2.8,4.2,10.0,22.8
THTPA,0.8,1.2,0.4,3.2,1.6,6.8
EFHD2,6.0,9.4,11.0,19.2,23.0,117.2
TTPAL,3.6,5.6,7.4,15.2,26.2,41.6
BRCC3,8.0,9.2,9.0,17.0,23.6,59.6
TMEM43,9.8,20.6,14.6,24.2,62.8,104.0
IRX3,12.8,18.0,10.4,42.0,44.4,38.6
THOC6,0.4,0.6,0.0,0.6,1.4,1.6
ZNF557,21.2,35.8,38.8,72.6,121.0,364.4
MMEL1,0.0,0.0,0.0,0.0,0.0,0.0
DCAF10,11.8,18.0,14.0,52.8,60.4,112.8
CPLANE2,0.0,0.0,0.0,0.0,0.2,0.2
ZXDC,15.0,22.2,20.4,59.0,126.6,104.4
HMGN5,0.6,0.4,0.2,1.8,1.4,1.2
B3GNT4,0.0,0.0,0.0,0.0,0.0,0.0
NOX5,0.0,0.0,0.0,0.0,0.0,1.0
GLB1L,0.0,0.0,0.0,0.0,0.0,0.6
KREMEN2,0.2,0.0,0.0,0.2,0.0,0.4
LRFN3,0.0,0.0,0.0,0.0,0.0,0.2
CYBC1,5.4,9.2,7.2,18.6,13.6,36.4
HAUS3,0.2,0.2,0.0,0.0,1.2,0.8
LRRC2,0.0,0.0,0.2,0.6,0.6,0.6
FYCO1,3.6,8.4,8.4,22.0,45.8,61.6
WDR25,0.0,0.0,0.2,0.6,0.2,0.8
PAGR1,9.2,11.0,9.0,25.6,33.2,61.0
ULBP3,2.2,3.0,4.6,8.2,13.2,13.0
RIPOR1,0.2,0.4,1.0,0.4,0.6,1.6
MAIP1,0.8,4.4,1.2,3.8,8.0,15.4
GCC1,7.6,15.6,9.2,26.8,49.2,93.6
ATP13A3,21.2,36.8,23.8,100.4,92.4,147.2
TTC13,1.0,1.0,0.2,1.4,2.8,3.2
ABHD8,0.2,0.0,0.4,0.0,0.0,1.0
NKAP,0.4,0.8,0.4,1.6,2.8,2.8
CDC73,7.2,12.8,8.2,35.4,38.8,62.6
SLC52A2,3.6,2.0,2.4,4.8,12.6,21.0
TMEM231,0.4,1.4,0.0,0.6,2.0,2.2
CORO7,1.2,0.8,0.6,1.2,4.8,14.6
CHPF,1.2,2.8,2.0,2.8,7.6,10.8
CARS2,0.4,1.0,0.6,2.0,2.8,3.8
MRPL24,0.4,0.8,0.8,0.8,1.6,4.6
ARMH3,1.2,1.6,4.0,10.2,8.8,16.2
MUL1,6.6,9.2,7.0,20.2,34.6,62.4
SAP130,2.4,2.8,2.0,7.6,8.8,19.4
OBI1,24.0,25.4,21.2,87.0,79.8,172.6
CEP97,5.2,6.4,5.8,15.8,15.6,30.6
TCTN1,0.2,0.2,0.2,4.4,3.0,3.4
ADIPOR2,44.2,72.2,60.0,206.0,325.4,1267.6
PGBD5,0.4,0.6,0.0,0.6,0.8,2.0
FAM118B,3.4,3.6,2.6,5.6,9.4,17.4
VCPKMT,8.2,13.4,8.6,31.0,41.0,70.0
NAA16,5.2,5.8,4.2,25.4,12.8,29.0
TANGO6,1.2,2.2,0.8,4.0,5.4,10.6
HMBOX1,2.8,4.8,3.6,15.8,22.8,20.6
RNASEH2B,1.6,2.8,1.4,5.2,5.6,11.8
SNRNP25,4.0,7.6,5.2,10.2,12.2,50.2
ARMT1,1.0,2.0,1.0,8.2,6.4,9.8
TNFAIP8L2,9.8,14.6,11.4,15.2,43.6,94.2
OGFRL1,0.0,1.4,0.6,2.8,0.6,5.2
SH3TC2,0.0,0.0,0.0,0.0,0.4,1.0
OCEL1,0.2,0.0,1.2,1.0,0.6,3.4
C1orf54,0.0,0.2,0.2,0.4,0.2,0.4
EFL1,9.4,17.0,11.6,26.6,44.0,95.6
SCRN3,1.0,1.6,1.6,3.0,2.2,3.0
CCDC121,0.0,0.2,0.6,2.8,1.8,1.6
ARMC7,1.8,1.4,1.8,3.0,9.0,15.6
TMEM53,0.6,0.2,0.0,0.6,2.0,3.8
C22orf46,5.4,10.4,12.0,23.8,34.0,66.4
ROGDI,0.0,0.6,0.6,0.8,1.6,1.6
CHMP6,1.6,2.2,1.8,2.0,5.0,11.2
SRD5A3,3.8,3.6,3.0,11.2,22.2,17.2
PANK3,11.8,22.0,18.8,62.4,80.0,133.6
AKIRIN1,28.6,43.0,35.8,91.8,122.4,274.4
MCPH1,14.8,23.4,15.2,48.6,53.0,120.2
MAP7D3,2.2,2.4,3.2,5.8,7.0,22.2
USB1,6.0,7.2,8.8,13.8,14.2,45.2
RHBDF2,0.2,0.8,0.4,1.2,1.0,17.2
TMEM204,0.4,0.0,0.0,0.0,0.4,0.4
HECTD3,2.6,1.4,4.4,7.2,7.6,15.4
RPAP3,2.4,2.4,3.2,7.0,4.8,11.0
ARHGAP10,0.0,0.0,0.4,0.4,0.8,3.0
DYNC2H1,0.2,0.2,0.0,0.0,0.0,0.8
PPP1R3B,0.8,1.8,2.2,7.4,6.2,10.4
NEIL1,0.0,0.2,0.0,0.0,0.0,0.2
HSPBAP1,0.8,0.2,0.4,2.4,1.8,1.6
ICE2,5.0,4.0,4.8,23.8,22.2,36.2
DHX40,3.6,7.0,5.8,13.8,22.6,23.0
PLEKHF2,19.6,31.0,25.4,103.0,91.4,156.0
79667,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,31.4,50.4,38.6,165.4,206.0,249.2
TUT7,2.4,4.0,3.8,11.6,15.4,22.0
NLRX1,0.2,0.6,1.2,2.6,1.0,3.4
FN3KRP,1.2,2.2,3.2,5.4,4.8,18.8
ZNF329,1.8,3.2,1.0,4.6,6.8,15.8
FASTKD1,7.4,14.6,11.8,39.4,33.4,85.6
OGFOD2,1.2,2.8,1.8,3.8,7.2,8.6
SMC6,2.0,2.8,2.6,8.8,5.2,17.6
RTL10,8.4,17.2,12.8,25.8,39.0,80.6
CENPU,12.8,23.6,20.0,51.0,55.2,135.0
ZDHHC14,0.8,0.6,0.2,1.2,3.0,4.0
MSANTD2,1.4,2.2,2.8,6.2,8.4,16.4
SAP30L,3.4,4.2,7.4,13.6,13.6,38.8
79686,6.4,12.8,4.8,18.2,20.6,45.8
GAL3ST4,0.0,0.0,0.2,0.0,0.0,0.0
QTRT2,6.0,14.8,13.6,34.2,46.8,91.2
ZNF322,4.4,7.4,6.6,15.2,16.0,32.2
YRDC,21.0,36.8,24.4,43.4,83.0,231.6
MANEA,1.6,2.6,2.6,8.2,6.8,15.2
GALNT12,0.0,0.0,0.0,0.0,0.0,0.0
ZC2HC1C,0.2,0.0,0.0,0.2,0.0,0.2
RIOX1,4.2,5.2,3.0,8.8,11.6,25.2
ZYG11B,2.0,4.6,1.4,8.8,8.2,21.0
OGFOD3,0.8,2.8,1.4,2.2,4.4,13.0
C11orf80,0.4,0.0,0.0,0.2,0.4,0.8
LRRK1,1.6,2.4,1.2,5.4,9.2,15.2
PRKRIP1,6.2,12.8,8.6,16.4,31.6,91.8
NOL9,8.4,14.8,10.6,20.2,32.6,91.0
COLGALT1,33.2,39.2,30.6,60.6,63.0,408.6
IPO4,6.4,13.2,7.6,15.2,29.6,79.4
GTDC1,0.6,1.2,1.2,3.0,3.4,5.8
IGFLR1,0.2,0.2,0.2,0.2,1.0,1.4
CCDC51,0.8,2.0,0.8,2.6,4.0,7.2
NPEPL1,0.2,0.2,0.2,0.2,0.8,0.6
PPCS,8.0,13.2,8.4,28.4,27.4,56.8
TBL1XR1,19.4,35.4,23.2,118.2,108.6,209.0
AAGAB,5.4,13.0,10.4,17.0,24.4,81.6
VPS37B,5.8,6.0,6.8,14.4,27.0,49.2
ANKRD55,0.0,0.2,0.2,0.0,0.0,0.0
SUV39H2,3.0,6.8,6.2,22.0,12.0,58.6
ZNF768,0.6,0.8,0.2,2.4,0.6,3.4
THAP9,1.2,1.2,1.0,5.6,9.4,11.2
WDR59,1.4,1.6,1.0,2.4,2.8,5.0
LIN28A,0.0,0.0,0.0,0.0,0.2,0.0
PALB2,1.2,1.6,1.4,3.8,5.0,9.0
SH3D21,0.0,0.0,0.0,0.0,0.0,0.2
NARS2,0.4,0.8,1.4,2.4,7.2,6.8
E2F8,1.0,1.2,0.8,7.6,5.0,12.6
KCTD17,0.0,0.0,0.2,0.4,0.2,0.4
TBC1D17,0.4,0.0,0.0,0.0,0.8,0.8
TEFM,0.4,0.0,0.2,1.0,0.8,2.2
BBS10,1.4,3.0,2.2,8.8,11.6,12.6
CCDC7,0.0,0.4,0.0,0.6,0.0,1.4
ZNF419,2.4,3.4,3.2,8.2,13.2,15.4
SLC25A22,0.4,1.2,0.2,2.6,1.4,5.8
ZFAND1,9.8,18.4,13.2,49.6,45.4,87.6
SNIP1,16.8,22.4,19.0,52.6,82.8,195.4
ASB13,2.2,3.0,3.0,4.8,7.2,24.4
DHRS12,0.4,0.6,1.4,1.8,2.0,2.8
ZNF668,2.2,1.0,1.2,1.4,3.0,8.2
GEMIN7,6.0,9.0,6.4,12.8,20.6,63.2
ISOC2,7.0,9.8,8.0,13.0,48.0,49.2
ELMO3,0.0,0.0,0.0,0.2,0.4,1.4
KATNBL1,3.0,6.0,3.8,9.4,12.4,22.0
TXNDC15,0.8,1.4,0.8,3.4,4.0,8.6
MCTP1,1.2,1.4,1.2,6.0,5.6,13.4
GRTP1,0.0,0.0,0.0,0.0,0.0,0.0
ACBD4,0.0,0.0,0.2,0.0,0.6,1.6
MICALL2,0.2,0.4,0.2,0.2,0.4,0.2
CCDC82,1.8,3.2,1.8,10.8,12.8,13.4
IQCA1,0.0,0.0,0.0,0.0,0.0,0.0
LRRC31,0.0,0.0,0.0,0.0,0.0,0.0
SUGCT,0.0,0.0,0.0,0.0,0.0,0.0
MYH14,0.0,0.0,0.0,0.0,0.2,0.6
KLHL36,1.6,5.4,3.0,9.0,7.6,33.2
CLMN,0.0,0.4,0.2,1.2,0.8,3.6
FBXO31,4.8,9.2,8.8,12.0,26.4,62.2
GSDMD,0.4,0.4,0.0,0.0,0.4,1.6
SPRING1,9.0,11.4,11.0,26.4,35.6,81.8
ALG9,1.4,1.8,1.6,4.4,5.2,9.6
ZNF408,0.0,0.8,0.2,1.2,2.2,3.2
ARMC5,3.8,4.2,6.4,8.2,16.8,27.6
CARF,0.6,1.2,1.0,3.4,2.8,10.0
SHCBP1,11.6,17.6,12.2,40.8,81.2,109.6
HPS6,2.8,4.6,3.4,5.4,9.0,17.2
VASH2,0.0,0.0,0.0,0.0,0.2,0.0
GSTCD,1.4,2.6,2.2,7.4,7.8,13.2
TTC21B,1.4,2.4,2.0,5.2,4.4,9.2
PTCD2,0.8,1.4,1.4,4.6,4.2,4.2
SLTM,75.0,121.2,96.2,270.4,351.8,632.2
MMRN2,0.0,0.0,0.0,0.0,0.0,0.0
EHMT1,1.2,2.4,1.2,4.2,5.8,14.2
AGMAT,0.0,0.0,0.0,0.2,0.0,0.4
NIPAL2,3.2,7.4,3.8,17.4,16.6,30.0
MOB3B,2.2,2.2,4.4,9.4,11.6,33.8
ZNF552,1.8,1.8,1.6,6.4,8.4,15.8
CAMKMT,0.2,0.2,0.2,1.0,1.0,1.4
METTL8,5.2,7.2,6.6,16.4,21.2,41.2
NAA40,0.8,2.8,2.8,5.6,6.2,19.4
ZMYM1,0.4,0.2,0.4,2.8,1.2,2.2
KDM8,1.0,0.8,0.4,1.8,5.8,7.2
QSER1,12.6,15.6,8.4,32.4,22.8,80.4
GEMIN6,0.6,0.4,0.6,2.2,2.8,4.8
PEAK1,4.0,3.6,4.2,10.2,15.0,26.2
LONRF3,0.8,0.4,0.6,2.4,4.4,11.6
PIP4K2C,1.8,5.0,6.2,8.8,12.8,25.2
TMC5,0.2,0.2,0.0,0.2,0.8,0.0
NHEJ1,1.0,3.6,1.6,5.6,5.8,13.8
AGBL2,0.0,0.2,0.0,0.0,0.0,0.0
ZBTB3,1.0,2.8,1.6,3.6,7.4,15.0
ZDHHC11,0.4,0.6,0.4,1.0,2.6,7.0
RNF122,2.6,3.8,5.8,10.4,18.2,110.0
CFAP69,0.0,0.0,0.0,0.0,0.0,0.0
MFSD13A,0.0,0.2,0.4,0.4,0.8,1.6
CSPP1,2.6,4.6,4.4,9.6,17.4,29.8
TLCD3A,1.0,1.6,2.0,4.0,1.4,14.8
LINC00115,0.6,1.4,0.8,3.0,2.8,7.4
SNX22,0.2,0.0,0.0,0.2,0.6,1.4
79857,0.0,0.0,0.2,0.4,0.2,0.0
NEK11,0.2,0.4,0.0,0.4,1.0,2.0
ZNF669,1.2,1.6,2.8,3.8,5.6,14.4
RBFA,1.8,4.2,3.6,7.2,10.0,32.8
JHY,0.0,0.0,0.0,0.0,0.0,0.0
TREML2,2.6,3.4,4.2,11.2,20.0,18.2
BORA,11.4,18.2,10.6,37.8,39.6,87.0
TCTN2,0.0,0.2,0.6,0.6,1.2,1.8
ALG13,1.6,4.0,1.4,8.6,11.8,19.2
CPSF7,22.6,37.6,36.4,94.6,117.4,280.2
BAALC,0.0,0.0,0.0,0.0,0.0,0.6
RPAP2,1.8,3.4,0.8,4.4,4.4,14.4
CBLL1,9.0,15.4,10.0,35.4,40.4,81.4
NUDT18,1.4,1.0,1.4,3.0,9.2,11.2
RABEP2,0.4,1.2,0.8,1.0,1.0,7.8
THSD4,0.0,0.0,0.0,0.0,0.0,0.0
UBA5,8.0,9.0,7.2,23.6,44.6,54.8
DCAKD,1.0,2.2,2.6,5.2,8.2,19.4
CCDC134,0.2,0.4,0.2,1.0,4.0,4.0
ZC3H14,2.8,3.4,4.4,10.8,11.8,26.6
PODNL1,0.0,0.0,0.0,0.0,0.0,0.0
HDAC11,0.4,0.4,0.0,0.0,0.0,0.6
CAAP1,3.0,4.6,4.0,10.6,18.0,21.0
LPCAT1,15.4,22.8,11.6,33.2,33.6,153.2
RIN3,0.8,0.6,1.2,1.0,1.6,18.6
ZNF671,0.4,1.6,1.4,4.0,7.2,7.2
MCMBP,23.8,40.8,23.4,95.0,67.2,160.4
GGNBP2,8.0,8.8,8.2,18.6,31.0,54.0
ZNF672,3.0,6.0,3.6,5.2,15.2,25.6
ATP8B4,16.6,32.2,18.2,68.8,85.2,179.6
THNSL1,0.0,0.0,0.4,0.6,0.8,1.0
RPP21,0.2,0.2,0.4,0.4,0.8,2.0
ZNF613,0.4,0.0,0.0,0.8,1.0,3.0
PRR5L,1.4,0.6,0.2,1.8,0.8,4.0
CYBRD1,4.2,8.6,4.2,23.2,21.6,36.2
NUP85,1.2,1.2,0.8,2.4,3.8,6.0
NAA60,5.0,5.6,6.2,8.0,16.0,38.0
TMC7,0.0,0.0,0.0,0.0,0.0,0.0
MORN1,0.0,0.8,0.8,3.6,1.8,3.8
PYROXD1,11.8,22.8,17.2,71.8,104.2,118.0
ACTR5,2.2,2.4,1.8,2.2,5.6,9.8
ATAD5,1.2,2.2,1.2,6.4,7.0,14.2
MAGIX,0.2,0.0,0.0,0.8,2.6,2.6
SETD6,4.2,5.6,3.4,8.8,6.8,20.2
MRM1,1.8,2.2,1.6,4.4,6.0,15.2
ADM2,4.2,6.8,12.8,51.6,107.8,41.4
SPEF2,0.2,1.2,0.6,2.4,3.2,2.2
MAP6D1,1.8,2.8,1.8,2.6,6.8,12.0
DOK3,4.6,7.2,5.4,13.6,10.4,40.8
KIAA0319L,1.2,1.8,0.8,4.0,5.6,9.0
COQ8B,0.6,1.6,0.4,1.8,3.4,5.6
CCNP,0.0,0.0,0.0,0.0,0.6,0.4
SLC35E1,15.0,24.6,19.0,36.0,77.6,157.6
ZNF696,3.0,6.0,5.4,6.2,8.6,26.6
L2HGDH,1.0,1.8,1.2,2.8,2.6,6.0
C10orf95,0.0,0.0,0.0,0.2,0.6,3.2
DHDDS,3.2,9.0,6.0,12.0,30.8,69.4
PLPPR3,0.2,0.4,0.0,0.4,0.0,0.6
PLEKHS1,0.0,0.0,0.0,0.0,0.0,0.0
NOL10,19.6,34.8,23.4,59.8,68.8,204.4
PDZD7,1.0,0.6,0.2,0.8,1.0,11.6
ERMP1,3.8,5.4,3.0,14.2,11.0,39.8
PAQR6,1.4,1.6,2.6,3.4,7.6,18.4
DENND1C,0.0,0.6,0.8,1.8,0.6,2.2
CEP76,7.2,9.8,12.6,30.8,32.8,80.4
JADE1,16.4,28.8,19.0,65.6,57.8,113.6
DENND2D,1.4,0.8,1.4,3.2,5.2,19.2
ABCA11P,0.2,0.4,0.2,3.2,3.2,6.2
SCD5,0.2,0.2,0.0,0.0,0.4,0.2
WDR76,3.0,7.8,3.6,13.6,10.0,29.2
ATAT1,2.0,2.0,3.4,6.8,6.8,17.6
ZNF767P,4.8,7.8,4.2,9.4,22.0,61.2
GRHL2,0.0,0.0,0.0,0.0,0.2,0.0
TRMT2B,0.6,1.2,1.8,3.4,3.2,7.6
DSN1,9.6,12.8,8.0,22.8,28.4,61.0
DNAJB14,13.6,22.8,19.2,77.0,67.4,112.6
TTC26,0.6,1.6,1.8,6.4,6.4,7.4
PLEKHH3,0.4,1.0,0.8,1.4,6.0,6.4
STN1,0.2,0.6,0.8,2.8,2.4,3.8
79992,1.2,1.4,1.2,2.4,10.4,8.2
ELOVL7,0.0,0.0,0.2,0.0,0.0,0.0
ANKRD53,0.0,0.0,0.0,0.0,0.0,0.2
79999,0.4,0.2,0.2,0.4,0.4,0.8
PCNX2,0.0,0.0,0.0,0.4,0.4,0.0
ESRP2,0.0,0.0,0.0,0.0,0.0,0.0
DOCK5,9.2,16.6,12.8,39.2,56.4,130.2
TRAPPC13,1.8,3.4,2.6,5.8,9.8,19.2
C10orf88,1.6,4.4,2.6,7.6,7.4,20.2
TMEM156,0.0,0.0,1.0,1.2,1.0,3.4
RMI1,5.2,8.4,6.2,28.8,20.0,40.2
PSME3IP1,6.6,8.0,7.0,17.8,29.2,47.0
PHC3,14.6,21.2,23.4,82.4,82.4,185.4
MINDY3,1.8,3.8,2.4,10.0,13.0,17.0
WWC2,1.4,2.4,0.6,6.0,7.6,13.0
DGLUCY,1.4,0.8,0.6,2.2,1.8,4.6
NAA25,16.8,26.0,20.6,53.8,72.2,167.2
UBTD1,0.2,0.4,0.8,0.6,0.6,2.2
FOXRED2,3.2,6.4,3.2,12.2,12.0,22.0
TMEM62,0.4,1.0,0.4,2.0,1.4,6.0
MYO15B,0.0,0.0,0.4,0.4,0.4,1.4
NRSN2,0.0,0.0,0.0,0.0,0.0,0.0
SLC8B1,0.8,1.0,1.2,2.8,2.0,9.2
PANK2,3.2,5.4,5.2,16.8,13.0,31.8
FBXL18,1.6,1.6,2.0,5.2,6.6,16.2
ZNF556,0.0,0.0,0.2,0.2,0.4,0.4
80035,0.2,1.2,0.4,3.8,2.6,5.2
CEBPA-DT,1.4,2.6,1.4,8.4,2.6,6.2
PGAP1,1.6,1.4,0.4,6.2,6.2,6.0
ATF7IP2,2.6,3.2,1.8,5.4,14.0,30.8
DCAF17,5.6,10.4,9.4,27.6,33.8,51.8
CCDC15,0.2,0.4,0.2,1.0,1.6,2.6
HEXA-AS1,0.0,0.4,0.6,1.0,0.8,1.8
TUBA4B,0.0,0.0,0.0,0.0,0.0,0.2
80094,1.8,4.8,2.4,4.6,9.2,15.6
ZNF606,1.8,0.6,0.8,2.2,5.8,6.4
MZT2B,0.2,1.4,0.2,2.2,1.4,5.0
ZFP2,0.0,0.0,0.0,0.0,0.0,0.2
ZNF614,11.0,25.6,16.4,55.4,77.2,141.4
BAIAP2L2,0.0,0.0,0.0,0.0,0.2,0.0
PIF1,2.0,3.0,1.2,5.0,0.8,12.6
VCPIP1,10.0,18.4,14.6,55.6,63.6,109.8
BBOF1,0.0,0.0,0.2,1.0,1.2,0.6
TRIM46,0.0,0.2,0.4,0.6,0.8,4.4
CCDC170,0.8,0.4,0.0,1.4,2.6,1.2
LRRC8E,0.2,0.0,0.2,0.2,0.0,0.8
RPF1,4.6,3.4,3.4,11.2,16.2,31.0
ZNF703,0.2,0.0,0.8,3.2,1.8,2.4
PTGES2,0.8,1.8,1.6,1.8,3.2,7.0
SIKE1,12.8,23.2,17.0,52.2,94.8,190.0
THOC7,2.0,3.0,1.4,7.8,8.6,22.2
UXS1,4.4,6.6,7.4,14.0,15.8,65.4
SLC66A2,1.8,2.8,3.6,7.0,4.8,13.0
ZC3H12A,4.4,6.0,9.0,8.8,22.6,86.6
ASRGL1,0.2,0.2,0.8,0.6,0.8,1.4
CENPT,0.0,0.4,0.0,0.4,0.2,0.2
EDC3,3.4,8.2,4.0,11.4,17.4,43.8
80154,0.0,0.0,0.8,0.2,0.6,0.2
NAA15,25.8,47.6,26.0,104.0,91.6,251.2
PGGHG,0.6,0.8,0.8,0.0,2.0,4.6
PRR36,0.0,0.0,0.0,0.4,0.0,0.2
ABHD18,2.0,2.2,1.8,7.4,11.0,17.4
CTC1,0.4,2.6,4.0,5.4,10.6,25.4
IFT74,0.4,0.4,1.0,3.6,2.2,1.8
DBF4B,0.2,0.8,1.4,2.0,5.0,9.8
SPSB1,0.0,0.4,0.2,1.6,0.4,3.0
TEDC2,0.4,0.4,0.4,0.6,0.4,1.2
MYO19,1.6,4.8,4.0,9.2,9.2,36.2
CEP290,0.0,0.0,0.0,0.8,1.2,0.4
TTI2,1.0,0.8,2.6,7.6,7.4,11.8
TMEM134,0.0,1.6,0.2,0.4,0.4,1.8
TMEM254,0.0,0.8,0.6,2.4,2.2,6.8
RNF34,5.8,8.0,5.8,20.0,31.2,69.2
MUS81,2.6,3.0,1.6,9.2,9.4,14.2
FUZ,0.0,0.2,0.0,0.6,3.2,1.8
FBXO11,9.0,12.4,10.4,52.8,44.6,69.6
CHD9,4.6,7.6,10.8,38.8,36.2,59.0
FHOD3,0.0,0.0,0.0,0.0,0.0,0.2
OPA3,15.6,24.8,18.0,32.0,83.2,164.6
SPG11,0.8,1.4,0.6,4.8,5.2,6.4
PROSER1,6.8,9.8,8.6,22.2,32.8,71.0
ARMC9,0.2,0.4,0.4,0.8,2.8,2.2
CCDC92,1.4,1.2,1.4,3.4,2.8,8.4
TM2D3,3.6,5.2,3.4,13.0,20.2,26.0
80215,0.4,1.4,1.2,3.6,5.8,3.2
ALPK1,0.6,0.8,0.8,2.0,2.2,3.8
NAA50,35.4,58.2,50.0,207.0,107.0,365.8
COQ10B,14.8,28.8,19.4,61.4,106.8,184.8
ACSF2,0.0,0.0,0.0,0.2,0.0,1.6
TARS2,1.4,1.8,1.8,2.0,7.4,12.8
RAB11FIP1,24.4,42.2,33.2,87.8,248.6,270.2
NUBPL,1.4,1.0,0.8,3.0,7.2,7.6
PAAF1,1.0,1.6,0.6,2.4,4.6,7.6
ORAI2,9.4,14.6,10.8,16.8,34.0,130.6
RUFY1,1.2,3.2,1.0,5.4,5.8,11.8
CXorf21,96.8,123.6,77.6,216.4,464.2,305.0
WDR26,18.6,32.8,31.6,84.4,104.8,178.6
FAAP100,1.6,3.0,2.0,4.0,2.6,13.0
PIGZ,0.2,0.2,0.0,0.6,0.0,0.6
ELL3,0.8,0.2,0.4,1.0,0.2,1.4
CEP63,1.6,2.8,3.2,7.4,9.0,15.2
SLC35F5,3.4,4.2,2.8,18.4,13.8,37.0
FAM214B,3.8,5.6,5.8,8.6,32.6,76.6
C16orf70,3.2,4.8,5.6,7.2,12.2,34.2
TRIM45,0.0,0.2,0.0,0.6,0.4,0.2
ZNF430,24.8,31.6,28.2,89.0,123.4,180.4
EDEM3,25.2,58.4,54.4,217.2,229.8,248.2
HSD3B7,0.4,0.2,0.2,1.0,2.0,4.4
ITPKC,2.2,2.8,2.4,5.8,10.6,25.4
GRPEL1,31.4,56.2,35.2,102.4,116.4,328.8
SCUBE1,0.0,0.0,0.0,0.0,0.0,3.0
CDK5RAP3,1.2,2.4,0.4,4.0,9.2,12.6
MTERF2,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHO2,13.4,19.0,19.2,29.4,48.4,180.6
WDCP,8.4,15.8,10.6,28.2,22.0,79.8
TRABD,4.6,7.0,4.2,8.6,12.8,65.2
MED28,6.4,12.2,9.8,29.8,40.2,69.6
80307,0.0,0.0,0.4,0.4,0.4,1.2
FLAD1,1.6,3.4,4.6,11.0,9.6,18.6
KLHL15,19.6,26.8,18.0,61.2,91.2,162.6
TET1,0.6,0.2,0.4,1.8,0.2,3.4
LRRC27,0.0,0.4,0.0,0.2,0.8,1.2
EPC1,26.2,28.6,31.2,85.0,172.0,257.4
CPEB4,10.2,10.4,15.2,64.4,54.6,92.6
ZKSCAN3,1.0,1.0,1.2,5.6,3.4,4.0
GKAP1,0.0,0.0,0.0,0.4,0.0,0.0
CXXC4,0.2,0.0,0.0,0.0,0.0,0.0
CEP70,0.4,1.0,0.2,2.4,2.6,7.0
CCDC68,0.0,0.0,0.0,0.0,0.2,0.0
PUS1,3.4,4.0,3.4,9.4,13.2,36.6
ABTB1,0.0,0.0,0.2,0.2,0.2,0.8
WNT10A,0.0,0.2,0.0,0.0,0.8,0.8
ULBP2,0.4,1.2,0.8,1.6,2.6,1.6
ULBP1,1.0,2.2,5.2,31.4,31.6,14.4
DNAJC5,10.2,14.8,12.6,29.0,50.8,85.8
KCNIP4,0.0,0.0,0.0,0.0,0.0,0.0
WDR82,33.6,47.6,43.6,116.2,155.4,671.6
PABPC1L,0.0,0.2,0.4,0.2,0.8,1.2
PNPLA3,1.2,1.8,0.2,1.8,3.8,6.0
TRAF3IP3,1.0,1.8,1.8,2.6,3.4,12.4
DCAF11,3.2,3.6,4.0,11.6,19.4,35.0
ZSCAN16,2.6,5.2,4.2,11.0,17.2,33.4
REEP4,3.8,7.4,5.2,13.2,20.8,30.2
COASY,5.2,7.2,4.4,9.6,13.6,26.6
WDR61,0.4,0.4,0.6,2.4,0.4,2.6
LPAL2,2.2,2.8,1.4,4.2,4.4,10.8
TNKS2,9.2,14.6,12.8,37.4,45.4,77.4
RNF39,0.0,0.0,0.0,0.0,0.0,0.0
PDCD1LG2,0.0,0.0,0.0,0.4,0.6,1.2
CD276,5.6,8.2,6.6,9.4,40.4,38.8
UBXN6,4.0,4.0,2.8,5.6,13.6,39.6
