REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp183-MV411_DMSO-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
1_MV411-DMSO_1_183_R1_peak_6667_lociStitched	chr10	31706391	31708696	1	2306	2388.441	149.5945
3_MV411-DMSO_1_183_R1_peak_4137_lociStitched	chr1	169907779	169910084	3	1723	1266.5975	168.726
2_MV411-DMSO_1_183_R1_peak_16573_lociStitched	chr14	52742092	52744396	2	592	557.7984	161.0496
2_MV411-DMSO_1_183_R1_peak_33211_lociStitched	chr2	127387002	127389304	2	2072	4807.727	282.4554
1_MV411-DMSO_1_183_R1_peak_27109_lociStitched	chr18	57666084	57668386	1	2303	1748.1388	213.8558
1_MV411-DMSO_1_183_R1_peak_19426_lociStitched	chr15	74510826	74513127	1	2302	3028.3461	155.5476
3_MV411-DMSO_1_183_R1_peak_22570_lociStitched	chr16	86212539	86214839	3	1291	1553.88	268.64
2_MV411-DMSO_1_183_R1_peak_22983_lociStitched	chr17	3002519	3004819	2	1972	2052.75	273.7
2_MV411-DMSO_1_183_R1_peak_47920_lociStitched	chr5	143741340	143743640	2	531	448.96	206.31
3_MV411-DMSO_1_183_R1_peak_13556_lociStitched	chr12	62516459	62518758	3	1492	953.1654	191.2768
1_MV411-DMSO_1_183_R1_peak_10041_lociStitched	chr11	58524273	58526570	1	2298	1550.2453	204.433
2_MV411-DMSO_1_183_R1_peak_16505_lociStitched	chr14	49970326	49972622	2	1783	1637.048	300.3168
1_MV411-DMSO_1_183_R1_peak_30393_lociStitched	chr2	4133862	4136158	1	2297	2377.0488	180.236
1_MV411-DMSO_1_183_R1_peak_45887_lociStitched	chr5	1385552	1387848	1	2297	3726.408	299.3984
3_MV411-DMSO_1_183_R1_peak_12770_lociStitched	chr12	29608563	29610858	3	1422	1008.6525	285.957
2_MV411-DMSO_1_183_R1_peak_23145_lociStitched	chr17	6574874	6577169	2	2005	1453.8825	313.956
3_MV411-DMSO_1_183_R1_peak_47311_lociStitched	chr5	120767734	120770028	3	951	623.0504	148.6512
3_MV411-DMSO_1_183_R1_peak_38265_lociStitched	chr21	45109038	45111331	3	1589	1695.4442	318.2684
2_MV411-DMSO_1_183_R1_peak_32818_lociStitched	chr2	105731110	105733403	2	2081	1422.3479	271.7205
MV411-DMSO_1_183_R1_peak_37748	chr21	33197589	33199881	1	2293	2705.706	311.0244
1_MV411-DMSO_1_183_R1_peak_58015_lociStitched	chr8	135068269	135070561	1	2293	1746.2748	364.1988
1_MV411-DMSO_1_183_R1_peak_18996_lociStitched	chr15	64068109	64070399	1	2291	1457.585	248.465
3_MV411-DMSO_1_183_R1_peak_49459_lociStitched	chr6	16586055	16588344	3	925	853.1103	247.4409
2_MV411-DMSO_1_183_R1_peak_19991_lociStitched	chr15	90562768	90565057	2	1465	1030.2789	241.4895
3_MV411-DMSO_1_183_R1_peak_37685_lociStitched	chr21	29656435	29658719	3	1320	837.5428	176.5532
3_MV411-DMSO_1_183_R1_peak_24649_lociStitched	chr17	45170308	45172592	3	1627	1366.0604	275.222
2_MV411-DMSO_1_183_R1_peak_36283_lociStitched	chr20	34246640	34248924	2	931	510.7024	147.0896
1_MV411-DMSO_1_183_R1_peak_9199_lociStitched	chr11	9016325	9018609	1	2285	1742.692	306.056
2_MV411-DMSO_1_183_R1_peak_19590_lociStitched	chr15	77541444	77543728	2	984	1123.9564	290.9816
2_MV411-DMSO_1_183_R1_peak_44642_lociStitched	chr4	78656415	78658698	2	1377	1491.9405	209.5794
3_MV411-DMSO_1_183_R1_peak_39846_lociStitched	chr3	4060202	4062484	3	1656	1079.386	216.79
1_MV411-DMSO_1_183_R1_peak_36297_lociStitched	chr20	34618328	34620608	1	2281	1836.084	286.824
2_MV411-DMSO_1_183_R1_peak_46794_lociStitched	chr5	77568253	77570533	2	2045	1666.224	229.824
1_MV411-DMSO_1_183_R1_peak_993_lociStitched	chr1	26499820	26502100	1	2281	5899.728	214.32
2_MV411-DMSO_1_183_R1_peak_19748_lociStitched	chr15	82128693	82130973	2	1756	1242.6	181.488
2_MV411-DMSO_1_183_R1_peak_26986_lociStitched	chr18	51359796	51362076	2	1458	1572.516	185.82
1_MV411-DMSO_1_183_R1_peak_57119_lociStitched	chr8	98539807	98542086	1	2280	4139.3477	392.4438
2_MV411-DMSO_1_183_R1_peak_34426_lociStitched	chr2	203810163	203812442	2	656	616.4695	195.3103
1_MV411-DMSO_1_183_R1_peak_8698_lociStitched	chr10	126040878	126043157	1	2280	2557.2659	197.5893
1_MV411-DMSO_1_183_R1_peak_56384_lociStitched	chr8	49365791	49368069	1	2279	1906.9138	254.6804
3_MV411-DMSO_1_183_R1_peak_44994_lociStitched	chr4	107066868	107069146	3	1121	908.2386	124.3788
1_MV411-DMSO_1_183_R1_peak_30486_lociStitched	chr2	8643713	8645991	1	2279	2492.3598	307.7578
3_MV411-DMSO_1_183_R1_peak_46998_lociStitched	chr5	90131151	90133428	3	1646	1374.6249	267.3198
1_MV411-DMSO_1_183_R1_peak_34829_lociStitched	chr2	226135704	226137980	1	2277	2394.5796	235.1108
1_MV411-DMSO_1_183_R1_peak_36615_lociStitched	chr20	44068549	44070825	1	2277	3732.64	353.2352
3_MV411-DMSO_1_183_R1_peak_2158_lociStitched	chr1	59291835	59294110	3	960	1087.45	371.5075
2_MV411-DMSO_1_183_R1_peak_3123_lociStitched	chr1	114040598	114042872	2	1514	1216.3626	276.0636
2_MV411-DMSO_1_183_R1_peak_31644_lociStitched	chr2	54531852	54534125	2	954	588.707	143.199
3_MV411-DMSO_1_183_R1_peak_24038_lociStitched	chr17	31492809	31495081	3	868	814.9664	241.2864
1_MV411-DMSO_1_183_R1_peak_61676_lociStitched	chrX	54638929	54641201	1	2273	1485.4336	134.048
3_MV411-DMSO_1_183_R1_peak_15789_lociStitched	chr13	51330000	51332271	3	1615	1029.6714	190.9911
3_MV411-DMSO_1_183_R1_peak_47442_lociStitched	chr5	131536160	131538431	3	1462	1232.2446	171.6876
3_MV411-DMSO_1_183_R1_peak_7293_lociStitched	chr10	71106456	71108726	3	1517	1306.158	284.658
1_MV411-DMSO_1_183_R1_peak_41778_lociStitched	chr3	99484940	99487210	1	2271	1689.561	225.638
3_MV411-DMSO_1_183_R1_peak_30967_lociStitched	chr2	28647212	28649482	3	1371	1499.108	258.78
3_MV411-DMSO_1_183_R1_peak_45159_lociStitched	chr4	123553231	123555499	3	1501	999.9612	280.098
2_MV411-DMSO_1_183_R1_peak_53200_lociStitched	chr7	31640209	31642477	2	1694	1317.2544	184.6152
MV411-DMSO_1_183_R1_peak_27675	chr19	842635	844903	1	2269	3098.5416	380.5704
2_MV411-DMSO_1_183_R1_peak_12913_lociStitched	chr12	41339107	41341374	2	2017	1525.691	201.763
1_MV411-DMSO_1_183_R1_peak_51551_lociStitched	chr6	132129531	132131798	1	2268	2909.2411	212.4179
1_MV411-DMSO_1_183_R1_peak_24801_lociStitched	chr17	49191584	49193850	1	2267	4445.892	292.7672
1_MV411-DMSO_1_183_R1_peak_34168_lociStitched	chr2	191435381	191437646	1	2266	1831.2525	142.9215
MV411-DMSO_1_183_R1_peak_28474	chr19	13162456	13164721	1	2266	3808.824	337.485
2_MV411-DMSO_1_183_R1_peak_51932_lociStitched	chr6	146288184	146290449	2	726	543.3735	235.107
1_MV411-DMSO_1_183_R1_peak_28927_lociStitched	chr19	19541731	19543995	1	2265	2445.7992	383.9744
2_MV411-DMSO_1_183_R1_peak_51499_lociStitched	chr6	129604358	129606621	2	1576	1002.2827	187.1501
3_MV411-DMSO_1_183_R1_peak_56777_lociStitched	chr8	73311012	73313275	3	1192	1109.7752	331.7558
2_MV411-DMSO_1_183_R1_peak_21533_lociStitched	chr16	35599256	35601519	2	1121	1060.4418	254.1349
1_MV411-DMSO_1_183_R1_peak_28427_lociStitched	chr19	12612602	12614865	1	2264	2270.0153	262.508
2_MV411-DMSO_1_183_R1_peak_53152_lociStitched	chr7	29283119	29285382	2	553	633.1874	228.7893
2_MV411-DMSO_1_183_R1_peak_31813_lociStitched	chr2	62061232	62063495	2	1331	1167.0291	272.9178
1_MV411-DMSO_1_183_R1_peak_55245_lociStitched	chr7	152158273	152160534	1	2262	1596.0399	146.2867
2_MV411-DMSO_1_183_R1_peak_19165_lociStitched	chr15	67744444	67746705	2	916	695.0314	206.6554
1_MV411-DMSO_1_183_R1_peak_30347_lociStitched	chr19	58304229	58306490	1	2262	5297.523	353.6204
2_MV411-DMSO_1_183_R1_peak_35991_lociStitched	chr20	21165766	21168026	2	1992	1392.838	187.58
2_MV411-DMSO_1_183_R1_peak_51007_lociStitched	chr6	89212974	89215232	2	821	683.9482	202.3168
3_MV411-DMSO_1_183_R1_peak_46617_lociStitched	chr5	68195629	68197887	3	1594	1138.4836	112.2226
2_MV411-DMSO_1_183_R1_peak_33098_lociStitched	chr2	117170214	117172472	2	1427	992.391	183.5754
3_MV411-DMSO_1_183_R1_peak_2860_lociStitched	chr1	107621639	107623897	3	1188	671.5292	138.4154
1_MV411-DMSO_1_183_R1_peak_14909_lociStitched	chr12	122275374	122277628	1	2255	1848.5054	192.9424
3_MV411-DMSO_1_183_R1_peak_34738_lociStitched	chr2	222091075	222093329	3	1822	1413.7088	228.3302
1_MV411-DMSO_1_183_R1_peak_28502_lociStitched	chr19	13985638	13987892	1	2255	4192.8908	403.2406
2_MV411-DMSO_1_183_R1_peak_35792_lociStitched	chr20	12481415	12483667	2	1607	1512.8936	266.6368
2_MV411-DMSO_1_183_R1_peak_60128_lociStitched	chr9	123387365	123389616	2	1981	1458.4229	218.7972
3_MV411-DMSO_1_183_R1_peak_2769_lociStitched	chr1	96361057	96363307	3	1054	905.85	214.875
2_MV411-DMSO_1_183_R1_peak_36463_lociStitched	chr20	38093526	38095775	2	1576	1621.0792	301.5909
1_MV411-DMSO_1_183_R1_peak_8869_lociStitched	chr10	133388340	133390588	1	2249	3590.7304	242.3344
2_MV411-DMSO_1_183_R1_peak_12658_lociStitched	chr12	22686158	22688404	2	1528	911.2022	238.7498
1_MV411-DMSO_1_183_R1_peak_13305_lociStitched	chr12	54025465	54027710	1	2246	2837.0065	228.7655
2_MV411-DMSO_1_183_R1_peak_26695_lociStitched	chr18	25649401	25651646	2	1814	1382.2465	179.3755
2_MV411-DMSO_1_183_R1_peak_8349_lociStitched	chr10	109045877	109048121	2	674	640.4376	120.5028
MV411-DMSO_1_183_R1_peak_53108	chr7	27160475	27162719	1	2245	2380.4352	203.082
1_MV411-DMSO_1_183_R1_peak_9408_lociStitched	chr11	15799276	15801519	1	2244	2070.7376	302.805
2_MV411-DMSO_1_183_R1_peak_40621_lociStitched	chr3	36494431	36496673	2	576	658.6996	241.4634
2_MV411-DMSO_1_183_R1_peak_57348_lociStitched	chr8	108136322	108138564	2	1021	1884.8494	444.1402
2_MV411-DMSO_1_183_R1_peak_30708_lociStitched	chr2	20205852	20208094	2	1945	1326.8156	309.396
2_MV411-DMSO_1_183_R1_peak_55620_lociStitched	chr8	13765100	13767342	2	1114	972.1312	253.5702
1_MV411-DMSO_1_183_R1_peak_40361_lociStitched	chr3	18126682	18128923	1	2242	1544.7213	234.4086
3_MV411-DMSO_1_183_R1_peak_62105_lociStitched	chrX	123828808	123831049	3	1137	858.5271	16.8075
2_MV411-DMSO_1_183_R1_peak_3384_lociStitched	chr1	149769601	149771841	2	777	590.464	33.376
2_MV411-DMSO_1_183_R1_peak_40465_lociStitched	chr3	27023807	27026045	2	1897	1078.4922	235.4376
2_MV411-DMSO_1_183_R1_peak_170_lociStitched	chr1	4006163	4008400	2	1717	1562.3208	228.3977
2_MV411-DMSO_1_183_R1_peak_45056_lociStitched	chr4	113898768	113901004	2	1981	2039.232	180.4452
1_MV411-DMSO_1_183_R1_peak_13358_lociStitched	chr12	54818680	54820915	1	2236	1613.4465	222.3825
2_MV411-DMSO_1_183_R1_peak_40605_lociStitched	chr3	34016018	34018252	2	1961	1289.6882	226.751
3_MV411-DMSO_1_183_R1_peak_61097_lociStitched	chrX	11340764	11342998	3	1768	1253.4974	136.4974
3_MV411-DMSO_1_183_R1_peak_8624_lociStitched	chr10	124339498	124341729	3	1063	925.4188	192.5353
2_MV411-DMSO_1_183_R1_peak_18320_lociStitched	chr15	40397085	40399315	2	1908	2155.964	381.999
3_MV411-DMSO_1_183_R1_peak_33507_lociStitched	chr2	146227633	146229861	3	1572	1320.3128	231.9348
MV411-DMSO_1_183_R1_peak_37755	chr21	33211179	33213406	1	2228	2562.1635	224.2589
2_MV411-DMSO_1_183_R1_peak_39700_lociStitched	chr22	46853375	46855602	2	1994	1906.9801	188.6269
4_MV411-DMSO_1_183_R1_peak_35552_lociStitched	chr20	4108377	4110604	4	1169	936.0081	288.6192
3_MV411-DMSO_1_183_R1_peak_33114_lociStitched	chr2	118901818	118904043	3	765	742.0375	278.57
1_MV411-DMSO_1_183_R1_peak_26834_lociStitched	chr18	45686585	45688810	1	2226	2758.555	282.13
1_MV411-DMSO_1_183_R1_peak_59904_lociStitched	chr9	113154886	113157111	1	2226	1676.0925	254.095
2_MV411-DMSO_1_183_R1_peak_41475_lociStitched	chr3	59984282	59986505	2	1255	2001.1446	292.7691
2_MV411-DMSO_1_183_R1_peak_28328_lociStitched	chr19	10372629	10374850	2	1758	2174.359	274.7377
3_MV411-DMSO_1_183_R1_peak_13683_lociStitched	chr12	68538793	68541014	3	1605	1163.5819	229.2072
2_MV411-DMSO_1_183_R1_peak_20221_lociStitched	chr15	100720479	100722700	2	1921	2029.3277	223.2105
1_MV411-DMSO_1_183_R1_peak_43572_lociStitched	chr3	196553167	196555388	1	2222	1791.4586	228.5409
1_MV411-DMSO_1_183_R1_peak_35531_lociStitched	chr20	4037129	4039349	1	2221	3761.124	314.352
2_MV411-DMSO_1_183_R1_peak_43959_lociStitched	chr4	10639181	10641400	2	1460	946.4035	219.681
3_MV411-DMSO_1_183_R1_peak_48999_lociStitched	chr6	7020563	7022782	3	1378	1050.9184	231.8855
2_MV411-DMSO_1_183_R1_peak_47014_lociStitched	chr5	92907876	92910095	2	921	681.4549	151.5577
1_MV411-DMSO_1_183_R1_peak_61822_lociStitched	chrX	74290467	74292685	1	2219	2934.414	112.009
2_MV411-DMSO_1_183_R1_peak_31623_lociStitched	chr2	50109657	50111874	2	819	878.3754	170.9307
2_MV411-DMSO_1_183_R1_peak_26987_lociStitched	chr18	51397640	51399857	2	1202	1026.6927	201.3036
3_MV411-DMSO_1_183_R1_peak_39279_lociStitched	chr22	39265091	39267308	3	1560	1601.3391	172.0392
2_MV411-DMSO_1_183_R1_peak_43251_lociStitched	chr3	185173863	185176079	2	1023	1334.9184	210.52
2_MV411-DMSO_1_183_R1_peak_40250_lociStitched	chr3	15439741	15441957	2	1204	863.3536	189.0248
3_MV411-DMSO_1_183_R1_peak_62044_lociStitched	chrX	119617545	119619760	3	1533	925.6485	128.913
3_MV411-DMSO_1_183_R1_peak_11851_lociStitched	chr11	124100576	124102789	3	1635	1392.1983	229.7094
2_MV411-DMSO_1_183_R1_peak_23559_lociStitched	chr17	17150145	17152358	2	1047	1077.9523	229.9307
1_MV411-DMSO_1_183_R1_peak_2947_lociStitched	chr1	109615552	109617764	1	2213	1473.192	243.5412
3_MV411-DMSO_1_183_R1_peak_46265_lociStitched	chr5	39759205	39761417	3	1599	1850.338	193.55
3_MV411-DMSO_1_183_R1_peak_62205_lociStitched	chrX	135487166	135489376	3	1001	654.381	95.472
3_MV411-DMSO_1_183_R1_peak_56272_lociStitched	chr8	42627350	42629557	3	1528	1308.3096	339.6573
1_MV411-DMSO_1_183_R1_peak_5807_lociStitched	chr1	240173661	240175867	1	2207	1996.2094	170.0826
2_MV411-DMSO_1_183_R1_peak_17192_lociStitched	chr14	76976483	76978688	2	1192	852.453	267.9075
2_MV411-DMSO_1_183_R1_peak_15282_lociStitched	chr13	23558698	23560902	2	497	863.0864	383.9368
1_MV411-DMSO_1_183_R1_peak_58866_lociStitched	chr9	36486498	36488701	1	2204	3283.1309	261.2758
3_MV411-DMSO_1_183_R1_peak_53540_lociStitched	chr7	45688860	45691063	3	1371	992.2312	228.6714
3_MV411-DMSO_1_183_R1_peak_48180_lociStitched	chr5	158464794	158466997	3	1462	962.9313	311.9448
2_MV411-DMSO_1_183_R1_peak_59042_lociStitched	chr9	77708629	77710830	2	1859	1418.5445	67.7908
1_MV411-DMSO_1_183_R1_peak_38949_lociStitched	chr22	31637331	31639531	1	2201	4607.46	190.74
2_MV411-DMSO_1_183_R1_peak_21870_lociStitched	chr16	57590640	57592840	2	939	540.98	252.78
2_MV411-DMSO_1_183_R1_peak_57477_lociStitched	chr8	119916872	119919072	2	1840	1654.4	230.12
1_MV411-DMSO_1_183_R1_peak_2336_lociStitched	chr1	70220536	70222736	1	2201	3952.74	220.22
2_MV411-DMSO_1_183_R1_peak_51753_lociStitched	chr6	139294710	139296908	2	514	549.7198	216.0634
2_MV411-DMSO_1_183_R1_peak_42282_lociStitched	chr3	128415850	128418048	2	1502	1215.7138	276.2886
2_MV411-DMSO_1_183_R1_peak_35768_lociStitched	chr20	11217024	11219221	2	769	888.9062	242.3291
1_MV411-DMSO_1_183_R1_peak_51172_lociStitched	chr6	106518645	106520841	1	2197	2398.9104	256.7124
2_MV411-DMSO_1_183_R1_peak_54947_lociStitched	chr7	138170805	138173001	2	1980	1177.4952	191.4912
3_MV411-DMSO_1_183_R1_peak_33814_lociStitched	chr2	168755919	168758114	3	1012	938.8015	185.697
3_MV411-DMSO_1_183_R1_peak_46766_lociStitched	chr5	76580971	76583165	3	1243	884.8402	159.5038
2_MV411-DMSO_1_183_R1_peak_6744_lociStitched	chr10	35449820	35452014	2	1525	1056.1916	228.8342
2_MV411-DMSO_1_183_R1_peak_27607_lociStitched	chr18	79682952	79685146	2	1490	1445.4072	353.4534
3_MV411-DMSO_1_183_R1_peak_40045_lociStitched	chr3	10550645	10552838	3	1410	1401.9849	255.7038
2_MV411-DMSO_1_183_R1_peak_16459_lociStitched	chr14	43416989	43419182	2	1944	1115.7984	166.668
3_MV411-DMSO_1_183_R1_peak_8328_lociStitched	chr10	104349229	104351419	3	1476	1420.653	324.339
2_MV411-DMSO_1_183_R1_peak_46573_lociStitched	chr5	65844362	65846551	2	1775	1622.9246	243.8546
2_MV411-DMSO_1_183_R1_peak_54007_lociStitched	chr7	77126849	77129038	2	857	762.6476	89.0923
2_MV411-DMSO_1_183_R1_peak_37048_lociStitched	chr20	51236664	51238853	2	1872	1108.2907	157.8269
2_MV411-DMSO_1_183_R1_peak_61853_lociStitched	chrX	79258529	79260717	2	1850	1330.0852	109.1812
2_MV411-DMSO_1_183_R1_peak_2124_lociStitched	chr1	58523229	58525415	2	1118	862.8142	253.3574
1_MV411-DMSO_1_183_R1_peak_2088_lociStitched	chr1	54964843	54967029	1	2187	2549.7504	267.3478
2_MV411-DMSO_1_183_R1_peak_10928_lociStitched	chr11	74734761	74736946	2	1848	1599.857	239.2575
2_MV411-DMSO_1_183_R1_peak_22589_lociStitched	chr16	87303688	87305873	2	1284	1036.7825	277.932
2_MV411-DMSO_1_183_R1_peak_59693_lociStitched	chr9	108834446	108836631	2	1958	1806.995	264.1665
2_MV411-DMSO_1_183_R1_peak_25536_lociStitched	chr17	73429700	73431885	2	1182	1172.034	325.3465
2_MV411-DMSO_1_183_R1_peak_43346_lociStitched	chr3	187739737	187741921	2	1556	1204.476	221.2392
1_MV411-DMSO_1_183_R1_peak_60027_lociStitched	chr9	120583067	120585251	1	2185	1636.6896	180.3984
2_MV411-DMSO_1_183_R1_peak_52238_lociStitched	chr6	159092097	159094280	2	1932	1334.9045	204.5471
2_MV411-DMSO_1_183_R1_peak_17759_lociStitched	chr14	100191683	100193865	2	1985	4193.804	340.8284
3_MV411-DMSO_1_183_R1_peak_40892_lociStitched	chr3	45972084	45974263	3	1301	873.3432	221.8222
3_MV411-DMSO_1_183_R1_peak_39156_lociStitched	chr22	37573947	37576126	3	769	626.8983	228.5771
1_MV411-DMSO_1_183_R1_peak_56750_lociStitched	chr8	70393293	70395472	1	2180	2666.2244	463.6912
2_MV411-DMSO_1_183_R1_peak_32582_lociStitched	chr2	97869486	97871664	2	1812	1152.162	208.8702
2_MV411-DMSO_1_183_R1_peak_35465_lociStitched	chr20	2750440	2752618	2	1062	818.2746	293.5944
3_MV411-DMSO_1_183_R1_peak_6453_lociStitched	chr10	23796855	23799032	3	1426	1082.4044	183.3034
3_MV411-DMSO_1_183_R1_peak_53655_lociStitched	chr7	55533086	55535262	3	1627	2364.224	286.7968
2_MV411-DMSO_1_183_R1_peak_49226_lociStitched	chr6	13302287	13304463	2	1838	2097.8816	229.3504
1_MV411-DMSO_1_183_R1_peak_8756_lociStitched	chr10	129139936	129142110	1	2175	1216.1356	90.4384
1_MV411-DMSO_1_183_R1_peak_25822_lociStitched	chr17	77689986	77692160	1	2175	2272.917	264.141
2_MV411-DMSO_1_183_R1_peak_46037_lociStitched	chr5	16726343	16728516	2	493	601.0518	250.3296
2_MV411-DMSO_1_183_R1_peak_59574_lociStitched	chr9	100410149	100412321	2	1257	1275.1812	208.0776
2_MV411-DMSO_1_183_R1_peak_55621_lociStitched	chr8	13854740	13856912	2	1677	1409.4108	344.9136
1_MV411-DMSO_1_183_R1_peak_36597_lociStitched	chr20	43723811	43725983	1	2173	1607.0628	179.19
2_MV411-DMSO_1_183_R1_peak_60029_lociStitched	chr9	120734749	120736920	2	1670	943.7337	138.944
3_MV411-DMSO_1_183_R1_peak_6992_lociStitched	chr10	58320928	58323098	3	792	832.846	184.016
1_MV411-DMSO_1_183_R1_peak_16205_lociStitched	chr14	21455325	21457495	1	2171	3444.875	245.644
2_MV411-DMSO_1_183_R1_peak_40523_lociStitched	chr3	30683834	30686004	2	589	923.769	239.351
2_MV411-DMSO_1_183_R1_peak_43923_lociStitched	chr4	8346975	8349144	2	492	761.5359	223.407
1_MV411-DMSO_1_183_R1_peak_24349_lociStitched	chr17	39753177	39755345	1	2169	5761.8936	197.0712
2_MV411-DMSO_1_183_R1_peak_33134_lociStitched	chr2	119402951	119405118	2	956	844.4799	307.9307
2_MV411-DMSO_1_183_R1_peak_46579_lociStitched	chr5	66279583	66281749	2	514	477.1698	168.5148
2_MV411-DMSO_1_183_R1_peak_18259_lociStitched	chr15	39426624	39428787	2	1894	2171.8683	244.6353
3_MV411-DMSO_1_183_R1_peak_45279_lociStitched	chr4	139418470	139420633	3	1544	1093.1802	245.7168
2_MV411-DMSO_1_183_R1_peak_58236_lociStitched	chr8	143567987	143570150	2	1713	2008.7781	309.0927
1_MV411-DMSO_1_183_R1_peak_38950_lociStitched	chr22	31660722	31662884	1	2163	2789.4124	293.5996
1_MV411-DMSO_1_183_R1_peak_31933_lociStitched	chr2	65435436	65437597	1	2162	6374.3017	348.7854
2_MV411-DMSO_1_183_R1_peak_36119_lociStitched	chr20	25360568	25362729	2	1900	1564.7801	218.6932
2_MV411-DMSO_1_183_R1_peak_24908_lociStitched	chr17	50975708	50977867	2	615	828.6242	243.7511
1_MV411-DMSO_1_183_R1_peak_56217_lociStitched	chr8	41004915	41007074	1	2160	2626.8553	368.3254
2_MV411-DMSO_1_183_R1_peak_39019_lociStitched	chr22	35535555	35537714	2	1956	1870.3417	255.1938
1_MV411-DMSO_1_183_R1_peak_22757_lociStitched	chr16	89763804	89765962	1	2159	2841.4386	287.8772
3_MV411-DMSO_1_183_R1_peak_54695_lociStitched	chr7	118641210	118643366	3	861	937.4288	163.2092
1_MV411-DMSO_1_183_R1_peak_47089_lociStitched	chr5	97117851	97120004	1	2154	1952.1251	197.2148
2_MV411-DMSO_1_183_R1_peak_11783_lociStitched	chr11	121588969	121591122	2	1954	1581.8091	335.2221
2_MV411-DMSO_1_183_R1_peak_11691_lociStitched	chr11	119039882	119042035	2	1347	817.2788	140.1603
1_MV411-DMSO_1_183_R1_peak_27645_lociStitched	chr19	487933	490085	1	2153	7304.1032	360.0296
3_MV411-DMSO_1_183_R1_peak_21560_lociStitched	chr16	46979802	46981954	3	1603	1134.104	205.0856
1_MV411-DMSO_1_183_R1_peak_22569_lociStitched	chr16	86017464	86019615	1	2152	3028.608	230.8023
3_MV411-DMSO_1_183_R1_peak_26787_lociStitched	chr18	35808482	35810631	3	1677	1718.1255	197.2782
1_MV411-DMSO_1_183_R1_peak_16060_lociStitched	chr13	112582287	112584435	1	2149	1450.7592	107.6148
2_MV411-DMSO_1_183_R1_peak_15776_lociStitched	chr13	50892721	50894869	2	1816	1110.9456	95.1564
2_MV411-DMSO_1_183_R1_peak_23670_lociStitched	chr17	19398437	19400583	2	1136	907.1142	194.6422
4_MV411-DMSO_1_183_R1_peak_25523_lociStitched	chr17	73141620	73143766	4	1422	1150.8998	154.512
3_MV411-DMSO_1_183_R1_peak_36193_lociStitched	chr20	32389646	32391792	3	828	726.2064	259.666
1_MV411-DMSO_1_183_R1_peak_8010_lociStitched	chr10	96123575	96125721	1	2147	2636.1464	281.5552
2_MV411-DMSO_1_183_R1_peak_46753_lociStitched	chr5	75845377	75847522	2	1063	726.5115	164.9505
3_MV411-DMSO_1_183_R1_peak_35629_lociStitched	chr20	5142105	5144250	3	1423	1049.1195	211.2825
3_MV411-DMSO_1_183_R1_peak_31505_lociStitched	chr2	46367948	46370092	3	1169	893.4048	231.3376
2_MV411-DMSO_1_183_R1_peak_44524_lociStitched	chr4	70942783	70944927	2	1287	956.4384	196.3904
3_MV411-DMSO_1_183_R1_peak_24417_lociStitched	chr17	41497022	41499166	3	1184	1400.6752	336.3936
1_MV411-DMSO_1_183_R1_peak_22856_lociStitched	chr17	1361924	1364066	1	2143	1736.3052	213.5574
3_MV411-DMSO_1_183_R1_peak_61736_lociStitched	chrX	65750404	65752545	3	1069	936.9016	127.6036
3_MV411-DMSO_1_183_R1_peak_44633_lociStitched	chr4	77585699	77587840	3	1330	1054.2284	231.8703
2_MV411-DMSO_1_183_R1_peak_52674_lociStitched	chr7	4108433	4110572	2	1409	1147.3596	259.0329
3_MV411-DMSO_1_183_R1_peak_21497_lociStitched	chr16	31301167	31303304	3	1580	1608.9473	143.8201
1_MV411-DMSO_1_183_R1_peak_39731_lociStitched	chr22	49760251	49762386	1	2136	3800.727	316.6205
2_MV411-DMSO_1_183_R1_peak_4479_lociStitched	chr1	184417807	184419941	2	1858	1580.4404	258.8542
2_MV411-DMSO_1_183_R1_peak_55579_lociStitched	chr8	11455900	11458034	2	1615	1778.0488	344.0008
2_MV411-DMSO_1_183_R1_peak_51228_lociStitched	chr6	108689073	108691207	2	1876	1719.1504	259.281
2_MV411-DMSO_1_183_R1_peak_31295_lociStitched	chr2	42692405	42694538	2	1877	1628.1189	313.7643
3_MV411-DMSO_1_183_R1_peak_29004_lociStitched	chr19	29285132	29287264	3	1102	1125.696	304.2364
2_MV411-DMSO_1_183_R1_peak_27957_lociStitched	chr19	4241337	4243469	2	1896	2153.5332	393.7804
2_MV411-DMSO_1_183_R1_peak_35189_lociStitched	chr2	238775972	238778103	2	1878	1848.2163	168.7752
2_MV411-DMSO_1_183_R1_peak_32321_lociStitched	chr2	79799390	79801521	2	1658	1383.019	206.9201
3_MV411-DMSO_1_183_R1_peak_23590_lociStitched	chr17	17711124	17713254	3	1224	952.749	214.065
1_MV411-DMSO_1_183_R1_peak_53708_lociStitched	chr7	66492335	66494465	1	2131	3831.444	320.778
2_MV411-DMSO_1_183_R1_peak_59398_lociStitched	chr9	95510788	95512918	2	970	1675.671	240.264
1_MV411-DMSO_1_183_R1_peak_646_lociStitched	chr1	18950732	18952862	1	2131	1749.156	268.593
2_MV411-DMSO_1_183_R1_peak_18723_lociStitched	chr15	52289406	52291536	2	948	557.634	169.974
