,mr351-MV411-DMSO-r1,mr352-MV411-DMSO-r2,mr353-MV411-DMSO-r3,mr354-MV411-DMSO-r4,mr355-MV411-72h_MEIS1-r1,mr356-MV411-72h_MEIS1-r2,mr357-MV411-72h_MEIS1-r3,mr358-MV411-72h_MEIS1-r4
MTERF3,382.0,660.0,704.0,504.0,506.0,419.0,454.0,895.0
PTDSS1,4606.0,8399.0,7726.0,5276.0,4424.0,3576.0,3683.0,7474.0
PPP2R2B,0.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0
RPL30,11781.0,21279.0,22901.0,14625.0,11644.0,11019.0,11056.0,26129.0
KCNS2,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
PABIR3,82.0,107.0,117.52,83.0,50.0,75.0,67.0,111.0
SUPV3L1,588.0,928.0,926.0,687.0,555.0,521.0,501.0,1109.0
PABIR2,1130.0,1704.0,1808.0,1433.0,1122.0,1227.0,1102.0,2200.0
EEF1A1,257240.0,438370.0,451000.0,306040.0,231780.0,211350.0,211080.0,462040.0
FBXO43,104.0,124.0,129.0,104.0,93.0,101.0,81.0,156.0
HKDC1,0.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0
HK1,1577.0,2411.0,2500.0,1646.0,1450.0,1230.0,1219.0,2679.0
TYSND1,201.0,391.0,312.0,221.0,215.0,150.0,154.0,424.0
PHF6,1032.0,1210.0,1356.0,1062.0,763.0,838.0,791.0,1582.0
CD109,122.0,219.0,229.0,150.0,54.0,46.0,58.0,83.0
NODAL,0.0,0.0,2.41,0.0,0.0,0.0,0.0,2.0
PRG3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UBE2L6,113.0,198.0,169.0,113.0,65.0,68.0,57.0,144.0
ZDHHC5,2943.0,4661.0,4066.0,3048.0,2422.0,2162.0,2151.0,4181.0
MED19,231.0,415.0,327.0,281.0,171.0,157.0,172.0,364.0
ZFAND3,1013.0,1785.0,1852.0,1233.0,815.0,768.0,725.0,1500.0
NPTN,654.0,948.0,1051.0,740.0,705.0,667.0,642.0,1260.0
KAT6B,1148.0,1463.0,1453.0,1142.0,599.0,723.0,692.0,1289.0
SAMD8,196.0,288.0,371.0,264.0,146.0,184.0,191.0,302.0
RAB11FIP1,1135.2,1774.6,1778.3,1242.4,1006.9,1007.3,946.77,2060.7
UNC5D,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GLYATL2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UTP14A,1061.9,1643.1,1605.1,1187.1,906.14,826.14,727.73,1669.1
AIFM1,1314.0,2160.0,2201.0,1575.0,1336.0,1231.0,1075.0,2420.0
MAPK13,10.0,12.0,12.0,12.0,14.0,7.0,13.0,31.0
BAG4,1138.0,1539.1,1822.7,1385.0,983.02,1111.0,1053.0,2204.1
MS4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TBC1D31,374.0,557.0,553.0,435.0,336.0,327.0,297.0,643.0
NTAQ1,204.0,374.0,447.0,257.0,237.0,219.0,200.0,485.0
ATAD2,5065.0,6869.0,7370.0,5332.0,4602.0,4687.0,4386.0,8702.0
FBXO32,98.0,182.0,174.0,119.0,73.0,88.0,83.0,147.0
NSMCE2,317.0,468.0,521.0,339.0,267.0,250.0,276.0,540.0
ZNF689,300.0,549.0,455.0,346.0,292.0,262.0,255.0,530.0
PRR14,562.0,1096.0,932.0,767.0,531.0,474.0,441.0,934.0
FBRS,2147.0,3614.0,3080.0,2356.0,1578.0,1380.0,1352.0,2698.0
FRRS1,74.0,121.0,127.0,84.0,65.0,60.0,45.0,91.0
PHKG2,285.0,576.89,493.74,382.32,390.08,376.77,274.53,694.38
MFSD14A,1012.9,1541.2,1663.4,1260.2,1010.4,1088.5,1037.3,2029.3
SASS6,474.0,530.0,629.0,593.0,430.0,469.0,407.0,812.0
ITGAD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALSU1,171.0,337.0,342.97,238.63,220.0,181.94,167.0,384.0
VPS8,374.0,634.0,622.0,424.0,418.0,368.0,366.0,758.0
GALK2,382.2,547.27,605.19,402.91,305.0,290.63,302.38,595.0
LHFPL4,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0
B3GNT7,3509.0,5759.0,4769.0,3356.0,3520.0,2855.0,2831.0,6142.0
MPV17L,334.0,522.0,554.0,397.0,267.0,290.0,242.0,583.0
BUB1B,2375.0,3378.0,3451.0,2607.0,2054.0,2040.0,1907.0,3981.0
PDE6D,325.0,512.0,547.0,406.0,327.0,305.0,263.0,588.0
EIF4A2,5303.0,8123.0,9398.8,6419.6,6442.5,6752.7,6219.3,12812.0
BRPF1,972.0,1575.0,1383.0,1018.0,791.0,695.0,694.0,1532.0
RPUSD3,420.0,777.0,699.0,478.0,422.0,375.0,375.0,835.0
TATDN2,1288.4,2547.8,2169.5,1451.4,1241.8,1070.2,1077.9,2304.9
GHRL,31.0,73.0,67.0,33.0,36.0,23.0,25.0,67.0
SEC13,1100.0,2024.0,1872.0,1206.0,1064.0,868.0,926.0,1920.0
CIBAR1P1,12.0,12.0,9.0,12.0,11.0,3.0,7.12,30.25
EXOG,148.0,252.0,230.0,163.0,140.0,145.0,124.0,303.0
NTAN1,194.41,412.81,449.56,346.88,262.32,235.21,262.35,583.71
NMNAT2,5.0,15.0,14.0,10.0,5.0,9.0,10.0,19.0
ZFYVE9,49.0,88.0,63.0,49.0,51.0,36.0,42.0,92.0
ATP2B2,6.0,10.0,11.0,9.0,6.0,2.0,4.0,6.0
SMG1,3000.0,4106.7,4037.8,3176.7,2481.3,2586.5,2457.0,4879.0
FCHO2,56.0,69.0,73.0,56.0,36.0,57.0,46.0,82.0
RBPMS,17.0,24.0,19.0,23.0,11.0,12.0,10.0,25.0
TIMP4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN2,16.0,35.0,38.0,31.0,23.0,15.0,31.0,38.0
ODR4,294.0,399.0,455.0,367.0,297.0,300.0,263.0,593.0
CPT2,647.12,1152.9,1187.7,821.89,688.8,594.89,635.88,1330.9
NECAP2,666.0,1122.0,1085.0,743.0,621.0,546.0,550.0,1182.0
LRP8,1487.7,2078.6,2181.1,1751.7,1455.0,1457.8,1308.6,2746.0
CDCP2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
PAXIP1,750.0,1114.0,1131.1,832.22,703.91,679.91,666.45,1298.0
SSBP3,662.0,1014.0,937.0,752.0,489.0,465.0,432.0,911.0
CLDN12,176.0,253.0,272.0,194.0,216.0,208.0,160.0,385.0
MMP14,5898.0,9959.0,9649.0,7083.0,4076.0,3795.0,3754.0,7673.0
FZD1,144.0,221.0,190.0,153.0,112.0,143.0,117.0,248.0
GATAD1,415.0,653.0,738.0,501.0,416.0,394.0,388.0,851.0
SUSD3,98.0,243.0,178.0,119.0,140.0,76.0,84.0,182.0
ZFHX2-AS1,123.02,175.19,154.41,107.2,109.04,91.37,106.71,177.57
TMED6,5.0,9.0,15.0,10.0,8.0,10.0,6.0,12.0
CLEC18A,2.67,7.96,0.0,0.4,0.0,3.79,0.0,2.18
DHRS4,158.65,345.09,378.01,253.56,184.86,146.59,174.1,436.41
C1orf158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC18C,0.0,2.25,5.68,3.77,2.08,0.0,5.0,9.46
ARMC12,1.0,1.0,5.0,2.0,1.0,3.0,5.0,2.0
DDX19B,425.25,794.58,916.81,548.3,447.03,434.19,403.46,822.73
ST3GAL2,294.0,545.0,519.0,386.0,309.0,256.0,240.0,573.0
FCSK,100.0,157.0,148.0,98.0,92.0,85.0,82.0,156.0
DHRS1,77.0,155.0,186.0,101.0,103.0,108.0,71.0,188.0
CACNA1D,54.91,66.0,72.95,31.0,84.74,66.42,65.24,141.88
ARSL,6.0,13.0,22.0,11.0,17.0,12.0,10.0,19.0
KIT,21.0,38.0,37.0,17.0,14.0,34.0,27.0,44.0
HYDIN,0.0,0.0,0.0,1.36,0.68,2.0,0.0,1.0
AASDH,217.0,316.0,379.0,264.0,225.0,229.0,212.0,433.0
ZNF19,18.21,26.95,28.7,24.0,19.0,20.0,19.0,27.82
CACNA2D3,45.0,89.0,110.0,56.0,133.0,130.0,125.0,222.0
RNF111,576.0,879.0,884.0,636.0,462.0,456.0,413.0,877.0
CCNB2,1208.0,2102.0,2136.0,1420.0,1337.0,1262.0,1199.0,2623.0
FAM81A,151.0,216.0,204.0,146.0,130.0,109.0,127.0,232.0
MYO1E,433.0,641.0,643.0,374.0,268.0,269.0,236.0,491.0
APPL1,1598.0,2160.0,2352.0,1714.0,1206.0,1261.0,1169.6,2378.0
TSC22D3,676.0,1603.0,2015.0,1100.0,518.0,592.0,636.0,967.0
VPS26C,896.0,1437.0,1502.0,1061.0,790.0,747.0,767.0,1665.0
DYRK1A,1667.0,2391.0,2578.0,1933.0,1482.0,1548.0,1386.0,2918.0
ERG,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0
ETS2,2020.0,3234.0,3360.0,2412.0,1947.0,1810.0,1693.0,3764.0
TSPAN18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LCA5L,11.0,14.95,9.68,11.0,10.0,9.4,8.0,14.34
SLC35B2,542.0,1133.0,916.0,647.0,565.0,450.0,464.0,937.0
TMEM164,1722.0,2756.0,2523.0,1928.0,1710.0,1580.0,1423.0,2871.0
MX1,19.0,25.0,33.0,11.0,10.0,21.0,11.0,20.0
CREB3L1,1.0,1.0,3.0,6.0,1.0,2.0,1.0,3.0
C2CD2,174.0,279.0,277.0,205.0,162.0,162.0,180.0,335.0
TAB3,643.0,775.0,829.0,604.0,483.0,509.0,470.0,959.0
SLC38A10,2798.5,4785.9,3972.2,2958.9,2256.3,1985.0,1928.0,4032.4
C9orf43,8.0,11.0,8.0,5.0,6.0,8.0,9.0,13.0
PALM2AKAP2,0.0,0.0,0.0,0.0,0.0,0.0,6.85,0.0
ZNF618,1509.0,2172.0,1977.0,1446.0,918.0,886.0,904.0,1660.0
DGKI,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0
TMEM268,258.0,419.0,414.0,300.0,203.0,205.0,204.0,407.0
SVOPL,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0
SNX22,118.52,135.59,171.69,155.51,92.51,95.5,93.16,290.13
UBN2,911.0,1252.0,1166.0,1055.0,798.0,832.0,758.0,1537.0
BRAF,781.82,999.36,1027.7,779.0,511.41,588.95,554.72,1114.8
SLC34A2,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
PSMG3,258.0,474.0,432.0,255.0,264.0,210.0,219.0,486.0
CABP1,6.0,7.0,13.0,8.0,6.0,7.0,7.0,11.0
WDR19,148.0,257.0,260.0,196.0,173.0,142.0,146.0,279.0
SLC37A3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AP3S2,255.0,426.41,461.0,272.0,231.1,217.75,246.0,435.0
FMNL2,7.0,15.0,9.0,6.0,10.0,4.0,4.0,17.0
GAREM2,196.0,393.0,322.0,215.0,198.0,143.0,191.0,363.0
SPPL3,415.0,742.0,744.0,465.0,446.0,388.0,334.0,721.0
DPYSL5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC1,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0
RAB28,234.0,384.0,407.0,271.0,287.0,244.0,224.0,448.0
PRXL2B,215.0,453.0,407.0,279.0,285.0,183.0,207.08,477.0
TNFRSF14,244.81,443.69,422.46,265.89,402.31,333.19,348.3,684.23
PANK4,212.0,394.0,357.0,251.0,228.0,148.0,194.0,369.0
MEGF11,3.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0
C12orf43,282.0,494.0,451.0,291.0,301.0,228.0,216.0,487.0
PEX10,147.93,288.44,287.62,174.31,153.34,148.89,126.38,289.71
RER1,1124.1,1920.6,1832.4,1253.7,1266.7,1086.1,1021.6,2241.3
RADIL,70.0,152.0,108.0,56.0,45.0,42.0,37.0,81.0
SKI,1910.0,2893.0,2681.0,2099.0,1646.0,1466.0,1396.0,2793.0
WIPI2,1254.0,2355.0,2158.0,1446.0,1340.0,1220.0,1055.0,2482.0
LDLRAP1,400.0,746.0,693.0,477.0,409.0,376.0,350.0,753.0
KRTCAP3,2.0,9.0,6.0,3.0,1.0,3.0,3.0,4.0
ANKRD61,2.0,2.0,8.0,5.0,3.0,3.0,1.0,3.0
PAFAH2,248.0,412.0,397.0,254.0,214.0,222.0,222.0,431.0
EXTL1,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0
BABAM2,572.56,944.74,1011.0,687.39,509.0,508.62,521.0,1045.0
TRIM63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP251,18.0,39.0,50.19,28.0,12.25,16.0,16.0,16.6
MRPL17,776.0,1334.0,1351.0,837.0,833.0,640.0,633.0,1507.0
DUSP2,93.0,163.0,142.0,69.0,87.0,52.0,54.0,114.0
GRHL3,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0
UBXN11,311.07,562.35,569.16,440.13,300.12,260.02,258.05,621.22
PTPDC1,117.0,209.0,228.0,136.0,108.0,97.0,106.0,201.0
NCK1,433.0,544.0,669.0,524.0,392.0,390.0,430.0,817.0
HPD,227.0,359.0,401.0,259.0,162.0,168.0,172.0,344.0
RHPN1,40.0,111.0,82.0,69.0,43.0,54.0,55.0,79.0
TPRG1L,567.0,907.0,897.0,613.0,579.0,553.0,539.0,1092.0
LRRC43,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
PRXL2C,210.0,339.0,368.0,252.0,195.0,235.0,171.0,416.0
XKR8,45.0,96.0,88.0,48.0,53.0,29.0,39.0,82.0
CNNM4,186.0,280.0,264.0,202.0,152.0,135.0,159.0,266.0
EYA3,1171.0,1813.0,1630.0,1181.0,967.0,877.0,836.0,1722.0
DZIP1L,1.0,5.0,2.0,0.0,1.0,4.0,2.0,5.0
FANCC,260.0,472.0,423.0,325.0,267.0,223.0,203.0,495.0
MRAS,434.0,732.0,578.0,474.0,386.0,370.0,360.0,748.0
WASF2,5049.0,8088.0,7739.9,5559.0,4158.0,3956.0,3815.0,7046.0
ABHD3,225.0,442.0,440.0,290.0,354.0,377.0,356.0,672.0
ESYT3,13.0,22.0,17.0,18.0,14.0,7.0,14.0,30.0
FAIM,46.0,57.0,54.0,54.0,35.0,34.0,31.0,88.0
TENT5B,20.0,44.0,40.0,28.0,19.0,12.0,20.0,26.0
CLSTN2,430.0,600.0,486.0,361.0,520.0,503.0,454.0,962.0
COLEC12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF207,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
CUL4B,1279.0,1624.0,2026.0,1512.0,1149.0,1282.0,1132.0,2254.0
GPR153,91.0,160.0,135.0,100.0,90.0,59.0,70.0,136.0
SLC13A3,192.0,370.0,376.0,249.0,82.0,94.0,97.0,143.0
GPRASP2,24.0,58.65,47.0,33.68,23.0,22.38,21.0,56.0
AUTS2,19.0,25.0,18.0,15.0,8.0,8.0,10.0,18.0
SHROOM4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
H2BC5,37.0,56.0,57.0,38.0,29.0,24.0,40.0,102.0
CDC25C,247.0,449.0,439.0,304.0,230.0,220.0,231.0,486.0
H4C8,16.0,36.0,28.0,28.0,14.0,20.0,19.0,56.0
MITD1,427.0,661.0,707.0,543.0,421.0,408.0,384.0,900.0
EIF5B,6284.3,9084.8,10738.0,8359.9,7042.8,7704.0,6461.2,15274.0
RIBC1,6.0,8.0,2.0,2.0,4.0,4.0,0.0,9.0
TMSB15B,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
CATIP,0.0,6.28,1.0,2.0,1.0,4.0,2.0,6.0
CNOT11,1067.0,1743.0,1820.0,1327.0,1019.0,1085.0,1051.0,2069.0
KCNB1,2.0,2.09,4.0,7.0,2.0,2.0,5.42,7.0
TSPAN33,19.0,36.0,38.0,21.0,22.0,15.0,14.0,54.0
NRG2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
AHCYL2,207.0,300.0,310.0,226.0,186.0,156.0,174.0,319.0
B4GALT5,2060.0,3381.0,3234.0,2318.0,1868.0,1692.0,1579.0,3579.0
CD1D,74.0,128.0,150.0,105.0,34.0,23.0,38.0,75.0
CD1A,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
SPATA2,232.0,395.0,373.0,239.0,215.0,173.0,168.0,383.0
CD1C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SNX29P1,1.64,3.96,9.16,1.37,2.89,3.29,0.0,1.68
FAM86C1P,93.0,128.47,117.61,83.85,58.01,67.0,54.0,117.0
DNAH3,6.0,10.0,4.0,5.0,3.0,2.0,5.0,12.0
CD1E,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
HMHB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CPA2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NCF1,500.74,932.04,936.33,673.02,301.32,299.19,303.72,541.25
CPA5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
TSR2,338.0,621.0,558.0,455.0,315.0,269.0,232.0,652.0
ZC3H18,1900.0,2666.0,2374.0,2014.0,1346.0,1181.0,1096.0,2664.0
ZFAND2B,358.0,644.0,637.0,416.0,342.0,285.0,237.0,659.0
GDPD5,91.0,191.0,160.0,119.0,92.0,73.0,95.0,181.0
PFKFB1,1.0,8.0,3.0,1.0,0.0,1.0,1.0,1.0
ALAS2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
TMED4,728.0,1241.0,1188.0,841.0,705.0,614.0,605.0,1273.0
PPP1R15B,1982.0,2840.0,2840.0,2177.0,1716.0,1751.0,1524.0,3231.0
COPG2,1000.0,1780.0,1800.0,1071.0,1101.0,936.0,984.0,2193.0
EMSY,584.0,752.0,730.0,608.0,450.0,445.0,464.0,847.0
GPAT4,1198.0,2133.0,2063.0,1428.0,1320.0,1153.0,1139.0,2496.0
PKD1L1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
ZSCAN12,126.0,193.0,182.0,110.0,96.0,84.0,100.0,199.0
TAGLN2,7986.0,15137.0,14128.0,9141.0,7339.0,6153.0,6390.0,13540.0
ELK4,1267.9,1671.0,1744.0,1368.0,935.0,1096.0,971.0,1898.0
SLAMF8,43.77,69.67,82.0,49.42,83.0,61.49,68.0,103.65
SLC45A3,146.0,246.0,213.0,140.0,68.0,63.0,52.0,104.0
DUSP23,100.0,223.0,197.0,106.0,102.0,80.0,92.0,174.0
RNF166,615.0,1128.0,885.0,655.0,624.22,534.0,537.0,1084.0
NBL1,13.0,35.0,33.0,36.0,18.0,5.0,7.27,22.0
F11R,242.0,443.0,495.0,315.0,260.0,246.0,274.0,435.94
USF1,750.0,1300.0,1344.0,927.0,838.0,723.0,710.0,1711.0
PLA2G2F,1.0,4.0,9.0,5.0,2.0,1.0,3.0,7.0
SPATA2L,72.0,152.0,118.0,73.0,48.0,51.0,34.0,106.0
NIT1,127.03,306.63,238.62,175.76,177.52,120.9,123.64,282.44
DEDD,513.97,863.37,806.38,555.24,530.48,481.1,474.36,951.56
ZNF276,792.61,1434.8,1280.0,901.75,896.64,776.16,700.37,1591.7
NPM2,45.0,52.0,55.0,44.0,21.0,26.0,21.0,56.0
EDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
FGF17,3.0,1.0,5.0,5.0,2.0,3.0,3.0,5.0
CDA,9.0,7.0,5.0,7.0,11.0,8.0,3.0,9.0
PINK1,606.5,1067.3,1006.0,700.69,660.1,509.01,479.72,1141.2
B4GALT3,507.87,850.63,815.06,548.34,407.83,374.38,356.74,712.03
DMTN,0.0,6.0,1.0,0.0,2.0,2.0,0.0,1.0
ADAMTS4,6.0,10.0,17.0,7.0,10.0,2.0,5.0,10.0
FHIP2B,369.0,664.0,625.0,390.0,369.0,285.0,277.0,611.0
NDUFS2,2119.0,4018.0,3859.0,2600.0,2335.0,1990.0,1880.0,4288.0
SLC5A11,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
FCER1G,465.0,709.0,800.0,583.0,455.0,453.0,483.0,880.0
APOA2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
TOMM40L,309.71,604.39,528.61,381.67,327.08,295.0,281.96,549.0
MPZ,180.0,254.0,324.0,209.0,121.0,132.0,94.0,244.0
CCAR2,3454.6,6205.4,5706.6,3826.3,3328.8,2845.6,2779.1,6032.1
CACHD1,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
CDC42SE2,2074.0,2948.0,3362.0,2489.0,1825.0,1925.0,1747.0,3693.0
RAPGEF6,1329.0,1611.0,1726.0,1232.0,818.0,912.0,879.0,1703.0
EPB41,1886.0,2809.0,2879.6,2037.0,1562.0,1491.0,1470.0,2793.0
MIS18A,340.0,668.0,713.0,476.0,429.0,457.0,376.0,835.0
ALG8,870.0,1385.0,1510.0,1021.0,882.0,812.0,739.0,1675.0
FBXW5,829.0,1702.0,1477.0,895.0,902.0,655.0,710.0,1438.0
CFAP298,667.09,1211.1,1184.9,852.21,684.5,588.44,587.89,1338.8
SYNJ1,298.0,436.0,395.0,331.0,268.0,318.0,267.0,524.0
PAXBP1,1036.0,1385.0,1590.0,1299.0,1141.0,1142.0,1103.0,2239.0
IFNAR2,903.61,1513.4,1740.9,1095.6,1060.3,978.65,902.28,1881.7
MRPL10,438.0,861.0,800.0,458.0,382.0,349.0,331.0,730.0
IFNGR2,897.0,1753.0,1871.0,1258.0,936.0,874.0,943.0,1808.0
GART,3056.4,4627.4,4484.8,3178.8,2675.4,2357.0,2432.9,5184.1
SON,9185.6,13663.0,12938.0,9016.2,7810.6,7344.0,7015.0,14619.0
DONSON,411.0,610.0,682.0,517.0,427.0,439.0,449.0,869.0
SV2A,52.0,81.0,77.0,45.0,33.0,40.0,38.0,78.0
CSRP1,1348.0,2431.4,2327.2,1598.3,1380.0,1109.0,1064.0,2385.0
HOXB13,4.0,11.0,5.0,6.0,2.0,2.0,2.0,3.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KCNE2,2.0,1.0,2.0,0.0,0.0,1.23,1.44,1.0
ATP5MC1,562.0,1259.0,1179.0,692.0,766.0,621.0,640.0,1360.0
RCAN1,566.0,884.0,836.0,622.0,669.0,632.0,592.0,1217.0
UBE2Z,1294.0,2403.0,2210.0,1550.0,1386.0,1147.0,1139.0,2314.0
CIART,17.0,29.0,34.0,16.0,5.0,5.0,16.0,14.0
SNF8,563.0,955.0,930.0,682.0,657.0,561.0,528.0,1241.0
CCDC24,15.0,24.0,29.0,13.0,17.0,16.0,14.0,27.0
RUNX1,8959.0,11859.0,12699.0,10516.0,7496.0,8244.0,7361.0,14485.0
IGF2BP1,2263.0,3413.0,3279.0,2355.0,1718.0,1617.0,1508.0,3096.0
CBR1,245.92,505.0,469.75,303.89,275.0,219.0,212.89,425.75
CBR3,20.89,32.87,30.91,18.74,12.0,20.0,9.96,25.74
TUBBP5,0.0,1.0,0.0,0.0,0.0,1.0,2.86,2.0
MORC3,1083.0,1477.8,1687.0,1263.0,1028.0,1109.0,1157.0,1989.0
CHAF1B,549.0,921.0,826.0,677.0,493.0,458.0,435.0,954.0
SIM2,3.0,6.0,11.0,5.0,10.0,4.0,4.0,15.0
HLCS,521.0,802.0,720.0,555.0,394.0,392.0,355.0,749.0
GOLGA6A,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0
SCUBE1,622.0,924.0,817.0,607.0,313.0,272.0,253.0,559.0
ARHGAP27,490.0,971.0,776.0,550.0,521.0,438.0,439.0,953.0
ADPGK,1871.4,3349.1,3260.6,2236.6,2077.8,1743.7,1838.8,3958.4
PTMS,105.0,167.0,237.0,172.0,60.0,92.0,84.0,176.0
PADI4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ADIPOR1,1367.0,2303.0,2070.0,1567.0,1154.0,1110.0,1042.0,2066.0
CYB5R1,198.0,388.0,421.0,254.0,230.0,200.0,193.0,462.0
PSMD4,1451.0,2735.0,2816.0,1749.0,1614.0,1374.0,1382.0,3162.0
ATP13A2,212.0,405.0,352.0,228.0,229.0,148.0,175.0,296.0
M1AP,2.0,2.0,5.0,5.0,5.0,4.0,5.0,15.0
PSMB4,1481.0,3152.0,3199.0,1894.0,1927.0,1556.0,1617.0,3611.0
BTG2,718.0,1332.0,1279.0,902.0,498.0,563.0,500.0,916.0
CES5A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HK2,3080.0,5166.0,5907.0,4041.0,2539.0,2553.0,2463.0,5408.0
C1R,8.0,10.0,14.0,8.0,5.26,5.0,2.0,8.0
CELF3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ALDH4A1,350.0,771.0,602.0,425.0,534.0,390.0,408.0,852.0
STARD9,165.0,256.0,288.0,186.0,170.0,151.0,140.0,305.0
THEM4,237.0,411.0,412.0,318.0,279.0,221.0,195.0,468.0
TCHH,1.0,1.0,2.0,4.0,6.0,2.0,5.0,3.0
UBR1,396.0,543.0,585.0,463.0,322.0,321.0,333.0,676.0
AMFR,453.0,767.0,810.0,515.0,464.0,447.0,392.0,808.0
MED8,300.0,605.0,551.0,418.0,381.0,310.0,293.0,648.0
RGL4,2.3,6.09,1.0,2.1,3.26,2.64,2.0,3.02
ISL2,94.0,164.0,157.95,115.0,84.87,71.0,71.0,151.96
RSPRY1,825.0,1199.0,1305.0,976.0,742.0,702.0,649.0,1352.0
CCDC17,9.0,11.0,18.0,8.0,6.0,1.0,6.0,15.0
GPBP1L1,2967.0,4231.0,4679.0,3626.0,2797.0,3085.0,2742.0,5741.0
NAE1,1139.0,1679.0,1911.0,1383.0,1168.0,1233.0,1074.0,2507.0
TMEM69,750.0,1201.0,1308.0,879.0,719.0,674.0,652.0,1419.0
ADGRG5,1249.0,2181.0,1828.0,1347.0,787.0,693.0,689.0,1358.0
DRC7,26.0,23.0,47.0,23.0,16.0,21.0,15.0,33.0
ACE,2.0,12.0,17.0,3.0,5.0,4.0,6.0,15.0
UROC1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
EFCAB14,1872.0,2539.0,2557.0,2041.0,1606.0,1594.0,1499.0,3068.0
SPON2,477.0,1052.0,1096.0,705.0,462.0,370.0,425.0,773.0
CHCHD6,55.0,72.0,92.0,63.0,39.0,48.0,49.0,93.0
CTBP1,1800.3,3669.8,3345.1,2119.9,1950.1,1614.1,1570.4,3393.0
LRRC36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ANKRD18CP,0.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0
TPPP3,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0
ZDHHC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ATP6V0D1,1060.0,1896.0,1646.0,1057.0,1208.0,933.0,980.0,2043.0
AGRP,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0
ZFYVE28,12.0,20.0,22.0,12.0,10.0,9.0,14.0,26.0
CARMIL2,6.0,26.0,21.0,13.0,6.0,2.0,6.0,20.0
C16orf86,42.87,93.89,99.27,58.01,47.97,39.95,34.41,83.57
PIP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM131B,10.0,15.0,10.0,11.0,8.0,4.0,4.0,12.0
RGS12,261.0,431.0,408.0,307.0,247.0,219.0,207.0,406.0
PSKH1,329.0,551.0,441.0,280.0,189.0,156.0,176.0,345.45
ZYX,6040.0,10184.0,8583.0,6440.0,3816.0,3217.0,3472.0,6593.0
ABR,4071.0,6625.8,6050.6,4351.0,3350.7,3008.4,3023.0,6458.1
